988205810961473536 2018-04-22 19:59:59 -0400 <Shitstain45> @realDonaldTrump   https://t.co/f0qAFKsJfQ
988205809598283776 2018-04-22 19:59:59 -0400 <RitaChmielCEO> @realDonaldTrump Small heads up  https://t.co/eVwmWtleWY
988205807136198656 2018-04-22 19:59:59 -0400 <WhHousekeeping> @realDonaldTrump @seanhannity @FoxNews @MichaelCohen212 Wow, looks like Sean Hannity has some ‘splaining to do with all those houses he’s accumulated with HUD funds!  Tsk tsk tsk...  #FireHannity  #KnockKnockItsMueller #ImpeachTrumpNow
988205806712705024 2018-04-22 19:59:58 -0400 <smkaras> First, honest racism isn't commendable. Second, if you get an honest vibe from @realDonaldTrump, you are unquestionably an idiot.
988205802006728704 2018-04-22 19:59:57 -0400 <_ExpressYrself> @realDonaldTrump @FoxNews Yeah... GOP lawmakers who are not above the law and many of them should be investigated as well... should push for Hillary's investigation particularly. This so she can be cleared and sue (Guess who, Mr. Dennison?) for slanderous libel. She'd win and give proceeds to DNC.
988205793697771520 2018-04-22 19:59:55 -0400 <KarenHo15746106> @realDonaldTrump This has nothing to do with this stupid tweet. The great, better than any president ever, couldn't go to Mrs. Bush funeral. Sent wife. Too good to go?  Just confirms what kind of person you truly are. Golf in the way huh?
988205791785209857 2018-04-22 19:59:55 -0400 <Chuck_NTS> @FirstDudeUS @realDonaldTrump Keep that mouth going whore, I'll laugh as you burn you whore...
988205786932371456 2018-04-22 19:59:54 -0400 <BMDon4U> @realDonaldTrump got a deal for you. Wikileaks .. you love Wikileaks #TrumpRussia #MuellerInvestigation #StormyWeather 🌪💨⛈
988205786294816768 2018-04-22 19:59:54 -0400 <mark_selby723> None of this was supposed to happen, that's why @HillaryClinton was supposed to win, and why the #DeepStateCabal has fought, still fights to take @realDonaldTrump and #WeThePeople out of the @WhiteHouse   Too bad,, #WeThePeopleAreAwake and better believe #WeThePeopleDemandJustice  https://t.co/Xn2Iuifg8q
988205786143821824 2018-04-22 19:59:54 -0400 <mariclaire81> Fact check. Absolutely True. We love it @realDonaldTrump  https://t.co/q6Fvj3mA2V
988205786018000896 2018-04-22 19:59:54 -0400 <ASHSANGKA> Maybe @ShaniaTwain would like to be “grabbed” by @realDonaldTrump ?  https://t.co/MYyOQHJvfz
988205784180842496 2018-04-22 19:59:53 -0400 <my_shenanigons> @AlongiTinna @danielkysor1 @GuntherMontgom1 @lovemyusmc_vet @JacobAWohl @realDonaldTrump Maybe that's your problem you should pay attention to Trump not what he says but what he does
988205780699697152 2018-04-22 19:59:52 -0400 <Squirrellymom> @realDonaldTrump What do you say to a True American Hero? How do you salute a brave man? How do you honor a modest but honorable man who saved not only his own life but the lives of others in Nashville TN today? @WaffleHouse
988205779390943233 2018-04-22 19:59:52 -0400 <JVC978> @realDonaldTrump So you got Mary on your side.  Try polling the rest of the county?  You are the President but you act like a fool. The constant begging for approval, the stupid tweets, the childish name calling, the constant claims of Fakes News/No Collusion-we all know the truth-be quite.
988205778589900800 2018-04-22 19:59:52 -0400 <Clancy_Dew> @FoxNews @ShaniaTwain @realDonaldTrump But clearly she now realizes her judgment in that regard was seriously flawed. #Feellikeademocrat
988205778266865664 2018-04-22 19:59:52 -0400 <DickiePena> @realDonaldTrump The investigation is not about Comey's memos.   The investigation IS about wrongdoing by the Trump campaign.   With all the Indictments and Guilty Pleas, the investigation has certainly uncovered several crimes.
988205770427772928 2018-04-22 19:59:50 -0400 <kfergi2017> @realdonaldtrump is afraid, he's VERY afraid, or he would let it go  https://t.co/O9uXm4Tg41
988205768641007616 2018-04-22 19:59:49 -0400 <noTrumpette> @realDonaldTrump @POTUS @TGowdySC @RepCummings @CREWcrew @OfficeGovEthics @thehill @politico  https://t.co/KI41kDbwY6
988205768569651201 2018-04-22 19:59:49 -0400 <MyViewMary> @realDonaldTrump No, she didn’t, did you #MaryMatalin? @JamesCarville, please tell me this isn’t true. Your wife cannot possibly support a man like @realDonaldTrump. Cannot possibly.
988205766434869248 2018-04-22 19:59:49 -0400 <eulah> @realDonaldTrump Then why do you act so afraid?
988205764421586946 2018-04-22 19:59:48 -0400 <dsmith8089_don> @realDonaldTrump She doesn’t hear you
988205763133820930 2018-04-22 19:59:48 -0400 <ivdrugusers> @woods419 @JacobAWohl @realDonaldTrump   https://t.co/KC1UIK04ER
988205763041603586 2018-04-22 19:59:48 -0400 <PurpleCarib> @realDonaldTrump Why the tiny thumbs, every time?  https://t.co/nTDAfeH3r4
988205762139836416 2018-04-22 19:59:48 -0400 <cedar1900> @JacobAWohl @realDonaldTrump #BoycottHannity #BoycottHannityAdverts  #BoycottFoxNewsAdvertisers  #BoycottFox  #BoycottFoxNews  #FoxNewsLies  #Resist  #Resistance  #TheResistance  #StrongerTogether  #BlueWave2018  #BlueWave  #FactsMatter  #TruthMatters  Go Mueller!  https://t.co/Woir7aKUn9
988205759853944832 2018-04-22 19:59:47 -0400 <portside27> @TBW234 @doctorcherokee @ladydeath413 @realDonaldTrump Not wrong. No matter how many times you say it, it's still false.  But it's nice that you've picked up the whole trump gaslighting thing.
988205759799414785 2018-04-22 19:59:47 -0400 <VetWithACause> @PatriciaforUSA @TeamCavuto @realDonaldTrump @POTUS Boom 💥💥💥 Take that , Niel
988205759350607873 2018-04-22 19:59:47 -0400 <v2aggie2> For the record, @realDonaldTrump is not honest, either  https://t.co/BCHyaJoKbi
988205759082180608 2018-04-22 19:59:47 -0400 <broome_nancy> @realDonaldTrump  https://t.co/n41xqqClWs
988205754069995521 2018-04-22 19:59:46 -0400 <reallyguyreally> I normally don't like to get political but what the fuck @realDonaldTrump?!  https://t.co/x6lidzfiH6
988205752664944641 2018-04-22 19:59:46 -0400 <JasonLo51341903> @realDonaldTrump @POTUS Can’t you see their sign language?
988205742107840512 2018-04-22 19:59:43 -0400 <Michael37828248> @realDonaldTrump You seen worried!!!
988205735015264258 2018-04-22 19:59:41 -0400 <reha_jr> @realDonaldTrump #trump
988205734297927680 2018-04-22 19:59:41 -0400 <Romangod7> @Barbara73646817 @realDonaldTrump He got 64% of his agenda accomplished.  So yeah he works and can respond to his critics too.
988205734285504513 2018-04-22 19:59:41 -0400 <NotTooShelby> @scallahan422 @realDonaldTrump Have you seen this  https://t.co/w8voXLNa8o
988205731181572096 2018-04-22 19:59:40 -0400 <AjaySha92670508> @realDonaldTrump Every body is for good time not for bad😊😀😇
988205728287657990 2018-04-22 19:59:40 -0400 <DZacharowsky> @realDonaldTrump 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 #witchhunt
988205725737521152 2018-04-22 19:59:39 -0400 <dbacoleman1> @FoxNews @ShaniaTwain @realDonaldTrump Come on Shania don't jump into that tiger cage! These liberals will eat you up!!! They are cra cra!
988205723304841223 2018-04-22 19:59:39 -0400 <mmoonboyen> @nadinevdVelde @DoktorZoom @naretevduorp @MittRomney @realDonaldTrump Ewwww.
988205722491084805 2018-04-22 19:59:38 -0400 <Davis09Davis> @realDonaldTrump Give it a rest. You must be guilty or you wouldn’t obsess over it.
988205717768241153 2018-04-22 19:59:37 -0400 <jlswls2012> @KEYSnCLICKERS @IsraelUSAforevr @realDonaldTrump @charliekirk11 @DineshDSouza @LouDobbs @JacobAWohl @RyanAFournier @DonaldJTrumpJr @IvankaTrump @EricTrump @TeamTrump Probably because his girls were still going to school there. And duh, one would not have to stay in DC if they wanted to work against him. There is a entire country working against him. You people are so funny, but so sad all at the same time. But, that's what he counts on.
988205717113987073 2018-04-22 19:59:37 -0400 <ChuckDestructo> @GOP @realDonaldTrump How about this.  Give tax incentives to renewable industry to start manufacturing plants where mines are? Wham bam, jobs, renewable energy made here, increased education... whoa.
988205714110865408 2018-04-22 19:59:36 -0400 <melrose4fun> @JacobAWohl @realDonaldTrump Did we get bombed during Obamas presidency and it happened so fast I forgot?!?  Wake up kid.
988205707374850049 2018-04-22 19:59:35 -0400 <Saraleeandme> @RedStRising Thank you too! I follow back @realDonaldTrump #MAGA support.   WWG1WGA  Gotta Stick together!
988205706561011712 2018-04-22 19:59:35 -0400 <Janette19841062> @realDonaldTrump Shut up.
988205705990692864 2018-04-22 19:59:34 -0400 <ednaciurleo234> @realDonaldTrump   https://t.co/Cky31Z0LSo
988205705600552960 2018-04-22 19:59:34 -0400 <ThomasH78937573> @Charlot35060083 @Hoosiers1986 @realDonaldTrump @POTUS @VP @_SierraWhiskee @StacyLStiles @carrieksada @ClintonMSix14 @ChristieC733 @RightWingAngel @RealEagleWings @LVNancy @John_KissMyBot @SandraTXAS God is faithful? Huh? If you are faithful to god then who is god faithful to?
988205704648409089 2018-04-22 19:59:34 -0400 <ScooterTrash10> @realDonaldTrump You have more lawyers than any president in history, and you're getting your legal advice from the WSJ?  #StableGenius
988205700601049088 2018-04-22 19:59:33 -0400 <marthadlopez08> @ECcandid @KimBlount7 @hertston @doctorcherokee @ladydeath413 @realDonaldTrump Why do you like him because he’s a sexual deviant!!!!
988205697883103233 2018-04-22 19:59:33 -0400 <belliott001> Why even interview @KellyannePolIs or any of @realDonaldTrump’s mouth pieces? All they do is lie and spread fake news. No reason to give them news time.  https://t.co/GpxbBaL711
988205694632460288 2018-04-22 19:59:32 -0400 <jc1202017> @BernardKerik @HeyTammyBruce @POTUS @realDonaldTrump @USNavy You’re a little late...better to leave sleeping dogs alone.
988205691981606912 2018-04-22 19:59:31 -0400 <BadASSSery> @milmanaf @davidhogg111 @realDonaldTrump Don’t worry. I’m sure you’ll be able to visit your treasonous potus. New York State prisons allow visitors... If you don’t have a prison record 😉  https://t.co/56sGDWroVT
988205691855917059 2018-04-22 19:59:31 -0400 <VulcanHasNoMoon> @Robertk54756582 @realDonaldTrump well that is a pretty crappy picture of Robotnik.
988205689892954112 2018-04-22 19:59:31 -0400 <bprettyhealthy> @realDonaldTrump Oh my God, shut up already.
988205689645486081 2018-04-22 19:59:31 -0400 <RustyJonesIII> @realDonaldTrump And your solution is to whine and pout about it every freaking day?? You know the definition of insanity, don’t you!??
988205682297131008 2018-04-22 19:59:29 -0400 <moom2326> @realDonaldTrump  https://t.co/Sy7IRUJYoR
988205681810567169 2018-04-22 19:59:29 -0400 <Pat11129853> #EarthDay  #IBOR   #HRCvideo #GreatAwakening  #TrueLiesQNN #QAnon .@realDonaldTrump .@TrueliesQNN .@TrueLiesPat  https://t.co/xXSs7kdgs6
988205681546350592 2018-04-22 19:59:29 -0400 <Hearts4America> @stuffupstairs @Jasjasusa @realDonaldTrump @MagniFieri @POTUS @qanon76 @TrumpQAnon @QAnonPatriot @MBJ8388 @Pismo_B @RichardTBurnett @5Strat I'm curious where Peter Stryker Cooke is?  He's high military but closenit in group?  Whose loyalty does he have?  I hope @realDonaldTrump but he's all in that Utah "Come to me" thingy🔥. Great guy does JFK imitation he's proud of but my 👀👂be watching   He is 🔀PowerPacs.
988205680199790592 2018-04-22 19:59:28 -0400 <fakemagapatriot> @realDonaldTrump Why weren't you there you classless unPresidential cad?
988205678064951296 2018-04-22 19:59:28 -0400 <shaggy069558> @realDonaldTrump  https://t.co/N8ex9tGhyd
988205677465219074 2018-04-22 19:59:28 -0400 <DearGoodPeople> @realDonaldTrump So you are calling Comey dumb even though you didn't know how to spell counsel or shady. Got it.
