988205810961473536 2018-04-22 19:59:59 -0400 <Shitstain45> @realDonaldTrump   https://t.co/f0qAFKsJfQ
988205673967054849 2018-04-22 19:59:27 -0400 <JeffreySKlein1> @hannajewel41 @beckemp @realDonaldTrump What’s funny is that that’s ALL the Dems have these days; wears his ties too long and had consensual sex over a decade ago🤣...may as well keep on Resisting and Delaying, cause u have no Agenda?!!
988205673497292800 2018-04-22 19:59:27 -0400 <hisao48> @realDonaldTrump トランプ大統領失礼します。書き込みが忘れていました。日本の芸能人、松本ヒトシさんが、遺言状の本を昔出版致しまして、日本のベストラーヒット作品になりました。本当に書き込み忘れまして、どうもすみません。トランプ大統領失礼します。
988205671660351490 2018-04-22 19:59:26 -0400 <Kuhio> @drsnus @realDonaldTrump wow. it does. Kern county looks like a square with a flat top.  Definitely Trump territory.
988205670523703302 2018-04-22 19:59:26 -0400 <shadesofnuni> @realDonaldTrump   https://t.co/nYUp6bYecJ
988205668673896448 2018-04-22 19:59:26 -0400 <ellenbburke> @78acores @mitchellreports @chucktodd @realDonaldTrump @78acores, you said it.
988205667591782400 2018-04-22 19:59:25 -0400 <Thin_As_Lizzy> Shania Twain would've voted for @realDonaldTrump if she could've? So what? 😱
988205665830260741 2018-04-22 19:59:25 -0400 <Mistierain> @CollinRugg @realDonaldTrump The truth is nearly out. @RepDevinNunes mentioned that 5 eyes this morning. We all know they set the President up. The man has been around for years. He becomes President and  now he is a bad man. Hillary had to win at any cost.
988205665645711360 2018-04-22 19:59:25 -0400 <CDixon76> @realDonaldTrump What a joke, always trying to find innocence. An innocent person shouldn't have to look so hard for it.
988205662617272320 2018-04-22 19:59:24 -0400 <EddieKehler> @realDonaldTrump   https://t.co/VmCB3Mwtp3
988205661761736705 2018-04-22 19:59:24 -0400 <MM50114572> @FoxNews @ShaniaTwain @realDonaldTrump @FoxNews “Celebrities should shut up and celebrity!” —-Also @FoxNews—-“Oh look, a celebrity who likes Dear Leader!  Let’s hear from them!”
988205658754441216 2018-04-22 19:59:23 -0400 <tab50comm> @realDonaldTrump You are disgusting
988205658511208448 2018-04-22 19:59:23 -0400 <DavidRedstone2> @mookulese @realDonaldTrump Today was something like the 109th trip to one of his own golf courses...
988205654828638208 2018-04-22 19:59:22 -0400 <oddboz> @realDonaldTrump How’s the @FLOTUS anti-bullying campaign going?
988205654266515457 2018-04-22 19:59:22 -0400 <Leslie_Waters> @BillKristol @realDonaldTrump Who trusts the swamp for cryin out loud? #waterswave
988205649283698688 2018-04-22 19:59:21 -0400 <faboo67> @AntonioLopezJr9 @JeanieSample2 @Intellbell55 @realDonaldTrump Typical BOT response
988205649191301120 2018-04-22 19:59:21 -0400 <CharlieBurch15> @realDonaldTrump how many witches are there?!?!?
988205648000176128 2018-04-22 19:59:21 -0400 <WilliamTrampos1> @realDonaldTrump You say Cohen ‘won’t flip’ but don’t you also claim to be clear of crime. Puzzled.
988205644934139904 2018-04-22 19:59:20 -0400 <realeftypickit> @Mary_Lee__ @realDonaldTrump 😂
988205644204445698 2018-04-22 19:59:20 -0400 <WenMaMa2> @CarmineZozzora @GOP @FoxNews .🚨So depressed at that time, I was screaming at my TV 📺  This new ScumbagWallace interview w/ FrenchPresident gave me the same feeling @Foxnews 👉#FireChrisWallace 😤 @realDonaldTrump @POTUS @munsue @UTHornsRawk @ari_russian @C_A_N_S_T @LoveCovfefe2020 @DonaldJTrumpJr ✅#MAGA
988205639208964096 2018-04-22 19:59:19 -0400 <NathanielJGuth1> @STPCityGOP @RepTimWalz @realDonaldTrump @fema You are attaching GOP to your ignorance, not doing the @mngop any favors.   Take an economics class, then take a natural sciences class, St. Paul community college has some great classes for you.
988205634763083776 2018-04-22 19:59:17 -0400 <DianaBialkowski> @dutchiegirlie @automaticsteam @realDonaldTrump What are you going to do w yourself when you find you are wrong and have been this whole time?
988205633508868096 2018-04-22 19:59:17 -0400 <KatieSueKelley> @PhotogeekMike @realMatMolina @coco_konski @realDonaldTrump No, because he's a criminal,  he's the best criminal. Heres a list in case you forgot  https://t.co/eEfMxiYXcX
988205632934248449 2018-04-22 19:59:17 -0400 <trk30862001> @realDonaldTrump   https://t.co/MuD3B6OGqV
988205630807822336 2018-04-22 19:59:17 -0400 <Barbara73646817> @RamiroE69720414 @realDonaldTrump Bot
988205624398934016 2018-04-22 19:59:15 -0400 <drted8845> @50tonormal @JacobAWohl @realDonaldTrump Who’s track record?
988205620246581248 2018-04-22 19:59:14 -0400 <shadesofnuni> @realDonaldTrump   https://t.co/BrGK6mu7Ez
988205620238213121 2018-04-22 19:59:14 -0400 <stevecstny> @renato_mariotti @realDonaldTrump Yep,  RW spinners will bash the FED review of Trump's behavior.   It sure feels like Trump has plenty of fear about something.  @seanhannity should also be worried. Cohen seems to attract people who are hiding things.
988205619038572545 2018-04-22 19:59:14 -0400 <soulyf1970> @realDonaldTrump Dude grow up
988205618874929152 2018-04-22 19:59:14 -0400 <michelle_holly> @JacobAWohl @realDonaldTrump You’re high or just plain crazy
988205616966627329 2018-04-22 19:59:13 -0400 <BearmanShannon> @pgoodemote @JackSmithIV @spencerplatt1 @GettyImages @realDonaldTrump True! In his sick delusional mind #Trump truly sees it that way
988205614080851969 2018-04-22 19:59:13 -0400 <Debra2355> @realDonaldTrump And most are smart enough to understand that NK doesn't always keep their word..patting your self on the back usually backfires
988205610893217794 2018-04-22 19:59:12 -0400 <oceansfourlife> @realDonaldTrump @FoxNews Do you realize that 3/4 of America and other countries as well know that Fox News is not actually a news outlet? Maybe you should switch to BBC World since you hate REAL American journalists
988205610817671168 2018-04-22 19:59:12 -0400 <EddieKehler> @realDonaldTrump   https://t.co/tlGXNcCoQF
988205606921166848 2018-04-22 19:59:11 -0400 <JGHIRETIRE> @BillKristol @realDonaldTrump For someone so innocent,we certainly act very very guilty....😂😂😂😂
988205606535352321 2018-04-22 19:59:11 -0400 <patrickjeanot> @girl4_trump @troopermylove @realDonaldTrump Once again, President Trump was right!
988205605742698498 2018-04-22 19:59:11 -0400 <abhilashSatya18> @realDonaldTrump He is the tallest of all
988205605352505345 2018-04-22 19:59:10 -0400 <2bluestew83> @ForeverLogical @realDonaldTrump Please tell us old wise one what Obama cost us in golf outings. Oh yeah, and did Barry keep his salary??
988205605092544513 2018-04-22 19:59:10 -0400 <nibbles1956> @realDonaldTrump
988205598801088512 2018-04-22 19:59:09 -0400 <Saphina77> @mikandynothem @realDonaldTrump @RightWingAngel @GrizzleMeister @MrEdTrain @LeahR77 @Corrynmb @KatTheHammer1 @codeofvets @Hoosiers1986 @DrMartyFox @ChicagosFines19 Every day that I wake up and @realDonaldTrump is my President I celebrate. #Trump2020
988205595231768578 2018-04-22 19:59:08 -0400 <Cruggierosr> @realDonaldTrump End it!
988205594912940032 2018-04-22 19:59:08 -0400 <peterdueggeli> Noch clever: vor Besuch bei @realDonaldTrump gibt Frankreichs Präsident @EmmanuelMacron ein Interview auf #FoxNews, #Trumps Lieblingssender. Die Chancen stehen gut, dass Trump zuschaut. Ob Macron auch Gehör findet? Wohl längst nicht überall #irandeal #parisklimadeal #handelskrieg  https://t.co/aRBGxJwPjx
988205593847480320 2018-04-22 19:59:08 -0400 <JanelleRusch> @trumpism_45 @realDonaldTrump Why don't you use your real picture &amp; name?
988205593654648833 2018-04-22 19:59:08 -0400 <shadesofnuni> @realDonaldTrump   https://t.co/YbiauF5win
988205592408768512 2018-04-22 19:59:07 -0400 <mitchell_mjp> @realDonaldTrump So far does not sound like much of a deal ...
988205588965445632 2018-04-22 19:59:07 -0400 <realworldrj> @realDonaldTrump The @WSJopinion features the most neutral and unbiased opinion writers, after all🙄  Moron
988205588638240768 2018-04-22 19:59:06 -0400 <suzibikerbabe> @PhillipBoldt @realDonaldTrump No. We do not. You can speak only for yourself. YOU love TraitortRump. Do not include intelligent &amp; compassionate people in your analphebetic statement.
988205586536951808 2018-04-22 19:59:06 -0400 <Beenthere_DT> @realDonaldTrump Duhhhhh, Comey's memos have little. If anything, to do with the the special council.
988205584938819584 2018-04-22 19:59:06 -0400 <CraigMcKain> @vickibazter @IceMule_Jr @ncar999 @maktar_assadi @hollywoodhillsv @DonIsMyGuy @DB_Houston_2017 @bibeydoll11 @J_MAGA @sandy45_46 @sweet_n_sosassy @Mad_Vet56 @RenClive1 @JaguarJinx @L1120Harold @SpeakNoEvil85 @jennybowles03 @jenn_027 @bruce_fritts @suprdupe @moreenie31 @DrMartyFox @DallasIrey @Stonewall_77 @DrLee4America @realDonaldTrump @TheReal_IceMule   https://t.co/RoNygPzKEz
988205578022338560 2018-04-22 19:59:04 -0400 <Gregor7K> @realDonaldTrump Please Launch Nukes at @KimJungUnReal
988205575614877697 2018-04-22 19:59:03 -0400 <AnonymousDenGuy> @Armyboy57 @realDonaldTrump You're a dumbass! Criminals will always commit crimes regardless of the laws passed. You really think there are those "common sense" laws that would have prevented this? You're dreaming...
988205574494928897 2018-04-22 19:59:03 -0400 <Natasha_Bennett> @realDonaldTrump So they're either lies therefore you have nothing to lose by letting them be leaked, or they're truthful enough that you fear them being revealed to the public. Which is it?
988205572695691265 2018-04-22 19:59:03 -0400 <JeffKoc43320994> @JSteevenh @mrntweet2 @VFL2013 @TomArnold @kanyewest @RealCandaceO @therealroseanne @Alyssa_Milano @realDonaldTrump Can't have nuttin nice 👎
988205572490186752 2018-04-22 19:59:03 -0400 <LG3Mom> @realDonaldTrump Chuck has more Credibility in his pinky TOE then  you could ever have in that bod of yours. OH?! And he’s not a habitual Liar! Keep reporting Chuck, it’s what keeps our Country Honest!!!!! That’s What Keeps America Great!!
988205570271277057 2018-04-22 19:59:02 -0400 <luoxun1124> @realDonaldTrump Cross the bridge when you come to it.
988205569906565125 2018-04-22 19:59:02 -0400 <edglomb> @gorkaotz @realDonaldTrump Hey Gorko now Comeys your hero? Bet you 10 to 1 you hated him in October of 16.  Well you stick with him and you’ll be able to say you supported 2 losers, hah!
988205564357300225 2018-04-22 19:59:01 -0400 <Alex_westbury21> Seriously i wanna see a argument between @realDonaldTrump  and @_Kim_Jongun  on twitter XD What would that be like?
988205564210622464 2018-04-22 19:59:01 -0400 <SueSirius> @realDonaldTrump Vomiting in my mouth a bit....
988205563740860416 2018-04-22 19:59:01 -0400 <VStewartNYC> @brandongroeny @realDonaldTrump Judicial watch, by no means a left wing organization, via Freedom of Information Acts estimates as of January 2018 DJT travel costs, (golf weekends &amp; campaign rallies) have cost the taxpayer $13.5 million.  That ain't my idea of FREE.
988205561488457728 2018-04-22 19:59:00 -0400 <BettyBoult> @adamheimlich @deeluttrell1960 @realDonaldTrump Bye bye Donny
988205560775495682 2018-04-22 19:59:00 -0400 <cjs3872> @get_crazy__ @davidhogg111 @realDonaldTrump No, and I think that fact should worry every American, should Trump be in the same predicament Nixon found himself in when he resigned. Nixon put the interests of the country ahead of himself. I'm not sure Trump would do the same thing, if put in that very position.
988205560272211969 2018-04-22 19:59:00 -0400 <shadesofnuni> @realDonaldTrump   https://t.co/DTn1BBPUur
988205555255857153 2018-04-22 19:58:59 -0400 <bobo05543034> @realDonaldTrump Time to drain the swamp Big D, rid yourself of Sessions, Rosenstein, Coumey and surround yourself with people who are loyal and have your back not throwing darts at it, get it done
988205555067117570 2018-04-22 19:58:58 -0400 <StScarborough> @realDonaldTrump How about: o lying to FBI? o collusion? o money laundering? o emoluments? o campaign finance?
988205554928529409 2018-04-22 19:58:58 -0400 <jimodonnell2> @realDonaldTrump So. Rudy sucks as a lawyer.
988205554710396928 2018-04-22 19:58:58 -0400 <crissyquilt> @realDonaldTrump Yes, quite the deal maker.  I’m pretty sure you are being played by a man who called you a dotard.  Storms ahead..
988205554098163712 2018-04-22 19:58:58 -0400 <EPOK4> @Rebeccasarver14 @matthewhoover @VilmaPacheco @gammajeff @buzzhowell1 @JacobAWohl @realDonaldTrump You’re rambling.  I don’t even understand what you just said.
988205552420306944 2018-04-22 19:58:58 -0400 <OBXHippieChick> @valeriemerie2 @Smileformygun @FirstDudeUS @realDonaldTrump #ShitHoleInChief wld have an affair in a heartbeat if it weren't for the fact no one wants to even think abt, much less actually, see him naked &amp; won't touch him w/a10 ft pole. This is prob the closest he has come to the chest of a woman over 18 in a few years.  https://t.co/QnrdNyA7D9
988205548800790528 2018-04-22 19:58:57 -0400 <hopenorris63> @realDonaldTrump THEY KNOW WHERE YOU LIVE, IT'S NOT A HUNT!!
988205548322537472 2018-04-22 19:58:57 -0400 <MattRod4good> @shawneeinsd @ShafPatel @realDonaldTrump To “self awareness” if you read our Tweet line you’d have seen I didn’t vote for Trump (name calling just one of many reasons) but I will always support any President’s policies which makes us safer, freer or more prosperous but oppose an agenda which doesn’t. I don’t name call.
988205547299196928 2018-04-22 19:58:57 -0400 <STPFreak> @milkmancub @JacobAWohl @realDonaldTrump Now you sound like a #Bot      That is all Trump has really...well #RussianBots and Little Jacob
988205546468757504 2018-04-22 19:58:56 -0400 <twittanner> @realDonaldTrump Your Eclipse-Ruined Eyes are too blind to see that you are simply drawing more attention to his arguments  https://t.co/RlaHD47nUP
988205545575403522 2018-04-22 19:58:56 -0400 <S_a_r_a_h_____> @Friochilly @Twimom09 @tapp_cheryl @realDonaldTrump @VP @AntonyScarmucci @Thomas1774Paine Hawaii  June 2017 June 2017  https://t.co/AwJkneX5IX
988205542102437889 2018-04-22 19:58:55 -0400 <SportsAnchorX> @realDonaldTrump @FoxNews Lol.  Does this get anymore desperate?!
988205541267857408 2018-04-22 19:58:55 -0400 <Goss30Goss> .@realDonaldTrump   Richard Nixon called the Watergate Investigation a "Witch-Hunt" numerous times. He wasn't a very truthful fella. Kinda how millions see you when you start throwing Twitter tantrums.
988205540646912000 2018-04-22 19:58:55 -0400 <Dennison_lin> @realDonaldTrump   https://t.co/FZgtzY5Fow
988205535739678725 2018-04-22 19:58:54 -0400 <SorryDian> @from_golden @gmfunk @davidhogg111 @realDonaldTrump   https://t.co/TFSjV4paQj
988205535362191362 2018-04-22 19:58:54 -0400 <NoMysticism> And this is @realDonaldTrump is The GOAT! #MAGA  https://t.co/5RP6xofviQ
988205534452043776 2018-04-22 19:58:54 -0400 <cedar1900> @JTM_YVA @realDonaldTrump Patience Jackass  After a two-year investigation 33 congressional hearings 4 public hearings Costing us $7 million dollars Including a 800-page report Republicans failed to pin the tail on Clinton  You had your chance You failed  It's Mueller time.  https://t.co/Woir7aKUn9  https://t.co/QBHeXRMNbY
988205533621575681 2018-04-22 19:58:53 -0400 <Jscott1145> @FoxNews @ShaniaTwain @realDonaldTrump WHEN PIGS FLY.  TRUMP HONEST SURE AND THE EARTH IS FLAT
988205530853363715 2018-04-22 19:58:53 -0400 <shadesofnuni> @realDonaldTrump   https://t.co/Azmy6u492s
988205530144440326 2018-04-22 19:58:53 -0400 <LynnDearion> @DragonStar1776 @realDonaldTrump I support #Jesus! I support #Right! I support #Trump to stop lying and keeping up #Bullshit! I support ppl can #Change! I support him to treat EVERYONE fairly, not just the ones he likes or likes him! #FullStop!😉 And U? Whatz your thoughts on @POTUS #Trump at this time?
988205528496029697 2018-04-22 19:58:52 -0400 <lane_stacey> @realDonaldTrump A complete ass! I mean you, Mr. Fake President.
988205527409790977 2018-04-22 19:58:52 -0400 <claudiascompan1> @1776Stonewall @cleoworks1 @realDonaldTrump Well, count me as one who supports you !!
988205526457749505 2018-04-22 19:58:52 -0400 <HsvTribune> @realDonaldTrump BULLY IN CHIEF
988205524037656577 2018-04-22 19:58:51 -0400 <youngmarshalll> @realDonaldTrump hi mr.president can you request Chinese government shut down the Great Fire Wall(AKA Internet block) for US companies such as Twitter, lots of Chinese guys want to fellow you on Twitter.
988205523890667521 2018-04-22 19:58:51 -0400 <GSSalyer> @gammajeff @matthewhoover @buzzhowell1 @JacobAWohl @realDonaldTrump Big, foul-mouthed, tough guy behind a keyboard. Get some counselling bro.
988205523853021184 2018-04-22 19:58:51 -0400 <JVATALARO> @realDonaldTrump has added a few MILLION... Bots like me don’t go away ¯\_(ツ)_/¯ #BFT  https://t.co/VNWHrLDhLN
988205523647549440 2018-04-22 19:58:51 -0400 <MyViewMary> @UnfollowTrump No, she didn’t, did you #MaryMatalin? @JamesCarville, please tell me this isn’t true. Your wife cannot possibly support a man like @realDonaldTrump. Cannot possibly.
988205523286810624 2018-04-22 19:58:51 -0400 <Jane10728805> @realDonaldTrump Stop acting like a third rate street punk. It is unbecoming for a 70 + year old man
