929136587497021440 2017-11-10 18:59:59 -0400 <Vibrantankles> @realDonaldTrump Donald Dotard did not write this.
929136519557853184 2017-11-10 18:59:43 -0400 <ProfGranPops> @SheriffClarke @realDonaldTrump @FoxNews Did you get aroused? cus you sure sound like it.
929136500050145285 2017-11-10 18:59:38 -0400 <mikelikebike> Hey @realDonaldTrump — take a long look at what’s happening in Hollywood with all the sexual assault allegations — that’s how one properly drains a swamp.  And guess what — you’re next.
929136486406029312 2017-11-10 18:59:35 -0400 <89Moises> @realDonaldTrump  the American way contains the healthy ingredient for nations the living intelligence, full of life and enough virtue to meet any difficulty in the face of world financial crises is not impossible to think otherwise.
929136484703125504 2017-11-10 18:59:35 -0400 <highflight53> @USMC #OORAH @POTUS @MCRDPI #SemperFi @MCL_HQ #USMC242 @MCRD_SD #SiouxBlood #SonsOfLiberty #USConstitution #DontTreadOnMe @realDonaldTrump #StandForOurAnthem #StarsSpangledBanner #HappyBirthdayMarines #StarsAndStripesForever  https://t.co/E1qSC0ZBXd
929136484686450691 2017-11-10 18:59:35 -0400 <mec21blue> @realDonaldTrump   https://t.co/ZNvDRYl32c
929136482740260864 2017-11-10 18:59:34 -0400 <PrincessBibiRF_> Why would @StateDept Fraudster @exxonmobil 79Acres Bought under @realDonaldTrump Nose decide @PutinRF_Eng Meeting?  https://t.co/ZRbdbnGhkI
929136478675963905 2017-11-10 18:59:33 -0400 <MichaelBouldin> Silly. Collusion is when @realDonaldTrump @potus makes sexytime with Vladimir Putin. Everyone knows that.  https://t.co/QsdIB0QrX2
929136475698073600 2017-11-10 18:59:32 -0400 <Daniel__Haslam> @lifetimeusa @realDonaldTrump You make the most indirect links against Trump to attempt to derail him, it’s hilarious.
929136466097246208 2017-11-10 18:59:30 -0400 <mec21blue> @realDonaldTrump   https://t.co/sF8U4YBHV2
929136461680652288 2017-11-10 18:59:29 -0400 <BlueWallNowRed> @TiffanyAlaban @socks_greg @JeannineHuffs @charter57 @MorgandyCovfefe @gsouthbay2688 @atomish @Plume1 @pamelaval @sgcostanza @GenFlynn @USNJack @realDonaldTrump @seanhannity Hey tiff
929136453694689280 2017-11-10 18:59:27 -0400 <2or34Christ> @L_EPISCOPALIAN @realDonaldTrump And mind you, this is the same man who's never asked God for forgiveness. Why would he expect Roy Moore to repent if he never has? And Trump gets up and quotes a speech with the words "thus saith the Lord" and we're supposed to believe him? #pathetic
929136453145243648 2017-11-10 18:59:27 -0400 <Tracythought> @DaShanneStokes @realDonaldTrump And he should also be sued for libel
929136447835209728 2017-11-10 18:59:26 -0400 <savagelyyours> Merry kid-mas @boatsNhoagz @Chewnami @BossiblyGaye @dfack83  @KidRock @realDonaldTrump  https://t.co/EmT1PWzDzV
929136445947809793 2017-11-10 18:59:25 -0400 <mec21blue> @realDonaldTrump   https://t.co/8xGvI1vcZw
929136427429793792 2017-11-10 18:59:21 -0400 <MattieTskiis469> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/FJ6RlqPinU
929136424028463105 2017-11-10 18:59:20 -0400 <pangzhe> @JRCDH @lihuanjun @realDonaldTrump Chinese government have changed some of the Chinese poor cities into rich ones, the previous US government turned some of its’ rich cities into bankruptcy. We need Trump to revers all this, to Match up with China!
929136422115831808 2017-11-10 18:59:20 -0400 <iHazKiyah> @epiphany_zone @wisecc1 @SLandinSoCal @MiddleClazzMom @realDonaldTrump @FLOUTUS @jack Actually I'm one of the most respectful people I know. I'm an athiest and have been told by many that I'm more Christian than Christians. If we all followed the actual teachings of Jesus, it'd be a great world. Hypocrisy, however, I cannot stand. All religions are cults, fact.
929136421763502080 2017-11-10 18:59:20 -0400 <JanetChloeBuzz> And here we thought @realDonaldTrump was going to destroy the @GOP . Turns out it’s been rottting from within for a while.
929136414666653696 2017-11-10 18:59:18 -0400 <BertrandDugusc1> @realDonaldTrump  Interpol a été prévenu mais il y a une question de génocide français.
929136414167654401 2017-11-10 18:59:18 -0400 <Johnthecashman> @realDonaldTrump you look like such an idiot with your bestie. What treasonous activity has he blackmailed you into now?  https://t.co/YL0H4zyd9G
929136412800290816 2017-11-10 18:59:17 -0400 <tolovana66> @realDonaldTrump @_weebutmighty MAYBE reason that Dem's &amp; Left hate Trump so much is because they feel that AMER &amp; AMER people should not come first. SOMETHING TO THINK ABOUT AMER'S
929136412695433218 2017-11-10 18:59:17 -0400 <pookeypies7> well he just did himself in now ...... doesn't he know he has the right to remain silent.... At least for once @realDonaldTrump isn't being smeared thank God he didn't help him get elected or we would all have to listen to that for years  https://t.co/5YVC9l7W0c
929136412661862401 2017-11-10 18:59:17 -0400 <swhin> @realDonaldTrump @NealJonesbpt But you’ll blame other presidents for your inadequate presence.
929136411399241729 2017-11-10 18:59:17 -0400 <comotutuarlis> @Januarybaby05 @realDonaldTrump Draining the stamp? Really? 🤣
929136408895348746 2017-11-10 18:59:17 -0400 <soupymoss> @TheRynheart @realDonaldTrump   https://t.co/o9apx5Mv9u
929136404638126081 2017-11-10 18:59:16 -0400 <yemarshi> @gina007808 @mikemorse34 @jim_pennington @don_peck @edwardchow @Steve_6895 @CaliChyk100 @LeslieLee327 @EdKrassen @IRdotnet @realDonaldTrump @USMC @USMarineCorps No favors were paid. The lies continue.
929136396316659712 2017-11-10 18:59:14 -0400 <RobertS66021134> @ariesjill @LIVE_COVERAGE @falseflaginfo @forthemasses @Patriciduluth @realDonaldTrump I suggest something needs to happen ! Send in the the 🤡 don’t bother they have Guns!!
929136395867758592 2017-11-10 18:59:13 -0400 <susie_lutsky> @KeithOlbermann @realDonaldTrump @HillaryClinton He looks like a bloated oompa loompa!!
929136388410433536 2017-11-10 18:59:12 -0400 <DrKCobbie> DEMONIC to Align God With Evildoers! @realDonaldTrump @FoxNews @seanhannity @gop @KellyannePolls @EricTrump God Don't Support Sexual Misconducts @thehill @Lawrence @maddow @MeetThePress @JoyAnnReid @BuzzFeedNews @CBS @NPR @ABC @CNN @CillizzaCNN @KeithOlbermann @hardball @WSJ  https://t.co/WwZStk38z6
929136388318158848 2017-11-10 18:59:12 -0400 <ImmaBlueDot> @realDonaldTrump @USMC @USMarineCorps Much respect &amp; appreciation to all who serve(d). My uncle was an 18yr old Marine n #Vietnam n the early 70's. U know, same time u should have been there. He died at 49 from #AgentOrange exposure. Glad u survived those deferment bone spurs. #USMC #MarineCorpsBirthday #SemperFi
929136386921332741 2017-11-10 18:59:11 -0400 <mec21blue> @realDonaldTrump   https://t.co/2CrxEWuurS
929136375504482304 2017-11-10 18:59:09 -0400 <MookieMoogle> @KingPhilipVofFa @vairik @telikonol @Masterdoctorn7 @Luxe_Saga @Nobodydotobj @Azu_Rayn @Siggy_The_Furry @FurredIntellect @GWSSDelta @9th_prestige @TheQuQu @Templar_Gamer1 @PlaceboLizard @JimFear138 @FlawedIntellect @Anarchangel_ @Nielk1 @Nice_Weeb @yung_warspite @FamishedDragon @PolUnpurrect @MrShikaki @MSamenfink @Vae_00 @realDonaldTrump @CatTheUndying @CatueOfLiberty @autopenetration @HopeStillFlies @overunderwriter @CoyoteKhan @DCSD_Bryce @E_Krenis @EscapeVelo @Punishedstitch @squeakesquirrel @ProjectNEIGH @TujoPanda @Z0ree @Lucius_Sulla @MMagazineComics @NICKIMINAJ @RxCastellanos @squam0 @TheEllenShow @washingtonpost @UnrealEngine  https://t.co/Kfnq2DwPGM
929136374740959232 2017-11-10 18:59:08 -0400 <qate> @mackie1604 @HillaryClinton @realDonaldTrump @NRA Agreed that the system works if people who can't buy guns are reported. But the ATF is objectively NOT funded "just fine." They are the only federal agency to not receive any extra funding or staff in over 10 years, and the GOP won't confirm a perm. director.
929136374476824576 2017-11-10 18:59:08 -0400 <morts1960> @donna_mims @wargirl1 @realDonaldTrump @USMC @USMarineCorps You poor brainwashed fool. It is obvious that you will choose party over country, but at least try to recognize Trump is unfit to be President. He proves it on a daily basis by his words actions, and tweets.
929136372685987840 2017-11-10 18:59:08 -0400 <SChance22> @KeithOlbermann @realDonaldTrump @HillaryClinton God what a fat fuck-
929136371423481857 2017-11-10 18:59:08 -0400 <martkatz1> @realDonaldTrump   https://t.co/4AKN29BR6V
929136368353243136 2017-11-10 18:59:07 -0400 <therightswrong> @tkdmike @SheriffClarke @realDonaldTrump All hat, nothin' else  https://t.co/s1lFMr928W
929136367984025600 2017-11-10 18:59:07 -0400 <Pennijj> @realDonaldTrump @fema @GOP  https://t.co/VWYGTgR5pJ
929136367837224961 2017-11-10 18:59:07 -0400 <manoaislander> @realDonaldTrump @USMC @USMarineCorps   https://t.co/Xca3MuVbpl
929136367774371840 2017-11-10 18:59:07 -0400 <truthsearch1957> POTUS #Trumps @Senate @realDonaldTrump @FBI @DOJ @POTUS @Congress @KellyannePolls @SCOTUS @FLOTUS @IvankaTrump @DeptVetAffairs @WhiteHouse #Hollywood #Palmsprings Carmel #LosAngeles Monterey #Malibu #Laguna #MissionBeach #sacramento #LongBeach California #santamonica #SanJose  https://t.co/xgYj6ANehE
929136365098352640 2017-11-10 18:59:06 -0400 <KimiG74> @KeithOlbermann @realDonaldTrump @HillaryClinton Oh that blue shirt makes Donnie look huge!! 345lb if I heard correctly.
929136364385390592 2017-11-10 18:59:06 -0400 <rickr541> Ha haha! Please stop. @FoxNews is @realDonaldTrump  very own State TV. #NeverTrump  https://t.co/6EAPLZIwBE
929136364242731008 2017-11-10 18:59:06 -0400 <mec21blue> @realDonaldTrump   https://t.co/cnuXHGgs5N
929136364171300864 2017-11-10 18:59:06 -0400 <rubyslippers10> @realDonaldTrump Pretty obvious you didn’t compose this tweet, lol.
929136359838756864 2017-11-10 18:59:05 -0400 <DebraBy29924209> @realDonaldTrump First trip up Viet Nam? That’s right you managed to dodge the draft, while poorer men had to fight in that hell hole. Now you go!
929136358874066945 2017-11-10 18:59:05 -0400 <birddog1776> @KeithOlbermann @realDonaldTrump @HillaryClinton should be wearing a POW outfit draft dodging pig
929136358538412032 2017-11-10 18:59:05 -0400 <SAVEUS_ORG> @realDonaldTrump @FLOTUS Aren't you CLEVER about the 2,300 year old WALL. Tillerson was right.
929136351836073984 2017-11-10 18:59:03 -0400 <ann63773288> @donna_mims @wargirl1 @realDonaldTrump @USMC @USMarineCorps Yes   Donald Trump is the best president ever.
929136348702887941 2017-11-10 18:59:02 -0400 <edgiesversion> @DavidCornDC @cptime @realDonaldTrump What? In Vietnamese?
929136346773557250 2017-11-10 18:59:02 -0400 <mec21blue> @realDonaldTrump   https://t.co/WuljyjTRV8
929136343875309568 2017-11-10 18:59:01 -0400 <AnnMW66> @AnnCoulter @realDonaldTrump Ann get your facts straight! I use to respect you and believed you were honest😞 not so much anymore!!
929136343590035462 2017-11-10 18:59:01 -0400 <atordacalma> @a_dans_sexy @realDonaldTrump FODA SE
929136341446688770 2017-11-10 18:59:00 -0400 <lcwallace> Most people never get to meet their hero, much less get to wear the same electric blue shirt side by side. What a day for @realDonaldTrump  https://t.co/ie2hwjirE5
929136339462840320 2017-11-10 18:59:00 -0400 <ShirleyAugust2> @DGB_JAIID @realDonaldTrump Enemy of the State
929136332869423105 2017-11-10 18:58:58 -0400 <subschneider> @BirdMiler @josephcwhite @Rhondeezie @kfccronin @PatriotsTime201 @DeborahOH10 @alozrasT @FLOTUS @POTUS @realDonaldTrump @mikandynothem @LeahR77 @GeorgiaDirtRoad @JrcheneyJohn @carrieksada @MADE__USA @DcDeplorable @Wh1skeeW4rrior @eissolomon11 Aka the party of hate #POH.
929136331866951680 2017-11-10 18:58:58 -0400 <funmusikgirl> @realDonaldTrump @FLOTUS Good she wouldn't want to meet the women putin has for you
929136330210234369 2017-11-10 18:58:58 -0400 <maria22616896> Awww look at the little boy BFF @realDonaldTrump and his buddy @PutinRF_Eng  https://t.co/UoX5x4eRPX
929136325600661504 2017-11-10 18:58:57 -0400 <idea_log_> @spidieboy56 @chattycathy317 @WitchuntSwamp @GloriaCanty @Scavino45 @PressSec @IvankaTrump @realDonaldTrump LOL family values like grabbing em by the pussy &amp; fucking married women. It’s funny how blatantly people project their ideals onto Trump
929136325109927936 2017-11-10 18:58:57 -0400 <therealdeadball> @Cmcg61 @dgmillertime @DanScavino @KellyannePolls @realDonaldTrump @POTUS Why are you two willing to ignore facts to protect @realDonaldTrump? The man is a serial liar. Everything from his feet to get out of Vietnam to what he said to the wife of a dead soldier. And before you say it is the press, these are words out of his mouth or on Twitter!
929136319233638400 2017-11-10 18:58:55 -0400 <Nidaba07> "@realDonaldTrump is a dwarf when it comes to foreign politics"  https://t.co/0rYLPmPB0d  https://t.co/z6XyGiYCSu
929136316792614917 2017-11-10 18:58:55 -0400 <debragarrett> @Scavino45 @realDonaldTrump Congrats to President Trump🇺🇸🇺🇸🇺🇸
929136312950538240 2017-11-10 18:58:54 -0400 <spayer> @logicalAmerica @MelaniePontes @armstrongduff @ToxicExplodley @Jenlskelly @127bama @MattyStuLegend @gloverstweet @hab3045 @FionaFrench9 @SueHovey @realDonaldTrump I need make no “insinuations” about your “inteligence”.
929136312531214432 2017-11-10 18:58:54 -0400 <VetsUnitedMarch> @amvetsupport @spokanetom @TUSK81 @benwikler @realDonaldTrump @cj_disabledVet @TioSantiagog @Goss30Goss @MattmedicOIFOEF @jj_greyspot01 Your right Brothers, this isn't right. Also, the Mexican drug cartels try to kidnap these Vets for their Combat experience, if they don't comply they kill em. So they try to stay close together at the Veterans house they formed close to the US Border in Tijuana.
929136302246707200 2017-11-10 18:58:51 -0400 <OilyGoose> @realDonaldTrump you are doing amazing. Keep going we are behind you #USA
929136297658105856 2017-11-10 18:58:50 -0400 <AZ_IceB> @realdonaldtrump protect Americans from a dumb tax increase set to go into effect Jan. 2018 #StopObamacareTaxes  https://t.co/SqPEFjtcww
929136296152494080 2017-11-10 18:58:50 -0400 <JUDETOVAR> @Almagro_OEA2015 @realDonaldTrump @onu @OEA_oficial  @marcorubio @CNNEE #SOSVenezuela #MaduroGenocida #MaduroEsMiseria  https://t.co/97o6GqG19W
929136295904866304 2017-11-10 18:58:50 -0400 <kaiserhkhan> @SLandinSoCal @realDonaldTrump @FLOUTUS Nice
929136294625796096 2017-11-10 18:58:49 -0400 <martkatz1> @realDonaldTrump   https://t.co/Xy73GKAb0O
929136291240747008 2017-11-10 18:58:49 -0400 <AppSame> @Hezrow @WayneDupreeShow @realDonaldTrump @CLewandowski_ @AviBerkow @CaliforniaPanda @haferre45 @KellyannePolls Yes Thank you Wayne your a good friend
929136279958122496 2017-11-10 18:58:46 -0400 <LionHunterMusic> @nytimes @jjj321 No matter how @SenateGOP, @SenateMajLdr, @HouseGOP, @SpeakerRyan and @realDonaldTrump try to wordsmith it, the facts are clear: They're using every trick to take money from middle &amp; lower income families to give tax entitlements to rich corporations, millionaires &amp; billionaires.
929136277341065216 2017-11-10 18:58:45 -0400 <veravelfalsa> @GOP @realDonaldTrump   https://t.co/0RBa9IzPYq
929136275386454016 2017-11-10 18:58:45 -0400 <mousymama> @JulietPatriot @realDonaldTrump @GenFlynn We can only pray
929136274740359168 2017-11-10 18:58:45 -0400 <JonLocke70> @Milvio_Diaz @GOP @realDonaldTrump @DonaldJTrumpJr @IvankaTrump @EricTrump @TiffanyATrump that's it.  The GOP
929136269917114368 2017-11-10 18:58:43 -0400 <needtoknowHim> @realDonaldTrump Stay safe
929136253546762240 2017-11-10 18:58:40 -0400 <Matt85820651> @Girlpower1960 @realDonaldTrump Got your attention and mine so we must be weak too😊
929136251923566592 2017-11-10 18:58:39 -0400 <couchonroof> @beverlytwigg @realDonaldTrump @JustinTrudeau @AngelaMerkeICDU @AbeShinzo My choices were limited to respectable world leaders in the photo. Pay attention #MAGAt It’s not like Putin or Trump were options.
929136246470971394 2017-11-10 18:58:38 -0400 <joev816> @TrumpMyPres @AppSame @POTUS @realDonaldTrump @EmfingerSScout @mjgranger1 Oooh sh.t! Hey liberals, LIBERALS HURRY, indisputable evidence of Trump and Putin meeting. what? That's yesterday? Never mind libs, AGAIN, nothing to see here.
929136231950282753 2017-11-10 18:58:34 -0400 <Breakthyme> @realDonaldTrump  https://t.co/oIvqZOdmJg
929136227235672064 2017-11-10 18:58:33 -0400 <Jethro_Aryeh> @realDonaldTrump @USMC @USMarineCorps Out of all the places to stand Trump chooses to be next to Putin? #mueller  https://t.co/FrvbW10iTg
929136224731836416 2017-11-10 18:58:33 -0400 <needtoknowHim> @Team_Trump45 @realDonaldTrump Love the Pic. LOL
929136224715051008 2017-11-10 18:58:33 -0400 <speccyspice> @KeithOlbermann @realDonaldTrump @HillaryClinton Keith I love you
929136219287621632 2017-11-10 18:58:31 -0400 <TonyHoida> @FoxNews Not really sad about Bob Corker and Jeff Flake @realDonaldTrump
929136218419245056 2017-11-10 18:58:31 -0400 <JoshInANutshell> @realDonaldTrump @USMC @USMarineCorps Hoping our troops survive your supreme idiocy.
929136215709843456 2017-11-10 18:58:30 -0400 <oyakhi_samson> @ThelIluminati @DFB @England @realDonaldTrump @BarackObama @USATODAY @DFB lies that she die in @FFF France in a tunnel she was force 2 fake her death so her and her son should come out bring @England back 😡🖕🏾
929136215680458752 2017-11-10 18:58:30 -0400 <jumadi_sutar> @pramonoanung @jokowi @realDonaldTrump Pendengar setia iya....
929136214418116610 2017-11-10 18:58:30 -0400 <CookiezGiveaway> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/LgSOV7JxxJ
929136205937172480 2017-11-10 18:58:28 -0400 <bluesmaam64> @realDonaldTrump how DARE you set foot on Vietnamese soil. On VETERAN'S DAY no less. You have no SHAME. Here, let me give you some...
929136203156385792 2017-11-10 18:58:28 -0400 <AmyOddo> @sciencevstrump @midsummer_dream @funder @realDonaldTrump That's what I said about Putin. He's own personal wardrobe protest.🤣
929136202552434688 2017-11-10 18:58:27 -0400 <Kyle__Bradley77> @realDonaldTrump so being left behind, captured, tortured, and executed constitutes La David "knowing what he signed up for"?   I wouldn't put it past you to know this, lie to his widow, and put blame on generals to get out of blame. You are a sick man.   https://t.co/eAO4Jf11op
929136202359468037 2017-11-10 18:58:27 -0400 <ckljordan> @realDonaldTrump We need for Tillarson, Ryan, McConnel, McMasters to go; I think Moore is being charged without proof, he is a good man.
929136201436745729 2017-11-10 18:58:27 -0400 <soupymoss> @realDonaldTrump I️ know u didn’t write this correct spelling and words with more than one syllable
929136198735552512 2017-11-10 18:58:26 -0400 <antwaynp> @gronko54 @TheJuanWilliams @realDonaldTrump Difference between 23 and 16 14 or 18
929136197305323520 2017-11-10 18:58:26 -0400 <martkatz1> @realDonaldTrump   https://t.co/atQVVRxCU8
929136196973973507 2017-11-10 18:58:26 -0400 <Samiam1321> @AmandiOnAir @MalcolmNance @BarackObama @RaulCastroR @realDonaldTrump He bent over and took it in the shorts.
929136196600680450 2017-11-10 18:58:26 -0400 <cosmick8> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/l6IedI09vV
929136192343261185 2017-11-10 18:58:25 -0400 <Libertine50> @KeithOlbermann @realDonaldTrump @HillaryClinton Maybe he’s expecting twins. Hope his water doesn’t break at dinner.
929136192305512453 2017-11-10 18:58:25 -0400 <StandingDrummer> @TheRickyDavila @realDonaldTrump #BoneSpurBozo #WhoBringsAnEscortOnADiplomaticVisit
929136192037191681 2017-11-10 18:58:25 -0400 <WinbergDonna> @MissesShannonMJ @OnFocusFire @brer_rabbit420 @Carolde @YoungDems4Trump @Jim53Just @realDonaldTrump @ericbolling The kkk has been irrelevant for 50 yrs., stop playing the victim. I know many people of color who don't play the race card, have good educations, own businesses and homes, and are doing a lot better than white people in my town
929136185431207936 2017-11-10 18:58:23 -0400 <bs040458> @realDonaldTrump I'm behind my president all the way. Make America great again sir.
929136184751804419 2017-11-10 18:58:23 -0400 <CountryLiving02> @RKittyCatoe @petehudson101 @Kimbraov1 @realDonaldTrump @busylizzie48 @jeepsuzih2 @GetEG88 @HyltonRobin @KFennymore @tim_kelly42 @JustSayn2018 @SLadreda @Zephorah50 This woman is an embarrassment to this country...FACT.  https://t.co/VG04i1JG5P
929136183702994945 2017-11-10 18:58:23 -0400 <StandingDrummer> @realDonaldTrump Hey Donnie-boy; Democrats disagree on policy - Republicans disagree on pedophiles.
929136174534234112 2017-11-10 18:58:21 -0400 <kaiserhkhan> @realDonaldTrump Nice to see in Asia.  Appreciated
929136174488281089 2017-11-10 18:58:21 -0400 <LAURENDSACKIN> @realdonaldtrump @foxnews REPORT THIS!  https://t.co/SMf3OwShPe
929136172168896512 2017-11-10 18:58:20 -0400 <brian_campbe11> @clivebushjd @StresingCathy @realDonaldTrump She was probably one of the goofballs screaming on election day. I love it
929136167379001344 2017-11-10 18:58:19 -0400 <RoksteadyKarma> @E_A_Swearengen @hopkins6_joe @DavidCayJ @ImaginePeace53 @realDonaldTrump It is a cult. This has been obvious for over a decade.
929136167081205760 2017-11-10 18:58:19 -0400 <_WhatDidlDo_> @realDonaldTrump @FLOTUS Humpty Dumpty Melania sat on a great wall. Humpty Dumpty Melania had a great fall. The end.
929136164786843648 2017-11-10 18:58:18 -0400 <eobmada> @AminESPN just waiting for @realDonaldTrump to pass a bill banning this, and insisting on Tiki torches instead...🤨  https://t.co/TX5nSFx3EU
929136161070645248 2017-11-10 18:58:17 -0400 <Diverspolitic> .@SenateMajLdr - will anyone in top 5% see a tax increase under ur plan? #FoxNews @realDonaldTrump #GOP #Democrats   https://t.co/pKw2qHHKzZ
929136148638846976 2017-11-10 18:58:15 -0400 <PelagiusRobert> @ByronYork Attempt to hang on until December, but deserves the benefit of doubt. Remember how @realDonaldTrump ‘s numerous accusers evaporated after 11/8/16? If proven true the Senate could deal with him post conviction.
929136139512008704 2017-11-10 18:58:12 -0400 <J_Rudkus> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/2Z0WUsgFb7
929136137360179200 2017-11-10 18:58:12 -0400 <pestleperson> I'm a bit like @realDonaldTrump in wishing for handling assholes like they did in long gone days ... because I'd like to see a relentlessly corrupt #SlimePOTUS like him dragged through the streets, tarred, feathered and ran out of Dodge.   https://t.co/jAKsMIA2tQ
929136133190979585 2017-11-10 18:58:11 -0400 <PalangJay> @TheDemCoalition @JohnABusinger @realDonaldTrump Lock them up ,all of them ,Master &amp; Friend's &amp;Families.&amp;associates.
