1037852948611514369 2018-09-06 19:59:59 -0400 <BarryPe91709054> @realDonaldTrump Your being taken down by your own personal
1037852917653364737 2018-09-06 19:59:52 -0400 <raw1135> @realDonaldTrump Nonsense!! I get results from State Media FOX on my searches. So you’re lying again!!  https://t.co/XvoAgCawim
1037852916403646465 2018-09-06 19:59:52 -0400 <Lamont_Mark> @badjin_rank @Spence_74 @Tulli_ToolBox @TrmpImpchmtPorn @FirstFire2008 @M1APatriot @Dstroyr_U2b @SPQRzilla @PeteKidder @BearingTruth @Wardcox007 @WaffleWedgie @RHH01NJ @themanfronUNCLE @PaulAMarketos @NRA @Shanti__Ananda @600MilGuns @cleflore23 @b @realDonaldTrump @doj Not true. US data below shows that states with tighter gun laws have lower gun death rates than states with loose gun laws. Shame on the @NRA.  https://t.co/5ozlYdxrfN
1037852916378464256 2018-09-06 19:59:52 -0400 <sarasuebird> @realDonaldTrump Nothing like showing the same film strip over and over,what a sham this idiot is doing,thinks the AMERICAN PEOPLE are stupid like he is,the court jester,trump ,sorry I mean the #1 draft dodger...
1037852913970950145 2018-09-06 19:59:51 -0400 <HeberDanielle> @realDonaldTrump Hello. #Bolsonaro has hospital
1037852913547104256 2018-09-06 19:59:51 -0400 <Muzatron> @sabeehkhan84 @realDonaldTrump Why are you trump shaming
1037852906597171201 2018-09-06 19:59:49 -0400 <shuttermug1> @realDonaldTrump For them to know and for you to baste in your own juices.
1037852906433593344 2018-09-06 19:59:49 -0400 <komenda_e> @realDonaldTrump Wish I was in Billings!!
1037852905930452993 2018-09-06 19:59:49 -0400 <JerikkaBenton> @TheeTempest @AynRandPaulRyan @realDonaldTrump You have to take into account that he may not have been able to get too far into that first paragraph without giving up.
1037852904567140353 2018-09-06 19:59:49 -0400 <g_oddball> @realDonaldTrump Sorry time for some football  https://t.co/X32ebNWxu0
1037852902671433728 2018-09-06 19:59:49 -0400 <LuLuLove2019> @DKofTFC1 @kat_hassinger @FoxNews @realDonaldTrump It’s happening. 😳  https://t.co/gAyvQwkPxE
1037852901199175680 2018-09-06 19:59:48 -0400 <Sandyk5251> @Chr_Steven_76 @realDonaldTrump @JonathanDever He actually has 3 sons but we never see Barron
1037852900360372226 2018-09-06 19:59:48 -0400 <cleva_dubar> @MeghanMcCain @realDonaldTrump  you bashed the President just carrying out what your dad was doing. The Bible tells us that vengeance belongs to God! You or John was not God.
1037852898523140096 2018-09-06 19:59:48 -0400 <AberdeenJag> @MorrowDetAgency @Red_Shirt_Dude @realDonaldTrump For what tax evasion!!  lol  so far no culusion and as stated by even the investigators no evidence has been found of collusion. Oh by the way of you have an employe that gets in trouble that does not mean you did anything that's called slander
1037852897546067969 2018-09-06 19:59:47 -0400 <tamarabrock> @POTUS  &amp; @realDonaldTrump  https://t.co/Ve7zBzQbg5
1037852895205617669 2018-09-06 19:59:47 -0400 <somosmujer_org> @realDonaldTrump “absolutely killed”? Tienes estadísticas? Cuál es tu data? Y tus fuentes? NÚMEROS! Ugh... suficiente generador de bilis por hoy... hablao!
1037852894563848193 2018-09-06 19:59:47 -0400 <MikeMayoAOL> @realDonaldTrump Trump, the DOW tripled under Obama’s administration while he took on the greatest recession/depression since the Great Depression! SEE IF YOU CAN GET THE DOW TO 60,000 WITHOUT TAKING ON A RECESSION FROM A PREVIOUS PRESIDENT!! THERE IS NO WAY YOU LEGALLY AND LEGITIMATELY CAN!!
1037852894006009856 2018-09-06 19:59:46 -0400 <Casajan1967> @realDonaldTrump  https://t.co/pqs6GFwX3M
1037852891652927488 2018-09-06 19:59:46 -0400 <xlmays2> @realDonaldTrump Don’t let them get you down. Keep on doing what you’re doing.
1037852891258613760 2018-09-06 19:59:46 -0400 <Vangogh61> @realDonaldTrump They don't need to dotard, your ignorance and dangerous actions are what is needing investigation/25th amendment.
1037852886980411392 2018-09-06 19:59:45 -0400 <bamothertrucker> @FrancisWegner @realDonaldTrump that looks kind of familiar.
1037852886133174272 2018-09-06 19:59:45 -0400 <KimbaSeas> @Photospice @realDonaldTrump Michelle Obama? 😏
1037852883339943936 2018-09-06 19:59:44 -0400 <RussellShook16> @charliekirk11 @realDonaldTrump There would probably be civil war or unrest in this United States if crooked Hillary was elected dictator and queen.
1037852882182258688 2018-09-06 19:59:44 -0400 <DontShaddowBan1> @WhyPresident @realDonaldTrump  https://t.co/3y7OdcBuYU
1037852882148761600 2018-09-06 19:59:44 -0400 <SantiagoNavasL3> @realDonaldTrump Hillary
1037852881842581505 2018-09-06 19:59:44 -0400 <watchman0016> @realDonaldTrump Oh man! 50 people!
1037852880865296384 2018-09-06 19:59:43 -0400 <WenMaMa2> @ari_russian @iamfonda .🚨Twitter is TRULY biased🚨 Their double standard is so WRONG😡GOODppl CAN’T accept PeterFonda’s hateful tweet😤 #TwitterHearing #TwitterPurge #TwitterTestifies #shadowban  #Censorship 🔥ALL BAD🔥  @ari_russian @realDonaldTrump @munsue @UTHornsRawk @C_A_N_S_T @mommydean74 ✅
1037852880580096000 2018-09-06 19:59:43 -0400 <ColonelEscargot> @realDonaldTrump Maniac  https://t.co/E75RfJKiwn
1037852880462651392 2018-09-06 19:59:43 -0400 <marty_fannin> @realDonaldTrump They don’t need to investigate themselves.  They know the identity.  And they know the truth.
1037852879476875264 2018-09-06 19:59:43 -0400 <establishmentno> @leslie2sing4u @__CassidyRae__ @KC7PDY @Rick95648 @freddyrace14 @WilliamsNevin @DTrumpwatcher @People4Republic @Finn_American @Pharaoh_J_ @ShlomoIndiana @hungryturkey007 @robcarlson20 @BHPanimalwatch @DMashak @MickCarter207 @ThomasSchuback @ImmoralReport @TreeFlower @snicker1245 @BKDMER @sk0r9y0s @Goodoz @hockeygrandma23 @SpryGuy @sundnce99 @JaneenLongwort1 @nancy73gg @VanWalker67 @2cd3b826bffa4c7 @NastyWoman057 @cristiny1 @TxEx @hackinbush @KevinCole509 @RealTSFin @camanowa @DMShockley @SandraMcA @glennwa1 @TimothyImholt @sherigreatfalls @BenFaught @UCPhotog @MarkRocon @Emerald2393 @fourthofjuly @march4ourlives @realDonaldTrump @POTUS Congressman leave congress &amp; become special interest for USA CO'S or for foreign countries vendor!
1037852878055063552 2018-09-06 19:59:43 -0400 <PLEEZD> @realDonaldTrump yeah, build that wall while you’re shitting bricks Mr Mango Magoo  https://t.co/QekGFEXSmx
1037852877723713536 2018-09-06 19:59:43 -0400 <mllrson> @realDonaldTrump  https://t.co/6HC1qjLZmU
1037852877228859393 2018-09-06 19:59:42 -0400 <zeninawad> @weegee56 @funder @WeareAmerica7 @realDonaldTrump Telling the truth.
1037852876876349440 2018-09-06 19:59:42 -0400 <priusjames> @realDonaldTrump They know.
1037852875286867970 2018-09-06 19:59:42 -0400 <AgentsOfChilled> @realDonaldTrump “Fake News”
1037852873936261120 2018-09-06 19:59:42 -0400 <Mark80652495> @ForeverLogical @realDonaldTrump And the other days golfing
1037852871256096769 2018-09-06 19:59:41 -0400 <OFH_John> @Ron_Christie @realDonaldTrump You think Jill Stein is the unnamed candidate the  Cohen plea refers to?
1037852870387937280 2018-09-06 19:59:41 -0400 <MBroemmel> @realDonaldTrump Lordy #Trump ... is the number of people on the side of the road so small you need to loop a video of a dozen people?  ** More people want to see you impeached than approve you your job performance.  https://t.co/cI48eX9I0f
1037852867900493824 2018-09-06 19:59:40 -0400 <Dabeag69> @realDonaldTrump uhoh this has your attention more than the stormy one......
1037852867120353281 2018-09-06 19:59:40 -0400 <evaklein76> @realDonaldTrump The failing Trump administration is going down hill, the gig is up!
1037852863752482818 2018-09-06 19:59:39 -0400 <sixman67> @realDonaldTrump Worst President ever
1037852862909300736 2018-09-06 19:59:39 -0400 <WhinstonSmith> @realDonaldTrump  https://t.co/JE8AT5VLls
1037852861248544768 2018-09-06 19:59:39 -0400 <vu81> @GovMikeHuckabee @realDonaldTrump Booker’s a spotlight hound who also happens to be a joke
1037852860082532352 2018-09-06 19:59:38 -0400 <cortneym22> @realDonaldTrump Why are you stressing, because there is truth to the letter and you want to confront them? I thought so.
1037852857385603075 2018-09-06 19:59:38 -0400 <PPpelegrin> @SenateMajLdr You back away from the WALL and we will make sure your career will be over! Follow @realDonaldTrump Immigration Agenda &amp; all “we the people “ who voted for Trump will be happy to keep U. We includes @LouDobbs @seanhannity @marklevinshow @JesseBWatters @JudgeJeanine
1037852857221951488 2018-09-06 19:59:38 -0400 <WhittyPics> @realDonaldTrump Do you blow hot air when you sleep?
1037852857058451456 2018-09-06 19:59:38 -0400 <pribom10> @realDonaldTrump 🤦🏾‍♀️ investigate? They already know who the source is 🤦🏾‍♀️I mean, come on just think for once!
1037852855024148480 2018-09-06 19:59:37 -0400 <GHOSTofMEATBALL> @realDonaldTrump They probably all wrote it together while pissing in your McDonalds coffee.
1037852854873022465 2018-09-06 19:59:37 -0400 <TruthSeeker559> @WhitBeasley79 @realDonaldTrump Why.  You have more money.  Security is great.  You must be watching CNN. I am so excited how strong our country has become and that we are not getting ripped off anymore my China and Russia and many others.  I do agree the sick lies the media spreads is depressing.
1037852854202056704 2018-09-06 19:59:37 -0400 <KymShimmin> @realDonaldTrump It's only treason to speak out against a monarch or dictator not the president of a democracy. That's called patriotism.
1037852850880008192 2018-09-06 19:59:36 -0400 <christianbodnar> @realDonaldTrump give @youngthug the presidential pardon
1037852850825641984 2018-09-06 19:59:36 -0400 <patreardon68> @realDonaldTrump They know who wrote the desperate plea for help defending our Nation from your stupidity. They are not required to publish a name. You can just stare at those people that YOU hand picked, and imagine which one finally had to tell the truth. Must be maddening. So little control.
1037852848887869440 2018-09-06 19:59:36 -0400 <EvsenHilmi> @realDonaldTrump ✋
1037852848485093376 2018-09-06 19:59:36 -0400 <shrn_schramm> @realDonaldTrump @FLOTUS 😂😂😂😂😂😂😂😂😂😂
1037852848007143427 2018-09-06 19:59:35 -0400 <LarryJoeVincent> @realDonaldTrump Not you.  Bigly words.
1037852847440887810 2018-09-06 19:59:35 -0400 <Robin90412181> @realDonaldTrump Wouldn't you love to know?!  How did you sleep last night?
1037852846551719936 2018-09-06 19:59:35 -0400 <FightFakeNews4> @realDonaldTrump  https://t.co/IYJsVs2gmf
1037852845373050886 2018-09-06 19:59:35 -0400 <JosephEWillia17> @realDonaldTrump  https://t.co/LMqoOCC5bh
1037852844454498305 2018-09-06 19:59:35 -0400 <IIRilanaII> @thehill @joncoopertweets @realDonaldTrump Not to burst your bubble Bubba, but good relations probably ended when you told them you “remember Pearl Harbour”....
1037852844450144257 2018-09-06 19:59:35 -0400 <KarenRe66380348> @realDonaldTrump @POTUS I agree so please help April coots in federal prison please she's done 9years already she was the girlfriend to the man convicted for only 4 months..she has served to much time
1037852840398483456 2018-09-06 19:59:34 -0400 <EttaLnLavender> @theoptionoracle @rowgd @realDonaldTrump We know. It’s a cult, and the members are recognizable.
1037852840377688064 2018-09-06 19:59:34 -0400 <elviscoal> Attention all Vets who voted for 5 deferment Donny Fake CIC @realDonaldTrump. How’s he look now, the lying prick?
1037852840142757888 2018-09-06 19:59:34 -0400 <angrycanuck74> @manny_ottawa @realDonaldTrump  https://t.co/rUSf803BsH
1037852839480119297 2018-09-06 19:59:33 -0400 <glopglop2> @realDonaldTrump But why do you assume it's a real one, don't you keep calling "fake news" ? It's very rude to not believe in your own lies.
1037852836850270208 2018-09-06 19:59:33 -0400 <inkedautistNI> @realDonaldTrump Yes. Yes it was and it still is. Resign.
1037852835671678976 2018-09-06 19:59:33 -0400 <philby44> @FrancisWegner @realDonaldTrump  https://t.co/5jCoIafXje
1037852835378024449 2018-09-06 19:59:32 -0400 <Apokolips_MEOW> @gltan1969 @ThorEdson @MahxFahn @cautiousotter @realDonaldTrump @PaulManafort And stop play stupid and intentionally and poorly dancing around the point and stop trying to redefine your original point, which is that Hillary is fully responsible for Russian hacking. You're driving me crazy w/ your inability to follow the basic rules of conversation.
1037852835088683008 2018-09-06 19:59:32 -0400 <Stelarcommands> @FrancisWegner @realDonaldTrump You have to admit some of these shirts are funny.If you don't, that's your opinion and in my opinion you need to lighten up.
1037852834765651968 2018-09-06 19:59:32 -0400 <PhilipRGagnonJ1> @realDonaldTrump @MariaBartiromo Thank you mr. President you are doing a great job! I don't understand one thing bra why don't you use some of your energy and take care of mr. Sessions?
1037852834413178880 2018-09-06 19:59:32 -0400 <mae_linna> @GeraldoRivera @KrisParonto @realDonaldTrump @POTUS Thanks Geraldo
1037852834010677248 2018-09-06 19:59:32 -0400 <EricRob10694838> @realDonaldTrump Fake President Resign !!!
1037852832135827457 2018-09-06 19:59:32 -0400 <ThunderMarg> @WiredSources Don’t respond, don’t meet! It’s a bogus investigation! 😏👎❤️🇺🇸🇺🇸🇺🇸@POTUS @realDonaldTrump  https://t.co/0UgfabftcG
1037852831817105409 2018-09-06 19:59:32 -0400 <Annie_c54> @realDonaldTrump I don't think that's necessary.  Interesting story tho.
1037852831531888640 2018-09-06 19:59:32 -0400 <PaulCoo36577989> @realCfjjitesji @realDonaldTrump Whatever.  B.crp.  There is a sign language journal available @thenearest @bookstore .  It either means O.K. or  i am holding my cigarette, whichever suits his or her occasion.
1037852831519191040 2018-09-06 19:59:32 -0400 <GilGnoble> @realDonaldTrump I'm sure he didn't ask you to do that!!!
1037852830823002112 2018-09-06 19:59:31 -0400 <Benjamin_G75> @porschequeen2 @murphymike @SenKamalaHarris Frankly I think the nominee is unqualified and unfit. But then again so was @realDonaldTrump and look where he is. 🙁
1037852830181351426 2018-09-06 19:59:31 -0400 <excellentsub> @realDonaldTrump  https://t.co/L4PcWlDpCt
1037852829581561859 2018-09-06 19:59:31 -0400 <LupitaclLupita> @wvjoe911 @politicususa no. what @realDonaldTrump is commiting crimes punishable by life in prison.
1037852828990091264 2018-09-06 19:59:31 -0400 <4everstuding> @realDonaldTrump Why are you so worried? Is it because whatever done in the dark shall be brought to light?
1037852828914659330 2018-09-06 19:59:31 -0400 <tombarbigal> @realDonaldTrump Rally?  Riot!
1037852827413106688 2018-09-06 19:59:31 -0400 <angeltyedye> @realDonaldTrump The person does exist. Must scare the crap out of you. All those loyalty demands you made. Not only are they not loyal but they tell the world you are dangerous and your appointees must babysit you to keep the US from being in worse shape. So much whining I mean winning.
1037852825148174336 2018-09-06 19:59:30 -0400 <rootcauseteam> @realDonaldTrump Although I hate to admit it, this time I side with @realDonaldTrump - The NYT should not contribute to the BS with uncorroborated claims. However, can't help but wonder if this was GOP-made propaganda to give them something to attack. #uspoli #FakeNews
1037852823944355841 2018-09-06 19:59:30 -0400 <JonSpreainde> @KevinF4America @EdKrassen @realDonaldTrump @CoryBooker My "biased narrow view" is that the people have the right to see documents pertaining to someone up for a lifetime position of determining my nations future.  Unless those documents release would threaten national security.
1037852823763988482 2018-09-06 19:59:30 -0400 <rynofied> @chasefo86224491 @EdKrassen @realDonaldTrump Dude I’m done with you. I post Statistical facts for you over and over and no matter what I show you you don’t believe it. So I’m going to say once again Obama is responsible for the greatest decline in unemployment in history. I’m done with you.
1037852823214583810 2018-09-06 19:59:30 -0400 <StevieLynne7> @TomFitton @nytimes @realDonaldTrump @JudicialWatch Thankyou you...thank God!!
1037852821939478533 2018-09-06 19:59:29 -0400 <therbert03> @realDonaldTrump Just like Don the Con  https://t.co/OvFwKeoYCV
1037852821394214912 2018-09-06 19:59:29 -0400 <AmazonAnne9> @realDonaldTrump Why should they investigate? Their bosses agreed to keep the author anonymous.  https://t.co/4A19qZ61YP
1037852819209039874 2018-09-06 19:59:29 -0400 <kerryohkerry> @realDonaldTrump I can’t believe you are the president.
1037852817858285569 2018-09-06 19:59:28 -0400 <ryan_san> @gogreenstrong @RezaZavvar @frodofied @realDonaldTrump Yes, running a company is difficult. Collecting rent on assets, however ....
1037852817397047298 2018-09-06 19:59:28 -0400 <ABOYFROMCAPECOD> @realDonaldTrump Right!!!
1037852817212485633 2018-09-06 19:59:28 -0400 <ModusTollens> @realDonaldTrump Someone seems to think that publishing something anonymously means they received an anonymous letter. The newspaper stated unequivocally that they know who wrote it. No need to investigate. But they are not telling you, because they do not have to, and apparently gave their word.
1037852816390254592 2018-09-06 19:59:28 -0400 <JDBarry> @realDonaldTrump BTW - nice video loop - makes 50 people look like 5000
1037852814356176896 2018-09-06 19:59:27 -0400 <EEHELI> @realDonaldTrump There's nothing to investigate! The @nytimes knows the identity. The author has a right to anonymity; no secrets revealed. America knows about your incompetence &amp; chaos. Nothing new; reassuring to know you're being handled. #ImpeachTrump #Fear #Mueller
1037852812913168384 2018-09-06 19:59:27 -0400 <LeonidasOfAZ> @penguinbasher @KamalaHarris @realDonaldTrump So you, who does not possess the Holy Spirit of the living God, are now going to lecture me on truth?
1037852812812664832 2018-09-06 19:59:27 -0400 <ELIZABETHGreco1> @HNSeal2 @realDonaldTrump Sad, every rally thousands in the heat in the rain waiting for hours, I've seen , been there, nobody gets pd, it is pure loyalty for this President
1037852812120489985 2018-09-06 19:59:27 -0400 <squirrel_bd> @realDonaldTrump We've told you time &amp; time again-this is not a dictatorship. You are not a King. In the USA we have a free press &amp; citizens can write or print anonymous op-ed even if it's mean to you. Please stop the whining. Why are you so anxious? Because it's all true? Being exposed?
1037852810606530560 2018-09-06 19:59:27 -0400 <debgutzmann> @realDonaldTrump None of your dam business!
1037852810593873920 2018-09-06 19:59:27 -0400 <singermarla3> @realDonaldTrump Your house of cards is collapsing and you are running off for a white power rally. Your ego must be bruised.
1037852809545371648 2018-09-06 19:59:26 -0400 <bejustfine9> @realDonaldTrump  https://t.co/6PdEzWG7OZ
1037852805757906944 2018-09-06 19:59:25 -0400 <CrazyLadyinOK> @realDonaldTrump ROTFLMAO!!!!!!!!!!
1037852805170688001 2018-09-06 19:59:25 -0400 <arthurb3> @realDonaldTrump  https://t.co/CNSLb5BeoC
1037852805120307201 2018-09-06 19:59:25 -0400 <truebot9> @The_Trump_Train @realDonaldTrump Record Russian and Putin Endorsement!
1037852804063354880 2018-09-06 19:59:25 -0400 <PhonyDonnyT> @SheriffClarke @newsmax @nytimes @realDonaldTrump @AmericaFirstPAC @JoeTalkShow @townhallcom @RedNationRising @BreitbartNews When is your next trip to Moscow?
1037852802725306368 2018-09-06 19:59:25 -0400 <nigel1901> @TomArnold @RFisher59 @realDonaldTrump People like trump tho. No one likes you
1037852802247274496 2018-09-06 19:59:25 -0400 <RoeperGreg> @realDonaldTrump NYT is FAKE NEWS!
1037852801966268417 2018-09-06 19:59:25 -0400 <reluctantzealot> @realDonaldTrump @ajbuck85 So Rosendale is another corrupt member of your cult.
1037852801228054528 2018-09-06 19:59:24 -0400 <munlin_andrew> @The_Trump_Train @realDonaldTrump This is not treason
1037852801152380928 2018-09-06 19:59:24 -0400 <ACHisoutthere> @realDonaldTrump Yes. This is something you’ve done
1037852800779251715 2018-09-06 19:59:24 -0400 <Ezduzit51> @realDonaldTrump You are the stable genius.  Figure it out yourself.
1037852800682745858 2018-09-06 19:59:24 -0400 <Mr_Sandman77> @realDonaldTrump That’s a long bathroom line, tbh
1037852800510619650 2018-09-06 19:59:24 -0400 <Flashfox> To be clear, I have full respect for the POTUS. You probably noticed that my critical posts refer to @realDonaldTrump that's because I dislike #LyingTrump the aspiring #dictator. Trump doesn't deserve being called POTUS. This narcissist hasn't proven that he's up to the standards
1037852800426942464 2018-09-06 19:59:24 -0400 <zookeeper125> @funder @realDonaldTrump Arrested for what, their opinion?
1037852799374176256 2018-09-06 19:59:24 -0400 <nmvb69> @realDonaldTrump FINALLY!!!! A confession at last... #RESIGN
1037852797667041280 2018-09-06 19:59:23 -0400 <K9_Lives_Matter> @GeorgeTakei @AgentCarter_SSR @PressSec Sarah, you just described @realDonaldTrump ! #TimeToEnactAmendment25.
1037852797318914049 2018-09-06 19:59:23 -0400 <JonDCampbellEsq> @realDonaldTrump Why do you care so much? If it’s not true, don’t worry about it.
1037852797205663744 2018-09-06 19:59:23 -0400 <CasemanRex> @TheBigRuss77 @realDonaldTrump The Left is making up new signs right now,
1037852796970663937 2018-09-06 19:59:23 -0400 <Sdsholbert> @realDonaldTrump want to truly be remembered as a great president? Have the US lead the way in fighting climate change and save the US trillions of dollars.   https://t.co/0xnRSbJI7L
1037852795691511808 2018-09-06 19:59:23 -0400 <Brasilmagic> @realDonaldTrump You’re inflating the state of economy and jobs. Nobody is seeing it. We know your motto is “fake ‘til you make it”.
1037852795389587456 2018-09-06 19:59:23 -0400 <sci_fi_Fan16> @realDonaldTrump It’s a loop running over and over. Not that many people there
1037852795171479552 2018-09-06 19:59:23 -0400 <JDAnderson13> @realDonaldTrump I just love reading the liberal trolls that reply everytime Trump tweets. I don’t even read his tweets, just go to the comments. You guys are hilarious and thank you!
1037852794764619779 2018-09-06 19:59:23 -0400 <ConfusedEnginee> @realDonaldTrump wait i am in PA and you did not buy me ticket so how can i see you in Montana - #DonTheCon
1037852792294072320 2018-09-06 19:59:22 -0400 <bear_galactic> @markken26158113 @CharlesBonapar5 @Airvooocht @realDonaldTrump Did you know capitalism, capitalism not socialism, has lifted half of the worlds population out of extreme poverty since 2001? HALF!  Because free market capitalism is the greatest invention of man kind.
1037852790503170048 2018-09-06 19:59:22 -0400 <KopsMiss> @realDonaldTrump @MariaBartiromo TRUMP - TRAITOR AND COWARD   BREAKING:  New York (AP) -- Trump will not answer federal investigators' questions, in writing or in person, about whether he tried to block the probe into Russian interference in the 2016 election, Giuliani tells @AP
1037852790209568772 2018-09-06 19:59:22 -0400 <katts_pajamas> @EdKrassen @KellyLannen @RandPaul Being an enemy of Trump and being an enemy of the State are two separate things. I think the @GOP and @realDonaldTrump have forgotten this key factor.  #DumpTrump  #ThursdayThoughts  #GOPCorruption  #CorruptTrump
1037852789827878914 2018-09-06 19:59:22 -0400 <GettysburgYanke> @realDonaldTrump I would not put it past them to have written it themselves. Keep going strong and #maga #maga2020
1037852787185524736 2018-09-06 19:59:21 -0400 <bhag662001> @realDonaldTrump  https://t.co/iX9hzIbm7m
1037852786480824321 2018-09-06 19:59:21 -0400 <Sextant_vision> @realDonaldTrump Secret! It's your people!
1037852783947309056 2018-09-06 19:59:20 -0400 <the_hubbs> @VP @nytimes @POTUS @RandPaul suggests that we use a lie detector test to find the writer. Let's have @realDonaldTrump go first so we can make sure it works. #liar24/7/365 #mentalmidget
1037852783934763009 2018-09-06 19:59:20 -0400 <chloehanks59> @EndGame00 @DRUDGE_REPORT @TomFitton @SaraCarterDC @realDonaldTrump You are a fool.  Denying ones free speech is deny all of our free speech.
1037852783842603008 2018-09-06 19:59:20 -0400 <TafftheVoice> @realDonaldTrump Dunno, but they eloquently said why you should be in jail
1037852782999609349 2018-09-06 19:59:20 -0400 <rbt_newsteadecs> @realDonaldTrump You might have someone read this to you: #25AmendmentNow #25thAmendment #WorstPresidentEver #TrumpIsNuts  https://t.co/FAIy8xDNlk
1037852781799829505 2018-09-06 19:59:20 -0400 <cwalsh516> @realDonaldTrump Security screening moving along smoothly...  https://t.co/tEDxvfP9CX
1037852780780605440 2018-09-06 19:59:19 -0400 <TRAP82458795> @realDonaldTrump Any SAO that is operating against the administration in secret would be a far greater threat to the US than Trump is.  Not to mention the unethical, pussy-ass move...
1037852779182665728 2018-09-06 19:59:19 -0400 <lmbuzzard> @realDonaldTrump This is op-ed and the investigative reporters are in another department, so they would not be investigating themselves. The investigation should start in the White House. How do you know it's one person? It sounds like you need to be investigated. #IllegitimatePOTUS
1037852778473959424 2018-09-06 19:59:19 -0400 <iisaphd69> @realDonaldTrump  https://t.co/JwzVT7Fiqc
1037852777882386432 2018-09-06 19:59:19 -0400 <jonathanmanson1> @realDonaldTrump @marklevinshow Love how all of the Democrats lecture morality to judge Kavanagh.  The purpose of the hearing is to determine competency, not personal opinions on every issue the Democrats can think of.
1037852777181929472 2018-09-06 19:59:19 -0400 <Terrysagirl> We all knew that @realDonaldTrump didn't have the balls to answer questions. No surprise here.  #TreasonousTrump #ImpeachTrump #MuellerTime
1037852774690684929 2018-09-06 19:59:18 -0400 <billcutler27> @realDonaldTrump Misty President knocks the media as fake news, but then takes bits of news so far out of context, they need a passport. Physical paper and subscriptions of them are giving way to digital sales of the NY Times. It is still in great financial shape ...  https://t.co/RFroR9kayx
1037852774535442433 2018-09-06 19:59:18 -0400 <Buckeye_in_Va> @AynRandPaulRyan @realDonaldTrump Yep  https://t.co/Qe7jbk3ic2
