1160340045909385217 2019-08-10 19:59:59 -0400 <AllisonHaskell1> @realDonaldTrump Agree
1160340000963252227 2019-08-10 19:59:48 -0400 <AmericanGirl_72> @TheRightMelissa @jeremynewberger @w_terrence @realDonaldTrump Actually not.  They passed Ivana between them.
1160340000686432257 2019-08-10 19:59:48 -0400 <LyndaSStuart1> @GOPChairwoman @realDonaldTrump WELLLLLL....EXCEPT that is NOT what the report OR Mueller’s testimony said.  I’m really concerned about you, Ronna....you don’t seem to understand plain English...  https://t.co/hrfSBOmrw2
1160340000162164737 2019-08-10 19:59:48 -0400 <noely813> @realDonaldTrump The bigger question is, are you?!?!
1160339999348314112 2019-08-10 19:59:48 -0400 <WontBeSilent2> @MikeJBarnes @tinastullracing @EmileVictor @w_terrence @realDonaldTrump  https://t.co/OZoTS0YWq2
1160339998761259009 2019-08-10 19:59:48 -0400 <carolsmithsb1> @realDonaldTrump He is better mentally then you.
1160339997641170944 2019-08-10 19:59:48 -0400 <HowieYao> @realDonaldTrump 请停止插手中国香港事务 请停止插手中国香港事务 请停止插手中国香港事务
1160339997280501760 2019-08-10 19:59:48 -0400 <GregerPetersson> @acnewsitics @realDonaldTrump Is this true? ,😆😅😂🤣
1160339996840251392 2019-08-10 19:59:47 -0400 <jacdiap> @GOPChairwoman @realDonaldTrump You aren't very good at your job are you?  You sound like your delusional boss.  There was collusion and obstruction right in front of us.  You should be fired.
1160339995820847104 2019-08-10 19:59:47 -0400 <Talented777> @realDonaldTrump
1160339995179139074 2019-08-10 19:59:47 -0400 <BewareFools> @tedlieu @realDonaldTrump Sorry Teddy, you’ll need to chat with your buddy Bill and other peepholes in Hollywood...
1160339993283518464 2019-08-10 19:59:47 -0400 <Pinkbuddha7> @DumbNorris @GregShugar @BreakingNLive @realDonaldTrump 😧🤢💀💀
1160339992809549824 2019-08-10 19:59:47 -0400 <Ez1952Schaefer> @DeplorableChoir @realDonaldTrump Fighting? Are you enlisting in the service or you wearing your Make America Hate costumes
1160339992318599168 2019-08-10 19:59:46 -0400 <GrouchyWonk> @Budmanthegreat @realDonaldTrump Your tweet is more accurate.
1160339992289394688 2019-08-10 19:59:46 -0400 <canjetsfan> @jojosnewpet @Chuck_Gratti @BigDanTfu @Bella_Davis @realDonaldTrump The unadjusted odds of being shot were 2.55 and of being fatally shot 3.54. Do you prefer those numbers?
1160339988342439936 2019-08-10 19:59:45 -0400 <NotBradPitt01> Why would @realdonaldtrump post out of no where a conspiracy that Bill Clinton had Epstein killed in jail? It was Atty General Barr who put Epstein was in a Federal Prison. Wouldn't it be more likely he did it for Trump? Therefore, more likely Trump has things to hide.
1160339988074106880 2019-08-10 19:59:45 -0400 <falcon1164> @real_defender @realDonaldTrump Comical
1160339987210088448 2019-08-10 19:59:45 -0400 <TonyB> @realDonaldTrump You don’t work, you watch TV. Everybody knows it.  https://t.co/bRwrSdrSQw
1160339985834356737 2019-08-10 19:59:45 -0400 <ResistResist22> @GOPChairwoman @realDonaldTrump They’re public records!!
1160339983275909121 2019-08-10 19:59:44 -0400 <subversivepie> @realDonaldTrump You have no clue.
1160339982852083712 2019-08-10 19:59:44 -0400 <Roger_Osorio22> @Megsta3 @Krege_Updates @sofakinger @_centrists_ @LSH_101 @affinity292 @HashtagTeamChan @BernieSanders @AOC @realDonaldTrump @IlhanMN They push a ton of false stories and your the one claiming against left's like their the antichrist. Both sources need to be held accountable, but things like Breitbart are so fictitious you have to he an idiot to believe it
1160339982290161666 2019-08-10 19:59:44 -0400 <RickS_Patriots> @MyPerfectKarma @charliekirk11 @realDonaldTrump I vote in every election I'm allowed to.. I constantly hound the school board mostly for the fun of it..!
1160339981895794688 2019-08-10 19:59:44 -0400 <rogersshae3> @_Angry_Red @realDonaldTrump that's why Bill Clinton visited his island over 2 dozen times and the #ClintonBodyCount  was just raised by one more
1160339980352479232 2019-08-10 19:59:44 -0400 <Caramia4> @GOPChairwoman @realDonaldTrump It is not against the law.  It is public information.  Be proud of your racist elite swamp creatures.
1160339979240910848 2019-08-10 19:59:43 -0400 <NancyBinSC> @Lrihendry @realDonaldTrump Trump looks like a decades old cheeto and acts like a 10 year old 😂😂😂😂😂😂
1160339977789509632 2019-08-10 19:59:43 -0400 <martycomroe> @w_terrence @realDonaldTrump How much time did Epstein spend at MARALAGO... Bill has nothing he is running for.... Trump is at risk.... Virginia worked at MaraLago... and shared with Jeff.  https://t.co/vqZr9SLAuu
1160339976778743809 2019-08-10 19:59:43 -0400 <ChuckHenager> @realDonaldTrump Says the moron in chief
1160339976548016128 2019-08-10 19:59:43 -0400 <LisaSte93412874> @realDonaldTrump I LOVE BILL MAHER! Got under your skin, eh?
1160339975784869888 2019-08-10 19:59:42 -0400 <WoWElizerain> @GOPChairwoman @realDonaldTrump  https://t.co/zkwsJp9s6Q
1160339975382208515 2019-08-10 19:59:42 -0400 <AL_P26> @PalmerReport @realDonaldTrump Why don’t you include Bill Clinton he was a friend,  I can keep naming Democrats &amp; Hollywood people but I don’t think I need to after just one! Palmer, you just made a fool out of yourself &amp; proves again you have lost the last grain of sand if any, of integrity you had left!
1160339975000461312 2019-08-10 19:59:42 -0400 <SStelpa> @realDonaldTrump Gosh, why is it so many people say these things about you. Something to think about!
1160339974958583814 2019-08-10 19:59:42 -0400 <doolittle22> @BreakingNLive @realDonaldTrump It just gets curiouser and curiouser‼️🤫
1160339971439497216 2019-08-10 19:59:41 -0400 <girliesmom> @tedlieu @HabsIn416 @realDonaldTrump Why do you still have a job?
1160339969547919361 2019-08-10 19:59:41 -0400 <RonaldB84765795> @JohnFromCranber @realDonaldTrump No, John you are a little disalusioned , if you stand behind this crook.
1160339968096710663 2019-08-10 19:59:41 -0400 <wbgo883> @realDonaldTrump  https://t.co/g9tK5L5OjX
1160339966108602368 2019-08-10 19:59:40 -0400 <Frostess1> @realDonaldTrump Have you watched a video of yourself lately?
1160339966041501696 2019-08-10 19:59:40 -0400 <Icebluegirl75> @realDonaldTrump See the difference donnie. You lack any sense of humanity.
1160339965890519042 2019-08-10 19:59:40 -0400 <Badluciferbelow> Because @realDonaldTrump tweeted, I just saved $[insert amount] for [insert your reason here]!
1160339965487779845 2019-08-10 19:59:40 -0400 <jdean1969> @w_terrence @realDonaldTrump Funniest tweet of the day
1160339965135544329 2019-08-10 19:59:40 -0400 <estern53> @_Latitudinarian @TheRightMelissa @jeremynewberger @w_terrence @realDonaldTrump Except when Bill was president for 8 years b
1160339962484678656 2019-08-10 19:59:39 -0400 <KatCoken123> @IAmCraigDAiken @bfraser747 @realDonaldTrump @POTUS @Cowboy25259 @DonnaWR8 @petluvers4Trump @HDowning113 Not true. He actually is a good businessman. He told the world when he went bankrupt many many years ago of billions of dollars. He worked his way back up. That happens in the business that he does. He has helped me. We get more money in our paychecks now, and I’m not the 1%.
1160339962459328512 2019-08-10 19:59:39 -0400 <pnsharratt> @realDonaldTrump How much does it cost for a hit on an informer in jail who might have serious information about past crimes? Is the expense deductible? Asking for a friend.
1160339960739901441 2019-08-10 19:59:39 -0400 <Britchic2016> @RUTHRIV78630089 @SherryHarrold @NEGOP @realDonaldTrump Haha! I’ll bet Sherry is laughing her @ss off at the snark from a bot with 1 FOLLOWER!  😂 😂   Remember BOTS CAN’T VOTE! ☹️  Best thing for bots is report, block and forget.👊  #VoteBlue2020  #VoteBlue2020
1160339959888449536 2019-08-10 19:59:39 -0400 <lakin1013> @realDonaldTrump Sir: Like you did, when you overturned Obama's policy about not letting the mentally ill buy guns?
1160339959599050752 2019-08-10 19:59:39 -0400 <Caranina01> @realDonaldTrump YOU have NO RIGHT to call ANYONE ELSE "mentally ill" Go take a look in the mirror!!! #resignnowtrump
1160339958567247872 2019-08-10 19:59:38 -0400 <CardinalIda> @realDonaldTrump Working on your pathetic golf game hardly counts as "presidential". Under Trump, the Rich won the biggest prize of paying no Taxes. The suckers in the middle class pay for the Rich to live a much, much better life, while they pick up the tab. #DumpTrumpSaveAmerica
1160339956763676672 2019-08-10 19:59:38 -0400 <edwardf56> @MikeBloomberg That would mean voting out every Republican! I’m all in. In fact the less Republicans we have in Congress the quicker progress moves forward @realDonaldTrump @GOP
1160339956126179335 2019-08-10 19:59:38 -0400 <LPonch> @GOPChairwoman @NBCNews @realDonaldTrump Why do we let Trump keep HIS job, when he's actively golfing, watching TV, conspiring with Putin, and spreading disinformation with daily tweet storms, when he should be WORKING FOR US!?!    Oh, that's right.  We're impeaching him.
1160339955840888832 2019-08-10 19:59:38 -0400 <gscucci> @MightyPen_ @Casper09531036 @Marthur5 @glamelegance @realDonaldTrump I'm blushing.
1160339955530510337 2019-08-10 19:59:38 -0400 <BadMuthabox> @w_terrence @realDonaldTrump Bill Clinton can’t get himself off the hook for getting a blowjob, but we’re supposed to believe he can put hits on people in federal prison? #EpsteinMurder
1160339955048226816 2019-08-10 19:59:38 -0400 <truthseeker_nr1> @realDonaldTrump Why even bother seeing msm. Stoped 6-7 years ago
1160339954725089280 2019-08-10 19:59:37 -0400 <madinahbb> @MORDE110 @realDonaldTrump MedinaX  https://t.co/Rd3Gl7VGVc
1160339954297376768 2019-08-10 19:59:37 -0400 <ThomasPaine5> @SaraCarterDC @anna12061 @realDonaldTrump Now the folks at the top are getting the same kind of arbitrary "Justice" that everyone else experiences every day. Start researching prosecutorial misconduct in every courthouse in America. This is SOP.
1160339952917520384 2019-08-10 19:59:37 -0400 <markyturbs> @realDonaldTrump Well, most of the world dont believe you're mentally fit to be president so...
1160339952917499905 2019-08-10 19:59:37 -0400 <scichon25> @realDonaldTrump What’s your mile time?
1160339952527216641 2019-08-10 19:59:37 -0400 <Mzlorraine627> @realDonaldTrump Sounds like someone's ego is bruised again. Hold on America, the next Trump tantrum  https://t.co/1LgscL4P6m just getting started.
1160339952330297344 2019-08-10 19:59:37 -0400 <pardue_nancy> @realDonaldTrump Yes, the media is so corrupt!
1160339951826984960 2019-08-10 19:59:37 -0400 <drmkcayton> @realDonaldTrump There is no nuclear-free Korea, sir. You have been duped.
1160339951470489600 2019-08-10 19:59:37 -0400 <TheDonGeeda> @realDonaldTrump Talk to your lawmarkers to identify the oranges. @LateNightSeth
1160339947645071361 2019-08-10 19:59:36 -0400 <1nonblonde2> @realDonaldTrump “You’re living in poverty, your schools are no good, you have no jobs, 58 percent of your youth is unemployed. What the hell do you have to lose?" August 19, 2016, at a rally in Dimondale, Michigan, explaining why African Americans should vote for him.
1160339946483396613 2019-08-10 19:59:35 -0400 <AllisonHaskell1> @realDonaldTrump They like the left spend so much time and waste dollars creating fake news , Hoax’s . Since they don’t need their money how about cleaning up their streets .. on west coast ... Instead of wanting illegals in our country ! They don’t deserve the privilege of being here !
1160339946462486530 2019-08-10 19:59:35 -0400 <wbgo883> @realDonaldTrump  https://t.co/7SmU94s7fm
1160339946294530049 2019-08-10 19:59:35 -0400 <yohonisburg> @realDonaldTrump @Deplorableshow Donald is right there with the poor people talking about the elite...wow.     seems the deplorables tour is on constant wait.
1160339946286268417 2019-08-10 19:59:35 -0400 <PeruRican1030> @realkareemdream @TheRevAl @realDonaldTrump @RepCummings People are starting to see through the bullshit!!
1160339945858326528 2019-08-10 19:59:35 -0400 <Jrforchange> @marcorubio Ummm....well, Little Marco you may want to talk to your boy @realDonaldTrump about his retweets.
1160339944822300672 2019-08-10 19:59:35 -0400 <frankdugan> @realDonaldTrump Mark my words, you're going to prison Donnie.  Not right away, but soon, and for a long time.
1160339943505518592 2019-08-10 19:59:35 -0400 <marshavoices> @LukeGunner09 @TheRightMelissa @jeremynewberger @w_terrence @realDonaldTrump Looks like a smoking gun to me...   https://t.co/nu90KTr9Wo
1160339943044112385 2019-08-10 19:59:35 -0400 <Bigtrail2> @realDonaldTrump And look the other way again with gun reform bills on his desk and nothing healthcare nothing employers including Trump's for hiring ileagl imagrants nothing it's a game to u and the rest of the good ole boys sad bunch
1160339940716077056 2019-08-10 19:59:34 -0400 <LAangel_Camilla> @realDonaldTrump What a convenient time to go on vacation @realDonaldTrump! #BarrCoverUp #TrumpEpstein #TrumpBodyCount  https://t.co/mBgdXXb2Wt
1160339940623831041 2019-08-10 19:59:34 -0400 <presDonldSkroob> @mountains_ @samuel2001us200 @khastings7488 @MatthewJshow @Lrihendry @realDonaldTrump You forgot his total failure with Kim Jong Un in North Korea.   And mentioned that tax cuts, but you left out that it’s driving the deficit and national debt through the roof.   Tweets like this, a guess character limits work in Trump’s favor....
1160339937994125313 2019-08-10 19:59:33 -0400 <Itz2ez1> @realDonaldTrump He is more popular than you.
1160339937700581377 2019-08-10 19:59:33 -0400 <thankyou247365> @realDonaldTrump @benshapiro Facts don’t care about @JoeBiden
1160339937553571842 2019-08-10 19:59:33 -0400 <sweetcheeser> @LeistHarry @realDonaldTrump Coming from you, Mr Conspiracy, I consider it a compliment.
1160339936362389504 2019-08-10 19:59:33 -0400 <GayGoodenough> @MatthewJshow @RealJack @realDonaldTrump Moves an embassy as a political favor, taxes the consumers with his tariffs, destabilizes the world, disemboweled the State Dept, raises the national debt astronomically, has built no major infrastructure and presented no health care plan. A very stable genius
1160339934709862400 2019-08-10 19:59:33 -0400 <pinaykanu_m> @crzy4Parrots @kalcal420 @GregShugar @real_defender @realDonaldTrump Go back to your parrots you obviously do better interacting with animals than humans.
1160339932507807744 2019-08-10 19:59:32 -0400 <mudville4> @realDonaldTrump "Don't mess with me kid"  Nothing more need be said. And grabs her! Jesus!
1160339931564109824 2019-08-10 19:59:32 -0400 <PrivateBasta> @tedlieu @realDonaldTrump Please impeach him, I can't take much more.
1160339931329261569 2019-08-10 19:59:32 -0400 <jweland> @GOPChairwoman @realDonaldTrump Lots of obstruction. Lots of collusion. Mueller said he couldn’t prove, against high standards, a conspiracy between Trump, his campaign, or other Americans and Russia to attack our elections. Your partisanship is immoral here. We were attacked. Why don’t you care about that?
1160339930574286854 2019-08-10 19:59:32 -0400 <bellabloomz> @realDonaldTrump If mentally fit were a qualifier, why are YOU the prezxie? Seriously. Asking for a nation.
1160339926023430144 2019-08-10 19:59:31 -0400 <AndyLeePublish> @JoannMo79611499 @realDonaldTrump Donny needs to beg the NRA cause he’s a big baby and afraid of the NRA.
1160339924098461696 2019-08-10 19:59:30 -0400 <nostradamus50> @WhiteHouse @realDonaldTrump Asking God to fix what every other country already figured out.  Yup, that’s America for ya.
1160339924010328066 2019-08-10 19:59:30 -0400 <jronnychi> @lisadejesus1 @KamVTV @tedlieu @realDonaldTrump Role play as a Conservative
1160339923939053569 2019-08-10 19:59:30 -0400 <TaylorCaffery> @atliberalandold @realDonaldTrump There was a film called The Hunt ... website said it was a satire. "Liberals" hunting "conservatives" although the site also said there was a "twist." However, distributor has withdrawn it due to recent white supremacist shootings. And, I'd say it sounds like a terrible idea.
1160339923825807360 2019-08-10 19:59:30 -0400 <Theresa12462489> @w_terrence @realDonaldTrump It’s all on paper and the girls will speak , every one gets day in court
1160339923813064704 2019-08-10 19:59:30 -0400 <sacmochadb> @realDonaldTrump Of anyone questioning someone's fitness to be president, you would be absolutely last. I would ask Pinky before you.  https://t.co/xmkbG6Z7cM
1160339919216115713 2019-08-10 19:59:29 -0400 <Lilymom1717> @RealJack @realDonaldTrump  https://t.co/qyECkqZybc
1160339917492252672 2019-08-10 19:59:29 -0400 <MissSciFi1> @AintGets @TiffanyBlu4 @bkerb953 @nancy_faust @Indianagirl9 @67WHB @TKOBeauty @kdrose0718 @meequalsfree @anonforq @johnnorton7 @colgrove11 @Got1John @JamesGidcumb @MBJ8388 @SwedishPatriotQ @WhitestoneArt @Budaisyisback @roddy202620 @ToshATCampfire @MyInfo97137449 @930VM @ZoilaLiz1 @1wTheForce_FIWM @GodandCountry11 @realproudmom2 @Shady721Brady @VincentCrypt46 @VOnline46 @WWG1WGAchicago @pollee_s @777KAB1 @ImBlondy3 @syd_ayers @HeWhoWaits1776 @heidi_weigand @POTUS @realDonaldTrump @John_F_Kennnedy  https://t.co/WiLaTzUtW0
1160339916284473344 2019-08-10 19:59:28 -0400 <Skoot62> @tedlieu @realDonaldTrump Hahahah he is the master troller has you people doing backflips
