1069380682131169281 2018-12-02 18:59:57 -0400 <YBaker15> @kelly2277 @realDonaldTrump Nothing wrong here...  https://t.co/hVA5CkZeQb
1069380670974291968 2018-12-02 18:59:54 -0400 <BobbyMcMendo> @realDonaldTrump
1069380664393441280 2018-12-02 18:59:53 -0400 <JRuskal> @SOABHDC @realDonaldTrump @FLOTUS It's weird that jew is the correct term and the deragitave term 🤔
1069380663105732609 2018-12-02 18:59:52 -0400 <ChristineInATX> @Happy_Home_Makr @realDonaldTrump @LisaMei62 @CitizensIReport @Cordicon That is so awesome! I actually got goosebumps!
1069380662380163072 2018-12-02 18:59:52 -0400 <Yayasview2020> @IvankaTrump @EPN @realDonaldTrump Congratulations Jared! Thanks for the hard work and job well done.  WWG1WGA
1069380661432193024 2018-12-02 18:59:52 -0400 <ElissaBass> @IvankaTrump @EPN @realDonaldTrump Prison is going to LOVE your husband. And hopefully whatever penitentiary you end up in will have a decent salon.
1069380656591888384 2018-12-02 18:59:51 -0400 <bobtopia> @realDonaldTrump #BeBest you resign!
1069380654213840901 2018-12-02 18:59:50 -0400 <Tut35406670> @MacD51317141 @user14201 @realDonaldTrump @joe_warmington So what do you consider Fox news? Serious question. They refuse to tell their audience even a fraction of what is going on in the WH. Their talk-show line up is hosted by people doing opinion pieces and not actual news based in fact. Try reading some foreign newspapers and see.
1069380653828005888 2018-12-02 18:59:50 -0400 <ArnieMGeller> @IvankaTrump @EPN @realDonaldTrump Google Translate?
1069380641102286848 2018-12-02 18:59:47 -0400 <kokes_joel> @krassenstein @JackPosobiec @seanhannity @DLoesch @NRA @TuckerCarlson @realDonaldTrump @SarahHuckabee @SebGorka @BillOReilly @DonaldJTrumpJr @TomiLahren @JamesOKeefeIII @JacobAWohl @ChrisLoesch @jameswood @RealJamesWoods @DineshDSouza You people have a hate problem!
1069380630176296966 2018-12-02 18:59:45 -0400 <PateVege> @JohnParisella @realDonaldTrump @maggieNYT @jaketapper @WSJ @NBCNews Whose listening to trump anymore?
1069380629307961345 2018-12-02 18:59:44 -0400 <idacoll1> @realDonaldTrump @FLOTUS Hahaha! What a big difference between Pres. Obama’s and trump’s messages to the American people.
1069380626430812162 2018-12-02 18:59:44 -0400 <ztitsworth> @woopigsushi @VP @realDonaldTrump @tedcruz @RandPaul @SenSanders Yes!!! I was gunna say make his hair crazy. Good job 👍
1069380621565403136 2018-12-02 18:59:42 -0400 <raumunz> @USTreasury @TheJusticeDept @AmbJohnBolton @nikkihaley @PressSec @realDonaldTrump @VP @SecPompeo
1069380615265533953 2018-12-02 18:59:41 -0400 <SkinnyFatz0> @ClodaghSnarks @PoisonedMarine @BarackObama @realDonaldTrump Obama got to golf. Why would we stop Trump?
1069380613680041985 2018-12-02 18:59:41 -0400 <WchesterPeach> @100_Disable_vet @dktturn #Donald will do. @realDonaldTrump Titles are EARNED, not purchased. @JustinTrudeau Thanks for the inspiration 👍🇨🇦
1069380612706885632 2018-12-02 18:59:40 -0400 <murphtoday> @IvankaTrump @greeneyeshj @EPN @realDonaldTrump Great to see.... sad that he never gets recognized for his contributions by the US Media!!  Always under the radar.
1069380609837981696 2018-12-02 18:59:40 -0400 <robinlyn11> NO. @realDonaldTrump  I don’t think so.
1069380602074296320 2018-12-02 18:59:38 -0400 <mgmertz> @realDonaldTrump I am ashamed and appalled by our government's continued mistreatment of a national hero.   https://t.co/WgluBxzj3S
1069380599109038080 2018-12-02 18:59:37 -0400 <adelphean70> @Nolan_Mcfly @GOPChairwoman @trumps_feed @realDonaldTrump How many Pulitzer’s does the daily caller have?
1069380598534471683 2018-12-02 18:59:37 -0400 <MegSull24> @Christwins777 @timclay0520 @AlohaNoKauai @crm1964 @Ocasio2018 @realDonaldTrump The competition in healthcare is what drives up costs. There should be no profit made on people’s illnesses or the treatments they receive.
1069380598072991744 2018-12-02 18:59:37 -0400 <mandee_eby_1623> @Krissyface34011 @jenay_shanks @Happy_Home_Makr @realDonaldTrump @LisaMei62 @CitizensIReport @Cordicon I am in Vegas too!!!! I can't even mention my love for @POTUS without the looks! So happy to see there is hope to cone across more #QArmy here too!! #WWG1WGA 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸❤❤❤❤❤
1069380597255192578 2018-12-02 18:59:37 -0400 <tee_essex> @IvankaTrump @EPN @realDonaldTrump I don't think the fellow inmates in prison will care. I know I don't.
1069380596873551872 2018-12-02 18:59:37 -0400 <HBN1> Hey @realDonaldTrump @GOP &amp; @congressdotgov How about a USA 🇺🇸 match to show we’re real caring global citizens?
1069380596252766208 2018-12-02 18:59:36 -0400 <ChrisIhnot> @Christi_Paul @CNN @NewDay @NFL @realDonaldTrump @wolfblitzer @JennaBushHager I think Coy Wire would be an excellent casting choice to play Lex Luther. Acting evil might be a stretch though.
1069380594860212224 2018-12-02 18:59:36 -0400 <MbarnofskyMike> @KellyannePolls @POTUS @realDonaldTrump Conway, you could care less who dies
1069380593023049728 2018-12-02 18:59:36 -0400 <eggodo> @IvankaTrump @EPN @realDonaldTrump That'll go great with an orange suit.
1069380591089442817 2018-12-02 18:59:35 -0400 <Dongarcia67> @free2bhuman @IvankaTrump @EPN @realDonaldTrump Nothing but it cost us over 114 billion a year for illegals bet u don’t care about that do u
1069380582642262016 2018-12-02 18:59:33 -0400 <mistyan65553002> @JasparCJ @realDonaldTrump Lies
1069380577030217730 2018-12-02 18:59:32 -0400 <keith0sta> @msnicole1124 @WarlordDaddy @jeffreysadezwi1 @DMShockley @Jrhill1976Jason @dyro874 @AnnThacker2 @wranglerwren @proud_USAF_vet @JanetTxBlessed @SuperJohn100755 @chapman43342 @MR2_Patriots @flylower4 @RonMyers98 @realsamlawrence @Theo_physicist @realDonaldTrump @FLOTUS 👊👊👊
1069380573989429249 2018-12-02 18:59:31 -0400 <weidijoe> @TudorEynon @JudicialWatch @realDonaldTrump You may have to look back to previous scandals like travelgate..wasted tax$ hiring her friends for kickbacks... Healthcare..wasted 20yrs ago 47 million by paying herself and a few others to write a 15000 page document of nonsense, because a judge ordered her to after $ was gone.
1069380571254554624 2018-12-02 18:59:30 -0400 <MTorganizer> @IvankaTrump @EPN @realDonaldTrump Just like a pardon, Nieto drops it on his last day on his way out the door. Nothing to lose
1069380568763297793 2018-12-02 18:59:30 -0400 <dezi41> @Mrs_Malindo @ReneeCarrollAZ @RepAdamSchiff @realDonaldTrump I hope to God the truth comes out very soon about this disgusting human being
1069380564598149125 2018-12-02 18:59:29 -0400 <BidenHarrisWon2> @kelly2277 @realDonaldTrump The Chicken Dance.  https://t.co/T69ruzVHIH
1069380562874322944 2018-12-02 18:59:28 -0400 <Akaflighty> @realDonaldTrump @FLOTUS Merry Christmas!
1069380561272074240 2018-12-02 18:59:28 -0400 <SawyerBrittain> Migrant families overwhelm detention capacity in Arizona, prompting mass releases  https://t.co/aAnuRiOxfn 🚨🚨🚨🚨🚨🚨🚨@realDonaldTrump @prayingmedic @IngrahamAngle @SaraCarterDC HELP!!!
1069380549662265344 2018-12-02 18:59:25 -0400 <Shaka4Kahn> @IvankaTrump @EPN @realDonaldTrump Papá???  https://t.co/ChB4xbWw6L
1069380543412953088 2018-12-02 18:59:24 -0400 <brymzycute> @The_Atiku @realDonaldTrump @atiku please sir with respect, inform the editor to adjust the image well. So it will look more attractive.
1069380536634871809 2018-12-02 18:59:22 -0400 <ClodaghSnarks> @SkinnyFatz0 @PoisonedMarine @BarackObama @realDonaldTrump @MMFlint @BillClinton Oh you think those were the only times Trump cheated? You think he suddenly changed in 2016 after decades of being a sleezebag and became a faithful man? 😂
1069380532167954433 2018-12-02 18:59:21 -0400 <JeannePancurak> @IvankaTrump @EPN @realDonaldTrump  https://t.co/eUcEUEfohj
1069380530779684865 2018-12-02 18:59:21 -0400 <Umie713> @GOPChairwoman @RodStryker @realDonaldTrump @DailyCaller  @WBZNightside   Great topic!
1069380525561851904 2018-12-02 18:59:20 -0400 <BigMilles> @EdKrassen @realDonaldTrump @FLOTUS Why so anti-conservative?
1069380520050638849 2018-12-02 18:59:18 -0400 <voicebyvote> @EPN @realDonaldTrump  https://t.co/LzUr4n5j2j
1069380516116393986 2018-12-02 18:59:17 -0400 <guy_pilgrim> @kulkarni_nina @ProudResister @HillaryClinton @realDonaldTrump @GOP @NRA @MomsDemand I'm from the Dakota's and I will say the North is very different from southern Midwest... But I traveled while US... so it's always a struggle as I empathize with every area and all people's. Just tired of ppl spouting off without doing something...
1069380515134877696 2018-12-02 18:59:17 -0400 <PPM34759962> @Happy_Home_Makr @realDonaldTrump @LisaMei62 @CitizensIReport @Cordicon #TexasRepresent  https://t.co/xKfvlIuBuG
1069380512215588864 2018-12-02 18:59:16 -0400 <stupid8911> @snowdercat @HYLYDM882 @realDonaldTrump @FLOTUS You’re so clever, you go girl.
1069380507883003905 2018-12-02 18:59:15 -0400 <lynn_silva> @realDonaldTrump Where are YOUR TAXES?
1069380498991063042 2018-12-02 18:59:13 -0400 <Debra665> @realDonaldTrump Other side didn’t conspire with Russia to steal election! Hillary investigated for years, 0 indictments, how many for your admin??
1069380489469939717 2018-12-02 18:59:11 -0400 <Zulys220> @TSJ_Legitimo @miguelmartint @TAMARA_SUJU   @marcorubio @soyfdelrincon @Almagro_OEA2015 @bbcmundo @CNNEE @POTUS @OEA_oficial @ONU_es @NoticiasCaracol  @IntlCrimCourt  @usembassyve @realDonaldTrump @SecPompeo @EVTVMiami @Villca_FDEZ  @SenRubioPress  @rattipresidente
1069380487297343493 2018-12-02 18:59:10 -0400 <DrtmargTony> @IvankaTrump @EPN @realDonaldTrump Deserves the droppings of an Aztec eagle
1069380484390633473 2018-12-02 18:59:10 -0400 <glitteresque1> @charliekirk11 @realDonaldTrump Honorable man?  He was as Deep State as they come....
1069380470176141313 2018-12-02 18:59:06 -0400 <ufomechanic> @RepSwalwell @realDonaldTrump "Eye Roll We aren’t scared of you @realDonaldTrump. And the American people have our backs. They just sent us 40 new members to put a balance of power on your abuses of power  That must explain why Americans sent 60 Republicans to the House to take control in 2010. We understand.
1069380456527863808 2018-12-02 18:59:03 -0400 <LindaNTx> @basedtrevy @DGComedy @realDonaldTrump @FLOTUS Those freaking haters will. Just get the popcorn and watch.
