1069380682131169281 2018-12-02 18:59:57 -0400 <YBaker15> @kelly2277 @realDonaldTrump Nothing wrong here...  https://t.co/hVA5CkZeQb
1069380454208409601 2018-12-02 18:59:03 -0400 <real_pat_henry> @TomFitton @HorseShort @Comey he works for @BarackObama , not you. @realDonaldTrump @Liz_Wheeler @GrahamLedger @LouDobbs @SenMajLdr  https://t.co/s7RHy1H2Yx  https://t.co/M04OPfDqej
1069380434985799680 2018-12-02 18:58:58 -0400 <MacChomhghaill1> @realDonaldTrump @seanhannity @FoxNews #Hannity 11.30.18 #WitchHunt #Mueller #MuellerWitchHunt  https://t.co/fLzw5MXoLS  https://t.co/wM0JPdBPd4
1069380433714962432 2018-12-02 18:58:58 -0400 <NotMyPrecedent> @realDonaldTrump @FLOTUS Never gets old. You are the laughing stock of the entire world.  https://t.co/7V1LrxmUxp
1069380427113263104 2018-12-02 18:58:56 -0400 <icannothelpyou> @IvankaTrump @trumps_feed @EPN @realDonaldTrump Barf
1069380426647724034 2018-12-02 18:58:56 -0400 <PBreezeSteve> @AllisonRhody56 @rcudel @realDonaldTrump @FLOTUS Try walking in on your own some time. You know, as one of the people. Grab something from the fridge. Let me know how that works out for you.
1069380426635112448 2018-12-02 18:58:56 -0400 <DalWolf1> @krassenstein @seanhannity @DLoesch @NRA @TuckerCarlson @realDonaldTrump @SarahHuckabee @SebGorka @BillOReilly @DonaldJTrumpJr @TomiLahren @JamesOKeefeIII @JacobAWohl @ChrisLoesch @jameswood @RealJamesWoods @JackPosobiec @DineshDSouza I imagine that everyone that replies to this tweet are fans of the mad cow or that lemon "guy"
1069380423510315009 2018-12-02 18:58:55 -0400 <sjferg1252> @TinStL @kimmyifuplease @joefaz @realDonaldTrump I'm surprised every day that the IC doesn't close down this POS. #trump has lied and shit on them daily since 2016. Their tolerance of him is an indication of their loyalty to the country. They know the trouble they can cause. But it is time. #Basta
1069380421199306752 2018-12-02 18:58:55 -0400 <marjan_doosje> @chckls110 @pauleliza @AbbyAponte @britin17k @realDonaldTrump @HillaryClinton  https://t.co/ClLa5PuziP
1069380418070228992 2018-12-02 18:58:54 -0400 <milehighrukus> @IvankaTrump @EPN @realDonaldTrump He will be able to trade that for cigarettes or yard time in prison. Make sure he keeps it
1069380416140795904 2018-12-02 18:58:53 -0400 <euripides8> URGENT: @realDonaldTrump has nominated Bernard McNamee to @FERC in an effort to bail out #coal and #nuclear and deepen reliance on #fossilfuels. @EnergyDems who want to #ActOnClimate must block this nomination! Sign here:  https://t.co/huPmfgQURe
1069380412542087168 2018-12-02 18:58:53 -0400 <Dongarcia67> @McallisterDeb @IvankaTrump @EPN @realDonaldTrump Rigged ? Ur tweet is pathetic
1069380412202524674 2018-12-02 18:58:53 -0400 <PLashley6> I'm too fuckin' busy trying to forget @realDonaldTrump to worry about when his ass dies.✌
1069380411615264768 2018-12-02 18:58:52 -0400 <indigosky42> @realDonaldTrump @DonaldJTrumpJr did you feel that bus roll over you, or are you still numb from the last time?
1069380404791132160 2018-12-02 18:58:51 -0400 <vtktorg> @IvankaTrump @EPN @realDonaldTrump What a joke. 🤪🤪🤪
1069380398092902401 2018-12-02 18:58:49 -0400 <buddycoleman568> @SheriffClarke @realDonaldTrump Absolutely 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
1069380384574464000 2018-12-02 18:58:46 -0400 <SauersRobert> @wimvisscher777 @stand4honor @realDonaldTrump @thierrybaudet @Jamierodr10 @geertwilderspvv @RealJamesWoods I love it.
1069380383853223936 2018-12-02 18:58:46 -0400 <mastersolace> @realDonaldTrump @FLOTUS You know the best part about you mentioning Hanukkah? A reminder that Mueller is coming for your first born.
1069380382343204864 2018-12-02 18:58:45 -0400 <Buster216> @RealMAGASteve @realDonaldTrump Truer words have never been said
1069380381940613120 2018-12-02 18:58:45 -0400 <MLNY416> @realDonaldTrump @realDonaldTrump  The Bush regime of politicians is some of the worst to ever touch American democracy, but after you being in office for less than a whole term, they’re beginning to look like Lincoln and Jackson.   #GeorgeBushSr #GeorgeBush #GeorgeBushIsDeadParty #GeorgeHWBush
1069380377620418560 2018-12-02 18:58:44 -0400 <fredmarion33> @realDonaldTrump Defund PP ...please.
1069380372994187269 2018-12-02 18:58:43 -0400 <mixolydian12> @GOP @realDonaldTrump And he didn’t even get indicted!  Keep up the good work
1069380365855453184 2018-12-02 18:58:42 -0400 <nirvana6910> @realDonaldTrump @FLOTUS Jews??? Jewish people pls. With all the intelligence (supposed to have) around you, YOU SHOULD KNOW BETTER!
1069380339540402178 2018-12-02 18:58:35 -0400 <JBBA2020> @lilianafranco20 @realDonaldTrump @mauriciomacri Tambien conocida porque vos y un trio de seudoperiodista reclamaban que no habia un misero cafe. Mira si yo con mis impuestos les voy a pagar un cafe a ustedes. Chantas
1069380331550191616 2018-12-02 18:58:33 -0400 <sam4soph> @IvankaTrump @EPN @realDonaldTrump Wow, have some dignity Nieto.
1069380326055645184 2018-12-02 18:58:32 -0400 <BobbyHa23054753> @MsAvaArmstrong We all know the answer to that.  @GOP cowards who refuse to even support @realDonaldTrump.
1069380324931493888 2018-12-02 18:58:32 -0400 <BlkkatsJewel> @realDonaldTrump DON'T BOTHER. THE MAJORITY OF AMERICANS ARE SICK OF YOUR LIES. Look at the polls, disapproval rating- highest its ever been. Resign or get impeached, its up to you!
1069380318912745473 2018-12-02 18:58:30 -0400 <waggytailkobe> @IvankaTrump @trumps_feed @EPN @realDonaldTrump This is just wrong. Nepotism is wrong. Neither you nor your husband are qualified to hold political office.
1069380312830898176 2018-12-02 18:58:29 -0400 <JenMcOCHS1983> @realDonaldTrump I don't know if you remember me but I kinda Saved your Life Right after 9/11! I worked for Office Services at Trump Marina. We where instructed to inspect ever piece of Mail especially any Executive and You especially, I found a Large Card written in Crayons.
1069380311346114560 2018-12-02 18:58:29 -0400 <juliezzzfriend2> @treasonstickers @realDonaldTrump Look at the World Leader wearing fabulous RED!!!😘  You go, Angela!  The world appreciates your leadership!
1069380307848187904 2018-12-02 18:58:28 -0400 <Adorable_Todd> @MPanichello @ItBolsonaro @omoohamhead @WaydeDe @KurtSchlichter @Mamma_Janet @MemphisGators58 @_edwardmondini_ @TgGRA @DavidLimbaugh @cwilliams1113wy @HarrietNix @cy_frost @WeidnerRoger @jewel_patriot @DxmJohansen @jdp021189 @GiboneyDavid @realDonaldTrump @POTUS @TheDemocrats Actually, today’s Dems are NOT that much different from the 1860s. Instead of plantations in the South - they just have urban plantations all over the US with decaying cities &amp; dependent populations. Repubs are about self-determination &amp; small government. Just as they were then.
1069380305625276416 2018-12-02 18:58:27 -0400 <TrumpCaravan> @AD_WHITMAN @POTUS @realDonaldTrump @HillaryClinton Gonna huddle with other dems to see who they will support. Spartacasshole, Creepy Joe, Kamala Brown-Nose, or KIllary.  Maybe Hill will have them all killed at the meeting, so the better be careful.  https://t.co/OghhhbyTq2
1069380304559894528 2018-12-02 18:58:27 -0400 <Sparky2112r> @barrywest75 @KTHopkins That's why we elected @realDonaldTrump for @POTUS.
1069380303423180806 2018-12-02 18:58:27 -0400 <JD_Ruble1> @Mrs_Malindo @AnnaApp91838450 @RepAdamSchiff @realDonaldTrump  https://t.co/1uu3Nm0SkX
1069380302961893376 2018-12-02 18:58:27 -0400 <MarcelMcClinton> @jadoforchange FAXXX @RealDonaldTrump
1069380302575976449 2018-12-02 18:58:26 -0400 <PhilipCheek4R> @Happy_Home_Makr @realDonaldTrump @LisaMei62 @CitizensIReport @Cordicon I have the same sticker on my van WWG1WGA patriots!!!  https://t.co/rm90xeqTNw
1069380298054475777 2018-12-02 18:58:25 -0400 <Unfreakin> @realdonaldtrump thinks he is above the law.  Holding a possible pardon out to Paul Manafort sends the message "don't squeal on me and I promise I will take care of you."  https://t.co/0LTcNoTjYK
1069380295017803780 2018-12-02 18:58:25 -0400 <24ruggles> @krassenstein @seanhannity @DLoesch @NRA @TuckerCarlson @realDonaldTrump @SarahHuckabee @SebGorka @BillOReilly @DonaldJTrumpJr @TomiLahren @JamesOKeefeIII @JacobAWohl @ChrisLoesch @jameswood @RealJamesWoods @JackPosobiec @DineshDSouza You forgot Mitch McConnell
1069380294757793798 2018-12-02 18:58:25 -0400 <traderjohnt1> @RealCandaceO @RebelConnection @ChickfilA @realDonaldTrump Trump has done more for Black people than most including Obama. Soros Democrats control Media to brainwash hate Trump and American Nationalism  https://t.co/aOF7x37dMe
1069380292211851264 2018-12-02 18:58:24 -0400 <Sinistar374> @RepSwalwell @realDonaldTrump Swalwell shade game on swole. #Swolewell?  https://t.co/SSAmHzRM7I
1069380288772562944 2018-12-02 18:58:23 -0400 <irispraytan> @realDonaldTrump @FLOTUS Thank you Mr. President..
1069380279595282432 2018-12-02 18:58:21 -0400 <BarbaraCammara5> @SOABHDC @realDonaldTrump @FLOTUS The first thing that struck me was that he said “Jews”
1069380278366453760 2018-12-02 18:58:21 -0400 <ChantelleSeddon> @realDonaldTrump why is it you spend so much tune on Twitter but can't even do a thread.  You cannot even Google!?
1069380274952253441 2018-12-02 18:58:20 -0400 <Nursecindy9> @NHRunningLady @firstrax @realDonaldTrump @FLOTUS “You still like me, right?”
1069380273966587904 2018-12-02 18:58:20 -0400 <z9bill> @chezmoi54 @realDonaldTrump Older story but, DJT faces lawsuit regarding not paying bills to those who provided service for his emoluments hotel in DC.  https://t.co/EsmcYBop5b
1069380273031340032 2018-12-02 18:58:19 -0400 <newyorkshitty> @itsovergiveitup @JOY_4_44 @chris_pinata @FordHammersma @BrianP1T @realDonaldTrump @joy_4_44 I think this is somewhat directed at you. Too hard to tell. I am not fluent in asshole.
1069380269810044930 2018-12-02 18:58:19 -0400 <DavidMGreen> @danbakerx1 @realDonaldTrump The right thing is telling you that it’s “you’re” not “your.”
1069380268744564737 2018-12-02 18:58:18 -0400 <mcpaddyswife> @OpTiCBuScUiT @realDonaldTrump Nope
1069380261983502336 2018-12-02 18:58:17 -0400 <msgooch1018> @realDonaldTrump One of these days you'll realize everyone knows you're a lier...
1069380261413044226 2018-12-02 18:58:17 -0400 <deepakml> @wesleychen66 @realDonaldTrump Equity prices-will go up &amp; down anyway- but higher oil prices hurt the billions of poor &amp; poor countries.!!
1069380259542441984 2018-12-02 18:58:16 -0400 <MizMazzy> @IvankaTrump @EPN @realDonaldTrump  https://t.co/poz79slAZt
1069380258057482241 2018-12-02 18:58:16 -0400 <Shaka4Kahn> @IvankaTrump @EPN @realDonaldTrump Se significa que Jared es un gran mamon.
1069380248704360449 2018-12-02 18:58:14 -0400 <jake0699> @realDonaldTrump @FLOTUS Did someone take your phone away?  There are several vanilla tweets written on your twitter account the past few days.
1069380247420850178 2018-12-02 18:58:13 -0400 <PierreGardy5> @realDonaldTrump This was written by his speech writer. Waiting for his next comment on Monday. DT is a very dangerous snake
1069380243473887233 2018-12-02 18:58:12 -0400 <captain_pinchy> @realDonaldTrump Neither you nor Melania had any part to play in writing this. There are sentences with more than 5 words in them! What a joke of a man you are.
1069380243016822789 2018-12-02 18:58:12 -0400 <CaroleMoss5> @realDonaldTrump
1069380242781978625 2018-12-02 18:58:12 -0400 <JCavese> @realDonaldTrump Hey, Donald...
1069380236985450496 2018-12-02 18:58:11 -0400 <kia7073> @Peston @realDonaldTrump May be our stupid politicians , who are useless at geography/ economics and medical,  could listen to some intelligent politicians.
1069380234158505986 2018-12-02 18:58:10 -0400 <texasgirl0529> @Happy_Home_Makr @realDonaldTrump @LisaMei62 @CitizensIReport @Cordicon Qawesome! Wwg1wga!
1069380221038723072 2018-12-02 18:58:07 -0400 <Elianok10> @RobertDRoseJr1 @03_jensen @AjmanosGravel @aimee2day @Katamac1967 @rlamartini @PithyPins @Jmkilingnyc @JoeAllenNewman @AuntTritsy @InPAINpatient @ravensspirit68 @raaamises @puppyluvr312 @JosephFalzone3 @CJ_freethinkr @EqualityCouple @Christo24572380 @Rachjr1 @bonniez45 @bitterexdroid @soofriends @Shasta77777 @JMA8213 @dreamr9876 @Pharmaciststeve @usaf_ave @KCRebel702 @MoogieMonsters @Delta33_1976 @Brenda82964799 @process_x @Deeenst @reversechapter @AmaraAdvocate @aander1987 @tal7291 @ThomasKlineMD @DanLairdMD @dr4liberty @TheATIPUSA @marykayconsult3 @jeffsessions @realDonaldTrump @CDCgov @US_FDA @DEAHQ @POTUS @StanfordPain Robert it was clearly a discussion, you need to see things out of different lenses! I still maintain he wasn’t an “addict” no more no less than a CPP with a stigma attached!
1069380214239555584 2018-12-02 18:58:05 -0400 <KoreyEdwards6> @UncleTonyRP @realDonaldTrump @POTUS Dec 5th all the criminals will be at the same location at the same time. This is the best way to arrest everyone at once
1069380211152609280 2018-12-02 18:58:05 -0400 <Unobtaniumll> @realDonaldTrump My Christmas Wish / Bonus for spiking you to run for President &amp; support over (4) years back. While I never received a Contract to work for you, work for you Sir, I have! By not acknowledging me, it's interpreted as acceptance. A 2018 Porsche 911 Turbo Carerra ty
1069380201140768770 2018-12-02 18:58:02 -0400 <jackpot10000> @realDonaldTrump @FLOTUS the jig is up already. come out and tell the truth!!!!
1069380198045548544 2018-12-02 18:58:01 -0400 <19snoopy55> @bgby4884 @CarrieJL @realDonaldTrump Sorry bud, I'm NOT a Democrat!  I'm NOT political!!  I'm an American concerned with what that poor excuse for a FOOL is doing to our country while people like you applaud him for it, defend him for it, and beg for more, more, more!
1069380193289035777 2018-12-02 18:58:00 -0400 <FairSquare5> @manondaneau @BIGCANPB @AnnCoulter @realDonaldTrump So it’s “mean” when she says it, but funny when it’s said about .... hmmm someone like Trump - double standard hypocrisy!
1069380191561162752 2018-12-02 18:58:00 -0400 <tiffannroberts> My Christmas Tree🇺🇸 &gt; Yours🎄  Yes, that is a 3-D printed bust of @realDonaldTrump in Roman gear on the top of my tree.  https://t.co/aNCapqtx4l
1069380185718472705 2018-12-02 18:57:59 -0400 <missfox6792_fox> @realDonaldTrump  https://t.co/zGn1t5doYy
1069380183961059329 2018-12-02 18:57:58 -0400 <ShirBrown1> @ThomasWedgbury @ccollins43 @realDonaldTrump @FLOTUS Perhaps.  But Obama nor his family got into bed with Putin or "Abu Rasasa".
1069380183428231168 2018-12-02 18:57:58 -0400 <clelandjack5> @realDonaldTrump Russia seems to Love your actions at the summit! But they do believe you 're a clown. A useful clown but a clown neverless. Always good for a laugh!  https://t.co/JqjCuIQEr1
1069380180119040001 2018-12-02 18:57:57 -0400 <brook1982> @EdKrassen @DonaldJTrumpJr @realDonaldTrump @EricTrump Because they are disgusting and bunch of crime families and they can't bear the truth. You are amazing. 👍👍
1069380168559616001 2018-12-02 18:57:54 -0400 <ghkimball> @IvankaTrump @realDonaldTrump What BULLSHIT
1069380166323978240 2018-12-02 18:57:54 -0400 <kasie53> @Anaksunaman @thecjpearson @realDonaldTrump Wake up and smell the coffee, patriots will rise. America was and is still the land of the free and will not bow down for socialism or Islamic ruin. God bless our nation.
1069380163849342976 2018-12-02 18:57:53 -0400 <connie2589> @BernardKerik @realDonaldTrump @BillClinton @BarackObama @HillaryClinton @SenSchumer @NancyPelosi @KamalaHarris For you, @GOPChairwoman, to make sure this little clip runs over and over and over again until the 2020 election.
1069380163761303554 2018-12-02 18:57:53 -0400 <kenrobi69610852> @IvankaTrump @EPN @realDonaldTrump As it should be.🇺🇸
1069380163496886272 2018-12-02 18:57:53 -0400 <Sandyk5251> @realDonaldTrump @FLOTUS Also just a reminder.  Come tax time people are going to be surprised if they didn't adjust their withholding.
1069380161949351937 2018-12-02 18:57:53 -0400 <Reasons4Trump> @realDonaldTrump says he wants to see more #TrumpTrees! Tweet yours to @Reasons4Trump by December 17th. The best tree wins a #Trump2020 t-shirt. #USA #MerryChristmas! @mamendoza480 @mroot769 @AngelFamilies  https://t.co/Gz5pavTA3Z
1069380156827914241 2018-12-02 18:57:52 -0400 <mcpaddyswife> @OpTiCBuScUiT @realDonaldTrump Nope
1069380154856738816 2018-12-02 18:57:51 -0400 <MollyDarden> @IvankaTrump @EPN @realDonaldTrump He’s obviously too proud to look at the person who is putting the award on him. What did he do to earn that honor?
1069380153288138752 2018-12-02 18:57:51 -0400 <RTKDEA> @RealCandaceO @ChickfilA @realDonaldTrump That was awesome and brought a tear to my eye.
1069380149538254848 2018-12-02 18:57:50 -0400 <Dongarcia67> @oceanrd @IvankaTrump @EPN @realDonaldTrump It’s real he worked hard on the deal educate yourself
1069380148976328704 2018-12-02 18:57:50 -0400 <Smlygrl87> @krassenstein @realDonaldTrump @FoxNews Bwhahaha
1069380144752664576 2018-12-02 18:57:49 -0400 <AWAG_saltwater> @IvankaTrump @EPN @realDonaldTrump Really quite the accomplishment considering he can’t get a security clearance here at his home country.
1069380143540592640 2018-12-02 18:57:48 -0400 <RKucik> @realDonaldTrump This is a doozy of a lie, you have no respect for anyone!
1069380133205798912 2018-12-02 18:57:46 -0400 <AxisFB> @IvankaTrump @EPN @realDonaldTrump "thanks, goy"
1069380128277434368 2018-12-02 18:57:45 -0400 <Hitome29xJac> @IvankaTrump @EPN @realDonaldTrump Great work
1069380126201266177 2018-12-02 18:57:44 -0400 <keith0sta> @SealeyGerald @TruTexan0909 @Maggieb1B @realDonaldTrump @therealroseanne @FLOTUS Amen to that 🙏🏼🙏🏼
1069380124326400001 2018-12-02 18:57:44 -0400 <SkinnyFatz0> @ClodaghSnarks @PoisonedMarine @BarackObama @realDonaldTrump @MMFlint @BillClinton He was a private citizen at the time. Unloke Clinton getting a knob job in the oval office on our dime and lying under oath about it.
1069380118592798720 2018-12-02 18:57:43 -0400 <Salomon99798283> @IvankaTrump @EPN @realDonaldTrump Who teach Spanish language?
