1193679730886754305 2019-11-10 18:59:59 -0400 <Momqueen95> @Lionnavy @realDonaldTrump  https://t.co/sOoeMk3vlo
1193679709168644096 2019-11-10 18:59:54 -0400 <SoldierInWhite1> @VoteMarsha @realDonaldTrump Giuliani is a lawyer. So is Barr.
1193679708967391232 2019-11-10 18:59:54 -0400 <ShellyTompkin11> @RWPUSA @realDonaldTrump Sure Niki Haley. That’s what they did. Niki Haley has demonstrated she is no longer trustworthy. Trump foot soldier.
1193679707121827846 2019-11-10 18:59:54 -0400 <VlasakBingham> @realDonaldTrump Liar-in-Chief ... if you didn’t lie, you’d have nothing to say.
1193679706677301249 2019-11-10 18:59:54 -0400 <mawmy> @la_cates @realDonaldTrump Plotters are gone now! Gladly!  So sorry my opinions have now filed them as loser!  General Kelly!!! I thought you were better than that! What a disappointment
1193679704764665857 2019-11-10 18:59:53 -0400 <TheRealMrBigly> @FaceTheNation @SenJohnKennedy @realDonaldTrump Can we just replace Quid Pro Quo with what it really is ... Extortion and Bribery  ?
1193679704622030848 2019-11-10 18:59:53 -0400 <toni_iacobbo> @realDonaldTrump There's no transcript stupid! Just a written statement, that still makes you look GUILTY! #ReleaseTheCall
1193679703283863552 2019-11-10 18:59:53 -0400 <MariaHe72008540> @realDonaldTrump ABC is only into the money!!! Forget about honest reporting,  that's lost...
1193679702269014016 2019-11-10 18:59:53 -0400 <billykilroy> @cameraman1961 @michelle_ceo @FoxNews @GOP @realDonaldTrump Where does he get his news? The kennel you say?
1193679700708777984 2019-11-10 18:59:52 -0400 <DeplorableDamn> @dcresisting @sarah99890895 @FreeGirlNowNYC @lwhboom @realDonaldTrump And for education, my family of four has 2 doctors, 2 with post graduate degrees.  Thank you and good night.
1193679700708618241 2019-11-10 18:59:52 -0400 <enlightenedin1> @PwyllMarkson @AConnerNC @will_lv76 @Brandonmhard @TheRightMelissa @realDonaldTrump  https://t.co/G0fFOBwBoV
1193679700457140231 2019-11-10 18:59:52 -0400 <MarkusMcCode> @DougDib @spotter10701 @realDonaldTrump @NikkiHaley  https://t.co/xCzUYxBqol
1193679699949559808 2019-11-10 18:59:52 -0400 <BetsyGervasi> @Cosette2016 @jasonbaum @ZenWolfPup @realDonaldTrump He was Joking.
1193679699886653441 2019-11-10 18:59:52 -0400 <Mojomydog1> @MsAvaArmstrong @ChatByCC @realDonaldTrump  https://t.co/0kxcOTWeIL
1193679699081232384 2019-11-10 18:59:52 -0400 <bigbrother21212> @realDonaldTrump Was this account jacked ?
1193679698808713218 2019-11-10 18:59:52 -0400 <Photo_Mango> @AnthonyWallis15 @HelenKennedy @realDonaldTrump Yeah, ok. Not perfect. And then this happened...   https://t.co/HiF9f8dZ31
1193679698116710401 2019-11-10 18:59:52 -0400 <SteveK77851442> @realDonaldTrump @NikkiHaley Apparently, if you have to say "Former Ambassador" beneath your name, it's because you're afraid either no one knows who you are or you want to make sure they know that you're more than JUST a liar for the most embarrassing president this country has ever had. Congrats.
1193679698049617920 2019-11-10 18:59:52 -0400 <lexus07ls470> @w_terrence @realDonaldTrump Love it
1193679696329920513 2019-11-10 18:59:51 -0400 <mpeppy1> @realDonaldTrump @NikkiHaley With all due respect @NikkiHaley consider, he is ill. Consider the cells of the brain, the rambling. The fake hoax stuff is a work around. "He's a mess."  https://t.co/B3W53c4VAn
1193679695612657664 2019-11-10 18:59:51 -0400 <_sefiane> @realDonaldTrump @NikkiHaley First of all have you read it and dude you’re in the wrong business! Didn’t know promoting books was Part of your job description! Liar and chief!🤥🤥🤥 Nothing better to do then to promote books !!!!
1193679695340089345 2019-11-10 18:59:51 -0400 <DragonRageGamin> @susandunncobb1 @Aminah7767 @poeticartist4 @MargoLogan @Beg1Girl @dmills3710 @LetRChildrenGo @pikecoinjustice @cindyb066 @NoLongerIgnored @YellowVestsUSA @MgtowL @TPCLJ @tomb6582 @mikevolpe @CraigRSawyer @rachelbruno @conniereguli @attyshawn @ToddMcMurtry @EricMalouf @DependencyLaw @DianeRedleaf @brittertwits @HobbsProlife @vivekssankaran @HowleyReporter @MTBAO37 @annvandersteel @BarnettforAZ @LetMyChildrenGo @Lester70x7 @libertytarian @ALEXNEWMAN_JOU @Betty32Boo @Jamiemax8 @JosieGrama @AllyHud7 @realDonaldTrump @parscale Just like the book of enoch was removed from the bible.
1193679694983512066 2019-11-10 18:59:51 -0400 <trouble1668> @realDonaldTrump What a horrible little man you are
1193679693582684160 2019-11-10 18:59:51 -0400 <SueBaldock> @VoteMarsha @realDonaldTrump And we're gonna do it too, Marshie.
1193679692102062080 2019-11-10 18:59:50 -0400 <MsSunshineVee> @realDonaldTrump @GOP  EVERY. THING. YOU. DO.  IS.  FAKE!!!!  Threatening the students if they didn’t react positively for the CRIMINAL-IN-CHIEF they would lose certain benefits.... DISGUSTING!!!
1193679690856312834 2019-11-10 18:59:50 -0400 <Bravo3981> @realDonaldTrump #TrumpIsCorrupt  #IStandWithSchiff  https://t.co/5f50Qkgf34
1193679690768273413 2019-11-10 18:59:50 -0400 <judithNix7> @realDonaldTrump @LindseyGrahamSC  https://t.co/tvpRfYVMDf
1193679690436927493 2019-11-10 18:59:50 -0400 <michaelbinokc> @VoteMarsha @realDonaldTrump Traitor
1193679686464868352 2019-11-10 18:59:49 -0400 <greeneyednikkid> @w_terrence @realDonaldTrump HE has always been unhinged.
1193679686334701568 2019-11-10 18:59:49 -0400 <ImmortalityPro1> @VoteMarsha @realDonaldTrump lol wut
1193679685802004480 2019-11-10 18:59:49 -0400 <sweengin> @Lrihendry @SbchamSbc Except @realDonaldTrump isn't a racist and Hillary is a criminal.
1193679685684727808 2019-11-10 18:59:49 -0400 <MarkusMcCode> @spotter10701 @realDonaldTrump @NikkiHaley  https://t.co/xCzUYxBqol
1193679685525364736 2019-11-10 18:59:49 -0400 <PipsyMomma> @RWPUSA @realDonaldTrump Laughingstock.
1193679685324029953 2019-11-10 18:59:49 -0400 <nancyeileen12> @LarryCl75693702 @RyyppoP @DJDJ18 @morten @realDonaldTrump No wonder trump says he loves the "poorly educated". They'll buy any shit he tells them.
1193679684065779712 2019-11-10 18:59:48 -0400 <TahoeBoulder> @VoteMarsha @realDonaldTrump You're terrible.
1193679683654684681 2019-11-10 18:59:48 -0400 <cameraman1961> @surrenderPOTUS @FoxNews @GOP @realDonaldTrump Me too.
1193679681133961216 2019-11-10 18:59:48 -0400 <EldritchLake> @AdlineHeere @omgisthatmatty @realDonaldTrump Yes. It’s like when I had a crush on a musician and then slept with them after a show and realized it wasn’t worth the hassle after all and also needed to go get checked out.
1193679679045144577 2019-11-10 18:59:47 -0400 <rcschicht> @realDonaldTrump Finally a place you don't get booed loudly... even though it was under threat of people exercising their freedom of speech losing their reserved seats.
1193679671365226497 2019-11-10 18:59:45 -0400 <DanBerky> @saavik2017 @TishJames @realDonaldTrump Anyway, while the uber rich are above the law, Daddy is President and has that power as well.
1193679671067459584 2019-11-10 18:59:45 -0400 <Dalilover1904> @realDonaldTrump is a PATHETIC Pussy grabbing LOSER!
1193679669696053249 2019-11-10 18:59:45 -0400 <MarkusMcCode> @Michael_Part @realDonaldTrump @NikkiHaley  https://t.co/xCzUYxBqol
1193679667066261510 2019-11-10 18:59:44 -0400 <Shamar_Ezer> @RepDanKildee @realDonaldTrump #attempted coup
1193679665128361984 2019-11-10 18:59:44 -0400 <AliceVincit> @realDonaldTrump OF COURSE you don’t get a lawyer in this phase of the impeachment process; after all, impeachment is not the same thing as a criminal trial in a court of law.  But if you’d rather have a criminal trial, with a lawyer and all, I’m sure this could be arranged.  Just say the word.
1193679663815626758 2019-11-10 18:59:44 -0400 <chongbarron10> @USMC @realDonaldTrump 🙏🇺🇸😇💝💖
1193679663324913664 2019-11-10 18:59:43 -0400 <timnaustin> @SexCounseling @realDonaldTrump  https://t.co/zfdDAWxSSm
1193679661831770113 2019-11-10 18:59:43 -0400 <BOSDVA> @realDonaldTrump You had someone read you a bedtime story ..awww..how cute !!!! Embrace all your freedom ..and tuck in's .. soon you'll be staring at a ceiling with a nice thin mattress and a rock pillow 🤣🤣🤣🤣🤣🤣🤣🤣
1193679661655609344 2019-11-10 18:59:43 -0400 <MissVikkiV> @eugenegu @realDonaldTrump @NikkiHaley Who is actually buying and reading them
1193679659000401921 2019-11-10 18:59:42 -0400 <Trumper2020> @michaelbeatty3 @ReneeCarrollAZ @realDonaldTrump Good call👍
1193679656085442560 2019-11-10 18:59:42 -0400 <4038492846Mason> @NeensCa @Robertl01464344 @realDonaldTrump If anything should happen to our President, then it's time for the people to raise up and put Congress on trial. Because they would be the cause!
1193679655900893184 2019-11-10 18:59:42 -0400 <filmtvbooks> @realDonaldTrump @LindseyGrahamSC Your getting impeached con man that won’t change. In fact it will get worse if you keep instructing. This is the same process during Nixon &amp; Clinton.
1193679654864986115 2019-11-10 18:59:41 -0400 <MarkusMcCode> @inthecheapseat1 @realDonaldTrump @NikkiHaley  https://t.co/xCzUYxBqol
1193679654290415616 2019-11-10 18:59:41 -0400 <lagloriacubano> @realDonaldTrump @NikkiHaley  https://t.co/sP77X8xGZE #ExtortionBriberyBlackmail #ExtortionistTrump
1193679653950631936 2019-11-10 18:59:41 -0400 <rwl91485731> @realDonaldTrump @NikkiHaley You sound like an infomercial huckster. Try reading an intel briefing
1193679652788690944 2019-11-10 18:59:41 -0400 <zavant710> 5LB Melt Grilled Cheese Challenge | The Melt Bar and Grilled  https://t.co/N1SdKK6bYl via @YouTube @realDonaldTrump
1193679649873809410 2019-11-10 18:59:40 -0400 <PerryB5885> @realDonaldTrump @POTUS Tuscaloosa man who slashed ‘Baby Trump’ raises over $31K online for legal bills   https://t.co/WXHPcu9Q7l  https://t.co/DtfYdW33bF
1193679648762187776 2019-11-10 18:59:40 -0400 <edgargulasa> Ya consultaste al Presidente @realDonaldTrump @POTUS ?            👇
1193679648120422400 2019-11-10 18:59:40 -0400 <AndreaNewth> @realDonaldTrump The problem with this tweet is you’re the corrupt politician not Adam Schiff or Nancy Pelosi you should resign liar trump
1193679646795034625 2019-11-10 18:59:39 -0400 <PDX_Rec_Specs> @KGWNews Imagine @realDonaldTrump having any balls to do the right thing
1193679645494988801 2019-11-10 18:59:39 -0400 <Ocala_MattMan> @realDonaldTrump LOL.  Very touching.  🇺🇸🇺🇸🇺🇸
1193679643884376065 2019-11-10 18:59:39 -0400 <SueRic2> @todd_poirier @realDonaldTrump @LindseyGrahamSC 🎯🎯🎯🎯🎯
1193679641522950144 2019-11-10 18:59:38 -0400 <BPatnaude25> @realDonaldTrump It's not working Don #ResignNowTrump
1193679641418047490 2019-11-10 18:59:38 -0400 <AMurrayAlex1> @realDonaldTrump ,@seanhannity,@ingrahamangle,@judgejeanine,@stevehiltonx,@chrisruddynmx,@greggutfeld @gregjarrett,@JESSEWATTERS,@RushLimbaughEIB Mr. President. U need Mark Levin starting tomorrow, and f-k the rest of your BS lying advisors in the WH!  https://t.co/TSZ4baEdpu
1193679641057337344 2019-11-10 18:59:38 -0400 <NICKinNOVA> @VoteMarsha @realDonaldTrump Trash
1193679638389809152 2019-11-10 18:59:37 -0400 <MarkusMcCode> @jean_jean1969j @eduboltito @realDonaldTrump @NikkiHaley  https://t.co/xCzUYxBqol
1193679635474550784 2019-11-10 18:59:37 -0400 <ElizabethElliot> @JessieM212 @miss_speech @GreggJarrett @realDonaldTrump You don't need a statute specifically authorizing it. No one, is above the law.
1193679635143438336 2019-11-10 18:59:37 -0400 <djdjfromrosanne> @WhiteHouse @realDonaldTrump "Incompetentence above all else"
1193679633146949632 2019-11-10 18:59:36 -0400 <MLMucci> @thehill Nikki Haley is going above-and-beyond to show loyalty to @realDonaldTrump.  If I were Mike Pence, I would be really worried that someone has her eyes on his @VP Twitter handle for the next Trump Administration.
1193679629241868288 2019-11-10 18:59:35 -0400 <CatMark7> @Pappiness @realDonaldTrump Reporting lies is allowed in “freedom of the press,” but it doesn’t help with credibility.
1193679627207659520 2019-11-10 18:59:35 -0400 <bigbrother21212> @realDonaldTrump Are you fucking kidding me?
1193679625395806208 2019-11-10 18:59:34 -0400 <SpectoCustodes> @realDonaldTrump Man, you're bad at this
1193679625269981184 2019-11-10 18:59:34 -0400 <AlfredFuzzy> @realDonaldTrump enough? i cant know what can i do more...so ... i did  https://t.co/bQtAmYDxud this die decision of dajjals? yeah sure. god is rahman and rahim.he is owner of universes and heaven and hell and today.we only want mercy from GOD.he must make we go on this way.not dajjals way. Amen.
1193679619431567360 2019-11-10 18:59:33 -0400 <MarkusMcCode> @dezdezz @elianatrue @realDonaldTrump @NikkiHaley  https://t.co/xCzUYxBqol
1193679618815021056 2019-11-10 18:59:33 -0400 <asfenterprises> @realDonaldTrump Mr. Trump an innocent President would keep their mouth shut, because the hearings would exonerate him and there would be no honest person coming forward to give provable testimony. Only guilty people act as you do.
1193679613437890560 2019-11-10 18:59:31 -0400 <susan_lemon> @realDonaldTrump  we see you’re really draining the swamp! You are the #BestPresidentEver  God bless you. Sorry for the attacks,we know the truth. #Q
1193679612443865088 2019-11-10 18:59:31 -0400 <saucier_david> @realDonaldTrump SHOW THE WHOLE TRANSCRIPT, QUIT DENYING THERE IS MORE!!!
1193679610120155137 2019-11-10 18:59:31 -0400 <LDzurillay> @WhiteHouse @realDonaldTrump “...filling the seats that #MoscowMitch stole for him...”  Wow, what a accomplishment #ExtortionistTrump
1193679609935663105 2019-11-10 18:59:31 -0400 <ellistell> @realDonaldTrump 🙄
1193679609054806016 2019-11-10 18:59:30 -0400 <sunflower2499> @RWPUSA @Bronsays But didn't serial assaulted @realDonaldTrump do far worse to Jessica Leeds?  https://t.co/Ph7hmYcHZ1
1193679605904920576 2019-11-10 18:59:30 -0400 <SueH731> Tell Congress: Protect whistleblowers from @realDonaldTrump!  https://t.co/XP1CNqQXrx
1193679603430297601 2019-11-10 18:59:29 -0400 <davidmweissman> @angie_keathly @WasARepublican1 @realDonaldTrump A summary actually. This just came out.  https://t.co/gpbEFTjvj7
1193679602939572225 2019-11-10 18:59:29 -0400 <MarkusMcCode> @elianatrue @realDonaldTrump @NikkiHaley  https://t.co/xCzUYxBqol
1193679601848860672 2019-11-10 18:59:29 -0400 <RoxanneGaulden> @tracybeanz @GenFlynn @realDonaldTrump I hear ya, but he is a loyal servant of our nation and he probably still wants to clean it up.
1193679595175915521 2019-11-10 18:59:27 -0400 <putneyswope7> @yours917 @_HollowInside_ @AngelaBelcamino @realDonaldTrump @POTUS @GovernorVA @LGJustinFairfax #WhoCares ⁉️That was 35 Years Ago, when women stayed home barefoot &amp; pregnant 🤣#PussyGrabber @POTUS @realDonaldTrump is a Criminal &amp; will be impeached &amp; indicted.  https://t.co/RreucBJWTm
1193679589408755712 2019-11-10 18:59:26 -0400 <DilanResists> @Debbie56111656 @DonaldJTrumpJr @realDonaldTrump Wow just wow. Spell? The moron cant even speak 😂😂😂😂 annonnumuss
1193679588972531713 2019-11-10 18:59:26 -0400 <anne_dewitta> @MatthewJshow @Lrihendry @realDonaldTrump The Dems have accomplished, ummm.... just about what the Republicans accomplished under President Obama when the Dems held both the House and the Senate - zero.  Actually, there have been a handful of bills that passed both House &amp; Senate, and Trump signed.
1193679587244421120 2019-11-10 18:59:25 -0400 <rebekahkfreitas> @pebsie63 @jodobar6 @nearly6foot @charliekirk11 @realDonaldTrump In fact, the Obama administration was threatening them because they thought the Ukrainian prosecutor wasn't investigating corruption into the company Hunter Biden worked for.
1193679582534221824 2019-11-10 18:59:24 -0400 <Ray42480042> @realDonaldTrump @IRetweetTrump Ohhhh, somebody's a widdle bit gwumpy!
1193679581884141568 2019-11-10 18:59:24 -0400 <kasseykrammer> @RepDanKildee @realDonaldTrump BECAUSE THE REPUBLICANS CANT HANDLE THE TRUTH!!!
1193679580839714817 2019-11-10 18:59:24 -0400 <MarkusMcCode> @alf27900 @realDonaldTrump @NikkiHaley  https://t.co/xCzUYxBqol
1193679580072202241 2019-11-10 18:59:24 -0400 <jennycim1> @realDonaldTrump *sigh* someone explain how government works to this clown? He should also know his party made the rules years ago. Can someone tell him I’m tired.
1193679579996655619 2019-11-10 18:59:24 -0400 <hyidrokat> @ItsgoodtobeRaul @gtconway3d @realDonaldTrump Hard to imagine that many dirty Americans but I’m afraid of that also.
1193679577048059904 2019-11-10 18:59:23 -0400 <roboticbot1000> @ChatByCC @realDonaldTrump All your trumpets please tell me what are you smoking and where I can get some. I don't know what's worst trump or his delusional followers.
1193679576456671232 2019-11-10 18:59:23 -0400 <secretcabdriver> @stevenportnoy And Trump won't say one bad thing about Turkey or he'll be beaten like a dog by Turkey's goons. @realdonaldtRUmp
1193679575848509450 2019-11-10 18:59:23 -0400 <TerriSpence1956> @realDonaldTrump Wait. What? You know how to read?
1193679574250467328 2019-11-10 18:59:22 -0400 <EvaLB5> @badjin_rank @mikesasin @JessieJaneDuff @realDonaldTrump @POTUS @USArmy @TomFitton 👍🏻
1193679574154010624 2019-11-10 18:59:22 -0400 <kayme64> @TassajaraRd @deepknight @realDonaldTrump @NikkiHaley What will be the new normal
1193679573201903616 2019-11-10 18:59:22 -0400 <nicepapi25> @realDonaldTrump @NikkiHaley Trump Followers Are The Most Delusional People On The Earth.Fact 100%  https://t.co/GWjWBYfzPN
1193679573159944192 2019-11-10 18:59:22 -0400 <gbollmann01> @realDonaldTrump @LindseyGrahamSC An innocent man would have nothing to worry about.
1193679572962643968 2019-11-10 18:59:22 -0400 <EcholsAron> @realDonaldTrump Nice, we do love you Mr President..keep doing your thing
1193679570052009985 2019-11-10 18:59:21 -0400 <Kudzoo11> @CjbjEnigma @realDonaldTrump Obummer is corrupt and worst President in history.
1193679568785289218 2019-11-10 18:59:21 -0400 <SandraToscano5> @realDonaldTrump Why is it that everyone is dishonest but you?? Hmmm. Strange.
1193679567715786752 2019-11-10 18:59:21 -0400 <1Mericafreedom> @realDonaldTrump Because you are requesting people who have nothing to do with the crimes you committed. Just saying...
1193679566952423426 2019-11-10 18:59:20 -0400 <blair8000a> @TrumpWarRoom @jaketapper @LindseyGrahamSC @Project_Veritas @realDonaldTrump @MarkSZaidEsq This twitter account paid for and run by Putin to support lies &amp; misdirection of Trump.
1193679566058995712 2019-11-10 18:59:20 -0400 <Les72117293> @w_terrence @KCD24 @realDonaldTrump Gotta love this guy. Maxine is insane. Go clean the mess you made in your home city. Trump 2020 🇺🇸🙏❤️
1193679565685608449 2019-11-10 18:59:20 -0400 <VanstavernJohn> @realDonaldTrump I  recommend you let them do there job and shut your mouth
1193679564481933322 2019-11-10 18:59:20 -0400 <MarkusMcCode> @NewGopforUSA @realDonaldTrump @NikkiHaley  https://t.co/xCzUYxBqol
1193679563794108417 2019-11-10 18:59:20 -0400 <rcandrews> Mr. Zaid, maybe you WB client didn’t follow correct protocols, maybe he is a lying bastard, maybe he had other that honorable motives, maybe you have not served him well...  @LouDobbs @TuckerCarlson @realDonaldTrump @DonaldJTrumpJr @EricTrump @BretBaier @JudgeJeanine
1193679563747934209 2019-11-10 18:59:20 -0400 <altruism030605> @realDonaldTrump You know you are guilty of breaking so many laws You break them or admit to it every time you are on camera   Just trying to keep your base happy  by saying the. Same things  over and over.  Question What's in those tax forms? People find it that scares the hell out of you
1193679563664056323 2019-11-10 18:59:20 -0400 <MaholoJim> @realDonaldTrump Really?
1193679563475365888 2019-11-10 18:59:20 -0400 <howruinspanish> @realDonaldTrump @NikkiHaley  https://t.co/r0PTgDvxnJ
1193679563378843650 2019-11-10 18:59:20 -0400 <Nurnberg> @TheJusticeDept @FBI @realDonaldTrump @DonaldJTrumpJr @POTUS @UnitedNationsGH Get these infiltrators (The UN) out of our country!
1193679560958783488 2019-11-10 18:59:19 -0400 <TribbleIndustr1> @OctoberRusted @PWeepingAngel @POTUS @realDonaldTrump @DonaldJTrumpJr @DevinNunes Let them scuttle their own system. But, be ready to maneuver to other platforms. We have been seeing for years since 2012 a systematic overt and covert removal of everything from shelf to website that would be the ammo vs. establishment.
1193679560933404674 2019-11-10 18:59:19 -0400 <vanallenmark> @RichSementa @GreggJarrett @realDonaldTrump Well , if you don’t count  The confession by trump on numerous occasions  The confession by Trumps personal lawyer  The confession by trumps chief of staff  The call summary that backs up those confessions And all the under oath testimony by witnesses.. Then zero evidence
1193679560304451591 2019-11-10 18:59:19 -0400 <DoritosNoah> @realDonaldTrump You can read?
1193679559599837184 2019-11-10 18:59:19 -0400 <JackFrostNFL> @realDonaldTrump Blah, blah, blah,... Trump is full of s*#*!  VoteBlue! DumpTrump!
1193679557166911488 2019-11-10 18:59:18 -0400 <ScottCDunn> @bettyboop7499 @HANSENWT1 @capricorn1860 @w_terrence @realDonaldTrump @TPUSA We live in an oligarchy:  https://t.co/dlRszhLfrg "Multivariate analysis indicates that economic elites and organized groups representing business interests have substantial independent impacts on U.S. government policy,  while average citizens have little independent influence."
1193679555590004737 2019-11-10 18:59:18 -0400 <zimmy1998> @a_degeatano @RepDanKildee @realDonaldTrump False. That is categorically false.  The House has led impeachment investigations and inquiries without a special counsel a dozen times, including one Presidential impeachment inquiry.  Why do you want to believe lies?
1193679555384561664 2019-11-10 18:59:18 -0400 <ismaelvelez10> @figuereo_rafael @realDonaldTrump But the republicans impeached him for far less than what trump is doing right now, so he ask for it, so let him get impeached I have no problem with a president commits impeachable offenses wether he’s Democrat or republican. If they do shit to get them@impeached then they get it
1193679555279626240 2019-11-10 18:59:18 -0400 <chongbarron10> @realDonaldTrump @LindseyGrahamSC Years of crooks took over our government, that’s the problem. We have lot more draining to do yet. God Bees our country &amp; God bless our President Trump 🙏🇺🇸🚂💪😇💝💖
1193679554377928704 2019-11-10 18:59:17 -0400 <Stephen26794256> @realDonaldTrump ......NEVER SHOULD HAVE OCCURRED...CONGRESS APPROVED THE MILITARY SUPPORT TO REPEL ....RUSSIA. RUSSIA IS A BAD THING,  NOT A GOOD THING...PUTIN IS KGB...THIS IS USA...ERRRF..
1193679553950035968 2019-11-10 18:59:17 -0400 <shallit43> @VoteMarsha @realDonaldTrump Translation:  "I am happy to overlook clear evidence of bribery, conspiracy, and treason, in order to further my party.   Party over country!"
1193679552364589057 2019-11-10 18:59:17 -0400 <WatchDelaware> @MonkeysMom00 @emrazz @charliekirk11 @realDonaldTrump Sore loser whining another loss to Trump
1193679551479664641 2019-11-10 18:59:17 -0400 <contomanolis> @realDonaldTrump Presidential standards and integrity are nonexistent today! Ignore the Republican lies and obsession with staying in office! #DumpTrump2020
1193679547717312512 2019-11-10 18:59:16 -0400 <MarkusMcCode> @NewGopforUSA @realDonaldTrump @NikkiHaley  https://t.co/xCzUYxBqol
1193679547490635777 2019-11-10 18:59:16 -0400 <marthamydear33> @realDonaldTrump  https://t.co/ic9gnG0bbn
1193679545980850176 2019-11-10 18:59:15 -0400 <DanielPantss> @GOPLeader @realDonaldTrump Showing up to Wednesday’s public #impeachment hearing like  https://t.co/kIwR0o95Qd
1193679544810557440 2019-11-10 18:59:15 -0400 <ChadReisser> @VoteMarsha @realDonaldTrump Marsha, Jesus warned us against people like Donald Trump...  and yet here we are.
1193679544558989314 2019-11-10 18:59:15 -0400 <GretchenInOK> @cat_deviney Turns out, “average working Americans” who elected and continue to support @realDonaldTrump are ABOVE average when it comes to our desire to Keep America Great!  Power hungry Establishment politicians and bureaucrats have been outed as conscienceless and self-serving!
1193679543434915846 2019-11-10 18:59:15 -0400 <houseboatbob65> @GOPChairwoman @realDonaldTrump He will need it for lawyers
1193679542528790528 2019-11-10 18:59:15 -0400 <Benzkat1313> "Waging a war against whistleblowers" that's OBAMA'S LEGACY!Any whistleblowers that came forward ended up prosecuted for ESPIONAGE! MEDIA DIDN'T CARE! #TDS #FakeNews #KAG #MediaBias @realDonaldTrump 2020!  https://t.co/k81gJqhpPL
1193679540968546304 2019-11-10 18:59:14 -0400 <CinderPugs> @SenBlumenthal @MomsDemand @shannonrwatts @NRA is not imploding @GOP are not imploding @SenateGOP are not imploding @realDonaldTrump is not imploding  LITHIA, Fl — An 8-mo pregnant woman used an AR-15 to kill a burglar after 2 🦸🏻‍♂️🧟‍♂️men entered her Florida home &amp; attacked her family.  People are dangerous, not guns.  https://t.co/FGWf9sifz6
