1028430862755549185 2018-08-11 19:59:59 -0400 <gwynnedm> @Christo06145132 @tkheller916 @realDonaldTrump You clearly have no idea what a good job is.
1028430846292881408 2018-08-11 19:59:55 -0400 <ShinAkuma0003> @Tom29801973 @WriteSmitty @realDonaldTrump Lmao....
1028430844036362245 2018-08-11 19:59:55 -0400 <CarolKatch> @realDonaldTrump @realDonaldTrump Most Americans think about of Kanye West as they do of you.  Rich, over indulged American's who don't have a clue about what is really happing in this country.
1028430843205898240 2018-08-11 19:59:54 -0400 <justsayinginNYC> @realDonaldTrump Wait, didn’t you say ‘good people on both sides!’ Come on, make up your mind already. Strike that, gotta have one to do that. &lt;fool/&gt;  https://t.co/A0fZvS1erN
1028430842639642626 2018-08-11 19:59:54 -0400 <TimC_1960> @SeanSuperElite @CNN @realDonaldTrump CNN is a fake news organization that spreads leftist democrat propoganda 24 hours and 7 days per week.   If  anyone thinks they will support America then everyone will be mistaken.
1028430840865476609 2018-08-11 19:59:54 -0400 <TahoeBoulder> @susanqhk @FlyinOBriensky @VStewartNYC @2012coj @robert_sicario @Johnoco65606066 @carlson_ph @deotonic @realDonaldTrump ha. Susan is just coming in to enjoy this round of T-Rex Testosterone fest.
1028430839992868864 2018-08-11 19:59:54 -0400 <Momma_Flo> @realDonaldTrump Just because we HATE Trump does NOT mean we dont love our country
1028430832111964161 2018-08-11 19:59:52 -0400 <PoliticsSmugu> @RyanHillMI @realDonaldTrump Giving police and ICE more power to crack down on gang violence will dramatically decrease overall gun violence. Change my mind.
1028430831876943872 2018-08-11 19:59:52 -0400 <v659NOS> Can’t believe the world still tolerates Kings and dictators and demagogues #Saudis_are_deeply_concerned_about #russia @realDonaldTrump   https://t.co/Ilwwd4jWNt
1028430831784607749 2018-08-11 19:59:52 -0400 <brickroo_joe> @realDonaldTrump You are really creepy mate.
1028430827531644928 2018-08-11 19:59:51 -0400 <Lori2cay> @BlondieLady2 @RobCalfee @dailyblastlive @aljackson @BrandonLondonTV @jeffschroeder23 @EricaCobb @SamSchacher @NFL @FS1 @SportsCenter @espn @realDonaldTrump Why? Protests need to be in full view to have an impact. People that say they don't want to see it when they paid to see a game....then close your eyes. If I were at a game I would be kneeling with them. What our flag stands for is not our current reality. They have the right.
1028430827435315200 2018-08-11 19:59:51 -0400 <Gordon89278359> @Strickalator @realDonaldTrump Did you condemn last weekend in Chicago when 12 were killed and 63 injured? All senseless violence is to be condemned.
1028430823975002112 2018-08-11 19:59:50 -0400 <Nateyadogbro> @WhoKares34 @USLadies4Trump @SiddFinch_86 @dopaminediscord @dailyblastlive @aljackson @BrandonLondonTV @jeffschroeder23 @EricaCobb @SamSchacher @NFL @FS1 @SportsCenter @espn @realDonaldTrump Supposed to be "USladies4teump", more like "neckbeardedRusskies4drumpf"
1028430823404388352 2018-08-11 19:59:50 -0400 <SabraDarling> @realDonaldTrump Wait! Wait! I know something that rigged. Your election  https://t.co/hWAkIOfkyF
1028430822058217472 2018-08-11 19:59:49 -0400 <capthuni> @phyllisj1003 @project21words @realDonaldTrump @GOP I think it was Hillary and Obama that sold Uranium to Russia wasn’t it?
1028430821034668033 2018-08-11 19:59:49 -0400 <joelkeppeler1> @realDonaldTrump Yeah.....biker gangs have always been know as great people 🙄
1028430819038257153 2018-08-11 19:59:49 -0400 <jakes_gg> @brenda_hinchman @pearly2004 @tedcruz @BetsyDeVosED @HillaryClinton @SenTedCruz @BetoORourke @TheDemocrats @GOP @realDonaldTrump 🤨 There’s no reasoning with crazy. Good night.
1028430818857771008 2018-08-11 19:59:49 -0400 <BluGreyhound> @realDonaldTrump #moron
1028430815703826432 2018-08-11 19:59:48 -0400 <mlwag1> @maggieNYT @realDonaldTrump “As if”??? Seriously, why isMaggie back on Twitter? 🙄🙄
1028430813631836162 2018-08-11 19:59:47 -0400 <PoliticalInqui2> @downtheline11 @vanreuter @jon__morris @silveraa @realDonaldTrump So you're saying that when I'm 65 (42 years from now), I'm going to get every penny I paid into social security?
1028430812193075200 2018-08-11 19:59:47 -0400 <maribburns> @Sandykikimunch1 @PalmerReport @realDonaldTrump  https://t.co/FM9WaMljmT
1028430811283054592 2018-08-11 19:59:47 -0400 <NathanHale2000> @realDonaldTrump If you really believe this, stop defending racism.
1028430809781424130 2018-08-11 19:59:47 -0400 <exinkygal> @realDonaldTrump No she didn't. Same old conspiracy theories. #trumpmisleads #trumplies  https://t.co/dsdnCHmFo6
1028430807688523779 2018-08-11 19:59:46 -0400 <ElZulfiqar> "time" @realDonaldTrump  https://t.co/Dhp9clVgLW
1028430803632574464 2018-08-11 19:59:45 -0400 <sjsadow> @MSNBC @realDonaldTrump claims to hire the best people—so that would be the best lowlife.
1028430801652858880 2018-08-11 19:59:45 -0400 <TeriAnd65501428> @realDonaldTrump you lie
1028430800759316480 2018-08-11 19:59:44 -0400 <CampbellShawnte>  https://t.co/VgOviYAkfl Hmmm @realDonaldTrump has brought out all liars. He made it seem so easy everybody's trying it..
1028430800717471744 2018-08-11 19:59:44 -0400 <BGuire2> @realDonaldTrump Where are the children?
1028430800403005440 2018-08-11 19:59:44 -0400 <JuSt1ndependent> @GOP @realDonaldTrump Nope...no hearings until after midterms...
1028430798830092289 2018-08-11 19:59:44 -0400 <liammom61> @fmrusmcvet @JKolkin @realDonaldTrump Bot ^^^^ say what??
1028430796644855809 2018-08-11 19:59:43 -0400 <thedoggeneral1> @realDonaldTrump
1028430794140790784 2018-08-11 19:59:43 -0400 <shellie_sh> @JacobARossi @kelliwardaz @realDonaldTrump @SenCoryGardner @JeffFlake Vote blue period!
1028430792224137216 2018-08-11 19:59:42 -0400 <93SportySue> @Beezzwaxx99 @ChrisJZullo @realDonaldTrump What are you paying now?
1028430790550544384 2018-08-11 19:59:42 -0400 <JosherSquasher> @allfortrump3 @stockguy61 @realDonaldTrump You gotta work on your Russian-to-English subroutines, comrade
1028430788872876033 2018-08-11 19:59:42 -0400 <group_solipcism> @realDonaldTrump Do you believe our president wouldn’t call out Putin until he came home from Helsinki? Biggest fraud of a president EVER! Small hands weak backbone
1028430786490454016 2018-08-11 19:59:41 -0400 <Blastvee> @nonisarttwit @SentientS18 @LoerReloer @realDonaldTrump Correct, but when white supremacist kill, the news is all over it, but when black supremacist or Antofagasta kill, you hear nothing
1028430785890721794 2018-08-11 19:59:41 -0400 <macedonian069> @CptBlackCaesar @jasmineweidenb1 @FrangibleRocker @realDonaldTrump Nice whataboutisms, but not relevant and debunked
1028430780840722432 2018-08-11 19:59:40 -0400 <HENRY30126252> @realDonaldTrump  https://t.co/tBAhoU1qvD
1028430778886057984 2018-08-11 19:59:39 -0400 <Jacquel90966358> @realDonaldTrump So glad you followed what was written. What a good boy you are.
1028430777149808642 2018-08-11 19:59:39 -0400 <sarahmaksf> @realDonaldTrump Will they pay for the wall now?
1028430775996297221 2018-08-11 19:59:38 -0400 <billylab> @realDonaldTrump FAKE NEWS from the SUPREME CON ARTIST
1028430775149109253 2018-08-11 19:59:38 -0400 <rwmercer> @realDonaldTrump Poor Kanye has serious mental health issues. Stop using him.
1028430774406705153 2018-08-11 19:59:38 -0400 <Adam__ventura> @realDonaldTrump If they truly loved our country why do they outsource their production of their Trump shirts to save cost? Is our country worth less than a couple dollars?
1028430773760577536 2018-08-11 19:59:38 -0400 <RonBartholomew9> @realDonaldTrump  https://t.co/8XVcZtLUqM
1028430772108111872 2018-08-11 19:59:38 -0400 <madavis323> @realDonaldTrump #TooLittleTooLate #RacistInChief
1028430769109327872 2018-08-11 19:59:37 -0400 <Bmhkitchenwitch> @realDonaldTrump Lol. I thought he was talking about the rap artist Nelly at first....
1028430768916160513 2018-08-11 19:59:37 -0400 <southgateharper> @realDonaldTrump @jimmy_dore @FoxNews @MSNBC @NPR
1028430767121199104 2018-08-11 19:59:36 -0400 <DonnalynPolles> @realDonaldTrump We'll have peace when you're in jail. Get out of OUR Oval Office! #Impeach45
1028430761110556673 2018-08-11 19:59:35 -0400 <kirkforreal> @maggieNYT @realDonaldTrump Psst, Maggie - so is he.
1028430758237548544 2018-08-11 19:59:34 -0400 <WakeThe_UP> @realDonaldTrump Is this going to be like #StarshipTroopers?
1028430756211773440 2018-08-11 19:59:34 -0400 <Trump_2O20> @shawzam71 @NewsView100 @realDonaldTrump Hahahahahhaha i get it bcauz tromb suporder bot
1028430754441822208 2018-08-11 19:59:33 -0400 <kmindeye> @realDonaldTrump Amen to that! They didn't doctor a 911 tape to stop or thwart racism in this country! They pound and pound the lies until the masses believe! Decades of systematic brainwashing has severely divided and weakened this nation! We are in a very vulnerable position in the world!
1028430752428576774 2018-08-11 19:59:33 -0400 <MrCuda230> @JohnCooper0610 @WC_Conservative @realDonaldTrump LOVE ❤️ IT!
1028430752076242945 2018-08-11 19:59:33 -0400 <Liverpoolengl> @GkhnHyrt @realDonaldTrump Turkey They are powerful people
1028430751799246848 2018-08-11 19:59:33 -0400 <carryingplace> @realDonaldTrump Was he paying of strippers and porno stars like someone we know !!!!!
1028430751711281152 2018-08-11 19:59:33 -0400 <nancy_mahony> @realDonaldTrump Why aren’t we supporting Canada? I remember when America was opposed to human rights violations, @StateDept @StateDRL @statedeptspox 🇺🇸
1028430750281027585 2018-08-11 19:59:32 -0400 <Kaseyslosh1> @realDonaldTrump #KAG2020 🇺🇸🇺🇸🇺🇸
1028430749903605761 2018-08-11 19:59:32 -0400 <Kulprit_34> @realDonaldTrump Are you trying to get shit on with this tweet?
1028430743788244992 2018-08-11 19:59:31 -0400 <Rebel_Angel_III> @arlamay2001 @pixiegurrl @bama_kirby1 @TSearcaigh @realDonaldTrump HA!  Thx Marla!👊🇺🇸
1028430743075078144 2018-08-11 19:59:31 -0400 <wendiie74> @realDonaldTrump Bull shit.
1028430741527506945 2018-08-11 19:59:30 -0400 <LauritaElise> @trencherMT @realDonaldTrump Wake up from your Lala land dream world. Nothing is free.
1028430736800460800 2018-08-11 19:59:29 -0400 <Azman173730335> @maggieNYT @realDonaldTrump Takes one to know one.
1028430736163069952 2018-08-11 19:59:29 -0400 <jeff_brady_33> @realDonaldTrump #resist #pornpayoff  BREAKING NEWS:    Petrified Pecker Preferred Porn Performer Pulled from Publication to Prevent Presidential Publicity Predicament  Film @ 11...if I’m not snuffed out before then...  https://t.co/rHzeTdu9sJ
1028430734384668672 2018-08-11 19:59:29 -0400 <StackhAllan> @WhiteHouse @realDonaldTrump I'm still waiting for him to start.
1028430732396453888 2018-08-11 19:59:28 -0400 <simplysix6> @realDonaldTrump  5) How stupid are you to complain about public protesting by concerned NFLplayers kneeling for the National Anthem when you use public venues to complain/whine about bull$hit!!!
1028430732149092352 2018-08-11 19:59:28 -0400 <BloatJ> @DottiGG @WalshFreedom @realDonaldTrump Did you mean Space Farce?
1028430729578008581 2018-08-11 19:59:27 -0400 <Boschii> @Sanityreturn2us @realDonaldTrump Just....pretty
1028430728663638016 2018-08-11 19:59:27 -0400 <DownWithDonald2> @CBSNews This @realDonaldTrump is why @NFL players kneel
1028430723068252160 2018-08-11 19:59:26 -0400 <realtrondump> @WhiteHouse @realDonaldTrump All of it, little Donnie?
1028430722481176576 2018-08-11 19:59:26 -0400 <karen55777911> @Honey223344 @realDonaldTrump @bill6666 @billmaher Ummmmm, I’m pretty sure he already won and keeps WINNING!!!  Love my POTUS!!!
1028430718018445312 2018-08-11 19:59:25 -0400 <bratacat> @baklarry2 @realDonaldTrump Yes just like his madcap policies, all to our detriment!
1028430717133500416 2018-08-11 19:59:24 -0400 <JFKToole> @realDonaldTrump meh
1028430716671942659 2018-08-11 19:59:24 -0400 <BoogidFfskw2002> For those old enough to remember this game show...’Will the real Donald trump PLEASE stand up!’   The true @realDonaldTrump is the racist; we know that!
1028430715116040193 2018-08-11 19:59:24 -0400 <DrFred57> Interesting yet I just saw s tweet from a Canadian who said a Canadian journo went to PR and said this report isn’t true.  @realDonaldTrump
1028430714298019840 2018-08-11 19:59:24 -0400 <GaylaJP2017> @realDonaldTrump Hundreds......so there were 10?
1028430712599470080 2018-08-11 19:59:23 -0400 <ktny> @realDonaldTrump You realize that many points in the asteele Dossier have proven to be true? #FactsMatter #MuellerTime
1028430712305795073 2018-08-11 19:59:23 -0400 <AliceRogue> @crymeariver6666 @realDonaldTrump Absolutely never. Even worse, no genuine joy with children. And no genuine joy in anyone else in pictures with him.
1028430710753746944 2018-08-11 19:59:23 -0400 <ModernPolymath1> @realDonaldTrump Will our country or even the presidency and the white house ever recover from your treasonous self sitting in the WH with your corrupt administration.
1028430702717665281 2018-08-11 19:59:21 -0400 <BabySleestak> @realDonaldTrump Here’s my favorite picture of my favorite prez! #EveryonesFavoritePresident  https://t.co/zxbgShZvGb
1028430699966148614 2018-08-11 19:59:20 -0400 <trumpforprison7> @IsaiahGuest @daveyboyworking @realDonaldTrump Yes! Well said!
1028430698368126977 2018-08-11 19:59:20 -0400 <JoJosSister> @JimMCCusker4 @heyimamandarose @dailyblastlive @aljackson @BrandonLondonTV @jeffschroeder23 @EricaCobb @SamSchacher @NFL @FS1 @SportsCenter @espn @realDonaldTrump Friend of tRump’s?
1028430697432662016 2018-08-11 19:59:20 -0400 <DynamiteRick> @bony_rabbit @jericho3635 @Unkle_Ken @RealJamesWoods @realDonaldTrump Not everyone who owns a business is a rich CEO. I own an scorp and those tax cuts will greatly benefit us.
1028430693611782145 2018-08-11 19:59:19 -0400 <cmbiund04> @texanspice1 @realDonaldTrump Maybe his new clothes will have green stripes to go with his orange skin?
1028430692944887808 2018-08-11 19:59:19 -0400 <michaelsoy> @realDonaldTrump  Obama: Kenyan LeBron James: dumb Don Lemon: dumb Maxine Waters: low IQ black countries: shitholes black athletes: SOBs Black tenants: unwelcome Black workers: lazy Central Park 5: guilty Mexicans: rapists Muslims: terrorists Indians: fake Nazis: very fine people
1028430690663055360 2018-08-11 19:59:18 -0400 <mdubmachine> @WhiteHouse @realDonaldTrump Except when he golfs
1028430687521538049 2018-08-11 19:59:17 -0400 <J_D_Knight> Narcissist ⁦@realDonaldTrump can never examine his own racist mindset and he’s too craven to offend a base of white nitwit voters.  ⁩Let’s pray we never witness another rally like the one that caused the murder of #HeatherHeyer         #Resistance   https://t.co/a2equgzuhI
1028430687349731328 2018-08-11 19:59:17 -0400 <tikofanster> @realDonaldTrump On both sides.
1028430686749962240 2018-08-11 19:59:17 -0400 <ResisterSusan> @realDonaldTrump Enjoying your vacation? 🙄
1028430686707953664 2018-08-11 19:59:17 -0400 <DesignGroup13> @realDonaldTrump Yes, maybe you should but we know you have a PLAN and are probably about 7 to 10 moves ahead of the Corrupt Deep State. #GodBless #GodHasYourBack
1028430686557036544 2018-08-11 19:59:17 -0400 <HENRY30126252> @realDonaldTrump  https://t.co/ljEl9BjdCR
1028430685151944704 2018-08-11 19:59:17 -0400 <robby4handicap> @TomFitton @JudicialWatch @realDonaldTrump @foxandfriends @FoxNews Tom did you ever think you'd be in love with a man that had sex with a porn star without a condom right after his third wife gave birth? How about a man who kidnapped hundreds of children? How about a pathological liar? Huh? No comment Tom? Thought not.
1028430684837343233 2018-08-11 19:59:17 -0400 <DKdragonflymom> @DearAuntCrabby @sweetonemill @ABC @CBS @NBCNews @PBS @CNN @MSNBC @realDonaldTrump Yes!!! He isn’t there to be seen by those people in the room.  He wants the world to see him.
1028430683775979522 2018-08-11 19:59:16 -0400 <cumberickman> @MichaelAvenatti @LATstevelopez .@SecretaryZinke @SecretarySonny @realDonaldTrump  CALIFORNIANS BELIEVE IN SCIENCE. Your anti-environment, wildlife murdering, forest clearing, climate-denying views are not welcome here.  #MendocinoComplexFire #Redding #California #CaliforniaFires #FireZinke #SaturdayMotivation
1028430680714178560 2018-08-11 19:59:16 -0400 <StressStopper> @oblio88 @realDonaldTrump Best damn characterization of the CIA driven "4 am talking points news media" ever delivered. This isn't journalism. It's just a well defended propaganda machine. ENEMY OF THE PEOPLE = MSM = MS13 (what is the 13th letter of the alphabet?
1028430680030687232 2018-08-11 19:59:16 -0400 <FreedomLosing> @khlafallah @omearan @maggieNYT @realDonaldTrump Maggie is a liberal hack who has zero credibility.   They are all chasing the rabbit into the hole and one man managed to get them all chasing
1028430677904175104 2018-08-11 19:59:15 -0400 <frijidjones> @allsilverlining @eugenegu @realDonaldTrump The flag didn't give anyone anything. It's the constitution that does which contains the first amendment giving these football players the right to protest the way they are.
1028430677497266176 2018-08-11 19:59:15 -0400 <PostTheOnion> @sairs_anne @DearAuntCrabby @realDonaldTrump "stiff"
1028430677425967110 2018-08-11 19:59:15 -0400 <riburton> @DeepStateExpose @realDonaldTrump Bullshit.
1028430676201156608 2018-08-11 19:59:15 -0400 <LaurenTacke> @realDonaldTrump  https://t.co/c0kArqEdXP
1028430675714760704 2018-08-11 19:59:15 -0400 <FurtneyW> @realDonaldTrump Yes it does Mr. PRESIDENT we also support you too.
1028430674842279939 2018-08-11 19:59:14 -0400 <Dizzybutterflyy> @kerrijacobi @UTtanyaTU @lulu_says2 @27_gooner @TIME @realDonaldTrump  https://t.co/WQTmEUgPsU
1028430669440016384 2018-08-11 19:59:13 -0400 <colli1900s> @realDonaldTrump @POTUS Yeah, right.
1028430668638945281 2018-08-11 19:59:13 -0400 <cbcaverly1234> @realDonaldTrump Declassify all the documents
1028430668324323330 2018-08-11 19:59:13 -0400 <jandi_lastiri> @realDonaldTrump real conexión de negocios, precios justos y equilibrio de impuestos please😃
1028430665371410432 2018-08-11 19:59:12 -0400 <patrona1> @realDonaldTrump @GOP So much for winning with your tax scam!
1028430665149284353 2018-08-11 19:59:12 -0400 <GrantDotDotDot> @realDonaldTrump Besides loving their country, they evidently have a particular fondness for autocratic draft-dodgers.
1028430664847175680 2018-08-11 19:59:12 -0400 <salanthus> @realDonaldTrump Yep doing nothing and taking all the credit for it. Thats just your style.
1028430663656067072 2018-08-11 19:59:12 -0400 <Scotladywriter> @realDonaldTrump yeah yeah...you need to be commenting on someons looks....  https://t.co/YhguBbRkIW
1028430663316393984 2018-08-11 19:59:12 -0400 <SnowbirdNina> @realDonaldTrump @realDonaldTrump  Hundreds.  Just like your inauguration.  https://t.co/bzB7gW5cen
1028430662385131520 2018-08-11 19:59:11 -0400 <WPriestman> @realDonaldTrump Blah blah blah.... witch hunt continues. YASSSD
1028430661756088320 2018-08-11 19:59:11 -0400 <Hervemusic> @dailyblastlive @aljackson @BrandonLondonTV @jeffschroeder23 @EricaCobb @SamSchacher @NFL @FS1 @SportsCenter @espn @realDonaldTrump  https://t.co/yTdeQJWQum
1028430661160525824 2018-08-11 19:59:11 -0400 <towerpainter07> @francis_pransis @MaryCar52186774 @Travelismythang @eaglesnest1961 @realDonaldTrump That’s some straight up BS and if you don’t know that you’ve got bigger problems. Manufacturing jobs have been leaving the country for years and the ones that stay often lose workers to robots. To say that Obama is at fault for any jobs leaving is disingenuous at best
1028430660787216384 2018-08-11 19:59:11 -0400 <map301> @SheriffClarke @realDonaldTrump Sadly she begged @realDonaldTrump for a job and he gave her a symbolic job and she screwed it up
1028430660724248576 2018-08-11 19:59:11 -0400 <Danielw24180378> @maggieNYT @realDonaldTrump Hey @maggieNYT, fun game, why don't ask our President about Q instead? I mean it's all fake, right? A conspiracy? Then what is the harm in asking? Seriously, why will none of you so called reporters ask? It is a simple question.
1028430659231141888 2018-08-11 19:59:11 -0400 <Trisha27591989> @abmoore1 @trencherMT @woodman5427 @realDonaldTrump Brain is definitely 5
1028430658505465861 2018-08-11 19:59:10 -0400 <Auggiedogdaddy> @TSearcaigh @realDonaldTrump  https://t.co/nGSVeViQMd
1028430657075249152 2018-08-11 19:59:10 -0400 <roti4so> @AprilDRyan @realDonaldTrump And how is that smirk?
1028430654797533184 2018-08-11 19:59:10 -0400 <ReneeGalvan4> @RealDonaldTrump @SHSanders45  @StephenMillerAL @DanScavino @GOP @SenateDems @MikePenceVP @AFLCIO @CREWcrew @SpeakerRyan @SenateMajLdr @WhiteHouse Poll: Trump is as strongly disliked now as Nixon was before he resigned @CNNPolitics  https://t.co/48TXFUMeby
1028430652989943809 2018-08-11 19:59:09 -0400 <TristanZornes19> @realDonaldTrump Starting to look like your scrambling. Just remember the truth always comes out Mr. President. And when it does your ass is gonna be jail sharing a cell with Manafort. So you’ll fit right in. 😏
1028430652373229568 2018-08-11 19:59:09 -0400 <Unitedshashe> @kennygmanno @PalmerReport @realDonaldTrump What a poor retort.  Facts please.
1028430652235018240 2018-08-11 19:59:09 -0400 <Sydneyquid> @realDonaldTrump .@realDonaldTrump You always forget to mention that the RNC paid to start the dossier. Why? Oh forgot, U don't tell the truth, right?
1028430647503843328 2018-08-11 19:59:08 -0400 <theseanbradshaw> @realDonaldTrump You called them "fine people" you nutcase
1028430647440928769 2018-08-11 19:59:08 -0400 <TBone68> @Nasty_007_ @realDonaldTrump Further to.....  https://t.co/RdoLREhbmy
1028430646342049794 2018-08-11 19:59:08 -0400 <abmoore1> @RealDeanDirksen @eugenegu @realDonaldTrump Oh wait, if we go back to wear this all started, map said he was not protesting the song, he was just using that time to use his 1st amendment. So, your point is way off.
1028430644584570881 2018-08-11 19:59:07 -0400 <debadoo52> @realDonaldTrump You are the Divider In Chief!  Your racist comments are hateful.  What you have done to children and families seeking asylum is cruel.  This text is the epitome of hypocrisy.
1028430640751038465 2018-08-11 19:59:06 -0400 <sassyank> @RealFakeDonal11 @realDonaldTrump We do too , treason, impeachment, prison sentence
1028430639949852672 2018-08-11 19:59:06 -0400 <HorseofW> @dennis0805a @realDonaldTrump Love this!! Better than NFL
1028430634505695232 2018-08-11 19:59:05 -0400 <rwmercer> @realDonaldTrump You “get involved” and the people of this nation will take to the streets en masse and DEMAND your resignation or removal.
1028430633805201408 2018-08-11 19:59:05 -0400 <bevieric> @realDonaldTrump Says trump the traitor
1028430633138307072 2018-08-11 19:59:04 -0400 <Emmaline8266> @Newsweek Well, yes. She is. However, @realDonaldTrump you knew she was a scorpion when you hired her. In fact, that's what you like about her. She's so much like you - a backstabbing opportunist. #bestpeople
1028430632693714944 2018-08-11 19:59:04 -0400 <HelenSh98863282> @Houseofmouse68 @fillingame_s @WriteSmitty @realDonaldTrump Fact check: The company in question has existed in some form since the 90s. But hey,  as long as the base buys the lies, who cares...  https://t.co/6gPcARLs4S
1028430630592208896 2018-08-11 19:59:04 -0400 <hopealmeda> @thebradfordfile @realDonaldTrump Finally, a president that actually cares about the welfare of our country. A man who keeps promises and is not afraid of the swamp creatures!. I love my President!
1028430630504284160 2018-08-11 19:59:04 -0400 <MangoDuckie> @realDonaldTrump On Saturday, reporters asked Trump during an event at his golf club in New Jersey if he felt betrayed by Manigault Newman. He responded: "Lowlife. She's a lowlife." Way to keep it classy Donald. You're such a tool.
1028430629229101056 2018-08-11 19:59:03 -0400 <sorayamarty> @SalMistretta1 @Jthundertruth @Krustofski_ @realDonaldTrump Oh, I get it now. That's what they're asking for him to. Makes sense now 😂
1028430627346034689 2018-08-11 19:59:03 -0400 <concernedrepubl> @realDonaldTrump Donald, the FBI still has an astounding reputation.  If the American people did not trust the FBI, our members of Congress would fix.  You are marked in the history books as a traitor of the U.S.   Whether through direct or indirect knowledge, You have proven your incompetence.
1028430624154038272 2018-08-11 19:59:02 -0400 <simpleman101010> @realDonaldTrump Bro, stop.
1028430623273361408 2018-08-11 19:59:02 -0400 <JFKToole> @realDonaldTrump meh
1028430622606417921 2018-08-11 19:59:02 -0400 <EMesaLaw> @realDonaldTrump A year later!!!
1028430622119944198 2018-08-11 19:59:02 -0400 <TahoeBoulder> @Johnoco65606066 @susanqhk @FlyinOBriensky @2012coj @robert_sicario @carlson_ph @deotonic @realDonaldTrump I told you why..
1028430619364274176 2018-08-11 19:59:01 -0400 <gwynnedm> @tenorjim1 @tkheller916 @realDonaldTrump True Americans? You mean Russia lovers.
1028430619091513345 2018-08-11 19:59:01 -0400 <stainedglassdig> @eveysue @realDonaldTrump Poor sad people who got nothing better to do with their time than follow Trump around and offer up their delusional opinions.
1028430617900404737 2018-08-11 19:59:01 -0400 <HMuhls1> @bill_auclair @KathleenMcCarr8 @realDonaldTrump @TeaPainUSA @mcspocky Yeah...great people he’d have nothing to do with if it didn’t benefit him. 🤢
1028430615916437504 2018-08-11 19:59:00 -0400 <VHBigSlickAAA1> @GovMikeHuckabee @realDonaldTrump They are VERY FAKE NEWS‼️
1028430614318522368 2018-08-11 19:59:00 -0400 <orangemoon44> @Goss30Goss @realDonaldTrump Not everyone at unite the right was a nazi. He was talking about those people. Not that hard
1028430613899038720 2018-08-11 19:59:00 -0400 <TheCheleHappy> @realDonaldTrump Blah blah blah...same old boring rhetoric. You've peaked. You're predictable, repetitive and irrelevant. #IMPEACHTRUMPNOW  https://t.co/yv0fwuOcFP
1028430612019990528 2018-08-11 19:58:59 -0400 <PhotographyLvr> @Victor90253040 @mikebank_ @ironequipment42 @Goss30Goss @realDonaldTrump Dream on . Trump is a fraud and a disgrace!
1028430611609001984 2018-08-11 19:58:59 -0400 <theriponshadow> @jeffmason1 @realDonaldTrump Meeting New Jersey Bikers? Hell's Angels? What the hell is @realDonaldTrump doing? Getting biker gangs to support him when he's lead out of office? What a Gangster.
1028430608429531136 2018-08-11 19:58:59 -0400 <MsJawlz> @mrsgapril21 @JoeCostello @realDonaldTrump Why would he STOP it? He initiated it.  "Russia, if you're listening..."
1028430606152212481 2018-08-11 19:58:58 -0400 <Jacquelineb1966> @dermarmp @realDonaldTrump Es increíblemente incapaz.Siento pena por los estadounidenses.
1028430605820690433 2018-08-11 19:58:58 -0400 <stef4freedom> @realDonaldTrump This is the Democrat party's REAL platform. All the SJW junk is to distract from their real motive of milking the system and getting kickbacks.. and their useful idiots think they care...🤣🤣🤣🤣🤣🤣😂
