933122852068384768 2017-11-21 18:59:59 -0400 <WildAtHeart45> @The_Trump_Train @RogerRatzazz13 @realDonaldTrump  https://t.co/GbZmtzZbWL
933122819604566016 2017-11-21 18:59:51 -0400 <BethPendergraf1> @Bipartisanism @BarusArus This is why @realDonaldTrump, @SenateJudiciary, &amp; @ChuckGrassley, @GOP are hi-jacking the process for confirming Federal Judges, like @brettjtalley, etc. with no experience! #DemsFightBack
933122819075928064 2017-11-21 18:59:51 -0400 <RandyKrone> So @kathygriffin says she can’t get work after her demented pic of @realDonaldTrump   You made your bed Kathy, now sleep in it!  #nosympathy
933122817863929856 2017-11-21 18:59:51 -0400 <helper05659445> @realDonaldTrump Apple does not fall far from tree, his father reason son is a thief !
933122809596801024 2017-11-21 18:59:49 -0400 <DragonflyMama7> @caroljmohr @eileenvn @n0ahboa @realDonaldTrump @FLOTUS   https://t.co/3mqXflkacR
933122809030742016 2017-11-21 18:59:48 -0400 <EllisonTeri> @LouisFLeo @kwilli1046 @HouseGOP @HouseDemocrats @realDonaldTrump @VP @jaketapper @TuckerCarlson @andersoncooper They’re not interested in America first.
933122805192736768 2017-11-21 18:59:47 -0400 <nbkdsm2> @politico @michaelcrowley @realDonaldTrump oh another Nevil Chamberlin and the Sudetenland?
933122804668686337 2017-11-21 18:59:47 -0400 <aka_ioli> @EdKrassen @IRdotnet @realDonaldTrump Lol! Too funny and spot on
933122800570658816 2017-11-21 18:59:46 -0400 <Elyk247R> @realDonaldTrump please save #NetNeutrality. #WeWantThis
933122799018881024 2017-11-21 18:59:46 -0400 <CraigCo62> @SexayGreekGeek @realDonaldTrump Spit out some good scotch!!!!!!!!  THANKYOU!!!
933122795193503747 2017-11-21 18:59:45 -0400 <cmhyatt79> @HuskerBG @NBCNews @realDonaldTrump Don't get me wrong Hitler was a horrible person but he was not stupid. His intentions were bad but his leadership ability was far superior to @realDonaldTrump.
933122793528578048 2017-11-21 18:59:45 -0400 <LeeleeBeeGood> @realDonaldTrump Is this what you feel our most pressing issue is?
933122788147175425 2017-11-21 18:59:43 -0400 <MatthewStover7> @LoraGrigonis @realDonaldTrump   https://t.co/pJICp2ZuiW
933122786050039808 2017-11-21 18:59:43 -0400 <DefendAssange> @realKevinNutt @realDonaldTrump Partly, hence of 'some form'.
933122782191218690 2017-11-21 18:59:42 -0400 <mnorthamericaga> @SiddonsDan @POTUS @realDonaldTrump @AftertheBell Trump train
933122776394846208 2017-11-21 18:59:41 -0400 <GailRule1> @Peoples_Pundit @realDonaldTrump Because of course, these shoplifters were deserving a lift on Air Force One 😳😳😳😂😂😂😂😂😂
933122776113778688 2017-11-21 18:59:41 -0400 <ben_moxley> @realDonaldTrump please don't let us lose #NetNeutrality, it will hurt our ability to use the internet to learn and share ideas from one another and net neutrality needs to be protected.
933122774603837443 2017-11-21 18:59:40 -0400 <marybuck007> Oh, oh, @realDonaldTrump  https://t.co/yx2uPyorvd
933122773701967874 2017-11-21 18:59:40 -0400 <MissiMaes> @realDonaldTrump @foxandfriends @Varneyco Lier
933122767779717122 2017-11-21 18:59:39 -0400 <arkreader> When young I used to hear the phrase “Any #Democrat , even a yellow dog Democrat over a #Republican “. I guess now the phrase “Any #Republican , even a #pedophile over a Democrat.” The @GOP &amp; @realDonaldTrump OWN THAT along w/ #Alabama #Talibangelicals . #Jesus loves the children
933122767184105472 2017-11-21 18:59:38 -0400 <SamanthaDelVec1> @AlwaysActions @realDonaldTrump My hero right there
933122756715016192 2017-11-21 18:59:36 -0400 <sardiusSTARrest> Trump endorsed #RoyMoore stating that the pedophilia n molestation happened over 40 years ago so to @realdonaldtrump their accusations aren't valid n Moore isn't a liar. I'd like to see what he'd do if his children were attacked n not believed. He'd have the violator executed.
933122756362883073 2017-11-21 18:59:36 -0400 <rickatoni> @ursamajr @DTrumpPoll @realDonaldTrump @MooreSenate Well, I guess what do expect you when trump is already an alleged pedophile. It probably made him like  Moore better.
933122755955970048 2017-11-21 18:59:36 -0400 <KerriJersey> @pollardqb23 @mattjcote @realDonaldTrump False. There is a reason why many New Yorkers hate him. They know him. This is him. Always has been
933122748083310592 2017-11-21 18:59:34 -0400 <woofeous> @PoliticalShort @michellemalkin @realDonaldTrump Own Border Agents should have overhead drones with them, at all times to spot &amp; track violators!!!  https://t.co/qlpOBJxsfO
933122742131548160 2017-11-21 18:59:32 -0400 <hardcore_lib> .@shannonrwatts - I will gladly have a bitches back throughout the fight against .@MooreSenate and .@realDonaldTrump . Just say when. (did that sound right??)  https://t.co/SafuLaDLT9
933122741112360961 2017-11-21 18:59:32 -0400 <BanjoHfuhruhur> @JulianAssange @bawteach @realDonaldTrump You child.
933122739929538561 2017-11-21 18:59:32 -0400 <meltingseaglass> @carrerapulse @LeahR77 @realDonaldTrump
933122737626845184 2017-11-21 18:59:31 -0400 <Jderosia1> @OpieRadio @realDonaldTrump K
933122735265472512 2017-11-21 18:59:31 -0400 <Tangoer121> Billy Bush,Charlie Rose get fired, women cone forth with sexual acusation against actors, politicians &amp; justice seems to b taking action, so WHY NOT ON @realDonaldTrump Im so done. #cnn #MSNBC #chriscuomo #cbs
933122735131234305 2017-11-21 18:59:31 -0400 <TurkeyLSX> @realDonaldTrump BUILD THE WALL!
933122734950928384 2017-11-21 18:59:31 -0400 <elvondrake> @washingtonpost Are you jealous donnie?  https://t.co/M8XBE1MpxJ @realDonaldTrump @PedophileInChief @HouseGOP @SenateGOP @HouseDemocrats @SenateDems @dncpress @AC360 @morningmika @JoyAnnReid @DavidCornDC @CapehartJ @Eugene_Robinson @NicolleDWallace @chucktodd  @AriMelber @SteveSchmidtSES @maddow
933122734103678976 2017-11-21 18:59:31 -0400 <Tida391990> @LubnaArikat @Scavino45 @realDonaldTrump @POTUS @WhiteHouse @PressSec @WHNSC @IvankaTrump When will u be moving to Russia?
933122733055000576 2017-11-21 18:59:30 -0400 <SoCalValleyGal> @infinity1120 @ivonbel1 @MinogueMelissa @Joy_Villa @realDonaldTrump Always about attention for Joy. It wasn't her idea to wear the MAGA dress. It was the designers idea. She has worn his dresses in the past for shock factor. This was one of his dresses too.  https://t.co/ColgmRcqbt
933122732736335872 2017-11-21 18:59:30 -0400 <GldnHorde> @SenWarren @realDonaldTrump @FCC U mean away from the rich and powerful govt?😂😂😂
933122732660744192 2017-11-21 18:59:30 -0400 <JC080496> @CNNPolitics @realDonaldTrump @GOP Just like the Tax plan is not good for the country, Roy Moore not good for the country, you're not good for the country, Zinke not good and lets not forget free access on the internet and global warming. You don't speak on them.
933122729204764673 2017-11-21 18:59:29 -0400 <ecarrier71> @murdock1449 @uscwendy7 @ReggieBush @realDonaldTrump And by my boy you mean YOUR president??
933122723139657728 2017-11-21 18:59:28 -0400 <amateoleiva> The @realDonaldTrump's presidential motorcade didn't pass through West Palm until well after dark, but that didn't stop protesters and supporters from coming out and watching the show. #TrumpInPalmBeach  https://t.co/U8J0Q7hey4
933122722699280385 2017-11-21 18:59:28 -0400 <wangosaur> @realDonaldTrump as a historic leader of this great nation, please stand up for the interests of the people. Protect equal access to an open internet #SaveNetNeutrality
933122721076137984 2017-11-21 18:59:27 -0400 <Pattism54963114> @realDonaldTrump   https://t.co/kJ3opfEgco
933122715745243137 2017-11-21 18:59:26 -0400 <Aviater> @realDonaldTrump so let me get this straight, if a woman says a man is a dog and tried to get in her pants, MSM rightfully can destroy him. CASE CLOSED?
933122714608418816 2017-11-21 18:59:26 -0400 <pkuhn52> @realDonaldTrump You should join them.
933122710133198848 2017-11-21 18:59:25 -0400 <RAnderson888> @_ItsSavannah_ @realDonaldTrump That’s right!
933122708547579905 2017-11-21 18:59:24 -0400 <patyvillaescusa> @EdanClay @realDonaldTrump That is SAD and very DANGEROUS🚨
933122707922784257 2017-11-21 18:59:24 -0400 <tflerlag> @realDonaldTrump Get it? Because that’s where it seems the government sends all of the turkeys it has pardoned.
933122707578744832 2017-11-21 18:59:24 -0400 <flipflop4u2> @wolfblitzer @realDonaldTrump @CNN 6/ 2 explain that his “great” investigators were finding so much info that was really going 2 prove obama was born in kenya &amp; we wouldn’t
933122707159359489 2017-11-21 18:59:24 -0400 <carlbay2> @RealDJTrumpTeam @realDonaldTrump okay enough, of patting yourself on the back if you pat it much more you will break a arm.
933122706270126081 2017-11-21 18:59:24 -0400 <Seattledann1> @realDonaldTrump you're disgusting, you fat pig, we'll see who wins in the end, you fuck.
933122704747704320 2017-11-21 18:59:24 -0400 <waitingFor46> @avengerxmn @mryannagy @realDonaldTrump @FLOTUS Then she shouldn't have stripped and posed for it. It's not some "leaked photo" for crying out loud.
933122702893895680 2017-11-21 18:59:23 -0400 <refandmary> @realDonaldTrump No fun in it with you holding the office. Go support a pedophile and take the next yacht to Russia
933122693817421826 2017-11-21 18:59:21 -0400 <tech_52> @HeidiPrzybyla @hardball @realDonaldTrump What is he talking about? Wrong on so many levels coming from him.
933122692668116992 2017-11-21 18:59:21 -0400 <WyrdChyk> @realDonaldTrump There are plenty of Mexican crime lords  who love to get their hands on #MarshawnLynch. He would draw a pretty penny on the kidnapping market.  https://t.co/J6H7Xq4TJD
933122690134749184 2017-11-21 18:59:20 -0400 <pxrk666> @stillnegusbee @kingsley_35 @realDonaldTrump Snoop 4 president 2020
933122690080296961 2017-11-21 18:59:20 -0400 <RebeccaLSpires1> @MrSoNso21 @SheriffClarke @realDonaldTrump Yuk, yuk, yuk...so stupid.
933122688658366466 2017-11-21 18:59:20 -0400 <ProfessorTori1> @realDonaldTrump  https://t.co/pgrtwgIJC3
933122688461111296 2017-11-21 18:59:20 -0400 <angelgio2008> @DonnaWR8 @realDonaldTrump You need your head checked lady keep drinking that punch you know, the Kool-Aid, so it keeps you punch drunk delusional
933122688104706055 2017-11-21 18:59:20 -0400 <TimTimcollins52> @guardian @realdonaldtrump and Roy Moore “ birds of a feather”
933122684543574017 2017-11-21 18:59:19 -0400 <Dougydoug79> @shawnaconradme @RealMAGASteve @Kimbraov1 @POTUS @realDonaldTrump Kinda surprised it got aired!😂
933122684476461056 2017-11-21 18:59:19 -0400 <davidjohnjr> @BillZankich @JulianAssange @realDonaldTrump No.
933122681687310336 2017-11-21 18:59:18 -0400 <Liberated30> @realDonaldTrump @thebradfordfile @FLOTUS I so enjoyed this!!!
933122680269586435 2017-11-21 18:59:18 -0400 <marystudeny> Still no power, water, food in many areas so @realDonaldTrump removes access to hospital ship? WHY? @SenateGOP @GOP  Trump inexplicably withdraws naval hospital ship from Puerto Rico during time of need. #PuertoRico   https://t.co/kdAaHcFv43 via @shareblue
933122675920265216 2017-11-21 18:59:17 -0400 <ejkjr> @Brad_S_Brewer @therealroseanne @realDonaldTrump Umm I think you forgot the 16 women who have accused @realDonaldTrump of sexual harassment. If you believe it for one then you believe it for all including trump.
933122675853193217 2017-11-21 18:59:17 -0400 <Oastica2017> @realDonaldTrump #IAMYOU  THANK YOU TO THE GALACTIC COUNSEL, THE ELDERS, PRESIDENT TRUMP AND ALL INVOLVED FOR RELEASING THE 800# FOR OUR RV EXCHANGE AND THE LIBERATION OF HUMANITY. YOU WILL BE COMMENDED BY HEAVEN! SO BE IT!
933122673902841856 2017-11-21 18:59:16 -0400 <Edwardalex457g5> @realDonaldTrump Hey Facebook will block you for posting this said it promotes suicide are they that stupid that they would jump off a building  https://t.co/pwamzBy5pI
933122671843397632 2017-11-21 18:59:16 -0400 <Loraine80737353> @SenWarren @realDonaldTrump @FCC Www yhhbnlkp08u ? 98 Poppy
933122670652047361 2017-11-21 18:59:15 -0400 <VestigesLCRI> @GunnerVike @ILoveHillaryC @lefty3761 @maydaymindy9 @realDonaldTrump Oh you are definitely insane. And definitely a Trump supporter. When Trump is investigated by the ethics committee, as he should be, I'm sure even some right wing media will have the results. Enjoy!
933122667460280320 2017-11-21 18:59:15 -0400 <LasVeg1976> @ulrik_s @charliespiering @realDonaldTrump Those two guards weren't running for public office. That's not what he meant so you can take things out of context all you want.
933122662733418496 2017-11-21 18:59:14 -0400 <Hunter57718023> @realDonaldTrump I don't think your smart, but you can't possibly be this fking retarded.. It's literally impossible.
933122660699078656 2017-11-21 18:59:13 -0400 <Onewholuvsmykun> @valsthewoman @ReneeCarrollPhx @realDonaldTrump This shows just how much of a #Coward they are.
933122659990343680 2017-11-21 18:59:13 -0400 <whiporwillows> @TheReplyGuy224 @PA4TRUMPD @LadyBug62642 @HMMTLZ1 @OyeKaren17 @realDonaldTrump @FLOTUS I dunno what liberals are talking about. I’m an independent.
933122658291539969 2017-11-21 18:59:12 -0400 <speakup316> @EddiePattiRay1 I think you’re looking for @realDonaldTrump.
933122656634834945 2017-11-21 18:59:12 -0400 <hexicGrind> @realDonaldTrump please save #NetNeutrality #WeWantThis!!! @AjitPaiFCC @MClyburnFCC @mikeofcc
933122654478979072 2017-11-21 18:59:12 -0400 <colonel_lingus> @realDonaldTrump He better say thank you!
933122654298607618 2017-11-21 18:59:12 -0400 <FatherOfWagons> @realDonaldTrump Meanwhile, @POTUS endorsed an accused child molester for senate.  So much winning.  #ImpeachTrump
933122651593281536 2017-11-21 18:59:11 -0400 <LogieBear18> @realDonaldTrump PLEASE do not let the MSM control what people can do online! Protect #NetNeutrality and defeat #fakenews shills. Keep the internet free! Don't let the major media companies control the internet!
933122648183156736 2017-11-21 18:59:10 -0400 <zkhul> @realDonaldTrump as President should exhibit the highest of moral standards, instead he endorses an alleged child sex abuser, because “he denies it”; even tho he had to ask thr parents for permission to date them!  https://t.co/NscjOUL5u0
933122647600218112 2017-11-21 18:59:10 -0400 <lemming990x> @realDonaldTrump @MissAlexjones  https://t.co/pGIpkdFLsJ
933122646262378497 2017-11-21 18:59:10 -0400 <AlexandriaboyVA> @Alt_Spicerlies @jaredkushner @IvankaTrump @realDonaldTrump Check out the visitor logs for USTR ... and the “KSA” meetings... also how many GSA meeting participants have been “redacted” ... hmmm working around that emoluments clause???  https://t.co/FaXFNS1mbE #swampdonkey
933122643124822016 2017-11-21 18:59:09 -0400 <MacIntyreStudio> @realDonaldTrump   https://t.co/oiX0PgBpIH
933122639450669057 2017-11-21 18:59:08 -0400 <schroederjen78> @nytimes @realDonaldTrump Why was Roy Moore banned from Gadsden Mall and the YMCA?! Geez.
933122637550772225 2017-11-21 18:59:08 -0400 <SportsTrollz> @realDonaldTrump would rather have an accused child molester in the Senate than a Democrat. 😂😂
933122637340983296 2017-11-21 18:59:07 -0400 <SETLDWN> @HeidiPrzybyla @hardball @realDonaldTrump I'll be watching!
933122637282402305 2017-11-21 18:59:07 -0400 <Atkinson501> @realDonaldTrump Please save #NetNeutrality  #wewantthis
933122636019879936 2017-11-21 18:59:07 -0400 <terrihall713> @kfhall0852 @realDonaldTrump OJ is innocent! He said so, actually, he totally denied it!
933122630177120257 2017-11-21 18:59:06 -0400 <willfree> @scientistalan @lisakayreed @irishted32 @EdKrassen @IRdotnet @realDonaldTrump Yeah. That's not official yet.
933122629736611841 2017-11-21 18:59:06 -0400 <ATonyStorm> @realDonaldTrump 499 Puerto Ricans are dead because you treated Puerto Rican Americans different than Texan Americans after the hurricanes hit. Congratulations you now have the distinction of being president during the largest loss of American life from a natural disaster. SAD!  https://t.co/DwRqpiaGht
933122629720043522 2017-11-21 18:59:06 -0400 <filthyfielder5> @myjewishbrother @175rltw @Lavarbigballer @MELOD1P @POTUS @realDonaldTrump So anything other than white is black. Ok gotcha, I mean I couldn't be a brown person or anything like that. God forbid I was a tan Asian. Could say the same for your ignorance as well,but hey we all make mistakes.
933122629606825984 2017-11-21 18:59:06 -0400 <CrosbyStevec41> @SenWarren @realDonaldTrump @FCC Yeah in your favor from all your wealth you got from lying. Fraud.
933122628692230144 2017-11-21 18:59:05 -0400 <TamaramaToo> @realDonaldTrump And while you're supporting a child-molester in Alabama, Mr. T. you're also 'hitting' the American worker by your FCC Net Neutrality ruling.  Thought you wanted to Make America Great Again?
933122627287183360 2017-11-21 18:59:05 -0400 <passmaster10> @realDonaldTrump we need net neutrality. Please save it. #NetNeutrality @AjitPaiFCC @MClyburnFCC @mikeofcc
933122625689268224 2017-11-21 18:59:05 -0400 <EllenKotera> @Voices4Humanity @AmericanHotLips @realDonaldTrump @FLOTUS He’s a child. He should be off-limits to American media. Period
933122625429110786 2017-11-21 18:59:05 -0400 <saturnine64> @realDonaldTrump please save #NetNeutrality. #WeWantThis
933122625257086976 2017-11-21 18:59:05 -0400 <thejackofall> @4US_Workers @realDonaldTrump Corporate #profits, by avoidance of employee &amp; social security taxes by corporations, come before #American workers? 🚫
933122624762339328 2017-11-21 18:59:04 -0400 <rkschrei> @TIME And before: @realDonaldTrump
933122623789195264 2017-11-21 18:59:04 -0400 <JamesWhitethorn> @LawyerRogelio The brotherhood of #pedophillia is strong on @realDonaldTrump
933122619196375045 2017-11-21 18:59:03 -0400 <lncaliheart> @andyoare @realDonaldTrump Neither one should be in government except for a federal or state prison. We shouldn’t just have to watch our country and our lives be damaged by liars, perverts, and thieves.
933122616788910080 2017-11-21 18:59:03 -0400 <Famousme131> @realDonaldTrump I hope someone got you informed of this visit  https://t.co/PxOkQHSqc5
933122612242284544 2017-11-21 18:59:01 -0400 <LonnieJameslee> Wow, what have we become. @realDonaldTrump his friends, family and administration have turn America into something we don't recognize. 2018/2020 Make Our Country Hold Again, clean out #Putinpuppets , #SteveBannon #WhiteSupremacy #Trumpfamily &amp; con man #UnfitToBePresident #Trump  https://t.co/MSAjGsutoY
933122611562844160 2017-11-21 18:59:01 -0400 <Wampdoggy> @realDonaldTrump That’s right lil Donny were talking about you. #MoronTrump #NotMyPresident  https://t.co/yyZ0mUXgjN
933122609998315520 2017-11-21 18:59:01 -0400 <sukihd> @AmandiOnAir @MooreSenate @GOP @realDonaldTrump @POTUS @WhiteHouse why is Clarence Thomas on the Supreme Court?
933122605841879042 2017-11-21 18:59:00 -0400 <AurtyB> @ivery_michelle @KeithOlbermann @CNN @realDonaldTrump @MSNBC After 6:00 pm
933122605577621504 2017-11-21 18:59:00 -0400 <jerseycornelia> @SenWarren @realDonaldTrump @FCC There’s free WiFi at Starbucks
933122603245453315 2017-11-21 18:58:59 -0400 <PaulaDawn6> @Dave_T17 @ZachRudolf26 @NoRegretzCoyote @TomthunkitsMind @realDonaldTrump Nice try. I think understanding what increases debt will help u. Obama’s debt increases included cutting taxes, funding public works projects, increasing defense spending. (Good things increase debt). And natural disasters increase debt. Economics 101.
933122601576222720 2017-11-21 18:58:59 -0400 <cindypeel1257> With the @GOPLeader @HouseGOP @SenateGOP and @realDonaldTrump at the helm take these words and live by them until the Depression is upon us 😬🤔😡🤬  https://t.co/tcAywSyJMk
933122599487463425 2017-11-21 18:58:58 -0400 <FallacaroJim> @capcom101 @IRdotnet @realDonaldTrump I am quite content to live here in America. Nothing says I have to be happy Trump lives here too. My HOA would probably ban him...and Roy Jones. Hope you, your family and friends have a wonderful Thanksgiving.
933122599382478851 2017-11-21 18:58:58 -0400 <brookiemx> @realDonaldTrump @FLOTUS Arbitrary use of capital letters 😫.  Your stupidity outshines the sun.
933122598770225152 2017-11-21 18:58:58 -0400 <RODYLCOL> @realDonaldTrump Leave him there!!!
933122598225006593 2017-11-21 18:58:58 -0400 <aka_ioli> @realDonaldTrump Thankful that the turkeys were saves. When are we going to see this nation saved from our own turkey . Ladies we are , and our daughter fare game to this sick administration. If any of you go to any church and the pastor endorses the idea “that is ok” . Run!! Find new church.
933122598183071744 2017-11-21 18:58:58 -0400 <chowdownca> @realDonaldTrump Did they thank you or pledge their loyalty to you?
933122597159624705 2017-11-21 18:58:58 -0400 <sracusin> Please @realDonaldTrump &amp; @USFWS: ban hunting trophies of endangered species! (h/t @SierraRise)   https://t.co/qxMCxyMoxv
933122594643038208 2017-11-21 18:58:57 -0400 <I_Davis> @realDonaldTrump and @WhiteHouse Endorsing a pedophile for a tax break, new low, even for you.
933122588733091841 2017-11-21 18:58:56 -0400 <zonkerharris> @realDonaldTrump still batting 1000 when it comes to appointing the wrong person for the job! What will it take to impeach him?  https://t.co/ZiDinCcrfL
933122588364165126 2017-11-21 18:58:56 -0400 <ecarrier71> @murdock1449 @uscwendy7 @ReggieBush @realDonaldTrump Falsely Accused never charged or proved..
933122586694656000 2017-11-21 18:58:55 -0400 <PRIMETIME21xx> @realDonaldTrump PLEASE do not let the MSM control what people can do online! Protect #NetNeutrality and defeat #fakenews shills. Keep the internet free! Don't let the major media companies control the internet!
933122585394601985 2017-11-21 18:58:55 -0400 <MondelloVivian> @cl822 @DonnaWR8 @realDonaldTrump Ur soooo negative I reject what you just said about our great president. #MAGA#👍🇺🇸
933122580537470976 2017-11-21 18:58:54 -0400 <telcoserf> @realDonaldTrump Please save #NetNeutrality! We need to keep a free and open Internet. #WeWantThis #YouServeUs
933122580109721600 2017-11-21 18:58:54 -0400 <Vivgrl71> @_ItsSavannah_ @realDonaldTrump This is such a sad story I cried when I read this
933122577479995393 2017-11-21 18:58:53 -0400 <TheJackB> @realDonaldTrump Must be hard to wonder if the turkey is more popular than you are. Let me help, it is.
933122577391812610 2017-11-21 18:58:53 -0400 <scrawfordpaul> @realDonaldTrump Now how about the wonderful American tradition of the President of the US acting like a grown up, rather than a rude, impetuous child. It not too clear who the biggest turkey was at your event.
933122575638593536 2017-11-21 18:58:53 -0400 <Mumzaaa> @HeidiPrzybyla @hardball @realDonaldTrump You are obviously a very special woman!  All kidding aside, am looking forward@to your commentary
933122574908907525 2017-11-21 18:58:53 -0400 <AndrewM57534615> @realDonaldTrump @FLOTUS So by endorsing Moore for Senate you pardoned 3 turkeys today. What a guy should have done Donald Jr &amp; Jared while you had pen out could have been a real turkeyfest 5 turkeys in one day
933122569967980544 2017-11-21 18:58:51 -0400 <PattiScozz> @JoeFullerSr1 @ShafPatel @realDonaldTrump I hope no one you dearly care for never becomes severely injured in an accident or gets diagnosed with cancer, MS, or CP.
933122569053528065 2017-11-21 18:58:51 -0400 <bigbillybmoney> @_ItsSavannah_ @realDonaldTrump What you're reading is not what happened. You're being played. Watch the doc
933122566927142912 2017-11-21 18:58:51 -0400 <christycosgrove> @BrianGale1SGret @sbeezleton @jinnaejjohnson @realDonaldTrump Is that MEANT to be ironic, or do you just not see your hypocrisy?
933122565492445184 2017-11-21 18:58:50 -0400 <rbehr55> @lazmanuel @realDonaldTrump You’d prefer “Ma Barker” Clinton? Sorry
933122564712407040 2017-11-21 18:58:50 -0400 <imagesbyluke> @Superflycurls @realDonaldTrump   https://t.co/4gJRSllSvA
933122564276342784 2017-11-21 18:58:50 -0400 <MrWolverineMan> @Sarah_White_77 @nYoperaguy @ShafPatel @realDonaldTrump Hardly.  So now you're the hypocrite.  Hillary has a long history of covering up for her hubby and defaming her husband's accusers.  Furthermore, what's with the 30+ people close to the Clintons that have suicided themselves?
933122560736182273 2017-11-21 18:58:49 -0400 <vatsonovski> @Global_Witness @wonderfullone @realDonaldTrump Don't forget the human/sex trafficking. That's the clinker.
933122559054315520 2017-11-21 18:58:49 -0400 <needajobbad> 🚨🚨🚨🚨🚨🚨🚨  Geez, these @thedemocrats are sleezy!  #LockThemUp @realDonaldTrump   #Breadcrumbs #QANON #TheStorm #FollowTheWhiteRabbit  https://t.co/PGvfwHa6og
933122558240743425 2017-11-21 18:58:49 -0400 <LeeleeBeeGood> @realDonaldTrump Could you be any more whiney?
933122551743524864 2017-11-21 18:58:47 -0400 <gusnlea> While the legislative branch has no interest in doing their constitutional duty of being a check on @realDonaldTrump, fortunately the judiciary is doing theirs. Which is why Donnie is trying so hard to destroy it with unqualified people ASAP.   https://t.co/IRKZckvXGm
933122549621370880 2017-11-21 18:58:47 -0400 <SagaciousBeing> @WhiteHouse @realDonaldTrump is such a great man. I mean other than committing treason, sexual abuse, various financial crimes, bigotry, and endorsing child abuse. Hmm..did I cover everything.
933122547402657793 2017-11-21 18:58:46 -0400 <CraigClassic1> @connecticutpoet @KimCamarato @NewcastleGardia @1KenyaMusic @tedlieu @realDonaldTrump Yup! 1 year and no evidence. But there is #UraniumOne
933122546962239488 2017-11-21 18:58:46 -0400 <ScottBradford11> @realDonaldTrump @FLOTUS This is the saddest family ever. It looks like they are at a funeral.
933122545460621314 2017-11-21 18:58:46 -0400 <myootoo1> @Daisyma47000255 @NJTrainDelays @realDonaldTrump thanks for dodging the point of this discussion, my friend
933122544726564865 2017-11-21 18:58:45 -0400 <JohannesBWilkat> @jacindaardern @nzsecretsanta You don't want to turn into a @reAldoNALdtrump, aye? Appreciate what you're doing, @JACINDAardern! #KeepItUp! #ForThePeople! #ForAotearoa! #ForOurPlanet!
933122539643195392 2017-11-21 18:58:44 -0400 <Auburngirlx> @securefreedom @realDonaldTrump @frankgaffney Already been proven false by two other people at the party, who were actually named. Michael Anton of the NCS and Ken Glueck, Oracle’s senior vice president for government affairs, deny the claims.  https://t.co/B1Pg9wFqrt
933122539001384962 2017-11-21 18:58:44 -0400 <SpearOfLogic> @ShafPatel @realDonaldTrump How is this at all related to him pardoning turkies?
933122538863030272 2017-11-21 18:58:44 -0400 <emachase> @thehill It becomes more &amp; more clear to me that @realDonaldTrump really does not like our form of government. He dreams of remaking our nation in the image of Russia.
