988930584842985472 2018-04-24 19:59:59 -0400 <Katheri27002301> @realDonaldTrump  https://t.co/RaKq6X4S2B
988930575862980608 2018-04-24 19:59:57 -0400 <AMarieDussault> La mésentente cordiale entre @realDonaldTrump et @EmmanuelMacron, comment le président français peut-il se rapprocher de l'américain, malgré leurs différences?  @paulzjc explique les relations entre les deux hommes  #RDI2460  https://t.co/Xl0FuDMoDV
988930575703552000 2018-04-24 19:59:57 -0400 <dem_happy> @kizzalvin @JP_Quixote @Kagatron @pollsofpolitics @realDonaldTrump Excuse me I was comparing top 1% top to our  earnings In today’s earnings real time not 2008..  the middle class has moved down to low earnings! Would like to know how much   MiddleClass earns, in today wages?Top 1%earners earn Billions yearly! Or are they not counted? Just 🤔
988930570431365120 2018-04-24 19:59:56 -0400 <EmmettOFarrell> @realDonaldTrump “We...recognize the image of God in every human soul.” Even those who come here from “shithole countries.” Amen, our 3-times married, admittedly unrepentant and serial adultering “Christian”-in-Chief.
988930565523959809 2018-04-24 19:59:54 -0400 <SailingAshika> @JTM_YVA @realDonaldTrump You will eat those words.  You are not waking up, you are drinking the koolaid.
988930560696508421 2018-04-24 19:59:53 -0400 <WilliamAHirsch> @BeAutiful_Lyes @JohnRJohnson @Gypsygoddess1 @BrendaLalonde7 @BetsyBits @realDonaldTrump Obama is 100x the President and person Trump is. Even Melania agrees.  https://t.co/Jsbjl8zSxA
988930550948909056 2018-04-24 19:59:51 -0400 <lodebthiliberty> @JTM_YVA @realDonaldTrump Spot on. To be liked and weak is easy. To be strong and not liked works. To be strong and liked is a bonus. Obama and others took easy path.
988930539989159938 2018-04-24 19:59:48 -0400 <LisaDowd4> @MrMet1625 @Matsamon @realDonaldTrump @POTUS Ok 😂😂😂.
988930539930509313 2018-04-24 19:59:48 -0400 <EvaHanesSmith> @realDonaldTrump @JimRenacci No he plays dirty politics. Gibbons is the man.@MikeGibbonsOH
988930539057963009 2018-04-24 19:59:48 -0400 <62WalterP> @gkokoliadis @kari112177 @realDonaldTrump @JustinTrudeau I need say no more lol 🙊🙉🙈😎  https://t.co/cEJxi2CHfY
988930537225117702 2018-04-24 19:59:48 -0400 <UrbanConway> @realDonaldTrump Your spouse hates you, you fuckstain.
988930533735346177 2018-04-24 19:59:47 -0400 <KerryDonk> @realDonaldTrump Christ your voice gives me a headache. That was me and not Melania saying that BTW.
988930533135650818 2018-04-24 19:59:47 -0400 <cderiq> @LouDobbs @realDonaldTrump Of course life and its situations is not a straight line and has to be reevaluated all the time
988930531155988481 2018-04-24 19:59:46 -0400 <marydalygervais> @klpeace777 @ellel2002 @auntymimi69 @realDonaldTrump @DebbieLesko Obvious bot.
988930520829644802 2018-04-24 19:59:44 -0400 <jeffery1970> @realDonaldTrump @JimRenacci And I'll fire if he doesn't do my bidding....wait I can't ?
988930519873310721 2018-04-24 19:59:44 -0400 <FraserShelton> @latestgreatest2 @Rokebbbb @MsTreeWoman @DroBama40 @realDonaldTrump Maybe because we keep on talking about Hillary, 💩 that happen a long time ago. Tell that to the Republicans, Fox, and tRump. If you want to move on. Trump is President not Hillary, I wish he would act like it.
988930512046698497 2018-04-24 19:59:42 -0400 <roseann_cannon> @InSpiteOfTrump @realDonaldTrump Trump is needy. Trump's dad rejected him. Trump's looking 4 love in all the wrong places! #Muellertrainrolling #theresistance #indivisible #dotard #moron #allthebestwords #going2jail #ugh #voteblue #BlueWave #BlueTsunami #voteblue #deplorables #deplorable #muelle
988930509341421568 2018-04-24 19:59:41 -0400 <llilly> @DebbieWessel2 @madasednam @realDonaldTrump @POTUS @WhiteHouse @PressSec @VP She finds her husband as reprehensible as the rest of the sane world.
988930507067899904 2018-04-24 19:59:40 -0400 <CharismaMolotov> @LShrug @WITACBodyArmor @lithiumkelly @Ofthewinds40 @indie_rock79 @DCraelin @TxAv8r @aginorr @SwannyHeather @NOLATAC @Zinnia1111 @BusbeyAlysia @davidhogg111 @NRA @RobertDonaldV1 @HannahCox7 @themanfronUNCLE @farmagoo @thugsRbadMK @mike_pence @realDonaldTrump @VoteMarsha @BigVileRat @Peaches_Sabrina @HarryThetech76 @LeeMF_3rd @Lady_Red_2 @Rhilmoe89 @jumpinjonnydee  https://t.co/mI4o5I2Arq
988930506074009600 2018-04-24 19:59:40 -0400 <HerzogLorrie> @realDonaldTrump @JimRenacci Well that seals it then. It will be Senator Sherrod Brown for sure. He already has a comfortable lead and you supporting Renacci will INSURE Brown’s victory! Thanks so much! We do appreciate your unpopularity!
988930505977540608 2018-04-24 19:59:40 -0400 <NumbersMean> @LizSoylatte12 @DGB_JAIID @realDonaldTrump Pay what?
988930505746755584 2018-04-24 19:59:40 -0400 <OrangyClown45> @The_Trump_Train @realDonaldTrump Perhaps in your trailer park.
988930504484417537 2018-04-24 19:59:40 -0400 <puertoglock> @peplamb @realDonaldTrump Wow!! I love you 👍
988930498947829761 2018-04-24 19:59:39 -0400 <snoqualmieCarl> @dkauf1043 @SenCortezMasto @BreitbartNews @FoxNews @realDonaldTrump lol. so why did you use 2015 #s for Koch and 2017 for Soros? spewing crap are you? the botton line is $100B is &gt; $25 so the Kochs have far more swing... and use it... than does Soros.   of course that totally ignores Vegas' own Adelson political buys.
988930498767605760 2018-04-24 19:59:39 -0400 <jeepgirl_1029> @realDonaldTrump There is No way you wrote that tweet, it's too articulate.
988930498113228800 2018-04-24 19:59:38 -0400 <dexiitagraff> @TrujilloBern @realDonaldTrump @lopezobrador_ Señor lamentó informarle que ya estamos de la chingada!!
988930496481509376 2018-04-24 19:59:38 -0400 <PanthersFanInCO> @realDonaldTrump @JimRenacci Your agenda, not that of America #PutinsPuppet #TrumpColluded #ShitholePresident
988930489833570304 2018-04-24 19:59:36 -0400 <Katheri27002301> @realDonaldTrump @PressSec  https://t.co/hjJnD2a0nX
988930488827072512 2018-04-24 19:59:36 -0400 <debbie_smisek> More religious censorship from Google. This has got to stop!! @Franklin_Graham @VP @realDonaldTrump @IngrahamAngle @marcorubio   https://t.co/70CjQm1MbF
988930487610724354 2018-04-24 19:59:36 -0400 <girlhaunted> @mmpadellan @realDonaldTrump LOL!!
988930485760950273 2018-04-24 19:59:35 -0400 <ITrustTrumpLDS> @westend999 @The_Trump_Train @realDonaldTrump TRUMP IS THE BEST PRESIDENT SO FAR!!! Does that answer your question?
988930476923609089 2018-04-24 19:59:33 -0400 <CONSMILITIA> @JesseGiesbrecht @chantyflaps @AltNatSecAgency @Ant_3122 @dthayer2000 @speculawyer @Stopcheckinonme @davidhogg111 @realDonaldTrump @DebbieLesko "well regulated Militia” #2A aimed at near-universal armament/training by law of every “able-bodied” adult (the vast majority of “the people” #2A) then in 1791 &amp; 150+ yrs prior in the Colonies then independent States.
988930467867934720 2018-04-24 19:59:31 -0400 <raina1220> We, Japanese are disappointing at USA who has never apologized for Great Tokyo Air raid Massacre. #CarolineKenne @realDonaldTrump
988930467108974592 2018-04-24 19:59:31 -0400 <WashPostPhoto> Photos from @POTUS @realDonaldTrump’s first White House state dinner.  https://t.co/JKr4U1VMg9  https://t.co/CR4XuqfPCZ
988930464957202434 2018-04-24 19:59:30 -0400 <arifqamarkhan2> @realDonaldTrump @VP And not only faith, but reflected in Deeds as well .
988930463887646720 2018-04-24 19:59:30 -0400 <callistogaawine> @realDonaldTrump :Hi Dan Scavino, I am sure Melania’s dinner will be a lovely event and a success because there has to be at least one Trump who doesn’t screw up a major world event
988930459458527237 2018-04-24 19:59:29 -0400 <NewberryDenise> @AmieHuffman10 @Rodney_D_Perry @thecjpearson @foxandfriends @realDonaldTrump Wow!  Remember when teachers worked for us and taught reading, math and science and they didn't share their political position or slander our elected officials.  Can we go be to that kind of teacher.  You know the ones that cared about our kids and loved the subjects they taught.
988930458661675008 2018-04-24 19:59:29 -0400 <Skywatcher1600> @MarkMs126511 @CctriadCarroll @thebradfordfile @realDonaldTrump began harrassing me. i asked them to leave me be, and they escalated things. they then began kicking and shoving my car, and threatening to do so to me. at that point, a group of poeple who lived across the street from the bar in an apartment(most of them black) 4/5
988930451397111808 2018-04-24 19:59:27 -0400 <MargaretRigsby> @USVeteran2 @SenateMajLdr @realDonaldTrump I never said open borders, I said legal immigration and there are better ways to do it than a wall. IMO, Trump is making America fall.
988930450952339456 2018-04-24 19:59:27 -0400 <wiseoldsnail> hey @realDonaldTrump ... do you actually know the definition of the word 'honorable' ??? hint : it doesn't apply to kim jong un ... second hint : it doesn't apply to you
988930447697686528 2018-04-24 19:59:26 -0400 <jimlautenbach> @psycho4ensics1 @realDonaldTrump Ad hominems are the hallmark of the intellectually weak. You had your information entirely incorrect, and I didn’t feel the need to chastise you.
988930446066094085 2018-04-24 19:59:26 -0400 <Mal41pilotgrove> @mblctz @sweetatertot2 @realDonaldTrump They did!
988930443289530368 2018-04-24 19:59:25 -0400 <avatarmax123> Actually @VicenteFoxQue @realDonaldTrump a border wall makes so much sense that liberals and illegals are against it.  That alone makes it far from stupid!  https://t.co/aempsQBHlf
988930434095632384 2018-04-24 19:59:23 -0400 <JohnParisella> @realDonaldTrump It is all about race @FLOTUS . No doubt.  https://t.co/GMFird9j60
988930432568709120 2018-04-24 19:59:23 -0400 <SlayerAZ> @realDonaldTrump How many times does this have to be explained? DJT Jr., Manafort &amp; Kushner met with Russian emissary &amp; signaled to Moscow they would gladly collude with secret Russian plan to help Trump by accepting HRC dirt. They showed Moscow they approved of efforts to intervene.
988930430413033472 2018-04-24 19:59:22 -0400 <onyourtoast666> @realDonaldTrump I doubt that prosecutors, who are lawyers, too, are "deflated and concerned."
988930430064832512 2018-04-24 19:59:22 -0400 <joyreaper> @realDonaldTrump did not stay all night in Moscow If he left at 3:58 am after a long day &amp; night of events, especially in light of lag times.  You guys need a life.  https://t.co/ZbmhuhT3sJ #FakeNews again! 😀😂🤺
988930426696691712 2018-04-24 19:59:21 -0400 <clgclg> @realDonaldTrump You really have NO class. #Spanky
988930426403278849 2018-04-24 19:59:21 -0400 <kritter1963> @Milvio_Diaz @realDonaldTrump Really? @realDonaldTrump #DrainingTheSwamp    https://t.co/8oVosdkFef
988930425295958016 2018-04-24 19:59:21 -0400 <MaggieDuke15> @realDonaldTrump @XiJingPing You are both smart men. You need to WORK IT OUT Re: Trade. IS A TRADE WAR WORTH IT? Ask yourselves that please. Thank you !! XOXOX🌟⭐️🌟⭐️🌟
988930425119748099 2018-04-24 19:59:21 -0400 <keithclayton8> @PapatheGreek @realDonaldTrump Never said I didn’t complain about debt under Obama, why are assuming I did. Why are you complaining about Obama and not this administration?  Especially since you don’t tweet. Instead you troll
