988930584842985472 2018-04-24 19:59:59 -0400 <Katheri27002301> @realDonaldTrump  https://t.co/RaKq6X4S2B
988930422800310274 2018-04-24 19:59:20 -0400 <Tessacurly> @Duckb14 @christieavon @Ant_3122 @AudreyK27 @AltNatSecAgency @davidhogg111 @realDonaldTrump @DebbieLesko We DO go after bad parents. Child Protective Services are nationwide. Bad government is voted out when we, the people, think it's bad. Judging by your ability to construct a sentence, you do have a point. I'd say we do have a desperate need for better teachers.
988930421864960001 2018-04-24 19:59:20 -0400 <kristofer_roth> @realDonaldTrump @JimRenacci Ohio republicans are as ignorant as you Trump! 🌊
988930419264557056 2018-04-24 19:59:20 -0400 <kdenham_KF> @CristinaKovacs2 @julia13_julia13 @Zoompad @PajAlexandra @DeaconPaulC @sally2109 @MathairG @powerandrea @scouselesley @REDJELLYNINJA @ObsoleteBeet @D39Davie @Dennis19837 @DAntaPrice @DryAsADworkin @jetfirexx @Dastitoo @JB_Rts @Reecejp1 @lyla_orr_ @Jimmyando1909 @chocolatey1971 @kerr139 @dbmctyr @clairelbob @snook1111pie @miffbuckley @emsrichardssx @BoyzoneRUFCFan @christinacottri @tony_sutton @ryanjames1979 @neversh0utemma @helen_a15 @nodgers @sjholland87 @hrebekahhughes @JGrace70 @delpreston1878 @10DowningStreet @BorisJohnson @jeremycorbyn @Jeremy_Hunt @HouseofCommons @Conservatives @UKLabour @Steven_Woolfe @EUparliament @Pontifex @realDonaldTrump You can’t overule the Supreme Court - no one is ‘important enough to will it’. Please stop spreading false information.  You can appeal a ruling but you must have evidence. And yet again there is none.
988930416819220480 2018-04-24 19:59:19 -0400 <aes026> @jimsciutto He brushed dandruff from his jacket and then remarked about it.  @realDonaldTrump is such an epic embarrassment.  The man has zero class
988930411823759361 2018-04-24 19:59:18 -0400 <CObservations> @stobart_carol @DoraWil31925690 @paulkrupin @realDonaldTrump You are literally wrong about that. The White House puts out the Presidents daily schedule. We literally do know what the President does every day if we pay attention.   Follow Trump here if you want to know @POTUS_Schedule  I believe Obama's are archived if you're interested.
988930411458949121 2018-04-24 19:59:18 -0400 <LCeanga> @realDonaldTrump High hypocrisy. You didn't write this. Your twitter fingers would have turned to dust if you had. You have no values, you protect and recognize nothing but yourself.
988930406727610368 2018-04-24 19:59:17 -0400 <Shaka4Kahn> @LouDobbs @realDonaldTrump Uncle Lou, time to start taking the ginko.   You’re losing it by quoting our narcissist in chief.  https://t.co/qTiTZtGMVg
988930403972116480 2018-04-24 19:59:16 -0400 <LadyJusticeGA> Hands off women’s bodies @realDonaldTrump  https://t.co/0A7a5NRUt0
988930403053514753 2018-04-24 19:59:16 -0400 <jewbaby57> @AaronWilsonPhD @realDonaldTrump @RealAlexJones @PrisonPlanet The info you cite is opinion. There has been NO credible answer as to his religion.
988930403028422657 2018-04-24 19:59:16 -0400 <aklarcia> @JamesPMorrison @realDonaldTrump wishes he has that set of hair
988930400511643648 2018-04-24 19:59:15 -0400 <mblctz> @stephens_ben @realDonaldTrump OMG! The both look like stuck wind-up toys.
988930399953764352 2018-04-24 19:59:15 -0400 <proseservices> @LouDobbs @KellyannePolls @realDonaldTrump Dear Lou: I am hopeful but I also understand the man is a mass murderer and liar!  #ATrumpTrainParalegalPerspectiveAlways
988930390915207168 2018-04-24 19:59:13 -0400 <deansline> @realDonaldTrump  https://t.co/X6T66ibCPE
988930386741923848 2018-04-24 19:59:12 -0400 <AllaValente> The man responsible for “I’m just a bill on capitol hill” has died. Who will teach @realDonaldTrump about how government works? Jokes aside, this is very sad.  https://t.co/PW3VWpmha5
988930381251461120 2018-04-24 19:59:10 -0400 <JosephORourke7> @Mamameena2 @realDonaldTrump @GOP  Thats their idea of Dotard being productive  🖕😠🖕
988930380068806657 2018-04-24 19:59:10 -0400 <tonett> @gucchny @realDonaldTrump   https://t.co/cfix0JtatS
988930375887020034 2018-04-24 19:59:09 -0400 <MackellM> @realDonaldTrump 😂😂😂🤣🤣🤣🤣😂😂🤣 Coming from you that is so hilarious. You should give up politics and take your comedy act on the road. Just think of all the hotties you could pick up!
988930375496994817 2018-04-24 19:59:09 -0400 <MrsGoodoz> @VanessaL43 @Punkin682 @KenGrimes9 @Newenergyherald @Steve_T1994 @vieslau @mememayo96 @TommyMo25783809 @lmchristi1 @martinl30346020 @Baby___Del @TeedIsMe @RoomClearer @Goodoz @VStewartNYC @slhenry123 @mremmulp @DianneSteiner @GIT_ER_DONE_USA @wwwillstand @KevinHu63682270 @MAGA_ARMY @histovamp74 @Jeff41456759 @Terri101092 @Starbucks @NYGovCuomo @realDonaldTrump @MonicaCrowley @IngrahamAngle @GOP @seanhannity 🤣🤣🤣🤣  https://t.co/ucvjzOuC3M
988930373341073415 2018-04-24 19:59:09 -0400 <i_write_stuff> Only the best people huh @realDonaldTrump? #Ronniejackson #va #hypocrites  https://t.co/D8gCD7UszT
988930370774089728 2018-04-24 19:59:08 -0400 <DerrickShepar14> @tiredofgop @realDonaldTrump @JimRenacci And democrats lost 1,024 seats under Obama 😂
988930370446938112 2018-04-24 19:59:08 -0400 <SallyRMc> @twmentality1 @realDonaldTrump Would someone read to Trump? "North Korea's Supreme Leader Kim Jong Un has executed more than 340 people since taking power in 2011, according to a South Korean think tank. He's also believed to have ordered the death of his half-brother Kim Jong Nam, Feb. 13 [2016] (USA Today).
988930369826230272 2018-04-24 19:59:08 -0400 <Ibrahim07478190> ICI SOUS LE DÉCOR CHINOIS EST PLANTÉE LA FLEUR ET LA FLAMME DU BONHEUR EURO-AMÉRIQUE ET MONDIAL ENTRE @EmmanuelMacron  ET @realDonaldTrump  https://t.co/mpzs4KPCWZ
988930366869311489 2018-04-24 19:59:07 -0400 <LisaDowd4> @funder @bmr0954 @realDonaldTrump obsession with Macron is weird
988930364637876224 2018-04-24 19:59:07 -0400 <Lukuion> @realDonaldTrump @JustinTrudeau What about #NashvilleStrong?  A despicable white racist shooter, 4 dead innocent men and women of color, and a young black hero are not deserving of your thoughts or prayers?
988930362586861568 2018-04-24 19:59:06 -0400 <texasguy37> @LouDobbs @realDonaldTrump Lou, what has happened to you?
988930362247204864 2018-04-24 19:59:06 -0400 <Medfordhouse> @RBL15645492 @IngrahamAngle @realDonaldTrump Obama was one of the least scandalous. Trump can't go 2 days without a major scandal.
988930357574668288 2018-04-24 19:59:05 -0400 <RussianBot17760> @SenWarren @realDonaldTrump Save your sanctimony, you voted no because he is Trumps nominee. Period.
988930348947070978 2018-04-24 19:59:03 -0400 <rodrules4> @LouDobbs @KellyannePolls @realDonaldTrump   https://t.co/ECIdEcAqWK
988930348544331776 2018-04-24 19:59:03 -0400 <JohnDRobinson> @timagogo @Patagonia222 @realDonaldTrump A hero for deluding yourself into some sort of fantastical world where the major intelligence agencies are trying to frame Donald Trump? You think that's what's happening?
988930343821553664 2018-04-24 19:59:02 -0400 <Sonee333Sonny> @hardball Chris ... @realDonaldTrump runs the White House in   “Royal-Fashion” ha !! It’s more like a  ‘Mob-Family’ where locality trumps all !!  yes,  pun intended—
988930337056043008 2018-04-24 19:59:00 -0400 <truebluetx> @realDonaldTrump  https://t.co/eHg6n1V6j9
988930332035633153 2018-04-24 19:58:59 -0400 <Angela_Higgins2> @The_UnSilent_ @realDonaldTrump What a great intro into talks with N Korea. Whatever the US says means nothing. Congrats @realDonaldTrump for continuing to be the least aware human ever. #resign.
988930330823344129 2018-04-24 19:58:58 -0400 <PegsterGWhiz> @ChattyCathy2015 @realDonaldTrump Hi Grant I think I love you 😘
988930326889148416 2018-04-24 19:58:58 -0400 <Titties757> @realDonaldTrump incorporate police stations (not jails, no holding cells) into schools. One building saves money and shootings are solved
988930322086572033 2018-04-24 19:58:56 -0400 <Knight08LL> @davidhogg111 @realDonaldTrump @DebbieLesko Please go away, tell everyone how you weren't in school that day
988930317858697216 2018-04-24 19:58:55 -0400 <manoaislander> @LouDobbs @realDonaldTrump   https://t.co/4mqbQAzRt8
988930315182837761 2018-04-24 19:58:55 -0400 <RobbyTheremin> @KatTheHammer1 @IsraelUSAforevr @realDonaldTrump Followed. 😁
988930315153543168 2018-04-24 19:58:55 -0400 <kttphoenix> @TrumpSucksit @LasVegasRounder @realDonaldTrump I thought you guys liked Russia.
988930314872524801 2018-04-24 19:58:55 -0400 <LyndaMo85130479> @Michugenah @restaurant_mom @realDonaldTrump This is a state domestic problem not a Federal one. The states are responsible for each states law enforcement.
988930313412804608 2018-04-24 19:58:54 -0400 <EphromJosine1> @DeevDirty @realDonaldTrump "worst of all politicians that would take any bribe to benefit themselves over Americans" Trump appointed Steven Mnuchin as secretary of treasury, you know, the former CEO of One West Bank. What would you call that?
988930312125104128 2018-04-24 19:58:54 -0400 <mclean_sharen> @trumpism_45 @realDonaldTrump Close your mouth now Hillary !
988930308564275200 2018-04-24 19:58:53 -0400 <Ijustdontcare33> @Bab_Blue7 @realDonaldTrump I know right?
988930295175917568 2018-04-24 19:58:50 -0400 <slater_rose> Yasssss! @realDonaldTrump 👇🏽 I 💜 Jeff Bezos 💜🌸💜🌸💜🌸💜🌸💜  https://t.co/eEQJwzuaBN
988930293313822720 2018-04-24 19:58:50 -0400 <Kissanurse75> @kanyewest @realDonaldTrump birds of a feather These two are friends &amp; @FoxNews favorites for a reason. They all are in the business  of lies, serious delusion,corruption &amp; grandiose facades while attempting to justifying untalented &amp; insecure men #GetOverYourself  https://t.co/X4VqokomU8
988930293246676992 2018-04-24 19:58:50 -0400 <BlkMurse> @LouDobbs @RepDeSantis @realDonaldTrump You need to retire and take a nap please #FakeNewsNetworks #FauxNews
988930288175800320 2018-04-24 19:58:48 -0400 <kritter1963> @Milvio_Diaz @realDonaldTrump Really? @realDonaldTrump #DrainingTheSwamp    https://t.co/8oVosdkFef
988930286204456960 2018-04-24 19:58:48 -0400 <IBDreamin75> @cchhjh_josette @LorenzoTondi @pbrodnax @JTM_YVA @realDonaldTrump Wow your post is so lame I can’t help but feel sorry for you on some level.  It’s like a comeback a 12-year-old would use. That’s one reason I don’t interact with Trump followers because they come to a gun fight with no ammunition.
988930283637542912 2018-04-24 19:58:47 -0400 <Ohnjaye4> Trump’s Deafening Silence on Waffle House Shooting ‘Speaks to His Racism,’ Critics Say  https://t.co/nbDGBDV0uu via @atlblackstar @realDonaldTrump -- it's like the Minnesota mosque bombing of October 2017 all over again -- Trump's silence is complicit and deafening ...
988930278742618112 2018-04-24 19:58:46 -0400 <greendayrocks72> @realDonaldTrump @JimRenacci Is that your way of saying don't want him?
988930276540678144 2018-04-24 19:58:46 -0400 <DeplorableEllen> @realDonaldTrump Please DO NOT GIVE THE ILLEGAL CARAVAN ADMITTANCE INTO THIS COUNTRY! They are not seeking asylum as they have passed thru several countries in which they could have stayed. NO MORE ILLEGALS.  THE BUCK HAS STOPPED HERE!  Yes, I'm upset, sorry.  ❤️U Mr. President
988930275345338368 2018-04-24 19:58:45 -0400 <ybruce95> @LouDobbs @realDonaldTrump Yes!
988930275328577537 2018-04-24 19:58:45 -0400 <thecenterspeaks> @realDonaldTrump @JimRenacci Kiss of death. @realDonaldTrump
988930268500131840 2018-04-24 19:58:44 -0400 <DerrickShepar14> @Saintsfan5348 @realDonaldTrump @JimRenacci A Nazi? 😂 and when did Morse get charged? Your Twitter name shows how severe your Donald Trump derangement syndrome truly is 😂
988930267019493377 2018-04-24 19:58:43 -0400 <JayTrev3000> @UMGSA @realDonaldTrump @FoxNews @RandPaul @DLoesch Universal Music group has been funding domestic terrorism while making billions of dollars in profit. They have created an army of puppets that are targeting our kids. When are you going to censor them and limit their influence?  https://t.co/RGwM6mqnts
988930261055352832 2018-04-24 19:58:42 -0400 <Annoyedjw> @exoticgamora @PrincessBravato @realDonaldTrump 's 'Murika. Winning. Only the best people.
988930256831643653 2018-04-24 19:58:41 -0400 <stitchinkate> @realDonaldTrump @FLOTUS @EmmanuelMacron @WhiteHouse Poor Melania! I hope one day she knows true love with a man who would never cheat on her!
988930255011368960 2018-04-24 19:58:40 -0400 <conchurmackey> I was fiddled by @realDonaldTrump
988930251773399040 2018-04-24 19:58:40 -0400 <MereD> I’m going to guess “I want to hold your Hand” by The Beatles isn’t @realDonaldTrump and @MELANIATRUMP’s song. 😬🚫🤝
988930250544467968 2018-04-24 19:58:39 -0400 <PRCaribMATTER> @realDonaldTrump @SpeakerRyan  https://t.co/egHMMI8ZKP
988930247406927872 2018-04-24 19:58:39 -0400 <GalaxySojourn> .@adrienneelrod  Why is @SenSanders still trying to use the "SLOW UNEMPLOYMENT" platform when @POTUS @realDonaldTrump has already done it beyond expectations. DEMOCRATS ARE ABOUT A YEAR &amp; 1/2 LATE &amp; A FEW BILLIONS OF DOLLARS SHORT #TheStory #FoxNews
988930245008019456 2018-04-24 19:58:38 -0400 <banshee72> @JesseGiesbrecht @thesoverign @Ant_3122 @AltNatSecAgency @davidhogg111 @realDonaldTrump @DebbieLesko Source please?
988930238959636480 2018-04-24 19:58:37 -0400 <swoffer> @realDonaldTrump   https://t.co/PW6FHuouSZ
988930237500096512 2018-04-24 19:58:36 -0400 <ThotPat53625229> @realDonaldTrump Covfefe
988930235247878144 2018-04-24 19:58:36 -0400 <DieselLiesel75> @sammyboydprod @realDonaldTrump 😂😂😂
988930225756082178 2018-04-24 19:58:33 -0400 <MonaLynn15> @realDonaldTrump @FLOTUS @EmmanuelMacron @WhiteHouse Melania the FLOTUS was absolutely gorgeous today.
988930224518782976 2018-04-24 19:58:33 -0400 <rmm1229> @realDonaldTrump @JustinTrudeau You didn’t even offer prayers for your own people or their families in the Waffle House shooting in Illinois nor did you deride Jeffrey Reinking (the shooter).....I guess because he was white and he killed 4 AFRICAN AMERICANS. You are a real piece of crap.
988930222983667712 2018-04-24 19:58:33 -0400 <attheparktoo> @becca000007 @realDonaldTrump Your ignorance is showing.
988930222954336257 2018-04-24 19:58:33 -0400 <MCatOBrien1> @realDonaldTrump Just curious.  What is the current body count of those you chose?
988930221364592647 2018-04-24 19:58:32 -0400 <4AmericanVoices> @mikedee718 @LorenzoTondi @pbrodnax @JTM_YVA @realDonaldTrump You only speak for about 1/4 of the most ignorant Americans, Mets. Sorry - there was no way to phrase that clearly without being blunt. If it stings, do better for yourself, your family, and your country.   Country Over Party ~ Always!
988930218634067968 2018-04-24 19:58:32 -0400 <PegsterGWhiz> @ChattyCathy2015 @realDonaldTrump I wanted to be a horse 🐴 when I grew up. All in all, not a bad idea.
988930217052749829 2018-04-24 19:58:31 -0400 <CHARleeTrauma> @Avonsalez @POTUS @realDonaldTrump Black unemployment from its height after Dubya's econ💣 16.8%. Black UE jan 2017, 7.8% decline of 9 whole percentage point! Black UE no 6.9%, a 0.9% from jan '17. Thanks, OBAMA!  https://t.co/MCUThpigyg
988930216687951872 2018-04-24 19:58:31 -0400 <eejay56> @higgins_donna @LibRehab @auntymimi69 @dianna_lazan @realDonaldTrump @JimRenacci Russia voted yes for 45
988930216054722561 2018-04-24 19:58:31 -0400 <emcconnell96> @TDNeliton @Jezebel @FLOTUS @realDonaldTrump Misogynist
988930214318161921 2018-04-24 19:58:31 -0400 <teddyeddyo> @SenWarren @realDonaldTrump I don’t know how you’re able to work with the male elites that are in government. You have my admiration! Well done. We would all love it if you’d run against the orange troll!
988930212934144000 2018-04-24 19:58:30 -0400 <therbert03> @Stephen80350503 @realDonaldTrump I don’t obey anyone troll.  We leave that to you deplorables
988930212032385025 2018-04-24 19:58:30 -0400 <joe_hinder> @Governor_LePage @realDonaldTrump @FLOTUS @WhiteHouse We welcome you here, and hope you enjoy it!
988930211646443523 2018-04-24 19:58:30 -0400 <moogoo3544> @LouDobbs Thank you to our President @realDonaldTrump his @DHSgov @SecNielsen for stopping caravan of illegals. They are Mexico's problem. Mexico let them cross their southern border into their country - Where's the wall Mexico? @FoxNews @foxnewspolitics @FoxBusiness
988930208836145152 2018-04-24 19:58:29 -0400 <SailingAshika> @JTM_YVA @realDonaldTrump Trade you any day.  You have no idea what it's like to live with a President who cannot speak truth, only lies.  Your maccers sees the bs and uses it to manipulate dt.
988930204528795652 2018-04-24 19:58:28 -0400 <oregonsnowmount> @LouDobbs @realDonaldTrump   https://t.co/cyU0oWzekn
988930203580882945 2018-04-24 19:58:28 -0400 <LBethstrong> @The_UnSilent_ He is an idiot to keep trying @realDonaldTrump
988930203110998016 2018-04-24 19:58:28 -0400 <jlis_9> @Thomas1774Paine Hey @Acosta if you want to stop cries of fake news then stop presenting fake news. Have you or your employer ever done positive stories on @realDonaldTrump ?
988930202502811648 2018-04-24 19:58:28 -0400 <phuketsdude> Wall Street’s Military Industrial Sector BS is pulling in @realDonaldTrump in harder with #NorthKorea #Syria and #Iran Thanks  @EmmanuelMacron for showing America no path to peace. Two idiots destroying the world for cash...
988930194655404032 2018-04-24 19:58:26 -0400 <RomulusMagnelah> @realDonaldTrump Correlation nature uses what was/is true all ways, as science, and using all exceptions/exception nature to know the exception of the perfect complete value progression's system by/as the value of our fact treatment nature individual, grouped, and together bonded semi still.  _:X
988930192981811203 2018-04-24 19:58:26 -0400 <justleeg> @realDonaldTrump epic! coming to theaters this summer "The Rise and Fall of the Con-in-office"
988930188284252161 2018-04-24 19:58:24 -0400 <jeffery1970> @realDonaldTrump France is not a republic.....it's a socialist state.......dumbass
