1136060059732127753 2019-06-04 19:59:59 -0400 <Gunntwitt> @dougmillsnyt @FLOTUS @realDonaldTrump Great photo.
1136060026517430272 2019-06-04 19:59:51 -0400 <eduardo_cpd1301> @jairbolsonaro @BolsonaroSP @coronel_alves @GeneralMourao @realDonaldTrump @realDTrumpBR @Plaid_Pompeo @VP @Plaid_Mattis @PentagonPresSec @exercitooficial @cnni @ABC @FoxNews @JornalOGlobo @marmilbr @portalfab @usairforce  Até quando Donald Trump, toda as cartas estarão na mesa?
1136060025854521344 2019-06-04 19:59:51 -0400 <yomero443355> @jenarovillamil @realDonaldTrump NOoooooo mameeeeesss!!! Porfavoooorrrr!!!!!! Ya me cae llévatelo señor!!!!! Yaaaa!!!!
1136060024831205376 2019-06-04 19:59:51 -0400 <drmom247> @RoyalFamily @realDonaldTrump @POTUS @FLOTUS @ClarenceHouse Just thought I'd let you know that he loves hamberders for his WH special guests. You might want to include that in tomorrow's menu.  https://t.co/aW14zN6iDP
1136060022784503808 2019-06-04 19:59:51 -0400 <AngryMama0808> @realDonaldTrump @ATT @CNN First you should “stope” abusing the English language. Second, you should read your “Pocket Constitution” with your “tiny hands” and learn in your 500+ days that as President you cannot show favor to one Fortune 500 Company over another! Third, RESIGN!
1136060022771847169 2019-06-04 19:59:51 -0400 <sbwTweet> @Scavino45 @TheLastRefuge2 @realDonaldTrump @theresamay @10DowningStreet .@Scavino45, it’s not just any portrait, it’s a Yousef Karsh. Dissatisfied with the first shots, without asking Churchill, Karsh pulled the cigar from his mouth and snapped resulting the picture. A classic! What a photographer! He took my father’s portrait.
1136060021601705984 2019-06-04 19:59:50 -0400 <NeonJoe45> @clouthub @actlightning @naenae61_grp @5smooth_stones @Gay_Man_Dan @DykstraDame @grindingdude @gardenrower @AylaForTrump @JJD750 @ArizonaKayte @DreamWeaver61 @GrrrGraphics @CarmineZozzora @realDonaldTrump @DancingDame @DaHonestyPolicy @eavesdropann @Digidiva2018 @bfraser747 @BillPeriman @lbc360 @kjdtypes @1stAirDel_USMCR @ShaneBi88090546 lmao
1136060020766912513 2019-06-04 19:59:50 -0400 <lwo123> @USAmbUK @realDonaldTrump @FLOTUS  https://t.co/4Gcg65E0HV
1136060020511166466 2019-06-04 19:59:50 -0400 <CPO_SaltyDog> @IlhanMN Actually it wasn’t a ban on an entire religion and it wasn’t even his campaign. His campaign was #MAGA. As for that religion ban @realDonaldTrump focused on countries that support Islamic terrorists and it just so happens they were the same countries on Obama’s list.
1136060019579817984 2019-06-04 19:59:50 -0400 <mercurymesngr3> @RoyalFamily @realDonaldTrump @ClarenceHouse @KensingtonRoyal LOOKING VERY  Elegant ! FLAWLESS FLOTUS !!!  https://t.co/FRejoaLLRq
1136060018640465923 2019-06-04 19:59:50 -0400 <D4_5t4Lk3r> @RoyalFamily @realDonaldTrump @POTUS @FLOTUS @ClarenceHouse #WeDontBelieveYou We the people are so sorry for this and will make it up after his removal because the Mueller report says Trump colluded/possibly conspired with Russia, Russia interfered with our election for him &amp; he committed high crimes #TrumpsAnInternationalDisgrace #Resist
1136060013401780224 2019-06-04 19:59:48 -0400 <Jahovafollower> @LouDobbs @EdRollins @realDonaldTrump @POTUS Love you Love your show
1136060012143489025 2019-06-04 19:59:48 -0400 <bradnbougee1> @tony_pickrell @realDonaldTrump Boooo long lost cousin boooooo
1136060012021919745 2019-06-04 19:59:48 -0400 <AriesaSandino> @DrDenaGrayson @realDonaldTrump @HouseJudiciary @SpeakerPelosi The time has come to impeach! Start the impeachment process!   #ImpeachmentHearingsNow #ImpeachmentInquiryNow #ImpeachDonaldTrumpNOW
1136060010746662912 2019-06-04 19:59:48 -0400 <3genCalifornian> @realDonaldTrump  https://t.co/BfrUqjorbt
1136060010314604544 2019-06-04 19:59:48 -0400 <OscarsanchezBen> @FelipeCalderon @realDonaldTrump Borracho, ¿No te fue suficiente el robadero que hiciste en tu nefasto sexenio? ¡Ya para de mamar del erario!  https://t.co/22nd40u3nv
1136060009404674048 2019-06-04 19:59:47 -0400 <PoschAngela> @realDonaldTrump @PSleepyhead  https://t.co/jmx6wZjnE9
1136060008557268992 2019-06-04 19:59:47 -0400 <suteteko_Oyaji> @realDonaldTrump @theresa_may Again sorry to say this, both soon will be gone out of political leading, very soon.
1136060007085236230 2019-06-04 19:59:47 -0400 <swan5675> @Joepbr71 @USAinUK @realDonaldTrump @FLOTUS Ha!  That's an affirmative.  Thought so...... ;)
1136060006728683520 2019-06-04 19:59:47 -0400 <Mom2AlfMag> @_India1st @realDonaldTrump Well we are probably paying to help this guy live in our country. He doesn’t want baby POTUS to turn on him and put him in a cage.
1136060006116331520 2019-06-04 19:59:47 -0400 <susan_r_naf> @realDonaldTrump = #EmbarassmentInChief, #FoolishOldMan, #DodderingOldFool, #OLD, #ResignOrBeImpeached. This is your state visit or is it ‘nap time’? 😴
1136059999497723905 2019-06-04 19:59:45 -0400 <a2thmakr> @USAmbUK @realDonaldTrump @FLOTUS What is the #1 democrat issue that democrats are building their 2020 platform? Hating Trump will not win them an election.
1136059994238009350 2019-06-04 19:59:44 -0400 <VJShordee444> I’m posting different news media. They all can’t be fake news @realDonaldTrump.  1000’s of ppl crowd the Sts of London in protest of Trump’s state visit.  Despite protestors overtaking the streets Tuesday, Trump said he barely noticed them.  https://t.co/AJ1fqEQ9g6
1136059992463859712 2019-06-04 19:59:43 -0400 <DebbieSVA> @realDonaldTrump  https://t.co/3RyxgK753I
1136059991989919746 2019-06-04 19:59:43 -0400 <UoKnowsBest> @GrandSoLike @ByDonkeys @realDonaldTrump @BarackObama Try again— hater
1136059990261866498 2019-06-04 19:59:43 -0400 <mark_selby723> @SaraCarterDC @FBI @HillaryClinton @POTUS @TheJusticeDept @DHSgov @VP @BarackObama @HumaAbedin @SpeakerPelosi @SenSchumer @SecPompeo @realDonaldTrump @seanhannity @JoeBiden @johnpodesta @CIA @TheDemocrats @DNC @WhiteHouse @ObamaWhiteHouse #LockHerUp #DrainTheSwamp   https://t.co/Aq3hJJTEMj
1136059989464834048 2019-06-04 19:59:43 -0400 <crackersnatch> @CivilArgument @zch14998960 @brimble_damon1 @SkyNews @EmilyThornberry @realDonaldTrump Indeed. Did you read that gobbledygook mess he posted?
1136059989448171521 2019-06-04 19:59:43 -0400 <LibtardLiberal> @realDonaldTrump The world hates you man.
1136059989267816448 2019-06-04 19:59:43 -0400 <InThemShadows> @realDonaldTrump The protests are real. You are a fake president
1136059983232192512 2019-06-04 19:59:41 -0400 <RosaMye53402038> @djac61 @DeborahVonBrod @realDonaldTrump @JackieFarnham Business and honoring all who gave their lives up for people who don’t appreciate it and want to tear down our great country America!
1136059983143919616 2019-06-04 19:59:41 -0400 <dkg_hilife> @LouDobbs @POTUS @realDonaldTrump Do it Repubs! You will lose the Senate in 2020.
1136059978089979905 2019-06-04 19:59:40 -0400 <velmacatherine> @LouDobbs @EdRollins @realDonaldTrump @POTUS #SCOTUS intervention mandatory  Issue Protective order for US Constitution and Bill of Rights
1136059977435627520 2019-06-04 19:59:40 -0400 <acollins876> The beating heart of @GOP is $$. Truly all they care about and all they’d possibly stand up to @realDonaldTrump over.
1136059965012086784 2019-06-04 19:59:37 -0400 <charsy102> @LouDobbs @EdRollins @realDonaldTrump @POTUS Exactly I don’t care how long those dinosaurs have been there we will vote them out! We are sick of illegal immigration!!! Let Trump fix this mess you refuse to! We are not fooling around
1136059963925622784 2019-06-04 19:59:37 -0400 <OrlandoMH3> @FAIRImmigration I live in California, so it is a forgone conclusion that they all voted for Amnesty. Senate will vote it down. If not, @realDonaldTrump will veto. It's going to go nowhere. Dems can't be trusted to do what is in America's best interest.
1136059962554290176 2019-06-04 19:59:36 -0400 <montyversace2> @AintMaga @realDonaldTrump He would know this if he just would read something!
1136059960591245312 2019-06-04 19:59:36 -0400 <Crazyblazerfan> @realDonaldTrump It was already under construction
1136059960163545089 2019-06-04 19:59:36 -0400 <cnicholsri> @GOP @GovBrewer @realDonaldTrump Wrong! Its a bullying tactic, Its another tax on the American people. I’m so done with Trump, his cronies and the gop. Vote blue no matter who 2020! Dump Trump and the gop
1136059959924252672 2019-06-04 19:59:36 -0400 <Frazierdee> @realDonaldTrump @theresa_may Not bad words for a grown man who behaves like an 11 year old. 😀
1136059958712242176 2019-06-04 19:59:35 -0400 <BartoAudrey> @realDonaldTrump
1136059955130163200 2019-06-04 19:59:34 -0400 <ChayoteHablando> @FelipeCalderon @realDonaldTrump FELIPE HERES UNO DE LOS CULPABLES K ENTREGARON  LA RIQUESA A L0S EXTRANJEROS@IBEDROLA#FELIPE @cfe
1136059951250595840 2019-06-04 19:59:34 -0400 <DiscardedVirtue> @Free_Media_Hub @realDonaldTrump ...whose ideology does not require them to kill people of other religions, who aspire to become part of the great melting pot that is the United States, accept personal responsibility for their welfare, and make contributions to America's economy, society and culture.
1136059950277550080 2019-06-04 19:59:33 -0400 <vw_ginna> @MykeyCantona7 @Nikluk @realDonaldTrump @OutnumberedFNC Lol, I hope so too!
1136059948314443776 2019-06-04 19:59:33 -0400 <tonymorabito> @realDonaldTrump - Bigger than your inauguration crowd. Ha! BBC News - Aerial view of London anti-Trump protest  https://t.co/VafqTH7Psa
1136059944287924224 2019-06-04 19:59:32 -0400 <gimleteyeLA> @LouDobbs @EdRollins @realDonaldTrump @POTUS Stand tough for incoherence!
1136059943776206848 2019-06-04 19:59:32 -0400 <clouthub> @actlightning @naenae61_grp @QAnon_17 @5smooth_stones @Gay_Man_Dan @DykstraDame @grindingdude @gardenrower @AylaForTrump @JJD750 @ArizonaKayte @DreamWeaver61 @GrrrGraphics @CarmineZozzora @realDonaldTrump @DancingDame @DaHonestyPolicy @eavesdropann @Digidiva2018 @bfraser747 @BillPeriman @lbc360 @kjdtypes @1stAirDel_USMCR @ShaneBi88090546 Here is a link for Apple phone  https://t.co/RqYlUm4XW5
1136059939355447296 2019-06-04 19:59:31 -0400 <nosferatu_sr> @GOP @GovBrewer @realDonaldTrump It’s a tax on the American people, you fucking choads.
1136059938592165888 2019-06-04 19:59:30 -0400 <FrancoLubinsky> @GOPChairwoman @AnnCoulter @realDonaldTrump Buttplug is an empty suit
1136059930786578432 2019-06-04 19:59:29 -0400 <Quips4Kicks> @realDonaldTrump Why don’t you show the “enormous crowds” of protesters?  https://t.co/yqcyRDownO
1136059929557471233 2019-06-04 19:59:28 -0400 <unhipcat> @realDonaldTrump @theresa_may lol.   She doesn’t mean that. Even you have to know that.  It’s what heads of state say even if they think the visitor is a fool.
1136059928861466625 2019-06-04 19:59:28 -0400 <Riche31846049> @Franklin_Graham @plattdavid @mcleanbible @realDonaldTrump Professing Christians, they need to re-evaluate their faith.
1136059925946392576 2019-06-04 19:59:27 -0400 <thebig10com> @KitkatTokyo @seanhannity @realDonaldTrump @VP Oooooch Ouch....JaJaJaJa   https://t.co/Af0Qr5pWWq
1136059920971751424 2019-06-04 19:59:26 -0400 <wolf9walker> @RoyalFamily @realDonaldTrump @POTUS @FLOTUS @ClarenceHouse Dont have the cooks fix anything special for him. Just serve him the same fast food that can be gotten anywhere and he feeds visitors to the white house.
1136059920581681152 2019-06-04 19:59:26 -0400 <Emhoward2210> @KevinBu7822 @FrankDElia7 @BlkswmpmuskyJim @Berry7777777 @sammypolsen12 @realDonaldTrump @FractureMe @SandalsResorts @Bayer @TheZebraCo @StarKistCharlie @bookingcom @NetSuite @BauschLomb @IngrahamAngle @FoxNews You never read Shakespeare.
1136059915175415808 2019-06-04 19:59:25 -0400 <klassylady20069> @ToniFaust1 @realDonaldTrump I only watched enough to see the morbidly obese fool in a penguin 🐧 suit. There must be a shortage of fabric. He should have had a tux made by Omar the tent maker. @realDonaldTrump @all_eddy @sherdngr @sonny_scroggins #FBR #Resist
1136059912516186112 2019-06-04 19:59:24 -0400 <kikiskis> @realDonaldTrump You are a liar and a fake!  WAKE UP PEOPLE THIS MAN IS AN IDIOT!  JUST STEP BACK AND REALLY LOOK AT WHAT THIS MAN IS DOING TO US.  There has been no improvement for most of us and it appears that this man will stop at nothing to build the wall at OUR EXPENSE! 1/2
1136059907399127040 2019-06-04 19:59:23 -0400 <estewart026> @realDonaldTrump just more #fakenews.
1136059906950336512 2019-06-04 19:59:23 -0400 <Optea> @senatemajldr you and your conference are betraying America whiles he is overseas. #StandForAmerica Do not undercut .@realDonaldTrump Agenda to Secure Our Borders.
1136059905725665280 2019-06-04 19:59:23 -0400 <UoKnowsBest> @ByDonkeys @realDonaldTrump @BarackObama Enjoy the fake “ratings”!!! We ❤️❤️❤️❤️ our POTUS!!
1136059904865767424 2019-06-04 19:59:22 -0400 <RandomG51356197> The #MuellerReport proved Americans don’t/won’t read.  Would live, compelling testimony by Mueller and others push impeachment further? Would Republican’s get behind it if the details were damning for @realDonaldTrump 24/7?
1136059896141615104 2019-06-04 19:59:20 -0400 <MadMaditz> @DebraRn725 @truthseeker512 @studer_baer @bfraser747 @realDonaldTrump @BarackObama The truth is coming out about how the Obama Administration used a computerized surveillance system known as the hammer which was provided by Brennen and they started spying as early as 2012 on everyone!! Congress, judges (Robert’s suddenly changing mind about obamacare) and...
1136059896124837888 2019-06-04 19:59:20 -0400 <LauraJanespoon> @go_goley @GeeGeeAkili @realDonaldTrump His coat is too small yet the sleeves are too long.  Also there appears to be something weird about the tails. One has a rounded corner, the other is sharply angled.
1136059893687967745 2019-06-04 19:59:20 -0400 <pjul1984> @ByDonkeys @realDonaldTrump @BarackObama He could care less. You see Britain doesnt elect our presidents. We do. And over here is ratings are just fine.
1136059891846733824 2019-06-04 19:59:19 -0400 <garybox4> @realDonaldTrump We're about to find out
1136059889074286592 2019-06-04 19:59:19 -0400 <HeatherHale88> @realDonaldTrump The pathological liar says there are  no protests!  https://t.co/wVkQlH6lzC
1136059888000483329 2019-06-04 19:59:18 -0400 <LeeChingChan1> @realDonaldTrump Liar liar hair on fire.
1136059886444457985 2019-06-04 19:59:18 -0400 <Huggermugger7> Good show @ThomasEWoods Did the #warparty break @realDonaldTrump? Sadly they did. What did he think would happen to his non-interventionist inclinations he had as candidate #Trump by putting neocons Bolton, Pompeo in his cabinet? @RandPaul @TuckerCarlson  https://t.co/VDAQkINn7A
1136059883500032000 2019-06-04 19:59:17 -0400 <The1OnlyRichie> Interesting that @realDonaldTrump has been President for over 2 years, and there as been limited Resistance rally’s in America.  He arrives in England, there’s an epic Resistance rally, that has now gone into day two.  Thank you, England, for showing us what WE should be doing!
1136059882594066433 2019-06-04 19:59:17 -0400 <milenten> @realDonaldTrump  https://t.co/VkNL2etaTj
1136059881218334720 2019-06-04 19:59:17 -0400 <Liebestropfchen> @senatemajldr @RoyBlunt @SenJohnBarrasso how dare u sellout the American people &amp; go against the President in favor of illegals &amp; the chamber of commerce! u stinking filthy cowards! U R useless sold out eunuchs! 22 seats up for grabs Bye Bye! @realDonaldTrump
1136059879125217281 2019-06-04 19:59:16 -0400 <michaelfisher29> @LindaLeis4 @realDonaldTrump So did lawyer John Dowd. Some of his recorded testimony was altered.
1136059878374383617 2019-06-04 19:59:16 -0400 <RamRodz2012> @realDonaldTrump ** THE QUEEN has confirmed that if President Trump makes a state visit, she can kill him with a sword and nobody can touch her. **  WELL, WELL DO TELL!  BHAHAHAHAHAHA! Can the Queen Legally Kill President Trump with a Sword?  https://t.co/UEMPjCCy5g via @snopes
1136059877820981248 2019-06-04 19:59:16 -0400 <VStewartNYC> @ladydashby @mac__steele @DeanObeidallah @realDonaldTrump Judicial Watch is an extreme right wing conspiracy theory organization &amp; is listed right alongside Breitbart &amp; The Daily Caller in terms of bias.  See below.  https://t.co/FmYXtmhOrR
1136059876843622402 2019-06-04 19:59:16 -0400 <TAdler19> @SaraCarterDC @WhipClyburn Go ahead, it will guarantee @realDonaldTrump re-election. BTW, you are violating your Oath of Office by refusing to protect our borders.
1136059874893271041 2019-06-04 19:59:15 -0400 <JimBlackMax> @PawPatroller @Jizzeemoto @iSMOKEWEED15 @Cr8rBoi @BallzakHarry @ThrobbingUnit @HungryHoleX @krentcilp5 @BorrisSpassky @ForzaV_ @Ryan_Lever @TravlingDan @JohnSwettPrinci @HarambeSkawk @QuinnCanTweet @bornmush @K_R_Y_S_7_A_L @ProbablyDipshit @jlwn111 @yellyunicorn @NiceChadDahc @Nick_FromBoston @thejoers @Viking324 @nicholewitty @Bologna_Sauce @DoubleDrats @weirdnj @Seattleguy6 @KIeenexObsessed @ElisaJordana @GonzoShitCock @leahmrb @Amanda_Face101 @grizzy4l @DannyFromLA25 @Daz_351 @DougieBrah @realEgg_Head @gretch_147 @LeafKingKAF @SmokeyMartling @TricepBrah @realDonaldTrump @BiggerSudbury @sternshow @HowardStern @AgentMuD007 @GetFlexSeal Anything UTZ anytime
1136059871625957376 2019-06-04 19:59:15 -0400 <waynecourville> @LouDobbs @julie_cappiello @POTUS @realDonaldTrump McConnell is not with us, he is against us
1136059864143339521 2019-06-04 19:59:13 -0400 <waveslide> @jeremycorbyn @realDonaldTrump Aww, we just wanna trash it and sell it for parts
1136059862364950534 2019-06-04 19:59:12 -0400 <Statyllus> @RWPUSA @realDonaldTrump Here are the questions: Will Trump forever destroy the presidency? Will Pelosi &amp; McConnell forever destroy the Congress?
1136059860758519814 2019-06-04 19:59:12 -0400 <SusanneT17> @realDonaldTrump  https://t.co/KYnj8FFBr7
1136059859617665024 2019-06-04 19:59:12 -0400 <avdsrd5> @realDonaldTrump Mr. President, what the disgraceful rinos did today was a betrayal to you and our country. Please stand up to them. They are cowardsd and bought and paid for by business. They put Mexico over the U.S. Stand strong on tariffs.
1136059856794857472 2019-06-04 19:59:11 -0400 <Tacho222> @FelipeCalderon @realDonaldTrump @tac_242
1136059855289167873 2019-06-04 19:59:11 -0400 <elvisjj> Perfectly said Poli @SadiqKhan looks like an arrogant THINKS HE KNOWS IT ALL MAYOR who's concern isn't about his citizens safety he's more concerned about hating TRUMP then DOING HIS OWN JOB of protecting Londoners from CRIME! @Poli_Blu_Muslim @SuperEliteTexan @realDonaldTrump
1136059853535948800 2019-06-04 19:59:10 -0400 <Roe50> @SenateGOP If you do not Support @realDonaldTrump with support of sanctions on Mexico.. You are all getting voted out of office
1136059851023405061 2019-06-04 19:59:10 -0400 <TesharaWilliam2> @realDonaldTrump  https://t.co/e1IJqGQlic
1136059849807151105 2019-06-04 19:59:09 -0400 <babakkamangir> @realDonaldTrump فقط چهل سال وقت لازم بود تا انقلاب ایران رئیس جمهور آمریکا را محترم خطاب کند.     #ترامپ_محترم_شد.        #Donald_trump
1136059847567380480 2019-06-04 19:59:09 -0400 <chilllbean> @realDonaldTrump fuck you for what you did to those young 6 boys, you're an animal
1136059837530329088 2019-06-04 19:59:06 -0400 <MagpieMuscle> Yo @realDonaldTrump, it appears to me the protest in London today exceeded the crowd size of your inauguration? Please verify... #London #TrumpProtest #LiarLiar  https://t.co/A6MfZTRqlA
1136059837421412354 2019-06-04 19:59:06 -0400 <Margare20411376> @akkitwts @realDonaldTrump @FLOTUS She’s Donny’s Soviet handler, obviously...
1136059835714289670 2019-06-04 19:59:06 -0400 <gerardogv> @jenarovillamil @realDonaldTrump Pobre Mexico con un Presidente pusilánime y cobarde
1136059835571679232 2019-06-04 19:59:06 -0400 <AngularEd> @GOP @GovBrewer @realDonaldTrump Let’s see.  I expect it to work out as well as the government shutdown.
1136059834724495360 2019-06-04 19:59:06 -0400 <ActivatedTo> @GOP @GovBrewer @realDonaldTrump Taxes.  You are raising taxes. Speak plainly
1136059833713430528 2019-06-04 19:59:05 -0400 <KKennedy90016> @GOP @realDonaldTrump #TrumpCrimeFamily #TrumpCriminalInvestigations #GOPCoverUp #VoteBlueToEndThisNightmare
1136059833004777472 2019-06-04 19:59:05 -0400 <ThirdDaugher> @realDonaldTrump @marcthiessen That's funny, there has always been some ready to sue you or your businesses and it will never end.
1136059831931035648 2019-06-04 19:59:05 -0400 <trebornaeth> @Tuckleton @Conservatives @theresa_may @realDonaldTrump F*ck his trade deal.
1136059829175238656 2019-06-04 19:59:04 -0400 <NerisonCynthia> @realDonaldTrump People are Sending in Messages  to DO This has got to be ,stopped an ALL Terriost Training Camps Cleaned OutTheres Truly over 38 Of them across the USA ,, Unless the Military is called in Theres nothing going to be doneFBI said they can't do anything! HELP USA
1136059826805661696 2019-06-04 19:59:04 -0400 <jswillims21> @JaredWOgden @HRMRobertBruce @relst8lady @ChrisLoesch @DLoesch @realDonaldTrump @DonaldJTrumpJr Somebody has to inject some reality into this bubble.
1136059819230711809 2019-06-04 19:59:02 -0400 <JUNE60DLS> @RoyalFamily @realDonaldTrump @POTUS @FLOTUS @ClarenceHouse  https://t.co/JQCPhVtxTM
1136059810640728066 2019-06-04 19:59:00 -0400 <ScottContant> @USAmbUK @realDonaldTrump @FLOTUS Look at that beautiful red carpet 😁
1136059809369919490 2019-06-04 19:59:00 -0400 <cameronkgvi> @RealDesertRat @DevinNuneSS_aSS @SeeAllEvil @NOW1SOLAR @realDonaldTrump I wish someone would do a meme of this quote and his "ballooning body"
1136059807293743105 2019-06-04 19:58:59 -0400 <DonKeehotey> @DrDenaGrayson @realDonaldTrump @HouseJudiciary Hope wears more eye makeup than Tammy Faye Bakker.
1136059803510484992 2019-06-04 19:58:58 -0400 <TimoLempiainen> @realDonaldTrump Trump is a  liar criminal traitor self-interest/negative person. narcissist bully for children/women/families. violator of democratic rules tax refugee law-abuser justice blocker  Trump has  divided the US people into conflicting groups. consistently violated human/animal rights.  https://t.co/euds1bnlui
1136059800574484481 2019-06-04 19:58:58 -0400 <PlazmicFlame> @realDonaldTrump @NetworksManager Congrats... You've ruined America and the world hates America because of you. Mission accomplished. What's next? Space Force?
1136059797948645377 2019-06-04 19:58:57 -0400 <Shanari50> #ImpeachTrump  @realDonaldTrump YOU WORK FOR **US** obstructing justice not ok - jail to you for the rest of your miserable life!
1136059796346613760 2019-06-04 19:58:57 -0400 <EFFE4USA> @LouDobbs @realDonaldTrump @ChristianWhiton @EdRollins @pnjaban @EmilyCompagno @SebGorka Emily is one smart cookie 🍪 just followed her!
1136059795062919169 2019-06-04 19:58:56 -0400 <SiempreLagunera> @FelipeCalderon @realDonaldTrump Muy claro lo que ha explicado. Pero al presi le falta... Voluntad y valor para responder...
1136059795033796608 2019-06-04 19:58:56 -0400 <criha> @realDonaldTrump
1136059794119413767 2019-06-04 19:58:56 -0400 <BillyBarbel> @lisastark351 @DonaldJTrumpJr @FLOTUS @IvankaTrump @EricTrump @realDonaldTrump And by the way, not a single one of them is welcome in the UK. The good thing is, once Trump is booted out of Office this won't happen again. #CadetBoneSpurs is #InDeepShit and is #GoingToJail
1136059792068206593 2019-06-04 19:58:56 -0400 <lynettemckinn> @Rusmokin @carlofiorletta @VP @SecondLady @POTUS @realDonaldTrump @WhiteHouse Right?  Treat them like Puerto Rico!   See how fast they move!  FEMA won’t do a dang thing.  Wish OK the best.
1136059791560847360 2019-06-04 19:58:55 -0400 <retiredchilln> @LouDobbs @EdRollins @realDonaldTrump @POTUS Hey Lou, these rhino coward senators need to be primaried and President Trump needs to encourage it and throw his support behind them. Especially McConnell and his little coup you showed on the screen. They forget how they road the coattails of this President
1136059787077214209 2019-06-04 19:58:54 -0400 <philip_clowes> @SkyNews @SadiqKhan @realDonaldTrump @theresa_may This is it  https://t.co/PcVSp1fAss
1136059786297061377 2019-06-04 19:58:54 -0400 <Superesister> @Jan3537 @glamelegance @realDonaldTrump That won’t last long after his trade policies decimate our economy.
1136059784980025349 2019-06-04 19:58:54 -0400 <BuckDoug75> @LouDobbs @POTUS @realDonaldTrump Terrible 👎
1136059784795308032 2019-06-04 19:58:54 -0400 <FulvioMendizab3> @GeraldoRivera @realDonaldTrump Geraldo, FYI he has read the Mueller report, have u?
1136059781213376512 2019-06-04 19:58:53 -0400 <crackersnatch> @zch14998960 @CivilArgument @brimble_damon1 @SkyNews @EmilyThornberry @realDonaldTrump “Who’s on reason for not liking Do all Trump, is cause you don’t like Trump.”  Wtf is this gobbledygook nonsense?  Be quiet ffs. Nobody cares.
1136059776280997891 2019-06-04 19:58:52 -0400 <wwwsss222999> @realDonaldTrump 👍👏
