960664333066813441 2018-02-05 18:59:59 -0400 <snowbird3955> @realDonaldTrump And your paycheck is going up the most..
960664321926795265 2018-02-05 18:59:57 -0400 <Billy1Pilot> @maryannemarsh @realDonaldTrump Desperation looks good on you. Hey did you see the Grassley Memo. Hammer down #FireMueller #RosenstienMustResigm #ImpeachContreras
960664320949530625 2018-02-05 18:59:57 -0400 <MankindisFuture> @realDonaldTrump @foxandfriends Fox telling the truth? That would be a first.  https://t.co/SPKHzOaWbc
960664320290979840 2018-02-05 18:59:56 -0400 <sharonhoward700> @KainaJacobs @SidneyFCombsJr @sassygayrepub @realDonaldTrump Kaina, you ROCK! #Resist 🍻
960664319330570240 2018-02-05 18:59:56 -0400 <mefbama> @Kim_Walker_1984 @pvon2502 @CjonesCar @NBCNews @nbcnew @CNN @CBS @MSNBC @realDonaldTrump Media cons you into thinking this was the biggest one day drop ever in the stock market by using number of points. Percentage is the correct measurement and this is actually the 100th biggest one day drop.
960664318437216256 2018-02-05 18:59:56 -0400 <303john> @realDonaldTrump @DonaldJTrumpJr @NRA #SchiffForBrains  https://t.co/uElZghgBiz
960664317946249216 2018-02-05 18:59:56 -0400 <MikeMcBride58> @realDonaldTrump   https://t.co/3U3Pe42OG6
960664317447294978 2018-02-05 18:59:56 -0400 <Lamatante2017> @GOP @realDonaldTrump   https://t.co/GSShiL6OIA
960664317279420416 2018-02-05 18:59:56 -0400 <myknittingwool> @J1mMcD0nald @realDonaldTrump With Turnbull heading to the USA  will tbull Want to destroy our Medicare , as trump is  Now tweeting about British health care  Does Trump think he runs the world @CatherineKingMP
960664316637622272 2018-02-05 18:59:56 -0400 <MaiaTweeet> @GOP @realDonaldTrump how about starting with the #deletedTweet by @SpeakerRyan and the #StockMarketCrash
960664316382011392 2018-02-05 18:59:55 -0400 <MrShuggoth> @realDonaldTrump Once he gets out of prison you mean.
960664316281319425 2018-02-05 18:59:55 -0400 <CarolDHorn1> @chickenpants2 @bipolarlioness @realDonaldTrump Ha ha ha ha
960664315740160005 2018-02-05 18:59:55 -0400 <jamaicagirl9> @tedlieu @realDonaldTrump God bless you and thank you for your service.  True Americans appreciate your sacrifice and will fight to silence the  “idiot in the oval office!” 🙏🇺🇸💙
960664315530489857 2018-02-05 18:59:55 -0400 <NazarethII> @CurtisCBallII1 @OurBestTimeline @drdeblk @TheRynheart @realDonaldTrump I don't think your 33% is accurate. They've acknowledged there were/are probably a lot of Trump supporters that won't admit it to avoid the criticizm of doing so. Liberals have been very critical of others that don't carry their same ideals.
960664315241029632 2018-02-05 18:59:55 -0400 <WorldGoneMad1> @realDonaldTrump @DonaldJTrumpJr @KellyannePolls @PressSec @EricTrump  https://t.co/yYvOiKKrUH
960664314871996416 2018-02-05 18:59:55 -0400 <ponymom48> @MikeLevinCA @realDonaldTrump Not long . Maybe after his Big Mac attack🦅
960664311558385664 2018-02-05 18:59:54 -0400 <PearlPolanski> @realDonaldTrump #DodgyDonny #CadetBoneSpurs #TinyTrump #TraitorTrump #DonTheDunce #DumbDon #DopeyDonny #TreasonousTrump #TwitTrump
960664310493138945 2018-02-05 18:59:54 -0400 <Sangarccs> @realDonaldTrump @RexTillersom @HeraldoMunoz @sebastianpinera @Almagro_OEA2015 @robertoampuero @chahuan @allamand @DeMussy @jocanavarro @jorgeamc2000 @nicolaswarde @PatoBullrich @AlejRozitchner @patriciowalker @miguelhotero @antonietajurado @soymitzyoficial  https://t.co/dAXhNbv73S
960664309809467394 2018-02-05 18:59:54 -0400 <cnTreasure> @VictoriaECM @realDonaldTrump Now you know it’s Obama’s fault...  https://t.co/yeAimaMLdI
960664305300582400 2018-02-05 18:59:53 -0400 <ArturioEmerys> @realDonaldTrump Things you don't get to decide:  if not clapping is treasonous, if saying 'no collusion' hundreds of times means there was no collusion, when the investigation into your obstruction of justice and your conspiracy with the Russians is complete.
960664304499544066 2018-02-05 18:59:53 -0400 <Clairenettles1> @realDonaldTrump @POTUS Sad members will protest and not come to see President who ignores Congress On Russian sanctions
960664303819984897 2018-02-05 18:59:52 -0400 <XagzanOTM> @realDonaldTrump Save that rope you're using to try to hang #Dreamers out out to dry. It'll save us having to fasten a new one for you.
960664302783930368 2018-02-05 18:59:52 -0400 <WrightSince86> Hey, @realDonaldTrump, largest Dow point drop in American History, you taking credit for that too or nah?
960664301840158720 2018-02-05 18:59:52 -0400 <PatriotJane2> @GOP @realDonaldTrump What a layup.  https://t.co/MyNfNHd4DH
960664299885727745 2018-02-05 18:59:52 -0400 <Joy_Dawkins> @NancyPelosi @realDonaldTrump We are all concerned which is why we need to vote out the GOP Congress in November
960664298812002304 2018-02-05 18:59:51 -0400 <Knitswithbeer> @leonard39elsie @realDonaldTrump It's never stopped him before
960664298493067264 2018-02-05 18:59:51 -0400 <nateroth> @SenSchumer @realDonaldTrump We will also wonder why you didn't pull a "Feinstein" and release it -
960664297851576322 2018-02-05 18:59:51 -0400 <roeluvsparis> Can the church FINALLY say Amen. Ppl believe what they want 2 believe or what they're "programmed" @realDonaldTrump (wink wink) 2 believe. #alternativeshyt  https://t.co/taZ3PA44f7
960664297385771009 2018-02-05 18:59:51 -0400 <RoadDogRescue> @realDonaldTrump  The only applause you'll ever hear from patriots will be after your impeachment.  https://t.co/2T06PbOIPW
960664294911197184 2018-02-05 18:59:50 -0400 <KarenMi30677825> @realDonaldTrump   https://t.co/3vAmAdfLBP
960664294223380482 2018-02-05 18:59:50 -0400 <Ernierouge> @realDonaldTrump #BREAKING: The U.S. stock market is suffering heavy losses this morning, the Dow Jones plummeting around a thousand points in the biggest one day drop in the history of Wall Street. So far, there has been no reaction from President Trump. #9Today  https://t.co/ddsgZ2fu7C
960664294185553920 2018-02-05 18:59:50 -0400 <nosusanhere> @SenSchumer @realDonaldTrump Yep and we have it on tape.
960664294085091333 2018-02-05 18:59:50 -0400 <1LordBaltimore> @chelseahandler @realDonaldTrump   https://t.co/VUaEhEJh7i
960664293745266689 2018-02-05 18:59:50 -0400 <ftglfv> @etsyjulianne @kelly_ramona @dbongino @realDonaldTrump Um, no. I provided refs showing the job creation was less than every year since 2011. That was the only debate. But you disagreed with those facts. Numbers, greater than and less than. So whatever the hell else you are talking about is irrelevant until you acknowledge the facts.
960664293703278592 2018-02-05 18:59:50 -0400 <Dodgers181> @realDonaldTrump Delusional carny barker like p t barnum  https://t.co/c0X7uyNukk
960664292763815936 2018-02-05 18:59:50 -0400 <myselfpropelled> @vicenews The corrupt traitorous @realDonaldTrump administration is against states rights. And white supremacists who want to keep using a weed to beat down people who are non white The biggest gateway drug out there is alcohol The worsts drug epidemic was sold to America by big pharma  https://t.co/d4kwKn3CkD
960664291295875074 2018-02-05 18:59:49 -0400 <TeamTrumpCT> @dawginduckland @AdamSchiffCA @realDonaldTrump They think the American people are stupid. I watched Hillary on her campaign and she pushed the Russian Narrative along with Trump being a racist, bigot etc. The people bought it along with the dossier. Really sickening to watch.
960664290888962049 2018-02-05 18:59:49 -0400 <QuestEditor> @realDonaldTrump What, no chest beating about the incredible gains in the stock market due to your genius?  Oh, right Dow plunges 1,175 -- worst point decline IN HISTORY
960664290486312960 2018-02-05 18:59:49 -0400 <eire1957> @realDonaldTrump Oh right and we are supposed to believe you over the FBI Get real, You fucking liar and divider in chief. Blow your lies out your ass,
960664288426946560 2018-02-05 18:59:49 -0400 <IbnHawqal> @BreitbartNews What's wrong with you guys? You knew this would make national news. I have an nine year old child who I'll have to explain this to before someone else brings it up in front of her. This isn't about freedom of speech anymore, and it's not a 'phobia.' It's hate. @realDonaldTrump
960664287986544640 2018-02-05 18:59:49 -0400 <JosephVrabec> @realDonaldTrump No wall , no deal
960664287738937344 2018-02-05 18:59:49 -0400 <NotPhollowing> @mitchellreports @realDonaldTrump #Trumptatorship  https://t.co/Djp8xTPcG3
960664285218246656 2018-02-05 18:59:48 -0400 <gordonkendall> Retweeted Nancy Pelosi (@NancyPelosi):  Every American should be alarmed by how @realDonaldTrump is working to...  https://t.co/mL9cN34f9S
960664283574087681 2018-02-05 18:59:48 -0400 <fladoughboy> Stock market plummets over 1,000 points. Most ever in a day. So would this be @realDonaldTrump doing? #StockMarketCrash
960664281564852224 2018-02-05 18:59:47 -0400 <chris_chadwick1> @realDonaldTrump I can hear the lie factory that is @PressSec preparing for her next press briefing. What we won't hear is "The president would like to take full responsibility for the stock market crash."  https://t.co/B8HJPPSxp7
960664281254629378 2018-02-05 18:59:47 -0400 <StellaStar711> @DrDenaGrayson @realDonaldTrump @HillaryClinton @BarackObama @seanhannity has already blamed Obama.
960664280285630464 2018-02-05 18:59:47 -0400 <d1Vinman> @Glitchfaction1 @BlacksForDTrump @realDonaldTrump @foxandfriends I feel like a goalie Block Block Block  Call me "troll blocker"
960664276921995265 2018-02-05 18:59:46 -0400 <mikecardinalfan> @tedlieu @MarkRuffalo @realDonaldTrump No pres chump we just didnt care what u had to say
960664275491704838 2018-02-05 18:59:46 -0400 <Wellzy4> @SenSchumer @realDonaldTrump We know what he's hiding  https://t.co/0CYGjQYhXM
960664275340558337 2018-02-05 18:59:46 -0400 <rebecca_camba> @realDonaldTrump TRUMP must be stopped. #ImpeachTrump
960664275055296512 2018-02-05 18:59:46 -0400 <RobertinLALA> @realDonaldTrump Hey Mr. Big Business Man - how do you explain this one you lying sack of shit?!? #resign #NotMyPresident #dow  https://t.co/OwQIWOQaHu
960664274187309056 2018-02-05 18:59:45 -0400 <No_Bod_There> @god_sucks @realDonaldTrump @BarackObama It’s a parody all right
960664270513098752 2018-02-05 18:59:45 -0400 <MitchFurman> @tedlieu @realDonaldTrump Me too BUT also... Why does Jared Kushner still have a Security Clearance? 🇺🇸•••- - -•••🇺🇸 @ImpeachTrumpNet @VetsAgnstTrump @commondefense @Vetsagainst @votevets
960664269850202112 2018-02-05 18:59:44 -0400 <TheRebelliousS1> @realDonaldTrump Bwahahaha you suck.   https://t.co/E8J7NXqp3s
960664267132346369 2018-02-05 18:59:44 -0400 <AlanBBayer> @TeaPainUSA @realDonaldTrump Prisoner #
960664267014930432 2018-02-05 18:59:44 -0400 <jimmyzmuncie> @realDonaldTrump Aww your bully technique isnt working drumphy? Funny how you blame dems but say you wont work on a deal for daca unless you get your pathetic wall in which you campaigned on and said mexico would pay for NOT pay back or how it would pay for itself...you lying sack of S*it
960664266876637185 2018-02-05 18:59:44 -0400 <dagoens> @realDonaldTrump   https://t.co/hR6h2BDCbD
960664266784243712 2018-02-05 18:59:44 -0400 <KimberlyKjjlee3> @realDonaldTrump Please don’t let that happen President Trump.We have no healthcare due to Obamacare Our health ins was $434/ Mth for a BCBS plan w/ a 2500 deductible. Now 1400/ Mth. w/a 15,000 deductible. Effectively, we’re paying 1400/Mth for healthcare that covers nothing until we spend $15K.
960664266096472066 2018-02-05 18:59:43 -0400 <rquick1959> @CASeminole @realDonaldTrump It goes up and you say thx Obama. Make up your mind
960664265228210177 2018-02-05 18:59:43 -0400 <NanaReefer> @realDonaldTrump   https://t.co/wYHGOcfXvt
960664264620019714 2018-02-05 18:59:43 -0400 <mysweeetBaybee> @realDonaldTrump You couldn't be more pathetic if you tried.
960664263978229761 2018-02-05 18:59:43 -0400 <she11976> @realDonaldTrump Not here
960664263294705665 2018-02-05 18:59:43 -0400 <32pjgPdO9OGaxXO> @realDonaldTrump has often taken credit for the stock market's climb. Will he own the drops too? - USA TODAY  https://t.co/8TePU9MYj4
960664262984085504 2018-02-05 18:59:43 -0400 <stevedownunder> Intolerance of dissent. Isn’t that just a smidge closer to treason, @realDonaldTrump?  https://t.co/FwuMzxx4Yf
960664260278996995 2018-02-05 18:59:42 -0400 <notmyprez2016> @TheLastWord There should be #NoClappingForTrump until @realDonaldTrump is #impeached and the powers that be #LockHimUp!  #MuellerIsComing  #MuellerTime  #MuellerInvestigation  @GOP you're next on the chopping block. #VoteThemOut
960664259804868608 2018-02-05 18:59:42 -0400 <EagleGlock88> @realDonaldTrump Grow up! Such a Whiner In Chief!
960664257699418112 2018-02-05 18:59:41 -0400 <alicat505> @KerfuffleBuff @SenSchumer @realDonaldTrump @POTUS @NancyPelosi Afraid of transparency? Why not see it all?
960664256617369600 2018-02-05 18:59:41 -0400 <man_jets> @realDonaldTrump Please fire Rosenstein!  How can anybody trust him!
960664255304478720 2018-02-05 18:59:41 -0400 <jyak27> @JRandallGildea @Mandemic007 @hope_melinda @rhettjet_25 @DeliliaOMalley @realDonaldTrump Yes it does But it is an individual's choice to do so otherwise it is not genuie charity. Besides the fact that those wishing to control such forced charity do it for votes and manage to put some in their own pockets for some reason.
960664254964797440 2018-02-05 18:59:41 -0400 <mjl62> How deluded is @realDonaldTrump ?  https://t.co/ak7u6N2EC0
960664254624948225 2018-02-05 18:59:41 -0400 <JGath1951> @realDonaldTrump You claim that you're personally responsible for the market. Since it's fallen over 1800 points since last Friday, you'd better swing into action. And, to back up your claim, we fully expect you to add the 1800+ points back into it by Wednesday. Call me when you've done your job.
960664253500928000 2018-02-05 18:59:40 -0400 <MikePoelstra> @TeamPelosi So, can't let it go huh Nancy? I wouldn't show you my tax return either. As far as Paul's tweet, yeah it was stupid but I'm already seeing a benefit. How about joining @tedcruz and make them permanent? The Dow is up thousand(s) since he took office. Thanks @realDonaldTrump
960664252737511425 2018-02-05 18:59:40 -0400 <synredae> @SpockResists @realDonaldTrump The Donald doesn't seem to understand who works for who.  #ResignDonaldResign It could keep you and your brats out of jail. It worked for Tricky Dicky.
960664252225871873 2018-02-05 18:59:40 -0400 <scottienhughes> @gavoweb @realDonaldTrump Bring out the cannons ;)
960664252225806337 2018-02-05 18:59:40 -0400 <CaptCereal> @MillenPolitics @realDonaldTrump @realDonaldTrump I'll get your cannon.
960664251131146240 2018-02-05 18:59:40 -0400 <JelliDonut> @realDonaldTrump Have you checked the market today Donnie?
960664249050701824 2018-02-05 18:59:39 -0400 <Sheasy64> @PoliticalPadre @TorinVanderpool @sgtbetsysmith @realDonaldTrump Well it's a combination. Trump is an embellisher for sure. But also opponents refuse to give him any credit for anything. It's a face-off until things untangle somewhat and then people become more objective again
960664247461085184 2018-02-05 18:59:39 -0400 <ben_topete> @realDonaldTrump @DonaldJTrumpJr  why haven't you guys talked about this??  https://t.co/MVCszuoYju
960664246949466112 2018-02-05 18:59:39 -0400 <VampyKiss> @AdamSchiffCA @realDonaldTrump   https://t.co/xsl1bOsOUN
960664246727065600 2018-02-05 18:59:39 -0400 <MarjeMarjelamar> @realDonaldTrump Fire sessions! We need someone that will do something!!!
960664246085328896 2018-02-05 18:59:39 -0400 <SLOCALJon> Hey, @realDonaldTrump, thanks for tanking the Dow more than 1,800 points in two days. That's history making! I used to think the market wasn't driven up or down by just one person. But, you've convinced me that everything that's happened in the economy since 11/16 is due to you.
960664245754048512 2018-02-05 18:59:39 -0400 <phakedonaldtrmp> @realDonaldTrump I can assure you I will be spending more on donations to the Democratic Party. That’s Damn for Sure.
960664245007536132 2018-02-05 18:59:38 -0400 <MikeDriehorst> @MillenPolitics @MedicalQuack @realDonaldTrump Come on -- remember, @snopes is your friend  https://t.co/J8GuO0rgRA.
960664241308164097 2018-02-05 18:59:38 -0400 <DJMikeCee514> #Nunes style “@realDonaldTrump: "the WALL is a total waste of time” That's what you get when you #cherrypick what people say
960664240850796544 2018-02-05 18:59:37 -0400 <ColinMorgan65> @SpockResists @realDonaldTrump It is not possible to give loyalty to Bantha poodoo .
960664239416393728 2018-02-05 18:59:37 -0400 <TinaMDeraco> @realDonaldTrump Try reading! Those protestors R demanding more funding 4 their DHS. How dare U deny us Medicare For All after you put us in debt for your billionaire tax cuts! You'll spend billions on new nukes, but nothing on us!
960664238401441793 2018-02-05 18:59:37 -0400 <Dolphin_Tj34698> @realDonaldTrump @foxandfriends Fox and Friends is the extreme right answer to facts.  They and their viewers live in fantasyland.  The rest of us do not.
960664237721968647 2018-02-05 18:59:37 -0400 <rtcooper3> @realDonaldTrump   https://t.co/xvi2pwEBpw
960664237717839873 2018-02-05 18:59:37 -0400 <hughp1970> @realDonaldTrump *This* is why thousands marched at the weekend,  Mr President.  https://t.co/13auhrAub9
960664236195221509 2018-02-05 18:59:36 -0400 <DEJThePastor> @realDonaldTrump , since you seem to take credit for the stock markets gains a few months ago , why don’t you take credit for its plunge today, and do us all a favor and go down with it??!!
960664235293495297 2018-02-05 18:59:36 -0400 <redroks2> @realDonaldTrump HIGHLY unlikely  https://t.co/Yutv1mX7GA
960664235201228802 2018-02-05 18:59:36 -0400 <voicelessnomore> @IAMConvfefe @Kiwegapawa @RobbersonJon @LydiaAHubbell @NoLongerIgnored @AmericasTaken @WeatherlyJill @SaveRChildrenCa @drlindeman @Cheri_Kentucky @FamUnite4Child @DanBidondi @hangthepedos @InjusticeOR @TheHoneybee_ @bitchute @steemit @SGTreport @HagmannReport @TheFreedom2Live @LibertyColumn @libertytarian @KDKThreadz @TerriLaPoint @JohnBWellsCTM @AmericaTalks @zarathomas96 @HealthyNews2day @TrishaDishes @IWillRedPillYou @LoriHandrahan2 @CraigRSawyer @w_terrence @Rambobiggs @LizCrokin @DRUDGE @allidoisowen @DewsNewz @ProtestCPS @NeonNettle @CBSNews @realDonaldTrump @DebMatheny @SteveMotley @MrsJAB3 @PGAngie1 @canagel007 @seanhannity You're welcome, and thanks for following me.
960664234743930880 2018-02-05 18:59:36 -0400 <PorscheFanCO> @SenSchumer @realDonaldTrump No need to force us to wonder.  We already know he is hiding something and its not just his "hand" size.
960664234286657538 2018-02-05 18:59:36 -0400 <YoureFingOut> @ReginaMisali @Richpf @realDonaldTrump Sure, I'll "take a joke" while you're over here saying "Trump wants all non-whites out of the country or in jail, and also wants to put poor people in jail."   smh. (Speaking of "jokes"...)  https://t.co/eM9scVRFUS
960664233938640898 2018-02-05 18:59:36 -0400 <HanssonSteve> @realDonaldTrump No deal should include amnesty for 1.8 million illegals. I don't care how much Chuck cries!!
960664233225670656 2018-02-05 18:59:36 -0400 <CharlieAusten3> @realDonaldTrump @DevinNunes is a hapless schmuck. But he is only one of many incompetent empty barrels good for nothing other than showering you with fool's golden praise. Why so needy, puppet?
960664232936296448 2018-02-05 18:59:36 -0400 <batgary> I totally agree @realDonaldTrump  https://t.co/ftd5GS4HiD
960664232525115393 2018-02-05 18:59:35 -0400 <BoomerLifeWest> @SenSchumer @realDonaldTrump Yes the Dems are the poster ad for fundamental fairness! What a joke Schumer and the left have become. Americans aren’t fooled anymore.
960664230666977281 2018-02-05 18:59:35 -0400 <heanzaa> @realDonaldTrump @RealJamesWoods @EricTrump Fannie Mae (FNMA) &amp; Freddie Mac (FMCC): Juxtaposition Of Reality, Fraud, &amp; A Great Big Beautiful Tomorrow  https://t.co/iBfkzbDMUw
960664230193221632 2018-02-05 18:59:35 -0400 <BeegDaddyPop> @86Whitemoonlily @realDonaldTrump Quit being SOOO sensative. What you are accusing Trump of, isn’t even what he was saying, just like most of the time. Lefties, or should I say softies, sure can dish it out, but they can’t take it.
960664229727612928 2018-02-05 18:59:35 -0400 <DonMooneyJr> Meanwhile @realDonaldTrump accuses people who don’t cheer for him of treason. #putin is smiling.  https://t.co/UvBCYvHFUo
960664226472734720 2018-02-05 18:59:34 -0400 <richarddpryor> @realDonaldTrump Until the crash
960664226007322624 2018-02-05 18:59:34 -0400 <Ernierouge> @realDonaldTrump #BREAKING: Report: The Philadelphia Eagles will not accept an invitation to the White House from President Trump. Team decision made prior to the #SuperBowl in the event they won, as a sign of team unity.
960664225671733249 2018-02-05 18:59:34 -0400 <benzanass72> @NatalieDanford @colinwoodesq @BlackCheesebur1 @MillenPolitics @realDonaldTrump It's sad that we have to question every little thing true or not.
960664225520615424 2018-02-05 18:59:34 -0400 <slim_skinner> @ChristynRoyce @DrDenaGrayson @realDonaldTrump @HillaryClinton @BarackObama Well, after his “but her emails” battlecry wore thin....😐 Then his “it’s Obama’s admin fault” bellow ran out of air...😏 Then “deep state is the cause” quickly hit shallow waters...🤪 My guess is that somehow this is the FBIs doing. 🙄
960664224857980928 2018-02-05 18:59:34 -0400 <wyer222> Market Rout Wipes $114 Billion From Fortunes of World's Richest - Bloomberg @realDonaldTrump  way to go asshole  https://t.co/fUwwBbS9Qj
960664224216346624 2018-02-05 18:59:33 -0400 <robworley65> @realDonaldTrump Have Jeff Sessions prosecute him.
960664223226318848 2018-02-05 18:59:33 -0400 <Dawniewouldnt> Is this a shot a #Trump @realDonaldTrump they love me @potus ?  https://t.co/mEX09xfbo6
960664222215516160 2018-02-05 18:59:33 -0400 <ACPAMAN1986> @CBSNews What an insult, don't you, little boy @realDonaldTrump,  ever equate yourself with the democrats again!  https://t.co/x7RvpRTG8T
960664217568333825 2018-02-05 18:59:32 -0400 <altfacts123> @realDonaldTrump So now that the stockmarket is falling like a rock, I'm sure you'll blame Obama in 3, 2, 1 . . .
960664217480294400 2018-02-05 18:59:32 -0400 <BBbmarsh> @GOP @realDonaldTrump   https://t.co/noo1Kcl7oJ
960664215462797312 2018-02-05 18:59:31 -0400 <HeavyDE76> @realDonaldTrump Instead of everyone having good healthcare we're paying more in taxes to pay for your WEALTHCARE! NO THANKS! #BENEDICTTRUMP
960664214980325376 2018-02-05 18:59:31 -0400 <andrewinphoenix> @realDonaldTrump Heard the committee voted to release the Democrats' document.  If you block it, it'll just prove you have something to hide and that you're a hypocrite.
960664213134835712 2018-02-05 18:59:31 -0400 <SuperStarGroper> @SenSchumer @realDonaldTrump Your tweet makes a lot of sense, but will @potus be able to understand it?
960664213092950016 2018-02-05 18:59:31 -0400 <TacereSol> We all knew it - @PressSec &amp; @realDonaldTrump LIED about the Comey firing:   https://t.co/8cOfjXEWwK  #BlueWave2018  #FBR #TheResistance #MAGA is code for #LiarInChief
960664210098327552 2018-02-05 18:59:30 -0400 <JTComp> @HillaryWarnedUs @realDonaldTrump I was throwing up in my mouth.
960664209691500546 2018-02-05 18:59:30 -0400 <shallo4855> @realDonaldTrump Not mine jerk face
960664209343234050 2018-02-05 18:59:30 -0400 <richardlsoto> @MillenPolitics @realDonaldTrump Wish this was true. I would pay good money to see it.
960664209259364352 2018-02-05 18:59:30 -0400 <femalebavarian> @realDonaldTrump Welcome to Trump economy finally! @CNN  https://t.co/exZftLEXUo
960664207975907328 2018-02-05 18:59:30 -0400 <Sticky_Money> @apexnerd @realDonaldTrump "Hero," "collaborator," same difference!
960664207501934592 2018-02-05 18:59:30 -0400 <tweetingbrit> @PressSec @realDonaldTrump @PressSec ....God too, I expect!
960664207061532672 2018-02-05 18:59:29 -0400 <BaxterPamela> @MikeLevinCA @realDonaldTrump He already is... sounding out those big words for his hate tweet! 😂😂🤣
960664206423965696 2018-02-05 18:59:29 -0400 <TheMindWave> @SharylAttkisson @DavidHarnadek @TheJusticeDept Sharyl , isn’t it disappointing that it’s not the Obama’s DOJ that is so pathetic but of @realDonaldTrump whom we had supported to drain the obama sewer ?
960664205882871808 2018-02-05 18:59:29 -0400 <patyvillaescusa> @tedlieu @realDonaldTrump @jdawsey1, Then, Donald Trump's Military 5 Draft Deferrals Goes Beyond Cowardice, They go all the Way to Treason and Conspiracy which means he really hates our country
960664205253890050 2018-02-05 18:59:29 -0400 <ConnieKrist> @realDonaldTrump THANK YOU President Trump! I DO appreciate the tax reduction and ANY other help you are able to give me. These other jerks can move to MEXICO
960664204985491456 2018-02-05 18:59:29 -0400 <jaeu2> @SiddonsDan @Sunny4Truth @HillaryClinton @ClintonFdn @realDonaldTrump LOCK CLINTONS UP PLEASE!
960664204524052481 2018-02-05 18:59:29 -0400 <MiriamS21557439> @chelseahandler @realDonaldTrump It's been up for months girl!!! Cone on.
960664203316080640 2018-02-05 18:59:29 -0400 <LeftyGlenn> @BalloonStrings @JacobAWohl @realDonaldTrump So you’re “playing” the stock market. I suggest you put some of your tax cut in there too. Sorry your friends are making such poor choices. Perhaps they can put some of their tax cuts in there too.
960664203299360768 2018-02-05 18:59:29 -0400 <ppetersen23> @realDonaldTrump Gonna take credit for the stock market DUMPING  1,500 points today? If you take credit for the gains, you need to take credit for losses too!
960664203114684417 2018-02-05 18:59:28 -0400 <bkaputnik> @crooksandliars @realDonaldTrump Let’s release it all. And all the supporting interviews and documents.
960664202200469504 2018-02-05 18:59:28 -0400 <hahail> @AgnesSBaker @WebbL03 @DianeStuffer @RepKick1 @ElaineEguthrie1 @beachlifenow @steelworker1956 @twaggers2003 @AdamSchiffCA @realDonaldTrump I can say with certainty: If Linda had to “write” the check for her Obamacare, she’d want Obama in a prison in El Salvador 🇸🇻
