1032417130329923584 2018-08-22 19:59:59 -0400 <GregAsbury1> @realDonaldTrump Keep tweeting moron 😆  https://t.co/cotKqlg1cx
1032417066370957312 2018-08-22 19:59:44 -0400 <jess2665> @ThePrinceofSha1 @realDonaldTrump @NWSHonolulu This.
1032417063871045632 2018-08-22 19:59:44 -0400 <Infinite_Ennui> @j_ardinera @realDonaldTrump @GenFlynn @JulianAssange They, invariably, are doing what they accuse others of doing.  They use the movements created to protect people (from what they are doing), as a cover (for what they are doing).  They are the living scum of society, presenting as saints and defenders of goodness and morality.
1032417062969389056 2018-08-22 19:59:43 -0400 <Flyonfreedom> @washingtonpost False facts are the only facts for the @realDonaldTrump administration.
1032417061694328832 2018-08-22 19:59:43 -0400 <smallwood0311> @realDonaldTrump  Tweeting a bunch of horse poop about the convicted felon Manafort and you may soon walk in  his sboes. Will the GOP stand behind you? #impeachtrump
1032417061107105798 2018-08-22 19:59:43 -0400 <Edonthelake> @realDonaldTrump Trump you do understand that most of this Bull Market happened under Obama! Thank you for finally recognizing it!
1032417060767322112 2018-08-22 19:59:43 -0400 <alt_kellyann> @Lizerenity @Deborah00796667 @realDonaldTrump Even if he was here illegally, it is beyond disgusting to use this woman’s death for a misleading political point.  He doesn’t give a shit about this poor girl  or her family — just his stupid wall and his even more stupid base.
1032417060402262021 2018-08-22 19:59:43 -0400 <establishmentno> @realDonaldTrump .... and both parties tried scaring voters that tariffs would start a Trade War that USA couldn't win! If rich INVESTORS were worried the STOCK MARKET would plummet! I'm content 2 let the TRADE DUST settle before making up my mind about successful or unsuccessful TRADE!
1032417059416813568 2018-08-22 19:59:43 -0400 <Pbharris99> @LadyThriller69 @realDonaldTrump Hate to say it, but at times I think Fox and others all part of same grand plan. Also think “Q” designed to get us to “Trust in the Plan” or stay complacent and not freak out when they systematically destroy Trump. Getting real bad vibes in my pea brain
1032417058162585601 2018-08-22 19:59:42 -0400 <Sanchez28854726> @The_Trump_Train @realDonaldTrump 🤣😭😂😭🤣😭😂nothing to do with being liberal, he will self implode. Sit back relax and enjoy the downfall.
1032417056199725056 2018-08-22 19:59:42 -0400 <BlueWisco> @realDonaldTrump SHUT UP.
1032417053817413632 2018-08-22 19:59:41 -0400 <DaveDube> @realDonaldTrump LMAO   #ResignNow
1032417052655607809 2018-08-22 19:59:41 -0400 <clingingtomygun> @CarmeninSD @Miriam2626 @realDonaldTrump Oh, honey, bless your heart. I love how Democrats project their own ignorance onto others...Typical But, unlike you, I am capable of thinking for myself. I know you all have to be told what to think, so I'll give you a pass
1032417051149848577 2018-08-22 19:59:41 -0400 <Joyce75260387> @realDonaldTrump Thank you President Trump!
1032417050277249025 2018-08-22 19:59:40 -0400 <fireandrain2020> @PressSec you can’t hide your fear that you will be out of a job soon. You should stop lying for @realDonaldTrump 🍼you’ll never get another job otherwise.😭😂
1032417049794904064 2018-08-22 19:59:40 -0400 <Eleanddon> I got some nasty tweets because I saw eyes being rolled  during his rally. Looks like @realDonaldTrump fans not so happy. He’s losing them.
1032417048918466560 2018-08-22 19:59:40 -0400 <KingJhova3> @realDonaldTrump  https://t.co/gvYyQZl0z7
1032417048465432576 2018-08-22 19:59:40 -0400 <2tonvet> @realDonaldTrump You should really talk to someone who understands this stuff before you tweet nonesense
1032417048264028161 2018-08-22 19:59:40 -0400 <roseipsa> @realDonaldTrump Yep, and the "witch hunt" keeps finding witches...yay!  On another topic, should the WH really be starting petitions regarding how a private business conducts itself?  There is a heck of a lot of important governing to do!  Focus!  Focus!
1032417047039361031 2018-08-22 19:59:40 -0400 <AnneBowen20> @mimiof23 @funder @reception98 @realDonaldTrump Bless you!
1032417046750015488 2018-08-22 19:59:39 -0400 <lismiley1> @realDonaldTrump Ummmm. It started with Obama’s administration NOT YOURS! Stop taking all the credit!
1032417045953097728 2018-08-22 19:59:39 -0400 <Bobhix1> @BallsDeepState @SayingThink @LouDobbs @SidneyPowell1 @realDonaldTrump I do believe HRC has been corrupt all her adult life !!!
1032417045344870400 2018-08-22 19:59:39 -0400 <verbalrugby> @AmandaLeeAP @Broom_Kevin This falls on the toxic culture that @NRA and @realDonaldTrump have colluded to create.
1032417044891938816 2018-08-22 19:59:39 -0400 <ganz_michael> @joelpollak @realDonaldTrump Great point.
1032417044644290560 2018-08-22 19:59:39 -0400 <Everyday_Jeff> @moonsandstars77 @Debbierb1 @misterbumface @realDonaldTrump Do you really want us to post all the Antifa resistance violence? No comparison.
1032417043591643137 2018-08-22 19:59:39 -0400 <scrapcycling> @tedlieu @PressSec @realDonaldTrump Why are we wasting our tax money on her salary, she is not doing the job she's being paid for
1032417039476875264 2018-08-22 19:59:38 -0400 <LUFC_Arizona> @header0302 @paulUKcoder @realDonaldTrump The economy sucked under Obama? By what measure? For context  https://t.co/y71xm4seiW
1032417037589598213 2018-08-22 19:59:37 -0400 <Cyx12> @geovazquez31 @Katrina33048466 @taiping2 @realDonaldTrump I’m sure he’ll put you on his visitors list
1032417037337784320 2018-08-22 19:59:37 -0400 <drewmolina> @realDonaldTrump  https://t.co/RVReMXRO7L
1032417036662652938 2018-08-22 19:59:37 -0400 <thefunoffice> @stevedmiller @LtStevenLRogers @74FlyOver @realDonaldTrump Maybe you should tell Trump the election ended in 2016. Getting tired of hearing about his “huge” electoral college win.
1032417032988446720 2018-08-22 19:59:36 -0400 <mccunecicki> @realDonaldTrump @foxandfriends What promises have you kept? You talk in circles a lit, but only 1 major piece of legislation &amp; it's a disaster for our deficit, &amp; doesn't help anyone not in 1%. WORSE POTUS IN HISTORY #LiarInChief
1032417030903746560 2018-08-22 19:59:36 -0400 <mlindsay_mark> USA has a misogynistic, erratic, and corrupt President in @realDonaldTrump. Looks like Australia is about to get a brutal, racist, and inhumane ex-cop as its next PM in @PeterDutton_MP. Both lock kids up in 21stC-style concentration camps. Thought we were better than this
1032417029498621952 2018-08-22 19:59:35 -0400 <photog344> @Lady_Star_Gem @Torontoprof1 @realDonaldTrump  https://t.co/DBiBZXUZvG
1032417025363046401 2018-08-22 19:59:34 -0400 <JenConley7> @favabean7 @realDonaldTrump OMG that's hilarious 😄😄
1032417024616452096 2018-08-22 19:59:34 -0400 <ole101eagle> @JackPosobiec @realDonaldTrump Right, thank God D Dodger Don always sticks to his original story. Too funny.
1032417023790403584 2018-08-22 19:59:34 -0400 <Beachnut10> @realDonaldTrump You need to learn to read.  It wasn't 12 years ago.
1032417022339149830 2018-08-22 19:59:34 -0400 <taze_beren> @glamelegance @slobozhak @realDonaldTrump ФОТО  https://t.co/JTb0n1xYuB
1032417020321714176 2018-08-22 19:59:33 -0400 <LindaMBigK9z> @buggars2 @willowlaurel @silveraa @realDonaldTrump @NWSHonolulu @BarackObama I'm not belittling anyone.  Trump preys on those who have nothing. He gives them something, a leader, a hero, a promise.  All fake.  Analyze his speech next time. Analyze his words and lack of vocabary.   He uses divide and conquer.
1032417019830984704 2018-08-22 19:59:33 -0400 <theotherkim1> @realDonaldTrump Thank you POTUS.
1032417019302277120 2018-08-22 19:59:33 -0400 <mincanada> @MasthoMpfier @LannyDavis @MichaelCohen212 @realDonaldTrump I did say in every govt.  Not necessary illegal, as I also said.
1032417018337734657 2018-08-22 19:59:33 -0400 <cangia48> @Jackie_P63 @runningradioman @randallpink17 @realDonaldTrump @robbystarbuck RepubliKlans lie like their leader.
1032417017729560576 2018-08-22 19:59:33 -0400 <MarcusSharon> @JohnHthePoet @RachelSB @JasonClayworth @WhiteHouse @realDonaldTrump I was being sarcastic about Trump's hypocrisy.  I would never advocate banning an entire group because individuals in that group do bad things.
1032417017532506113 2018-08-22 19:59:33 -0400 <albury1207> @EdanClay @MoserMacR @realDonaldTrump Yes, several narcissist committed suicide....Jim Jones, Hitler...
1032417016261619712 2018-08-22 19:59:32 -0400 <KopsMiss> @realDonaldTrump
1032417014634176512 2018-08-22 19:59:32 -0400 <553_9499> @realDonaldTrump You are a DICK!!!
1032417011501068288 2018-08-22 19:59:31 -0400 <RobsMuir> @realDonaldTrump @foxandfriends No credit to you, Herr Cheato!  We all know this has been in the works.
1032417010062422016 2018-08-22 19:59:31 -0400 <VoteSmartDammit> @RickB200 @realDonaldTrump Paid c-nt
1032417009684934657 2018-08-22 19:59:31 -0400 <petersonny1> @realDonaldTrump Donald Trump has never apologized.
1032417007356993537 2018-08-22 19:59:30 -0400 <leftcoastbabe> @TruthTeamOne @bellelula3 @realDonaldTrump Unfortunately it seems as if they already have.
1032417004601401345 2018-08-22 19:59:29 -0400 <cedrichopkins31> @realDonaldTrump listen you shouldn't focus on propaganda and like I told you you should focus on trying to help the people from Selma and I even told you about a connect that I got who can paint military planes for you he just need a contract to do it so send me a letter
1032417003636760576 2018-08-22 19:59:29 -0400 <Tazzdemona> @realDonaldTrump cunt
1032417003162615810 2018-08-22 19:59:29 -0400 <qsgaous> @MitchMcConell @realDonaldTrump @WhiteHouse Stock market went very high before the Great Depression. So you really should ask whether it’s sustainable. US stock market goes to cycle of up and down many times. Is there a solution to prevent a big drop?
1032417002705616896 2018-08-22 19:59:29 -0400 <ResearchdWell> @WingedRayeth @Panglesmith @wat_tmw @The_Trump_Train @thulanikoti @realDonaldTrump That's just not how business works. You are paid based on skills and value you bring to a company.
1032417002328137728 2018-08-22 19:59:29 -0400 <KingJhova3> @realDonaldTrump @NWSHonolulu Hurricane Mueller........ https://t.co/gvYyQZl0z7
1032417000272875520 2018-08-22 19:59:28 -0400 <BaltimoreBokeh> @realDonaldTrump @WhiteHouse  https://t.co/ajT2BdMpNh
1032416998016221194 2018-08-22 19:59:28 -0400 <CathyQuinn1231> @ResistSass @ablondewun1 @joncoopertweets @realDonaldTrump Imagine trump pennyless and in prison! That's a tough life. Can't think of anyone who deserves it more. This is where his "great genes" are really going to suck. With less KFC &amp; MickyD's he could easily live out a nice long prison sentence.
1032416995449491456 2018-08-22 19:59:27 -0400 <ladydi1980> @tedlieu @PressSec @realDonaldTrump She’s ridiculous.
1032416992265994241 2018-08-22 19:59:26 -0400 <morpheusecho> @RYSA_H_LOTUS @realDonaldTrump Radiant 😂😂😂 The man looks like a bloated corpse.  https://t.co/MPWrRtYAeJ
1032416991431159808 2018-08-22 19:59:26 -0400 <presidentelectx> @mike03car And if you are Manafort you get life in prison. #DoubleStandard while Pakistani IT guy walks @realDonaldTrump
1032416990869315584 2018-08-22 19:59:26 -0400 <RonG60766447> @DrDenaGrayson @glwoods3377 @SpeakerRyan @SenateMajLdr @realDonaldTrump There just as guilty as the Frump
1032416989824745474 2018-08-22 19:59:26 -0400 <MaryFakeNews> @realDonaldTrump Predictable reply.   Shame on you for bringing this family in on a political debate.  You have no soul.
1032416988331737089 2018-08-22 19:59:26 -0400 <Zulubug> @SeddonTelli @WeAreOne_Q @realDonaldTrump That is what woke me and made me #walkaway  bc it was so obvious.
1032416987648077824 2018-08-22 19:59:25 -0400 <kcshea01> @The_Trump_Train @realDonaldTrump It’s not just liberals that hate him
1032416987303927808 2018-08-22 19:59:25 -0400 <paradise_joanne> @SenateMajLdr @USAlovesTrumpz @realDonaldTrump Is that supposed to be some kind of record?! I think it should be more like 126! Only 26 in 20 months is not that good I don’t think. The “resistance” continues. They must be stopped! MAGA!!!!!!!
1032416984066011138 2018-08-22 19:59:25 -0400 <Route66_AZ66> @realDonaldTrump Guilty.  Another trial coming. Guilty.
1032416983936118785 2018-08-22 19:59:25 -0400 <JohnCrossJr2> @realDonaldTrump @TroyAllenHumbl1 Well said Mr.President Trump
1032416982979817473 2018-08-22 19:59:24 -0400 <DoNaytion> @realDonaldTrump If anyone is looking for good judgment, I suggest you don’t retain the services of Donald Trump. All the “best people” he hired seem to be incompetent crooks. Either he knew that up front and hired them anyway, or he’s too stupid to run a lemonade stand, let alone the country.
1032416981042036736 2018-08-22 19:59:24 -0400 <Ryan80099311> @realDonaldTrump Idiot you abandoned your country
1032416980538679297 2018-08-22 19:59:24 -0400 <katiet121> @drawandstrike @ThomasWictor @realDonaldTrump @GOPChairwoman OMG NOT AT ALL! I read the 22 page indictment! The only "conspiracy" is with MSM and ironically, Avenetti!
1032416979527917568 2018-08-22 19:59:23 -0400 <DaveDube> @realDonaldTrump LMAO   #ResignNow
1032416978055573505 2018-08-22 19:59:23 -0400 <tay30lormel> @tedlieu @PressSec @realDonaldTrump Sarah Sanders is such a liar, she  https://t.co/u5Mmtxt0IU
1032416977879490560 2018-08-22 19:59:23 -0400 <Kaydlane22> If it has anything to do with KFC, @realDonaldTrump is IN!
1032416977342611456 2018-08-22 19:59:23 -0400 <lshirley14552> @Katrina33048466 @LoveMyTrump45 @realDonaldTrump Thank you for saving me the time of having to find the proof of yet another false statement about the Obamas.
1032416975711072256 2018-08-22 19:59:23 -0400 <MiddleEarth45> @FoxNews @realDonaldTrump Make black lung great again!  https://t.co/gdLRNgsCvc
1032416975442661376 2018-08-22 19:59:22 -0400 <chaoticontessa> @Chkaboom @TraceyTorres @realDonaldTrump Because people hide their heads in the sand and ingore the ever mounting crimes against Trump. Because his supporters are holding onto ridiculous scraps of untrue stories because they don’t want to admit their precious Trump Train is going off a cliff.
1032416975367139328 2018-08-22 19:59:22 -0400 <damngina2017> @axios How timely @realDonaldTrump
1032416975329415168 2018-08-22 19:59:22 -0400 <stnlyjsph> @realDonaldTrump Really? This is fucking low. Wigs about to come off, Trumpy.
1032416974075252736 2018-08-22 19:59:22 -0400 <AnotherNerdyGir> @realDonaldTrump Why would you feel bad for someone who broke the law?  You are the president, you should be upholding the law.
1032416973219450880 2018-08-22 19:59:22 -0400 <Maxican88> @realDonaldTrump jail will be waiting
1032416972628099073 2018-08-22 19:59:22 -0400 <racer21dan> @howeasyweforget @realDonaldTrump Look who is running the doj and the FBI they're all gone aren't they
1032416971910864896 2018-08-22 19:59:22 -0400 <JayAre77> @realDonaldTrump You're making even less sense than usual. Time for you to go on a permanent vacation.
1032416971411939328 2018-08-22 19:59:22 -0400 <DogMama04> @realDonaldTrump Guilty on a not-crime... 🤔 and what about the other charges?
1032416967511236608 2018-08-22 19:59:21 -0400 <lruby20> @realDonaldTrump Denial is not a river in Egypt.
1032416965464338433 2018-08-22 19:59:20 -0400 <PankajGuptaPhD> @JacobAWohl @realDonaldTrump It wasn't any "deep state" that forced Manafort to set up shell companies, lie, and cheat on millions in taxes. Absolutely no pardon for these crooks.
1032416963371393024 2018-08-22 19:59:20 -0400 <Catdame> @JusticeStrength @edgy_raven_sp @ChrisJZullo @realDonaldTrump Amen.
1032416960661921792 2018-08-22 19:59:19 -0400 <annarobin6> @realDonaldTrump How do you plead guilty...in federal court...to something that isn’t a crime? You’d think the lawyers would have noticed that.
1032416959147601920 2018-08-22 19:59:19 -0400 <SWdurhamlass> @realDonaldTrump 😂😂😂
1032416958875090944 2018-08-22 19:59:19 -0400 <Billy_Barrell> @GayRepublicSwag @debiekruszynsk @realDonaldTrump This idea is gaining momentum. I think a non-profit could pull this off with a #gofundme set up. @realDonaldTrump  @GOP @seanhannity
1032416957918658560 2018-08-22 19:59:18 -0400 <lavoixinconnue> @JohnJohnRaaage @Thesolardude @realDonaldTrump I’d eat the chicken thighs with jelly before I’d eat it on a grilled cheese. We used to put grape jelly on our biscuits..that or syrup...(goddamn, how do we not all have diabetes)
1032416957851750400 2018-08-22 19:59:18 -0400 <nathanxmeyer> @realDonaldTrump @EricTrump — you are both monstrously wrong and completely off-base here.  Crimes (you now, illegal stuff) were committed.
1032416956232724480 2018-08-22 19:59:18 -0400 <ebe470> @realDonaldTrump yeah but wait til he cuts his deal with Mueller - you're going down HARD  you #TinyDickedDictatorWannabe  Cohen has all your dirty laundry and he's gonna give you, your family &amp; store bought "friends" to Mr Mueller on a silver platter  #CanWeStartBuildingTheGallowsYet?
1032416955997859840 2018-08-22 19:59:18 -0400 <NeWeathereye> @realDonaldTrump Mueller is going to love this little nugget...And you thought Americans were stupid...So glad Cohen flipped on you..
1032416955939139584 2018-08-22 19:59:18 -0400 <Schneiv> @realDonaldTrump SPIN! SPIN! SPIN!  Do you feel the noose tightening?  TICK TOCK!
1032416954395451394 2018-08-22 19:59:17 -0400 <NaLo_Walls> @realDonaldTrump  https://t.co/nQ5HPK47lI
1032416952357150720 2018-08-22 19:59:17 -0400 <Anuhint1> @mandymendez90 @sammy_underwood @RealJamesWoods @realDonaldTrump @lilbulli1031 @ArizonaKayte @PhilMcCrackin44 @Jamierodr10 @RuthieRedSox @Airbornex82nd @bbusa617 @MissErica112 @DSanchez1669 @Golfinggary5222 And we’re paying for that too
