895434516952743936 2017-08-09 19:59:59 -0400 <TaiAmeida> @FoxNews @realDonaldTrump @SenateMajLdr good.
895434489282908161 2017-08-09 19:59:53 -0400 <ThunderMarg> @JohnTDolan @binny0122 They don't wish anything good on our @POTUS, but in spite of all he'll pull through and #MAGA!!! 😃👏👏👏👏❤️🇺🇸🙏🇺🇸❤️@realDonaldTrump @seanhannity
895434485491277824 2017-08-09 19:59:52 -0400 <tazmewin> @realDonaldTrump .Hey, #PresidentJackass, you mean you continued what @BarackObama @POTUS44 started? Trying actually doing something yourself #ThanksObama
895434484354609152 2017-08-09 19:59:52 -0400 <dwaynecobb> North Korea 'seriously examining' a strike near Guam    @realDonaldTrump   FAILURE    https://t.co/oBoSmW8TUO
895434481305350144 2017-08-09 19:59:51 -0400 <B421975> @realDonaldTrump dude, a REAL LEADER DOESN'T TALK... HE DELIVERS
895434480155885569 2017-08-09 19:59:51 -0400 <SanteTheWitty> @shelby_dottie @FoxNews @realDonaldTrump @SenateMajLdr 🤣😂🤣😂
895434479422066688 2017-08-09 19:59:50 -0400 <noozgurl> @foxandfriends @realDonaldTrump Are we talking human feces? Wouldn't surprise me. They're Neanderthals.
895434478373523457 2017-08-09 19:59:50 -0400 <DuaneThimpson> @eugenegu @thekylestevens @realDonaldTrump Yall shuld be a givin trump the soport he be a ernin.
895434476200669184 2017-08-09 19:59:50 -0400 <SandraJeanLeon1> @realDonaldTrump, that's you!!!  https://t.co/NFgkx0zWWV
895434476079071233 2017-08-09 19:59:50 -0400 <albortomani> @realDonaldTrump And God bless the whole planet 🙏
895434471335354368 2017-08-09 19:59:48 -0400 <namasterthere> @mayflowergal1 @realDonaldTrump Sending love and love and light someday ther will be an indigo child in the oval office and we will all sleep better! @  https://t.co/NCCAimYhtj
895434470538522625 2017-08-09 19:59:48 -0400 <Politics442> @realDonaldTrump  https://t.co/rQ9yO3OHtW
895434470311903232 2017-08-09 19:59:48 -0400 <602Erik> @tedlieu @realDonaldTrump oh, sure, screw the temp guy....
895434469288562688 2017-08-09 19:59:48 -0400 <louisewaters31> @realDonaldTrump Agreed for sure.  Outrageous do nothing congress  Needs to get a
895434468143628288 2017-08-09 19:59:48 -0400 <DJoeGriffith1> @realDonaldTrump No kidding
895434465719181313 2017-08-09 19:59:47 -0400 <ScifiCommons> If there was ever anyone that should be banned from @Twitter for threatening people, it's @realDonaldTrump.
895434465152974848 2017-08-09 19:59:47 -0400 <angelsbunny7> @GreyHawk121 @RogerJStoneJr @realDonaldTrump Hahaha! Love that hashtag 😂
895434461029867521 2017-08-09 19:59:46 -0400 <jbsportz> @eimzkavanagh @kelliwardaz @realDonaldTrump All good signs. #InMuellerWeTrust
895434460371472384 2017-08-09 19:59:46 -0400 <MichaelDRolfe17> @Liberty97034 @bradcrain @POTUS @realDonaldTrump Ranting...this country is sick of this disgusting pig in the White House getting away with his bull! You want to go to war and you trust him
895434455912857600 2017-08-09 19:59:45 -0400 <ZeroCleve1976> @visitor_eVisa @Impeach_D_Trump @POTUS @realDonaldTrump This thing is larger than our wildest imagination.I feel all we can do is watch. You can't harm people and not expect karma to harm you.
895434454260469761 2017-08-09 19:59:44 -0400 <Maizysgrrrl> @SamarasBritt @mama_sizzling @SCMilitarybrat @kelliwardaz @williamlegate @realDonaldTrump I love this! It's basically everything on twitter right now!
895434454075936770 2017-08-09 19:59:44 -0400 <mipmay> @realDonaldTrump oh for fuck sake
895434451852738561 2017-08-09 19:59:44 -0400 <giese_kristina> Handling a special needs child is a massive undertaking. I don't blame her. I blame the system that is broken @realDonaldTrump  https://t.co/olWmcsFluf
895434450170920961 2017-08-09 19:59:43 -0400 <OccupyAssembly1> @critic_social @DavidJo76044246 @tedlieu @realDonaldTrump @POTUS In the 70s they asked him @realDonaldTrump what was the last book he read......and last year he gave the same answer.....#LiarNChief  https://t.co/pLitI4Lp5t
895434448568582144 2017-08-09 19:59:43 -0400 <HeathChucy> @KTLA @realDonaldTrump Bunch of hypocrites the pass presidents used the same language. Trump haters Hillary kiss asses
895434445355929601 2017-08-09 19:59:42 -0400 <skoobeedont> @realDonaldTrump   https://t.co/6OwdQlgdn1
895434444328194048 2017-08-09 19:59:42 -0400 <Qanon_isacult> @realDonaldTrump You don't give a shit about our country and it's disgusting to see you pretending you do. You can barely read, let alone govern. FAILURE!
895434443942440960 2017-08-09 19:59:42 -0400 <SaysEdwina> EVERYBODY knows @realDonaldTrump is not fit for office. Somebody tell me why those who can, won't invoke the 25th Amendment.  (I know/do U?)  https://t.co/8SAPpA46jy
895434440138248192 2017-08-09 19:59:41 -0400 <RachMiata> @realDonaldTrump Wth is this? Trump put together a video of himself?  Lmaoooo!
895434438028513281 2017-08-09 19:59:41 -0400 <simplelife_79> @realDonaldTrump You just looove talking about yourself don't you Mr. President? 🤦🏼‍♀️
895434437608972288 2017-08-09 19:59:40 -0400 <d_hallstrom> @realDonaldTrump Feeling a little insecure are you??
895434435952300032 2017-08-09 19:59:40 -0400 <eminentgent> @MaggieJordanACN @realDonaldTrump More rational than the Tweeto.
895434435138473984 2017-08-09 19:59:40 -0400 <twiffernit> @realDonaldTrump Who Said It? FAILING TRUMP or KIM JONG-UN  https://t.co/CInpaN8d4L
895434434098352128 2017-08-09 19:59:40 -0400 <rocknfolknroll> I have called upon Twitter to delete @realDonaldTrump for trying to incite violence &amp; Nuclear War. Innapropriate rhetoric is dangerous
895434431724433408 2017-08-09 19:59:39 -0400 <PKrukonis> @Dennis_Magnasco @JasonKander @realDonaldTrump Dennis just when i am about to panic you make me laugh
895434431619411968 2017-08-09 19:59:39 -0400 <healingfor2021> @realDonaldTrump God get this Clown out of office. 🤡😡🍊
895434431476977664 2017-08-09 19:59:39 -0400 <l481960fitz> Haha💯💯🖕@realdonaldtrump  https://t.co/v0KcL5af6G
895434429933531140 2017-08-09 19:59:39 -0400 <glenn_ken> @Remmy76535478 @commondefense @realDonaldTrump This was under Bush watch, money sent too Iraq went missing
895434427022454784 2017-08-09 19:59:38 -0400 <TraceyInOregon> @LuckyTJ00 @jackiebwatson @realDonaldTrump What specifically were you unhappy about? A black president? No worries, Trump will not be in office that long!!
895434416725602304 2017-08-09 19:59:35 -0400 <pattysmattyvt> @momof24u @JoJo__C @TXsnark7 @kelliwardaz @KikiAdine @realDonaldTrump   https://t.co/F3fhTKBYTc
895434415454560258 2017-08-09 19:59:35 -0400 <AltMumofzephyr> @foxandfriends @realDonaldTrump @FoxNews You retweet this but don't say a work about terrorist attacking a mosque in the US?  #racist
895434415249137664 2017-08-09 19:59:35 -0400 <TheSambrose> @realDonaldTrump This coming from a horrendous "leader"
895434415228067841 2017-08-09 19:59:35 -0400 <PuppetTrump75> @realdonaldtrump here's the best picture of you in weeks. Oh wait it can't be you he's in DC. Works harder than you. #MAGA  https://t.co/5laiCoxSvT
895434414372528129 2017-08-09 19:59:35 -0400 <HillSeniorUSN> @realDonaldTrump @POTUS @DavidCornDC @chrislhayes donald, too bad you are a pathological liar.  65 lies to date from you!  Sad, very sad....
895434410010476545 2017-08-09 19:59:34 -0400 <AnneBradbury5> @ktumulty @realDonaldTrump trump doesn't let facts get in the way of a good story.
895434407837814784 2017-08-09 19:59:33 -0400 <ATrueJoker> @kelliwardaz @realDonaldTrump Really SUCKS when you can't win a rigged pole
895434406944546816 2017-08-09 19:59:33 -0400 <FerociousBeast> @realDonaldTrump I'm betting that it wasn't.
895434403878457345 2017-08-09 19:59:32 -0400 <Vzladream> @Impeach_D_Trump @realDonaldTrump SCOTUS, Immigration, jobs are up, values especially patriotism back! He has done a lot for our country. The best is HRC is not @WhiteHouse
895434401382887424 2017-08-09 19:59:32 -0400 <BohemianPosh> @realDonaldTrump Smh
895434398736162817 2017-08-09 19:59:31 -0400 <Sugaree45366557> @realDonaldTrump #IMPOTUS #UrineBiglyTrouble
895434396798418944 2017-08-09 19:59:31 -0400 <critic_social> @OccupyAssembly1 @DavidJo76044246 @tedlieu @realDonaldTrump Yes, I'd heard that, however,I didn't know how prevalent the practice was!
895434396446081024 2017-08-09 19:59:31 -0400 <joeyk0506> @realDonaldTrump @OfficialSarV this gave me goosebumps bro
895434394688643073 2017-08-09 19:59:30 -0400 <IAmJoeTrudeau> We are supposed to rely on the #GOP who have let @realdonaldtrump run rampant over truth, civil liberties, climate change and so much more?  https://t.co/laNDEpRve3
895434391391883264 2017-08-09 19:59:29 -0400 <ihtalso> @realDonaldTrump #ImpeachTrump #TrumpRussia  https://t.co/us8Lr541oI
895434387080314882 2017-08-09 19:59:28 -0400 <NYNCMIKE> @SenateGOP @POTUS @realDonaldTrump  Happy to inform the Senate, America has high expectations and you are failing America, DO SOMETHING !
895434382797750273 2017-08-09 19:59:27 -0400 <LauriePalmer3> @daylinleach @realDonaldTrump 👍👍👍👍😂😂😂😂😂😂 Good one!!
895434382588100608 2017-08-09 19:59:27 -0400 <swmerrell> @JohnYuma @RogerJStoneJr @realDonaldTrump Deep State = Deep Throat?
895434382172966912 2017-08-09 19:59:27 -0400 <kelly2277> @realDonaldTrump @IvankaTrump @DonaldJTrumpJr  https://t.co/jPR6wGoTBy
895434381497475072 2017-08-09 19:59:27 -0400 <MaryFBrooks> .@realDonaldTrump @RepAndyBiggsAZ @SenJohnMcCain @JeffFlake  https://t.co/7iq1goGTgB
895434380004409344 2017-08-09 19:59:27 -0400 <ny_ellu> @realDonaldTrump Amen! 🙏🏿🇺🇸🙏🏻
895434374057005057 2017-08-09 19:59:25 -0400 <Hectorsam60> @onionsarcasm @realDonaldTrump LEGISLATURE MUST LEGISLATE. Senators &amp; Reps' job is to WRITE LAWS and send them to President for signature. They haven't done that.
895434373062729730 2017-08-09 19:59:25 -0400 <rudyslowstroke> @mobrooksforsen @TheDaleJackson @realDonaldTrump   https://t.co/Yvj23WDi4b
895434367773925376 2017-08-09 19:59:24 -0400 <projectlemmings> @foxandfriends @realDonaldTrump So you give a shit about Mexican waste, but don't care about the US companies killing our lands? Hypocrites.
895434364309221377 2017-08-09 19:59:23 -0400 <9teen80four> @RogerJStoneJr @realDonaldTrump What in the damn hell are you even talking about?   Do you even know?  Seriously, do you have any clue what you're talking about?
895434364275662848 2017-08-09 19:59:23 -0400 <JMad414> @kelliwardaz @realDonaldTrump Trumpsters are just willfully ignorant.
895434364200333313 2017-08-09 19:59:23 -0400 <elperfect> Now that @realDonaldTrump has opened our eyes to  https://t.co/ONxDgvyfJa do we go back?
895434360819597312 2017-08-09 19:59:22 -0400 <rnadna2> @realDonaldTrump needs to be Impeached...like yesterday!  https://t.co/QSapP2aRkZ
895434357996781568 2017-08-09 19:59:21 -0400 <MsLynn93> @JordanGavaris @realDonaldTrump 🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾  https://t.co/pwRJjU27nR
895434356080103427 2017-08-09 19:59:21 -0400 <wickedatMLT> @realDonaldTrump 43 years ago President Nixon resigned.  He is more patriotic than you. You need to do the same.  Resign, please.
895434355169820673 2017-08-09 19:59:21 -0400 <ChoochManicott1> @realDonaldTrump This made me puke. Today is a good day to resign.
895434353286799360 2017-08-09 19:59:20 -0400 <FrankieRae73> Im sure @POTUS @realDonaldTrump will assign the task of solving this crisis to @jaredkushner as well.  https://t.co/iBx3AeceJu
895434352485519360 2017-08-09 19:59:20 -0400 <sap1028> @SallyDeal4 @realDonaldTrump Awesome tweet!
895434348194705408 2017-08-09 19:59:19 -0400 <Renay4Trump> @KeithMcC29 @ColumbiaBugle @realDonaldTrump I'm going to go ahead and give you the last word so you'll stop crying like a little b****
895434347901108225 2017-08-09 19:59:19 -0400 <BarbaraDarlin> .@FoxNews Taking religion to the depths of hell. This is bullshit. .@realDonaldTrump   https://t.co/Y7FmDYgeWb
895434346881884161 2017-08-09 19:59:19 -0400 <CarmahazHazan> @peplamb @valariebarbour @POTUS @PressSec @realDonaldTrump Trump's highest priority is Trump. He is all about the elite rich &amp; famous. He has no idea what a hard days work feels like.
895434343807500288 2017-08-09 19:59:18 -0400 <sandykaye38> @ktumulty @realDonaldTrump @realDonaldTrump is so jealous of President Obama he will say anything or do anything to take PO accomplishments out! PO is still the best!
895434343144767490 2017-08-09 19:59:18 -0400 <bridgetsimonds0> @joncoopertweets @Emerald_Alison @realDonaldTrump Please tell me you're not surprised Jon!
895434340745850880 2017-08-09 19:59:17 -0400 <dave26684> @gaslightingus2 @SLandinSoCal @realDonaldTrump Where ya been hiding? Jr too? And Jared?   Setting up shop in Moscow? You know just in case they start raiding residences ? Oops too late...
895434340640935936 2017-08-09 19:59:17 -0400 <bigmama1022> @WillieGeist @JoeNBC @billgeistone @NYTmag @realDonaldTrump Is this your Dad?
895434340234129408 2017-08-09 19:59:17 -0400 <Sjr214Trakrat> @realDonaldTrump Yes thanks to president Obama who completely modernized our arsenal! You didn't do shit.
895434339198025729 2017-08-09 19:59:17 -0400 <TeeBryanToo> @CasanovasTool @kelliwardaz @CloverCGreens @realDonaldTrump And we can talk about highways and airports and football stadiums and and and ... but they draw a line at health care.
895434337708941312 2017-08-09 19:59:17 -0400 <Serafinos> @Eldora14 @AOTR_Host @Brick_04 @realDonaldTrump @ScottAdamsSays @POTUS The ones who played poker w/our lives are those who spoke soft diplomacy w/reset buttons/red lines;  &amp; supported nasty women w/pink hats!
895434337465778176 2017-08-09 19:59:17 -0400 <dlmacc> @realDonaldTrump He is not doing his job we need to#Ditch  Mitch
895434336521961473 2017-08-09 19:59:16 -0400 <southiekitkat> @JohnDingell @sasslena @realDonaldTrump @POTUS we will type the letter.  All you have to do is sign it.
895434335888658432 2017-08-09 19:59:16 -0400 <andelawson> @realDonaldTrump You witless nit wit-U better listen 2 people that know what they're doing, or U may have grabbed UR last p--y &amp; ate ur last chicken 🍗
895434331639894017 2017-08-09 19:59:15 -0400 <Marcus_Aure1ius> @realDonaldTrump   https://t.co/1OQpXWqpzN
895434331530842113 2017-08-09 19:59:15 -0400 <Papa6611> @JasonKander @realDonaldTrump **POTUS YES, Inside two divorce proceedings, 'gawdd you shoulda : the blood-coming outta their whatevers. There were hottt stenos each one  https://t.co/oUxCDgEzfV
895434330972934144 2017-08-09 19:59:15 -0400 <Nutrition_Lady> @76Verastegui @Team_Trump45 @realDonaldTrump 😂
895434328611717120 2017-08-09 19:59:14 -0400 <witchglenda> @realDonaldTrump All about you, shocking
895434328422797313 2017-08-09 19:59:14 -0400 <Lindsey_McBride> @Fahrenthold @realDonaldTrump @ClevelandClinic Gross.
895434326153867264 2017-08-09 19:59:14 -0400 <TulsiLane> @Johnbeverage3 @Trump_World @FoxNews @realDonaldTrump @POTUS @mitchellvii @DonaldJTrumpJr @Cernovich @steph93065 @TEN_GOP @Lrihendry @KidRock @greggutfeld @RogerJStoneJr @NolteNC I am sure people are turned off at the prospect of coming to the US, illegal or not. Our country is a laughing stock.
895434324744515584 2017-08-09 19:59:14 -0400 <IM_LIBERAL_LVME> @realDonaldTrump Just thought you should know the U.S. isn't UR stomping ground to be a school yard bully! Going to war isn't how UR going to win popularity!
895434321472794624 2017-08-09 19:59:13 -0400 <ckay97> @realDonaldTrump Would that be the McCabe who ordered his agents to toss Manafort's apartment in a pre-dawn raid today?🤗🤗🤗 #TrumpChicken #MuellerIsComing
895434318172102656 2017-08-09 19:59:12 -0400 <TardigradeSaid> That @realDonaldTrump remains silent about this speaks loudly &amp; clearly to the most extreme of his base. It's clear he tacitly approves.  https://t.co/f2hpqRNiKJ
895434316636766209 2017-08-09 19:59:12 -0400 <evabai> @peplamb @POTUS @SecShulkin @WhiteHouse @realDonaldTrump Bot
895434312455143424 2017-08-09 19:59:11 -0400 <rockymtn67> @realDonaldTrump you talk WAY too much  https://t.co/VUeBWU6SZu
895434312081969153 2017-08-09 19:59:11 -0400 <ffbinter> No. @realDonaldTrump, the American people will not stand for war w/ North Korea. ADD YOUR NAME IF YOU AGREE:  https://t.co/FbhCjpLhY2
895434311167430656 2017-08-09 19:59:10 -0400 <UncannyMcManny> @realDonaldTrump Because ACA is better than any alternative submitted by Republicans.
895434310202863617 2017-08-09 19:59:10 -0400 <creativelawgirl> @realDonaldTrump Please. Just stop talking before you get us all killed.
895434309032583168 2017-08-09 19:59:10 -0400 <CarolineKuta> Awww, @realDonaldTrump . You loser. And that'sbeing kind.  https://t.co/uprxJV3Mwa
895434304326692864 2017-08-09 19:59:09 -0400 <generalget2> @realDonaldTrump I agree. If you talk about it for 7 years, you should have a plan. If you drop the "repeal", you might be able to get the Dems to join.
895434303277998080 2017-08-09 19:59:08 -0400 <MargaritaCeden9> @FoxNews @realDonaldTrump @SenateMajLdr Good!!!! For our President
895434301717852161 2017-08-09 19:59:08 -0400 <scrootdaddy> @ChrisMurphyCT He's too busy set tripping with Kim Jong -un. I swear this fool @realDonaldTrump   will treat the Korea issue like bloods vs crips.
895434301675757570 2017-08-09 19:59:08 -0400 <DanaSchoonover1> @realDonaldTrump 3 expectations: repeal and replace, tax reform and build the wall. Very specific. Republicans promised the people. Do it.
895434301109669888 2017-08-09 19:59:08 -0400 <BoogieeWoogie__> @realDonaldTrump SERIOUSLY? God bless the USA and ALL PICS OF YOU???
895434299872235521 2017-08-09 19:59:08 -0400 <CaptFancyPantz> @williamlegate @PieWasMyIdea @realDonaldTrump @DonGeronimoShow  https://t.co/44QA97CUax
895434298580320256 2017-08-09 19:59:07 -0400 <RealSamMartin> Brinkley: #OutOfControl #SerialLiar @RealDonaldTrump is 'unfit for command' and @WhiteHouse presidency  https://t.co/P9GXOjXFLM via @CNNMoney
895434298391617536 2017-08-09 19:59:07 -0400 <PepiRed> @peplamb @realDonaldTrump These fools are scary
895434297238183936 2017-08-09 19:59:07 -0400 <Robbinsds> If you count @potus @realDonaldTrump in this, I think we have multi-dimensional doofusery!  https://t.co/oHE4azY22k
895434295849885696 2017-08-09 19:59:07 -0400 <Julifrank8> @realDonaldTrump God help the USA.   Our president is trying to destroy us.
895434292251115520 2017-08-09 19:59:06 -0400 <jstogdill> @MikeTufekci @realDonaldTrump It was widely covered. Btw, Obama also didn't tweet his taco bowl fwiw
895434289642450944 2017-08-09 19:59:05 -0400 <CamLMitchell> @NPR Kim Jong-un = reckless, unhinged man-child Donald Trump = reckless, unhinged man-child #Resist @POTUS @realDonaldTrump @GOP  #NorthKorea
895434287201132544 2017-08-09 19:59:05 -0400 <peggy_kruger> @peplamb @POTUS @realDonaldTrump Even God is rolling His eyes🙄
895434286894940160 2017-08-09 19:59:05 -0400 <jstar79> @PattyArquette @kelliwardaz @realDonaldTrump I spent time in Saudi Arabia. We were told to not put anything negative about Saudi in our emails home.
895434284596514818 2017-08-09 19:59:04 -0400 <LIKEWISE_1117> @realDonaldTrump penis
895434276442849280 2017-08-09 19:59:02 -0400 <HumanityBlues> @RogerJStoneJr @realDonaldTrump Oh so the "deep state" is winning?
895434273032941568 2017-08-09 19:59:01 -0400 <BarryBulat> @davidaxelrod I think Miller is slightly more insane than @realDonaldTrump #ImpeachTrumpNow
895434272382660608 2017-08-09 19:59:01 -0400 <TheFreshBrew> "Better ad a flag and a quick shot of that dump I'm living in, don't wanna be too obvious about it" - @RealDonaldTrump
895434270101000193 2017-08-09 19:59:01 -0400 <AlbertDunham4> @HorseShort @RARRRRR @mama_sees @momof24u @4AllSoulKind @workbench59 @eavesdropann @realDonaldTrump @POTUS @VP @In2HotH2O
895434270084284416 2017-08-09 19:59:01 -0400 <purpledalmation> @ColumbiaBugle @realDonaldTrump Brilliant move Democrats! Great policy ideas! Way to come back in full force for 2018 &amp; 2020!
895434269568270341 2017-08-09 19:59:00 -0400 <jaam91> @realDonaldTrump sleep in PJs from now on, never know who's at bedroom door.  PS tell the kids too.  @RVAwonk @sarahsmithva @tribelaw  https://t.co/P5R0o9jnPW
895434261238599680 2017-08-09 19:58:58 -0400 <_Unionistparty> @realDonaldTrump foreign policy Speak loudly carry a very!!! small stick @CNN @foxnews @msnbc @nytimes @cbsnews @WSJ
895434261221658624 2017-08-09 19:58:58 -0400 <MtMtnWoman> .cc @realdonaldtrump  https://t.co/yJOydVebJJ
895434260257030145 2017-08-09 19:58:58 -0400 <JAllarie> @realDonaldTrump What is Pence doing? #FirePence  https://t.co/OGfjpL2RIA
895434258415616000 2017-08-09 19:58:58 -0400 <Apolo_900> @realDonaldTrump   https://t.co/hUebZdq0u5
895434256989642752 2017-08-09 19:58:57 -0400 <sarahhappycat> @realDonaldTrump Real news #minnesotamosque
895434255903277056 2017-08-09 19:58:57 -0400 <Renay4Trump> @KeithMcC29 @ColumbiaBugle @realDonaldTrump Wow u talk so much crap you've even forgot what you tweeted
895434252199788544 2017-08-09 19:58:56 -0400 <eliredwine> @BarackObama @IamReggieBrown @billmaher WE know what @realDonaldTrump said &amp; we like it.  No more flaccid DC Mafia, #DrainTheSwamp  🇺🇸ns 1st
895434251503521792 2017-08-09 19:58:56 -0400 <William05348838> @aragusea @realDonaldTrump Trump's daily lies are getting tiresome but there still a joke for the day to make you laugh at Trump stupidity as Apprentice president
895434249628733440 2017-08-09 19:58:56 -0400 <xphnctre> @davidmputnam @Impeach_D_Trump @realDonaldTrump Trump's fault. Not North Korean whackjob fault. Right? You blame the police when they shoot armed criminals too right?
895434249024659457 2017-08-09 19:58:55 -0400 <njm4250> @realDonaldTrump How was ⛳️ today? Lots of fire &amp; fury? #notavaca
895434247246413824 2017-08-09 19:58:55 -0400 <retail_recruit> Trump is obsessed with a man he can never be: Barack Obama. #AMIRIGHT .@realDonaldTrump  https://t.co/s48Z8kvXJq
895434247195869185 2017-08-09 19:58:55 -0400 <alsosusieq2> @realDonaldTrump Ok. 😑  Spoken like a troll.  Oh well, what do we expect intelligent, rational discourse?  Your supporters buy your phony nonsense.  😕
895434245191204864 2017-08-09 19:58:55 -0400 <LindaSchoenberg> @kelliwardaz @realDonaldTrump You don't believe in Fake News. You should save yourself and your soul and quit lying.
895434240413753344 2017-08-09 19:58:53 -0400 <NateDrawsnReads> @realDonaldTrump RESIGN!
895434239440601088 2017-08-09 19:58:53 -0400 <Maaadhatter> Today's news from Washington D.C.: 🏠🐔   It's yyyuuuuuuuuge. 😂😂😂 @WhiteHouse @realDonaldTrump #chickengate2017 #thestaredown #TrumpChicken
895434237091893250 2017-08-09 19:58:53 -0400 <MBTrumpwatcher> @tedlieu @realDonaldTrump You're GD right it's a BFD! We've gotta be patient, but it's exhausting/scary watching @POTUS dismantle systems that make US great. Help!
895434236676755456 2017-08-09 19:58:53 -0400 <PootiusMaximus> @kelliwardaz @realDonaldTrump You want me to trust a man who settles a $25 million fraud case before he step foot in the White House. 😂😂😂
895434236534108160 2017-08-09 19:58:53 -0400 <markgray62> @realDonaldTrump Trump aides are telling him he's a doing a good job twice a day "What a loser"!!
895434234650923010 2017-08-09 19:58:52 -0400 <LauraGo01656779> @realDonaldTrump weoon
895434233342197761 2017-08-09 19:58:52 -0400 <buccos4vr> @kelliwardaz @realDonaldTrump Dr of what?   Fallacious polls?  No credibility.
895434233316990976 2017-08-09 19:58:52 -0400 <VpresV> @TeaPainUSA @realDonaldTrump I hope they can get their money back before it's too late 💣
895434230968205312 2017-08-09 19:58:51 -0400 <selfhatingoldy> @realDonaldTrump Have you been personally relocating missile silos to your golf courses? Smart.
895434230846464000 2017-08-09 19:58:51 -0400 <earlybirdgetsit> @realDonaldTrump I keep seein pics and vids of the crowd at the Chump rally - WHOOOAA!!  I'm sure the sheep in WV were happy to have the night off!!!
895434226962644993 2017-08-09 19:58:50 -0400 <MadameZ> @realDonaldTrump OH MY GOD WOULD SOMEBODY DO SOMETHING??? GET RID OF THIS MAN!!! #ImpeachTrump
895434226790576128 2017-08-09 19:58:50 -0400 <MrDeceptikev> @MelissaTijerin3 @caon23 @Savetheplanetxo @JoJo__C @kwn1170 @Johnedwardvanc3 @kelliwardaz @realDonaldTrump That wasn't most of the voters though.....
895434226157441025 2017-08-09 19:58:50 -0400 <danielleenjoy> @realDonaldTrump Your sooo not liked ! Ya just suck !
895434226031620097 2017-08-09 19:58:50 -0400 <jzbuckI> @AHamiltonSpirit @commondefense @realDonaldTrump His only crime is being elected POTIS. All you doom and gloom fascists need to stop being cry baby losers. No participation trophy  for u😿😿😿
895434224949272576 2017-08-09 19:58:50 -0400 <filmtvbooks> @realDonaldTrump Manafort gave u up so did Flynn Page &amp; Stone. Muller will be busy for the next 24 months con man. Impeachment time
895434222961405952 2017-08-09 19:58:49 -0400 <slcchk> @tedlieu @realDonaldTrump 🙄🙄😏
895434221380096001 2017-08-09 19:58:49 -0400 <bywillpollock> @realDonaldTrump @DavidCayJ "I hope our senior military officers are reading up carefully on refusal of unlawful orders." @DavidCayJ #NorthKorea #LastWord
895434220570501120 2017-08-09 19:58:49 -0400 <jlm21238> @Johnedwardvanc3 @JoJo__C @kelliwardaz @realDonaldTrump Change that to Trump ass kissers.
895434219467399168 2017-08-09 19:58:48 -0400 <AdolfoCarrion> What'd I tell u back in June? @realDonaldTrump is a danger to the republic &amp; we all must stop pretending he's not ...God save the Republic  https://t.co/SDuf6nDmaN
