1108880969698701312 2019-03-21 19:59:59 -0400 <sorayamarty> @Judy55631468 @USMCLiberal @realDonaldTrump Care to share some of this evidence?
1108880930452705287 2019-03-21 19:59:50 -0400 <InLindac> @realDonaldTrump Even now still find it hard to believe that you are the public face of America and its values.  You sound like a demented chap propping up the bar.
1108880929798397952 2019-03-21 19:59:50 -0400 <sylviaakabibi> @GOP @realDonaldTrump Individual-1 is the American security risk!  #LockHimUp
1108880928485593089 2019-03-21 19:59:50 -0400 <msthumper96> Today we morn another day that @realDonaldTrump is our president.  Sad.
1108880928057757696 2019-03-21 19:59:49 -0400 <Carl834> @realDonaldTrump Resign
1108880923905257472 2019-03-21 19:59:48 -0400 <IanJAtHome> @realDonaldTrump @VP My question is, what have you personally done to support the disabled, whether as potus or as a private citizen? ...oh. Nothing.
1108880923146272770 2019-03-21 19:59:48 -0400 <DannyReichard> @realDonaldTrump @KennedyNation No the reason we have the Special Counsel is to convict Paul Manafort, Micheal Cohen and all your other cronies of felonies. And when  the Special Counsel's report comes out you will be impeached and thrown out of office.
1108880922068189184 2019-03-21 19:59:48 -0400 <LarryYo54302660> @realDonaldTrump @VP  https://t.co/CAGEECi2O9
1108880916267651072 2019-03-21 19:59:47 -0400 <kathyrist11> @EverydayGene @LindseyGrahamSC @tedcruz @realDonaldTrump Thank for the reminder to the Republicans: they are creating their headlines!
1108880915466354688 2019-03-21 19:59:46 -0400 <osopard19811215> @realDonaldTrump mi esposa dice que ya no me va agredir por todo y lo de Belinda pero la verdad ya no veo forma de seguir con mi familia sin lastimarlos es mejor no afectar más haré un esfuerzo más y si no me voy a donde sea solo pienso que es injusto lo que me pasa Rafa
1108880915109822464 2019-03-21 19:59:46 -0400 <KathrynnSaindon> @realDonaldTrump YOU WILL NEVER BE ANYWHERE NEARLY AS RESPECTED , LOVED AND APPRECIATED THAN SENATOR CAPT. JOHN MACCAIN . THE TRUMP NAME IS A DISGRACE TO THE U.S.  . . REMEMBER , IT'S THE MARINES STANDING GAURD , AND THEY LOVE AND RESPECT THOSE NAVY BOYS . #THEVIEW #CNN #MSNBC
1108880914367631360 2019-03-21 19:59:46 -0400 <JoeTalkShow> @dirtsucker1 @VincentOddo_ @TBis222 @ewarren @realDonaldTrump @parscale @KellyannePolls @VP no need to include me.. if they don't follow me, I can't see their tweets on purpose.
1108880914141143040 2019-03-21 19:59:46 -0400 <EnlightenedArth> #NarcissisticPersonalityDisorder , and #Sociopath are pretty accurate, that’s the man that’s #MAGA one ridiculous, blunder after another @realDonaldTrump   He wants to be great, he is, he’s the greatest embarrassment that’s ever held office.
1108880913872486400 2019-03-21 19:59:46 -0400 <sorayamarty> @Judy55631468 @USMCLiberal @realDonaldTrump That can't be true, because if it were you're not believing in faith anymore.  It's funny that I went twenty-five years living as a Christian and earnestly seeking God.... only to find I have as much interaction with him now as ever: none.
1108880912861794304 2019-03-21 19:59:46 -0400 <jackgo2> @GOP @realDonaldTrump I think he means public opinion, which for him isn’t good.
1108880912819867648 2019-03-21 19:59:46 -0400 <TikeQ> @lionofwisdom @realDonaldTrump Something beneath that dirt lol
1108880910705967109 2019-03-21 19:59:45 -0400 <DerekPMedina1> @realDonaldTrump Jaya Gopal
1108880910139748352 2019-03-21 19:59:45 -0400 <GrantDevereaux> @realDonaldTrump @KennedyNation That is not why we have a special counsel. We have a special Counsel because there was overwhelming evidence you &amp; your campaign had broken the law. That has already been proven, which is why @MichaelCohen212 is going to jail. You're next, along with your kids.
1108880908617175040 2019-03-21 19:59:45 -0400 <HowWeird_> @realDonaldTrump you jelly?  https://t.co/mT5BfQDoBk
1108880907757408259 2019-03-21 19:59:45 -0400 <lisa67392> @Jameson_2016 @vernondbay @KellyO @BretBaier @SenJohnMcCain @cindymccain @realDonaldTrump I know, let just call  a ghost from the pass
1108880907757211648 2019-03-21 19:59:45 -0400 <gusandtajboys2> @realDonaldTrump Ever hear of the U.N.?
1108880906855563264 2019-03-21 19:59:44 -0400 <DanygenieHair> @realDonaldTrump @KennedyNation With every petty attack on John McCain, Trump diverts attention from the fact that his budget cuts:  --$1.5 trillion from Medicaid --$845 billion from Medicare --$25 billion from Social Security  He'd rather keep the nation focused on his feud with the deceased than his agendas.
1108880906289213441 2019-03-21 19:59:44 -0400 <alikaber> @realDonaldTrump Golan Heights belong to Syria.  @POTUS @realDonaldTrump &amp; God bless the Syria.
1108880904926040064 2019-03-21 19:59:44 -0400 <ShashLizhinigii> @realDonaldTrump Right on President Trump! You are the most awesome president ever!  Appreciate that you have all your ducks in a row and are here for us...the little people.  God bless you, your family, and you administration.  ❤️u
1108880902342479873 2019-03-21 19:59:43 -0400 <QuinnBx> @edhenry Why did you have shrill, lying “Democrat strategist” @XochitlHinojosa on tonight? She should stop with the PC BS term “Undocumented Immigrants”. The federal government defines them as ILLEGAL ALIENS. They have no right to be here @realDonaldTrump @jasoninthehouse
1108880901939830786 2019-03-21 19:59:43 -0400 <SamuelW80853236> @itsJeffTiedrich @realDonaldTrump @VP Oh yeah on the "VERY RELIABLE" news source CNN which totally has no anti Trump bias
1108880896441139200 2019-03-21 19:59:42 -0400 <AnthonyBooby> @realDonaldTrump John McCain John McCain John McCain
1108880895623221249 2019-03-21 19:59:42 -0400 <patriotdb> @troll_hell @KilgoreTroutKAG @TryAgain1955 @realDonaldTrump No I’ll stick with Hawaii or ST Thomas. I support Americans.
1108880890623655936 2019-03-21 19:59:40 -0400 <Rustydobe> @realDonaldTrump Guess what? Another lie: National Cathedral says Trump didn't need to give 'approval' for McCain funeral  https://t.co/h3xAy5ejGP
1108880890472484864 2019-03-21 19:59:40 -0400 <meclouie13> @bridgieleela @realDonaldTrump How proud your wonderful Father would be of your message to Trump.  I am texting you from Canada where your Dad was loved by so many, many people. 🇨🇦🇺🇸
1108880887016538113 2019-03-21 19:59:40 -0400 <UhOhFinellio> @realDonaldTrump, show us x-rays of ur bone spurs since those things never go away without surgery, or show us the medical papers for the surgery u had to remove them!!!  McCain would have lied about not having bone spurs so he COULD serve in Vietnam! #LiarOTUS #MAGA #McCain
1108880884290277380 2019-03-21 19:59:39 -0400 <_JackMoreno> @MNHockey17 @DonaldJTrumpJr @realDonaldTrump @TPUSA @charliekirk11 Feel free to explain how the Fed Government is the Constitutionally mandated arbiter of Free speech.
1108880884105707521 2019-03-21 19:59:39 -0400 <BillOWrights2> @HowardSchultz @federalreserve @realDonaldTrump So run for the Democratic nomination!
1108880883732414464 2019-03-21 19:59:39 -0400 <Gallagh82985579> @butthurtmonkey @RyanHillMI @realDonaldTrump lmao twitter blocked this tweet, i had to click to show it, amazing
1108880883296206848 2019-03-21 19:59:39 -0400 <Keeli___> @Cathyham01Cathy @BrianKarem @DevinNunes @realDonaldTrump 😂🤣😂🤣😂🤣
1108880882952216576 2019-03-21 19:59:39 -0400 <IBDreamin75> @EricTrump @realDonaldTrump Folks this is what little Eric stands with &amp; condones. This family has no empathy no values no integrity &amp; no humanity. If they help anyone they make sure everyone hears about it. Little Eric gets his rocks off by slaughtering animals for their heads. Not good people.  https://t.co/lGngAfWxL2
1108880880276135936 2019-03-21 19:59:38 -0400 <FeasterFamine> Everyone should follow @DevinCow and help this cow get surpass @realDonaldTrump
1108880877495504896 2019-03-21 19:59:37 -0400 <ThayerBerlyn> @LeftsideAnnie @StopTrump2020 @realDonaldTrump 🤣!!
1108880876199469057 2019-03-21 19:59:37 -0400 <my_gimme> @tatertodd79 @krassenstein @TomiLahren @realDonaldTrump @AOC And why exactly am I supposed to be worried about Hillary for?
1108880874529914880 2019-03-21 19:59:37 -0400 <banebiz> @chetta1234 @iSiempreFiel @rising_serpent @realDonaldTrump Wrong we see the truth you are the ones that see nothing but what you're told to see I can explain further if you wish to be educated.
1108880873238261761 2019-03-21 19:59:36 -0400 <StevenEklund> @heavensentjo @SenTedCruz @realDonaldTrump You'll hear nothing!!!,...from republicans about this. They are hypocrites,and two-faced
1108880870889402373 2019-03-21 19:59:36 -0400 <PaulMContento> @realDonaldTrump You're defending free speech by forcing people to comply...
1108880866661597190 2019-03-21 19:59:35 -0400 <lindsay497> @realDonaldTrump
1108880862437875717 2019-03-21 19:59:34 -0400 <54resistance> @realDonaldTrump What about social media? How about an executive order forcing Twitter and Facebook to stop censoring posts?  Twitter shouldn't be allowed to send people to twitter jail if colleges are forced to allow anyone to speak on their campuses or face funding cuts.  https://t.co/WaWAGR8qpF
1108880861729091585 2019-03-21 19:59:34 -0400 <berniefalcon> @KellyO @SenJohnMcCain @cindymccain @realDonaldTrump Unless he made this speech on St. Patrick's Day, I wouldn't want to be caught dead in that green suit.
1108880858453299201 2019-03-21 19:59:33 -0400 <bradfollowsrig1> @TomiLahren @realDonaldTrump When she inherits $400 million from her tax avoiding, white supremacist father?
1108880856456798208 2019-03-21 19:59:32 -0400 <GetMooreH> @realDonaldTrump You are truly mad!!!!!!
1108880853420134408 2019-03-21 19:59:32 -0400 <rouhanim> #سیل_گلستان_مازندران🆘🆘🆘i Iran Flood no help from anyone  @FoxNews @WSJ @nypost @BreitbartNews @thehill @StateDept @SecPompeo @realDonaldTrump @PahlaviReza  @RedCross @UN @netanyahu
1108880849854857217 2019-03-21 19:59:31 -0400 <JosephBrass> @abodon_5 @realDonaldTrump @brasskerri5 @Allen69D @gordon1419 @panos941 @txmonimo @sparkyandtaz  So...today..while I was killing my self...faster...with a cigar... I watched a cloud..that was ....very obviously... Abraham Lincoln @brasskerri5 ...refused to snap a polaroid 📷📸📷  https://t.co/C3DAG5rSnh
1108880849691242496 2019-03-21 19:59:31 -0400 <FigVilleUSA> @ericswalwell @realDonaldTrump @CNN @OutFrontCNN Let’s not wait for his approval - he lies too much to keep his word.  We can do what’s required to obtain it without his approval.
1108880849200693249 2019-03-21 19:59:31 -0400 <kellythesequel> @realDonaldTrump Also, the oil
1108880847271329794 2019-03-21 19:59:30 -0400 <Lorboisabitcraz> @DonaldJTrumpJr @realDonaldTrump @TPUSA @charliekirk11  https://t.co/AHTiMHDp6u
1108880846835073024 2019-03-21 19:59:30 -0400 <Chicago83772043> @TomiLahren @realDonaldTrump $60 mill worth of golf trips to golf trips to Maralargo  - $400,000 = ???
1108880845744623616 2019-03-21 19:59:30 -0400 <McmennamyDebbie> @joegooding @alexsouthcott @BSDetector15 @realDonaldTrump @VP @POTUS  https://t.co/ihKyfz4ddn
1108880845043953665 2019-03-21 19:59:30 -0400 <Suziecori> @GodforTrump @realDonaldTrump President Trump is the one that is serious Not Rhinos or demos!!!!
1108880840702996481 2019-03-21 19:59:29 -0400 <Deep597> @realDonaldTrump IN VENEZUELA If HUNGER does not exterminate you Or the lack of MEDICINES THE ASSASSIN the NATIONAL GUARD the NARCO CHÁVISTA DICTATORSHIP This is how the MATURE DICTATOR tortures to poor Venezuelans THAT protest x FREEDOM  https://t.co/EJ1lKcB8HJ
1108880836852674560 2019-03-21 19:59:28 -0400 <Dr_sofyanKhatib> @realDonaldTrump  https://t.co/wFcJqWiV1E
1108880836814872577 2019-03-21 19:59:28 -0400 <lsanger> @bfd313 @lessig @naval @anildash @BrendanEich @BrendanBlumer @jack @williamlegate @brockpierce @annebot @kevinmitnick @clairlemon @novogratz @realDonaldTrump @ewarren I’m sure that can’t be right. Can you take a screenshot and DM it to me?
1108880836433248256 2019-03-21 19:59:28 -0400 <yallaragall1> @realDonaldTrump Is okay
1108880835678093312 2019-03-21 19:59:27 -0400 <fourfactssake> @RepAndyBiggsAZ @SusanLiTV @POTUS @realDonaldTrump @FoxBusiness Curious Andy, where do you stand on Trump’s horrible disrespect of John McCain, Arizona’s beloved Senator?  I must have missed your rebuke of trump?
1108880835313315840 2019-03-21 19:59:27 -0400 <MsCappy1015> @KellyO @SenJohnMcCain @cindymccain @realDonaldTrump Not that Trump deserved one. But see that’s the difference between great men and a narcissistic ignorant tool. Class, grace, consideration and compassion. Trump should try it.
1108880827121831943 2019-03-21 19:59:25 -0400 <KryptoLad> @ProviderOfTruth @hkh11d @JoseJim83398019 @shaunking @realDonaldTrump @CNN Yes, immigration can work 100%. But assimilation is slow &amp; they know this. Hence why they paid a lot to people so they can afford the travel costs(that went to traffickers). And also spread the lies that everyone gets free money without limits.  What is happening is artificial.
1108880825578389506 2019-03-21 19:59:25 -0400 <humanssuck12> @TuxCollins @williamlegate @realDonaldTrump I’m sorry you have that pain.  I’ve never been rich.  I have been extremely poor, but now I am probably upper middle class.  Life for the poor is so much harder than for the upper classes.
1108880823405678592 2019-03-21 19:59:24 -0400 <TheBlackSledge> @ElleCooper5 @realDonaldTrump @VP Sure, everyone is proud of him!  https://t.co/dfLSCuaM0G
1108880820276772865 2019-03-21 19:59:24 -0400 <AdrianVee777> @mmpadellan @realDonaldTrump @seanhannity @FoxNews You obviously never looked at the contents of her leaked emails,lots of high crimes there. #LockHerUp  https://t.co/q63MVthw4B
1108880819408564224 2019-03-21 19:59:24 -0400 <greenboy16> @eugenegu @realDonaldTrump You will never have peace as long as the UN is involved...abolish the UN.
1108880817932128256 2019-03-21 19:59:23 -0400 <BunnyD053> @TomiLahren @realDonaldTrump BTW: AOC can’t donate her salary because she’s not cheating, she’s paying it forward by making policies that benefit the American people. U are a waste &amp; do absolutely nothing but, spew lies constantly &amp; take up for a known thief. STFD
1108880817445654528 2019-03-21 19:59:23 -0400 <MikeAblan> @krassenstein @realDonaldTrump Netanyahu needs a boost right now. The Golan Heights would be a good bargaining chip.
1108880817227554816 2019-03-21 19:59:23 -0400 <DanygenieHair> @realDonaldTrump With every petty attack on John McCain, Trump diverts attention from the fact that his budget cuts:  --$1.5 trillion from Medicaid --$845 billion from Medicare --$25 billion from Social Security  He'd rather keep the nation focused on his feud with the deceased than his agenda.
1108880816749187072 2019-03-21 19:59:23 -0400 <ckkoch3> @SuzanneRSpaniol @TomiLahren @realDonaldTrump Something like 97,000,000 I believe.
1108880812970131457 2019-03-21 19:59:22 -0400 <jdanner46> They got the EC idea from you and you did not win at the ballot box. RT @realDonaldTrump: The (cont)  https://t.co/5QZwh61n5o
1108880812882038784 2019-03-21 19:59:22 -0400 <annemiller77> @realDonaldTrump In need of another war? The people trying to speed up Armageddon may vote for you, but they should not be setting US foreign policy.
1108880811858759680 2019-03-21 19:59:22 -0400 <ptfig> @realDonaldTrump #LiarInChief
1108880810558586883 2019-03-21 19:59:21 -0400 <Josheb1992> @AngryAmerican78 @AliasHere @StikNtheMud @ManOfFaith777 @takethecannoli8 @sailinjackvip @mhaas53802099 @bucketsoblessed @KennethSHall2 @heyk1967 @CarrawayJenny @AllAboard2020 @GrenEyez4_45 @realDonaldTrump @marthamaccallum @DanaPerino @DuckyTetzloff @TallinTexas2016 It’s a choice  https://t.co/Bzo7QRqzCM
1108880808352403457 2019-03-21 19:59:21 -0400 <luv2pwd> @realDonaldTrump Absolutely. The people who live in the valley below are completely  exposed. Thank you!
1108880806557171712 2019-03-21 19:59:20 -0400 <dka67> @joegooding @BSDetector15 @realDonaldTrump @VP @POTUS Make excuses much?
1108880805655269376 2019-03-21 19:59:20 -0400 <sarojhg> @realDonaldTrump  @SenateMajLdr  @VP  @HouseGOP  @SenateGOP @PressSec @GOPLeader
1108880804397154306 2019-03-21 19:59:20 -0400 <LindsayLCobb1> @LarryYo54302660 @Muriel395Muriel @ChatByCC @realDonaldTrump @VP Yes! and all the porn actresses Obama had affairs with, how he bragged about grabbing them by the p*ssy... he sure was rude all right!
1108880803000401921 2019-03-21 19:59:20 -0400 <kzamthiel> @ANwired @realDonaldTrump I didn’t run for office and I never will.  I prefer to work behind the scenes.  45 is a liar and a criminal.  I see a demon.  Don’t take my word for it, just look at various TV stations and read various newspapers.
1108880802421633025 2019-03-21 19:59:19 -0400 <joser514> Marrero secuestrado ! @mbachelet @UNHumanRights @realDonaldTrump @OEA_oficial ya no queremos mas presos políticos !
1108880802199339013 2019-03-21 19:59:19 -0400 <pbarta68> @realDonaldTrump @KennedyNation Why isn’t he is jail? Why is he above the law?
1108880801868009473 2019-03-21 19:59:19 -0400 <DutcherGlen> @DonaldJTrumpJr @realDonaldTrump @TPUSA @charliekirk11 But just white students, right? Because Trump doesn't give two shits about non-white students.
1108880801104646146 2019-03-21 19:59:19 -0400 <CoachTolliver26> @TimPeebles @JuliaDavisNews @realDonaldTrump Why?
1108880801087795200 2019-03-21 19:59:19 -0400 <kamimihan> To #62millionIdiots : remember Hillary’s emails &amp; your crazy Lock Her Up chants? Well, looks like seven @realDonaldTrump advisers including @jaredkushnr &amp; @IvankaTrump have been using private email for Government work! Should they be locked up? Guess what you have been had! Bigly
1108880800827633664 2019-03-21 19:59:19 -0400 <glacierwood> @ransome_grant @eugenegu @realDonaldTrump Take it easy, big boy.
1108880799305211905 2019-03-21 19:59:19 -0400 <Nora_africa> @realDonaldTrump se te va la olla idiota...
1108880796990009344 2019-03-21 19:59:18 -0400 <rafaelsalas12> @rising_serpent @realDonaldTrump Free of speech is removing Trump from office.  He is a hypocrite that since he got in office has tried to  eliminate freedom of the media because they accurate described him. As a Narcissist, as soon as someone criticize him he attempts to restraint freedom of speech.
1108880796293742592 2019-03-21 19:59:18 -0400 <Timothy78544856> @realDonaldTrump George Conway explains you Don  https://t.co/KNZmsxevCw
1108880795337441280 2019-03-21 19:59:18 -0400 <WHFakeNews> @TomiLahren @realDonaldTrump I'd like the 22 Trillion Dollars back that Trump/Pence illegally stole from me and my neighbors, and gave to corporations to go shopping for their own stock. Then I want my military to have their money back. Hannity said these barriers are good enough! #22TrillionGOPLies  https://t.co/biyL19Qld5
1108880792120410115 2019-03-21 19:59:17 -0400 <sadaka2008> @realDonaldTrump @VP For Christ’s sake can’t Jarod and Ivanka throw you a few bucks to buy a goddam suit that fits?
1108880787225509888 2019-03-21 19:59:16 -0400 <leene50> @EdTringo @Unclefreddyboy @seanhannity @realDonaldTrump Sorry...Trump IS RACIST. He always has been, with a history of racism before he ever took office. Of course He should speak out firmly against White Supremacy! 75 of ALL TERRORISM in America is from White Supremists!  Yet Trump refuses to say a bad word about them cause they vote
1108880785434652672 2019-03-21 19:59:15 -0400 <chrislh1> @missthevenin @bridgieleela @MeghanMcCain @realDonaldTrump @realDonaldTrump really couldn't care less...remember, he didn't lose-
1108880785396940805 2019-03-21 19:59:15 -0400 <deepknight> @Stonekettle @realDonaldTrump His brain is cole slaw.
1108880784998436864 2019-03-21 19:59:15 -0400 <MrFreshTime> @WarrenDavidson @WarrenDavidson @RepDarrenSoto @realDonaldTrump Get TRUMP ON BOARD with FSOC. Most of our members of Congress, besides you and a few others are oblivious to the vital urgency to get regulations established. They’re too slow and sadly, uneducated.
1108880783295561733 2019-03-21 19:59:15 -0400 <18is9> @DanCrenshawTX It's hard for a man who served to hear another combat vet get criticized...I get it. But people keep asking and he is answering. If McCain did what is appears, he shouldn't get a pass. I still support @DanCrenshawTX and @realDonaldTrump It's okay to disagree once in a while!
1108880781068460032 2019-03-21 19:59:14 -0400 <2petcat> @Buzzy2430 @realDonaldTrump I illegally gamble #LockMEup
1108880780099534850 2019-03-21 19:59:14 -0400 <Mauricio_Rdz99> @JohnMAckerman @EPN @realDonaldTrump Siempre hay un tweet
1108880777683570688 2019-03-21 19:59:14 -0400 <MineColleen> @StopTrump2020 @realDonaldTrump Desperado
1108880777603887110 2019-03-21 19:59:14 -0400 <Hazelgreen_eyez> @TruthTellerAZ @KellyO @BretBaier @SenJohnMcCain @cindymccain @realDonaldTrump So etiquette only applies to others but not our president?  I think he should be thankful that his administration was thanked at all especially after his negative remarks in regards to McCain’s Capture in the war.
1108880777566138368 2019-03-21 19:59:14 -0400 <balochworrior> @SultanAlQassemi @realDonaldTrump UN resolution 242 calls for withdrawal of Israel from Golan
1108880777079648257 2019-03-21 19:59:13 -0400 <DerekPMedina1> @KAGGrizz @realDonaldTrump Haribol
1108880768422633472 2019-03-21 19:59:11 -0400 <DanygenieHair> @realDonaldTrump Lol.. we already gave free speech. With every petty attack on John McCain, Trump diverts attention from the fact that his budget cuts:  --$1.5 trillion from Medicaid --$845 billion from Medicare --$25 billion from Social Security He'd rather keep the nation focused on his feud.
1108880767600328704 2019-03-21 19:59:11 -0400 <tazenter> @realDonaldTrump @JudgeJeanine @FoxNews Fox Drops Judge Jeanine Pirro I drop Fox News and I will make it my mission to make everyone I possibly can aware that Fox News has become controlled by the left wing liberal mob!  How dare U Fox, who's next Sean Hannity?
1108880767432691713 2019-03-21 19:59:11 -0400 <jmcellis73> @KchrobKaren @krassenstein @realDonaldTrump You don’t pay attention do you. The Dotard has accelerated the rate of deficit spending and is adding massively to the national debt.
1108880767374028803 2019-03-21 19:59:11 -0400 <YaceSam> @france33026 @Meyer_Habib @AzoulayPas @realDonaldTrump @EmmanuelMacron 🤮
1108880766488838144 2019-03-21 19:59:11 -0400 <KVEEOK> @realDonaldTrump This is called self reflection... 😉👍
1108880765931130880 2019-03-21 19:59:11 -0400 <thomasfagan19> @GovMikeHuckabee @NylaNorris @realDonaldTrump They will Never report the full text of what he said! Hey CNN how did you like the 31% drop off in Ratings from the abysmal ratings of last year? Clue? Didn't think so.😁🇺🇸✝🐂
1108880763553021953 2019-03-21 19:59:10 -0400 <rumble626> @realDonaldTrump Wow- you know how to use crayons.  https://t.co/nVomNpnDit
1108880763192336386 2019-03-21 19:59:10 -0400 <KathyJMollie> @DerekC2016 @bridgieleela @MeghanMcCain @realDonaldTrump This D is no vet.
1108880761749454849 2019-03-21 19:59:10 -0400 <LowcountryMarsh> @GOPChairwoman @realDonaldTrump And here’s my answer to that stupid tweet....  https://t.co/WwJT168goC
1108880761325842438 2019-03-21 19:59:10 -0400 <clamsroll> @DrMartyFox @realDonaldTrump 1st Amendment is backed up by the 2nd Amendment
1108880760805736448 2019-03-21 19:59:10 -0400 <kgifford20> @Dapdoe1 @washingtonpost @realDonaldTrump Do you really THINK a terrorist killer can't find some way to do what he wants?  UK restricted guns &amp; now they have knife killing epidemic...more killings than NYC.  and good people have no way to defend themselves. Knife is closeup death. A gun gives some distance to escape.
1108880759492935680 2019-03-21 19:59:09 -0400 <marysmith620> @GovMikeHuckabee @realDonaldTrump Mike, I meant hang but the boy probably gave the dog a hand job as  well.
1108880757567750149 2019-03-21 19:59:09 -0400 <LFTookey> @tinakoltz @realDonaldTrump You can’t be ashamed if you have no shame.  You can’t have shame if you have no morals.  He has nothing virtuous.
1108880757202800640 2019-03-21 19:59:09 -0400 <DebeeMI> @TomiLahren @realDonaldTrump Hey Tumor.... Would you call and thank him for John McCains funeral  He's not asking for it... But no one has...so maybe they'll put you through if he knows you're calling with that apology...that's a really good way to get his attention right now....
1108880756623855616 2019-03-21 19:59:09 -0400 <pcamp10> @CeFaanKim Can the instigator, @realDonaldTrump, be put away too please? He’s been the one provoking the public calling the media and the democrats the enemy while he befriends the true enemies of our great nation?
