1162514374092869633 2019-08-16 19:59:59 -0400 <jmccoy11144> @realDonaldTrump @WhiteHouse I believe you mean Tim Apple.
1162514335517687808 2019-08-16 19:59:50 -0400 <julie_smythe> @wallywestern @puterguy4you @DarthBannon1 @RudyGiuliani @realDonaldTrump @NBA @NFL Yeah, very cultist behavior.  Seems they came for the tailgate, but did a hard pass on actually listening to the same old babble.  https://t.co/9CXaQHnQOb
1162514335140208640 2019-08-16 19:59:50 -0400 <Canadian_True_> @TeamTrump @mlhcromwell16 @realDonaldTrump  https://t.co/4nDoZBXXKe
1162514332837715968 2019-08-16 19:59:50 -0400 <thac0_salad> @WhiteHouse @realDonaldTrump Today's WH tweet was brought to you by the words Bull and Shit.
1162514332191776770 2019-08-16 19:59:49 -0400 <JeriBrannon> @ItsJeffHudson @realDonaldTrump Good one.
1162514331445202944 2019-08-16 19:59:49 -0400 <Bekrz> @realDonaldTrump Freemason hand signals
1162514331419852800 2019-08-16 19:59:49 -0400 <12skip2maloo> @realDonaldTrump "grandmother"  Are you saying she would lie about seeing a relative?  Donnie, you are the one who lies constantly.
1162514330656677888 2019-08-16 19:59:49 -0400 <BenjaminLincoln> If the defrauded students like myself get $50K for every year out of College.  I will cash out $650K.  Contact your representative and tell them don't leave Think behind.  #ThinkingMan @GOP @DNC @realDonaldTrump @SpeakerPelosi
1162514330342100993 2019-08-16 19:59:49 -0400 <Acute_Tweetment> @realDonaldTrump No.  https://t.co/41KsKlbtQJ
1162514329670787072 2019-08-16 19:59:49 -0400 <McTic1> @RobertKahn @Playboy @PressSec @BrianKarem @BoutrousTed @realDonaldTrump Omg he’s so gross
1162514329473675265 2019-08-16 19:59:49 -0400 <Pernacle> @realDonaldTrump I'm so embarrassed to be represented by you.
1162514329289183233 2019-08-16 19:59:49 -0400 <NewcastleGardia> @fahey_tom @realDonaldTrump I'd say you're probably be talking the sort of deal he'd go for, given his despicable history of NOT paying up 🤣🤣🤣
1162514328077176832 2019-08-16 19:59:48 -0400 <StephanieLem> @WhiteHouse @realDonaldTrump  https://t.co/WChYjfwrZO
1162514327657754624 2019-08-16 19:59:48 -0400 <stoptheshamble> @realDonaldTrump Do you understand how threatened you made her feel? This is not a moment ANY POTUS should feel proud of.  Do they make meds for narcissism? If they do... you REALLY need to take them.
1162514327628386305 2019-08-16 19:59:48 -0400 <dirtmerchant191> @HananyaNaftali @realDonaldTrump That’s clearly Willem Dafoe
1162514327586213888 2019-08-16 19:59:48 -0400 <mori99saki> @Chrissttiiee @Frankystein702 @tonyposnanski @realDonaldTrump Respected by who?
1162514327208751104 2019-08-16 19:59:48 -0400 <sandyrslp> @realDonaldTrump You lie and you interfere in the most inhumane way. #resign
1162514325229228032 2019-08-16 19:59:48 -0400 <SelPerry1> @realDonaldTrump IMPEACH !IMPEACH! IMPEACH! IMPEACH!  This completely severely mentally ill crazy whip has to go Real humans don't act like this , this fool  is far from HUMAN
1162514324260364288 2019-08-16 19:59:48 -0400 <BobbyGvegas> @realDonaldTrump What are you, like, three?
1162514324147134464 2019-08-16 19:59:48 -0400 <jannsloan> @realDonaldTrump Remember the story of the boy who cried wolf?  Do you seriously think sane Americans believe anything you say Mr Trump?
1162514324117569537 2019-08-16 19:59:47 -0400 <lmnysf> @WhiteHouse @CBP @CBSNews @realDonaldTrump @POTUS @TheJusticeDept Prison Officer Resigns After Truck Rams Into ICE Protesters | Time  https://t.co/55h3rpWpaO
1162514322783739904 2019-08-16 19:59:47 -0400 <Abbicrombie2> @SpeakerPelosi @realDonaldTrump President Trump and President Benjamin Netanyahu are both standing up for Israel!!
1162514321139568640 2019-08-16 19:59:47 -0400 <BattleRott> @SenSchumer @realDonaldTrump You sabotaged it when you voted for ObamaCare in2010.
1162514319885647874 2019-08-16 19:59:46 -0400 <ViGiUSA> @DogginTrump @realDonaldTrump She fcked that up, not President Trump.  She wrote the letter asking permission to see her grandmother.  When they gave her permission, she said she wasn't going.  SHE USED HER GRANDMOTHER AS A POLITICAL JOKE.  You fell for it.
1162514319495462912 2019-08-16 19:59:46 -0400 <SatosiTyou> @ReRemex @trish_regan @mikepillsbury @realDonaldTrump So are you a mischief-maker? Look at you, it's other country's bussiness, none of your business. 你这个大搅屎棍！美国搅屎棍！
1162514318719619073 2019-08-16 19:59:46 -0400 <Rats_Are_Fake> @bmitchell94619 @RashidaTlaib @GOP @realDonaldTrump @SenatorCollins Did you read anything else I just showed you? 70 other congressmen went just last week and visited with government officials. These two waited until the next week, submitted itinerary titled "trip to Palestine" and planned to visit ONLY people from the BDS MOVEMENT
1162514317843062784 2019-08-16 19:59:46 -0400 <justjo2> @MarkJKremer @realDonaldTrump #RepublicanVoters #IndependentVoters #Evangelicals  #MAGA  Truth!
1162514317012606976 2019-08-16 19:59:46 -0400 <BigMondous> @LindseyGrahamSC We’re not a police 👮🏻‍♀️ force and that’s the deal here and you know it. @realDonaldTrump
1162514316777517056 2019-08-16 19:59:46 -0400 <scuzie8> @Yourturntogo @ChrisEvans @realDonaldTrump Republicans were never this vile to a sitting President?  You seem to forget the birther movement, the blocking of supreme court appointee, Joe Wilson yelling "you lie", and so much more.  That horrible health care that a Fox News poll showed was more popular than trumps tax cut?
1162514316697800704 2019-08-16 19:59:46 -0400 <ricrodphxaz> @JohnDennisSF @realDonaldTrump Never going to happen!
1162514316328935425 2019-08-16 19:59:46 -0400 <clawyou> @realDonaldTrump You mean Tim Apple?  https://t.co/M3H0jtrX2W
1162514315775107073 2019-08-16 19:59:46 -0400 <KahnStephen> @AppSame @realDonaldTrump @RashidaTlaib @Israel @AOC @IlhanMN @justinamash is desperately trying to be the first (beta) male #Squad member
1162514315674554368 2019-08-16 19:59:45 -0400 <plaker01> @BryanTreb @theolopolitical @TheRightMelissa @tonyposnanski @realDonaldTrump Not your bro kid. Getting past your bedtime. Good night.
1162514314084962304 2019-08-16 19:59:45 -0400 <Billieresistor> @realDonaldTrump BFD
1162514313145438208 2019-08-16 19:59:45 -0400 <BevLJ> @realDonaldTrump Thank you for answering the question, "Can @realDonaldTrump be any more despicable?" You keep confirming that the answer is, "Yes."
1162514312998641664 2019-08-16 19:59:45 -0400 <Rocket54441> @SenSchumer @realDonaldTrump Stop lying Chuck. President Trump fills your tiny brain 24/7. Go do your job.
1162514312243634176 2019-08-16 19:59:45 -0400 <Roch4Obama> @SenSchumer @realDonaldTrump We got to win in 2020! @SenSchumer
1162514311316684800 2019-08-16 19:59:44 -0400 <Bandit135> @stryker73 @PopulistPundit @parscale @realDonaldTrump I think it is more like 28%
1162514311098576896 2019-08-16 19:59:44 -0400 <dbhall01> @realDonaldTrump And?
1162514310729351169 2019-08-16 19:59:44 -0400 <Ra71981453> @realDonaldTrump Now tell the world how much you embezzled Bk trump
1162514310414782465 2019-08-16 19:59:44 -0400 <trav051990> @_Henn_Dawg2 @StarXossed @CarpeDonktum @realDonaldTrump If you feel this is outside the realm of civility, you need to harden up.
1162514308284051456 2019-08-16 19:59:44 -0400 <DiverDown25> @realDonaldTrump Was this also from the vaunted "Trump War Room"? 😶  https://t.co/qz86FeWMBN
1162514307537657857 2019-08-16 19:59:44 -0400 <azon1ps> @realDonaldTrump And you owe the US Treasury at least $1 million in travel expenses.   https://t.co/51ZLGpIR0K
1162514307487293441 2019-08-16 19:59:44 -0400 <jmjordan214> @realDonaldTrump @JudgeMoroz It was a political stunt sir!  She kicked the grandmother to the curb for political reasons!
1162514307461947392 2019-08-16 19:59:44 -0400 <dcordero55555> @realDonaldTrump You’re just simply.... the best.   I needed a good laugh.  👍🏻 #luckygrandma
1162514306975633409 2019-08-16 19:59:43 -0400 <cwyyell> @realDonaldTrump I donate 100% of my president's salary,  $400,000, back to our country, and in return you pay millions of dollars for my golf games and it feels good!
1162514306744721409 2019-08-16 19:59:43 -0400 <MaggieB51> @realDonaldTrump Can you stay the hell out of her business!! @realDonaldTrump You are do friggn rude!! Oh and screw you on your scam deal on Greenland. They are way to smart to even let you buy your their melted snow!
1162514306149339141 2019-08-16 19:59:43 -0400 <PoliceClimate> @realDonaldTrump Mr trump can be the most beautiful person In the world, but if the president of the #1 carbón producer in the world doesn’t believe in what could cause the extinction of humans ,(climate change) then we are doomed.
1162514305985765383 2019-08-16 19:59:43 -0400 <CCAllen19> @realDonaldTrump Ouch!
1162514305423695872 2019-08-16 19:59:43 -0400 <elaineATLHealth> @RyanAFournier @realDonaldTrump Great grammar....
1162514303183990784 2019-08-16 19:59:43 -0400 <silence_dewgood> @jadenphoenix5 @drefanzor @w_terrence @realDonaldTrump @POTUS @InsideEdition @LESTRENTtv Lmfao!!!!!!!!!!!! Brilliant!!!!!!!!!
1162514302974087168 2019-08-16 19:59:42 -0400 <MadisonMcGahan1> @realDonaldTrump What about all the money you waste??? Look what you’ve done to the deficit??? What about all the golf we pay for???? You are fiscally irresponsible.... PERIOD!
1162514302722437120 2019-08-16 19:59:42 -0400 <tc70jr> @realDonaldTrump Three gorgeous female congresswomen or Jabba the Nut (yes, NUT). Hmmmmm
1162514300872929280 2019-08-16 19:59:42 -0400 <dana14j> @realDonaldTrump Not so.  Biden is.  The fox polls demonstrate the top four democratic candidates can beat you in the voting booth.
1162514300331859968 2019-08-16 19:59:42 -0400 <JoJoReibo> @NickAdamsinUSA @realDonaldTrump  https://t.co/aKTVQhZNzP
1162514299492999180 2019-08-16 19:59:42 -0400 <Panosfrmgoranos> @GOP @realDonaldTrump Another great one  https://t.co/3VzfNifNhW
1162514299379523584 2019-08-16 19:59:42 -0400 <MarlaineDettlo1> @Poppylane_ @POTUS @realDonaldTrump @BorderNarcotics @swsog I ABSOLUTELY AGREE!!  They ALL hit Epstein Island!
1162514298989613058 2019-08-16 19:59:42 -0400 <_lissa_faith_> Remember this in November of next year, people - we do NOT have to keep using up with the do-nothing antics from @senatemajldr or @SenateGOP but especially the nonsense from @realDonaldTrump @POTUS.  https://t.co/WVcjxFp2wO
1162514298167386113 2019-08-16 19:59:41 -0400 <azmark7> @realDonaldTrump And you cost us millions for your frigging golf trips to your own properties..
1162514297630556160 2019-08-16 19:59:41 -0400 <gaeta54> @TeamTrump @realDonaldTrump Can the Democrats donate their salary’s????
1162514297366487041 2019-08-16 19:59:41 -0400 <sachigracen> @realDonaldTrump Grammar school behavior that reflects poorly on the office of the presidency and upon our nation. You aren't fit for the job. #VoteTrumpOut2020
1162514296187887623 2019-08-16 19:59:41 -0400 <paulnmuskoka> @realDonaldTrump  https://t.co/OntEVSWFSW
1162514295323860994 2019-08-16 19:59:41 -0400 <politimac720> @realDonaldTrump Ooh burn
1162514294711431168 2019-08-16 19:59:40 -0400 <TeacherMrsSmith> @realDonaldTrump What the hell is wrong with you?
1162514294635974656 2019-08-16 19:59:40 -0400 <Asm7998> @DogginTrump @realDonaldTrump The truth is #CrookDon didn't care who was effected. The only thing thing he knew was, he wanted to humiliate her. Telling Israel to ban her. Then, tweeting his lies about her is something someone spiteful would do.
1162514293864009729 2019-08-16 19:59:40 -0400 <C_J_deadmonton> @realDonaldTrump  https://t.co/TbiakiAkvm
1162514293549674496 2019-08-16 19:59:40 -0400 <Jxnewton> @BettyBowers @realDonaldTrump Everyone knows that Fred Jr. was the favorite.
1162514293075652608 2019-08-16 19:59:40 -0400 <CanMabim> @realDonaldTrump Help help HELP
1162514292673064961 2019-08-16 19:59:40 -0400 <acklein247> @realDonaldTrump Are you kidding me #mypresidentisafraud
1162514292584771585 2019-08-16 19:59:40 -0400 <DSimFish> @realDonaldTrump What is wrong with you?  You are beyond redemption. So depressing.
1162514292546998274 2019-08-16 19:59:40 -0400 <Lisa746watts> @GeorgeTakei @realDonaldTrump He says his supporters have “no choice “ but to vote for him.  Hm. Being America, we actually do have choices
1162514291444109312 2019-08-16 19:59:40 -0400 <Bobsbaby4061> @Chrissttiiee @Frankystein702 @tonyposnanski @realDonaldTrump  https://t.co/0PqNp2IxB5
1162514291318128640 2019-08-16 19:59:40 -0400 <BrianPoos> @realDonaldTrump Tell Tim Apple we said hello!
1162514291292905472 2019-08-16 19:59:40 -0400 <recharge137> @realDonaldTrump  https://t.co/WYcz8xlaxz
1162514291108536321 2019-08-16 19:59:40 -0400 <sjferg1252> @MSNBC @HardballChris  If @Scaramucci and @OMAROSA are the best guests you can get to analyze @realDonaldTrump's mental decline then it's back to @CNN @ErinBurnett @OutFrontCNN. #pathetic. #WhichWayIsTheWindBlowingToday
1162514290969964544 2019-08-16 19:59:40 -0400 <kva2cad> @TheMajorityUSA @TeamTrump @realDonaldTrump Obama spent 10 to one on travel check your facts
1162514290831761408 2019-08-16 19:59:40 -0400 <kimberleem13> @charliekirk11 @realDonaldTrump You are blind!
1162514289758003201 2019-08-16 19:59:39 -0400 <ChrisLutolf> @tonyposnanski @swhitey10 @realDonaldTrump Majority opinion.  #FvckTrump [caption pic 1: NYC near the Pulaski Bridge; pic 2: projection by @bellvisuals; pic 3: @fams2gether march NYC 2018]  https://t.co/Wr5FAhFa51
1162514289359577088 2019-08-16 19:59:39 -0400 <rwp1000> @realDonaldTrump Sick, demented man
1162514287954464769 2019-08-16 19:59:39 -0400 <pjl1015> @SenSchumer @realDonaldTrump It is passed due to get rid of this A_______
1162514287434166273 2019-08-16 19:59:39 -0400 <BadWolfLil> @SpeakerPelosi @realDonaldTrump And yet YOU equated opposing Israeli policy with anti semitism.  Maybe if you showed some spine...
1162514286914265089 2019-08-16 19:59:39 -0400 <That1WelderGuy> @realDonaldTrump Maybe, but how much of our tax payer’s money has been spent on your golf trips??
1162514285890641920 2019-08-16 19:59:38 -0400 <KatzST> psst! @realDonaldTrump  What @RashidaTlaib's grandmother says of her... “I am proud of her,” the grandmother said of her granddaughter. “Who wouldn’t be proud of a granddaughter like that? I love her and am so proud of her." Sorry you dont have the same. #TrumpIsADisgrace
1162514284909383685 2019-08-16 19:59:38 -0400 <kinah> @realDonaldTrump How Immigration Made 14 Million Millennials Homeless  https://t.co/UnfKIm7Myu
1162514284330590209 2019-08-16 19:59:38 -0400 <SadiqRawan5> @realDonaldTrump @WFaqiri Come on, hurry up or you'll be 3
1162514283227303936 2019-08-16 19:59:38 -0400 <FatherLatoya> @sky1955 @EddieZipperer @AdamBaldwin @realDonaldTrump The President should learn to let things roll off his back like this guy!
1162514283080704000 2019-08-16 19:59:38 -0400 <dubrow_wendy> @realDonaldTrump You have increased the deficit by trillions! Lousy businessman lousy dictator
1162514283038695424 2019-08-16 19:59:38 -0400 <KathyWi92155790> @realDonaldTrump  https://t.co/lUHwTx7MxD
1162514282455719939 2019-08-16 19:59:38 -0400 <Crawfish4Kraken> @SayWhenLA @WilliamQuake1 @realDonaldTrump Statistical anomaly. There was a massive drought in Afghanistan during the Taleban years and that ended around the Fall/Winter of 2001.  All agricultural products increased as a result including opium.
1162514281906212872 2019-08-16 19:59:37 -0400 <nonnanpopi> @realDonaldTrump 🙄
1162514281901858816 2019-08-16 19:59:37 -0400 <Brobinso54> @realDonaldTrump What a massive a$$hole!
1162514280991866881 2019-08-16 19:59:37 -0400 <LouieDjele> @realDonaldTrump Greatest POTUS Ever
1162514279045783553 2019-08-16 19:59:37 -0400 <MarkSmi77923534> @realDonaldTrump Like it or not, you have become the bloated face of the dying Republican Party.  There should be an APB out for you. You murdered a once effective, principled party. Please do the country a favor and resign.
1162514277674225665 2019-08-16 19:59:36 -0400 <cvdanson> @realDonaldTrump I have a feeling there’s more to the story than this.
1162514276940230657 2019-08-16 19:59:36 -0400 <HassmoabHassan> @RudyGiuliani @realDonaldTrump  https://t.co/9OQefY4WcT
1162514276873117697 2019-08-16 19:59:36 -0400 <LeahSweetland> @DavidWohl @realDonaldTrump Quit buying your jackets at the thrift store. Save up or something.
1162514276365418496 2019-08-16 19:59:36 -0400 <Belinha1961> @kayleighmcenany @rhowardbrowne @realDonaldTrump Trump Republicans lies, Trump is hated for all the hateful chaos he causes everyday.
1162514271994957824 2019-08-16 19:59:35 -0400 <rjdv27> @realDonaldTrump Your family never loved you did they?
1162514271848341504 2019-08-16 19:59:35 -0400 <jeanee15433311> @charliekirk11 Like Dems hate @realDonaldTrump more than they love our country...
1162514271177203712 2019-08-16 19:59:35 -0400 <ejbrew3> @realDonaldTrump Waiting for documented verification. You've more than made up the $400K with your frequent golfing trips to Mar-A-Lago &amp; other properties like your DC hotel.
1162514270418063361 2019-08-16 19:59:35 -0400 <cow_belle65> @realDonaldTrump Lie + lie + misrepresentation+ insult = man unfit to do anything, no less to make pretend President.
1162514269675483141 2019-08-16 19:59:35 -0400 <Tbastis> @realDonaldTrump So? Bfd
1162514269285601281 2019-08-16 19:59:34 -0400 <Rasanbesa> @Nvr4Get91101 @realDonaldTrump @RealSaavedra Imagine if China said yea you can come to China congressmen or women, but you can't say what you want follow the party line and dems did so, republicans would lose their shit that they are weak, but Israel does so and suddenly the party that invades everyone is all about freedom
1162514268597735424 2019-08-16 19:59:34 -0400 <buzzkill3171> @RealDonaldJTrue @CNNSitRoom @IsraeliPM aka @netanyahu and @realDonaldTrump were absolutely colluding on this violation of policy for Israel &amp; US. Both are in dicey re-election situations, so they’ve teamed up to appeal to their right wing bases. Bad call - it makes Israel look like a US lackey. @SenBooker
1162514267909869569 2019-08-16 19:59:34 -0400 <Cindy70752861> @realDonaldTrump 🤔 ..  https://t.co/Pyh8W3rOzu
1162514267796582404 2019-08-16 19:59:34 -0400 <Sherry_Giddens> @realDonaldTrump Don’t care
1162514267746103296 2019-08-16 19:59:34 -0400 <Slug_B8> @realDonaldTrump Tim is coming to measure the drapes.
1162514266328580096 2019-08-16 19:59:34 -0400 <teknomic> @realDonaldTrump And china...
1162514265326194689 2019-08-16 19:59:33 -0400 <MichaelBConway1> @WhiteHouse @realDonaldTrump  https://t.co/BMvJsphCyp
1162514264847859712 2019-08-16 19:59:33 -0400 <festiusgames> @RudyGiuliani @realDonaldTrump Reminds me of Hilter
1162514263480688640 2019-08-16 19:59:33 -0400 <Stella_Basham1>  https://t.co/re0r5xksAD President Donald J. Trump's Accomplishments List:   It's mind blowing what @realDonaldTrump has done in only 2 years+
1162514263325499392 2019-08-16 19:59:33 -0400 <hollygolytlee> @xBenJamminx @MarkJKremer @realDonaldTrump  https://t.co/VerVxsugpI  https://t.co/Z5Jj3KMv08 Hard to pay when all you do is declare losses. But really, the original point here was the extraordinary amount of tax $$ he spends on golfing. Regardless of party, you're cool with that?
1162514263254032384 2019-08-16 19:59:33 -0400 <MAK7591> @realDonaldTrump  https://t.co/Qt2u5a2uGc
1162514262662754305 2019-08-16 19:59:33 -0400 <joshashland1> @realDonaldTrump Poppy fields (opium)  Look at the increase since US has been there with our intelligence. Afghanistan
1162514260984860672 2019-08-16 19:59:32 -0400 <Lkt4M> @RudyGiuliani @realDonaldTrump The only Dummies are the idiots that believe Trump is good for America. Their souls filled with hate and greed for those they feel are not their equal
1162514260070522880 2019-08-16 19:59:32 -0400 <Mrtonytig> .@msnbc aka #MESSYNBC better get your Sh*t together and stop acting like you dont know that the only person who can stop @realDonaldTrump is @BernieSanders even Trump knows it...just watching this video shows how clueless you guys are.....#OurRevolution  https://t.co/RDQpbSKLuW
1162514259533635584 2019-08-16 19:59:32 -0400 <richard_eastin> @davidmweissman @realDonaldTrump @RashidaTlaib I pitty you
1162514259219271680 2019-08-16 19:59:32 -0400 <Panosfrmgoranos> @GOP @realDonaldTrump My Favourite  https://t.co/ShQZ03ZZ5k
1162514258568994816 2019-08-16 19:59:32 -0400 <CMAC122> @realDonaldTrump  https://t.co/2cqstMpOMA
1162514258363633664 2019-08-16 19:59:32 -0400 <Jakelesnake> @darielrivas00 @LifeOfSpencer_ @real_defender @realDonaldTrump How's Americans' life expentancy compared to these 32 other countries?
