1211436735437127680 2019-12-29 18:59:59 -0400 <ea_neil> @BCYOUNG67 @realDonaldTrump  https://t.co/269GORqXhB
1211436658052255745 2019-12-29 18:59:41 -0400 <CrowBwell9> @FaceTheNation @brianstelter @CBSNews @MSNBC @ABC Made the deal AS Federal Prosecutor who stepped in and later on was Named by Trump to be in his Cabinet Secretary of Labor .forced to Resign...WHY..oh👻 that's right Donny3toes was besties with @realDonaldTrump ..Jeffery even supplying the 26 plus girls for big party at #maralago
1211436653337813000 2019-12-29 18:59:40 -0400 <amandafloydrn> @JeffreyGuterman @realDonaldTrump Block me so I can laugh about it. #ImpeachPelosi
1211436652394164226 2019-12-29 18:59:39 -0400 <pirateladyjane> @realDonaldTrump I wish it was Obama. Everyone else does too...
1211436650330513410 2019-12-29 18:59:39 -0400 <RMyria> @Manny_Street @AnthonyValoni @AndyOstroy @realDonaldTrump He can't resign because he's individual 1. He's hoping for four more years so that the can run out the clock on the statute of limitation.
1211436646836686849 2019-12-29 18:59:38 -0400 <DebLeighTaylor> @realDonaldTrump You’re a nasty man!
1211436641291780097 2019-12-29 18:59:37 -0400 <LLRobertson75> @realDonaldTrump You truly have no place to talk. You signed a supposed anti-Semitic act into law… But that law is how Russia &amp; the Nazis ostracized the Jewish. You hired Steven Miller a neo Nazi for border patrol. You brought anti-Semitism into the White House  https://t.co/eObPyfoSae
1211436640360529921 2019-12-29 18:59:37 -0400 <magee> @OrsonOrange @Qanon76 @realDonaldTrump @WaltDisneyCo @Disney this use of your copyrighted characters to perpetuate absurdist qAnon rhetoric okay?
1211436632546709504 2019-12-29 18:59:35 -0400 <possumsareno1> @MatthewJshow @realDonaldTrump Awwww, how cute! When will he start leading? Leading to Impeachment.
1211436625768701954 2019-12-29 18:59:33 -0400 <jinks1054> @V_4_Vendatta @norvilgirl @realDonaldTrump @VP @YouMustOvercome @deanomight1 Is he still alive? 😳
1211436625621852162 2019-12-29 18:59:33 -0400 <Chester67543949> @realDonaldTrump Nutjob  https://t.co/Bwz6qsyNMh
1211436624728510464 2019-12-29 18:59:33 -0400 <ronniefink1> @realDonaldTrump Maybe you can begin by toning down your rhetoric.   You incite people and its time for you to either stop or leave office, both would be a good idea.
1211436621805051906 2019-12-29 18:59:32 -0400 <TroyeFunk> @RWTrollPatrol @RepSwalwell @realDonaldTrump @RudyGiuliani @jdforward Pres Trump formally recognized Jerusalem as the capital of Israel and moved the US Embassy from Tel Aviv to Jerusalem. Past Presidents broke their promises to do this. Stop spreading this lie, you disgusting liar.   Seriously, what is wrong with you?
1211436620148162560 2019-12-29 18:59:32 -0400 <chrisirvintweet> @realDonaldTrump Aren't you president of all the states?    Do something about the nation's homelessness problems.  It should be very easy to do if you had any competence!
1211436618990702594 2019-12-29 18:59:32 -0400 <deadlyrhetorick> @GOPLeader I’ll say the same thing to you that I’ve said to your GOP colleagues: If these words are true and genuine, you will insist that @realDonaldTrump fire Stephen Miller immediately. If you cannot do that, then these are meaningless platitudes.
1211436618760015874 2019-12-29 18:59:31 -0400 <ParlezVrai> @LN356 @ygoosz @ClaudeGuibal @realDonaldTrump @nadine__morano C'est juste qu'il faut être très, mais alors très con pour croire les mensonges permanents du RN. Qu'il y en ait des millions montre à quel point notre pauvre pays va mal. A l'image de votre commentaire ci-dessus qui montre à quel point vous avez le QI d'un bœuf trépané.
1211436617661132802 2019-12-29 18:59:31 -0400 <IAmTreyDrama> So basically the con man only stopped when he got busted?  🤔🙄 #soundsaboutright. @realDonaldTrump is ONLY concerned with whatever benefits him and NOTHING ELSE. #ConstituencyOfOne
1211436615836602369 2019-12-29 18:59:31 -0400 <Brockdog64> @Airvooocht @realDonaldTrump Why don’t you get out of your mothers basement every once in a while , why don’t you denounce  Omar, Tlaib AOC?
1211436612908797952 2019-12-29 18:59:30 -0400 <socalmcgraw> More @realDonaldTrump cruelty. He and his cronies know PR are citizens with little effect on the federal election. Cowards.  Bullies under the color of authority.
1211436612300787718 2019-12-29 18:59:30 -0400 <Scorpsistah> @realDonaldTrump SQUIRREL!!
1211436611306545152 2019-12-29 18:59:30 -0400 <Luce70836729> @yourauntemma @gtconway3d @realDonaldTrump Too bad there isn't a pill to fix him
1211436610027311130 2019-12-29 18:59:29 -0400 <Gummi_Gal> @LGsConscience @realDonaldTrump @TrueFactsStated   Another @LindseyGrahamSC  billboard ponsibility
1211436605942026240 2019-12-29 18:59:28 -0400 <DevinDevo1060> @realDonaldTrump Why don’t you start your next Rally off with that little tidbit......? Put your money where your mouth is. Triple Dog Dare you.......😎
1211436602603507712 2019-12-29 18:59:28 -0400 <bobbytaruc> @EmilyRoseFinn @bjimb2 @OANN But per ☭ DeBlasio tho, this is @POTUS @realDonaldTrump fault.
1211436601932468225 2019-12-29 18:59:27 -0400 <Dina_Mitrani> @realDonaldTrump Who wrote that tweet for you?
1211436600795774976 2019-12-29 18:59:27 -0400 <emiroseli> @gatewaypundit @ExtraEbe007 @realDonaldTrump @DanScavino It's the norm?
1211436599831146496 2019-12-29 18:59:27 -0400 <HotDealz2> @rzla600 @realDonaldTrump You know it
1211436598123991042 2019-12-29 18:59:27 -0400 <cbcisUNCLEBOB> @realDonaldTrump Gaaaaattemmm
1211436596429574144 2019-12-29 18:59:26 -0400 <Tweeter43230> @dcexaminer @nytimes @washingtonpost @realDonaldTrump No, they said they have to do better educating supporters of @realDonaldTrump calling out Russian fake news promoted through conservative outlets.
1211436595921817600 2019-12-29 18:59:26 -0400 <m_northquest> @SexCounseling @MatthewJshow @realDonaldTrump Sex Counseling 🤪🤪🤪🤪🤪🤪🤪🤪😂😂😂😂🙄😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
1211436591866097666 2019-12-29 18:59:25 -0400 <JohnZajaros> Watch! #SCPOTUS @realdonaldtrump &amp; @SecPompeo are going to take us into war. Did anyone watch Pompeo on @CNN? Did you see the General’s face? The bags under his eyes? We can’t trust #SecDef @EsperDoD to tell us the truth. He’s a #TrumpSycophant. Michael @BeschlossDC was right!
1211436591195054082 2019-12-29 18:59:25 -0400 <rusty_katt> @saltygulf @realDonaldTrump @HuffPostPol Under his administration I'd say you're being a pragmatist... which is far too often confused with a pessimist.
1211436589303250944 2019-12-29 18:59:24 -0400 <pameladubsky49> @alexmjordan @realDonaldTrump Trump has done Nothing but cheated other in his University, Charity, and services he hasn't paid for!  He has given Tax cuts to the Rich and ignored and cut services for the Poor and middle class.  He is a Failure!
1211436587374039044 2019-12-29 18:59:24 -0400 <DaTruthSucks> @JayCarp41843083 @no_silenced @realDonaldTrump I never said it did   I dont think handouts on either side work
1211436584488226816 2019-12-29 18:59:23 -0400 <RezNative1> @JSMBodywork @elianatrue @realDonaldTrump @TeamPelosi is up for Grammy awards &amp; she alone is up for Presidential Medal of Freedom award!!  And .. and your Impeached President will be the presenter!!!!!!!  @StephenAtHome @foxandfriends @tedlieu @FOXNEWS
1211436583569805312 2019-12-29 18:59:23 -0400 <JimEatock> @JoeForNH @JoeBiden WOW! Stellar crowd! You're gonna beat Trump like a drum! Must be at least 300 people, maybe even 350!   (Don't worry that your total attendance is smaller than the ladies room waiting line at a @realDonaldTrump rally.)
1211436582366003202 2019-12-29 18:59:23 -0400 <CindyElder15> @realDonaldTrump You do know that every time you point out a part of the the country that is falling apart that it's your fault bc your the leader. So stop pointing out your mistakes mr president
1211436581699117056 2019-12-29 18:59:23 -0400 <I_am_Steele> @theaterOFpain1 @gaygeit @gvilleboy @DwaineSteven @JoeySalads @realDonaldTrump What a perverse sort of pleasure you must get by doing only what you can to piss off the rest of the world.  The deliberate showing of your willful ignorance, as a badge of idiocy you proudly wear on your sleeve, just to get a rise out of people who are better than you.  Bravo.
1211436579446837248 2019-12-29 18:59:22 -0400 <Barbrnccrn> @realDonaldTrump @IvankaTrump   You do not measure up. Losers
1211436578880589824 2019-12-29 18:59:22 -0400 <Grumpa> @stuffcraig @HillaryClinton @NYGovCuomo @RudyGiuliani @realDonaldTrump I'm ashamed of people like you who think America is Christian &amp; White and spew hatred for those "others" with every breathe. You support a neo-nazi President &amp; have No Idea what America is all about. You are not an American.
1211436577253027840 2019-12-29 18:59:22 -0400 <CACoastBlue> @a_riggs6 @yourauntemma @gtconway3d @realDonaldTrump Fine.. I've wanted Warren, Amy &amp; I liked Beto. How's that. Again, Bernie is my last choice, but I would still vote 4 him. The backlash and insults I have gotten from Bernie supporters has me wondering who they really are. They are acting just like the trump cultist. Me or nothing
1211436569535627271 2019-12-29 18:59:20 -0400 <L66Norm> @DalaNilsson @Airvooocht @realDonaldTrump They were freed their innocent what you have here is propaganda bulshit that you seem to want to believe
1211436569300594688 2019-12-29 18:59:20 -0400 <bendynaa> @jake53030824 @realDonaldTrump Which changes occurred in 2014, Jake? Focus.
1211436567732068353 2019-12-29 18:59:19 -0400 <Deef1207> @realDonaldTrump BORING AND NEARLY 4 YEARS AGO. GET OVER IT
1211436567715368963 2019-12-29 18:59:19 -0400 <GlennMorrisUSA> @realDonaldTrump  https://t.co/grZh9UzwQd
1211436567706755072 2019-12-29 18:59:19 -0400 <Shannonwas2> @Persianlady22 @fuzzpuke @mikegephart1 @PackersFavreFan @realDonaldTrump “Go back to where you came from”.  To 4 US representatives.  3 born here.
1211436557300686848 2019-12-29 18:59:17 -0400 <humanity1stplz> @Stacy1ThatsMe @ElectorateMr @1EMcGon1 @Bev_Rat @QuestFanning @DailyCaller @realDonaldTrump @AndrewYang I’m an independent and don’t blindly support a party. Did you even read Trump’s transcript? He’s guilty. How could you support that man
1211436552796041216 2019-12-29 18:59:16 -0400 <liberalincincy> @GalaxyGlitterz @CSC324 @BKAY1224 @brianstelter @realDonaldTrump It’s because of tweets like this that twitter needs a 😂 button.
1211436548517961728 2019-12-29 18:59:15 -0400 <bfinley118> @ChartrDavid @RealBasedMAGA @wrath04 @realDonaldTrump @DonaldJTrumpJr @parscale Nobody wants your lawn old man..
1211436544566976513 2019-12-29 18:59:14 -0400 <Hoagyland> @realDonaldTrump  https://t.co/rB98oqfoWf
1211436544441143299 2019-12-29 18:59:14 -0400 <Jeanshelley5> @KaReC_8 @DrewN1977 @RepDanCrenshaw @realDonaldTrump @GunOwners @NRA You are kidding right? You can't carry pepper spray either? Geez Louise you guys are just sitting ducks aren't you!
1211436543514046465 2019-12-29 18:59:14 -0400 <eduincenhanmai1> @realDonaldTrump No question for Nancy~ But, I am interesting in north korea nuclear.
1211436541840629761 2019-12-29 18:59:13 -0400 <xrpcruiser> @robbystarbuck @realDonaldTrump if Trump puts in prison the old condom Biden, and the state criminal and the looter Poroshenko, I will cast my vote for Trump from Ukraine
1211436540292980736 2019-12-29 18:59:13 -0400 <yullohanist> @RepMattGaetz @realDonaldTrump Les démocrates sont bons à faire tourner les faits pour se faire sentir et se sentir bien. C'est vraiment triste.
1211436538841702407 2019-12-29 18:59:12 -0400 <coststobefree> @RepSwalwell @realDonaldTrump @RudyGiuliani @jdforward Rep Eric Fartsmells
1211436538573344774 2019-12-29 18:59:12 -0400 <Jennifer2Flower> @Brawler12 @RepSwalwell @realDonaldTrump @RudyGiuliani @jdforward Its CA. What do you expect
1211436537851891712 2019-12-29 18:59:12 -0400 <lindamendenhal5> @realDonaldTrump Crickets  https://t.co/m8D4Kv1ssU
1211436536996208640 2019-12-29 18:59:12 -0400 <CrummyDogLover> @dradar59 @h8Wankmaggot45 @HPNerdImWithKap @StacSuzy @suzy_swears @Pvansch1 @realDonaldTrump  https://t.co/DoPrLWHOZ5
1211436535842791430 2019-12-29 18:59:12 -0400 <Sherwood1981> @Jimjohn41626650 @reelDonaldTrumq @Yes__I_can_bite @IAintBothered_ @ChidiNwatu @realDonaldTrump Says the #Triggered snowflake! I'm thinking you're a bit jealous of these other snowflakes talking to me lol! #Trump2020 #KAG #MakeSnowflakesCryAgain
1211436532378296320 2019-12-29 18:59:11 -0400 <Kelly71892510> @RobertKesslerTx @muh_thoughts @realDonaldTrump @SpeakerPelosi Yes and so does the majority of the Republicans in office
1211436530608345088 2019-12-29 18:59:10 -0400 <JCCWatch> ...they use us to vote in the Democrats and then abandon us  @realDonaldTrump is the true friend   Remember that when the Democrats demand your vote  @JewsChooseTrump
1211436529421365251 2019-12-29 18:59:10 -0400 <Star8400CPD> @LadyChesapeake @realDonaldTrump Indeed it was!!!!! And I fear that once again this growing anti-Semitism will again cause havoc somewhere in the world. 😞
1211436528553152513 2019-12-29 18:59:10 -0400 <colabyrd6250> China hoax Trump? You are killing people! @realDonaldTrump
1211436528406278144 2019-12-29 18:59:10 -0400 <HotDealz2> @InanisMagnanim @LibsInAmerica @realDonaldTrump @DonaldJTrumpJr 🤣🤣
1211436527521320962 2019-12-29 18:59:10 -0400 <TexanUsa42> @BBergquam @KatherineWolfr2 @AdamSchiff @realDonaldTrump Great job!!
1211436519820410880 2019-12-29 18:59:08 -0400 <edselgom> @realDonaldTrump Show me the money
1211436514606899200 2019-12-29 18:59:07 -0400 <jrheisler> @GSD_Handler @realDonaldTrump The only one crapping themselves are anyone aligned with trump  https://t.co/8B21pMcgix
1211436512094507008 2019-12-29 18:59:06 -0400 <manyban2> @realDonaldTrump You are the cause of antisemitic acts.   You are the "president."  You. Are. Responsible.
1211436510827945985 2019-12-29 18:59:06 -0400 <radioryanchase> I like a lot of this. @realDonaldTrump’s picks probably include the latest Jeff Foxworthy show, Infowars, and Hee-Haw The Next Generation.
1211436508823146496 2019-12-29 18:59:05 -0400 <Richard35775465> @RepSwalwell @realDonaldTrump @RudyGiuliani @jdforward Do-Do bird !
1211436508802166784 2019-12-29 18:59:05 -0400 <CrummyDogLover> @dradar59 @h8Wankmaggot45 @HPNerdImWithKap @StacSuzy @suzy_swears @Pvansch1 @realDonaldTrump Fox News video of Trump calling the emoluments clause "phony." Skip to 12:35 to listen to him say it.
1211436507560644608 2019-12-29 18:59:05 -0400 <goingoffdgrid> @illdiscourse @COsweda @realDonaldTrump Meanwhile the highest elected Democrat official in the Commonwealth of Virginia has an actual klan hood in his past and no one in the DNC or the mass media cares.  https://t.co/AWab4FVIxH
1211436507300421632 2019-12-29 18:59:05 -0400 <lewisbron> @realDonaldTrump jk
1211436506486837248 2019-12-29 18:59:05 -0400 <jna5232> @GOP @realDonaldTrump And Donald Trump got IMPEACHED. Merry Christmas to us!!
1211436504217608192 2019-12-29 18:59:04 -0400 <goneskiingsv> @realDonaldTrump More intent on whining than tweeting support for NY. You suck.
1211436503638917122 2019-12-29 18:59:04 -0400 <chrisanic> @realDonaldTrump Don't forget... Because you relax regulations, pork processors can now include bladders sex organs and toenails... Resign.
1211436501709598721 2019-12-29 18:59:04 -0400 <redsvt1> @RobAnderson2018 @realDonaldTrump Mulveny too.
1211436499780157441 2019-12-29 18:59:03 -0400 <Mika78107703> @realDonaldTrump Foh...You keep up the bs propaganda!  https://t.co/sf5XFBKO3g
1211436495384367104 2019-12-29 18:59:02 -0400 <Jwitch13> @KarenK69738156 @TrumpNewsPolls @realDonaldTrump Fake university. Hmmmm Trump got busted for fraud from his fake uni &amp; had to pay 25 million. 😉 &amp; Trump &amp; famiky got busted for defrauding their charities. New York banned them from running another charity &amp; Trump admitted to 19 counts of misconduct during legal battle. 😉
1211436494583410690 2019-12-29 18:59:02 -0400 <TeaPartyUSA1> @AndrewFeinberg @michaelcrowley @realDonaldTrump We have to rely on Russian press statements, Google Translate, whistleblowers and career public servants to know what Trump is doing #MaPoli  https://t.co/gRbNwUNwy0
1211436489617199104 2019-12-29 18:59:01 -0400 <swansonalan> @realDonaldTrump  @seanhannity
1211436489231552512 2019-12-29 18:59:01 -0400 <rsalt159> @BillKristol @PressSec @realDonaldTrump is co conspiring with Putin against the USA  And you can’t tell me otherwise!  Trump is a Traitor
1211436488207945728 2019-12-29 18:59:00 -0400 <Sashii_mii> @realDonaldTrump 🕵️  https://t.co/2OuVP1u7NA
1211436486274490368 2019-12-29 18:59:00 -0400 <Tabbatc> @GeorgeTakei Riiight... it is @realDonaldTrump fault that California is in absolute shambles. Being blind by hatred is the way of the Left. @SpeakerPelosi @KamalaHarris have done anything for the citizens of California. It is a hell hole.  https://t.co/xkN6GFG3NG
1211436485204791297 2019-12-29 18:59:00 -0400 <GlennMorrisUSA> @DianeRosenthal1 @bluntanddirect @realDonaldTrump  https://t.co/grZh9UhVrD
1211436478968016897 2019-12-29 18:58:58 -0400 <CryingCatMeow> @voladdicted @TDIpower @RudyGiuliani @realDonaldTrump Ok well you should be entitled to it, if it is not a current matter...   Anyhow I don't see the relevance with the current Trump situation.
1211436472114536448 2019-12-29 18:58:57 -0400 <zerorazor> @JamesGleick @realDonaldTrump explains his ‘Wifebeater’ thinking process.
1211436469233078273 2019-12-29 18:58:56 -0400 <shadowe_wolfe> @CarolinaGirlDJT @LadaMorrow @MarcusP26228548 @realDonaldTrump He's done more in 3 years to create a swamp than any 2 politicians have in 3 decades combined.
1211436467525951489 2019-12-29 18:58:55 -0400 <EternalQuest27> @GodwinUtomi @dlmilner1 @DaveSaginaw @mizzbren @ChidiNwatu @realDonaldTrump Lol ask them how many trump supporters committed any of those attacks in NY
1211436465223131137 2019-12-29 18:58:55 -0400 <joeslove3> @realDonaldTrump  https://t.co/qovb3LqQzo
1211436464380272641 2019-12-29 18:58:55 -0400 <ludeke_linda> @Beg1Girl @baalter @FLOTUS @realDonaldTrump @alley167 @deanomight1 @Jamierodr14 @ReneeCarrollAZ @sxdoc @deanbc1 @HLAurora63 @DeplorableJuJuV @jeepsuzih2 ♥️♥️👍
1211436464325705728 2019-12-29 18:58:55 -0400 <HotDealz2> @CaseFranko @MsPatsyy @PackersFavreFan @realDonaldTrump Yee yee
1211436462970851328 2019-12-29 18:58:54 -0400 <lewisbron> @realDonaldTrump you are not ugly
1211436462861885440 2019-12-29 18:58:54 -0400 <ponderthis> @realDonaldTrump Do something I tell you... Donald trumpet demands. 😂😂😂😂😂😂 what a laugh, as the baby in the WH puts his foot down...
1211436459934261255 2019-12-29 18:58:54 -0400 <shelly2628> @MichaelT_45 @elianatrue @realDonaldTrump #Trump2020Landslide
1211436459904905216 2019-12-29 18:58:54 -0400 <songmaker02> @_h_a_w_k_s @realDonaldTrump Unconstitutionally..
