865356323881443328 2017-05-18 19:59:59 -0400 <cdoyle222> @realDonaldTrump Release your tax returns con man
865356303455080448 2017-05-18 19:59:54 -0400 <CoDoJo1> Because @realDonaldTrump is #DownTheRabbitHole #upisdown #downisup 😵 #unhinged 🙃#TrumpRussiaCoverUp #trumprussia #impeach 🤡 #bananagovt  https://t.co/jGYKvpsw5J
865356302758707200 2017-05-18 19:59:54 -0400 <wendydcoe> #FireDinaHabibPowell 👈#Muslim Traitor #WeThePeople another #Witch bring back #PublicHanging let's see who are "The Leaker' .@realDonaldTrump  https://t.co/Apo61oFxZo
865356302624665602 2017-05-18 19:59:54 -0400 <Kauaigold> @realDonaldTrump DJT, don't be making allegations without specifics. We know what you're being investigated for and it's not pretty.
865356302171516928 2017-05-18 19:59:54 -0400 <rjakes65> @PwrCane1 @Scrawful @jldoggett1 @Utleyjacobite @SpecialKMB1969 @GeraldoRivera @realDonaldTrump @JamesComeyFBI @MikeFlynn Better to win the election and be humiliated, or to lose and walk away? Tough call.
865356301500637184 2017-05-18 19:59:54 -0400 <andrewbradyfox> SIGN THE PETITION: U.S. House of Representatives must impeach @realDonaldTrump. SIGN:  https://t.co/rHWsr9B4FX
865356301483868160 2017-05-18 19:59:54 -0400 <SeekerofTruth0> @PhillyMarvel @SlicksTweetz @NikLentz @realDonaldTrump If u still on the trump Russia foil hat bullshit you are nuts
865356300896485376 2017-05-18 19:59:54 -0400 <docstevenmartin> @FoxNews @realDonaldTrump Yes I agree but the hunt is absolutely necessary when you're dealing with foreign nation and a traitor
865356298056900608 2017-05-18 19:59:53 -0400 <Lisaanncombs2> @CherylMireles @AdamParkhomenko @realDonaldTrump Lol for what?
865356296253390849 2017-05-18 19:59:53 -0400 <tomcoates> @JeffMartinson3 @realDonaldTrump Right. And the guy who appointed the special counsel? Appointed by Trump a few weeks earlier? He's no doubt an obama puppet too?
865356295196594177 2017-05-18 19:59:52 -0400 <tablegrapes> @hardball @spettypi @realDonaldTrump This is exactly the way he behaved while campaigning.  No one should be surprised.
865356294718357504 2017-05-18 19:59:52 -0400 <hlew2> Too rich.  ...And who's [back] did u have --or want --@billoreilly?  ...Straight outta @realDonaldTrump school, all of yous. #EyesWideOpen  https://t.co/BwwVJ34mqb
865356290188615681 2017-05-18 19:59:51 -0400 <Sarhan_> @snailsnot @realDonaldTrump The cold war was not about media clashes, but - more importantly - it was about a nuclear arm race, which Russia can no longer afford.
865356287151919105 2017-05-18 19:59:51 -0400 <QUINCY_AUSTIN> @ChelseaClinton With @realDonaldTrump being President it could be over in a year!
865356284308180992 2017-05-18 19:59:50 -0400 <benjarman__> @realDonaldTrump You're not a politician, you're a game show host with a degree in noncing.
865356282081005570 2017-05-18 19:59:49 -0400 <SimplySarati> @NancyPelosi @MaxineWaters @SenWarren He that justifies the wicked (@BarackObama) &amp;condemns the just (@realDonaldTrump) both are abomination
865356277853114369 2017-05-18 19:59:48 -0400 <Initial_Climax> @realDonaldTrump "No politician in history, and I say this with great surety, has been treated worse or more unfairly." I leave you this...  https://t.co/YY08YguxRD
865356275814731777 2017-05-18 19:59:48 -0400 <ratroota_> @williamlegate @realDonaldTrump marry me
865356275005173760 2017-05-18 19:59:48 -0400 <Kevin75201> @realDonaldTrump What top secret info did you give him?  That you're going to be fired, that's common knowledge
865356274841653249 2017-05-18 19:59:48 -0400 <THESANDMAN081> @FoxNews @realDonaldTrump of course this is the single biggest witch hunt what are you doing with all these trolls on this site you have kat
865356273356861441 2017-05-18 19:59:47 -0400 <genedavis47> @funder @SocialIssueNews @realDonaldTrump Why do people think he cares about this country lol what has done that would give you that idea please give me one example
865356273335848960 2017-05-18 19:59:47 -0400 <avila577> vean esto es violacion a  los derechos humanos @Almagro_OEA2015 @realDonaldTrump  https://t.co/6qgMYGosif
865356272761274369 2017-05-18 19:59:47 -0400 <JennaLl32425958> @KellyO @realDonaldTrump Keep asking him and watch him flip out
865356272312475649 2017-05-18 19:59:47 -0400 <CharlesThomas_> @realDonaldTrump I liked both presidents... Obama then. Trump now.  Neither ofthem would do what conspiracy nuts are saying.  It doesn't make any sense.
865356268332036098 2017-05-18 19:59:46 -0400 <theofficialporp> @realDonaldTrump What illegal acts? Can you list them?
865356267128279040 2017-05-18 19:59:46 -0400 <_pascuzzo> @JillStan57 @LindseyGrahamSC @realDonaldTrump Trump Approved of this ANY PRESIDENT LEFT OR RIGHT WOULD OF EXPELLED ALL TURKEY AMBASSADOR S AND IT'S PRESIDENT OVER THIS. YOU SUPPORT
865356267098951680 2017-05-18 19:59:46 -0400 <ShawnSadat> @realDonaldTrump Why do I see you looking like an angry toddler when you tweeted this out?
865356266444431360 2017-05-18 19:59:46 -0400 <BugsAreScum> @JizzFlinger @JWSNMNJ @domackis @Cernovich @realDonaldTrump No, because nothing I said is wrong.
865356263810416640 2017-05-18 19:59:45 -0400 <shravaka> @LouDobbs @realDonaldTrump @POTUS Thank you @LouDobbs I wish we had @FoxBusiness on @Foxtel here in Australia. Alas, we only get @FoxNews ...
865356263508652033 2017-05-18 19:59:45 -0400 <Plain4Jane> @FullMetalFinch @DavidCornDC @realDonaldTrump You can judge the man just from his tweets- quite a body of work. This one is a doozie.
865356263407861760 2017-05-18 19:59:45 -0400 <Lisa_Gladden> @realDonaldTrump "As special prosecutor, he’ll have subpoena powers, the ability to convene grand juries, and file criminal charges." Yay!
865356262191489025 2017-05-18 19:59:45 -0400 <Xpertncolor> @realDonaldTrump World peace! This president wants world Peace praise the Lord!
865356261109489666 2017-05-18 19:59:44 -0400 <webelievebeliev> @kim @VicenteFoxQue @realDonaldTrump AMEN! #ImpeachTrumpPence
865356256168611841 2017-05-18 19:59:43 -0400 <aManNamedRay> @dumptrump33 @realDonaldTrump Orange skin, orange jumpsuit and white sketchers #FashionFauxPas  Donald's gonna need some safe space when he gets to prison #LockHimUp  https://t.co/jQ4QutOgyY
865356253186359297 2017-05-18 19:59:42 -0400 <JWillette1805> @Derigitable @BonnieG44987279 @michaeljohngood @Tooda @Scavino45 @POTUS @realDonaldTrump Summarize it for me like they do for Trump. 🤣🤣🤣
865356253077393410 2017-05-18 19:59:42 -0400 <MomCourager> @realDonaldTrump The press sure put him in the middle of awkward gotcha questions rather than: Will US expect Columbia 2 pay their NATO share type questions.
865356251823079426 2017-05-18 19:59:42 -0400 <MAGADonaIdTrump> @DaMichaelangelo @LouDobbs @realDonaldTrump @POTUS You're right, and I could shoot someone in the middle of 5th Avenue and still not lose any supporters. Your blind loyalty is appreciated
865356251596828672 2017-05-18 19:59:42 -0400 <ScoopKirby> @realDonaldTrump Always telling it like it is. As for MSM. A total joke. A shameless surrogate for crooked Hillary.
865356249667391489 2017-05-18 19:59:42 -0400 <KQ8M2> @realDonaldTrump  https://t.co/eF9vXJbhiY
865356249248002048 2017-05-18 19:59:42 -0400 <kevalyn1> @realDonaldTrump Trump playing the victim card? Pay those thousands of workers you stiffed over in your life as they are victims.
865356247893237760 2017-05-18 19:59:41 -0400 <WatchmanWalt> @realDonaldTrump URGENT...MR PRESIDENT, JOHN DeSTEFANO IS NOT TO BE TRUSTED, NOR IS SON-IN-LAW JARED KUSHNER...THEY ARE WORKING AGAINST YOU.
865356245695377408 2017-05-18 19:59:41 -0400 <irenegreen12345> @tomcoates @realDonaldTrump it is and I am over the Democrat jerks, I will vote Republican.
865356244789280769 2017-05-18 19:59:40 -0400 <ritamay123> @realDonaldTrump Irrelevant. #SoCalledPresident  #ITMFA
865356244390989824 2017-05-18 19:59:40 -0400 <AbiGailKitKat> @realDonaldTrump Nobody knew being a traitor was #BAD! Why didn't anyone tell you? Who knew our USA wouldn't let U enjoy your despotism forever? #UNFAIR #SAD
865356243724062726 2017-05-18 19:59:40 -0400 <claytontgibson> @FoxNewsInsider @TedNugent @POTUS @SpecialistsFNC @realDonaldTrump Mudslinging is an old political sport, and the Left maintains a vigorous media machine to pump out the slurry  Repubs must always wash clean
865356241912160257 2017-05-18 19:59:40 -0400 <PJamesKing> @realDonaldTrump So even ur enemies think there was no collusion? Donny! I'm ur #1 enemy and I know there was! #LyingTrump #TrumpRussia
865356241404604417 2017-05-18 19:59:40 -0400 <JCannyE> @mcspocky @realDonaldTrump Where were the police?  Throw the bums out.
865356241069101057 2017-05-18 19:59:40 -0400 <RaisedADem> @RepAdamSchiff @realDonaldTrump Impossible.
865356240158961664 2017-05-18 19:59:39 -0400 <emeraldwilz66> @realDonaldTrump Great job sir.
865356237193564163 2017-05-18 19:59:39 -0400 <Kit_hunt> @johncardillo @realdonaldtrump @POTUS @Ssenategop @HouseGOP  why did sessions recluse himself, while Mcabe is allowed to stay in position?
865356235092221952 2017-05-18 19:59:38 -0400 <Joe_Ehrmann> @SirGoldenrod @brett_carey35 @TRUTHLOVERTOO @aussieguy58 @donholt99 @SheriffClarke @HURRICANEPAUL @realDonaldTrump You cower behind your tablet..and finger. Typical.
865356233984942080 2017-05-18 19:59:38 -0400 <appraisol> @tomcoates @realDonaldTrump So you deny the dims have not made up 99% of this negative news to hurt Trump?  Silence is golden, so leftists be silent, we are fed up.
865356233141874688 2017-05-18 19:59:38 -0400 <JCLRRA> @realDonaldTrump Um.. "winners" aren't victims. You can't  call yourself a "winner". You've been losing for years.
865356228943151104 2017-05-18 19:59:37 -0400 <Quest2017> @RealJakeDurham @HillBenjamin @realDonaldTrump 2 words is about all Trumpsters can manage 😀
865356227466993664 2017-05-18 19:59:36 -0400 <hahathedonald> @mcspocky @DonaldFartDEFY Nothing. Absolutely nothing. They view @realDonaldTrump as nothing more than "The Signer" to approve their absurd agenda.
865356226355486720 2017-05-18 19:59:36 -0400 <cjrademann> @realDonaldTrump Your doing a wonderful job President Donald Trump. I've never seen so much hatred,  disrespect, and violence in my whole life.
865356223008436225 2017-05-18 19:59:35 -0400 <Silverybubble> @cdreid1 @sharonvt75 @subzerov690 @realDonaldTrump Because of pence's agenda and his ability to implement it.
865356214045167616 2017-05-18 19:59:33 -0400 <minchoherrera63> @BluRadioCo @JuanManSantos @realDonaldTrump Claro Santos debe darle parte a su patron Timochenko.
865356212363083776 2017-05-18 19:59:33 -0400 <CollinFisher> @realDonaldTrump   https://t.co/BsERUKSGOz
865356211700551680 2017-05-18 19:59:33 -0400 <AGirlHadNoPOTUS> @realDonaldTrump Hmmm...😒  https://t.co/f3LJf5p3iS
865356210970574848 2017-05-18 19:59:32 -0400 <GArcherTrail> @realDonaldTrump The didn't commit a crime..
865356210962300934 2017-05-18 19:59:32 -0400 <Wabusn> @Cernovich @trishha7 @realDonaldTrump I'll wait and see. This article just doesn't sound right. Besides POTUS can fire him as easily as he hired him.
865356204343783424 2017-05-18 19:59:31 -0400 <ColMorrisDavis> Trump's Moscow on the Potomac.  @realDonaldTrump  https://t.co/BfZ2skvGmF
865356200954744832 2017-05-18 19:59:30 -0400 <roedmoreno> @LouDobbs @realDonaldTrump @POTUS The Republican are behind this coup as well @POTUS. #MAGA #TrumpTrain #Dobbs #draintheswamp
865356198836453376 2017-05-18 19:59:30 -0400 <KernelAndo> @darrenrovell @ltlballerbrand This company clearly needs @realDonaldTrump as its spokeswoman
865356197645430785 2017-05-18 19:59:29 -0400 <777Farmer> @TripleEHoldings @TwitterMoments @JoeLieberman @realDonaldTrump Haha. Liberal?
865356197586542592 2017-05-18 19:59:29 -0400 <joejones45> @GPDriver67 @TexasLumpy @dcffk @Trayofbees @mainjan9 @ChanceCatucci @NickVFL @TattooEvryThing @JonathanEmile @JoelGCruz1 @realDonaldTrump @HouseofCards @Freeyourmindkid When did I claim that?
865356197578371072 2017-05-18 19:59:29 -0400 <larryrstreet> @SaundraONeal9 @bbbgrmn @WaywordKnight @JWeismonger @HktkPlanet @Deplorable_Ed @BillPeriman @mebury @GailJaz @hauxton @jimmygarner @TerguErling @BWSchank @MarkMcD91115684 @andilnx @Van_Vagabond @done_doing @Elishabenabuya @uniquedeehan1 @NoreenR1 @twittwootwiggy @MiceeMouse @unarosabianca13 @AHH_biz @pinnus @JaeCreitch @Dragonsnestling @PoliticalMikeGB @joyreaper @TVismeuc @CarolLynn6952 @workbench59 @Crystal4775 @mama_sees @WhyNotThinkMore @shootisttx @michaelkeyes @jorgenseptember @POTUS @GenFlynn @realDonaldTrump Yes seems Democrats forgotten this
865356197129539584 2017-05-18 19:59:29 -0400 <catman14607> @realDonaldTrump I believe collusion with a foreign power is treason. You need to go to jail Donny.
865356196936638464 2017-05-18 19:59:29 -0400 <TellinTheTruth9> @bdgrabinski @realDonaldTrump You people are the ones commiting treason by trying so hard to take down the president every move he makes.. that's treason if you ask me.
865356193048514561 2017-05-18 19:59:28 -0400 <Pinklry46> @jennimckim @rahulsood @SpeakerRyan @realDonaldTrump WHERE IS YOUR DIGNITY SIR!
865356192121462784 2017-05-18 19:59:28 -0400 <justinenlawson> @politico @realDonaldTrump Stop saying "believe me." Nothing you say is believable. It's all your fragile hollow ego BS'g.
865356189005172736 2017-05-18 19:59:27 -0400 <Molly135711> @MiConserv @markbland @realDonaldTrump Not even Trump has control over Trump. This is indeed apparent.
865356188149587968 2017-05-18 19:59:27 -0400 <ThatsJustBogus> @RepAdamSchiff @realDonaldTrump Never in the history of America have we had a president who whines like a biatch as much as Trump does. The clown needs 2 grow some cojones.
865356187071426560 2017-05-18 19:59:27 -0400 <FireGal1961> @AltUSPressSec @AltDptEducation @realDonaldTrump and we DONT believe PUTIN either  LOL @ their written transcripts ...  serious?
865356183170887681 2017-05-18 19:59:26 -0400 <ByronBillions> @mccraw_birkie5 @newprezisajoke @davidmweissman @seanhannity @IngrahamAngle @GovMikeHuckabee @GeraldoRivera @DavidLimbaugh @Dennis_Kucinich @LouDobbs @realDonaldTrump Prayers for Satan go unheard.
865356181149294592 2017-05-18 19:59:25 -0400 <Notes_n_Hopes> @realDonaldTrump @GOP @SenateMajLdr   Joe Lieberman as head of @FBI is not going to #MAGA . It takes someone like Ray Kelly or a top aid.
865356179337355265 2017-05-18 19:59:25 -0400 <wilgulla> @BluRadioCo @JuanManSantos @realDonaldTrump Llamo a pedirle cuentas al camarada farcsantos
865356179152568320 2017-05-18 19:59:25 -0400 <EspenFourOne4> @TFK819 #BREAKING #NEWS  #TravelBanForTrump  #TravelBanForTrump @realDonaldTrump Does NOT Represent The American People.  #TravelBanForTRUMP
865356177647046656 2017-05-18 19:59:24 -0400 <MarkCro74905165> @realDonaldTrump Hey, Trump what about your knowledge of Gen. Flynn getting lots of money from Turkey in return for policy favors.
865356171372183552 2017-05-18 19:59:23 -0400 <NWBradAss> @realDonaldTrump From #PrincessOfFakeNews &amp;lies
865356169044512771 2017-05-18 19:59:22 -0400 <What_Now_Bubba> @realDonaldTrump Where is Chuckie Poo when it comes to Bradley Manning, so worried about security &amp; leaking classified info Manning should be under the jail
865356166989324288 2017-05-18 19:59:22 -0400 <ChrisWeinkauf1> @williamlegate @realDonaldTrump 😭you still crying ???
865356163008876544 2017-05-18 19:59:21 -0400 <rhglazer> @FriendofAm @LouDobbs @ManMountain78 @realDonaldTrump @POTUS Please name one
865356161717030913 2017-05-18 19:59:21 -0400 <iam4evapatches> @realDonoIdTromp @tommy2694 @PieterHowes @cyberkrinn @realDonaldTrump They should. She's proven that she is qualified, you on the other hand have proven that you are unqualified
865356160714645505 2017-05-18 19:59:20 -0400 <M5needspower> @ECoastYellaHair @seanhannity @0516_864 @realDonaldTrump @SenJohnMcCain 😂
865356158994964480 2017-05-18 19:59:20 -0400 <Uileag> @Strickalator @DaveEverlasting @ChrisCuomo @realDonaldTrump @FoxNews @ShepNewsTeam Others allow it by willfully ignoring truth and fact, which is intellectual treason. 2/2
865356156352516096 2017-05-18 19:59:19 -0400 <David_Lugo_> @mitchellvii @cnnbrk @CNN @realDonaldTrump @maddow @MSNBC @MorningJoe   @morningmika @donlemon @wolfblitzer @chucktodd @andersoncooper they never will
865356156046262272 2017-05-18 19:59:19 -0400 <Serena_Spencer> @realDonaldTrump There's going to be an asterisknext to your name, IF we don't expunge you from the history books, you fraud.  #FakePOTUS
865356155668836352 2017-05-18 19:59:19 -0400 <IrishEyesinCO> @POTUS @realDonaldTrump UR one who has hurt r country! #Laughingstock #Hypocrite #LiarInChief #MorallyBankrupt  https://t.co/v8A2bQXmTQ
865356150056919040 2017-05-18 19:59:18 -0400 <willieluex8> @CherylMireles @lesleymahon @AdamParkhomenko @realDonaldTrump And what God would you be referring to??
865356147791994881 2017-05-18 19:59:17 -0400 <eclairnoir6> @RVAwonk @realDonaldTrump More lies, trump.
865356147187994624 2017-05-18 19:59:17 -0400 <frankhoosier> @LouDobbs @realDonaldTrump @POTUS Sounds like the Right is panicking.
865356146718244864 2017-05-18 19:59:17 -0400 <Kissanurse75> @floyd_patrick @AmericaFirstPol @realDonaldTrump 38 MILLION IN 4mths on Fucking Golfing ., and let's look at NYC bill to maintain princess Melania in her golden castle in the New York Sky?
865356145476685824 2017-05-18 19:59:17 -0400 <BigLarnarld> @SenWarren @realDonaldTrump @USTreasury Goofy Elizabeth grandstanding for the echo chamber...
865356141630439424 2017-05-18 19:59:16 -0400 <MontyBrinton> @realDonaldTrump Abraham Lincoln, James A. Garfield, William McKinley and John F. Kennedy would disagree......
865356138136653825 2017-05-18 19:59:15 -0400 <SPEAKUPJULIA> @debbyrne52 @realDonaldTrump Hillary coughed. Obama wore a tan suit and chewed gum.
865356137595404288 2017-05-18 19:59:15 -0400 <WUNDISCIPLE> @realDonaldTrump We Support  President  Trump NO MATTER WHAT HAPPENS.  To Whatever end.
865356124614270977 2017-05-18 19:59:12 -0400 <TheFranchiseTD> @DineshDSouza @Cernovich @realDonaldTrump And Rinse Reince while he's at it
865356124551135233 2017-05-18 19:59:12 -0400 <luciasuarezroch> @realDonaldTrump DEBES INVBESTIGAR LA SECTION 8 DE U.S.A HAY ROBO LOS NEGROS QUE TRABAJAN  EN ESE LUGAR ESPECIALMENTE LV,NV.89101 HOUSING.
865356122449879042 2017-05-18 19:59:11 -0400 <Lisaanncombs2> @realDonaldTrump He just cant muster up the excitement he gets when he is around those russians. Sighs.
865356122424791040 2017-05-18 19:59:11 -0400 <_oldmandownther> @Janecvan @SaysHummingbird @ItIzBiz Don't seem so surprised Jane....we all should know by now to EXPECT this type of bullshit from .@realDonaldTrump!
865356122034765828 2017-05-18 19:59:11 -0400 <emeraldwilz66> @realDonaldTrump It is a witch hunt.They  want a puppet nor a real leading man in America. Bring out all your anno on all these crooks Take them down now
865356116343099392 2017-05-18 19:59:10 -0400 <RElaineGarner1> @RepAdamSchiff @realDonaldTrump too late..  Next..
865356114837344257 2017-05-18 19:59:09 -0400 <godhelpusall16> @tackettdc @lrozen @nytmike  rosenstein is as comey says a compromised survivor just like the unethical @realDonaldTrump that he serves!
865356114011074561 2017-05-18 19:59:09 -0400 <JRBanTwittler> @realDonaldTrump Well...let's see...THEY DID NOT COLLUDE WITH RUSSIA!
865356110794027008 2017-05-18 19:59:09 -0400 <Oooooo_Donna> @kid_prairie @RealAFKim @BettyBowers @realDonaldTrump In the debates, his sniffing got severe when he was challenged and didn't know the answer.
865356110374596608 2017-05-18 19:59:08 -0400 <jdibarto> @f4_ace @GregMetzler @TheStoicSkeptic @jules_su @realDonaldTrump Look up the Dunning-Kruger effect. You're not as complex as you think you are.
865356109523165184 2017-05-18 19:59:08 -0400 <Disciplelady333> 4 Unanswered Questions Surrounding Murdered DNC Staffer Seth Rich  https://t.co/eEQdREszEq via @BreitbartNews @realDonaldTrump @IvankaTrump
865356105949511680 2017-05-18 19:59:07 -0400 <renska2> @Fahrenthold @RedCross @realDonaldTrump like Arthur Ash, who died of AIDS from a blood transfusion.
865356104917590016 2017-05-18 19:59:07 -0400 <suew2000> @realDonaldTrump Start thinking up a good lie for your resignation speech. Also Comey was liked and respected, 2 words u wouldn't understand
865356104078954496 2017-05-18 19:59:07 -0400 <GaliusMaximus> @BluRadioCo @JuanManSantos @realDonaldTrump Más bien parece practicando rasquinbol
865356103877525506 2017-05-18 19:59:07 -0400 <AndiAshLaw> And still @realDonaldTrump has nothing to say except Israel knows walls. #smh #wtf #45thisabust  https://t.co/BkTvtGxlYb
865356101725954049 2017-05-18 19:59:06 -0400 <iamcmax> @adamcbest @LisaGib19190117 @realDonaldTrump @WhiteHouse His voters are too stupid to know the difference. That's one of the few things he was correct about.  https://t.co/kjPkjoJ7l5
865356100253630464 2017-05-18 19:59:06 -0400 <joejones45> @GPDriver67 @TexasLumpy @dcffk @Trayofbees @mainjan9 @ChanceCatucci @NickVFL @TattooEvryThing @JonathanEmile @JoelGCruz1 @realDonaldTrump @HouseofCards @Freeyourmindkid Lol. And now you're just spouting random stuff? Nothing in that statement was true. I must have gotten under your skin. Sry :P
865356098080874498 2017-05-18 19:59:05 -0400 <DonXQuixote> .@realDonaldTrump - Reps worrying abt elections next year! UNFIT &amp; NON-CREDIBLE T a disaster for them. They need credible leader like Pence.
865356093572222976 2017-05-18 19:59:04 -0400 <SeekerofTruth0> @Blue1111 @Trump45Michael @Alvinteasley1 @nanabrooks70 @justicehall69 @iheartdogs13 @epadetractor @DTexasgal @AmandaLSmith06 @NCtrump42 @Melissa31920880 @TheReal_Crayon @greybull2015 @lynn_weiser @MaryAKoontz @Eeyeore99 @POTUS @realDonaldTrump If she was a liberal they would love her
865356093421002752 2017-05-18 19:59:04 -0400 <CassieMacDuff> @billkeller2014 please read this then tell me there's no threat to press freedom under @realDonaldTrump  https://t.co/dlSahG0Na1
865356088933306368 2017-05-18 19:59:03 -0400 <pensfan706> Trump admin is WITHIN STEPS of ‘BEING DESTROYED"! Either hit back or go down with the ship @realDonaldTrump!   https://t.co/Isk3Hvikzr
865356088249634818 2017-05-18 19:59:03 -0400 <GJAMOFFICIAL> @realDonaldTrump But it's all legal now I'm sure right.  Pfft
865356087666458624 2017-05-18 19:59:03 -0400 <WUNDISCIPLE> @realDonaldTrump @WhiteHouse We Support  President  Trump NO MATTER WHAT HAPPENS.  To Whatever end.
865356087507255296 2017-05-18 19:59:03 -0400 <BrianDechane> @realDonaldTrump Yes, I deliberately left off a letter in a word. You'll get it.
865356087347884032 2017-05-18 19:59:03 -0400 <BeachBumGamer> @VivianTheStrong @Beckcat3 @realDonaldTrump And don't forget the war on cocoa...that was a brilliant moment too
865356083287777280 2017-05-18 19:59:02 -0400 <Tacia> Ol' sniffy sniffy. Can't someone demand a drug test for that #Illegitimate @POTUS @realDonaldTrump? Pass a damned law.  https://t.co/o3e7W7dYDE
865356077109530625 2017-05-18 19:59:00 -0400 <veroniqueUS> @Ianmcpherson22 @shirtrade @ChangeTheLAUSD @liddabird @barbara_starr62 @amentilone @Ninamezencev @MarkOkanagan @Canadiansparty1 @NormandChaput @Johndm1952 @GlennMcmillan14 @wrow51 @HappyinazLyn @diane_kristal @bob_gemmill42 @1ontmom @handsruss @bluesmokinghand @RuthRogul @CanadianPM_JT @jacquie_1959 @MarcusProvenza1 @whatzmatteryou @couldovfooledme @PuffnPuffin @WANGNGEO @anastef62 @Smadello69 @ljbeebe @WendyOKoopaZNTF @geraldfruehwir1 @CUBASIKASTRONO @MikeAhernPoliti @kgrant2580 @skyrider2 @ChinaStory1 @winstonmeiii @D6plus @devilandmarysue @sankarchanda99 @glennwa1 @BouncingB @raulsemail7 @realmarekfe @nvelardi1 @conraddalton39 @CaptainNemo3000 @realDonaldTrump @HillaryClinton You have a lot to learn my child!  https://t.co/nBif8zejKy
865356076417470465 2017-05-18 19:59:00 -0400 <Fabianyara> @elheraldoco @JuanManSantos @realDonaldTrump Trump castrochavista!!!! #pensamientofuribista @AlvaroUribeVel
865356075868057600 2017-05-18 19:59:00 -0400 <M5needspower> @ECoastYellaHair @0516_864 @seanhannity @realDonaldTrump @SenJohnMcCain If Trump doesn't get a handle on things pretty soon he's going to have a massive mutiny on his hand. Republicans will all go down with him
865356072965464064 2017-05-18 19:58:59 -0400 <BJLagoon> @realDonaldTrump So who wrote this article of "President Trump revealed highly classified information to Russian foreign minister and ambassador" by
865356072713953280 2017-05-18 19:58:59 -0400 <Beba653> @Mr_Shy @adamcbest @Mike_P_Williams @Infuriating @realDonaldTrump Uh, that moslem nearly destroyed this country.
865356070314807296 2017-05-18 19:58:59 -0400 <JackDennisTN> @tempteststorm2 @SusanSt08942260 @raklas @realDonaldTrump Concur
865356070197366784 2017-05-18 19:58:59 -0400 <ptalbott4> We are all unsettled by @realDonaldTrump  https://t.co/0iTWpgtSm6
865356069182349313 2017-05-18 19:58:59 -0400 <PaulWDrake> @steveplace @ikerepublican @realDonaldTrump Remember the outrage when Erdogan's body guards did this while Obama was in office? Yeah, me neither.  https://t.co/NB5POm2LZ2
865356068964020225 2017-05-18 19:58:59 -0400 <rjakes65> @PwrCane1 @Scrawful @jldoggett1 @Utleyjacobite @SpecialKMB1969 @GeraldoRivera @realDonaldTrump @JamesComeyFBI @MikeFlynn Donald's obstruction came out after Yates was assistant AG. At some point, you'll have to acknowledge how utterly f*cked Donald is.
865356065579380742 2017-05-18 19:58:58 -0400 <macatrama> @realDonaldTrump  #please #help #venezuela we need to put socialism away!
865356063931027456 2017-05-18 19:58:57 -0400 <lbrot1> Dina Powell is a traitor! Get rid of her! @realDonaldTrump   https://t.co/6zkFhCj5SR
865356061104103429 2017-05-18 19:58:57 -0400 <AnnSzelag> @realDonaldTrump No it's not!    Past Presidents have been screwed a lot worse!  Some even died.
865356060458184704 2017-05-18 19:58:57 -0400 <moodigirl16> @d_seaman @realDonaldTrump BWHAHAHAHA!
