913191521750482944 2017-09-27 19:59:59 -0400 <NancyR1010> @stevenmnuchin1 @realDonaldTrump @POTUS Great Speech?
913191458231926784 2017-09-27 19:59:44 -0400 <lovo_blanco1> Where are @realDonaldTrump supporters that chanted Drain The Swamp. The biggest Republican Elephant (Trump) is wallowing in it.  https://t.co/lJvbqDD9EE
913191457065926656 2017-09-27 19:59:44 -0400 <ImNathanCollins> #IamPuertoRico @realDonaldTrump  https://t.co/xoQ4Lqnqn9
913191456910774272 2017-09-27 19:59:44 -0400 <Barbara50469014> @realDonaldTrump Sorry
913191456143237120 2017-09-27 19:59:44 -0400 <GeorgeAviles10> @sassygayrepub @realDonaldTrump Pay for what you have not done to help there more Honor with DeBLASIO AND COUMO AND THEY ARE MORE HUMAN BEINGS THEN YOU'LL EVER BE YOUTRASH.
913191453454516224 2017-09-27 19:59:43 -0400 <MarekZee> @brdeprima @realDonaldTrump He's increased his wealth 30x over the last 20 yrs, build dozens of successful businesses, succeeded in TV, became Pres. What have you done?
913191453320470528 2017-09-27 19:59:43 -0400 <kentesswel> @ohhhhhsuzie_q @realDonaldTrump Translation: Trump doesn't want to see a bunch of Americans, who just happen to be Puerto Ricans, come to the mainland. Make US White Again.
913191452850626562 2017-09-27 19:59:43 -0400 <arizonaliberty_> @realDonaldTrump Let's Rock and Roll Mr. PRESIDENT!
913191452531990529 2017-09-27 19:59:43 -0400 <ItsMySoundtrack> @realDonaldTrump The time is right for #impeachment
913191451730866176 2017-09-27 19:59:43 -0400 <jean1rector> @realDonaldTrump We get poorer why you all get richer!!!
913191450640359426 2017-09-27 19:59:42 -0400 <mombear4> @Aridude1 @realDonaldTrump Me too, elaborate Mr. Trump
913191450275401729 2017-09-27 19:59:42 -0400 <elmorechristop> I sure home this transgendered man is not sharing a bathroom with @realDonaldTrump's daughter. #uplikedonaldtrump  https://t.co/rhKbKCvXAs
913191449704976384 2017-09-27 19:59:42 -0400 <Melinn2> @realDonaldTrump Vets are tired of it, might be time to cut your losses  https://t.co/DGW3pxtHZL
913191449067319296 2017-09-27 19:59:42 -0400 <Linelfer7> @realDonaldTrump  Mr Pres, a trio of your cabinet wastes our tax moneys.  Fire them..or resign.  Please! @realDonaldTrump
913191448278966273 2017-09-27 19:59:42 -0400 <sandraparker923> @realDonaldTrump #HelpPuertoRico #HelpPuertoRico #HelpPuertoRico #HelpPuertoRico #HelpPuertoRico  https://t.co/9NfJkDGyED
913191446492016641 2017-09-27 19:59:41 -0400 <basaltine1> @realDonaldTrump @nytimes @wapo #GrowUp
913191446114643968 2017-09-27 19:59:41 -0400 <Castantine> @realDonaldTrump The average American will see between $300-500 in tax breaks over that same decade, while your corporate buddies take home those trillions.
913191445493948418 2017-09-27 19:59:41 -0400 <bdixieleigh> @Stephencoryhart @TravisOTCpicks @thebradfordfile @realDonaldTrump Even my fam make up laws which weren't ever actually even on the table &amp; has added so many things Trump fixed that can easily b discredited
913191445120602113 2017-09-27 19:59:41 -0400 <rvargas076> @realDonaldTrump  https://t.co/BKuHPoOPX6
913191444373954560 2017-09-27 19:59:41 -0400 <joshuagaeta> Why have we all not already reported the @realDonaldTrump 's account for misconduct? @Twitter #45 is a terrorist and a bully. #45MustGo
913191443748884480 2017-09-27 19:59:41 -0400 <miracleguppy> WTH...Sociopath-in-Chief doesn't know journalists have been there ftom day 1⁉️🤣⁉️ @realDonaldTrump SCREWED this giggly! @MikeCrapo @tedlieu  https://t.co/b8KKdkWuJJ
913191443476426752 2017-09-27 19:59:41 -0400 <cheryllet> @realDonaldTrump All federal agencies need purged.  When Feds came to Houston they killed people, witnessed by many. Continuity of Govt.
913191442209796097 2017-09-27 19:59:40 -0400 <brooklynmikenyc> @realDonaldTrump @POTUS More #tax cuts for the #rich to cut services for working #Americans. How'd it work for #Bush? Ridiculous. Make them #paytheirfairshare
913191442113286147 2017-09-27 19:59:40 -0400 <reallyrosie> @realDonaldTrump For once I wish u would say something meant sincerely that actually sounded sincere &amp; believable. I want to see your tax returns.
913191441521954816 2017-09-27 19:59:40 -0400 <novanovellas> .@realDonaldTrump Here's a history lesson, ex. of how 2 speak in coherent sentences...&amp; how 2 sound eloquent doing it! From a BLACK ATHLETE😎  https://t.co/cI8b92x2ql
913191441505095681 2017-09-27 19:59:40 -0400 <TMFKlug> @plzfactsonlythx @brdeprima @realDonaldTrump He was born rich,is in debt to his eyeballs,&amp; she was never a supermodel
913191441102397440 2017-09-27 19:59:40 -0400 <hollowman777> @realDonaldTrump Doesn't matter President. #NFL destroyed their product. America has already spoken and most of us will be finding something else to do.
913191440603320320 2017-09-27 19:59:40 -0400 <walker17car> @twigwings21 @ChadNZ123 @KaintGetRight @wideslapper @realDonaldTumpr @realDonaldTrump You're x 2
913191440376725504 2017-09-27 19:59:40 -0400 <phillip171> @realDonaldTrump I like how everyone calls Obama 'Sir'. Do you know what they call you? Fucking popular vote loser shortened to just LOSER!
913191439030472704 2017-09-27 19:59:39 -0400 <dhagedornjr> @realDonaldTrump @VP Trump I don't believe you mean us who work for a  https://t.co/gxpTeLvnZn have a narrow vision of who is America, and it's focused wealthy!
913191438015389701 2017-09-27 19:59:39 -0400 <Iceblue52Roth> @DonnaWR8 @realDonaldTrump Use AF1 to ferry supplies to Puerto Rico Donald. Hurry!
913191437847662593 2017-09-27 19:59:39 -0400 <nekosensei> @realDonaldTrump So...do you truly want to help this country, Donny? When are you going to pop a blood vessel?
913191436895453187 2017-09-27 19:59:39 -0400 <Katelynden888> @ManMountain78R3 @realDonaldTrump Jerry Brown pathetic POS governor of California
913191436211884032 2017-09-27 19:59:39 -0400 <JeriCubs16> @realDonaldTrump Why are you holding these rallys when people (AMERICAN CITIZENS) in Puerto Rico are dying?
913191434379042816 2017-09-27 19:59:38 -0400 <jwveverka> @realDonaldTrump Fugoff, moron
913191432210518016 2017-09-27 19:59:38 -0400 <me4bostonsports> @CNN .@realDonaldTrump LIAR LIAR LARGE PANTS ON FIRE!  https://t.co/rB05wUP6Lw
913191431627558912 2017-09-27 19:59:38 -0400 <pumagiovanni21> Cuidemos nuestro planeta si podemod salvar no dañar los arboles y no contaminar los mares y los rios @realDonaldTrump  https://t.co/5anC03iGHZ
913191431531040770 2017-09-27 19:59:38 -0400 <wl_smith> @realDonaldTrump Oust @realDonaldTrump #period
913191430759297029 2017-09-27 19:59:38 -0400 <irishteller> @realDonaldTrump Every president ever had accomplished more than you, except one thing, telling lies. You win hands down!
913191429073133569 2017-09-27 19:59:37 -0400 <airnewsalerts> US President @realDonaldTrump unveils Republican framework for tax reform.
913191429018701824 2017-09-27 19:59:37 -0400 <the626killa> @realDonaldTrump @KathrynFebbrar1 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
913191427252871168 2017-09-27 19:59:37 -0400 <LouBatt1> @stephenfhayes @realDonaldTrump @Kaepernick7 The intolerance Labash denotes is mostly exacerbated by Antifa, their sympathizers, the LW Dems, the biased msm, and lib ed institutions.
913191423763144704 2017-09-27 19:59:36 -0400 <DrunkTweeter106> @realDonaldTrump You're like @charliebrown with your deals. I got healthcare. I got taxes..i got a wall..I GOT A ROCK!  https://t.co/jcDYxxDuqJ
913191423549300736 2017-09-27 19:59:36 -0400 <kkalmes2> "We will follow two simple rules: Buy American and hire American." .@realDonaldTrump, not me, of course!
913191418713202688 2017-09-27 19:59:35 -0400 <adam_antony1> Dons quote, quote of the day @realDonaldTrump "We're going to build a wall, a suburb wall by the way and we are going to make #Bitcoin pay!"
913191418318876674 2017-09-27 19:59:35 -0400 <AlexShepiro> @realDonaldTrump The fact that YOU are more concerned about the Shipping industry than helping Puerto Rico, Is an IMPEACHABLE OFFENCE! SHAME
913191417316507648 2017-09-27 19:59:34 -0400 <angrycyclista> Maybe instead of 280 characters for select users @Twitter could look into reducing the racists @realDonaldTrump characters to 0?
913191415278194688 2017-09-27 19:59:34 -0400 <mylittlevictory> Every single person who dies in PR is blood on @realDonaldTrump ‘s hands. #helppuertoriconow  https://t.co/VIvSi2C90F
913191414376300545 2017-09-27 19:59:34 -0400 <Jay_AB81> @realDonaldTrump I get sick of people saying well he resisted, or he should have listened to the cop, or how the cop feared for his life, I call bs
913191412824514560 2017-09-27 19:59:33 -0400 <DcthebratDennis> @catlucente @Gov4Sale @MzVelmaBeasley @LiberalLecter @realDonaldTrump Obama. What joke he was
913191412098727936 2017-09-27 19:59:33 -0400 <elmcalgal> @IngrahamAngle @realDonaldTrump I question the intelligence of someone who would make a blanket statement like that!
913191411285028864 2017-09-27 19:59:33 -0400 <robert_sickles> @realDonaldTrump Lower taxes on your rich friends in now way helps anyone but them. It kills the rest of us.
913191411171905536 2017-09-27 19:59:33 -0400 <So1omonKane> @realDonaldTrump @POTUS thought it was real clever how you got all of your critics to kneel before you. Well played Mr President. #Trump
913191410244997120 2017-09-27 19:59:33 -0400 <PatriciaLWilso6> @FoxNews @realDonaldTrump   https://t.co/FkbJKOMv3M
913191406344265728 2017-09-27 19:59:32 -0400 <MenteVelde> @davidcar culturízate @realDonaldTrump la oposición venezolana es más mala que el diablo a esa gente no hay que creerle ni el padre nuestro.
913191403328438273 2017-09-27 19:59:31 -0400 <AZVickiJ> @realDonaldTrump How about you  RELEASE YOUR TAXES
913191403169214464 2017-09-27 19:59:31 -0400 <Laurelsson> @RepDanKildee @realDonaldTrump No, I don't think he should release his and I won't release mine. You do not need to know my business.
913191401323671552 2017-09-27 19:59:31 -0400 <ShelbyB16460739> @realDonaldTrump Republicans Have Your Back.. Bend Over  https://t.co/tpXOhDAQmt
913191401285922817 2017-09-27 19:59:30 -0400 <scorpion111066> @thebradfordfile @realDonaldTrump The only guy on FOX I won't watch
913191400564387842 2017-09-27 19:59:30 -0400 <storybell> @realDonaldTrump Who helped put them there? Oh right. You.
913191400409325568 2017-09-27 19:59:30 -0400 <pyburrow> @IngrahamAngle @realDonaldTrump Mo is one disgusting human.
913191399759253504 2017-09-27 19:59:30 -0400 <ghawtho1> @PROUDAM00187654 @SethAbramson @realDonaldTrump @Koch_Industries You are absolutely right on this, Seth! That is their goal.
913191399356616704 2017-09-27 19:59:30 -0400 <nealkane> @SteveNEIBA @realDonaldTrump I know of no one more qualified to recommend a specific volume
913191398287052800 2017-09-27 19:59:30 -0400 <ArtieReasonable> @savagel1101 @ColumbiaBugle @realDonaldTrump Go back to Russia,bot.
913191397049622528 2017-09-27 19:59:29 -0400 <IanHoder> @realDonaldTrump Would getting rid of the rule somehow make it easier to impeach you? #ImpeachTrump
913191395783069697 2017-09-27 19:59:29 -0400 <Trevorhaub> @Gabe735 @realDonaldTrump Yes. Theres not a whole lot of players that agree with trump lol, but some just want to protest and have respect to nation at the same time
913191394218577921 2017-09-27 19:59:29 -0400 <James_Sharp> @wickedarmstrong @realDonaldTrump Yeah, I really am getting sick of all of this "winning."
913191394004652032 2017-09-27 19:59:29 -0400 <wilkesky> After the @realDonaldTrump excuse of not helping with #PuertoRico #PuertoRico because shippers of shippers, it's all a cop out
913191392997933057 2017-09-27 19:59:29 -0400 <Gruzsellspairs> @Rosie @kerriegipe @jaredkushner @realDonaldTrump You ever grabbed a girl by the p****y osie? I'd bet you have.
913191392960061440 2017-09-27 19:59:29 -0400 <miss_saucytart> @VicenteFoxQue @realDonaldTrump Wish I could vote for all of these!
913191392633122826 2017-09-27 19:59:28 -0400 <theduke554> @NFBDMovement T Y 4 taking the time 2 research this controversial issue. This has been blown completely out of proportion due mostly by @realDonaldTrump.
913191392075239426 2017-09-27 19:59:28 -0400 <NovelHosad> @realDonaldTrump were we all asleep?  Accomplished WTF exactly??? HAHAHAHAHAHAHA  https://t.co/FlwJKisS1C
913191391697756160 2017-09-27 19:59:28 -0400 <devillek1967> @realDonaldTrump Your biggest accomplishment is dividing this country with your racist bigoted speeches and rants on Twitter.
913191390917664768 2017-09-27 19:59:28 -0400 <ronald_rodocker> @realDonaldTrump Get rid of Mitch and Paul.,problem solved.
913191390389133312 2017-09-27 19:59:28 -0400 <SCROTUMOTUS> @realDonaldTrump America was great until you F%$KED it up, you bloaded orange wind-bag. Btw 65 million votes are better than 62 million votes. How's Melania?
913191389986480128 2017-09-27 19:59:28 -0400 <bells110> @jjacobs1164 @prin391 @yoopermoose @Momma2 @jaketapper @mikeallen @POTUS @SenJohnMcCain @realDonaldTrump He's more dangerous than Hitler. Hitler was smart. This fool is going to blunder into s war.
913191389864882176 2017-09-27 19:59:28 -0400 <BunnyBear47> @realDonaldTrump @nytimes @wapo You are corrupt and will soon be impeached. @GOP = Government of Putin.
913191387826450432 2017-09-27 19:59:27 -0400 <gms10463> @realDonaldTrump You should be in PR &amp; not in Indiana
913191387163693056 2017-09-27 19:59:27 -0400 <Burlymush72> @marcorubio Why is @realDonaldTrump more concerned about shipping billionaires than our fellow Americans? #PuertoRico #SendTheComfort
913191385729261568 2017-09-27 19:59:27 -0400 <MaraJade_2017> @SusanGlamMom @EzraBridger2017 @gbmnyc @realDonaldTrump @TheSWPrincess @COPicard2017 @MrScottLads @SpockResists @MattAsherS @JynErso_2017 @KidCasteel @stormresist2017 @RedTRaccoon @negasonic2017 @1Jedi_Rey @DaenerysResists @ahsoka2017 @SnowBiAuthor @DeadpoolResists @NatCookResists @AgentScullyGR @GRPixie2017 @NFLPA @JhamelResists @shrantheman @Lily_v_Shtupp @PowerGirl_2017 @SenDuckworth @DonnaNoble10th @LadyStark2017 @ladyhawkerfinds @TaurielResists I'm exhausted from reading what you had to do Susan! Enormous respect to you, Obi-Wan and all of our brave service people.  https://t.co/Yd6nirzkg2
913191384814837760 2017-09-27 19:59:27 -0400 <Tymo0910> @UnfollowTrump @realDonaldTrump Your "tax cuts" for the rich can wait. Americans are dying in PR. Focus!!
913191383934033921 2017-09-27 19:59:26 -0400 <JRKRN> @realDonaldTrump Zip it, please, shut up!
913191382361284608 2017-09-27 19:59:26 -0400 <megenender> @realDonaldTrump Russia
913191381748846592 2017-09-27 19:59:26 -0400 <DebbieCobble> @realDonaldTumpr @realDonaldTrump   https://t.co/zNEgXCEqk3
913191381689966592 2017-09-27 19:59:26 -0400 <igluver> @funder @realDonaldTrump Dropped on his head.
913191380725280768 2017-09-27 19:59:26 -0400 <adman329_adam> @AliCologne @realDonaldTrump Obviously you haven't done your research
913191378519289856 2017-09-27 19:59:25 -0400 <jenniebear49> @Impeach_D_Trump @BreakingDTrump @realDonaldTrump This is whats importatant right now not the NFL  #shutupalready #priorities  https://t.co/EVjYFoJXQ7
913191377969778688 2017-09-27 19:59:25 -0400 <istaff4you> @LiberatedCit @sparkins_steve @NoSlackDelta @realDonaldTrump @USArmy Is Commie Bop the same guy BC it says he was an 11 Bravo now he's 11 Alpha
913191377307144192 2017-09-27 19:59:25 -0400 <cynben711> @VicenteFoxQue @realDonaldTrump Dude, can you come run the USA?  45 SUCKS.
913191376887713792 2017-09-27 19:59:25 -0400 <therealjwill37> @realDonaldTrump @sfawolves This is a disgrace! #FirstAmendment
913191376665407490 2017-09-27 19:59:25 -0400 <umackja> Because NO ONE in the #FakePrez @realDonaldTrump admin has the faintest CLUE how to do their jobs.  @jeffsessions @attorneygeneral  https://t.co/70iVBZR7MP
913191375277117441 2017-09-27 19:59:24 -0400 <NumOneSupporter> @realDonaldTrump WE SUPPORT YOU PRESIDENT TRUMP!  https://t.co/U6lJPYbtzS
913191375084146690 2017-09-27 19:59:24 -0400 <74IrishDaddy> @realDonaldTrump Did you know your son-in-law is registered to vote as a woman? Does that mean he would be banned from serving in the military? Weird.
913191374572412931 2017-09-27 19:59:24 -0400 <JenniferRouss14> @realDonaldTrump Show us your tax returns if we're really such a close family
913191374400270336 2017-09-27 19:59:24 -0400 <doodlebug0> @J_in_RVA @Alauda1 @kylegriffin1 @GOP @realDonaldTrump Now they'll really be cowards with thought of Roy Moore in their heads.
913191372487786501 2017-09-27 19:59:24 -0400 <MsMaryJE> @kelechief @KingAcer33 @realDonaldTrump tweets like he's senile.
913191371757977600 2017-09-27 19:59:23 -0400 <joly_dan> @ABC @realDonaldTrump Your favorite 2 "words" "We'll see" and "You're fired" #resist
913191371351183360 2017-09-27 19:59:23 -0400 <lorettabrowne61> @realDonaldTrump Wealthfare is what those tax cuts add up to so your went from wealthcare to wealthfare support the  needy wealthy enrich themselves on taxes
913191370894008320 2017-09-27 19:59:23 -0400 <NotHoneyWest> @Amy_Siskind @irishgilly @realDonaldTrump This should tell Americans everything they need to know about Trump. Business interests are more important than people. #NotMyPresident
913191369627156480 2017-09-27 19:59:23 -0400 <tammygoofy> @realDonaldTrump As long as it helps you right?
913191366796210177 2017-09-27 19:59:22 -0400 <GreenToneEnviro> @AnisaNYC @ConservationOrg @TiffanyAndCo Excellent! Now you might want to suggest/educate the same to @realDonaldTrump to implement.
913191366636834817 2017-09-27 19:59:22 -0400 <WTFisGoingOnDon> @realDonaldTrump Republicans: 1.Cut taxes 4 rich/corps 2.Budget cuts 4 poor 3.Increase War $ 4.Start wars 5.Increase debt 6.Take everything away 7.Blame dems
913191365844111360 2017-09-27 19:59:22 -0400 <jewelofjkt> @tedlieu @realDonaldTrump But this is the Goldman guy's math. They are good at lying
913191365659512832 2017-09-27 19:59:22 -0400 <VaniaRangel12> @MarcAnthony @realDonaldTrump en vez de que hagas el dichoso muro mejor ocupa todo eso para los damnificados #FuerzaPuertoRico #FuerzaMexico ❤
913191363562344448 2017-09-27 19:59:22 -0400 <joygarnett> @realDonaldTrump YOU FUCKING FAILURE PIECE OF GARBAGE
913191363465957377 2017-09-27 19:59:21 -0400 <tennis12007> @ChrisLutolf @RobTornoe @reddit @realDonaldTrump @PressSec Russia interference in election real, and continues today..
913191361184231424 2017-09-27 19:59:21 -0400 <petefittante> @FreeUSA1776 @FreshSpinachLuv @gbollmann01 @realDonaldTrump Once again the truck was mode the vehicle of destruction?
913191360672366592 2017-09-27 19:59:21 -0400 <Mezzie57> @realDonaldTumpr @realDonaldTrump Trickle down economics do not work the poor people will be the ones that suffer that have less and less but you don’t care
913191359187767296 2017-09-27 19:59:20 -0400 <welovetrump777> @realDonaldTrump We love Judge Roy Moore! So glad u r standing behind him!! Roy Moore has great integrity and God is honoring him. 10 comm!!
