986393869821595649 2018-04-17 19:59:59 -0400 <LorraineP65> @fakeDonaIdTromp @The_Trump_Train @realDonaldTrump 😂😂👍👍👍
986393869444141057 2018-04-17 19:59:59 -0400 <billcutler27> @ForeverLogical @IvankaTrump @realDonaldTrump @stevenmnuchin1 Yah, whatever happened to the Republican pathological hatred of debt? Trillions a year in debt would have given Eisenhower another heart attack in office and a true, respected Republican would have not completed his terms.
986393865346314242 2018-04-17 19:59:58 -0400 <jghino> @realDonaldTrump No thanks to you.  Anyone can order a military strike.
986393864931106822 2018-04-17 19:59:58 -0400 <SamiJo10106> Always happens in 3's 1. Harry Anderson 2. R. Lee Ermey  3. Barbara Bush RIP  .@realDonaldTrump @DanScavino @RealDeanCain @infowars @WarRoomShow @seanhannity @TuckerCarlson @StefanMolyneux @scrowder  https://t.co/TlZBSG80Z7
986393863974682625 2018-04-17 19:59:58 -0400 <How2BeHuman101> Surround yourself with the nicest people you can find. @realDonaldTrump @POTUS #BasicsOfBeingADecentPerson
986393863957835776 2018-04-17 19:59:58 -0400 <RealLoadedDog> @mjrowland68 @QuentinDempster @realDonaldTrump Oh the hole-in-one puns that come to mind
986393854910877696 2018-04-17 19:59:55 -0400 <SpartanJayJay> @RealCandaceO @realDonaldTrump If Donald Trump is the fucking savior, this world is doomed.
986393853207949312 2018-04-17 19:59:55 -0400 <angelah100> @realDonaldTrump But your online Trump Store doesn’t charge taxes.....hypocrite...
986393850422980609 2018-04-17 19:59:54 -0400 <Mel_Streeter> @realDonaldTrump This is about you losing rent money at retail locations in your buildings, and your Bezos inferiority complex. Also, the Trump online store only collects tax from 2 states. So this tweet is a blend of self interest, pettiness and dishonesty. Like your whole presidency.
986393848489414656 2018-04-17 19:59:54 -0400 <JoanneTyree> @CheryleE83 @ELS328 @wopster00 @cealygirl @rs_ran @HarleyMtnChief @bend_time @realDonaldTrump @StormyDaniels @BarackObama @HillaryClinton Pro- choice is not the same as pro- abortion
986393847755309056 2018-04-17 19:59:54 -0400 <LeBonGurl> @lauferlaw @realDonaldTrump Awww. Is poor liddle Donny afraid his delicate feelings are gonna get hurt? More fun without the traitor tot!
986393845393866752 2018-04-17 19:59:53 -0400 <ChrisParry> @JacobAWohl @realDonaldTrump  https://t.co/kqC82ZAV6a
986393844148260866 2018-04-17 19:59:53 -0400 <stingray649> @realDonaldTrump The cheater-in-chief calling everyone else cheaters.🤣🤣🤣🤣🤣🤣🤣🤣🤣
986393843955261440 2018-04-17 19:59:53 -0400 <ChrisWi39157718> @realDonaldTrump Especially the criminals in the White House. If only we could deport them
986393843129077760 2018-04-17 19:59:53 -0400 <CraigHammond18> @realDonaldTrump Since you brought it up...where are your taxes at? #ReleaseYourTaxes #LyingDonTheCon
986393842348851201 2018-04-17 19:59:52 -0400 <golfnuts2> @realDonaldTrump #FuckYou
986393841988132864 2018-04-17 19:59:52 -0400 <kurt_simon> @KarinDCagain @PolitiSass @vancitydwell @realDonaldTrump Walmart is rich because it sells cheap products made in China. It’s that simple. And those cheap products are subsidized by a $375 billion dollar trade deficit with China. This President is trying to level the playing field. Prev. admins really screwed it up
986393840780132352 2018-04-17 19:59:52 -0400 <sparkzcreate1> @realDonaldTrump What are you doing to keep us safe from school and workplace shooters, comrade? They aren’t immigrants.
986393840578785280 2018-04-17 19:59:52 -0400 <ParrottNancy> @realDonaldTrump   https://t.co/xGShQygcdY
986393839001731072 2018-04-17 19:59:52 -0400 <StephenBowden69> @realDonaldTrump @CarenBouchard   https://t.co/pBwihQ4iar
986393838628503552 2018-04-17 19:59:52 -0400 <Thchastain> GREAT IDEA:  Dershowitz said, “Sometimes you should un-recuse yourself, and I think Attorney General Sessions should un-recuse himself when it comes to the New York investigation @realDonaldTrump
986393838469238785 2018-04-17 19:59:52 -0400 <taryngracia1> @realDonaldTrump This dump was cited for mold and roaches. Roach motel- wooohooo! (there are better places to stay, guys)
986393836862619648 2018-04-17 19:59:51 -0400 <TrumpanzeeW> @realDonaldTrump It’s you we’re being cheating on @realDonaldTrump
986393835134771202 2018-04-17 19:59:51 -0400 <cliftonhomewoo1> @PatriotMrBill @WhiteHouse @realDonaldTrump I do, you just found one that suites your fancy.
986393829325590528 2018-04-17 19:59:49 -0400 <gina_knight> @DeeEmAych @realDonaldTrump FO
986393828478410752 2018-04-17 19:59:49 -0400 <d5cbd437173946c> @realDonaldTrump Trump is too busy golfing too send regards to the  BUSHES.  TOTAL ASSHOLE!
986393827245264896 2018-04-17 19:59:49 -0400 <lala020209> @realDonaldTrump We know who you are and we saw what you did!
986393827215896577 2018-04-17 19:59:49 -0400 <cdowis81> @WandaMRyan2 @ChairmanUtley @realDonaldTrump My grandfather did the same thing. If you popped a balloon or anything like that without warning him it would set him off
986393827127721984 2018-04-17 19:59:49 -0400 <ShaikhRasheedU2> @realDonaldTrump America is celebrating Trump is in office
986393827043954691 2018-04-17 19:59:49 -0400 <LyneNob> @realDonaldTrump Yes!!
986393826259619840 2018-04-17 19:59:49 -0400 <45needstogo1> @IvankaTrump @realDonaldTrump @stevenmnuchin1 She had to work so hard to get to this point:  https://t.co/K8R339F4eh
986393824791478273 2018-04-17 19:59:48 -0400 <Sandra_gw> @pollsofpolitics @Shastina_Eloff @realDonaldTrump Thats BS and u know it! Ur rigging these so called polls!
986393824661524480 2018-04-17 19:59:48 -0400 <njm4250> @realDonaldTrump Thanks for throwing in the shot of that hideous chandelier
986393823415857152 2018-04-17 19:59:48 -0400 <johnboy409> @realDonaldTrump Talking about what a big deal it’s NOT...
986393823411654657 2018-04-17 19:59:48 -0400 <TejasPsycho> @TheReal_IceMule @realDonaldTrump 💯
986393823050952704 2018-04-17 19:59:48 -0400 <katy77539> @ThyMafia @realDonaldTrump Not in your life.
986393821847076864 2018-04-17 19:59:48 -0400 <megcole50> @realDonaldTrump LOL, and it was your monkey that passed the deciding vote in favor of being humane LOL
986393818839777280 2018-04-17 19:59:47 -0400 <WeAreADemocracy> @realDonaldTrump COMEYCHIWA!!!
986393818542067719 2018-04-17 19:59:47 -0400 <Victori52110223> @SnarkyC @draintheswamp57 @AlaskaChick3 @DTrumpPoll @realDonaldTrump @POTUS Ooohhhh. lol
986393816377651202 2018-04-17 19:59:46 -0400 <_ClintDonald> @mjrowland68 @zdaniel @realDonaldTrump Would love to be a fly on the golf club this day
986393815438147584 2018-04-17 19:59:46 -0400 <thesize12> @seanhannity You are a pleasure to watch with your Real information and truth. Keep going strong, the liberals are out numbered......@realDonaldTrump is leading this country in the right direction. Make America Great again
986393814301642752 2018-04-17 19:59:46 -0400 <dgs313> @realDonaldTrump  https://t.co/AGN7s6fa9a
986393813064306689 2018-04-17 19:59:46 -0400 <KimPossible571> @FoxBusiness @realDonaldTrump @IvankaTrump @stevenmnuchin1 It’s funny your retweeting this when you’ve failed to meet the tax filing deadline.
986393812850397184 2018-04-17 19:59:45 -0400 <BertJ4411> @Skyior @DjLots3 @POTUS @realDonaldTrump @OANN @rushlimbaugh @mitchellvii @marklevinshow @LarsLarsonShow @therealroseanne @RealJamesWoods So you want us to be a military dictatorship?
986393809490759680 2018-04-17 19:59:45 -0400 <Maria4America> @MystiekLockery @alanfair12 @jamieemarie12 @neetersimpson @JTM_YVA @realDonaldTrump @POTUS You’re welcome! 😊 #MAGA
986393807720558592 2018-04-17 19:59:44 -0400 <jr_important> @realDonaldTrump Are your taxes going up next year?  If you’re not wealthy or a corporation, you have a 30% chance of paying more taxes next year, higher if you live in a blue state. And your kids will definitely pay much more — the GOP borrowed from them to lower the corporate rate even further.
986393807175520257 2018-04-17 19:59:44 -0400 <Irfanistan> @realDonaldTrump dude. shut the fuck up. stop tweeting and do something positive with your life.
986393806525386756 2018-04-17 19:59:44 -0400 <00Luie00> @angry_gram @AbbeyRivers @RealCandaceO @realDonaldTrump Something is way off with that child, seriously.
986393804725891072 2018-04-17 19:59:44 -0400 <ksandiego52> @DavidNakamura In Other Words - just another FAKENEWS rumor being spread by @whpresscorps @WHCA - no news as usual - LOL! @realDonaldTrump @WhiteHouse
986393802251427841 2018-04-17 19:59:43 -0400 <cgamboe> @ambiguousprofet @realDonaldTrump That’s very true
986393800024113152 2018-04-17 19:59:42 -0400 <JeromeJackson11> @realDonaldTrump Another lie by Orange Face
986393797327142913 2018-04-17 19:59:42 -0400 <MetalMelch13> @realDonaldTrump Yes Indeed Mr. President Thank You.. and No Governor Brown is a Piece of S**T.!!! That Needs To Be Replaced.!! He Cares for Illegal Immigrants, Than Americans
986393795276296192 2018-04-17 19:59:41 -0400 <DreadPirateMing> @CaboRobbie1313 @JTM_YVA @realDonaldTrump Wow, one of the most truly ignorant statements I've read all day. Thankfully most Americans don't share your socialist views.
986393794739236865 2018-04-17 19:59:41 -0400 <DoriSahagian> @realDonaldTrump   https://t.co/FG6cpHveFZ
986393790159126529 2018-04-17 19:59:40 -0400 <JoAnnefromDLH> @David_Leavitt @realDonaldTrump Please save this haiku and retweet at appropriate times. To me, this was the moment Trump showed he has zero compassion for anyone, and will do anything to humiliate and hurt others.
986393789131522049 2018-04-17 19:59:40 -0400 <zero_peppermint> @RampsMAGARants @busylizzie48 @POTUS @realDonaldTrump Ifb
986393786426195970 2018-04-17 19:59:39 -0400 <WillThompson86> @realDonaldTrump How about your shitty Trump products? Trump steaks, Trump wine?
986393784970694656 2018-04-17 19:59:39 -0400 <MHK5314> @IngrahamAngle @realDonaldTrump @MSNBC @CNN @FoxNews Did you get your degree from trump university?
986393784878534656 2018-04-17 19:59:39 -0400 <johntonzola> @LouDobbs @RepDeSantis @realDonaldTrump No Lou, he just needs to GO
986393784329089024 2018-04-17 19:59:39 -0400 <getupradiomedia> Retweeted Donald J. Trump (@realDonaldTrump):  States and Cities throughout our Country are being cheated and treated so badly by online retailers. Very unfair to traditional tax paying stores!
986393782970191872 2018-04-17 19:59:38 -0400 <RenanLevine> @MajorCBS @benshapiro @PressSec @realDonaldTrump @AbeShinzo So, Papadapoulos? Or Bolton's appointment manager?
986393780679999493 2018-04-17 19:59:38 -0400 <maryannshaver21> @ChairmanUtley @RyanAFournier @realDonaldTrump Yes
