1125913199172358144 2019-05-07 19:59:59 -0400 <Glen_Lang> @kimara2627 @realDonaldTrump @TigerWoods It’s because he’s black isn’t it?
1125913142460989441 2019-05-07 19:59:46 -0400 <bnuckols> @jamesrhenson @realDonaldTrump @nytimes That's President Trump.
1125913140284272641 2019-05-07 19:59:45 -0400 <PRetenauer> @WhiteHouse @realDonaldTrump @FLOTUS  https://t.co/VjsOZXemOW
1125913140078817280 2019-05-07 19:59:45 -0400 <HeARTofGod99> @AboveTheBurgh @PrimeCreator2 @tee10202 @kerrijacobi @glammalg11 @dtrastikeville @Helicallight21 @murphy991776 @staggerlee422 @FlaRhps @kbhnelson @denise39deer @crazyjane125 @PCreator714 @FBI @USMC @USNavy @CIA @Schmosephine @DeeiaTopp @FCC @samd222 @Qfanawakened @Rob__Seale @iTzRealBetrayaL @realDonaldTrump @NSAGov @GeishaJin @RarnToGoHome @USArmy @usairforce @DeptofDefense @MarkFarn72 @GenFlynn @JamesGunn @RealJamesWoods @John_Qanon @tomhanks @Eminem @FortBenning @SecretService @seanhannity @TuckerCarlson @TRADOC @FLOTUS @KidRock SYNC
1125913139336269824 2019-05-07 19:59:45 -0400 <BryanPHughes> @realDonaldTrump They’ll have to listen to you complain more. Must be killing them. It’s killing me. 😉
1125913138380136448 2019-05-07 19:59:45 -0400 <wjcroy1> @SethAbramson @ChipzNgiggles @realDonaldTrump If you haven't been proven wrong on so many levels concerning Trump you might be taken *serious* with your wild conspiracy shit
1125913138170408960 2019-05-07 19:59:45 -0400 <LaVitrinaDeLiz> #TrumpQueremosAyudaMilitar Esto es urgente cada día que pasa mueren más personas @Guaido  @Almagro_OEA2015  @realDonaldTrump  SOS.
1125913132822450176 2019-05-07 19:59:43 -0400 <vvlambert> @gregpmiller It’s been established that @realDonaldTrump is a sitting president who has committed a felon, and should rightly be impeached. He’s also compromised via Russia, foreign lenders, @GOP! People have A LOT on HIM!! He is the Constitutional Crisis!! @HouseJudiciary #Impeach ✊🏻🇺🇸⚖️
1125913131899936768 2019-05-07 19:59:43 -0400 <NewKevinBacon> @TESLA_N_TRUMP @waltshaub @realDonaldTrump Orange is the new Cornsilk Blond.
1125913131547492353 2019-05-07 19:59:43 -0400 <smaart_bugger> @realDonaldTrump @DonaldJTrumpJr you have to act. To much power and overreach.
1125913131434135553 2019-05-07 19:59:43 -0400 <Finajack> @DrDenaGrayson @realDonaldTrump There's "always* copies.
1125913128225656832 2019-05-07 19:59:42 -0400 <jjjlaughter> @WhiteHouse @realDonaldTrump @FLOTUS You have got to be joking 😂😂😂😂😂😂😂😂😂😂
1125913128166776832 2019-05-07 19:59:42 -0400 <DesertBkkpr> @looongleggs @toshea66 @djrothkopf @Fahrenthold @realDonaldTrump Just as I said. We minions are on the hook instantaneously, but these guys do "errors and omissions" constantly and nothing seems to happen to them. I sincerely hope their day is coming SOON!
1125913127600525312 2019-05-07 19:59:42 -0400 <Gord_Shumway> @CarmineZozzora @Lrihendry @Acosta @Comey @realDonaldTrump @PressSec @DonaldJTrumpJr @kimguilfoyle @EricTrump @LouDobbs @michellemalkin @SebGorka @ChatByCC @KimStrassel @LindaSuhler @SaraCarterDC @GovMikeHuckabee @steph93065 @phil200269 @AppSame @charliekirk11 @RealCandaceO @ChristieC733 @TomFitton @JaySekulow @PoliticalShort @SarahPalinUSA I wonder if every admin from Platte River Networks *and* the co-lo site where the server was hosted had security clearance.  I already know the answer.
1125913127231602688 2019-05-07 19:59:42 -0400 <StephenMillin> @sweet_cheri_pie @realDonaldTrump I work about 20 minutes from that school. Two hours before the shooting, in our office meeting we were discussing active shooter training. This one definitely sent chills down my spine. More so than all of the others, which also sent chills down my spine.
1125913126627446785 2019-05-07 19:59:42 -0400 <TonyAraiza> @SpeakerPelosi We're full Nance, fire marshal says it's a fire hazard..... @RealJamesWoods @realDonaldTrump  @johnandkenshow
1125913122877857797 2019-05-07 19:59:41 -0400 <CptnNEM0> @MJK645 @realDonaldTrump Have you been to Highlands Ranch?
1125913122236186631 2019-05-07 19:59:41 -0400 <jmricci33esq> @MiaFarrow @nytimes @MiaFarrow how many children in the USA go hungry while @realDonaldTrump pays no taxes and flies around in helicopters and 727 jets with solid gold fixtures?  How many children around the world die from starvation, while this pig commits fraud. How disgusting. @Acosta @CNN
1125913120612990981 2019-05-07 19:59:41 -0400 <CJ_isnowblue> @makingthechan @dnorris60 @MomJovi @GovMikeHuckabee @marthamaccallum @FoxNews @POTUS @JoeBiden @realDonaldTrump 🤣🤣🤣🤣
1125913119975444485 2019-05-07 19:59:40 -0400 <rachel20569604> @SenRickScott @POTUS @VP @realDonaldTrump Thanks USA for your support God bless you.
1125913119967064070 2019-05-07 19:59:40 -0400 <saratouchette>  https://t.co/7Wk9lcHoXa @realDonaldTrump You’re number 1!!!!! #atlosing
1125913119836872704 2019-05-07 19:59:40 -0400 <Coalminetweety> @ElieNYC @DavidCayJ @realDonaldTrump #reckonthem. Locking people up in draconian fashion is a Trumper  thing, which I know it’s all ironic goes around comes around to throw it back at them but reckon them means “ let’s prosecute this in accordance with the principles of what we are trying to make a fairer system “.
1125913119413481472 2019-05-07 19:59:40 -0400 <GaryEHennig> @realDonaldTrump Trump, your telling lies on Twitter? You do know that we do know what’s going on? You are holding up the funds for Puerto Rico not the Democrats. Democrats are crying for the relief to get to those people. You’re dragging your feet because you think they shouldn’t get it.
1125913117953789953 2019-05-07 19:59:40 -0400 <Scorpio1Black> @RawStory @realDonaldTrump Thats just his excuse to NOT pay taxes. Please pay attention
1125913117475557376 2019-05-07 19:59:40 -0400 <wheeliemum> @realDonaldTrump @TigerWoods From one who can't keep it in his pants to another.  https://t.co/rIcWiJzIS5
1125913116620066818 2019-05-07 19:59:40 -0400 <clizzledizzle> @realDonaldTrump  https://t.co/tqyc7Ytvoy
1125913114392711168 2019-05-07 19:59:39 -0400 <notgyet13> My favorite thing about this article?  It provides concrete evidence for what we've known forever about @realdonaldtrump:  That he's the country's biggest #loser, by a mile.  #TrumpTaxes   https://t.co/DJgLSjncLD
1125913114371854337 2019-05-07 19:59:39 -0400 <_As_You_Were_> @realDonaldTrump @OANN He's wrong on that one, the only thing preventing re-election is #LiarDonald #TheUnExhonerated #SerialMolester #SerialAdulterer #ObstructorandChief
1125913111226134529 2019-05-07 19:59:38 -0400 <YesMrknowitall> @bittnerse @Cernovich @realDonaldTrump If Trump leaves,their stock will plummet.
1125913111091920897 2019-05-07 19:59:38 -0400 <IndyBuffaloJim> @realDonaldTrump Please Mr. President harsh is to late you must deal with this emergency now and protect American citizens
1125913110643118087 2019-05-07 19:59:38 -0400 <alikelybot> @realDonaldTrump  https://t.co/Sb2xsp0sSr
1125913108889968640 2019-05-07 19:59:38 -0400 <Parker_Rush> #TrumpTaxReturns I.R.S. #IRS   Mega loser @realDonaldTrump
1125913108692836352 2019-05-07 19:59:38 -0400 <jonest624> @realDonaldTrump  https://t.co/H6atnL9Yy0
1125913104565432320 2019-05-07 19:59:37 -0400 <lilcupie> @ThisScaryWorld @EdKrassen @krassenstein @realDonaldTrump @donnabrazile @DNC Oh my!
1125913100023214081 2019-05-07 19:59:36 -0400 <suessmann1970> @realDonaldTrump Yess
1125913098068606978 2019-05-07 19:59:35 -0400 <PattysYorkie> @jvharris65 @realDonaldTrump Criminal who became president
1125913092913815553 2019-05-07 19:59:34 -0400 <migimedhap> Question how many of us normal folks Middle Class did not pay taxes for ten years? Everything that comes out of our White House is a lie...when will it all end? @SpeakerPelosi @realDonaldTrump @ImpeachTrump
1125913088027287552 2019-05-07 19:59:33 -0400 <Sicula76> @realDonaldTrump @TigerWoods The true comeback kid.
1125913087108898816 2019-05-07 19:59:33 -0400 <TERY_LKS> @jentaub @realDonaldTrump Was?  He still is the Biggest Loser in America!
1125913081740054528 2019-05-07 19:59:31 -0400 <caligali1017> @ELafland @in_pubs @realDonaldTrump Yep
1125913081576607745 2019-05-07 19:59:31 -0400 <LM2020Texas> @GoldenAngelEyes @AndrewGillum @realDonaldTrump @biggestlosernbc #BillionDollarLoser
1125913080687419392 2019-05-07 19:59:31 -0400 <Cozy1614> @RobinLacasse1 @Kimmerztweets @realDonaldTrump
1125913080389439488 2019-05-07 19:59:31 -0400 <ianditravel> @realDonaldTrump Bla blah blah... give me what I want or harsh measures will be taken.  Blah blah blah.   You need to resign. You can’t get anything done. You, your family and friends are all facing investigations.
1125913080158928896 2019-05-07 19:59:31 -0400 <rufree16> Still think this man is a great President?  HE'S DEFRAUDING THE AMERICAN PEOPLE.    Fox news is FAKE NEWS! @FoxNews @realDonaldTrump @seanhannity
1125913079538233346 2019-05-07 19:59:31 -0400 <rage_vs_right> NO ONE SHOULD BE ABOVE THE LAW, SO WHY SHOULD @realDonaldTrump BE EXEMPT?  #LockMnuchinUp  https://t.co/tLH6Z1Yh1o
1125913078468464640 2019-05-07 19:59:31 -0400 <lateration> In other words, @realDonaldTrump has been shitty at every job he’s ever had.
1125913072399519744 2019-05-07 19:59:29 -0400 <lndwlkr> @SonyaSone7 @realDonaldTrump Ooh good meme, lady!
1125913071279538178 2019-05-07 19:59:29 -0400 <NYCInwoodNative> @Dax_x98 @realDonaldTrump I want him to be kicked out of town and locked up
1125913070377807873 2019-05-07 19:59:29 -0400 <Raff19970> @TeaPainUSA @realDonaldTrump Most of us have known this all along   He’s a grifter 🤡💩
1125913064887529472 2019-05-07 19:59:27 -0400 <LaureenPatience> @DavidBrodyCBN @JerryFalwellJr @realDonaldTrump @TigerWoods  https://t.co/0YEJqurFbY
1125913061611667456 2019-05-07 19:59:26 -0400 <LaKathie> @realDonaldTrump  https://t.co/b8dREVqnz0
1125913061330759682 2019-05-07 19:59:26 -0400 <GregWilliams12> @realDonaldTrump no wonder Trump is defying the laws of America and not producing documents. He's a Madoff duplicate!
1125913055253209095 2019-05-07 19:59:25 -0400 <ibfitn2bounce> This person speaks facts when it comes to white collared assholes like @realDonaldTrump
1125913053176979456 2019-05-07 19:59:24 -0400 <BookemDanO321> @MarkYoungTruth @therefor_choose @realDonaldTrump Sounds like extortion, Conspiracy,and miss use of office, RICO comes to mind for Dems in Congress.
1125913051465756672 2019-05-07 19:59:24 -0400 <TheMask92597093> @HeidiAlpine @realDonaldTrump He got back up and fought.
1125913050039582720 2019-05-07 19:59:24 -0400 <4Reiland> @realDonaldTrump Stej
1125913047116255232 2019-05-07 19:59:23 -0400 <Jodi5ft15> @WhiteHouse @realDonaldTrump @FLOTUS Her initiative would have worked better, if she had started at home.
1125913045241409542 2019-05-07 19:59:23 -0400 <DonySpanky> @DrDenaGrayson @realDonaldTrump I, DONALD found another photo of MAGA Jerry! #HusbandAndWifePhotos  https://t.co/XPgyD5pzae
1125913026799001600 2019-05-07 19:59:18 -0400 <Mgurko25> @Jennyblackshee1 @ProudResister @realDonaldTrump Yup
1125913026463502337 2019-05-07 19:59:18 -0400 <JPhlps> Actually @realDonaldTrump has been has been right on the economy while you have been totally WRONG.  Learn from him @paulkrugman
1125913023627943937 2019-05-07 19:59:17 -0400 <uniquedeehan1> @senatemajldr This speech is truly supportive &amp;  informative.  Where have you been the past two years  in support of @realDonaldTrump ?
1125913022860541954 2019-05-07 19:59:17 -0400 <k3wld3wd> @DNC idiots are trying to force the AG to commit a felony, when they can easily change the law themselves...  America knows where this is heading, SCOTUS is going to make the DNC cry like a bunch of babies.  https://t.co/kTbfrIUx57 @realDonaldTrump @foxnewsalert @seanhannity
1125913022424322049 2019-05-07 19:59:17 -0400 <pjmac651> @realDonaldTrump @POTUS Most are not paid by China anyone who buys product pays for it.
1125913019018612736 2019-05-07 19:59:16 -0400 <WildCardBeeches> @edhenry @HeyTammyBruce @marthamaccallum Baltimore Sun doesn't really think @realDonaldTrump is racist. Everything the left does is political.If you hook up a lie detector to that guy who wrote that piece about @TigerWoods,you will find he doesn't believe what he wrote. #TheStory
1125913018364092417 2019-05-07 19:59:16 -0400 <TimJackson> @realDonaldTrump #MAGA #fuckingdipshit
1125913016057384962 2019-05-07 19:59:16 -0400 <CommaMisplaced> You’d think @realDonaldTrump would want his taxes released since he thinks he’s the best at everything and this he really is the best at!  #TheBiggestLoser #TrumpTaxReturns  #BeBest
1125913015503732737 2019-05-07 19:59:16 -0400 <mcquade_todd> @realDonaldTrump  https://t.co/kYpxOO6ei3
1125913014371323904 2019-05-07 19:59:15 -0400 <MFideas> @realDonaldTrump  https://t.co/SARh6yGhrr
1125913009753395200 2019-05-07 19:59:14 -0400 <Weewee70070724> @MrVanillaman9 @EdKrassen @krassenstein @realDonaldTrump What work exactly?
1125913009740582912 2019-05-07 19:59:14 -0400 <RWTrollPatrol> @davidcicilline @realDonaldTrump Welcome to our new authoritarian regime congressmen.
1125913007245099010 2019-05-07 19:59:14 -0400 <portia_davison> @PaigeLyall @realDonaldTrump Thank you for the clarification. You are greatly appreciated!
1125913006867501056 2019-05-07 19:59:13 -0400 <oldwitchme> .@realdonaldtrump invest in the American worker. Invest in America. #HireAmerican
1125913006464876544 2019-05-07 19:59:13 -0400 <vvlambert> @hardball @MSNBC It’s been established that @realDonaldTrump is a sitting president who has committed a felon, and should rightly be impeached. He’s also compromised via Russia, foreign lenders, @GOP! People have A LOT on HIM!! He is the Constitutional Crisis!! @HouseJudiciary #Impeach ✊🏻🇺🇸⚖️
1125913002782359553 2019-05-07 19:59:12 -0400 <TheMask92597093> @HeidiAlpine @realDonaldTrump this in 2016 reports (see YouTube) to try and kill him off. The story is his recovery, from building to branding, heavily scrutinized by the institutions he owed millions to, the IRS and NJ gambling comm. Look the guy is flawed no doubt but he didn't crumble under the pressure
1125913001029246981 2019-05-07 19:59:12 -0400 <shailja_s> So basically @realDonaldTrump is asking untrained officers to decide the lives of asylum seekers. How’s that for an asylum policy? U.S. asylum screeners to take more confrontational approach as Trump aims to turn more migrants away at the border  https://t.co/LTAsL7FUos
1125912997279555584 2019-05-07 19:59:11 -0400 <MidnightsMoon> @realDonaldTrump You are the bigliest liar in chief ever!
1125912996616724480 2019-05-07 19:59:11 -0400 <micmac99> @mrhick01 @TalibKweli @MONTYOG @ILoveMyWife07 @CjsGoMarket @ILoveMyWife0007 @princss6 @lloydmi04029487 @IAMFridayJones @wuzgud3 @NoblyRogue @TwitWiter123 @blackflag_2012 @Black_Action @DebbieM9 @kemba722 @SandyDarity @honeydelasoul @NevetsNonnac @Behembaba @IndyMama8 @wil_mic @BreakingBrown @tonetalks @realDonaldTrump I hope we are not being "divided and conquered" or otherwise played by enemies who do not care about #ADOS or ANY people of the Diaspora. ALL GLOBAL Black people regardless of lineage need to engage in deep and respectful FAMILY dialogue on this issue.
1125912990828642304 2019-05-07 19:59:10 -0400 <DerekMilman> @linmp1031 @ProudResister @nytimes @realDonaldTrump @HillaryClinton yes
1125912989691994112 2019-05-07 19:59:09 -0400 <bellfam8> @whatsnext great podcast on abusive relationships, made me feel like I’m in one with @realDonaldTrump and his mob.
1125912989033553921 2019-05-07 19:59:09 -0400 <heiressarts> @realDonaldTrump But CH/RU doing war excercises now. What's the difference? Good thing UK guy didn't hit button on red joystick!
1125912987435454464 2019-05-07 19:59:09 -0400 <EJTardis> @texasjasper @MrVanillaman9 @TinaB_VisArtist @EdKrassen @krassenstein @realDonaldTrump Um because it’s not the biggest thing going on. Lack of drinkable water in flint, 30 year backlog on rape kits... those are a lot bigger than immigrants. Stop being so racist.
1125912982423314432 2019-05-07 19:59:08 -0400 <knuckleheadhome> @stantampa @JerryFalwellJr @realDonaldTrump Hahahahaha, no surprise
1125912977230659584 2019-05-07 19:59:06 -0400 <OldrBudwiser> @The_UnSilent_ @POTUS, @realDonaldTrump does NOT support our troops because he has NOT paid his fair share of taxes! He won’t put HIS MONEY where is BIG MOUTH is!
1125912977205596160 2019-05-07 19:59:06 -0400 <Ballou93428729> @realDonaldTrump How many abortions have you caused? How many have you paid for?
1125912976840589312 2019-05-07 19:59:06 -0400 <GamesMasterFlex> @EHosmann @BullyEsq @realDonaldTrump Well I am, have been speaking about it in depth with my accountant..
1125912976299524097 2019-05-07 19:59:06 -0400 <Ballyhoo> @realDonaldTrump #TRUTH
1125912975712378883 2019-05-07 19:59:06 -0400 <c22_ks> @realdonaldtrump
1125912974550556673 2019-05-07 19:59:06 -0400 <itsmemuggsy> @AndrewGillum @realDonaldTrump @biggestlosernbc Really?  What exactly have you done other than steal from taxpayers?
1125912974198177792 2019-05-07 19:59:06 -0400 <XThinkerXX> @realDonaldTrump They’ve gone insane.
1125912971824246784 2019-05-07 19:59:05 -0400 <hossp63> @The_Trump_Train @realDonaldTrump @TigerWoods Trump is a true CHEATER!
1125912971673251840 2019-05-07 19:59:05 -0400 <Bluesky2R> @realDonaldTrump @TigerWoods  https://t.co/OAtVO5MwUx
1125912970477875200 2019-05-07 19:59:05 -0400 <Jaxwise2> Twitter is out of control, national guidelines desperately needed to control the media Giants!!  @realDonaldTrump.  @POTUS
1125912967793512455 2019-05-07 19:59:04 -0400 <CarlaGreathouse> @realDonaldTrump We need harsh measures now. Do it, President Trump!!
1125912967592255488 2019-05-07 19:59:04 -0400 <HelpThe99ers> Apparently, @realDonaldTrump really is trying to run the government like a business:  https://t.co/EyxBv7hb5r
1125912964672790528 2019-05-07 19:59:03 -0400 <JOHNJonkim78> @AnnCoulter @realDonaldTrump ARE THOSE THE PROCESSED IMMIGRANTS OR THE  ONES OUR  STUPID CONGRESS WONT CHANGE THE LAWS TO KEEP OUT SO THEY SWIM/WADE IN?
1125912962944970752 2019-05-07 19:59:03 -0400 <terrapinchip> @mikebarnicle @realDonaldTrump It's about to get weird Mike. Be ready for the distraction. @SecPompeo traveling? Hmm.
1125912961334284289 2019-05-07 19:59:03 -0400 <ajm510> HOORAY for the worst businessman and most crooked tax cheat alive...  @realDonaldTrump #CrookedTrump #TaxCheatTrump #CorruptTrump
1125912961162272768 2019-05-07 19:59:03 -0400 <jvharris65> If moving has ever involved removing the wheels from your double wide, you might be a @realDonaldTrump supporter.
1125912960759750657 2019-05-07 19:59:02 -0400 <SvavarKnutur> @mercedes_nenita @PattyArquette @realDonaldTrump Is your president stoking hatred against innocent christians on his social media page?
1125912959547580416 2019-05-07 19:59:02 -0400 <AlisainOz> @sianoresist @realDonaldTrump #BillionDollarLoser #BillionDollarLoser #BillionDollarLoser #BillionDollarLoser #BillionDollarLoser #BillionDollarLoser #BillionDollarLoser #BillionDollarLoser #BillionDollarLoser #BillionDollarLoser #BillionDollarLoser #BillionDollarLoser #BillionDollarLoser #BillionDollarLoser
1125912954866548737 2019-05-07 19:59:01 -0400 <lilcupie> @stuart_nostrand @EdKrassen @krassenstein @realDonaldTrump Go ahead and list 3,and name the sources... other than Fox News
1125912954589843457 2019-05-07 19:59:01 -0400 <NickNick711> @KristySwansonXO @GarySinise @GarySiniseFound @realDonaldTrump Way overdue
1125912948310978562 2019-05-07 19:58:59 -0400 <kjvss> @justookyoshit @realDonaldTrump snitch
1125912948042395648 2019-05-07 19:58:59 -0400 <EricCobaltXrp> @Kalkikrivadna @XRPforza @realDonaldTrump @xrptipbot XRP buddy XRP...
1125912947048484866 2019-05-07 19:58:59 -0400 <Cozy1614> @MAGAKAEG @Kimmerztweets @realDonaldTrump
1125912945844740096 2019-05-07 19:58:59 -0400 <NathanKeeneDOM> I bet the #Russians trust @realDonaldTrump more than #Americans do.  Maybe he can go be #president there next.  #Anonymous #AmericanIndian #Anarchist #Atheist #Programmer #Honeypot #ManInTheMiddle #FightClub #LoneWolf
1125912943986479104 2019-05-07 19:58:58 -0400 <tadams_InMind> @SenCoryGardner @Reuters Excuse me - but when @realDonaldTrump terms the press "the enemy of the people" - why do you remain silent? I am glad the reporters are free - did you see @TIME cover on what reporters have to endure-  it starts with our president! Speak up - we can't hear you! @indivisiblefrr
