1125913199172358144 2019-05-07 19:59:59 -0400 <Glen_Lang> @kimara2627 @realDonaldTrump @TigerWoods It’s because he’s black isn’t it?
1125913197687525378 2019-05-07 19:59:59 -0400 <HowWeird_> I had more money and paid more taxes than @realDonaldTrump in the early 90s. I was a broke ass college kid working part-time for minimum wage scraping enough to pay tuition, etc.
1125913196966006786 2019-05-07 19:59:59 -0400 <MidnightsMoon> @realDonaldTrump  https://t.co/WCDTnycDVy
1125913195460403203 2019-05-07 19:59:58 -0400 <KathrynHuse> @SenWarren @senatemajldr @realDonaldTrump Thank you, Senator Warren! From one of your constituents.
1125913193404985345 2019-05-07 19:59:58 -0400 <SlayerAZ> @realDonaldTrump  https://t.co/HXF6Cbk99J
1125913193010814976 2019-05-07 19:59:58 -0400 <1SassyLadyDi> @realDonaldTrump @GOP Time to #ClosetheBorder! #ImmigrationMoratorium #NationalEmergency No more separation just #NoAsylum We Are Full! #NoMoreIllegals #StopTheInvasion  #ImmigrationMatters #CloseTheBorderNow  No more Freeloading Strangers in our neighborhoods! #StoptheInsanity
1125913192914345984 2019-05-07 19:59:58 -0400 <Skippy_Bush_Roo> @AndreaR20347296 @SethAbramson @realDonaldTrump He never had any clothes, but the screen of lies and deception that he hid behind is slowly dissipating.  Remember - Australian police recommended against a Trump casino bid in 1986 due to mafia connections. Plus the bid materially overstated revenue and was deemed not viable.
1125913189689044993 2019-05-07 19:59:57 -0400 <unclemepi> @realDonaldTrump   Another stellar tax story by the NYT. Can't wait to see how much debt you developed from 1995 to present.  You witless orange phony.
1125913189051510789 2019-05-07 19:59:57 -0400 <Smasd123> @realDonaldTrump Your taxes show you lost over a billion, more than any other American in history. You're no businessman, you're a con.
1125913187705028608 2019-05-07 19:59:57 -0400 <Hallbm03Hall> @FrucianoE @TomiLahren @realDonaldTrump He doesnt even love his own wife enough to not cheat on her.. After multiple times.. while pregnant..  You think he can love something more than himself?
1125913187512143875 2019-05-07 19:59:57 -0400 <jambie61> @RepSwalwell The @GOP Congress and  @realDonaldTrump    @VP.  Don’t care about children dying in school shootings.  They care about their blood money from the NRA.  #BlueWave2020.  For President and Senate.
1125913187231174656 2019-05-07 19:59:56 -0400 <bern1111> @realDonaldTrump @TigerWoods If his father could have seen this.
1125913183221317633 2019-05-07 19:59:55 -0400 <mosier_deb> @keepemhonest2 @cc_barrett @marklutchman @LindseyGrahamSC @AOC @realDonaldTrump My gosh, you don’t ever change your mind? When I get to know someone that I thought I wouldn’t like, I might change my mind and like them after all. Give it a break!
1125913181505904640 2019-05-07 19:59:55 -0400 <fisherofmen_1> @realDonaldTrump  YOU ARE A DISGRACE
1125913180918562816 2019-05-07 19:59:55 -0400 <craz3ytalk> @Soul_cleanser @metatron_jurney @realDonaldTrump well don't expect to survive the consequences. #endtimes #endofdays  https://t.co/CjbEFZ7uKY
1125913180860047360 2019-05-07 19:59:55 -0400 <Donna53217165> @JerryFalwellJr @realDonaldTrump @BarackObama Just read about your "picture" problem...thoughts and prayers.
1125913180524437509 2019-05-07 19:59:55 -0400 <markfbi1> @SenSchumer @realDonaldTrump Set up a news cast with its own true false meeter running in the corner just have your staff run it.
1125913172622364675 2019-05-07 19:59:53 -0400 <AdamCarbo> @Arizonafergy @realDonaldTrump How is any of this fun? This isnt some reality show that has no real world consequences that can and will affect you.
1125913172534341633 2019-05-07 19:59:53 -0400 <dutchiegirlie> @WhiteHouse @realDonaldTrump @FLOTUS No one's distracted by your blathering anymore. You're a disgrace. The only way you can #BeBest at this point is by resigning #TrumpResign  https://t.co/U5N6VAp8Zf
1125913169753456640 2019-05-07 19:59:52 -0400 <KimMarieForbes> @JerryFalwellJr @realDonaldTrump @BarackObama Pharisee!!
1125913167735840768 2019-05-07 19:59:52 -0400 <Rose52413>  https://t.co/ZQWdMiOxG1 @JerryFalwellJr @LibertyU @RNC THIS IS SUCH A HYPOCRITE. IS THIS WHY YOU ARE OK THAT TRUMP RAPED A 13 YEAR OLD. CHEATED ON ALL HIS WIVES. HAS ADMITTED TO SEXUAL ASSAULT. @realDonaldTrump IS A TAX CHEAT AND IS A PATHOLOGICAL LYING FRAUD. @SpeakerPelosi
1125913166767063040 2019-05-07 19:59:52 -0400 <Cobrahistorian> Wow, @realDonaldTrump you really are a loser.    “In fact, year after year, Mr. Trump appears to have lost more money than nearly any other individual American taxpayer”.    https://t.co/bfaiyPBwq2
1125913166209212416 2019-05-07 19:59:51 -0400 <sirrockstone> @rissalipstick @trickyd90556041 @Stevemedlock6 @GrouciDjamila @michelarandy @PepeNature @Dikte17 @tZkI2c6UwmQJA6w @mikedef665 @MaryJoe38642126 @realDonaldTrump @CNBC @BBC @CNBCi @LaStampa @ChinaEUMission @CGTNOfficial @PDChina @vsena007 @SBSNews @DogsofYulin @VoiceofVietnam @foxnewspolitics @geiger_harald @ChinaDaily @BBCWorld @Princesse106 @globaltimesnews @CDT @MaryBittel @Cat_Kapow @Nenagh9 @AC360 @cnnbrk @gingermae333 @jijmpel @YarosisNancy If all the world stopped going too these barbaric countries &amp; buying their goods it would make a difference , as they need money
1125913165391388674 2019-05-07 19:59:51 -0400 <ConnieWinona> @realDonaldTrump Puerto Rico was not given enough. Forget the stupid wall, don’t send anymore paper towels and give them enough to fix the country.  It is part of the United States.  I think your numbers are way off.  Plus the country was wiped out.  I’d be ashamed if I were a President.
1125913164690993153 2019-05-07 19:59:51 -0400 <PerrettaSteve> @krassenstein @realDonaldTrump Dishonest Democrats don’t want any deal on immigration they love it the way it is. Dishonest and corrupt
1125913164653031424 2019-05-07 19:59:51 -0400 <rainrainbow66> @WhiteHouse @realDonaldTrump @FLOTUS  https://t.co/gnEZYCLKoV
1125913163852128256 2019-05-07 19:59:51 -0400 <kay_vandenberg> Congratulations!  You are finally the best at something: losing money @realDonaldTrump  https://t.co/tkDL2zBZqf
1125913163491422208 2019-05-07 19:59:51 -0400 <TheRealMszee> @TeaPainUSA @realDonaldTrump Tax evader for a fact
1125913162295988225 2019-05-07 19:59:51 -0400 <JeffSherbekow> @realDonaldTrump ..Any comment on this, jackass?  https://t.co/OWKvbVYZIh
1125913157510270977 2019-05-07 19:59:49 -0400 <ThomasSBateman> @SethAbramson @realDonaldTrump Who ya gonna believe, DJT or the numbers?
1125913156365242369 2019-05-07 19:59:49 -0400 <AnaDru1> @GOP @realDonaldTrump The gop deregulation is killing people
1125913155144646656 2019-05-07 19:59:49 -0400 <LaKathie> @realDonaldTrump  https://t.co/ZOWczmpZ7J
1125913154347606016 2019-05-07 19:59:49 -0400 <baovo> @realDonaldTrump notice how the top 4 comments are not available, because they were probably fake misinformation accounts that have been removed
1125913154083610624 2019-05-07 19:59:49 -0400 <GriffinNotGriff> @realDonaldTrump Informative, thanks for keeping us posted. You’re truly a wordsmith impossible to underestimate.
1125913153144008708 2019-05-07 19:59:48 -0400 <WaterburyKevin> @BigMuscleBabe @realDonaldTrump @TigerWoods I like tiger better now than I ever did when he was the stud of the pga. He lost everything and had a hard fight back. I respect him how more than ever. And his charity is great for many kids in this country.
1125913149620854787 2019-05-07 19:59:47 -0400 <Perpetual_Now> @realDonaldTrump @TigerWoods  https://t.co/OCinfWX17a
1125913149411139586 2019-05-07 19:59:47 -0400 <Spirit_o_69_Oi> @susan_lemon @AndrewGillum @realDonaldTrump @biggestlosernbc Ever heard of Jim Jones?  People thought he was a savior too.  They all drank the koolaid, literally, and died.  That argument doesn’t work.  Next?
1125913149109153802 2019-05-07 19:59:47 -0400 <GamesMasterFlex> @EHosmann @BullyEsq @realDonaldTrump Explain why tax refunds are down and tax bills are up across the board then?
1125913146634506240 2019-05-07 19:59:47 -0400 <MariaDeJesusCG1> El grupo de contacto de la señora .@FedericaMog lo único que hace es darle tiempo y oxígeno al genocida, narcotraficante de .@NicolasMaduro y sus esbirros.  #TrumpQueremosAyudaMilitar para sacar a Maduro del poder... @SecPompeo  .@SenRickScott  .@realDonaldTrump  .@VP
