1103807538783551488 2019-03-07 18:59:59 -0400 <astigmafocus> @realDonaldTrump @FoxNews Um, @FoxNews = #FakeNews , so....
1103807504671223810 2019-03-07 18:59:51 -0400 <Stush08> @hbodiford @JoseyCampbell3 @notmypotus0143 @FLYINGSCOPE @realDonaldTrump And that's why he's in office. Because of that sort of fallible logic. It's not something to just experiment with. It's our way of life. Get it together and don't let Trump get a second term
1103807500317609986 2019-03-07 18:59:50 -0400 <trabash3RR> @AYOAMANDA @Trump_Regrets @realDonaldTrump Ahhhhhh! I apologize. So hard to tell in tweet version!
1103807497708683264 2019-03-07 18:59:49 -0400 <LaraLovesCrows> @419Brownhornet @kelly2277 @realDonaldTrump lol...I was going to say we should cut him some slack on that one...I don't know about an F, though!
1103807496022560774 2019-03-07 18:59:49 -0400 <JasonDima1> @realDonaldTrump @FoxNews Well I guess we’re not going to have any debates in 2020 then
1103807494386782209 2019-03-07 18:59:49 -0400 <bathoryduck> @Wulfkat @GOP @realDonaldTrump Yeah...
1103807493061390336 2019-03-07 18:59:48 -0400 <HullCityRob> 47 months #Manafort! Drain the swamp? You're fucking filling it @realDonaldTrump
1103807491903639552 2019-03-07 18:59:48 -0400 <cussery12> @TomSteyer Good because if Trump pardons Cohen I will b unbelievably pissed off &amp; ready for a verbal rampage. Cohen needs to b in prison for the REST of HIS WORTHLESS LIFE! @realDonaldTrump @FoxNews
1103807491077484550 2019-03-07 18:59:48 -0400 <ArbenLala2> @realDonaldTrump @FoxNews Fake Fox is not a cable news? They are propaganda for Trump and Putin. The owners of fox and the thugs at fox has hijack most uninformed people on this nation, they are using them for profits and votes.
1103807489210953728 2019-03-07 18:59:47 -0400 <ellenspencer03> @Jim_Jordan @RepCummings What, Gym, are YOU doing to hold your man-crush @realDonaldTrump accountable for the over 8,000 lies he’s told publically since stealing the election???  #hypocritical
1103807489018073088 2019-03-07 18:59:47 -0400 <shashatheitch22> @62WalterP @ChloePolitiCat @keanothedog @AliAdair22 @Freebearphil @ommatid @Jessie092859463 @Ldogls @pattty_k @DocHollywoodM @BlueTsuni @ginsengity @Sir_Bradford @co_rapunzel4 @unbrokeMs1 @yolalindayola @OutlierShME @EveScottGarner @TomandSteffani @ldog562 @putinsgay @L3Always @gheetar @kaysintBB @Vanatestas @BeaudoinCharlie @GRITSMAFIA @oracle746 @KeepLadyWarm @PaulSaucier9 @leosmimmie @marthatoddharv @croixtien @Denisec67527755 @Catastrophany @dougarrell @anniesongs3 @TXFartingsworth @keriRN @Toniconfid @sleep4_aweek @HMiglino @impinkestgirl @Uhuruhsiempre @KathyWa00666462 @given2fly75 @ONELONEDOLPHIN @realDonaldTrump @FoxNews @POTUS Dude, we're not in the , "Twilight Zone" are we ? 😨 Should you even answer ...??? 🤐🤐🤐😂🤣😂🤣💕💕💕  https://t.co/wdb9rWljX3
1103807486681858048 2019-03-07 18:59:47 -0400 <KornYigal> @realDonaldTrump DUDE  https://t.co/T1PLCR9HGR
1103807486593622019 2019-03-07 18:59:47 -0400 <DurdyGP> @RepJuanVargas @GavinNewsom @realDonaldTrump Yes i do believe Gavin is posting FAKE NEWS if he wanted to truth he would of posted a video an got a tour from @CBP an not of filmed so far away way Thank You Governor you just proved that @POTUS is right about the boarder
1103807483682975745 2019-03-07 18:59:46 -0400 <deborahkherman> .@DavidCornDC I am betting we find out that the #JudgeEllis was pressed by @realDonaldTrump this is bad stuff
1103807479954268160 2019-03-07 18:59:45 -0400 <CountyClare7> @joshscampbell @realDonaldTrump @kpolantz Ridiculous
1103807479580975104 2019-03-07 18:59:45 -0400 <bigbabygravycab> @trngchief11 @TalbertSwan @realDonaldTrump So not true....   https://t.co/eEeI9ikaue
1103807475906764800 2019-03-07 18:59:44 -0400 <gojiberrygranol> @realDonaldTrump Your Secy of DHS doesn't even know what a cage is....she will be forced to resign and should be indicted, along with you and Steven Miller, for Human Rights violations.
1103807475893985280 2019-03-07 18:59:44 -0400 <cynfullone> @realDonaldTrump How does it feel to be so disliked as a human being?
1103807473314492416 2019-03-07 18:59:44 -0400 <RobKeith1> @GetFittPT @realDonaldTrump For more lies.
1103807472333144065 2019-03-07 18:59:43 -0400 <LalaRod21> @POTUS @realDonaldTrump  https://t.co/eRTNnPszU4
1103807470785327104 2019-03-07 18:59:43 -0400 <Jimbo02915955> @eugenegu @realDonaldTrump So why didn't they do something about             Barack Hussein Obama,      giving away BILLI0N of D0LLARS               to the IRANIAN DEAL ?           (IRAN don't like Americans)  Is it because Donald Trump is Orange ?
1103807467706675201 2019-03-07 18:59:42 -0400 <BlueGre05638414> @realDonaldTrump See you say that... But you also lie, like constantly. So we're gonna go with what the reports say in the end. Mmmkay? #ImpeachTrump #Trumpforprison2020 &lt;- let's make it big
1103807461872582656 2019-03-07 18:59:41 -0400 <gramsdimmig> @realDonaldTrump Funny how some of those have been American citizens doing their jobs. How stupid is that.
1103807457430773761 2019-03-07 18:59:40 -0400 <linda_bolander> @realDonaldTrump @MSNBC Trump
1103807457028128773 2019-03-07 18:59:40 -0400 <Carolkry> @realDonaldTrump Bullshit
1103807455501287426 2019-03-07 18:59:39 -0400 <DiamondGirlReal> @Bison73J @realDonaldTrump Awesome
1103807454528368640 2019-03-07 18:59:39 -0400 <StephanieKerke1> @LindaSuhler @realDonaldTrump @MSNBC Yeah cuz Trump nnnneeeevvvveeerrrr lies.  Jesus.
1103807454465478658 2019-03-07 18:59:39 -0400 <grassogregory> @mbachelet @Almagro_OEA2015 @marcorubio @realDonaldTrump @jguaido así piensan masacrar a quien piense distinto a ellos
1103807454058549248 2019-03-07 18:59:39 -0400 <roslyn336> @realDonaldTrump @MSNBC Even if Cohen did lie , this is all of your stink
1103807453504905217 2019-03-07 18:59:39 -0400 <sandyqcar63> @realDonaldTrump @MSNBC 47 months is a lot for a old man
1103807453031030784 2019-03-07 18:59:39 -0400 <rpwetherington> @realDonaldTrump The democrats continue to substantiate, that They Are The Most Corrupted Party, That Has Ever Existed! REMEMBER, It Was The Democrats, Whom Bought &amp; Sold “The Black Men &amp; Women”, As Slaves On The Auction Block!  The Men were Beaten &amp; Worked Mercilessly &amp; The Women Raped?Amazing!
1103807452208717829 2019-03-07 18:59:39 -0400 <GeneKeller19> @Communigirl @krassenstein @realDonaldTrump I see you are a perfect person you must be God.Go ahead and judge others cast that rock.
1103807447997792256 2019-03-07 18:59:38 -0400 <onlyaussiebuck> @realDonaldTrump #DodgyDonald slept with pornstar and a Playboy Playmate and then tried to cover it up and deceive the American voter.
1103807446965837824 2019-03-07 18:59:37 -0400 <robmcneel> @realDonaldTrump @FoxNews Thank god we won’t have o see or hear from you anymore.   Prep for prison
1103807436857765889 2019-03-07 18:59:35 -0400 <NETtanyLion> @kylegriffin1 @MSNBC @KenDilanianNBC "Nobody should underestimate how much Paul Manafort did to really help out [@realDonaldTrump's] campaign to where it is right now." ~@newtgingrich to @seanhannity    https://t.co/W711SG05M4
1103807433003003904 2019-03-07 18:59:34 -0400 <stakessweeper> @TheRealPhilBand @bobbyisraelart7 @HENDRIXforSALE @RyanHillMI @realDonaldTrump @hole Do you have reading difficulties or are you just dishonest?
1103807432734711808 2019-03-07 18:59:34 -0400 <blobert> @LindaSuhler @realDonaldTrump @MSNBC Trump hired him as his primary attorney for ten years.   Now your turn.
1103807432042708994 2019-03-07 18:59:34 -0400 <HondoResists> @realDonaldTrump @MSNBC Breaking news: your campaign manager was just sentenced to 47 months in prison, Donny.
1103807429622591489 2019-03-07 18:59:33 -0400 <ronrevere1> @MatthewHumphr04 @ToddJAwesome @realDonaldTrump  https://t.co/xJ98qwNug6
1103807429551288320 2019-03-07 18:59:33 -0400 <trifari> @realDonaldTrump @FoxNews Well, if a president uses a news outlet to perpetrate lies, than that news organization should be banned
1103807429005983744 2019-03-07 18:59:33 -0400 <Invisibleman306> @JoshFialkov @realDonaldTrump @GOP Everybody knows the good guys lost Everybody knows the fight was fixed The poor stay poor, the rich get rich That's how it goes Everybody knows
1103807428909391872 2019-03-07 18:59:33 -0400 <mgcanmore> You have to be a special kind of stupid to donate to @realDonaldTrump's campaign so he can use it for legal fees . . .
1103807428557078528 2019-03-07 18:59:33 -0400 <MrHateAll> @EdLendermanKUSI @KUSINews Yeah lets blame @realDonaldTrump for not securing our border!! 😳 #drippingwithsarcasm
1103807427852460032 2019-03-07 18:59:33 -0400 <coolhandute> @realDonaldTrump @MSNBC Even #FakeNews like a broken clock can be right 2x a day. Not necessarily an either or situation liberals. Smh.
1103807427344916480 2019-03-07 18:59:33 -0400 <JasonDown5> @realDonaldTrump @FoxNews You're going to block the outlets that gave you billions in free airtime and got you elected ? Ok
1103807424585261056 2019-03-07 18:59:32 -0400 <ksgraham18> @EdKrassen @realDonaldTrump @MSNBC Enjoy the money now. Lying gets you nowhere.
1103807424496992256 2019-03-07 18:59:32 -0400 <Vigilante505> @tonygunz266 @ChatByCC @realDonaldTrump Who’s going to beat him in 2020? The old dude or pocahontas?
1103807417891078144 2019-03-07 18:59:30 -0400 <CGAdamo> @DisgruntledGenX @CNN @MSNBC @brianstelter @maddow @NBCNews @ABCNetwork @realDonaldTrump @ShackGeneral @siresandblue Of course we know the answer to this. Leftist moralizing is _always_ selective. Which means it's _always hypocrisy_!
1103807417127645184 2019-03-07 18:59:30 -0400 <arizonageri> @1AwakeWorld @ida_skibenes @realDonaldTrump No one said it was, tho' asylum should be put completely on hold for a decade or two. Sneaking into our country illegally IS a crime.
1103807414380376064 2019-03-07 18:59:29 -0400 <KariJHat> @dukeduluth @realDonaldTrump @POTUS And he gets 47 months
1103807411842736128 2019-03-07 18:59:29 -0400 <abeck812> @realDonaldTrump @MSNBC Was that asked about?
1103807408495869952 2019-03-07 18:59:28 -0400 <JenCassMusic> @realDonaldTrump @FoxNews It’s ok to admit that you’re afraid to debate.
1103807404901306368 2019-03-07 18:59:27 -0400 <Jonathan112017> @realDonaldTrump #MAGA #Trump2020 #KAG #SecureTheBorder #BuildTheWall  https://t.co/T5Rd5HpY1l
1103807404679094283 2019-03-07 18:59:27 -0400 <judy_fitzgerald> @TanyaDawnH @realDonaldTrump How ignorant
1103807403160752128 2019-03-07 18:59:27 -0400 <pimp_my_yugo> @realDonaldTrump now about that record trade deficit ...  Please resign. Now.
1103807399834595333 2019-03-07 18:59:26 -0400 <botsworth_iii> @SenSchumer @realDonaldTrump Wrong!!
1103807399062839296 2019-03-07 18:59:26 -0400 <MAV333RDLancers> @realDonaldTrump  https://t.co/t9A7y75ZAm
1103807392708468737 2019-03-07 18:59:24 -0400 <sp2kidssparks> @jawja100 @kimmybeaa @njterrie @MarilynT4 @Morgan_LF @CherylMorrisW @Thirdsyphon @JustWhatNowWhy @birdieglad @BlueWaveNov2018 @AmazonianGal127 @BradwellJames @protesting2016 @SillsChar @boris3324 @Miss_bk @nawlinsred2010 @Mindpollution3 @EvaMOrl @RU_DVS @MadDogSlevin @wonderfullone @mlg_Sr @tess_tess2 @indivisible_usa @windmillcharger @Pecker_Grabber @Tim_Price_71 @chicadeees @rilokennylogins @veterans_i @abronxchick @CarolynYoung64 @FelionH @KgKathryn @tcaLdarez @graceslick77 @OleVetUSAF @cd5762 @PatrickUSNLtRet @pannlewis44 @DUKETHEMAN1 @MaiDebrah @punchumgum @Backstorymom1 @B52Malmet @ctlss @realDonaldTrump @IvankaTrump @DonaldJTrumpJr Lmaoooo! 🤣😈
1103807390045036544 2019-03-07 18:59:24 -0400 <stacy_ski> @TheDailyEdge @realDonaldTrump Bullshit. Plain and simple. For crying out loud, Martha Stewart did just as much!
1103807389059428358 2019-03-07 18:59:23 -0400 <KansasResisters> @ClareWHarris @realDonaldTrump @MSNBC 47 months in jail.
1103807386848964608 2019-03-07 18:59:23 -0400 <funnymcmurray> @realDonaldTrump @MSNBC Breaking Laws @nbcnews: #PaulManafort, Trump's Campaign Chairman who colluded with #Russia during #Elections2016, will be put behind bars after lying to try to cover up #TrumpRussia &amp; get a #PresidentialPardon. #MAGA &amp; #DTS! #ThursdayThoughts  https://t.co/SJUm1cKDFE via
1103807386194771969 2019-03-07 18:59:23 -0400 <puthoffbarb> @SeattleCycleBob @realDonaldTrump @MSNBC Looks exactly like Trumpy poo.
1103807385003532288 2019-03-07 18:59:22 -0400 <idontknownutin> @realDonaldTrump @MSNBC Nope! Once again you’re lying.
1103807384290381824 2019-03-07 18:59:22 -0400 <philburen727> @Boatbum426 @JudicialWatch @realDonaldTrump How much did it cost Obama during his time as president Nancy is not a president
1103807383980134401 2019-03-07 18:59:22 -0400 <Neelakantaya> @dreamwithfaith @realDonaldTrump  https://t.co/AletiakvWb
1103807383229349889 2019-03-07 18:59:22 -0400 <rakamm1> @thehill Campaign manager for @realDonaldTrump is a class act and patriot to the end. #KremlinBarbie must be proud she brought him in.
1103807382000463874 2019-03-07 18:59:22 -0400 <Tom85814616> @realDonaldTrump Somebody sounds scared and worried.
1103807381304168449 2019-03-07 18:59:22 -0400 <Logan_Ed_> @realDonaldTrump @MSNBC Paul Manafort has been sentenced to 4 years in prison.  https://t.co/uLhJd9KWg3
1103807380633120768 2019-03-07 18:59:21 -0400 <MIKEBALES11> @DavidWohl @realDonaldTrump where' the indictment
1103807380222025728 2019-03-07 18:59:21 -0400 <NubianQueenIAm> @realDonaldTrump @MSNBC I thought MSNBC was "fake news" ..Now it's ok to believe them? 🙄 #FakePresident #TreasonousTraitor #Liar #RussianAgent
1103807379823484928 2019-03-07 18:59:21 -0400 <tom_aquinas88> @GOP @realDonaldTrump Sure...
1103807379492257793 2019-03-07 18:59:21 -0400 <mrsbooge> @realDonaldTrump @MSNBC Breaking news... everything Trump says gets contradicted because he is a habitual liar. You have zero credibility!!! STOP TWEETING AND DO SOME REAL WORK!!!
1103807379110428672 2019-03-07 18:59:21 -0400 <Halojmpmstr> @letters4trump45 @slconine @realDonaldTrump #MOOToo
1103807378300911616 2019-03-07 18:59:21 -0400 <the_berk1> @realDonaldTrump @WhiteHouse The deficit is ballooning under your presidency. You fail.
1103807377827155970 2019-03-07 18:59:21 -0400 <bobbitz57> @realDonaldTrump @MSNBC Donald Trump, making himself look like a big A$$, one tweet at a time.
1103807377466421250 2019-03-07 18:59:21 -0400 <alixemur> @realDonaldTrump Fake President!
1103807374165446656 2019-03-07 18:59:20 -0400 <CroyBttm> @Tjones11801108 @realDonaldTrump buying a dictionary might be more helpful!!!
1103807370277269505 2019-03-07 18:59:19 -0400 <cumberickman> @realDonaldTrump HEY, HOW ABOUT THOSE 23 NO VOTES BY THE @GOP??? (I hear Steve King gave you a present, too!)
1103807370042445824 2019-03-07 18:59:19 -0400 <chris06105992> @realDonaldTrump @FoxNews What ru working on me. President?
1103807369081950208 2019-03-07 18:59:19 -0400 <Yankeegirl59> @Richard46264620 @cindylou318 @PetilloSuzette @Tyrant_Rekt @fisherlady1960 @EdKrassen @realDonaldTrump  https://t.co/k7QKAQBhIM
1103807368821796865 2019-03-07 18:59:19 -0400 <WesleyWA3> @realDonaldTrump  https://t.co/G6obCNcxqI
1103807365449744384 2019-03-07 18:59:18 -0400 <zaki04109547> @realDonaldTrump you will be running against the bern, I’m not American am I’m worrying about its future if it became socialist
1103807363734212608 2019-03-07 18:59:17 -0400 <fergi2479> @tedlieu @EricMcCormack @realDonaldTrump Exactly what is illegal about a NDA? You call it "hush money" but it's nothing more than a legal binding non disclosure agreement. If Trump wrote a check, then now is a campaign finance violation that Cohen is charged with?
1103807361679007749 2019-03-07 18:59:17 -0400 <BoycottFamilyLw> Fathers Count ~ Everyday!  @realDonaldTrump @PMOIndia @ImranKhanPTI @Number10gov @JustinTrudeau @PrimeministerGR @LBC @jacindaardern @ScottMorrisonMP @POTUS @bbcworldservice  #TheSundayTimes  @Abolish @DerekFlegg #bbcqt @ABCaustralia   https://t.co/x7WDmPcadE  https://t.co/sib7yVKsKv
1103807359476948994 2019-03-07 18:59:16 -0400 <EnJesusita> @dduq81 @LindaSuhler @realDonaldTrump @MSNBC And both of them (I’m going to whisper because it’s a secret) LYING ABOUT TRUMP!!!
1103807357258293248 2019-03-07 18:59:16 -0400 <CamdenMcIntosh> @Tjones11801108 @realDonaldTrump Your spelling smells like a trumpet
1103807352648560640 2019-03-07 18:59:15 -0400 <bhughes06548766> @HeadSwivel @thejtlewis @realDonaldTrump @FoxNews You don’t think there was Russian influence?  you don’t believe the intelligence agency.  Granted it hasn’t been proven to be direct but it most certainly was a full on social media campaign and no matter how ridiculous the claims against Hillary I saw trump supporters lap it up.
1103807343110742016 2019-03-07 18:59:13 -0400 <RobKeith1> @Billybatts131 @realDonaldTrump Christ would thrash tRump and drive him away, then condemn him for being a lying adulterous fraud.
1103807342846640128 2019-03-07 18:59:12 -0400 <herbert18> ULTIMA HORA | Se requiere con carácter de urgencia firmen la solicitud para apoyar una intervención de EEUU en Venezuela que permita sacar a Maduro de Miraflores. Por favor pasen esta cadena para llegue esta información al TL del Pdte @realDonaldTrump   https://t.co/BjgAMsYs4l …
1103807341017866242 2019-03-07 18:59:12 -0400 <amy35windsor> @LHGuin @DiamondandSilk @POTUS @realDonaldTrump Amen!
1103807339788943361 2019-03-07 18:59:12 -0400 <yorkiesrkule> @realDonaldTrump @FoxNews Who cares  https://t.co/lp3DJ2iAT2
1103807339671490560 2019-03-07 18:59:12 -0400 <bullitt76> @treasonstickers “Is it wrong to be more sexually attracted to your own daughter than your wife?”. Donald Trump (R) 45th President USA  If you have to ask then... @realDonaldTrump
1103807336949473281 2019-03-07 18:59:11 -0400 <CS_Bernard> For @realDonaldTrump @TuckerCarlson @seanhannity @GOP   https://t.co/buPt3qymm6
1103807333862465536 2019-03-07 18:59:10 -0400 <Okra84> @gailsline @DGPurser @realDonaldTrump I was busy taking screenshots from the MSM networks on how wrong they were &amp; loving every minute of it
1103807333577179138 2019-03-07 18:59:10 -0400 <madlib2011> Nancy Pelosi to Democrat Spin Doctors “how do we take the negative off of @IlhanMN antisemitic comments”.  Their reply “blame @realDonaldTrump”. Ok!  What a sham.  If you’re Jewish and a Democrat then you’re an idiot.
1103807332343922688 2019-03-07 18:59:10 -0400 <raftofwater> @TassajaraRd @realDonaldTrump @MSNBC Wait a minute. Give credit where credit is due. One of the Congressmen, the one with a tussle about tokenism @RepMarkMeadows got that exquisite point in at the very last moment. Most everyone hits their stride on their own schedule. Unless one is in the armed services. #EliteHire
1103807331991719936 2019-03-07 18:59:10 -0400 <smilish42> @Simon12392016 @realDonaldTrump @FoxNews Poor old Glory...she joined the #metoo movement after Trump defiled her.
1103807330796351488 2019-03-07 18:59:10 -0400 <AnthonyDisessa> @realDonaldTrump @FoxNews Great idea  Don't do any debates " they are rigged.   Not even in general election. If they want have them pay you 100 million cuz of the rating s. And put it towards the wall....     Trump Now  Trump Forever...
1103807329349193728 2019-03-07 18:59:09 -0400 <AsaKitaro1> @votevets For those in the military that supported this maniac @realDonaldTrump, congratulations. Now pay up. That's the thanks your support gets you.
1103807327650476032 2019-03-07 18:59:09 -0400 <relRonaldDrump> @realDonaldTrump Donnie I am sure many of your big supporters would gladly allow them to work dirt cheap! Seems that people are saying your golf courses hire illegals! Can you Say DOUBLE STANDARD!
1103807326878744577 2019-03-07 18:59:09 -0400 <kanewj> @realDonaldTrump @MSNBC Petty President has Tantrum. News at 11.
1103807324165230592 2019-03-07 18:59:08 -0400 <Eli_Noguera1988> @realDonaldTrump well, actually... there shouldn't be any punctuation mistake...
1103807321229148160 2019-03-07 18:59:07 -0400 <rikkibird> @realDonaldTrump Little donnie potus is only self righteous if it’s going to co$t him money personally. Little don the con is a Fascist hypocrite. #ImpeachTheDickTater #CriminallyIncompetent #IndecentFraud  https://t.co/sTa14DwTbh
1103807320893648896 2019-03-07 18:59:07 -0400 <kat2020maga> @pcal4HIM @realDonaldTrump @POTUS @ChrisBragdon @chilllingwithme @TigerLetsRoll @sappermartin @Briteeye777 @Priya4Trump @AsiaTater @nancy_hamm1 @CocoKAG @alley167 @kaci150 @GodFirstGina @laurelsobol @kbq2251 @LivnWLupus @marcella4401 @SandyMoonstar @mirkin_d @PGH717 Followed all that I wasn’t already following. Please FB❤️MAGA Thanks for the 🚂 ride😀
1103807320729874432 2019-03-07 18:59:07 -0400 <WilliamMcKnigh8> @realDonaldTrump And dems say, There is no Crisis lol 1000000 reasons there is a crisis!
1103807316116365312 2019-03-07 18:59:06 -0400 <Alfasin> @realDonaldTrump Who are you to talk? You have zero room to say anything about this Donnie.
1103807310017769472 2019-03-07 18:59:05 -0400 <Pieclone> @raaleh @_Cuck_Watch @Bro_Pair @realDonaldTrump @Timcast 10 PRINT "WHO WATCHES THE CUCKS?" 20 PRINT "THE CUCKWATCHERS" 30 PRINT "WHO WATCHES THE CUCKWATCHERS?" 40 PRINT "THE CUCKWATCHERWATCHERS" 50 GOTO 10
1103807306599288832 2019-03-07 18:59:04 -0400 <njterrie> @jawja100 @kimmybeaa @MarilynT4 @sp2kidssparks @Morgan_LF @CherylMorrisW @Thirdsyphon @JustWhatNowWhy @birdieglad @BlueWaveNov2018 @AmazonianGal127 @BradwellJames @protesting2016 @SillsChar @boris3324 @Miss_bk @nawlinsred2010 @Mindpollution3 @EvaMOrl @RU_DVS @MadDogSlevin @wonderfullone @mlg_Sr @tess_tess2 @indivisible_usa @windmillcharger @Pecker_Grabber @Tim_Price_71 @chicadeees @rilokennylogins @veterans_i @abronxchick @CarolynYoung64 @FelionH @KgKathryn @tcaLdarez @graceslick77 @OleVetUSAF @cd5762 @PatrickUSNLtRet @pannlewis44 @DUKETHEMAN1 @MaiDebrah @punchumgum @Backstorymom1 @B52Malmet @ctlss @realDonaldTrump @IvankaTrump @DonaldJTrumpJr 👍💙🇺🇸✌️
1103807304468557824 2019-03-07 18:59:03 -0400 <pigletjay> @CajunChick25 @realDonaldTrump Public schools are endangering the health and welfare of American children.  Shut them down.
1103807301780041728 2019-03-07 18:59:03 -0400 <CelineCortez1> @tribelaw @AOC @realDonaldTrump This is why the republic is defame her! They fear her!
1103807300689571840 2019-03-07 18:59:02 -0400 <ClemencyForRoss> @realDonaldTrump @MSNBC Mr President, please look into Ross’s case. He is a young, FIRST-time offender condemned to die in prison for all NON-violent charges.  Close to 140,000 have already signed his petition for clemency.  https://t.co/gNPhPWJ0Uv
1103807300521869314 2019-03-07 18:59:02 -0400 <dcurrie825> @TrumpGirlStrong @realDonaldTrump I have got to get me one of those ✅🇺🇸👍. Way cool‼️
1103807300282785792 2019-03-07 18:59:02 -0400 <sabulosaa> @DianneGruber @tp66 @LindseyGrahamSC @realDonaldTrump Dianne I remember that golfing day. Lindsey did a 360 and never ever was himself again. I still wonder what happens?
1103807300265902081 2019-03-07 18:59:02 -0400 <Tekplayer> @RyanHillMI @realDonaldTrump @FoxNews I love how all the replies to Ryan from trumps base are just insults and rhetoric. Not an intelligent response among them. You provide facts that can be checked but instead of responding or refuting them they just hurl insults. Like trump said and I quote “dumb people like me”.
1103807299859156993 2019-03-07 18:59:02 -0400 <DSwarley> @realDonaldTrump @MSNBC I thought msnbc was fake news...
1103807294180081665 2019-03-07 18:59:01 -0400 <AuntVerity> @SpeakerPelosi @realDonaldTrump  https://t.co/HdTV71iAAB
1103807293563510784 2019-03-07 18:59:01 -0400 <Lupita73244763> @TomFitton @JudicialWatch @realDonaldTrump You just need “Laura en America” to catch the crime in a live video and still the perpetrator will deny it !  We are living in strange times
1103807293320245248 2019-03-07 18:59:01 -0400 <DaveRush2011> @realDonaldTrump @FoxNews The Democrats have boycotted Fox News because the channel doesn't do "News" anymore, and has made itself a subsidiary of Russia Today.
1103807290778431488 2019-03-07 18:59:00 -0400 <HorsrescueDavid> @LouDobbs @Jim_Jordan @realDonaldTrump Back under that rock
1103807289985822720 2019-03-07 18:59:00 -0400 <leowalls37> @realDonaldTrump All Congress that vote against the border wall are traitors and should be convicted of such
1103807289922932736 2019-03-07 18:59:00 -0400 <pam_maranda> @RandPaul No. We can't support you if you can't support our President @realDonaldTrump Congress is worthless. They haven't fully funded border security in years. They are not going to do it now with dems in charge of the House
1103807288589017088 2019-03-07 18:59:00 -0400 <The__Sicilian> Hey @GOP youre going to miss the boat then cry &amp; whine to get  on it once its left you behind! #WeThePeopleChannel will ROLL Tf over the #RINOs after #WeThePeople Squash &amp; #DrainTheDeepStateSwamp @POTUS @realDonaldTrump @RealJamesWoods @seanhannity @AdamBaldwin @RandyRRQuaid #2A
1103807288010256384 2019-03-07 18:58:59 -0400 <99tf> @realDonaldTrump @MSNBC Everyone around you pays the price for something....Teflon Donald will come home to roost.
1103807287595057152 2019-03-07 18:58:59 -0400 <training_scott> @realDonaldTrump @MSNBC People read, watch, and hear the news, so casting out your unnecessary snipe is a WASTE OF presidential time. Unless you have NOTHING of importance to do with your time. Chalk tweeting up to Executive Time. Ha ha ha!
1103807287427252225 2019-03-07 18:58:59 -0400 <KNGillespie> @realDonaldTrump @MSNBC People who live in glass houses shouldn't throw stones. #LiarInChief #TrumpResign
