961026720999657472 2018-02-06 18:59:59 -0400 <SallySueIam> @TravisAllen02 @realDonaldTrump #impeachmentparade
961026691631108096 2018-02-06 18:59:52 -0400 <patusaallday> @mrdavehill @realDonaldTrump @Colts You show a total lack of sophistication &amp; common decency. U show a huge amount of immaturity and lack of emotional control when you call someone you don’t even know these horrible expletives because they express their opinion. Get a grip!!
961026688451842048 2018-02-06 18:59:52 -0400 <Billalberts> @Evan_McMullin @realDonaldTrump Problem is he doesn’t know the truth. He only knows his reality for the moment
961026687319162880 2018-02-06 18:59:51 -0400 <SubHuman19AT4> @ChadRowland3 @realDonaldTrump   https://t.co/V9LWmsf7qJ
961026686933504002 2018-02-06 18:59:51 -0400 <gatorwashing> @GovCTW @realDonaldTrump Return the money you stole to the NewJersey Pension Fund to the Police&amp;Fire Pension
961026682021916675 2018-02-06 18:59:50 -0400 <sportsguy___7> @Pringster78 @lastbossmonster @realDonaldTrump It's none of your business.
961026681376067584 2018-02-06 18:59:50 -0400 <CeceliaTU1> @AmherstFred @ShafPatel @realDonaldTrump What?  I'm just confused where last names come into play.
961026681338130432 2018-02-06 18:59:50 -0400 <politstrip> @ForHisGlory52 @realDonaldTrump @HuffPostPol No conflict of interest here lol
961026679970848768 2018-02-06 18:59:50 -0400 <Trevor_Adams> @realDonaldTrump   https://t.co/ufZNOFxUKJ
961026677399867392 2018-02-06 18:59:49 -0400 <rs32035> @lholmberg2010 @realDonaldTrump  https://t.co/yEV9vKUnAT
961026675961049089 2018-02-06 18:59:49 -0400 <letat_lechat> @PattyArquette @realDonaldTrump Trump has no stamina. Also: guilty as hell.
961026675218644993 2018-02-06 18:59:49 -0400 <Jeres_Rant> In the grand tradition of other authoritarian leaders / regimes i.e. #Hitler, #Stalin, #Mao and #Putin @realDonaldTrump and the #TrumpAdmin plan a military “parade” later in 2018 showcasing soldiers, tanks and other weapons of destruction  https://t.co/75pjE7th3d  https://t.co/deoZmBBNUb
961026673557868547 2018-02-06 18:59:48 -0400 <GT_Fohgop> @TravisAllen02 @realDonaldTrump Anyone care to join me at the parade?  https://t.co/5scS8oppab
961026672584622080 2018-02-06 18:59:48 -0400 <2B_Painfree> @BorisEP @realDonaldTrump @JOEL9ONE It's their constitutional right not to go. Or are we a dictatorship and I just missed the switch?
961026670198247425 2018-02-06 18:59:47 -0400 <Common_Senseinc> @realDonaldTrump @Colts To make a point, no that's not correct, Republicans want to just turn a blind eye to racism but cops killing kids, and that March and the over 400 years, and also the 50's guys who still around?.....stop it
961026668277194752 2018-02-06 18:59:47 -0400 <r_frayer> @MagaSmith2020 @Danny234578 @gbssandwiches @realDonaldTrump You mean like making it illegal for pharmaceutical companies to push doctors to prescribe drugs or maybe making it so doctors quit prescribing narcotics to those who do not need them? And decriminalizing while offering help will allow people to ask for help without fear of arrest
961026666045698048 2018-02-06 18:59:46 -0400 <Sheeple201> @Kabash1965 @sd21852 @realDonaldTrump @Sky_wis You call Trump names and think (if that's what you call it) okay. You come trolling and get offended when someone calls you on it. A typical Demoncrap and T hater.
961026664284246016 2018-02-06 18:59:46 -0400 <jpes70> @DLYoungblood73 @DonnaWR8 @realDonaldTrump Not yet.
961026661444562945 2018-02-06 18:59:45 -0400 <aidiebabe> @realDonaldTrump you will be impeached  https://t.co/jxZ3JTQqBG
961026661289521153 2018-02-06 18:59:45 -0400 <lulusaunt> @realDonaldTrump @Colts First time in history #DelusionalDonald pretends to care what happened to a black man. And that’s only because it fuels his racism against Latinos.
961026661213859840 2018-02-06 18:59:45 -0400 <ppyvet> @behrmannbarbar1 @BlacksForDTrump @realDonaldTrump @foxandfriends Want to try that again with words that actually work together?
961026659427192832 2018-02-06 18:59:45 -0400 <Tomwinchester56> @Scaramucci @TheDemocrats @realDonaldTrump @POTUS I WENT TO HARVARD!!!!
961026656587657216 2018-02-06 18:59:44 -0400 <Real_FN_Strange> Dear President Macron, Please lie and tell @realDonaldTrump that his * is bigger then your * so that America does not have to waste millions of dollars on his stupid military parade. We are tired of the POS @POTUS wasting our tax dollars.  https://t.co/4SZvg8tQTQ
961026655497195520 2018-02-06 18:59:44 -0400 <_whateva_> @realDonaldTrump Ohhhhh.... So, today law enforcement is good.  I guess it's just law enforcement that's investigating YOU.  that you don't like.
961026654146564096 2018-02-06 18:59:44 -0400 <Katemac37911759> @realDonaldTrump Still voting for democrats 😉
961026650044551168 2018-02-06 18:59:43 -0400 <JimGagnon6> @SteveMoniz1 @VanessaL43 @VStewartNYC @spayer @mary_p7mary3 @jeffgar41456759 @Tida2017 @KenGrimes9 @Baby___Del @lmchristi1 @Punkin682 @Terri101092 @JayPowe19766626 @BengalTiga @RoyaleAuto @MrsGoodoz @Five_55555 @JaneyScott5 @TeedIsMe @mememayo96 @TheReal_IceMule @srthellcat187 @lshumate @wwwillstand @GIT_ER_DONE_USA @MAGA_ARMY @Donny17236683 @Goodoz @JUBILEE_7DOUBLE @ciaglia @lack_crack @Jmylea1 @ImChristi1 @sawmilltaters @realDonaldTrump Yup!!! That's that's audacity alright!!! What's audacity???  https://t.co/yOYiMfMa1K
961026647498641408 2018-02-06 18:59:42 -0400 <Technocorp> @TomFitton @realDonaldTrump The method by which the deep state operatives are attempting to combat the evidence of their collusion to interfere with the election of the President is by trying to disassociate the connections between all operatives into independent parts to prevent integration for the truth.
961026646399705088 2018-02-06 18:59:42 -0400 <hfreedom> @SenDuckworth . #PutinsPuppetTrump @realDonaldTrump @POTUS wants to be like Kim Jung Un. Forgets we’re still the USA!
961026646215155712 2018-02-06 18:59:42 -0400 <booksbygin50> @espd74 @realDonaldTrump I remember the interview
961026644889690112 2018-02-06 18:59:41 -0400 <SocialCivility> @ProudResister @SenateDems @realDonaldTrump @GOP #DefendOurDemocracy
961026642603905024 2018-02-06 18:59:41 -0400 <BarbaraB9999> President Kelly has taken over for @realDonaldTrump .  I hope Kelly gets the retirement benefits he has coming at the end of his term.  https://t.co/hgkE0alsM1
961026642155134976 2018-02-06 18:59:41 -0400 <lufats> @swamisail @realDonaldTrump I like what you say because you support dear leader Donald Trump and he sounds black people back to Mexico so they will not hurt you or Mac. King of USA nice man gave me a very big tax break and I passed down to black people and poor neighborhood
961026636773842944 2018-02-06 18:59:39 -0400 <PAVenturer> @realDonaldTrump Liar  https://t.co/ZejEPkgIqB
961026629341347840 2018-02-06 18:59:38 -0400 <gidsmomp> Wow! How did @Potus @realDonaldTrump know that his statement was a prediction that would be about himself? Amazing!!!  https://t.co/kcn6IaU9C4
961026629110829056 2018-02-06 18:59:38 -0400 <Candyscurrant> @The_Trump_Train @realDonaldTrump America alone.
961026628691415040 2018-02-06 18:59:37 -0400 <JohnSvag> That fucking maniac @realDonaldTrump ISN'T GOING TO USE MY FUCKING TAX DOLLARS FOR HIS FUCKING PARADE!!!!!!!!!!
961026625201692672 2018-02-06 18:59:37 -0400 <pink_grackle> @realDonaldTrump CADET BONE SPURS   #loser
961026624446697472 2018-02-06 18:59:36 -0400 <obannonJD> @Momof3gngrs @ChrisToTheW @Laura84663464 @SuburbanBit @brokencongress @jimmy_c34 @djjulia @missee_mu @Lileddiemunster @mrdavehill @realDonaldTrump @Colts If you don’t know how to derive an answer from statistics then you should really learn how to.
961026616683003905 2018-02-06 18:59:35 -0400 <DawnKA> Pentagon please, don’t do it. No parade-use those millions spent for a military parade to fund the veterans. Veterans are suffering on many levels. The claims of being fiscally conservative is clearly another LIE @GOP @SenateGOP @HouseGOP @realDonaldTrump  https://t.co/ZWpyW9l8dQ
961026612245524480 2018-02-06 18:59:34 -0400 <lalalandnow> @DaveJaye2 @USCentrist @realDonaldTrump yes! but they would be court martialed or something.  better a protest blocking the tanks....
961026610685186048 2018-02-06 18:59:33 -0400 <KeithWh85883371> @realDonaldTrump I dont like the man , but dont disagree with all ideas , I was a GOP voter until we got Trump ! No More !
961026609661685760 2018-02-06 18:59:33 -0400 <JudithSelsby> @realDonaldTrump Another Trumpov lie.
961026607623360512 2018-02-06 18:59:32 -0400 <scasper1344> @Scaramucci @TheDemocrats @realDonaldTrump @POTUS Anything for a buck Scaramochie ?
961026606956343296 2018-02-06 18:59:32 -0400 <boiseoutspoken> @TassajaraRd @realDonaldTrump @FBI Ms 13 coming to a neighborhood near you. You will wish there was a wall.
961026605974990848 2018-02-06 18:59:32 -0400 <trumpisgarbage1> @realDonaldTrump   https://t.co/nq9EbEoaHe
961026604129509376 2018-02-06 18:59:32 -0400 <Ahmed_baraghet> North Korea &gt; USA @realDonaldTrump
961026601843503104 2018-02-06 18:59:31 -0400 <AlanNewman816> @realDonaldTrump That's rich coming from you ! Lol
961026601369702400 2018-02-06 18:59:31 -0400 <StevePrimrose> @realDonaldTrump I need to add narcissist or narcissistic to my #LyingConManPetulantChildBlowhole hashtag. Not because I didn't know this, I've just been omitting it. So, @POTUS is a #LyingConManPetulantChildNarcissisticBlowhole That's better.  https://t.co/A7AgXJ1OmP
961026600748879877 2018-02-06 18:59:31 -0400 <ruffryderitalia> @realDonaldTrump Great you're going after MS-13 but the KKK and other racial violent groups are good people. Good go President. You are some kind of special
961026598198792193 2018-02-06 18:59:30 -0400 <moknows5150> @TravisAllen02 @realDonaldTrump What a jerk!!! Oh fearless leader
961026597934387200 2018-02-06 18:59:30 -0400 <MrsPhelps1993> @LouDobbs @RepMattGaetz @realDonaldTrump   https://t.co/BP7vHum1jF
961026597930393601 2018-02-06 18:59:30 -0400 <mahilena> Retweeted Martin Neiman (@Tackspayer):  @realDonaldTrump @Colts Condolences to the loved ones of Edwin Jackson....  https://t.co/z1EdwXCv38
961026596747411456 2018-02-06 18:59:30 -0400 <gsunstrum1> @realDonaldTrump A military parade for President Bone Spur , what a fucking joke...  trump is a communist plant  @gsunstrum1
961026590808461312 2018-02-06 18:59:28 -0400 <Cole4Merica> @Conservazona @TheGreatFeather @realDonaldTrump @Colts Good Lord☹️@realDonaldTrump
961026589885648896 2018-02-06 18:59:28 -0400 <russellhuegel> @tribelaw @bobtorricelli @AriMelber @realDonaldTrump Not so far fetched anymore. Wonder what Mattis, McMaster and Kelly would do?
961026588333584385 2018-02-06 18:59:28 -0400 <MattSkosh> @JOEL9ONE @BorisEP @realDonaldTrump Because of the “antifa” thugs.
961026588295901184 2018-02-06 18:59:28 -0400 <RobertVandersl5> @ksenijapavlovic @realDonaldTrump Perhaps today we focus our attention away from that toxic sinkhole and toward Elon Musk and his flying machine. At least for today I’m choosing vision over self-aggrandizement
961026581228544000 2018-02-06 18:59:26 -0400 <BonnieSharpless> So, @realDonaldTrump, looks like @SpeakerRyan is a treasonous America-hater.  https://t.co/GGIUgBqgXP
961026579639033856 2018-02-06 18:59:26 -0400 <wesjr43> @DonnaWR8 @realDonaldTrump Tic Tic Barack @BarackObama
961026578393305089 2018-02-06 18:59:25 -0400 <apratts> This news only got 2 seconds on most media. But as soon @realDonaldTrump talk about it, #FakeNews accuses him of politicizing the incident. Only the left double standards.   https://t.co/iwFIDjH688
961026578103717888 2018-02-06 18:59:25 -0400 <strangel00p> Tell me again @realDonaldTrump, why we should bring coal back? Disaster for climate, disaster for its miners. via @npr: Black Lung Study Finds Biggest Cluster Ever Of Fatal Coal Miners' Disease.   https://t.co/iKOavxLsah
961026575608242176 2018-02-06 18:59:25 -0400 <davidcicilline> Our troops are trained to fight and win wars. They’re not here to feed @realDonaldTrump’s fragile ego.  https://t.co/MCvG6ciX9M
961026575503413249 2018-02-06 18:59:25 -0400 <DebbieC468> @realDonaldTrump @Colts Prayers for the family.
961026575318863874 2018-02-06 18:59:25 -0400 <Delerted> @BorisEP @realDonaldTrump @JOEL9ONE Because DT listens to what people have to say? The symbolic value is far greater.
961026573129404417 2018-02-06 18:59:24 -0400 <Gkids7Todd> @realDonaldTrump @Colts Isn’t he one of those SOB’s you were calling out earlier
961026571149520896 2018-02-06 18:59:24 -0400 <ShamusDangus> Let's have the shutdown so I don't gotta drill @realDonaldTrump
961026568838569984 2018-02-06 18:59:23 -0400 <kim2tex1> @DonnaWR8 @realDonaldTrump Above are career criminals not worthy of the American People that trusted them. There day will come now.. or when they meet their maker.
961026568779739136 2018-02-06 18:59:23 -0400 <Quispamsissy> @SithDestroyerOT @davidaxelrod @POTUS @realDonaldTrump Well you used the right “you’re”  - kudos!
961026567823613953 2018-02-06 18:59:23 -0400 <avivas68> @realDonaldTrump  https://t.co/KJW7OvMTQ6
961026567681036288 2018-02-06 18:59:23 -0400 <Melinda58468467> @realDonaldTrump 👏  https://t.co/s573xbUWtm
961026564245917697 2018-02-06 18:59:22 -0400 <Seamus47320290> @realDonaldTrump   https://t.co/CA0otbyBPq
961026561674825728 2018-02-06 18:59:21 -0400 <Seanla5> @realDonaldTrump If do one thing  done  it great Mr hope you good
961026560382980097 2018-02-06 18:59:21 -0400 <tiporm> @Kasich4Indiana @thebradfordfile @realDonaldTrump then go to mexico, u dont have to live here
961026559569113088 2018-02-06 18:59:21 -0400 <_Jrlh_> @d1Vinman @BlacksForDTrump @realDonaldTrump @foxandfriends The dude has a brain to think for himself, knows open borders, bad trade deals and importing terrorist is not good for his country....and ask if he is being paid? How much are you being paid to hate your country?
961026558780583936 2018-02-06 18:59:21 -0400 <danmichalski> @gointomexico @CaranciAnthony @realDonaldTrump i think it will be very fascinating to see how the debate evolves regarding armed drones. right now drones are a first amendment issue, but eventually they will become a 2nd amendment one, too. they will be a great way to protect one's house, and to kill tons of innocent people
961026557895696385 2018-02-06 18:59:21 -0400 <smacker1mo> @REALtrumpbureau @PhilMcCrackin44 @RepMaxineWaters @MaxineWaters @realDonaldTrump   https://t.co/ztXQcjiItm
961026556184457216 2018-02-06 18:59:20 -0400 <retiredfirstsgt> @DreamNPurple @realDonaldTrump Umm because they are racist, ignorant as*wipes?
961026556155002880 2018-02-06 18:59:20 -0400 <swon26> @charlescwcooke @realDonaldTrump @nytimes Hypocrite Trump talked about "uniting the nation", then less than 24 hours he attacked Democrats, U.S Intelligence community, DOJ. Egomaniac cared about not getting applaud by Democrats called them treasonous. Great uniting the nation.
961026553244209153 2018-02-06 18:59:19 -0400 <Its_Me_Buster> This guy thinks @realDonaldTrump listens to people 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😥😥😥😥😥😥😥😥😥😥😥😥😥😥😥😥😥😥😥😥😥😥😥😥 Shit! Hilarious!  https://t.co/iBPLorZgla
961026552673615872 2018-02-06 18:59:19 -0400 <sethpetersonla> @Scaramucci @TheDemocrats @realDonaldTrump @POTUS 1) there is evidence of one thing, donald trump has  professed innocence over and over while trying to stop anyone from investigating him That looks bad 2) In fairness, he DID called them all un-American for not clapping That wasn’t a joke It’s not un-American to have an opinion
961026552665395200 2018-02-06 18:59:19 -0400 <rs32035> @realDonaldTrump  https://t.co/yEV9vKUnAT
961026552199831557 2018-02-06 18:59:19 -0400 <Blindaronie> @Lileddiemunster @jimmy_c34 @mrdavehill @realDonaldTrump @Colts You must not be looking very hard, or you have blinders on to the world. Look up that black guy that shot up the church the other day. Also, while whites may have the most mass shootings in America, the number is killed by whites are far less.
961026549817344000 2018-02-06 18:59:19 -0400 <DGypsy62> @haveahavanese @SLSmith000 @realDonaldTrump No Tall Enough
961026549116952576 2018-02-06 18:59:18 -0400 <RossAStevo> @realDonaldTrump @Colts Edwin obviously didn't take a knee...
961026546587676672 2018-02-06 18:59:18 -0400 <AnAngryNavyVet> @realDonaldTrump we're not Nazi Germany, Russia, China or North Korea!!! #FuckingIdiot We don't have military parade. Did your buddy Putin give you this idea?  https://t.co/68gYx6own4
961026545975402496 2018-02-06 18:59:18 -0400 <dogstar95> Government shut down.  Military parade.  Got it, sir.  @realDonaldTrump
961026545270902785 2018-02-06 18:59:18 -0400 <BayoubuzzSteve> @realDonaldTrump carries on Ronald Reagan's "America, the Positive" baton   https://t.co/eRozvWkYoT #RonaldReagan #RonaldReaganDay #Trump  https://t.co/FhWSbKin4x
961026543802830855 2018-02-06 18:59:17 -0400 <shrtslev1> You wanna honor the military. Give them a raise, better health care End unnecessary wars  Making them March in a parade for  @realDonaldTrump  Yeah that's what I always wanted when I was in the service marching in a parade on My day off!  https://t.co/DPc8EWGXMW
961026541940551680 2018-02-06 18:59:17 -0400 <AugustWest631> @The_UnSilent_ @DaniloBlandon79 @realDonaldTrump Said it before and I'll say it again...Curious George something something
961026541693128704 2018-02-06 18:59:17 -0400 <Amusedandhappy> @BeaglesResist @realDonaldTrump You don’t understand. Trump stiffs his workers, is the self proclaimed “king of debt” and spray paints everything he owns gold. This makes perfect sense for him.
961026541223383042 2018-02-06 18:59:17 -0400 <gigglesnort22a> @BarbraStreisand @realDonaldTrump Yeah, the stocks dropped off like a bad album. Credit should be taken both ways
961026540212387840 2018-02-06 18:59:16 -0400 <getthenoise> @BlacksForDTrump @realDonaldTrump @foxandfriends Maybe the next wife will get more respect
961026532109176832 2018-02-06 18:59:14 -0400 <argemaru> Hello, @katyperry @justinbieber @BarackObama @rihanna @taylorswift13 @TheEllenShow @ladygaga @Cristiano @jtimberlake @KimKardashian @ArianaGrande @britneyspears @selenagomez @ddlovato @cnnbrk @shakira @jimmyfallon @realDonaldTrump @JLo @BillGates @Oprah @nytimes @BrunoMars  https://t.co/K9VlJtHG3u
961026529999446016 2018-02-06 18:59:14 -0400 <IBDreamin75> @lholmberg2010 @hezi_tait @realDonaldTrump Decent people don't like you here. You shame us all. Millions fought hard in the 60's &amp; 70's for civil rights just to watch Trump &amp; his army of closet racists like you try to destroy all of that hard work. We're not going to let you so you might as well get used to THAT.
961026528694824960 2018-02-06 18:59:14 -0400 <aknj> @PressSec You know whose numbers are in the tank? @realDonaldTrump He needs to apologize for his outrageous comments yesterday and you should stop lying for him. Gross.
961026525662449666 2018-02-06 18:59:13 -0400 <Severin55875488> @Kasich4Indiana @thebradfordfile @realDonaldTrump Thank u trump$$
961026525662449664 2018-02-06 18:59:13 -0400 <dhunt64817> @DonaldJTrumpJr @georgepbush @realDonaldTrump And we made a very bad choice
961026524043534336 2018-02-06 18:59:12 -0400 <DougMoore2> he is turning into a big #RocketMan demanding everybody cheer and clap for him and now a military parade @realDonaldTrump must be stopped  https://t.co/hveMSIrUla
961026522441240577 2018-02-06 18:59:12 -0400 <meka5566> So now @realDonaldTrump want to have a North Korea type weapon parades..... Why???? Americans Honor Our Military  heroes , not our Military weapon.... Ditators do that
961026521967230976 2018-02-06 18:59:12 -0400 <hwyphd1> @DanAlden73 @johnrobertsFox @FoxNews @AdamSchiffCA @realDonaldTrump Or country
961026516493709313 2018-02-06 18:59:11 -0400 <connie2589> @businessinsider @Scaramucci Mr. President @realDonaldTrump, you may be a good negotiator but this time there is no "Art of the Deal". These criminals don't play your games. Don't do the interview.  Everyone keeps trying to tell you that.
961026513973006336 2018-02-06 18:59:10 -0400 <Johnnyrock6998> @realDonaldTrump Screw them demtards. If it we're there off spring they would do something about it. But, probably not because you have to care about people and your off spring to want to do something. We know they like having there's removed if it don't shoot them.
961026513402580994 2018-02-06 18:59:10 -0400 <roxelie59> @LCVoters @SenJeffMerkley @realDonaldTrump  https://t.co/m7yD7vvyaG
961026511750025216 2018-02-06 18:59:10 -0400 <avivas68> @realDonaldTrump @Colts  https://t.co/KJW7OvMTQ6
961026509996638209 2018-02-06 18:59:09 -0400 <GrowthMindsets3> @realDonaldTrump @WhiteHouse Are these law enforcement officers biased also Donald?
961026509803872256 2018-02-06 18:59:09 -0400 <Una_Alta_Volta> @realDonaldTrump I couldn't agree more- the opposite of @RepAdamSchiff who is a Soros connected weasel(sister married t Soros' son)... You know the old saying "tell me w whom u hang around &amp;I'll tell u who are"
961026506024673280 2018-02-06 18:59:08 -0400 <RobinFinn702> @tedlieu @RutherfordRocks @realDonaldTrump Mmmm.... cookies 🤔
961026503629791232 2018-02-06 18:59:08 -0400 <ZenBass> @realDonaldTrump If it wasn't for your father's money, you would be hard-pressed to keep a job collecting shopping trolleys in a supermarket car park
961026500773498880 2018-02-06 18:59:07 -0400 <LeonardMancuso1> @realDonaldTrump @Colts ARE WE GOING TO ENFORCE OUR LAWS? WE ARE A NATION OF LAWS  I THINK MAYBE THEY CHANGED IT WTF  !
961026498881884160 2018-02-06 18:59:06 -0400 <PrometheusBacc1> @realDonaldTrump He has a technique too. Lift the bag, check the oil, trombone, smack dat, wax on, repeat.
961026495509680130 2018-02-06 18:59:06 -0400 <24talk> @Macfalconer @realDonaldTrump Well said, sir. 👏👏👏
961026494465171457 2018-02-06 18:59:05 -0400 <aitepaeapaea> @realDonaldTrump #2a - the immune system of the body politic
961026493039153152 2018-02-06 18:59:05 -0400 <fall_sapphire> @JuliaManch Who gives a 💩 what inspired #CadetBoneSpurs. @realDonaldTrump #DraftDodger wants FRENCH MILITARY PARADE. NO. @washingtonpost @latimes @TDOnline @MiamiHerald @denverpost @NOLAnews @chicagotribune @CNN @MSNBC @SenSchumer @SenateDems @HouseDemocrats @HouseGOP @SenateGOP
961026492468736000 2018-02-06 18:59:05 -0400 <88ejr88> @therealsusanq @IanMolony @SaraCarterDC @realDonaldTrump @HouseGOP *It
961026492338720773 2018-02-06 18:59:05 -0400 <jpes70> @adamstrangeart @DonnaWR8 @realDonaldTrump Which laws did he break?
961026484788895744 2018-02-06 18:59:03 -0400 <mumziejen> @realDonaldTrump planning a dictator style military parade when the heat is on him, kinda feels like he’s threatening to stay in power by any means necessary #MuellerTime
961026484264566784 2018-02-06 18:59:03 -0400 <dancinglight4u> @realDonaldTrump What are they doing about radical right wing Christian men!
961026479374073856 2018-02-06 18:59:02 -0400 <IAmAlexDeSelms> @nburzych @DavidNakamura @GregJaffe @PhilipRucker @realDonaldTrump   https://t.co/nIHqOc308D
961026475418828800 2018-02-06 18:59:01 -0400 <charrion> @realDonaldTrump Hey President Anchor-Baby, when are you leaving?  Cuz you ain't worth shit.
961026473636319232 2018-02-06 18:59:00 -0400 <Harold66434459> @MysticKnitter @Natashasjam @dag4192 @AdamSchiffCA @realDonaldTrump No the driver blew him away with his left hand and that's why he's brains flew on the trunk watch the video on Youtube limo driver kills JFK  https://t.co/7zo5nHhVRe
961026473342758912 2018-02-06 18:59:00 -0400 <CryptoFont> @realDonaldTrump New #binance pump group! Make quick #money by boosting the #exchange! Join our #Discord now! We will not start pumping til we reach 2k+ members in this group.  https://t.co/v8AChEnyiJ
961026472319348736 2018-02-06 18:59:00 -0400 <StephenGlahn> Maybe even read the first sentence. @realDonaldTrump will #coverup but #Demmemo will leak out...  Sanders: Trump has seen Democratic intel memo @CNNPolitics  https://t.co/gxIhhH7xnM
961026472176685056 2018-02-06 18:59:00 -0400 <TheNewsBriefing> @realDonaldTrump Keep up the pressure, Mr. President.  As you rightly said, if we don't have borders then we don't have a country!
961026471358689280 2018-02-06 18:59:00 -0400 <jordj2012> @Noah_Moshiah @realDonaldTrump Как получить от государства 260 000 рублей? Не многие знают как:подробности&gt;&gt;      https://t.co/OMg4LHt9s7
961026470545186817 2018-02-06 18:59:00 -0400 <thefirstkatt> @flyspecker @What_If_Only @SenatorBrittain @realDonaldTrump Really? Ok. I’ll play. Educated in one of the best school districts in the NE through high school. I got my BA-when they weren’t handing them out to just anyone; attended classes, took my own exams, used a library, and wrote my own papers. I finished with an MS. Your point?
961026470247313409 2018-02-06 18:59:00 -0400 <ScintaAnne> @REALtrumpbureau @chuckwoolery @SenSchumer @realDonaldTrump   https://t.co/C5JsIQYxhb
