1177734664749928448 2019-09-27 19:59:59 -0400 <waltisfrozen> You're in trouble now, @realDonaldTrump  https://t.co/vb5yKlDXAy
1177734605199282177 2019-09-27 19:59:45 -0400 <MikeT04204834> @realDonaldTrump DID YOU START ARMlNG YOUR REPUBLICAN PARTY WITH THE BEST LAWYER S IN THE WORLD TO FIGHT OFF THESE LYING DEM WACKOS
1177734604696047616 2019-09-27 19:59:45 -0400 <Daybell7Steve> @kitsap_lady @realDonaldTrump @SunFireSong Have faith.  Everybody will face justice.  Have to or the Union will fall.
1177734602271657984 2019-09-27 19:59:45 -0400 <markcraig42281> @SpeakerPelosi @realDonaldTrump Pelosi is not to be messed with! This brilliant woman doesn't play around.
1177734601600458752 2019-09-27 19:59:44 -0400 <pwrcorrupts> @realDonaldTrump Argh! This is so irritating! Angry! Civil  war.
1177734600287756291 2019-09-27 19:59:44 -0400 <DavidMo19340899> @realDonaldTrump You are right, no other president will feel safe violating the oath that they took to protect the Constitution and defend it against enemies foreign and domestic. Thanks for showing them the consequences of violating that oath.
1177734599641714688 2019-09-27 19:59:44 -0400 <hmdoppelganger> @SpeakerPelosi @realDonaldTrump 🔥 🔥 🔥
1177734596928167937 2019-09-27 19:59:43 -0400 <eyceeslim> @Brasilmagic @realDonaldTrump He won't spend time with Tiffany, she's not pretty and skinny enough.
1177734596529664000 2019-09-27 19:59:43 -0400 <StupidSee> @Andria1217 @StewardshipAmer @realDonaldTrump Please for once, can any of you cite a crime or corrupt act he has committed, with any facts or evidence??????
1177734595078492160 2019-09-27 19:59:43 -0400 <dkmnow> @ShemekaMichelle @AdrianNormanDC @realDonaldTrump You mean the 'tenacity' of a third-grade bully who wails "he hit me first!" after beating up a kid half his size?  Is that the 'tenacity' you mean?
1177734594105204736 2019-09-27 19:59:43 -0400 <colonialjock> @realDonaldTrump And the Republican’s are to be known as the modern day Nazi’s - how you got elected @realDonaldTrump  it is beyond me how you got elected sir but I’m positive you’re gonna lose your throne soon as enough!!
1177734592540925954 2019-09-27 19:59:42 -0400 <larbet> @GOPChairwoman @realDonaldTrump ronna dear you’re blinded by the orange haze.
1177734591668465664 2019-09-27 19:59:42 -0400 <BellaMax12> @GOPChairwoman @realDonaldTrump  https://t.co/r5wyGxNXIv
1177734590821228544 2019-09-27 19:59:42 -0400 <jo31313jo> @SethAbramson There ARE always tapes!  😂 This is going to be glorious! He’s going to be the #bigestloserever @realDonaldTrump. Daddy &amp; mommy would be so proud of the monster they created.
1177734590666072065 2019-09-27 19:59:42 -0400 <FabFreddy4> @DanaBashCNN @PamelaBrownCNN .@realDonaldTrump WOW! This fire is burning HOT and fast!!! #Impeach
1177734590364098562 2019-09-27 19:59:42 -0400 <BunnanaKatana> @c_cgottlieb @ekimental @DZAkins @TheParkwayDeli @WhiteHouse @realDonaldTrump Mmmmm katz's is the shit. My uncle took me there I think when I was in n.y. mightve been another place though, I was much younger then lol.
1177734590112370690 2019-09-27 19:59:42 -0400 <lajaharmony> @realDonaldTrump  https://t.co/vvYSMux2IK
1177734589869113345 2019-09-27 19:59:42 -0400 <him_impeach> @KamsMadrid @StewardshipAmer @realDonaldTrump Bahahahahahahaajaj.  Moron
1177734589785227265 2019-09-27 19:59:42 -0400 <sauval> @KellyO @realDonaldTrump Trump has got to be using the TelePrompter for that statement of being proud of Hispanic-Americans. This is not something Trump could possibly think to say, all by himself!
1177734586886868993 2019-09-27 19:59:41 -0400 <RandyBr89986102> @The6ixFan @ScottPresler @realDonaldTrump Hey dummy, Husane Oboma added 8 trillion in 8 years to our defiit.
1177734586710650880 2019-09-27 19:59:41 -0400 <jksowell63> @tedlieu @realDonaldTrump @NRA What???!!!
1177734585301553152 2019-09-27 19:59:41 -0400 <TexasGal_98> @realDonaldTrump @CNN Did your spelling tutor point your mistake out to you? You are a disgrace and hilarious to watch! No Real Competent President would conduct himself as you do😂!
1177734584995323905 2019-09-27 19:59:40 -0400 <Highlandista> @VP @realDonaldTrump Focusing on those jobs, eh? Say hello to all those folks at Carrier that your orange Svengali promised wouldn't lose their jobs when you postponed the closing of their plant and made them think that there was a future in it when they were always gonna move to Mexico anyway.
1177734584538206208 2019-09-27 19:59:40 -0400 <LPGChile> @CastroEspinM @ONU_es @Almagro_OEA2015 @OEA_oficial @realDonaldTrump  https://t.co/08SWYKSr5A
1177734584340893696 2019-09-27 19:59:40 -0400 <Fundy23> @realDonaldTrump @CNN Wow thank God you worry about the important stuff
1177734583804203008 2019-09-27 19:59:40 -0400 <mschase5> @SarahHuckabee @realDonaldTrump No Sarah the most embarrassing and dumbest move he made politically was hiring you
1177734583569338368 2019-09-27 19:59:40 -0400 <calekst> @DreamBigalways1 @TheBaxterBean @realDonaldTrump Ah, you’re actually mixing up a couple of things. The scenario, you described was for $1.7 billion. (Cont.)
1177734582512148480 2019-09-27 19:59:40 -0400 <KellyLPeterson2> @VP @SlideshowLacey @realDonaldTrump Keep up the good work Mike. The American people will notice.
1177734581492961280 2019-09-27 19:59:40 -0400 <01splcheck> @GeorgeResch @rustlesscub @realDonaldTrump Hillary didn't even go to Wisconsin! #campaigns
1177734580490645504 2019-09-27 19:59:39 -0400 <DebHorne63> @realDonaldTrump A favor though...
1177734580029333504 2019-09-27 19:59:39 -0400 <anitanash53> @gagen_patricia @AlishaLee2020 @realDonaldTrump Right...a real authority on everything right there. I blocked.
1177734579249172480 2019-09-27 19:59:39 -0400 <gerrysgirl2017> @SenTedCruz @AmericaNewsroom @realDonaldTrump YOU’RE not good for the American people! You support a man who put his personal agendz ahead of the security of the US. You’re a disgrace to Texas and to the US.
1177734577319600128 2019-09-27 19:59:39 -0400 <AntWrobb> @realDonaldTrump where was the appropriate part, where you were going to hold back OUR TAX PAYER MONEY to support your campaign? oh, that part.
1177734575881109506 2019-09-27 19:59:38 -0400 <DeborahaMuraws3> @marchmatron @IGrace2 @realDonaldTrump I’m not a bot! I’m as real as you are!
1177734575067422721 2019-09-27 19:59:38 -0400 <kerlgirl62> @realDonaldTrump ADAM SCHIFF IS THE MAN !!!
1177734574601752576 2019-09-27 19:59:38 -0400 <505_303> @realDonaldTrump @CNN Third grade spelling book needed immediately.
1177734574438322176 2019-09-27 19:59:38 -0400 <DurfeeMadonna> @whsanchez111 @BleueFaerie @PeoplesCourt79 @realDonaldTrump Not that oath lovebug. Military. 😘
1177734574119559168 2019-09-27 19:59:38 -0400 <Schiefer4> @KhanyiTheGreat @thenank001 @Enderpone @tonyposnanski @realDonaldTrump I never said there was no difference. There are differences. You're just the one making it clear you view them as inferior, which I disagree with strongly.  https://t.co/tEWlKpLzjt
1177734574081601536 2019-09-27 19:59:38 -0400 <a_standal> @tedlieu @votevets @WhiteHouse @realDonaldTrump I don’t know, but maybe we should pump the brakes on sending our troops to Saudi Arabia until we’re sure American troops aren’t being exploited for the trump crime family’s personal gain.  https://t.co/I5wqhVFCj5
1177734573008068609 2019-09-27 19:59:38 -0400 <CAROLIN09151906> @Brooke_Kelly87 @realDonaldTrump Trump2020
1177734572596809728 2019-09-27 19:59:38 -0400 <RoseIsRational> @realDonaldTrump You are evil.
1177734572294856704 2019-09-27 19:59:37 -0400 <DavidCr49639262> @SpeakerPelosi @realDonaldTrump Liar!  Resign, Speaker Dementia!
1177734572169142274 2019-09-27 19:59:37 -0400 <bdogleague> @realMikeLindell @realDonaldTrump Wow, congratulations!
1177734572060086272 2019-09-27 19:59:37 -0400 <LomannoJ> @dcexaminer @realDonaldTrump @GOP Primary the SOBs
1177734572026368000 2019-09-27 19:59:37 -0400 <Melly_sheknows> @RAWisROLLIE @funksoulsista @RepStevenSmith @realDonaldTrump Trying to set Trump up. As soon as Trump found out Epstein was a pedophile he ban him from his golf club and his life.
1177734571632320513 2019-09-27 19:59:37 -0400 <leewyoung> @realDonaldTrump No fucknut, you committed treason.
1177734571502129153 2019-09-27 19:59:37 -0400 <JohntheRevela14> @SenJeffMerkley @SenWhitehouse @SenDemsClimate @UN @realDonaldTrump The only thing I see are 2 corporate shills in D.C. There in line with another state shill. Oh he sees the crisis looming on the horizon, along with 1/2 the population, who along with the people support the constitution will switch the light off on the party of the past.
1177734571107991557 2019-09-27 19:59:37 -0400 <CommonSenseSqu1> @MicksterRises @Jan_Goldfinch @FogCityMidge @CarlHigbie @realDonaldTrump Again with the exaggerations. You will always jump at what ever MSM tells you to. You are a good ignorant party member. Good job, brother.
1177734570814459904 2019-09-27 19:59:37 -0400 <JECarrillo1> @funder @realDonaldTrump 👎👎👎
1177734570365468672 2019-09-27 19:59:37 -0400 <akitasan> @mmpadellan @realDonaldTrump Obama is my President!  Never considered this racist POtuS anything but the pos he and his family are and will forever be.
1177734569023463424 2019-09-27 19:59:37 -0400 <bb4spd> @SpeakerPelosi @realDonaldTrump It would be if it were true.  https://t.co/wRGHpaEjVB
1177734568209551360 2019-09-27 19:59:36 -0400 <jojoeab> @SpeakerPelosi @realDonaldTrump lol #veto
1177734567026921472 2019-09-27 19:59:36 -0400 <JenEvans6544> @SarahHuckabee @realDonaldTrump Don’t you have ashy eye makeup to be fixing?
1177734565101748224 2019-09-27 19:59:36 -0400 <MothPAC> @CyranJoseph @Str8jenn @ABurdmanAAL @ThomasFines @TWITMO_INMATE @MatthewJshow @realDonaldTrump I'm having trouble finding where Zelensky mentions Biden first. What's the quote?
1177734564946628608 2019-09-27 19:59:36 -0400 <Barbara12689822> @nivekronnoco @eburetto @tedlieu @realDonaldTrump @NRA Lying to Congress  Lying about Mueller report,   involvement in Ukraine?? Barr is a traitor to USA!
1177734564762079233 2019-09-27 19:59:36 -0400 <BrianLiberal777> @APencilneck @realPius_A_Has @SpeakerPelosi @realDonaldTrump I get that but why should Trump have more powers, than the powers that US Presidents are already given ?
1177734563801358336 2019-09-27 19:59:35 -0400 <Lisa_ITMFA> @BettyBowers @realDonaldTrump Many people are saying!
1177734563168182272 2019-09-27 19:59:35 -0400 <danielbkof2> @cat_toth @AlexVickeryHowe @realDonaldTrump Maybe you could read federal election laws. And I repeat the point about Trump's people knowing it was wrong: They hid the transcript on a "highly classified" server, though nothing classified was discussed (as was later admitted), simply to keep anyone from finding out.
1177734562748731392 2019-09-27 19:59:35 -0400 <hawksmotorspor1> @realDonaldTrump Keep draining it we’re behind you
1177734562438356992 2019-09-27 19:59:35 -0400 <mtclifford84> @ladieluv16 @DarleneBullins @HillaryClinton @realDonaldTrump Which means you can’t name any examples, because you didn’t, you just name called.
1177734560596946944 2019-09-27 19:59:35 -0400 <SeattleTeamGear> @realDonaldTrump TRUMP’S 2,000 CONFLICTS OF INTEREST (AND COUNTING)  https://t.co/gqEdC9mLJQ  https://t.co/CZ81XP98NM
1177734560341204992 2019-09-27 19:59:35 -0400 <Senad1978hotma1> @PressSec @realDonaldTrump Hispanics hates the POTUS, because of what he is done to them. https://t.co/4PcC8xet0e
1177734559447826433 2019-09-27 19:59:34 -0400 <notjoshlowe> @realDonaldTrump @CNN You can’t spell “describe” hahahahaha
1177734557908385795 2019-09-27 19:59:34 -0400 <Brawny50> @realDonaldTrump @POTUS Looks like Lumpy is getting scared
1177734557891747840 2019-09-27 19:59:34 -0400 <BDBoopster> @QueenCheetahD @realDonaldTrump He's not tweeting though.
1177734556419596293 2019-09-27 19:59:34 -0400 <dutch163> @realDonaldTrump tell that to this guy!  https://t.co/nS32dnDA9x
1177734555916279809 2019-09-27 19:59:34 -0400 <dean_dcdewitt> @VP @realDonaldTrump Your up to your  albino eyebrows in corruption
1177734555635212288 2019-09-27 19:59:33 -0400 <sfbible1> @tedlieu @realDonaldTrump Dude, going through life with perpetual testicles on your chin is not a good look....you want to cast stones???.....I said "stones"....I'm sure you, of all people, get it.....
1177734555597451265 2019-09-27 19:59:33 -0400 <givemefacts1st> @PikachuSerena @NCfarmer321 Crude and is bullying of POTUS! Report it to Melania's "Be Best" AND ask her for certification of validation at @realDonaldTrump
1177734555102433280 2019-09-27 19:59:33 -0400 <HAKCAN98> @SarahHuckabee @realDonaldTrump Running scared.
1177734554058137600 2019-09-27 19:59:33 -0400 <Resister4life> @realDonaldTrump @CNN dEscribing.     ‘ apostrophe. This is a hyphen-
1177734552288190464 2019-09-27 19:59:33 -0400 <pintonD1> @realDonaldTrump Yes we know. It was a perfect, beautiful call.  The most perfect call in history!😂😂😂
1177734551881371649 2019-09-27 19:59:33 -0400 <mmyersjones> @ksuch8171 @priyesh015 @alx @realDonaldTrump The wrong in what? I do not understand?
1177734551583547394 2019-09-27 19:59:33 -0400 <mtgjbone> @realDonaldTrump YOU. ARE. THE. SWAMP
1177734550773878784 2019-09-27 19:59:32 -0400 <MoNoddles> @jkbjournalist And @realDonaldTrump the so called anti globalist (he doesn’t even know what it means) has only increased the military on your dime. He doesn’t give a shit about anyone but himself.
1177734550635589632 2019-09-27 19:59:32 -0400 <aintwesomething> @RepAndyBiggsAZ @POTUS @realDonaldTrump Good.
1177734550211817473 2019-09-27 19:59:32 -0400 <lilytree5> @SpeakerPelosi @realDonaldTrump Thank you Nancy for this and  finally moving to hold the president to account. My faith in the system is not completely dead! #proudconstituent
1177734549414924288 2019-09-27 19:59:32 -0400 <AnnaChabry> @realDonaldTrump Mr Trump, you are the BEST!!!
1177734549117095936 2019-09-27 19:59:32 -0400 <WalkingSue1> @realDonaldTrump @CNN I know this is petty but I’m starting to develop bad spelling habit from reading your tweets. And I’m an adult. Imagine how much harm you’re doing to young kids.
1177734548949553152 2019-09-27 19:59:32 -0400 <MelindaDollive> @Scaramucci @realDonaldTrump Pathetic to consider
1177734547917553664 2019-09-27 19:59:32 -0400 <MarkWest1957> @realDonaldTrump  https://t.co/5V2DzlgLyU
1177734546814590977 2019-09-27 19:59:31 -0400 <AlainnFocail> @realDonaldTrump @CNN Such as calling an apostrophe a hyphen.
1177734543698100225 2019-09-27 19:59:31 -0400 <mikemosqueda> @realDonaldTrump @POTUS Okay little guy... nice logic you got there. Did you buy it at the toilet store?
1177734542523867137 2019-09-27 19:59:30 -0400 <DeclanReilly18> @ScottFordTVGuy @realDonaldTrump Are you aware how cult-like this sounds?
1177734542314094593 2019-09-27 19:59:30 -0400 <Michael64292092> @realDonaldTrump I know you are sir you just keep on keeping on thank you for what you do it’s real hot down here in the south but hey we can handle it
1177734542016368640 2019-09-27 19:59:30 -0400 <ohitsonmom> @ChatByCC @realDonaldTrump Awwww bless your heart.
1177734541831741440 2019-09-27 19:59:30 -0400 <JohnofBrookston> @realDonaldTrump You went off the rails as soon as you uttered the words "I need a favor". Enjoy prison.
1177734540607049728 2019-09-27 19:59:30 -0400 <JeanPac73948251> @SteveScalise @realDonaldTrump Shut up! If you work for a criminal, you become a criminal.
1177734540602806272 2019-09-27 19:59:30 -0400 <wephunk1> @realDonaldTrump Ironically you are draining the swamp by abandoning, incriminating and ratting out your closest friends, advisors and associates.   To finish draining the swamp you just need to turn yourself, your business records and tax returns over to Congress &amp; the U.S. public.
1177734540401545217 2019-09-27 19:59:30 -0400 <SammieIsSam> @tedlieu @WhiteHouse @realDonaldTrump Me getting ready to watch Comrade Trump squirm  https://t.co/LiPrw0zN6x
1177734540250497024 2019-09-27 19:59:30 -0400 <E7Ehnbom> @realDonaldTrump @LindseyGrahamSC Back when we thought you had a spine, Miss Graham!  https://t.co/WlKj2NNjlA
1177734538241482752 2019-09-27 19:59:29 -0400 <madetosink> @realDonaldTrump Trump follows on twitter approximately the same number of people he actually gives a shit about including himself... actually subtract 46 from that.
1177734537478057985 2019-09-27 19:59:29 -0400 <WorldFlipped> @scrivbalto @morgfair @NancySinatra @QuancyClayborne @realDonaldTrump @CNN How about discribe vs describe?
1177734537230639105 2019-09-27 19:59:29 -0400 <franperkins770> @realDonaldTrump U just keep lying and U lie while trying to justify. cnn and American's love their beloved country.... so do the democrats U lie,  &amp; it is your job to answer to the people. which U do not. U give no respect so U get none. you are a dictator. move to Russia.
1177734537125728256 2019-09-27 19:59:29 -0400 <vickanneb> @tedlieu @realDonaldTrump Nothing new....
1177734533199925249 2019-09-27 19:59:28 -0400 <PamSimson> @LouDobbs @robertjeffress @GordonGChang @EdRollins Only impeachable offense @realDonaldTrump committed isn’t beating Hillary Clinton Impeachable offense is his willingness to expose the crimes committed in Washington DC over the past 50 years
1177734529974505473 2019-09-27 19:59:27 -0400 <OnetermDJTrump> You were so right Lindsey!  @LindseyGrahamSC @realDonaldTrump
1177734528972013568 2019-09-27 19:59:27 -0400 <ScottJEngel3> @realDonaldTrump Way over due
1177734527055093761 2019-09-27 19:59:27 -0400 <BillKammerer> @realDonaldTrump Sounding more and more like you're (that's an apostrophe btw) taking orders directly from Putin .
1177734527009067008 2019-09-27 19:59:27 -0400 <joanpeters0108> @NRA @GOP @senatemajldr @SpeakerPelosi @TheDemCoalition  @realDonaldTrump Impeachment cannot happen quickly enough.  #SaveAmericaImpeachTrump
1177734526530936832 2019-09-27 19:59:27 -0400 <Max_Power10> @LouDobbs @EdRollins @realDonaldTrump My condolences to the Rollins family.  What?        He’s alive?
1177734524991463425 2019-09-27 19:59:26 -0400 <joecer10> @realDonaldTrump @CNN I will never watch CNN. Too many lies and falsehoods.
1177734524542881793 2019-09-27 19:59:26 -0400 <RedPills4u> @Daunting_1 @AlishaLee2020 @realDonaldTrump Clearly you don’t understand strategy. If you are a hunter and could trap one animal or an entire herd wouldn’t you remain patient and take the whole herd when possible?
1177734523980845057 2019-09-27 19:59:26 -0400 <NancyPulliam10> @realDonaldTrump The people that voted democrat will thank you some day. Be voting for you in 2020.  My grandma always told me "kill them with Kindness " good advice.
1177734522940452864 2019-09-27 19:59:26 -0400 <montereywholesa> @SthrnMomNGram @POTUS @realDonaldTrump Lol😂 They're all nut jobs!
1177734519186759681 2019-09-27 19:59:25 -0400 <richone469> @real_defender @realDonaldTrump Tronald Dump is a liar. He has never told the truth once to the American people. Now is the time for him to resign before all the truths start to come out as his walls come crumbling down
