1198390771298242561 2019-11-23 18:59:59 -0400 <_my_pov> @realDonaldTrump  https://t.co/XxjmpvY4pq
1198390746837069825 2019-11-23 18:59:53 -0400 <Mommadocando> @TWIT_ANTHONY @realDonaldTrump What have I got to lose my home my insurance my trips to get food at a church because of Trumps Tariff
1198390745482162176 2019-11-23 18:59:53 -0400 <BaronVonZengler> @realDonaldTrump  https://t.co/hiu5XaJsZr
1198390741816492033 2019-11-23 18:59:52 -0400 <MissyFuryu> @itsJeffTiedrich @realDonaldTrump @IngrahamAngle  https://t.co/NxUeO9FQuI
1198390741728452612 2019-11-23 18:59:52 -0400 <WillyT14> @mxPlzner @AngelaBelcamino @realDonaldTrump Mueller Time? Am I right? How’d that work out?
1198390741438828545 2019-11-23 18:59:52 -0400 <Lucy72794184> @stevensoileau1 @MatthewJshow @realDonaldTrump That cause so many people to died a horrible dead with their lungs not working and for what $$$$.
1198390741170561024 2019-11-23 18:59:52 -0400 <DevilsA40599657> @fliflisky @AvaMarcaillou @realDonaldTrump And now your a slave to trump, funny how that worked out.
1198390740247891969 2019-11-23 18:59:52 -0400 <bjffoster> @realDonaldTrump @jasoninthehouse @FoxNews The democrats are a disgrace and a disaster for America!
1198390739698360321 2019-11-23 18:59:52 -0400 <Jreeves0524> @ijgemini @PaulG066 @PilzPoppy @dbligon @NoWay7790 @realDonaldTrump How was the Schiff, hide the WB, secret depositions before public depositions, lie about contact with the whistleblower, deny the minority from presenting witnesses, anything other than the youtube video I just posted...
1198390739241197569 2019-11-23 18:59:51 -0400 <KMAWE_1951> @TWIT_ANTHONY @realDonaldTrump When you're down in troubles And you need some love and care And nothing, nothing is going right Close your eyes and think of me...
1198390738708361217 2019-11-23 18:59:51 -0400 <now_justice> @realDonaldTrump The shrinking GOP.  95% of what?  https://t.co/eobEg29iGN
1198390738570108928 2019-11-23 18:59:51 -0400 <Dstella> @realDonaldTrump Federal deficits are up 26% , but we don’t hear you about that Donny
1198390738070966274 2019-11-23 18:59:51 -0400 <swon26> @realDonaldTrump @FoxNews @RepAdamSchiff ...when there’s this kind of corruption?” Even your puppets complicit at Fox&amp;Friends didn't endorse your conspiracy theory about Crowdstrike, which its located in CA U.S.A, and not owned by wealthy Ukrainian. When you lied about @DNC gave the server to Ukraine...
1198390737924214785 2019-11-23 18:59:51 -0400 <prometheus3116> @realDonaldTrump Allow me to paraphrase: "When I find the guy that called 911 on my crimes, I'm gonna kick his ass!!!!! But also, I didn't commit any crimes. For real. See? I even said it. No crimes. Bam! Innocent. Case closed." #impeachment
1198390734229032961 2019-11-23 18:59:50 -0400 <MccoySpuds> @realDonaldTrump Good JOKE....You and your administration are a failed experiment.  Your base is disintegrating.
1198390729841639424 2019-11-23 18:59:49 -0400 <chattycat1966> vice President Pense is in Iraq while @realDonaldTrump spends 55 min talking to Fox Tv station, what is wrong with this?
1198390725831843840 2019-11-23 18:59:48 -0400 <peter_c_william> @GeraldKutney @realDonaldTrump @ScottMorrisonMP @jairbolsonaro @jkenney See also  https://t.co/WYamtOcqLM
1198390724322119687 2019-11-23 18:59:48 -0400 <IridescentAshes> @GOP @EliseStefanik "But [enemy du jour]!" Look over there everyone so you don't see @realDonaldTrump skirting the rule of law, stealing from workers, caging kids, creating war, destroying American respect &amp; trade globally, hiring the 'best (criminal) people', screwing over #vets, etc @GOP #Impeach
1198390723273515009 2019-11-23 18:59:48 -0400 <artychris> @jalmodov @Pappiness @realDonaldTrump * we're
1198390722975551488 2019-11-23 18:59:48 -0400 <krissycar> @DebbieLesko @realDonaldTrump  https://t.co/Aw0xFJRmtr
1198390719712509954 2019-11-23 18:59:47 -0400 <DBM_jayjay> @LisaTay20565222 @GeraldoRivera @DonaldJTrumpJr @realDonaldTrump Wishful thinking
1198390718215196674 2019-11-23 18:59:46 -0400 <DeweyCGreen> @CLewandowski_ @realDonaldTrump Yes please do!
1198390717099446273 2019-11-23 18:59:46 -0400 <debakes> @AndyOstroy @RudyGiuliani @realDonaldTrump Yeah, what an interesting and intriguing “game” being played. You are so important and crucial, Rudy.
1198390716726165504 2019-11-23 18:59:46 -0400 <sandratebarcoll> Approve #NurOwn please. Help all the #pals Around the world  https://t.co/jz4RWnXON0 @FDAenEspanol @FDACBER @FDACommissioner @US_FDA @realDonaldTrump @VP @POTUS @FLOTUS @WhiteHouse @lisamurkowski @RepGallagher @HHSGov @SecAzar @SanfordBishop @RepBarbaraLee @RepCuellar @SenTedCruz
1198390714452860928 2019-11-23 18:59:46 -0400 <Harfo_msq> @asarabaugus @realDonaldTrump 🤣🤣🤣🤣
1198390711709663234 2019-11-23 18:59:45 -0400 <JudyRiuliani1> @OnalaskaGarry @marc_lotter @KeishaJake @PeteHegseth @foxandfriends @realDonaldTrump @Twitter @jack I don’t think the political ad ban has gone into effect yet.
1198390711479091201 2019-11-23 18:59:45 -0400 <escapedexpat> @realDonaldTrump So true and I hope when they go home Dems realize the voter are not this BS.  We want them to help Trump tell them so.
1198390702113087489 2019-11-23 18:59:43 -0400 <meguriai05> @AOC Now only if ALL those Yale/Harvard students DEMAND the resignation of @realDonaldTrump , THEN we'd be getting somewhere to end climate change and corrupt policies that ARE destroying this country and the world...👏👏😊
1198390700137680899 2019-11-23 18:59:42 -0400 <emteez2> @realDonaldTrump It's certainly not more than you deserve, sir!
1198390696933281792 2019-11-23 18:59:41 -0400 <TheStockCarBoy> @RudyGiuliani @realDonaldTrump  I think you and Trump should go on the road with your comedy show, you could call yourselves Dumb and Dumber
1198390696530583552 2019-11-23 18:59:41 -0400 <adslaughter1> @Tip_TLP @dpburnette @Mrcool327 @deneenborelli @Rasmussen_Poll @realDonaldTrump @TeamTrump Bye Felicia. Go do some research so we can be on the same level.
1198390694840193024 2019-11-23 18:59:41 -0400 <JoeCorey17> @DCaddell22 @don_herbst @GeraldoRivera @DonaldJTrumpJr @realDonaldTrump You’re a bot with 11 followers.  Go peddle your nonsense somewhere else.
1198390689727307776 2019-11-23 18:59:40 -0400 <historyscienceT> @realDonaldTrump Wrong. Wrong. Wrong.
1198390688871636992 2019-11-23 18:59:39 -0400 <PauletteParis1> @45rapedkatie5 @dont_lie_45 @realDonaldTrump He would fall over in he had one hand in pocket and the other flinging jacket over shoulder.
1198390688582266881 2019-11-23 18:59:39 -0400 <GregMerryman> @not_your_dave @MackAfterMdnite @SenSchumer @realDonaldTrump So you make it about party. You talk down to people,
1198390687114379264 2019-11-23 18:59:39 -0400 <Mets69862> @realDonaldTrump @realDonaldTrump it's for one reason only sir &amp; that's u r the best POTUS this nation has ever had &amp; the spineless republicans r starting to see the people r fired up an behind u 💯. We r standing with u &amp; not the party! The party is relevant because of u. GREATEST POTUS EVER
1198390686116122624 2019-11-23 18:59:39 -0400 <rhodeislandmikm> @realDonaldTrump 🖕🖕🏽🖕🏻🖕🏽YOUR GOING TO JAIL!!
1198390685943992321 2019-11-23 18:59:39 -0400 <Canman08394405> @ZippyNetworks @real_defender @realDonaldTrump @jasoninthehouse @FoxNews He's only going to buy paintings of himself with your money.
1198390678004346882 2019-11-23 18:59:37 -0400 <TheBaxterBean> @realDonaldTrump  https://t.co/q852ntp6Q0
1198390676939034626 2019-11-23 18:59:37 -0400 <joannecamarill1> @realDonaldTrump Not everybody is drinking the GOP punch!  PEOPLE over PARTY...Republicans and young Republicans there is Life after our Crook in Chief and your constituents should Matter. @SenateGOP
1198390676502786048 2019-11-23 18:59:36 -0400 <not_your_dave> @GregMerryman @MackAfterMdnite @SenSchumer @realDonaldTrump ETA this was a bipartisan effort and the only one stopping it is Trump. I'm not making this about him, he is.
1198390676272140288 2019-11-23 18:59:36 -0400 <donscoop> @NoWay7790 @realDonaldTrump I mean he did testify Trump wanted nothing and confirmed to Turner that nobody on Earth told him they were withholding aid for dirt, but cool meme I guess...
1198390675953176576 2019-11-23 18:59:36 -0400 <njdimeo> @RichardHaass @MaxBoot @realDonaldTrump Fantastic, patriotic move.  But seriously... what's this really going to do?  Absolutely nothing!  If anything, these two leaders will also be smeared by Trump's cult.
1198390671394189315 2019-11-23 18:59:35 -0400 <danielle_dailey> @ScottPresler @realDonaldTrump Mine as well
1198390670328815616 2019-11-23 18:59:35 -0400 <AW60> @realDonaldTrump More lies. #LiarInChief
1198390669280239617 2019-11-23 18:59:35 -0400 <EugLoz> @RealityTVBitch1 @TaylorArmstrong @WhiteHouse @DonaldJTrumpJr @instagram @realDonaldTrump @TaylorArmstrong I think they’re referring to the garbage that’s associated with the post @realDonaldTrump @DonaldJTrumpJr
1198390668244045825 2019-11-23 18:59:34 -0400 <SatvikShetty4> @NewGopforUSA @realDonaldTrump @JohnKasich Trump's cool tho
1198390667963187200 2019-11-23 18:59:34 -0400 <seaworthy33> @realDonaldTrump If Schiff testifies Mr President, will we See George Soros Hans up the back of Schiff jacket, pulling the strings to make his mouth move?
1198390665698107392 2019-11-23 18:59:34 -0400 <kcrazy4792> @realDonaldTrump For impeachment looks like it's pretty "UP" to me 2+
1198390665081753601 2019-11-23 18:59:34 -0400 <skypeople63135> @JohnDRobinson @DonGone5 @FreeGirlNowNYC @locoharfield @realDonaldTrump @IngrahamAngle How. Dare. You.  😂😂
1198390663806701570 2019-11-23 18:59:33 -0400 <JenCross27> @Airvooocht @realDonaldTrump Not anymore.
1198390663244591104 2019-11-23 18:59:33 -0400 <gtp2nv> @Slayergrrl1374 @gbentley1 @SenatorRomney @realDonaldTrump @PolitiFact ANY mood altering substance mormons are not allowed to partake in. But 9 wives is A-OK. 😂  This cynical buffoon should have never been in that meeting.... Just based off his beliefs and pure stupidity!!  But I can think of 160 millions reason why he was there.  #WeVapeWeVote  https://t.co/xXwqb5nfic
1198390662535794690 2019-11-23 18:59:33 -0400 <JCAdolphson> @realDonaldTrump Remember when The fondly remembered President Obama constantly reminded us how much we admired him? Nah me either.
1198390660891598853 2019-11-23 18:59:33 -0400 <PaigeWinstead> @SenJohnKennedy @realDonaldTrump is still a criminal
1198390658618122240 2019-11-23 18:59:32 -0400 <Girthaa> @FLOTUSGODESS @Mrtimrock @realDonaldTrump  https://t.co/cGW1ZSfxwu
1198390657011896321 2019-11-23 18:59:32 -0400 <hamil_san> @Asians4Rudy @RudyGiuliani @LindseyGrahamSC @realDonaldTrump Definitely Russian BOT, trying to distract us by self-labeling “Asian.”
1198390655917182976 2019-11-23 18:59:32 -0400 <sydrasmith> @420_organic @Debbie56111656 @realDonaldTrump True, it’s standard when you’re corrupt.
1198390655854231559 2019-11-23 18:59:32 -0400 <dgyancy65> @catturd2 @realDonaldTrump No firing squads? Full pun intended...
1198390655724032000 2019-11-23 18:59:32 -0400 <POSUTtRUmp> @realDonaldTrump  https://t.co/TRVtOdm7O3
1198390655275409408 2019-11-23 18:59:31 -0400 <TrumpATeam> @realDonaldTrump Democrats can’t be for the working class people IF they can’t pass USMCA now should be the strategy @GOP
1198390655023767552 2019-11-23 18:59:31 -0400 <Francis74575549> @realDonaldTrump Americans need the impeachment done!
1198390654562267136 2019-11-23 18:59:31 -0400 <BEM_8645> @MeatNCheez @AngelaBelcamino @realDonaldTrump When they spread lies and misinformation, your opinion and name calling is definitely less than accepting. I would say wasteful to say the least.
1198390648862380032 2019-11-23 18:59:30 -0400 <Espentheone> @WingsofNorway @UriksFredrik @realDonaldTrump @KremlinRussia_E Mulig han er reporter av rang, men han gir inntrykk av at den er veldig lav.Han er utenrikskorrespondent i USA, dette landet er mer en Donald Trump. At Græsvik kun twittrer om presidenten er og forblir ammatøraktig og spesielt. Og jo, det er en besettelse.
1198390648434507777 2019-11-23 18:59:30 -0400 <Danny313> @def_Function @iamgeeana52 @Debi29455509 @writethea @realDonaldTrump Wrong on all counts! This defines leftists...porn star payoff? False- no evidence! CBP taking kids? FALSE....these were criminals engaged in border jumping....a crime....when prisoners go to jail here in US, children don't go with them! Current hearings? witness "perception" only
1198390645989228552 2019-11-23 18:59:29 -0400 <nogg_the> @realDonaldTrump Trumpanzeez should have their own state so that normal people can live a better life  https://t.co/iBrY0R6MlD
1198390645137625088 2019-11-23 18:59:29 -0400 <RoseyPo81745944> @FrankDangelo23 @realDonaldTrump Bolton is a hard-line conservative and will not come through.  The Senate is in fed with this sub human.  We need to vote him out in November.
1198390643204202497 2019-11-23 18:59:29 -0400 <TRiSKRiDER> @realDonaldTrump You Mr. President, or i should say Emperor Trump are the biggest LIAR, CORRUPT and most DISHONEST person ever!
1198390642658951168 2019-11-23 18:59:28 -0400 <MissyFuryu> @itsJeffTiedrich @realDonaldTrump @IngrahamAngle  https://t.co/7s1TW2Faf9
1198390641845264385 2019-11-23 18:59:28 -0400 <bubbleboyPhil> @realDonaldTrump Mr. Trump you are boring and constantly say the same things over and over.
1198390635733979136 2019-11-23 18:59:27 -0400 <JediBearBob> @connor_dooley_ @itsJeffTiedrich @realDonaldTrump Uh. No they aren't. Not even slightly.
1198390633813200896 2019-11-23 18:59:26 -0400 <teresa421> @realDonaldTrump You lie like a dog.  No offense to canines
1198390627123318784 2019-11-23 18:59:25 -0400 <Debbie99569353> @realDonaldTrump President you are a great President🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 thank you
1198390626603192320 2019-11-23 18:59:25 -0400 <lilob33> @NewGopforUSA @realDonaldTrump His approval is 68%among republicans
1198390625298612224 2019-11-23 18:59:24 -0400 <JohnCarman1> @realDonaldTrump There is no case ! Schiff is using HEARSAY and LIES!!  https://t.co/oi4c8bTbmq
1198390624711524353 2019-11-23 18:59:24 -0400 <Falgi> @grindingdude @JoeRiley0311KAG @realDonaldTrump needs to say  https://t.co/KNutr90KR1
1198390623172255749 2019-11-23 18:59:24 -0400 <Smasd123> @realDonaldTrump @jasoninthehouse @FoxNews Stop watching FOX. Over 50% want you removed.
1198390620357681152 2019-11-23 18:59:23 -0400 <MarkDershowitz> @WhiteHouse @POTUS @jonvoight Give me a break - @realDonaldTrump is now a film critic?
1198390616926949376 2019-11-23 18:59:22 -0400 <jamesagraczyk> @realDonaldTrump No that haven’t
1198390613894402050 2019-11-23 18:59:22 -0400 <cutzliie88> @ClawsonJonny79 @NetworksManager @Viking_SmithV @realDonaldTrump Hahahaha!!! Haha!!
1198390613584023554 2019-11-23 18:59:21 -0400 <NopeYoure> @realDonaldTrump A record? You’ve quoted the same bogus poll at least 20 times
1198390611486892038 2019-11-23 18:59:21 -0400 <Zikel_1_> @realDonaldTrump You are so full of Bullsh*t
1198390606302724097 2019-11-23 18:59:20 -0400 <staaacy1981> @ParentsvsVape @realDonaldTrump @KellyannePolls @SecAzar PROHIBITION will create a street market of do-it-yourself flavored nicotine liquids OF WHO KNOWS WHAT YOUR RICH KIDS BUY FROM AMAZON INGREDIENTS?! While Romney seems to think 100 kids vape for every 1 full time vape shop worker-what was the tobacco cigarette ratio back in 1998?
1198390605958828032 2019-11-23 18:59:20 -0400 <chottyo> @realDonaldTrump Your sons are guilty of what you are accusing Biden! Are you having Barr arrest them! Oh yeah NY will be doing that after you are gone!!
1198390600338329600 2019-11-23 18:59:18 -0400 <Tarabyl2> @realDonaldTrump Fake news.
1198390599164059648 2019-11-23 18:59:18 -0400 <hallgren_eric> @RedNationRising @RenaCBSW @realDonaldTrump Good take orders or quit
1198390595045273602 2019-11-23 18:59:17 -0400 <twittletwattle4> @tedlieu @realDonaldTrump Vile traitors. Resign now.
1198390594202034177 2019-11-23 18:59:17 -0400 <mamad87369917> @AlyssaDowning01 @realDonaldTrump @WhiteHouse 🤣🤣🤣🤣😂😂😂😂
1198390593526865920 2019-11-23 18:59:17 -0400 <koigi3> @pushforward40 @trotwoodrose @realDonaldTrump My oh My
1198390591681421312 2019-11-23 18:59:16 -0400 <LadybugOTC> @s_vickman @45rapedkatie5 @CarougeMeyer @realDonaldTrump  https://t.co/jkzqEw4Gim
1198390591387832329 2019-11-23 18:59:16 -0400 <PeggyAn44812045> @realDonaldTrump You just lie out of habit?
1198390589760430080 2019-11-23 18:59:16 -0400 <ObamaMyPresid> Just  look at @realDonaldTrump's evil nasty looking satan! He reminds  me of the Omen!   https://t.co/ym6Ig7Msfe
1198390589655355393 2019-11-23 18:59:16 -0400 <RB_Williams> @Rodneyjones1967 @paulcshipley @realDonaldTrump He personifies the swamp
1198390587063296000 2019-11-23 18:59:15 -0400 <ForReal11875521> @realDonaldTrump Again look to where Trump had Rudy go his travel plans his discussions his meetings..
1198390586677567488 2019-11-23 18:59:15 -0400 <Debs_Ragu> @itsJeffTiedrich @realDonaldTrump  https://t.co/KE7csejJxO
1198390586367205377 2019-11-23 18:59:15 -0400 <themerk08> Is there any doubt that I was right about @realDonaldTrump I called it. He’s Queeg.  https://t.co/h5kLsG54rJ
1198390585389924354 2019-11-23 18:59:15 -0400 <Lonelyorc> @5MilesHigher @realDonaldTrump The polls are showing more and more not what you said.
1198390585037639685 2019-11-23 18:59:15 -0400 <ienna> @realDonaldTrump @POTUS - Please disregard the irrelevant ones. The gimme, gimme, people. The I love Hillary, Biden, The one that screams and yells and Liz. Ignore them. Have a great evening, President Trump. 🇺🇸🇺🇸🇺🇸
1198390582160351232 2019-11-23 18:59:14 -0400 <dsg_rr17> @realDonaldTrump  https://t.co/E3GgRrgxQl
1198390581925429250 2019-11-23 18:59:14 -0400 <r_ashwell> @DrunkMattGaetz @realDonaldTrump Nah. Just 20.
1198390580772048896 2019-11-23 18:59:14 -0400 <Slayergrrl1374> @alex89guay @DagostinoSherry @realDonaldTrump Congrats!!
1198390580679606277 2019-11-23 18:59:14 -0400 <Gladtobekiwi> @realDonaldTrump Get your hand off it noddy!
1198390575449432064 2019-11-23 18:59:12 -0400 <TOEKNEE1989> @realDonaldTrump The ny post .. what's next the national inquirer ? Poor Donny
1198390573406785536 2019-11-23 18:59:12 -0400 <michael22904277> @kayleighmcenany @realDonaldTrump @AbateMedia I have known Red all my life of 50 years grew up next to him and he gave me my first job 😁 learned a lot from him and BTW Red is 96 and still works outside everyday harder then most 20 year olds ❤️
1198390571292938240 2019-11-23 18:59:11 -0400 <Jeanett12810864> @realDonaldTrump Lying again! Those Pinocchio's just keep getting higher! You have been that high!👺
1198390566775603200 2019-11-23 18:59:10 -0400 <The_Unterdaker> Hey @realDonaldTrump, the new Isis leader is now in Correduría 11. Send napalm.
1198390565772988416 2019-11-23 18:59:10 -0400 <Tbyroads1> @dcexaminer @realDonaldTrump Such bullcrap! He would say that as a Never Trumper! He thinks as a Judge, he’s still relevant but he’s just as biased as Adam Schiff!
1198390563353059329 2019-11-23 18:59:09 -0400 <falcone_SL> @realDonaldTrump ...although, Sir, you deserve 💯 percent approval from your party!
1198390561985585153 2019-11-23 18:59:09 -0400 <Girthaa> @ItsMike50947427 @Mrtimrock @realDonaldTrump  https://t.co/WEU51jCGR3
1198390559854825472 2019-11-23 18:59:09 -0400 <RamcoDon> @realDonaldTrump Actually, GREAT EYE POPPING REVELATIONS FROM TRUE PATRIOTS !  https://t.co/t3AAjqIefk
1198390553542447105 2019-11-23 18:59:07 -0400 <YourAcc54783700> @realDonaldTrump Key word editorial. The o ly sources you listen to.
1198390553429397504 2019-11-23 18:59:07 -0400 <JustVent6> @badcallrefs @realDonaldTrump Hahahaha
1198390552280088576 2019-11-23 18:59:07 -0400 <JuanOrt17953464> @realDonaldTrump Yes we did, he said it on TV moron!
1198390550417813507 2019-11-23 18:59:06 -0400 <KyTransgender> @MichelleObama @realDonaldTrump SHE BEAT YOUR BOOK SND YOUR SONS BOOK.
1198390549570449408 2019-11-23 18:59:06 -0400 <dancinglight4u> @realDonaldTrump  https://t.co/G31E3DIUyN
1198390548416974849 2019-11-23 18:59:06 -0400 <seibertlinda44> @realDonaldTrump  https://t.co/DaAWwqxZrA
1198390545820852224 2019-11-23 18:59:05 -0400 <TweetyFreedom> @RichardHaass @MaxBoot @realDonaldTrump Now being reported that he plans to go along  with POTUS, if so ordered.
1198390541827760128 2019-11-23 18:59:04 -0400 <LenofScotts> @RubenGallego @realDonaldTrump Glad you weren’t in my unit. You wouldn’t have failed so well. You don’t have to like the President but respect the office.
1198390541731450883 2019-11-23 18:59:04 -0400 <Dan40305184> @realDonaldTrump You have ruined good people... Guess we have to write off the  loss.
1198390538682146816 2019-11-23 18:59:04 -0400 <SGSmithGtown> @realDonaldTrump You've proved to all you are THE all time record breaker! We support you all the way through the ones yet to come!!
1198390538543738881 2019-11-23 18:59:04 -0400 <unfucwitable89> @willthemarshal @MatthewJshow @LindaSuhler @realDonaldTrump Can you make a list of Bill's that have passed please. If your expectations of a president is to just write executive orders and every weekend you need to higher your standards.  https://t.co/1CHssRy9SX
1198390538212454400 2019-11-23 18:59:03 -0400 <idoc2000> @SexCounseling @realDonaldTrump In other words Schiff is a true Patriot unlike you and The Don!
1198390537910226944 2019-11-23 18:59:03 -0400 <SenoritaWallst> @sktaylor88 @leninhas2003 @DevinCow @RepJoeKennedy @NBCLatino @Trevornoah @StephenAtHome @TrinityResists @GOP @realDonaldTrump @GOPLeader @senatemajldr  https://t.co/fnT7f6vd8V
1198390537679712256 2019-11-23 18:59:03 -0400 <TOMLANDRY66> @Airvooocht @realDonaldTrump He was rounding up....
1198390537369214976 2019-11-23 18:59:03 -0400 <DENISE17737354> @realDonaldTrump Tic tock.
1198390536585039873 2019-11-23 18:59:03 -0400 <ehg1979> @realDonaldTrump I love how potus paints himself as this innocent being just trying selflessly to work on behalf of the people without prejudice, malice or pride in his heart.
1198390536572461057 2019-11-23 18:59:03 -0400 <LisaMontana19> @LucaBra80739124 @johncardillo @realDonaldTrump This is what I'm on twitter for. 🇮🇹 🇺🇲
1198390536291409920 2019-11-23 18:59:03 -0400 <MaryEileenGard3> @FactChecking13 @MatthewJshow @realDonaldTrump @jasoninthehouse @FoxNews Well, they will present actual first hand knowledge not assumptions or impressions.
1198390533967794176 2019-11-23 18:59:02 -0400 <Sumdifference01> @FlorenceJenki13 @JudicialWatch @realDonaldTrump So we know where your fears are.  That is the real power.
1198390532638224384 2019-11-23 18:59:02 -0400 <WillyT14> @seattle_morning @JesseLenz1 @AngelaBelcamino @realDonaldTrump You talking about sleepy Joe and Swallowswell?
1198390531686117379 2019-11-23 18:59:02 -0400 <Sugaree45366557> @realDonaldTrump  https://t.co/mxLQiNENhI
1198390530834436096 2019-11-23 18:59:02 -0400 <hung_psy> @realDonaldTrump Would our great nation accept an ongoing matter that “no one is above the law, except the nasty and the shifty ?”
1198390526439022592 2019-11-23 18:59:01 -0400 <CS1954> @realDonaldTrump  https://t.co/J4ggMYDwNJ .
1198390523435868165 2019-11-23 18:59:00 -0400 <unceasing_waves> Is USA is still supporting war criminals of Sri Lanka and State terrorism?? @USAmbSLM @USATODAY @amnestyusa @realDonaldTrump  https://t.co/2yV1v3a1SP
1198390523414896640 2019-11-23 18:59:00 -0400 <FeistyOldHag> @realDonaldTrump Latest polls show Trump's approval rating is choking like a dog.   YouGov, Politico, Reuters are all  41%  Economist 44%  Gallup 43%  Ipsos 40%  Even Trump's favorite Rasmussen has plummeted to 46%  LOWEST PRESIDENTIAL JOB APPROVAL RATING IN HISTORY!
1198390519623278595 2019-11-23 18:58:59 -0400 <Steve82939049> @realDonaldTrump Well, at least 5 o/o have a brain
1198390518042054656 2019-11-23 18:58:59 -0400 <sainz3203> @realDonaldTrump  https://t.co/CzFdNjL8m2
1198390517370896384 2019-11-23 18:58:59 -0400 <RileysDi> @realDonaldTrump @IngrahamAngle Dear Lord get help!
1198390514468315136 2019-11-23 18:58:58 -0400 <apparentlyvicki> @realDonaldTrump What?  All 12 of them still like you?  That's a bigly deal!
1198390513717645313 2019-11-23 18:58:58 -0400 <ablackcatstail> @proviewsusa @realDonaldTrump Both Trump and Kim Jong Un fit the classically psychopathic profile. The both of them are also at about the same intelligence level as well.
1198390512069349377 2019-11-23 18:58:57 -0400 <CraigFJM> @CecileWade7 @AngelaBelcamino @realDonaldTrump The only thing I've seen Trump do for America is divide it, and turn it into a personal asset, financially, for himself and his fam. The economy had already recovered before he came into office, so what has he done that benefits the country?
1198390511486279680 2019-11-23 18:58:57 -0400 <Jules_In_Love> @realDonaldTrump 41% approval rating overall, also a record! No other president in the past 60 years has had that low approval rating at this point in their presidency! Thanks, but no thanks!
1198390511201067009 2019-11-23 18:58:57 -0400 <HotTunaDead> @realDonaldTrump The only record you hold is the most indicted and convicted felons with direct presidential ties. Congratulations!
