859558116375097344 2017-05-02 19:59:59 -0400 <desgracates> @realDonaldTrump tenho uma reclamação
859558085811220481 2017-05-02 19:59:52 -0400 <nedco67> @CornDogsJackie @crdutcher @AAPsyc @realDonaldTrump He needs to stay the hell away from twitter, he needs to stop lying about the simple things.
859558085282512896 2017-05-02 19:59:52 -0400 <Michael81285> @realDonaldTrump Clinton said, That she was Ready to Win,Then Comey came out,&amp; Wikileaks came out against E-mails.But She did Nothing Wrong.
859558084007669760 2017-05-02 19:59:51 -0400 <Grittybot_> does @realDonaldTrump even know the WH Ethics Office exists?  https://t.co/OXKhDE01us
859558083994898432 2017-05-02 19:59:51 -0400 <cosmicfirepeace> @hardball @realDonaldTrump @HardballChris No Chris NO ONE in their right mind is gonna adapt to him... now get a grip
859558083303018496 2017-05-02 19:59:51 -0400 <stoptheshamble> @realDonaldTrump  https://t.co/cdeDDVmIql
859558081264484352 2017-05-02 19:59:51 -0400 <Grandone1> @FIRE_THE_FOOL @realDonaldTrump Impeach the fool.
859558080241119232 2017-05-02 19:59:50 -0400 <LAG57> @realDonaldTrump  https://t.co/I6UKYxG8x4
859558078034980864 2017-05-02 19:59:50 -0400 <jodeebean> @CornDogsJackie @BetsyBG @AAPsyc @nedco67 @realDonaldTrump We give e Trump the respect he gives others
859558072108371970 2017-05-02 19:59:48 -0400 <Onetinsldr> @realDonaldTrump Shut down your mouth! Neither is going to happen!
859558071693041664 2017-05-02 19:59:48 -0400 <CptJinglePants> @realDonaldTrump People applaud because you signed your name. Not that you actually did anything amazing. Perhaps you should read what you sign.
859558069667221504 2017-05-02 19:59:48 -0400 <SDRandyO> @realDonaldTrump That's winning, but not your budget, Don the Con!  No money for wall, just border security.  Zero for detention beds too.  You lost Bigly!
859558069394710531 2017-05-02 19:59:48 -0400 <OnlyRosie0> @HarrisonRFox @Brady5thOrBust @tonyposnanski @realDonaldTrump YES!!! #RussiaTruthers are my favorite kind of crazy.  Still looking under every rock for the first piece of evidence. keep looking libtard
859558068106997760 2017-05-02 19:59:47 -0400 <RussSegner> @realDonaldTrump #OrangeCon  https://t.co/hx7hzy7ZjG
859558065799954432 2017-05-02 19:59:47 -0400 <jimmurrayii> @Standing_United @realDonaldTrump @FLOTUS Check the flag on the pic only has 39 stars. Yep always winning some states could have left lol
859558064176807936 2017-05-02 19:59:46 -0400 <Uberficker> Ugh... No. No you didn't @realDonaldTrump. You don't know shit! #Trumprussia #RESIST #MarchForTruth June 3rd, 2017  https://t.co/gHV5RmFyc1
859558061370986496 2017-05-02 19:59:46 -0400 <AikiRooster> Sir @realDonaldTrump fight congress now, please, why wait til Sept, nothing changes til you fight the dumbs n rinos.  VETO that bs spnd bill
859558046699315200 2017-05-02 19:59:42 -0400 <kiki_kaff> @PierceMarionp @Cherbear2936 @CNNPolitics @realDonaldTrump @SpeakerRyan @SenateMajLdr Every time Our economy does well it's under a Democratic president. You should read a history book
859558039292186624 2017-05-02 19:59:41 -0400 <coppertime> @SueaSunset @fierce_day @TopherSpiro @MikeBishopMI Lie or ignorance of what's in the bill by @realDonaldTrump
859558038029701121 2017-05-02 19:59:40 -0400 <Baseballmommy21> @banthaskull @sh7401 @PressSec @POTUS @realDonaldTrump It's just showing the border wall.Not claiming it was during their time. Its called a visual. Also they need maintained which is in the bill
859558032929415168 2017-05-02 19:59:39 -0400 <ChellaNYCPR> @ssbristow199 @johnrobertsFox @realDonaldTrump I am not DEM I think sexually pining daughter is a bit more dangereuse; albeit not illegal.
859558031243132928 2017-05-02 19:59:39 -0400 <majordemo> @subzerov690 @Auzz @realDonaldTrump @jeffsessions This won't stop until the chickens come home to roost. Maybe on college campus protests?
859558027946369024 2017-05-02 19:59:38 -0400 <Susan30295801> @FishAlexander @dkgathirimu @eyesoftheirish @theNuzzy @rogyord @realDonaldTrump Liar
859558027053195264 2017-05-02 19:59:38 -0400 <mbogens> @stoneangel_ @DrShaena @OPAmericanJesus @patcallahan100 @svonherff @JonBershad @realDonaldTrump Haha
859558026155499520 2017-05-02 19:59:37 -0400 <420shadyking> @renaekelly11 @realDonaldTrump
859558011655909376 2017-05-02 19:59:34 -0400 <juliecarveth> @DanScavino @realDonaldTrump Libs always accusing right of what they do
859558003187613696 2017-05-02 19:59:32 -0400 <An3ita5> @realDonaldTrump  https://t.co/5ZulW6q0SZ
859557993402310657 2017-05-02 19:59:30 -0400 <PLHnF> @realDonaldTrump By the way, your still fired!!!!!  Sad!!!!
859557986565472256 2017-05-02 19:59:28 -0400 <SoCalValleyGal> @williamlegate @MikeTokes @realDonaldTrump This tweet of Mikes is doing pretty good. In case you can't see @williamlegate I will let you know. He has almost 3 thousand likes.
859557984153817088 2017-05-02 19:59:27 -0400 <JoyceThornboro2> @baroquehoedown @D1ane_123 @jocelyn012373 @1WillWallace @ABC E mails was just one more scandal expected, so didn't sway my vote. @realDonaldTrump supporters, knew when he won primary Who we woul vote 4
859557979422564352 2017-05-02 19:59:26 -0400 <DianeToucan> .@realDonaldTrump is a slave to his fragile ego. This is absolutely pathetic. Maturity of a child.  https://t.co/sWDnNtmMlp
859557974695596033 2017-05-02 19:59:25 -0400 <mpitta94587> @realDonaldTrump No, because you just couldn't help using their stage for your rhetoric!
859557972791488512 2017-05-02 19:59:25 -0400 <dwaynecobb> GOP(R)Trump is biggest risk to global economy, analyst who forecast 2008 crisis says   https://t.co/JdzNGN6wv7  @realDonaldTrump
859557972770398208 2017-05-02 19:59:25 -0400 <SabreKatt> Hahahaaaa @realDonaldTrump #Resistance #impeachment  https://t.co/eBOmkEKNMx
859557969540694016 2017-05-02 19:59:24 -0400 <C_Gregory_Films> @robfreemanYYJ @CBSNews Because @realDonaldTrump can't arbitrarily tackle women anymore. #Igottapee
859557968810958848 2017-05-02 19:59:24 -0400 <nancymarie4159> @pnehlen @Mags661 @realDonaldTrump Most passive/aggressive politician on the Hill. He is covertly undermining Trump and he thinks we don't know. He has to go.
859557967129083904 2017-05-02 19:59:23 -0400 <Roxann_Minerals> @RepDonBeyer @realDonaldTrump   https://t.co/cBHizybs8f
859557966093193216 2017-05-02 19:59:23 -0400 <NicholasFerroni> @realDonaldTrump, you know who else saw the Civil War coming?! Every Founding father! Washington's farewell address (1796):  https://t.co/3XE4TXRQ8f
859557954919555072 2017-05-02 19:59:20 -0400 <beanieboss> @realDonaldTrump #asshole
859557952180670464 2017-05-02 19:59:20 -0400 <4everhorsecrazy> @IdesKat315 @Mysstyblue @AAPsyc @TruthEqualsFact @realDonaldTrump W...T...F... Who would write that?
859557949567410176 2017-05-02 19:59:19 -0400 <BiglyBelieveMe> @realDonaldTrump You picked a bad week to start sniffing glue
859557944551067648 2017-05-02 19:59:18 -0400 <danielkracer> @SylviaCox3 @SethAbramson @medical91 @realDonaldTrump @FoxNews @POTUS yes, arrest Obama... (why are we arresting Obama again?)
859557942982569985 2017-05-02 19:59:18 -0400 <wtbcomic> ..."no, it's raining." @democracynow's Amy Goodman predicted @realDonaldTrump's inauguration fiction last July! @wkamaubell @harikondabolu
859557942433107969 2017-05-02 19:59:17 -0400 <avethelper> If signed @realdonaldtrump's order would be a license to discriminate that puts...  https://t.co/UaIhfW8hzT by #EllenPage via @c0nvey
859557938427338752 2017-05-02 19:59:16 -0400 <420shadyking> @renaekelly11 @realDonaldTrump
859557929791434752 2017-05-02 19:59:14 -0400 <m3tr0id86> @realDonaldTrump If you're looking for someone to maintain WH communications, my father that used to work there would be considerable.
859557924766494720 2017-05-02 19:59:13 -0400 <3jindismay> @AynRandPaulRyan @realDonaldTrump Bring it. Trump troll &amp; proud. Dump the trump; stolen election Russian collusion #Impeach
859557920463310853 2017-05-02 19:59:12 -0400 <realbarbarellak> @realDonaldTrump Do yourself a favor and READ A BOOK! You are more ignorant than anyone I've ever met. Smart people know what they don't know
859557920404590592 2017-05-02 19:59:12 -0400 <mgullia065> @realDonaldTrump #RESIGN  https://t.co/CZmaKWOrkT
859557918399750144 2017-05-02 19:59:12 -0400 <LostInTheEcho40> @realDonaldTrump I just can't take all this winning...it's too much.
859557917950963712 2017-05-02 19:59:12 -0400 <AlesiaCato> @realDonaldTrump @POTUS  https://t.co/jIbEaYAfmR
859557917024018432 2017-05-02 19:59:11 -0400 <WogayehuE> @realDonaldTrump More important is building America's military power and secure its boarders.
859557909687975936 2017-05-02 19:59:10 -0400 <solmaxion> #HoldTrumpAccountable #DumpRyan @realdonaldtrump @realalexjones @PrisonPlanet  https://t.co/fnnuwGBIIf
859557909298065414 2017-05-02 19:59:10 -0400 <cracraft_teresa> @politico @realDonaldTrump "Ughh! Don't touch me!"
859557907649748992 2017-05-02 19:59:09 -0400 <TallTXGuy> Poor @RealDonaldTrump  getting frustrated? None of your nonsense getting passed? You ain't seen nothin yet. #resist #FakePresident
859557905644662784 2017-05-02 19:59:09 -0400 <Klayoven> @realDonaldTrump That's why we can't wait to see you "SHUTDOWN", you impotent and senile orange cockroach... 😈
859557904935989249 2017-05-02 19:59:09 -0400 <SaveAslave> @DanScavino @marklar1969 @realDonaldTrump It is good to see Hillary out of her house. don't ask where Bill is. He is at his second floor bachelor pad st the library .
859557899483332609 2017-05-02 19:59:07 -0400 <saraizzle_> @realDonaldTrump ur gross
859557895737794560 2017-05-02 19:59:06 -0400 <ilovetervurens> @realDonaldTrump Dude, you just made things worse. He owned slaves. He didn't see it coming. Sad.
859557891765813248 2017-05-02 19:59:05 -0400 <DrYucky> @realDonaldTrump On the one hand, I'm glad the DNC got nailed for their blocking the propped candidate, but this is too much.
859557890516017153 2017-05-02 19:59:05 -0400 <Praise4Kek> @realLucyAmato @maltavella1234 @OfficialSPGB @realDonaldTrump If you read those polls,many actually include polls of the same questions, to the wider (mostly Christian)population. There a big difference
859557886271168512 2017-05-02 19:59:04 -0400 <solmaxion> #HoldTrumpAccountable #DumpRyan @realdonaldtrump @realalexjones @PrisonPlanet  https://t.co/061SbW4HvF
859557882337087490 2017-05-02 19:59:03 -0400 <thejohnnyblast> @realDonaldTrump You're the worst deal maker ever if you have to change the rules to win. You couldn't sell a heater to an Eskimo #BiglyFailure
859557878646136833 2017-05-02 19:59:02 -0400 <tinydancer0318> @realDonaldTrump Not how it works Donnie.  The system was designed to prevent overreach.
859557874225360898 2017-05-02 19:59:01 -0400 <ramullen> @SenojNG @Mike_P_Williams @tonyposnanski @realDonaldTrump I'd even prefer your pillowcase
859557872778313728 2017-05-02 19:59:01 -0400 <ErdelySharon> @realDonaldTrump  My husband just yelled out something about ur wanting to raise gas taxes.  true/false
859557872660881412 2017-05-02 19:59:01 -0400 <dapprd> @realDonaldTrump Please read the thing before you sign it. You will see it doesn't match what the writers are telling you.
859557869108117505 2017-05-02 19:59:00 -0400 <thereidout> "Instead of @realDonaldTrump adapting to the government, the government is adapting to him." @HardballChris #Hardball
859557865408741376 2017-05-02 19:58:59 -0400 <PadresDad> Thank you @POTUS @realDonaldTrump for appointing #ProLife advocates Dr. Charmaine Yoest and Teresa Manning to two key @HHSGov roles
859557861067808770 2017-05-02 19:58:58 -0400 <RonStack5> @Simon_Bravery @realDonaldTrump There are only two genders. The rest are mental disorders.
859557859037659136 2017-05-02 19:58:58 -0400 <solmaxion> #HoldTrumpAccountable #DumpRyan @realdonaldtrump @realalexjones @PrisonPlanet  https://t.co/GSG6JiT61X
859557851722899457 2017-05-02 19:58:56 -0400 <jcf65810> @realDonaldTrump AS LONG AS CONGRESS DOESN'T GET PAID.
859557850724618240 2017-05-02 19:58:56 -0400 <FBawroski> @realDonaldTrump  https://t.co/TmxjTOMZtO
859557846962327553 2017-05-02 19:58:55 -0400 <kileykoscinski> #StudyProposal: correlation between the rise of @realDonaldTrump &amp; the unfortunate comeback of overalls.
859557844407918592 2017-05-02 19:58:54 -0400 <Luvnediting> @realDonaldTrump Now you NEED the Democrats? And if you cant get your way, you will shut down the Govt? Change the rules again so you can be BIGlY POWERFUL?
859557844135424001 2017-05-02 19:58:54 -0400 <AngelSt35124353> @realDonaldTrump Please stop letting the Democratic party win. We should not be funding sanctuary cities when there are people dying NO INS!
859557835394306048 2017-05-02 19:58:52 -0400 <solmaxion> #HoldTrumpAccountable #DumpRyan @realdonaldtrump @realalexjones @PrisonPlanet  https://t.co/gJ8p9K08c9
859557834039726080 2017-05-02 19:58:52 -0400 <joey61_joseph> @realDonaldTrump Shut is down pump the swamp
859557832806481920 2017-05-02 19:58:51 -0400 <ApatiteJewell> @TXGAL56 @realDonaldTrump you have been brainwashed at some point. Seek help .
859557829002358786 2017-05-02 19:58:50 -0400 <LaMaeUD> @alliedeevs @realDonaldTrump You're always mean to me🙄
859557828910092288 2017-05-02 19:58:50 -0400 <CrowLon> @realDonaldTrump If U were POTUS in 1860 U couldnt make a deal 2 avert the civil war b/c U would have been the biggest slave owner in US
859557822693953536 2017-05-02 19:58:49 -0400 <StephenJ_Hall> @ColMorrisDavis @realDonaldTrump I bet Manuel Noriega is feeling hard done by
859557817702854657 2017-05-02 19:58:48 -0400 <DebbieDoesTwitt> @hmbr123 @April_lotus19 @JordanUhl @realDonaldTrump Oh look a hateful Trumpster. Shocker! Nice you support a pres that colludes with Russia but call us commies #dumbass  Nice WP symbol doc
859557816683704320 2017-05-02 19:58:47 -0400 <PLHnF> @realDonaldTrump Why don't you ever smile????
859557814305300481 2017-05-02 19:58:47 -0400 <girolamo5151> @realDonaldTrump Shut up and get a brain.
859557805375852544 2017-05-02 19:58:45 -0400 <Juleskathond> @theNuzzy @realDonaldTrump If he keeps changing his position on everything, eventually he'll be a liberal.
859557804964708352 2017-05-02 19:58:45 -0400 <benbrookjohn> @IndivisibleBerk @IndivisibleTeam @SenFeinstein easier to love than hate unless you're a dictator, what say U @realDonaldTrump @POTUS
859557796966264832 2017-05-02 19:58:43 -0400 <AnneHorton20> This is awesome! @realDonaldTrump is the #Presidunce  https://t.co/0ALhpwscKm
859557790548987910 2017-05-02 19:58:41 -0400 <AyAyRonnnnnn> @realDonaldTrump First I read this, I figured it came from a fake account. I wish it had come from a fake account....
859557780520181760 2017-05-02 19:58:39 -0400 <solmaxion> #HoldTrumpAccountable #DumpRyan @realdonaldtrump @realalexjones @PrisonPlanet  https://t.co/Kt4fg3YDZh
859557776212848640 2017-05-02 19:58:38 -0400 <TWDTommy> @HannahBloser @ChosenOneMike @lakeemmarose @realnyimmigrant @MarkMayhew @TurtlesgaloreMR @SamScrogg @kylegriffin1 @PressSec @seanspicer @realDonaldTrump Most of the people I've told to look for the truth, don't want to hear that the MSM is corrupt or biased. Or they choose to ignore it
859557775134904321 2017-05-02 19:58:38 -0400 <LAG57> @realDonaldTrump  https://t.co/wT3iHpetkv
859557766263918592 2017-05-02 19:58:35 -0400 <gmcnana> @amart46 @ABC @realDonaldTrump @HillaryClinton And the Republicans obstructed for 8 years but President Obama didn't tweet nasty grams, whine about fake news and make false accusations.
859557760639262720 2017-05-02 19:58:34 -0400 <solmaxion> #HoldTrumpAccountable #DumpRyan @realdonaldtrump @realalexjones @PrisonPlanet  https://t.co/IlF6ur3OOx
859557756604305409 2017-05-02 19:58:33 -0400 <Joxshuaa> Fuck @realDonaldTrump en Miami yo soy aqui el presidente.
859557747435515904 2017-05-02 19:58:31 -0400 <KentRademacher1> @realDonaldTrump @AngelSt35124353 No wall. What the heck???
859557742914281473 2017-05-02 19:58:30 -0400 <KimWillful> @realDonaldTrump  https://t.co/FGOAx0pRAS
859557740548468736 2017-05-02 19:58:29 -0400 <solmaxion> #HoldTrumpAccountable #DumpRyan @realdonaldtrump @realalexjones @PrisonPlanet  https://t.co/GUGnqSglBk
859557736073265152 2017-05-02 19:58:28 -0400 <folmsbeedak> @audible_com you should provide @realDonaldTrump  with a free audible subscription so he can listen to books on why the Civil War happened
859557733074337792 2017-05-02 19:58:28 -0400 <mmeyerdc> @realDonaldTrump It appears our allies are not your lapdogs.  https://t.co/m1yGasuEOZ
859557728137740289 2017-05-02 19:58:26 -0400 <mgullia065> @realDonaldTrump #RESIGN  https://t.co/aK5kC3Jy5n
859557716452409344 2017-05-02 19:58:24 -0400 <juancarloq> Farc en Venezuela??? @CNNEE @bbcmundo @JuanManSantos  @realDonaldTrump @nytimes @soyfdelrincon @NoticiasCaracol @AlvaroUribeVel @Pontifex_es  https://t.co/AYNxIXOVqK
859557716150415360 2017-05-02 19:58:23 -0400 <aynkennedy> @ChadHGriffin @HRC @realDonaldTrump The American Taliban.
859557714221043718 2017-05-02 19:58:23 -0400 <TurnLeft2018> @realDonaldTrump  https://t.co/RKRqhiKVLf
859557712073326592 2017-05-02 19:58:23 -0400 <feltsuit> @realDonaldTrump Andrew Jackson was a slave owner and slaughtered thousands of Native Americans. Other than that great guy.
859557711205158913 2017-05-02 19:58:22 -0400 <solmaxion> #HoldTrumpAccountable #DumpRyan @realdonaldtrump @realalexjones @PrisonPlanet  https://t.co/aV8Iymq7hY
859557707493363713 2017-05-02 19:58:21 -0400 <Hank5096> @Ransnglads @williamlegate @JasonVerhoek @catherinemom23 @realDonaldTrump I know you must be joking...  sorry for the typo's my thumb couldn't respond fast enough...    daily security operations keep your butt safe
859557707011035136 2017-05-02 19:58:21 -0400 <leroysover1> @realJuniorPardo @realDonaldTrump It means that you are willing to cut your own throat.
859557695170519040 2017-05-02 19:58:18 -0400 <jodeebean> @CornDogsJackie @AAPsyc @nedco67 @realDonaldTrump Trump makes his own comedy. He opens his mouth and dumbditty comes out
859557693496868864 2017-05-02 19:58:18 -0400 <mccflint> @realDonaldTrump If ÿou can't pass anything w/ the deck stacked in your favor now, 2018 is NOT going to improve things for you.  It's your bills that SUCK
859557693035380736 2017-05-02 19:58:18 -0400 <solmaxion> #HoldTrumpAccountable #DumpRyan @realdonaldtrump @realalexjones @PrisonPlanet  https://t.co/pRorZmyJSG
859557690204356612 2017-05-02 19:58:17 -0400 <mbleaf> @realDonaldTrump FALSE GOP fractionated incapable of leading, following, negotiating- party of failure Dems holding back the dam of chaos
859557689013043200 2017-05-02 19:58:17 -0400 <KgKathryn> @realDonaldTrump SHAME on u 4 canclation of tribut 2 JimmyCarter frm ppl Argentina 4 a man who has servd ppl all ovr wrld 2 make lives bettr  https://t.co/5oFa66Feh7
859557688304422912 2017-05-02 19:58:17 -0400 <processanalyzer> @realDonaldTrump Resign. That will shut it down now.
859557686958010372 2017-05-02 19:58:17 -0400 <boatingdoc_> @ColMorrisDavis @realDonaldTrump Me too brother.
859557686052098053 2017-05-02 19:58:16 -0400 <ErdelySharon> @realDonaldTrump Just got thru listening to Gov. Kasich.  He makes me wanna puke.  Check out his accomplishments in OH.  FRAUD
859557684525367296 2017-05-02 19:58:16 -0400 <LostInTheEcho40> @realDonaldTrump #jobsjobsjobs... I see 3 BS's in that hashtag.
859557682679877633 2017-05-02 19:58:16 -0400 <Unknowable1961> @williamlegate @catherinemom23 @realDonaldTrump They are brainwashed
859557680956010496 2017-05-02 19:58:15 -0400 <GrayMattersTwit> He's still lying to us. Still. NO on AHCA. @SpeakerRyan  @realDonaldTrump  https://t.co/k6uewcrUT8
859557665046974464 2017-05-02 19:58:11 -0400 <Kateedidnt> @realDonaldTrump Why do you hate that pesky constitution so much?
859557663591600132 2017-05-02 19:58:11 -0400 <ttmelater> @adamcbest @realDonaldTrump Stop believing the leftist propaganda. They have completely lost touch with reality.
859557658369474561 2017-05-02 19:58:10 -0400 <JanelleRusch> @realDonaldTrump Sure! Let's change the rules so you can WIN! Is this how you ran the schoolyard back in the day? BTW- we will ELECT MORE DEMOCRATS in 2018
859557658013163520 2017-05-02 19:58:10 -0400 <liz_yatessaint1> @brunelldonald @Sheckyi @realDonaldTrump 👍🏻❤️
859557657484644353 2017-05-02 19:58:10 -0400 <Ldonahuehjelle> @realDonaldTrump @POTUS @seanspicer @SenateGOP @HouseGOP @SpeakerRyan @SenateMajLdr @GOP  https://t.co/vIVHO7SF31
859557656100388864 2017-05-02 19:58:09 -0400 <ChangeTheLAUSD> @JulesRollTide @MagaSmith2020 @BenHooperWrites @realDonaldTrump @POTUS What is inaccurate about the title? Was this not the subject of the article?
859557652224909313 2017-05-02 19:58:08 -0400 <Get45GONE> @realDonaldTrump BS!
859557644062818304 2017-05-02 19:58:06 -0400 <LAG57> @realDonaldTrump  https://t.co/wT3iHpetkv
859557641865093120 2017-05-02 19:58:06 -0400 <rkgambleatwp> @VicenteFoxQue @realDonaldTrump I must have missed that. #moroninchief
859557639277105152 2017-05-02 19:58:05 -0400 <Cehogg> @mattmauro12news @12News @realDonaldTrump He is probably right its a mess, a big Obuma mess
859557636357984256 2017-05-02 19:58:04 -0400 <ZimmCin> @roxboots @TnphomesG @MikeElgan @realDonaldTrump @FaceTheNation Bible. (Jesus) teaches to turn the other cheek. If someone sins against you your to forgive them for Infinity As HE forgave you for your sin
859557635678498816 2017-05-02 19:58:04 -0400 <westdp123> @realDonaldTrump Keep it up, Man!  The smart people can see where  you're going.
859557634696818688 2017-05-02 19:58:04 -0400 <girolamo5151> @realDonaldTrump Really you finally figured that out on your own? Have you had a mental evaluation yet?
859557621568741376 2017-05-02 19:58:01 -0400 <sassyshades> @dcexaminer @realdonaldtrump @SenateGOP Rotten! Swore an oath &amp; not putting all of the citizens of this country 1st. #diversion #trumprussia #cowards
859557617642999809 2017-05-02 19:58:00 -0400 <locations131> @DabAggin @realDonaldTrump 😂😂😂😂
859557610999222272 2017-05-02 19:57:58 -0400 <Athena44750953> @realDonaldTrump There are fantastic museums in Washington D. C. you should go to them. You could learn a lot.
859557610328117248 2017-05-02 19:57:58 -0400 <itcould_besweet> @realDonaldTrump 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
859557609581420544 2017-05-02 19:57:58 -0400 <ello_k> I dedicate this song to you @realDonaldTrump  https://t.co/fc9wW50goT
859557608092553216 2017-05-02 19:57:58 -0400 <Known__Unknowns> @LoveuLynn @weeklystandard @realDonaldTrump I have no problem with worrying about Russia. MUCH MUCH more concerned with China.
859557607203319810 2017-05-02 19:57:58 -0400 <Smoknashes1095> @realDonaldTrump Please don't talk if you don't know what you are talking about. Your mouth is destroying this country.
859557601788473344 2017-05-02 19:57:56 -0400 <g_and_pitsmom> @realDonaldTrump Yea ok he was really mad 😡 big league mad lol 😂
859557599641034753 2017-05-02 19:57:56 -0400 <UrdumbJ> @realDonaldTrump @KatrinaPierson Keep rolling back all of Obama's E.O.'s
859557598793801728 2017-05-02 19:57:56 -0400 <ConnecticutBob> Is there anything similar to a 5150 hold available in Washington DC? Asking for a guy who seems to really be at risk. (@realDonaldTrump)
859557598743470081 2017-05-02 19:57:56 -0400 <lindafitz10> @FIRE_THE_FOOL @realDonaldTrump Remember he said he could shoot someone on 5th Ave and they wouldn't care? He's right. They would probably pull the trigger for him. 😒
859557597145440258 2017-05-02 19:57:55 -0400 <stevestruth> @POTUS @realDonaldTrump NO, NO, NO,NO, NEVER, NEVER, NEVER , NEVER do it. None of our business &amp; nothing to gain. Just lead, lead this USA !  https://t.co/cqDcEpIQ6O
859557588786085888 2017-05-02 19:57:53 -0400 <BButros> @realDonaldTrump Levees are Walls in the same way Orange is an acceptable skin color.  https://t.co/Y6hhahmRZ9
859557586965803008 2017-05-02 19:57:53 -0400 <DebiDkruse> @Scavino45 @POTUS @realDonaldTrump Awesome! Any GOP who doesn't support wall cares nothing about fighting drugs, criminal illegals &amp; dangerous MS-13 gangs in US. Build wall
859557580959600640 2017-05-02 19:57:51 -0400 <palvey> @realDonaldTrump Shut up
859557577000091649 2017-05-02 19:57:50 -0400 <GPDriver67> @Tam_Resist @DabAggin @realDonaldTrump @AAPsyc Andrew Jackson did not want to see the USA divided. He was a Southerner and if he would have lived  to see what became the civil war
859557574391332872 2017-05-02 19:57:50 -0400 <IsabellaFair1> @realDonaldTrump  https://t.co/vPLsk0r8ne
859557573950926848 2017-05-02 19:57:50 -0400 <CarollaSalles> @realDonaldTrump vem pro Rio de Janeiro please?!
859557573309104128 2017-05-02 19:57:49 -0400 <RArb19> @realDonaldTrump Donnie, do they know you are a Draft Dodger
859557567323930624 2017-05-02 19:57:48 -0400 <orangetreason> @realDonaldTrump Unfortunately, they had to listen to you give a campaign rally speech instead of congratulating their win. #CluelessTrump #Pathetic
859557566552080384 2017-05-02 19:57:48 -0400 <Praise4Kek> @realLucyAmato @maltavella1234 @OfficialSPGB @realDonaldTrump Well, E.G. 52% of Muslims want LGBTQ (etc) to be illegal, compared to 5% of the wider (mostly Christian) population, uk - BIG difference!
859557563607654401 2017-05-02 19:57:47 -0400 <by_rabbits> @sammypolsen12 @ngaines13 @realDonaldTrump Good 🔥🔥
859557559430238208 2017-05-02 19:57:46 -0400 <Brian_Hjelle> @potus @realDonaldTrump some nice person wrote your essay for your civics class. Remember when that nice vet gave u his medal? Same thingEH?  https://t.co/L6TfNY1AQB
859557556376797184 2017-05-02 19:57:45 -0400 <Better_POTUS> I would literally rather have a broken down clothes pin as president than @realDonaldTrump
859557555009449984 2017-05-02 19:57:45 -0400 <2TaulPaul> Listening to @maggieNYT @johnheilmann @BobShrum discuss the #First100Days of #president @realDonaldTrump with @USCDornsife #Trojans  https://t.co/6fUtLPYEEn
859557553042321408 2017-05-02 19:57:45 -0400 <mewhovotes> @UpsetofKent @ToddBiddle @joecool135 @williamlegate @callahan357MD @catherinemom23 @realDonaldTrump And may I say, I like the way you're leaning! 😉👍
