1012123409818451968 2018-06-27 19:59:59 -0400 <JamesBe57835361> @yobiz_non @realDonaldTrump Like Obama did with Iran ! Js
1012123388301729792 2018-06-27 19:59:54 -0400 <NaziBeGone> @DebeeMI @WilheminaFoxx @OkieGirl1968 @Chetlsmith @Angela6475 @GammaRae206 @firstmomable @TrudeauMacron @realDonaldTrump @MADAMPrezToYou @Mr_JSheffield @liberal_w_ablog @gailborges @KerrazyCanuck @jowilson_ @sullysfca @ShellyRKirchoff @braunsweig @TwumpFaschion @NolanZugernat @xxsuziexx4 @LokiLoptr @TheRealMrAleem @FirstDudeUS @CarmaCreated @AuroraO83 @real_farmacist @POTUS They don't want to actually check it out.
1012123387957612544 2018-06-27 19:59:54 -0400 <KarinaTejas> @JoeyTMannarino @realDonaldTrump @SenJohnHoeven @RepKevinCramer One thing Joey does right is wax his eyebrows to form such a feminine arch.
1012123387244580865 2018-06-27 19:59:54 -0400 <bobspurmesa> @chucktodd You think summer's gonna suck, what about the fall?  -the fall of the @HouseGOP  -the fall of the @SenateGOP  -the fall of @realDonaldTrump   Like you said, up to the voters to decide.
1012123385831178240 2018-06-27 19:59:54 -0400 <Suebytheocean> @realDonaldTrump @SenJohnHoeven @RepKevinCramer NAFTA is North Dakota's #1 trade agreement as since 2007 exports from the state have grown by 292% because of the agreement.
1012123385608847360 2018-06-27 19:59:54 -0400 <ThrottleJockey6> @MarkInTombstone @realDonaldTrump And the country 17 of the 19 hijackers came from is buddy buddy with your man Trump and not included on the travel ban list
1012123383864090624 2018-06-27 19:59:53 -0400 <jemelsha> @realDonaldTrump “I’ve done so much for you.” 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
1012123382668845057 2018-06-27 19:59:53 -0400 <KarenCr64527628> @WilliamGerencer @realDonaldTrump President Trump IS the BEST LEADER AMERICA HAS EVER HAD 🇺🇸🇺🇸🇺🇸  Only the ignorant cannot ADMIT his GREAT accomplishments 🇺🇸❤🇺🇸
1012123380357763073 2018-06-27 19:59:52 -0400 <CheekyWeeJunkie> @tinsleman @Gabrielle_Faust @DailyCaller @realDonaldTrump @CNN @GOP  https://t.co/dSRw86ol4E
1012123380085125121 2018-06-27 19:59:52 -0400 <bright310> Do it now  @realDonaldTrump #DemocratShutdown #SchumerShutdown #DrainTheSwamp #MAGA @POTUS #obamagate #ReleaseTheTexts @HouseGOP  @SenateGOP #SOTU #americafirst #DemsRunningScared  https://t.co/94rIQlfuKu
1012123379715854337 2018-06-27 19:59:52 -0400 <amymac1008> @realDonaldTrump Wat to make even this about you 🙄
1012123378445152267 2018-06-27 19:59:52 -0400 <JohnJRossi1> @tinsleman @JCenerini @realDonaldTrump @FoxNews @DailyCaller @CNN No shi
1012123377186852865 2018-06-27 19:59:52 -0400 <Boomhauer17> @realDonaldTrump @WhiteHouse Today is a good day for you to #RESIGN &amp; move to Russia!
1012123376549269504 2018-06-27 19:59:51 -0400 <jdkitkat129> @mrleeone @realDonaldTrump Another Echo yet another Echo
1012123375479635968 2018-06-27 19:59:51 -0400 <kbp55> @Llittleapple @Franklin_Graham @POTUS @realDonaldTrump "#Stillwithher" translates to : "#stillbutthurt"  https://t.co/Dv7ykHf0YO
1012123373382524928 2018-06-27 19:59:51 -0400 <RichardJConrad3> @AronT @SidmanLauren @buddy_davis21 @FetchBeer @tedcruz @realDonaldTrump @SenMikeLee The common welfare or general welfare means it helps everyone equally. Like defense for example. The common welfare is the 18 enumerated powers. The constitution doesn't mention Twitter or FB or CNN or FOX either? Should we ban those? That's a stupid argument.
1012123372480688128 2018-06-27 19:59:50 -0400 <bjudy90> @FoxNews @realDonaldTrump @johnrobertsFox House to escalate Mueller document demand with Thursday vote  https://t.co/TRJ5qHIOmo
1012123371205734400 2018-06-27 19:59:50 -0400 <LoriGarza1718> @arianadelawari @VanJones68 @MaxineWaters @realDonaldTrump @CNN @RepMaxineWaters I AGREE WITH 100%
1012123366881447937 2018-06-27 19:59:49 -0400 <elemare> Haha, really? This gang of looters is proposing financial transparency? Deranged, so crazed over President @realDonaldTrump they will gnaw off a limb if they think it spites him. Drink that poison! Then wait for him to die! @SenWhitehouse @davidcicilline @SenSchumer @NancyPelosi  https://t.co/WjMnGAItvE
1012123365614682112 2018-06-27 19:59:49 -0400 <Kal1_Furies> @ALoveGlow @Valkyrie_77 @ImperatorTruth @Masschemtrails @naomirwolf @BayleeB79 @trbrad62 @DanPeacock12 @Enkidu_G @Duffy_1958 @USAShopper @wanderinganimal @TommyLasV @PamJonesLiberty @OpChemtrails @TrishaDishes @HealthRanger @LionelMedia @Surfhempster @AzSkyWatcher @POTUS @realDonaldTrump @Chuckreturns About 5G  https://t.co/7Z4G8ar0oW
1012123359491051521 2018-06-27 19:59:47 -0400 <yigsstarhouse> @martel_al @LP083061 @realDonaldTrump @Mack_Bolan1369 @maunyk @MartRock84 @lettuce_unit3 @PolitiKellyRite @2christian @jbddeckard @JohnnyTSollitto I do love the Pepe' kek
1012123350448132102 2018-06-27 19:59:45 -0400 <AbramsonFL> @canbarleydecide @newtgingrich @realDonaldTrump Obama was a Constitutional law professor. Trump doesn’t know the words to God Bless America.
1012123350414471168 2018-06-27 19:59:45 -0400 <eejay56> @realDonaldTrump @SenJohnHoeven @RepKevinCramer Will you talk about your record breaking national debt? Or your concentration camps? Or your impending impeachment?
1012123346920706048 2018-06-27 19:59:44 -0400 <spiderlantern> @tinsleman @DailyCaller @realDonaldTrump @CNN @GOP   https://t.co/valSjta6fV
1012123345935110144 2018-06-27 19:59:44 -0400 <Mama4Obama1> @tinsleman @TheObamaphile @realDonaldTrump @FoxNews @DailyCaller @CNN But I bet he’ll vote for Trump again. Watch
1012123345356247041 2018-06-27 19:59:44 -0400 <rlfcars> Thank God Donald J Trump won the election in 2016. Imagine now if Hillary had won !!! @realDonaldTrump 🇺🇸🇺🇸🇺🇸🇺🇸  https://t.co/EbAOarmN0c
1012123345326936065 2018-06-27 19:59:44 -0400 <Lisa_1143> @SpeakerRyan @SenateMajLdr you've made a deal with the devil. You have sold out this country. @realDonaldTrump will turn on you too. You have no conscious, you have no soul. How do you look at yourself and your kids? You're horrible people.
1012123344009695232 2018-06-27 19:59:44 -0400 <cindysuerella> @realDonaldTrump Don't worry, the people are happy with what U R doing! U have done so much 4 US already &amp; people R much smarter than the dems give them credit 4. Trying 2 make U look bed makes the dems look worse! We know U will never give up! Go Super Man!
1012123343091314688 2018-06-27 19:59:43 -0400 <EdoFicarra> @realDonaldTrump You forgot to turn the caps lock off...
1012123341354881027 2018-06-27 19:59:43 -0400 <Lottiekat3> @realDonaldTrump It's a CRAP Bill. Not well thought out and sculpted on the backs of napkins. Immigrants as well as ALL Americans deserve legislation that is well thought out, read throughout, and meets the needs of the People not the law makers and those in positions of Power.
1012123339756892162 2018-06-27 19:59:43 -0400 <lazyzimms> @realDonaldTrump @POTUS ❤️❤️❤️❤️❤️❤️❤️❤️❤️The Inconvenient Truth About the Republican Party  https://t.co/w49cqvrqYJ via @YouTube
1012123338355798016 2018-06-27 19:59:42 -0400 <Ericajean74> That is what you think! I know a lot of Women that voted for @realDonaldTrump! You need to turn off the FAKE NEWS🇺🇸🇺🇸🇺🇸🇺🇸We love our President 💙❤️  https://t.co/GmMHTOhtmJ
1012123337349165056 2018-06-27 19:59:42 -0400 <alocinotasor> @Judekarma909 @realDonaldTrump @RealJamesWoods @GovMikeHuckabee 😱😂
1012123331322138624 2018-06-27 19:59:41 -0400 <ShawnFinley2017> @jimmitchell8181 @realDonaldTrump Not going to happen!🇺🇸
1012123329296195585 2018-06-27 19:59:40 -0400 <bobmeier15> @newtgingrich @LarsLarsonShow @realDonaldTrump MAGA 24/7/365
1012123326234398720 2018-06-27 19:59:39 -0400 <dolphins42> @realDonaldTrump how'd that work out for ya?
1012123323990446081 2018-06-27 19:59:39 -0400 <1ruthhutt> @realDonaldTrump Idiot
1012123323873071107 2018-06-27 19:59:39 -0400 <Susanjo34441302> @realDonaldTrump Hey let them go .. lets see how the bikers for Trump like that.  I mean really they are not the only motorcycles in town
1012123321188737024 2018-06-27 19:59:38 -0400 <Harrowdown2018> @The_Trump_Train @realDonaldTrump Start treating the non-whites as Americans.
1012123319288631297 2018-06-27 19:59:38 -0400 <vee817> @heidebur_justin @8thRG @PeggyBurgess17 @FoxNews @TomFitton @realDonaldTrump And this..😳  https://t.co/UYuYFR0g0t
1012123313546711040 2018-06-27 19:59:36 -0400 <hernan_ferrea> @VanJones68 @MaxineWaters @realDonaldTrump @CNN When are you going to be in Miami????
1012123312997224448 2018-06-27 19:59:36 -0400 <bensmomjo54> @JudyHensler24 @ScottWalker @POTUS @realDonaldTrump Maybe @GovWalker will attach a sidecar to his Harley to move @realDonaldTrump from place to place. Kind of like a golf cart, don't you think?
1012123308752625664 2018-06-27 19:59:35 -0400 <footballmom_44> @realDonaldTrump  https://t.co/RXuCgkNSSI
1012123308303806464 2018-06-27 19:59:35 -0400 <LarryHenderso17> @realDonaldTrump Resist!!!
1012123307531960320 2018-06-27 19:59:35 -0400 <NextResort> @realDonaldTrump is working to take us backwards to the #StoneAge #Women please #Vote #SCOTUS  https://t.co/XIo3uE2KGU
1012123303757144064 2018-06-27 19:59:34 -0400 <JOYDOESCHERL> @realDonaldTrump Lmao!!  You don't know the meaning of nice.. T hats a funny tweet 4sho!
1012123302977069056 2018-06-27 19:59:34 -0400 <SistahResistah> @realDonaldTrump And if he supports you he is putting the #UnitedStatesOfAmerica in #danger.... Satellite images show North Korea upgrading nuclear research facility
1012123302800887808 2018-06-27 19:59:34 -0400 <overallthiscrap> @realDonaldTrump When is the trump family going to bring their  manufacturing factories (ties ,jewelry ,cloths ,shoes ) back to USA ? Sure don't hear them talk about that ..take responsibility for your actions you screwed Harley !
1012123302784065536 2018-06-27 19:59:34 -0400 <buckallard> @j_deyell14 @stfuimoverit @realDonaldTrump Yah, you can save 2200 on steel, but spend money for shipping plus the tariffs! Somebody just don’t think!!!
1012123301584371712 2018-06-27 19:59:34 -0400 <Lvstarlet64> @RSBNetwork Love to all of @realDonaldTrump supporters Vote Republican all the way. " Never Quit"  we can do it! #MAGA
1012123300372385792 2018-06-27 19:59:33 -0400 <charpolitevent> @realDonaldTrump The Texas economy is booming thanks to you and these conservative patriots. Fighting the globalists!!!
1012123299445288961 2018-06-27 19:59:33 -0400 <walkenovahere> @benshapiro @realDonaldTrump It’s funny because it involves basketball players
1012123298136670208 2018-06-27 19:59:33 -0400 <PleaseThink1776> @realDonaldTrump @GOP Dare you to speak to farmers. You’re costing them billions with your tariffs. Speak to tourism and retail businesses. They’re losing billions because Canadians won’t come here. You don’t have the guts.
1012123297528442880 2018-06-27 19:59:33 -0400 <2B4USAll> @realDonaldTrump @SenJohnHoeven @RepKevinCramer WHERE ARE THE CHILDREN?
1012123297474142208 2018-06-27 19:59:33 -0400 <HROD1984> Looks like @realDonaldTrump is winning against his biggest foe.🙏#MAGA2020  https://t.co/rpRd9NpaFt
1012123297046122496 2018-06-27 19:59:33 -0400 <maryatsis> @realDonaldTrump  Did we ever!  https://t.co/CqqHu5Is8d
1012123294626004992 2018-06-27 19:59:32 -0400 <phil_nomad> @realDonaldTrump @SenJohnHoeven @RepKevinCramer   https://t.co/Z7sWMqJBxU
1012123294399524864 2018-06-27 19:59:32 -0400 <ReneeGalvan4> @RealDonaldTrump  @SHSanders45  @StephenMillerAL @DanScavino  @GOP @SenateDems     @MikePenceVP  @AFLCIO @CREWcrew @SpeakerRyan      @SenateMajLdr @POTUS  https://t.co/XT49tJMDqh
1012123290981294080 2018-06-27 19:59:31 -0400 <MenominiWanlip> @realDonaldTrump You are unhinged bud.
1012123288586375171 2018-06-27 19:59:30 -0400 <rlombardo4> @SenSchumer @realDonaldTrump Of course.
1012123287239954432 2018-06-27 19:59:30 -0400 <Angry1American> Q 1614..   Pic next in thread.. #GreatAwakening #theStorm #QAnon #RedPill #LockThemAllUp #TickTock #MockingbirdMedia #FakeNews @POTUS  @realDonaldTrump #QAnon8chan  https://t.co/gptbitKJQQ
1012123287185510400 2018-06-27 19:59:30 -0400 <RJJudithsaunt> @nowthisnews @realDonaldTrump is so desperate for their approval! Doesn't Fox and Friends yank it enough for you?
1012123285465763840 2018-06-27 19:59:30 -0400 <becomingeleanor> @TJEldredge09 @realDonaldTrump   https://t.co/QgG8eQV36K
1012123281904713728 2018-06-27 19:59:29 -0400 <newyorkmorning> @jessphoenix2018 @realDonaldTrump He also vowed to not only reverse Woe v Wade but punish women who have abortions. Sounds like the F-ing Handmaids Tale!
1012123281799999488 2018-06-27 19:59:29 -0400 <mike19922003> @realDonaldTrump Nothing says simpleton like the ALL CAPS message.
1012123279975477249 2018-06-27 19:59:28 -0400 <edlewispablo> @NinoskaPerezC @realDonaldTrump   https://t.co/mRIF5KvuRo
1012123279476154369 2018-06-27 19:59:28 -0400 <JAB_5591> @realDonaldTrump Dear Democrats, Please, PLEASE vote!! #MakeNovemberCount  to ensure dems control both houses and make the Fake President impotent.
1012123279069405184 2018-06-27 19:59:28 -0400 <ShivarCurtis> @eugenegu @realDonaldTrump Lmao
1012123269355405312 2018-06-27 19:59:26 -0400 <jdkitkat129> @Holmer_K @realDonaldTrump Do I hear an echo?
1012123264632672256 2018-06-27 19:59:25 -0400 <MVYRD> @111_bhargav @realDonaldTrump We all wish!
1012123262640222208 2018-06-27 19:59:24 -0400 <Lewlewlynn> @EricTrump @realDonaldTrump   https://t.co/TSYbOIDxgn
1012123261633785856 2018-06-27 19:59:24 -0400 <TrumpTajMaWall> @rushlimbaugh @seanhannity @POTUS @realDonaldTrump @newtgingrich @mitchellvii @BillOReilly @foxandfriends @LouDobbs @TuckerCarlson @FoxNews @THEHermanCain @kilmeade @marthamaccallum @AMike4761 @MarkDice @steph93065 @TheFive @Varneyco @JesseBWatters @IngrahamAngle @DonaldJTrumpJr @cvpayne @DanaPerino @greggutfeld @kimguilfoyle @SpecialReport @BretBaier @BillHemmer @HARRISFAULKNER @SandraSmithFox @TeamCavuto @EricTrump @KatiePavlich @kayleighmcenany @ericbolling @RealJamesWoods @KatrinaPierson @PressSec @AnnCoulter @VP @GOP @SenateGOP @HouseGOP @BarackObama @HillaryClinton @DNC @realDonaldTrump just lost 100K followers in one hour!  How is that possible @jack @Twitter
1012123260559884288 2018-06-27 19:59:24 -0400 <Playground_66> @spitsfire_ @trumpsimpeached @billbong9059 @RyanHillMI @realDonaldTrump "prophesized" by the Russians.
1012123258689290240 2018-06-27 19:59:23 -0400 <donald_gatton> @DanHerr90313009 @keanothedog @PalmerReport @realDonaldTrump @SenJohnHoeven @RepKevinCramer Another Nazi
1012123258425094145 2018-06-27 19:59:23 -0400 <GenuineJeremy> @kevincramer @realDonaldTrump   https://t.co/856NoBgidw
1012123258123059201 2018-06-27 19:59:23 -0400 <Miamidelphia> @realDonaldTrump So Crowley lost because he didn’t genuflect to you, Dear Leader??
1012123257959604224 2018-06-27 19:59:23 -0400 <BitsyBell> @GradyGriffin3 @greta @realDonaldTrump @TGowdySC 🤣🤣🤣🤣
1012123253933068288 2018-06-27 19:59:22 -0400 <KennethT1963> @RepTedDeutch @realDonaldTrump   https://t.co/SUmtU9g8oL
1012123252322459648 2018-06-27 19:59:22 -0400 <NnprftMuse> @Stockmarket_Kid @DonaldJTrumpJr @realDonaldTrump whats with the random caps
1012123252305494016 2018-06-27 19:59:22 -0400 <TinPhx> @criteria681 @njterrie @graceslick77 @Catlady628 @CMikeSF @LifeOnTheBeach7 @CatfishJohn8 @gentlemindmom @tess_tess2 @MarilynT4 @andrerucker51 @pinewoodsdojo @LRMC98 @Rosie @kimmybeaa @AdventurerAlan @IdahoRoadapple @KgKathryn @JamesEFinch @MaddowBlog @krassenstein @Tahoesquaw1 @PuestoLoco @JillWineBanks @kylegriffin1 @Roseamund @ealDonaldTrump @realDonaldTrump @Twitter @GOP The don’t care about the fetus, though, or they’d be for proper prenatal care. The only care about power &amp; control.
1012123251542142976 2018-06-27 19:59:22 -0400 <linlady716> @TheVitaminPress @Lydia_MarieM @Det_Starsky @sdmikemurphy @rickajay9372 @AGBecerra @realDonaldTrump @TwitterSupport @facebook_cull Not that I am aware off.
1012123250510434305 2018-06-27 19:59:21 -0400 <webfashioner> @SCSMark @snooze_cat @NewPatriotMan @Paladin23757879 @phillfoss1 @WendySunshine1 @colmanjduffy @CHHolte @BetsyGervasi @JosephIrato @marcynorsk @joe_kidder2 @linmp1031 @MrTSmith81 @KatyKatStation @inatwittoday @CHawksRun @TRE45ON @network_gal @WarchildsEcho @susanyb60 @wildwillow65 @NYJemM @stplit @PattiKimble @wonderfullone @Gary_ARSC @FDRforever @glwoods3377 @agavecorn @old_school_ish @badrider71 @retiredfirstsgt @TrishaW04 @50MaDeuce @PhilipdClarke @BobKerns @VictoriaVanHor7 @Sheika_Yerbouti @MstrKnowItAll @Maxeightyeight @thewickedwitch1 @GLSCHWALL @WtfAmerica4 @realDonaldTrump @coopah @LongIslander57 @Irishman727 @Goss30Goss @TeaPainUSA 49 days? March 29 - August 20th. But your addition is as good as the other propaganda you spew. You're like a FOX news loop. No thoughts of your own. Just regurgitated propaganda. And I know you don't read much like your fearless leader; but just in case.  https://t.co/htMmwte47K
1012123248987987973 2018-06-27 19:59:21 -0400 <jackpatch57r> @realDonaldTrump Agreed, it’s all just greed
1012123246517465088 2018-06-27 19:59:20 -0400 <Nwi_Realtor> @DanBilzerian @realDonaldTrump #MAGA
1012123246135656448 2018-06-27 19:59:20 -0400 <GBiczkow> @KlemJenene @ericthechef2001 @MarieMichelen @realDonaldTrump Try getting a job if your in the hall and you didn't vote their way
1012123244604870659 2018-06-27 19:59:20 -0400 <jetsetter328> @realDonaldTrump I prefer Good Latte to the Dems’ Soy Latte
1012123242440613888 2018-06-27 19:59:19 -0400 <AndyOnly89> @FREDDYARMANDOG5 @lolacienfuegos @realDonaldTrump @LaPosta_Ecu @tinocotania @Xapime @marcelaguinaga @Danku_G @LeovannaO @MonsieurMartinR @jaimenebotsaadi Jajajajajajaja alguien dele una galleta a este pobre sujeto.
1012123240997646336 2018-06-27 19:59:19 -0400 <suzdiscovery> @elizabethforma @realDonaldTrump @SenateMajLdr That’s right Senator Warren!
1012123239588466693 2018-06-27 19:59:19 -0400 <Juwana1957> @MiaLivey @BreitbartNews @realDonaldTrump   https://t.co/MxU9VYk2i1
1012123236895805440 2018-06-27 19:59:18 -0400 <uknounome> @realDonaldTrump Nothing to see here #CrookedHillary has #NoSoul #Rawhide Her #IndianName is #TwoFacedDonkey  https://t.co/zmmwdVVnul
1012123233716457472 2018-06-27 19:59:17 -0400 <mjlawmck> @aerodoria @realDonaldTrump Unless you're from a different planet I would safely say Earth since you asked!
1012123232172937217 2018-06-27 19:59:17 -0400 <TotalRoasters> @realDonaldTrump @SenJohnHoeven @RepKevinCramer You’re really bad a doing the thumbs up. It’s like your hand’s rebelling against you.
1012123230906220546 2018-06-27 19:59:17 -0400 <zsert7> @realDonaldTrump Was Crowley following Hillary Clinton's style of campaigning?
1012123230134398976 2018-06-27 19:59:17 -0400 <DeborahVonBrod> @realDonaldTrump From bartender a year go to winner last night in the 14th Congressional District of New York. Twenty eight year old Alexandria Ocasio-Cortez the new face of the Democratic party.💦💦💦💦💦💦💦💦💦💦💦💦  https://t.co/bszGonPPTi
1012123224669413376 2018-06-27 19:59:15 -0400 <erenna_marie> @marcorubio Please Senator @marcorubio continue your fight on these Chinese matters. You are right to ring the alarm bells and I am paying attention as I hope other leaders are, including @POTUS @realDonaldTrump.
1012123224568684544 2018-06-27 19:59:15 -0400 <MB3252> #Resistance #BlueWave2018 @realDonaldTrump  https://t.co/jhzK8i2xjR
1012123224367345664 2018-06-27 19:59:15 -0400 <fustyrenee> @realDonaldTrump Sorry!!! You didn’t make the list.  https://t.co/kFeLBDCirN
1012123224300249089 2018-06-27 19:59:15 -0400 <True_Patriot1> @1centthinker @thooloo @prncssofpwr @realDonaldTrump You clearly didn’t read the tweet I was responding to
1012123222387486720 2018-06-27 19:59:15 -0400 <Jazzybear629> @screennamesbite @realDonaldTrump 🤮
1012123218256257025 2018-06-27 19:59:14 -0400 <RemoveTheSwamp> @LisaMei62 @realDonaldTrump Hi!  https://t.co/JhVvU0nLWv
1012123211121790976 2018-06-27 19:59:12 -0400 <curlyhairatedge> @SarahHuckabee @realDonaldTrump @SpeakerRyan @SenateMajLdr  https://t.co/n6beB0vBDy
1012123210375159809 2018-06-27 19:59:12 -0400 <TeaRocckanova> @kentuckygrandma @realDonaldTrump @PressSec #Pride here.  It will be an important day!!
1012123208932261888 2018-06-27 19:59:12 -0400 <nightscouter> @realDonaldTrump So you’re blaming Dems when the @GOP can’t even get enough votes to move this forward? You seriously still don’t know how Congress works, do you? But I guess your supporters don’t either and are dumb enough to believe you.
1012123204394024960 2018-06-27 19:59:10 -0400 <NewDayForNJ> @parscale @realDonaldTrump The enthusiasm is palpable!  We’re mounting forces for NJ to be the next break in the blue wall to take more #MAGA Ground in the Nov mid term...would love to coordinate a rally for the cause!
1012123203907407872 2018-06-27 19:59:10 -0400 <aussieguy48> @pete11122245 @realDonaldTrump And you can't see the danger in that. How many other companies will follow Harley decision China already put tariffs on US goods Fall in US jobs How has the reduced company tax worked in US Any direct influence on more jobs or share buybacks
1012123203710472192 2018-06-27 19:59:10 -0400 <grandpoobah13> @tateeyler @vertigo7804 @Meeeech_L @thehighwayman84 @SenateMajLdr @POTUS @realDonaldTrump No. The dems changed that one. Go thank harry Reid
1012123202645102592 2018-06-27 19:59:10 -0400 <h_w_c> .@SenateGOP .@HouseGOP .@SpeakerRyan .@GOP .@SenateMajLdr .@realDonaldTrump  .@HouseDemocrats .@SenateDems .@NancyPelosi .@SenSchumer .@DNC #MAGA #tax #Job #sex  https://t.co/5ZZBUwQion
1012123202380853254 2018-06-27 19:59:10 -0400 <ZoeyPeony> @111_bhargav @realDonaldTrump 🤢🤢🤮🤮🤮🤮
1012123202191888384 2018-06-27 19:59:10 -0400 <KarenMcBain> @realDonaldTrump Are you really this corrupt? Dems and the majority of union members know that @GOP's goal is to eliminate collective bargaining. Unionization MADE the middle class. You want to destroy it.  https://t.co/2tLbqDVTb4
1012123200828952576 2018-06-27 19:59:10 -0400 <asisty> @realDonaldTrump   https://t.co/sWxq4bpLKV
1012123198316580864 2018-06-27 19:59:09 -0400 <major_b> Cooking some burgers after working in the Florida heat. We know @potus loves a great burger. Live well and enjoy life! #maga #Grilling #itswhatwedo @realDonaldTrump and  @PressSec is invited of course.  https://t.co/PjeyKCGdJA
1012123195380465665 2018-06-27 19:59:08 -0400 <tjb123_tiffany> @realDonaldTrump @BolgreanTom @SenJohnHoeven @RepKevinCramer See ya soon!!  https://t.co/4ifzH8tnON
1012123193639763969 2018-06-27 19:59:08 -0400 <RobertVine5> @realDonaldTrump Demacraps want there votes bring all of them over the border nice try not working people see this plan the Dems are up to
1012123185301553152 2018-06-27 19:59:06 -0400 <crandallgold> @realDonaldTrump   https://t.co/Upnni6B0Xj
1012123184311734272 2018-06-27 19:59:06 -0400 <0j3177345024> @realDonaldTrump Select Our new #SCOTUS from your campaign list! DO NOT TRUST THE SWAMP IN ANY WAY TO ADVISE YOU ON SOMEONE ELSE🇺🇸#MAGA
1012123179517710341 2018-06-27 19:59:04 -0400 <sperks240> @Momqueen95 @HW_Helser @realDonaldTrump Typical hypocritical liberal but case! I guess the kitchen got to hot!
1012123178838233090 2018-06-27 19:59:04 -0400 <LarryHenderso17> @realDonaldTrump No, his replacement will soon be your worst nightmare.
1012123175826722823 2018-06-27 19:59:04 -0400 <ewc892> @Mkwood1952 @realDonaldTrump @SenJohnHoeven @RepKevinCramer Not!
1012123175361138688 2018-06-27 19:59:04 -0400 <Luporobert2> @BDexin @__TruthSeeker_ @POTUS @realDonaldTrump @SecPompeo @DeptofDefense @TrixieQArmy @Sandfarmer007 @onebigsister @BookEnoch @MEGAMAGA16 @occulturalism @Recipreese @JosephStec @CathyCastle8 @AvonSalez The count  https://t.co/b1B7WRJRlK
1012123173750358016 2018-06-27 19:59:03 -0400 <MohammadEshaghy> @realDonaldTrump How about the with NO OPTION, what would you tell him, release me please STOLEN 19 years of my Life , and daily extortion even today at LOWE’S “ assistance needed at plumbing Repair on a loud speakers, really? When would you end assassination of character, release me please !?
