1179546603733934080 2019-10-02 19:59:59 -0400 <kernonthekobb> @realDonaldTrump You sound desperate, please resign.
1179546566341922816 2019-10-02 19:59:50 -0400 <BarnowskyLarry> @realDonaldTrump Sign one of the 100 plus bill's the House passed and prescription drug price problem is solved.
1179546562575372290 2019-10-02 19:59:50 -0400 <jeklo24> @realDonaldTrump Except when that President (you) breaks the law, or in this case laws...Clinton's impeachment was highly partisan...for Christ's sake, he got a blow job from an intern (consensually) but you? You cheated to win an election and you're trying to do it again!
1179546562449625088 2019-10-02 19:59:50 -0400 <Anluwill6> @realDonaldTrump Nope. But we DO want the criminals out of the White House!
1179546561996447744 2019-10-02 19:59:49 -0400 <AndrwFr3knSxton> @LinHoHi1 @Free_Media_Hub @realDonaldTrump This one's been proven fake. You're news.
1179546561795149824 2019-10-02 19:59:49 -0400 <123thrive> @steph93065 @realDonaldTrump  https://t.co/LlEBXnjBlg
1179546560608137217 2019-10-02 19:59:49 -0400 <EliJenkinsYK> @realDonaldTrump The president of the united states, ladies and gentlemen.
1179546560289542144 2019-10-02 19:59:49 -0400 <ScooterJBug1> @nelsonwendella @realDonaldTrump @tatereeves I love animals and don’t eat them either. I support Trump and find your post so juvenile. BTW adorable kitty.
1179546559870066688 2019-10-02 19:59:49 -0400 <EuroCarImporter> @realDonaldTrump Stupid
1179546558741843969 2019-10-02 19:59:49 -0400 <MERDERJUNKIE> @realDonaldTrump @POTUS  https://t.co/yWcH8tJkZx
1179546558645358592 2019-10-02 19:59:49 -0400 <djcarltnt> @realDonaldTrump Abuse of power is just that you are Potus with your debunked theories smh you can con us you can’t put us of balance no matter what smoke screen you put up
1179546558347579392 2019-10-02 19:59:49 -0400 <FosterFurbaby> LOOK AT THIS PHOTOGRAPH American Presidents don’t salute to Dictators! @realDonaldTrump  https://t.co/NwBhyCGUEp
1179546557969920000 2019-10-02 19:59:48 -0400 <Jims_Jameson> @OwenBanks11 @mmpadellan @realDonaldTrump Only one to completely lose your soul.
1179546557722570753 2019-10-02 19:59:48 -0400 <EastOfTheAnduin> @realDonaldTrump Yes sir, that moving photograph is called a VIDEO. Don't worry, there is no cause for alarm.  No sir, it is not magic.
1179546557278015489 2019-10-02 19:59:48 -0400 <sparkly91717> @realDonaldTrump How badass is my Twitter? Well, you know! 😂  https://t.co/GtcQpWxupf
1179546556720009217 2019-10-02 19:59:48 -0400 <2xBillyunz> @sarahwoodwriter @realDonaldTrump Did you watch the Superbowl?
1179546556250415104 2019-10-02 19:59:48 -0400 <Csysel> @LeeHolly81 @realDonaldTrump 😂😂😂😂😂😂😂😂
1179546554904072193 2019-10-02 19:59:48 -0400 <tturnt1> @realDonaldTrump Ladies and Gentlemen.  The President of the United States.  No, really.
1179546554178211840 2019-10-02 19:59:48 -0400 <outdoorvoice1> @realDonaldTrump Are you 12? #bebest
1179546554048233473 2019-10-02 19:59:48 -0400 <Fasttracker> @LeeHolly81 @realDonaldTrump And now Putin himself is saying that “yes” he does intend to meddle in the 2020 elections!
1179546553926725632 2019-10-02 19:59:48 -0400 <rhyssava> @realDonaldTrump Impeach trump impeach trump impeach trump
1179546553683517442 2019-10-02 19:59:47 -0400 <kc2pgo> @realDonaldTrump Give it a break Bone Spurs  https://t.co/KfszeA3R7x
1179546553616338945 2019-10-02 19:59:47 -0400 <mookieolanza> #Trump’s press conference today proves he’s totally unfit for office! @gop @TheDemocrats @realDonaldTrump @realstupidDona2
1179546553612165125 2019-10-02 19:59:47 -0400 <kathedden> @bcdctf @SenSchumer @realDonaldTrump @senatemajldr I’m not ruining the country
1179546553259843584 2019-10-02 19:59:47 -0400 <LaurenLaramore> @realDonaldTrump  https://t.co/4CN2a7hoQW
1179546553104490496 2019-10-02 19:59:47 -0400 <shockadelicaust> @realDonaldTrump Who answers a question so formally? A sincere response would just be "No"?
1179546552890560512 2019-10-02 19:59:47 -0400 <MRPOWELL1999> @GunnySmurf @realDonaldTrump He and his lawyers were not ready for impeachment.  They're scrambling while the president is trying to distract from the 2nd whistleblower has come forward.
1179546552165191680 2019-10-02 19:59:47 -0400 <spenstatic> @realDonaldTrump Haaaaaaaaaa !  Perfect ! 🤣🤣🤣🤣🤣🤣
1179546550705561600 2019-10-02 19:59:47 -0400 <RRgi911> @realDonaldTrump  https://t.co/4PdMenrfeI
1179546550470660096 2019-10-02 19:59:47 -0400 <MKShelly> @realDonaldTrump Illegitimate president, don’t let the door hit you.
1179546550462242816 2019-10-02 19:59:47 -0400 <Marcos38412006> @Countrymoney @realDonaldTrump @tatereeves 😂😂😂😂  https://t.co/IlWXZ89N6h
1179546549426311168 2019-10-02 19:59:46 -0400 <caroltracy8> @realDonaldTrump  https://t.co/CCOqvJ1ejN
1179546548885229568 2019-10-02 19:59:46 -0400 <nochalbestiny> @TerraMater7 @realDonaldTrump Might be a few pics of #Ivanka polishing his balls for him on the deep dark web ....
1179546548688052224 2019-10-02 19:59:46 -0400 <BrianBergin2> @realDonaldTrump @tatereeves WE WERE GOING TO SAY SOMETHING.. BUT THEN WE THOUGHT...🤔🤔  https://t.co/R4F4wnJNQB
1179546548415262720 2019-10-02 19:59:46 -0400 <mikell05359939> @realDonaldTrump EXPOSE BIDEN
1179546547874385920 2019-10-02 19:59:46 -0400 <samanthaowen008> @Cordicon @realDonaldTrump I love how he says, “quiet,” and points his finger. The boss.
1179546547568152577 2019-10-02 19:59:46 -0400 <888Mingster> @realDonaldTrump @realDonaldTrump or rather @fakePresident: How low can you go??! As each day passes, seems the lower you go. BULLSHIT”?!?Shocked that a prez would write that for publication. You Tweet wayyyy too much!! Feel your Anxiety! Feel your Anger! Feel you getting more and more unhinged!
1179546547178086401 2019-10-02 19:59:46 -0400 <coffeelvr7171> @realDonaldTrump Omg it’s happening in real time...like when the wicked witch melted in front of our eyes only...for real!
1179546546901270528 2019-10-02 19:59:46 -0400 <xY9Anx5ayabX4Z5> @realDonaldTrump @tatereeves  https://t.co/7yQJ8vnYt8
1179546546867785730 2019-10-02 19:59:46 -0400 <chernov_vitaly> @realDonaldTrump There's a real Homoerotic quality to this new work from you, Donald.  Does @VP know?  #PenceKnew
1179546546645458945 2019-10-02 19:59:46 -0400 <verdiKat> @oliverdarcy @jeffmason1 #BeBest 🤨 @realDonaldTrump do it for @FLOTUS even tho you can’t seem to do it for your country #secondratepresident #TrumpMeltdown
1179546546305732609 2019-10-02 19:59:46 -0400 <justbrilliant55> @scorpio_lit @JulianSvendsen @realDonaldTrump @AndrewYang 79 followers Troll
1179546545924055040 2019-10-02 19:59:46 -0400 <RobertBrando> @realDonaldTrump There really needs to be term limits! Look at how long they’ve been in Government!!!
1179546545122942976 2019-10-02 19:59:45 -0400 <unkiebooboo> @realDonaldTrump Greatest witch hunt ever? Say that to those that were killed during the Salem Witch Trials! You have no idea what great is because @realDonaldTrump is such a big failure and #TrumpisaBigLoser
1179546544950919168 2019-10-02 19:59:45 -0400 <66stilllliberal> @realDonaldTrump Moscow Mitch has over 400 resolutions sitting on his desk. Tell him to put them on the Senate floor
1179546544808308738 2019-10-02 19:59:45 -0400 <EadmundHodgson> @Elljaysa1 @IveyFrances @nelsonwendella @realDonaldTrump My father fought for this country so you could put him down. Thank you
1179546544443408394 2019-10-02 19:59:45 -0400 <AnitaWarren2> @ColMorrisDavis @MalcolmNance @RepAdamSchiff @realDonaldTrump DJT "FABRICATES" 24/7.  No one in the White House, the Administration, and complicit GOP Congressmen seem bothered by it!
1179546543772315648 2019-10-02 19:59:45 -0400 <ktinfl> @SputnikInt @realDonaldTrump @JoeBiden First, let us remember Trump is an outsider and shaking up government.  Second, governments world wide react the same to a change agent upsetting the status quo. Gang violence. Third, Attorneys use the court and in this case the Congress to set up, entrap, to create the crime.
1179546543390519296 2019-10-02 19:59:45 -0400 <ranko74> @realDonaldTrump 😂😂😂😂😂😂😂😂😂😂😂😂😂😂You do realise that KAG means ball sack 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
1179546542891552768 2019-10-02 19:59:45 -0400 <vetmar4> At the least @AdamSchiff should be brought up on some kind of charges! How many #Hoaxes is it up to now? @realDonaldTrump @TheJusticeDept @HouseGOP @SenateGOP @RudyGiuliani
1179546541876363265 2019-10-02 19:59:45 -0400 <jasonwp41> @realDonaldTrump You’re an embarrassment
1179546540538392578 2019-10-02 19:59:44 -0400 <GSwarthout> @Spify007 @realDonaldTrump @tatereeves Republicans are allowing the most corrupt, criminal administration continue in the unchallenged.
1179546540488052738 2019-10-02 19:59:44 -0400 <redwhitepewpew> @realDonaldTrump That. Is. HILARIOUS!
1179546539305394176 2019-10-02 19:59:44 -0400 <audreyp1961> @realDonaldTrump  https://t.co/QkCYJdhOgo
1179546536549724160 2019-10-02 19:59:43 -0400 <DetranMusic> @realDonaldTrump  https://t.co/UkIgNkdWZn
1179546536243580928 2019-10-02 19:59:43 -0400 <rinky539> @claudiascore @MatthewJshow @real_defender @realDonaldTrump Suck ups! It's like little kids screaming "Look at me Daddy! Look at me!"
1179546536209895424 2019-10-02 19:59:43 -0400 <KennethReeder11> @GovMikeHuckabee @realDonaldTrump Joe Biden is attacking the 1st amendment.
1179546536138723328 2019-10-02 19:59:43 -0400 <frankcarlos_g> @MinturCuba Sufre @realDonaldTrump. Se desarrolla el turismo en # Cuba y tu no invertistes y además violas el derecho de  viajar de los estadounidenses. Pero enterate hay valientes que vienen y disfrutan de las maravillas cubanas.
1179546535274483713 2019-10-02 19:59:43 -0400 <lichtenbrent> @realDonaldTrump It’s called being held accountable for your own actions. Republicans used to be really big on the concept.
1179546534897168384 2019-10-02 19:59:43 -0400 <PickledPlatypuz> @MotownSmackDown @tonyposnanski @realDonaldTrump “Stable genius”  Whatever helps you sleep at night kiddo.  https://t.co/7ts1lxO3zQ
1179546534779609088 2019-10-02 19:59:43 -0400 <Sean_conch> @realDonaldTrump #ImpeachTheMF is it corrupt to give your daughter a job in the White Hoise when she has zero experience in government? I just don’t know...🤔 help us understand Conald.
1179546534507110400 2019-10-02 19:59:43 -0400 <Common_Senseinc> @christog25 @charliekirk11 @realDonaldTrump But Bernie's foregin policy could use work..🤷🏿‍♂️
1179546533068464128 2019-10-02 19:59:43 -0400 <edstines> @lionel_jon @realDonaldTrump You probably will be in prison and not running in the next election so I wouldn't worry about it if I were you.
1179546532791668737 2019-10-02 19:59:42 -0400 <zenithguy> @realDonaldTrump Corrupt Trump  https://t.co/no4XCrELaG
1179546531147472896 2019-10-02 19:59:42 -0400 <longdickstyl69> @bear_galactic @McFlyChili @Dusty27751182 @RyanHillMI @realDonaldTrump I and a lot of democrats/progressives don’t want open border but a wall scientifically isn’t gonna stop that, and locking people in cages isn’t gonna stop it ethier. If anything you are gonna get somebody so traumatized that they’re gonna comeback to do a mass shooting.
1179546530799390721 2019-10-02 19:59:42 -0400 <AmberGirl3> @RepAndyBiggsAZ @POTUS @realDonaldTrump @FoxNews THANK YOU ANDY BIGGS for introducing a motion to censure Adam Schiff.  #NoFear
1179546530660982784 2019-10-02 19:59:42 -0400 <jangelortiz78> @ResisterSiano @bob_in_atlanta @realDonaldTrump 🤮🤮🤮🤮🤮🤮
1179546529754804224 2019-10-02 19:59:42 -0400 <MylarPatty> @realDonaldTrump I would hope he would  some way be held accountable for all his evil ways!
1179546528802672640 2019-10-02 19:59:42 -0400 <RayHeim6> @EricTrump He who controls the narrative, controls the MEDIA. #MaestroTroller @realDonaldTrump @POTUS
1179546528563769345 2019-10-02 19:59:41 -0400 <3oh3Bob> @KyleKashuv @realDonaldTrump Brilliant!
1179546527934636034 2019-10-02 19:59:41 -0400 <SMAS1024> @realDonaldTrump  https://t.co/MfkdHPgpSP
1179546527842390017 2019-10-02 19:59:41 -0400 <KingBing_Bike> @realDonaldTrump How was it perfect?   You've probably taken 10,000 shits that were closer to being perfect!
1179546527561392129 2019-10-02 19:59:41 -0400 <SixofB> @linelingo @smg1138 @MichiganMom6 @MatthewJshow @RyanAFournier @realDonaldTrump That wasn't the question. You said they're liberal cesspools. What makes them cesspools, why aren't they afforded the same patriotic concern you should give all fellow Americans?
1179546526588243970 2019-10-02 19:59:41 -0400 <ExoticPooter> @realDonaldTrump Slovenly, crazy, stupid and mean is no way to go thru the Presidency son.
1179546526365839362 2019-10-02 19:59:41 -0400 <swannerandjudd> @realDonaldTrump  https://t.co/2J7sVOGPfU
1179546525665501185 2019-10-02 19:59:41 -0400 <deborahkass> @realDonaldTrump #Projection. Every accusation is a confession. Never fails.
1179546524335783937 2019-10-02 19:59:40 -0400 <AmyHofrichter> @realDonaldTrump Umm, FYI nobody was responsible for getting Obama and Biden out! They were out because their term was up. #readTheConstitution
1179546524189102081 2019-10-02 19:59:40 -0400 <Patrici36665101> @w_terrence @realDonaldTrump #ResignAdamSchiff
1179546523886968832 2019-10-02 19:59:40 -0400 <biggie_cheze> @realDonaldTrump Hey will you buy me a car?
1179546523694063616 2019-10-02 19:59:40 -0400 <MarcellaStovik> @realDonaldTrump You had help from Russia and you know it! 10,000 lies and counting!
1179546522993733637 2019-10-02 19:59:40 -0400 <DorvalTony> @realDonaldTrump  https://t.co/as3Ft5HCCl
1179546521781575686 2019-10-02 19:59:40 -0400 <LivinMyTruth> @realDonaldTrump #ImpeachTrumpPenceBarrPompeo  https://t.co/YcVd1qWDqL
1179546521345429504 2019-10-02 19:59:40 -0400 <ReberkNancy> @BrianKarem @realDonaldTrump  https://t.co/QuFiPjC2yU
1179546521316012033 2019-10-02 19:59:40 -0400 <Melted2> @realDonaldTrump Hahaha
1179546521274081280 2019-10-02 19:59:40 -0400 <MPizzicone> @realDonaldTrump So now ADAM SCHIFF is a low life, really donnie, your pathetic. He has more intelligence &amp; class than you ever will. I’m tired of the way you talk about people, it’s sickening, it’s hurtful, but coming from you, it’s no surprise. You’ve had 3 yrs of corruption, now you pay 👏👏👏
1179546521236361216 2019-10-02 19:59:40 -0400 <ThomasBeblowski> @realDonaldTrump When will this child grow up?  https://t.co/ooCAoKbMzz
1179546518535188482 2019-10-02 19:59:39 -0400 <lewisetayloriii> @khanundrum @russellcrowe Retweet this message.  @realDonaldTrump, @OANN, @JudicialWatch, @TomFitton, @OIGFedCFPB, @GOPChairwoman @DNC, @JudiciaryGOP @GOP @GovKemp @SherryBostonDA, @KimKardashian, @JeffBezos @KarenBassTweets @KamalaHarris @washingtonpost @newsyCaitlin @Newsy   https://t.co/YcM9jZEGP3  https://t.co/cGjgREf3uw
1179546518417743882 2019-10-02 19:59:39 -0400 <GregCannon17> @realDonaldTrump You calling someone a fraud is ironic
1179546518329552896 2019-10-02 19:59:39 -0400 <KobeVizcano> @realDonaldTrump HA
1179546515808935936 2019-10-02 19:59:38 -0400 <d28mrtn> @ChrisJZullo @realDonaldTrump @tatereeves After the last 3 years? Never voting Democrat again... ever.
1179546515523719169 2019-10-02 19:59:38 -0400 <AmiBartolobe> @realDonaldTrump Chairman Schiff America is behind you. This mobster is delusional and believes he is above the law. Run your impeachment inquiry. We stand with you Sir. Impeach, Indict, Remove, let NY AG arrest this mobster
1179546515326398465 2019-10-02 19:59:38 -0400 <lauradixieclay> @realDonaldTrump #trumpmeltdown  https://t.co/4OK4fQK0pF
1179546515171397633 2019-10-02 19:59:38 -0400 <deborahkass> @realDonaldTrump Muddy the water #moron. Your 33% will def be impressed w this.
1179546514374283264 2019-10-02 19:59:38 -0400 <kiddwikked> @swoonychic @JohnParshon @ChrisJZullo @realDonaldTrump So the argument is hes not racist just an idiot..lol good one
1179546514189901824 2019-10-02 19:59:38 -0400 <walkalonewolf> @realDonaldTrump Please just #STFU for one day.
1179546513028112384 2019-10-02 19:59:38 -0400 <s_carruth> @realDonaldTrump You lost the popular vote in 2016 and, once @LindseyGrahamSC &amp; the @TheJusticeDept complete their investigation, We, the People, will have MORE proof that you are an illegitimate "president". No need for us to "STEAL THE ELECTION!" #TrumpMeltdown  https://t.co/HaNZrVx7nS
1179546512772259840 2019-10-02 19:59:38 -0400 <CalvertJim> @realDonaldTrump Go to bed grandpa.
1179546511757238274 2019-10-02 19:59:37 -0400 <SchuhBshu92> @realDonaldTrump Yes they can! It’s @realDonaldTrump  https://t.co/119yQ3KsHF
1179546511287422976 2019-10-02 19:59:37 -0400 <BetterEd69> @realDonaldTrump Don’t worry. We’ll turn that back around soon.
1179546511274905601 2019-10-02 19:59:37 -0400 <HallTorcasio> @realDonaldTrump No he didn't.  You're a liar.
1179546509530021888 2019-10-02 19:59:37 -0400 <patsfan4evah> @realDonaldTrump   I wanna play....  LOOK AT THIS PHOTOGRAPH! #TrumpMeltdown  https://t.co/gVZcgsNIBz
