825856047298523136 2017-01-29 18:59:59 -0400 <affiliated2> @faagifts @realDonaldTrump try it and see what happens
825856042076499968 2017-01-29 18:59:58 -0400 <ACitizen0> @realDonaldTrump Nice attempt to prempt blame before an event. Sounds like you know whats coming?  This is utterly serious and such casual comments unhelpful
825856041040617472 2017-01-29 18:59:58 -0400 <shelbird> @realDonaldTrump I can't wait till you get impeached!  And your Vice President too!  You no absolutely nothing about running this country!
825856040470183939 2017-01-29 18:59:58 -0400 <random_interrup> @realDonaldTrump Amen!  They're both hawks and neocons looking for a war to make money on.
825856040243654657 2017-01-29 18:59:58 -0400 <ClueHeywood> @realDonaldTrump I bet it bugs you that you got elected President--President!--and still no one respects you.
825856040226918401 2017-01-29 18:59:58 -0400 <alohoss> @realDonaldTrump @nytimes  Even if you could buy the Truth, you can not hide if forever...
825856038775693316 2017-01-29 18:59:57 -0400 <gigihurley1> @Uber you are committing financial suicide for the employees and your company by supporting a mentally unstable president @realDonaldTrump
825856037769117698 2017-01-29 18:59:57 -0400 <EBZAR> @casinolif3 @Trump_Regrets @realDonaldTrump trump proved he was a racist LONG BEFORE Election Day. Did you think YOU wasn't included?
825856037475516417 2017-01-29 18:59:57 -0400 <StageYaneu> @HouseDemocrats @HouseGOP @SenateGOP @SenateDems @realDonaldTrump @POTUS @CNN @MSNBC YES MAYBE HILLARY/COLIN WILL TEAM UP&amp;MAKE THINGS RIGHT!
825856036108107777 2017-01-29 18:59:57 -0400 <steve_seaton> @DavidCornDC @davidfrum remember that @BarackObama told us that @realDonaldTrump was uniquely unfit to be prez, nothing shld surprise us
825856035818713089 2017-01-29 18:59:57 -0400 <54roussos> @realDonaldTrump sounds more then fair. Why they cry so much like a beheading
825856035235647488 2017-01-29 18:59:57 -0400 <hazydav> Group pic -  GOP Philly retreat, taken minutes before the burring of the cross... @SpeakerRyan @realDonaldTrump  https://t.co/kjKv13Ac9P
825856034380009473 2017-01-29 18:59:56 -0400 <debs5357> @FabianEberhard @metaquest @realDonaldTrump looks like more people than the inauguration
825856033650253824 2017-01-29 18:59:56 -0400 <VeronicaTash> @realDonaldTrump @POTUS I'm sure your administration has not made you aware of obligations concerning this.   https://t.co/VTyqk51V8D
825856032576516097 2017-01-29 18:59:56 -0400 <ChangeHart> @realDonaldTrump admin acting like "Keystone Cops"intentional disregarding outher department impute for executive orders. Not Smart Donald
825856031750254593 2017-01-29 18:59:56 -0400 <ShaneAcreeKy> @Acosta @realDonaldTrump @POTUS You know he means himself when he says "US" But #WeThePeople matter . He's seeing that this week I believe
825856031716683776 2017-01-29 18:59:56 -0400 <RogueNPS> So if @nytimes makes a prediction (@realDonaldTrump won't win) that is FAKE NEWS, that means when the weather forecast is wrong, FAKE NEWS!
825856030399623168 2017-01-29 18:59:55 -0400 <SaraKimbell> @realDonaldTrump  https://t.co/K50ztpmEeb
825856029808156672 2017-01-29 18:59:55 -0400 <FrankTCardenas> @realDonaldTrump they have my cousin trying to put on an act like if she is slow. She graduated from college just recently with an
825856029263015937 2017-01-29 18:59:55 -0400 <YvonneDye3> @realDonaldTrump  You're doing the right thing for our safety. Those demonstrators mean nothing to the REAL AMERICANS.
825856029057482754 2017-01-29 18:59:55 -0400 <MysteryObsidian> Well.... I mean.... pretty accurate  https://t.co/etqP5VjS5O @realDonaldTrump #wall #immigration #moron
825856028738727937 2017-01-29 18:59:55 -0400 <AJTheodore> @RodriguesMatt @POTUS @realDonaldTrump I am scare of the photo of the ISIS children post proudly with headless body.
825856028675805185 2017-01-29 18:59:55 -0400 <Gary__Kline> @DenaldJTrumpJr @realDonaldTrump that's because you and your dad are clueless
825856028487118848 2017-01-29 18:59:55 -0400 <Kito19752675> @smerconish @realDonaldTrump  22%
825856027992215556 2017-01-29 18:59:55 -0400 <robbiejbutler> @EndaKennyTD Do wash your hands afterwards. You don't know where @realDonaldTrump's hands have been. #MuslimBan #HistoryIsWatching  https://t.co/N8cJK53N2y
825856027224588288 2017-01-29 18:59:55 -0400 <angelneptustar> @myamigocouk @realDonaldTrump Charles Moore says every country entitled to protect their borders.
825856026998145024 2017-01-29 18:59:55 -0400 <JoannNyfors> @thehill @realDonaldTrump Media truthful.  You lie.  And your Christian preference was dead wrong, too.  Complete screw-up by you, Trump.
825856025349672960 2017-01-29 18:59:54 -0400 <Dyann057> @citizens4ohowop @DemsTalk @MagaFeed @realDonaldTrump  https://t.co/JUUnmrcLt5
825856024951320578 2017-01-29 18:59:54 -0400 <melmae> @realDonaldTrump You're creating nothing but hate in a country I love. Horrible. May God forgive you, I can't and won't.
825856022883491842 2017-01-29 18:59:54 -0400 <zaphy42> @realDonaldTrump Quite right! Starting World War 3 is your job isn't it?
825856022556315648 2017-01-29 18:59:54 -0400 <Stone_Darican> it's time to shut @POTUS @realDonaldTrump and his destructive administration down. #NoBanNoWall  https://t.co/XjXlmCNPaE
825856021851623424 2017-01-29 18:59:53 -0400 <zennow2> @realDonaldTrump you screwed up regarding this ban; and now there is a backlash here and around the world! # you are fired!!!
825856021033803786 2017-01-29 18:59:53 -0400 <leigh_league> @Humanitarian66 @BitchestheCat @realDonaldTrump @VineCreators This picture never gets old, cracks me up everytime.
825856017816629248 2017-01-29 18:59:52 -0400 <grollen> @realDonaldTrump is #uniformed and #unpopular  https://t.co/pJR5ENvvoI
825856017346998276 2017-01-29 18:59:52 -0400 <ryamary> @realDonaldTrump @VP @March_for_Life it's too bad Pence doesn't care what happens AFTER the child is born.
825856017149882368 2017-01-29 18:59:52 -0400 <koalie> Humanity strikes back at @realDonaldTrump. Join the #WorldToTrump open letter that’s sweeping the planet! #Trump  https://t.co/25V7vN42Fk
825856016629653504 2017-01-29 18:59:52 -0400 <carolynQkovacs> @realDonaldTrump U R the only FOOL executing sloppy policy that is starting World War III. Go read the Constitution finally and get a clue.
825856015384059904 2017-01-29 18:59:52 -0400 <LMGGriffin> @realDonaldTrump Banning Muslims is unChristian #refugeeswelcome #NoWallNoBan
825856014335479810 2017-01-29 18:59:52 -0400 <jeklo24> @DJJoshuaD @realDonaldTrump not true, he ALWAYS says something ridiculous that makes me laugh.
825856013626638337 2017-01-29 18:59:51 -0400 <TheCBuras> @TheCBuras @realDonaldTrump @TheBrodyFile @CBNNews This one she wonders how you feel about the most, Malachi 3:5
825856013563740161 2017-01-29 18:59:51 -0400 <Lukesaleem1> @realDonaldTrump @TheBrodyFile @CBNNews I can't believe I actually hearted this shit.
825856012666150921 2017-01-29 18:59:51 -0400 <LewPharmD> @realDonaldTrump  https://t.co/AEJaosW6Pj
825856012657778690 2017-01-29 18:59:51 -0400 <ComputerGeek196> @SenMarkey @realDonaldTrump @ACLU_Mass @CAIRMass faux protestors.  how much did they get paid?
825856012552908800 2017-01-29 18:59:51 -0400 <phauxpharmer> @realDonaldTrump Mr. President, stay strong. We know that you're on the right path. Keeping us safe is always #1! God bless you.
825856011332440065 2017-01-29 18:59:51 -0400 <friendsofgod> @jeremybotter @realDonaldTrump  You are confusing our POTUS with Barrack Obama.
825856011193970688 2017-01-29 18:59:51 -0400 <parker1313> Sad that idiot @realDonaldTrump has been president for barely a week and there has been major protests in more then half of them
825856011156209670 2017-01-29 18:59:51 -0400 <dixie_mule> @realDonaldTrump @TheBrodyFile @CBNNews i masturbate to the thought of you in jail
825856010556473344 2017-01-29 18:59:51 -0400 <Lovin_Life2019> @_ashleymeow @realDonaldTrump I would say that unequivocally yes ! Trump is STILL NOT my president 👎 his incompetence is affecting all of us
825856010485104645 2017-01-29 18:59:51 -0400 <Shelli239> @limodavid @realDonaldTrump @dwaynecobb @politicususa 👌🏻😂🙌🏻👍🏻
825856006982864897 2017-01-29 18:59:50 -0400 <baustin64R> @bdgrabinski @brian_70 @speab10307 @realDonaldTrump Agree with you,Ben. Scary now.
825856006429118468 2017-01-29 18:59:50 -0400 <seth_shellhouse> look at @realDonaldTrump trying to hijack Christianity to make a buck.  https://t.co/7M6TOMpZzV
825856004545875968 2017-01-29 18:59:49 -0400 <druidmichael> @realDonaldTrump check out the protests against your immigration ban. You may find your 3 million illegal voters
825856004143382528 2017-01-29 18:59:49 -0400 <SovietSergey> All the refugees have been subjected to more vetting than @realDonaldTrump's lunatic advisers.
825856003996581891 2017-01-29 18:59:49 -0400 <Bsmitty15> @realDonaldTrump Thank you POTUS. Please make America great again. I believe in you
825856003983826944 2017-01-29 18:59:49 -0400 <Theresa3055280> @realDonaldTrump @nytimes you lost popular vote! Accept it...you lost it.
825856003660996608 2017-01-29 18:59:49 -0400 <Cajun_Manor> @realDonaldTrump @TheBrodyFile @CBNNews Nothing about your untreated narcissistic personality disorder is enjoyable. It won't be long now  https://t.co/1FzEcU4V5t
825856002226466816 2017-01-29 18:59:49 -0400 <TrollersRStupid> @realDonaldTrump @TheBrodyFile @CBNNews   Haven't you gotten it we don't enjoy you!
825856001773498368 2017-01-29 18:59:49 -0400 <megancguy> Thank you @SenJohnMcCain @LindseyGrahamSC @BenSasse for condemning @realDonaldTrump order. Where are rest of your colleagues?? #NoBanNoWall
825856001333133313 2017-01-29 18:59:49 -0400 <lisaellenmarie> @realDonaldTrump @TheBrodyFile @CBNNews Enjoy what exactly disgusting !!!!'
825856001312190465 2017-01-29 18:59:49 -0400 <Boomerman4> @realDonaldTrump I stand with u and the good and just law and Oder thank u sir I need a job on that wall sir hit back I want to help u !!
825856001303736321 2017-01-29 18:59:49 -0400 <msehansen> @realDonaldTrump @nytimes thank you for reminding me to renew my subscription! #itmfa
825856001274437632 2017-01-29 18:59:49 -0400 <debcvny> @realDonaldTrump @TheBrodyFile @CBNNews Well that's embarrassing!
825856000536231936 2017-01-29 18:59:48 -0400 <tsfarrell> @POTUS @realDonaldTrump SUCK IT, MEIN FÜHRER!  https://t.co/qLWsJRm68E
825855999420403712 2017-01-29 18:59:48 -0400 <brownkalah> @realDonaldTrump Your making this country a horrible mess in only one week. Look at your window.
825855999416246273 2017-01-29 18:59:48 -0400 <chrisreilly24> @theage @realDonaldTrump The leadership in this country just gets worse and worse. Shameful.
825855998250336259 2017-01-29 18:59:48 -0400 <SoleilGarcia> @JordanUhl @realDonaldTrump He's calling for smn to buy a newspaper and flatter him or to let it go bankrupt. He's such a good business man
825855997654622209 2017-01-29 18:59:48 -0400 <Timbalanda> @datrumpnation1 @realDonaldTrump @TheBrodyFile @CBNNews yeah you sure are a Christian.  Don't make me laugh
825855996367106048 2017-01-29 18:59:47 -0400 <BlackIrishI> @gjacquette @JordanUhl @realDonaldTrump I sent both my kids to Catholic school but it's college you need to worry about the most.
825855996111286272 2017-01-29 18:59:47 -0400 <BariKris> @realDonaldTrump @POTUS @TheBrodyFile @CBNNews More lies.
825855995767238656 2017-01-29 18:59:47 -0400 <USA4TRUMP> @POTUS @FLOTUS @VP @RealDonaldTrump @GenFlynn @SenatorSessions @Reince @StephenBannon @PressSec  @TeamTrump @KellyannePolls #AmericaFirst  https://t.co/Lyav1DUr2C
825855995456913409 2017-01-29 18:59:47 -0400 <VaughnWinchell> @mcuban @anamariecox @realDonaldTrump He promised to bring Americans together. There's definitely a big crowd of us at @BWI_Airport today!
825855994496430080 2017-01-29 18:59:47 -0400 <juergentuecks> @kitnlov1 @funoodlegames @KajMetz @Race_Realist @AustinOnSocial @realDonaldTrump Guantanamo was a Place.
825855993636610048 2017-01-29 18:59:47 -0400 <susan3411216> @realDonaldTrump @TheBrodyFile @CBNNews   You're doing Great!
825855993334624256 2017-01-29 18:59:47 -0400 <AM_Pines> @realDonaldTrump resign now.
825855992294432768 2017-01-29 18:59:46 -0400 <ChristineFulle3> @speab10307 @bdgrabinski @realDonaldTrump  Trump not getting his way gets him triggered.Tantrums, whining,&amp;diatribes are 98% of his tweets
825855992265109505 2017-01-29 18:59:46 -0400 <clpocs> @realDonaldTrump they are for sure your 2 snakes in the grass! Get your snake boots on and keep on marching!
825855992176967684 2017-01-29 18:59:46 -0400 <n8bagg> @realDonaldTrump and every single one voted for Hillary.   Bullshit.
825855991644188673 2017-01-29 18:59:46 -0400 <FrankieRusso1> Retweeted The White House (@WhiteHouse):  .@POTUS @realDonaldTrump- speaking with Australian Prime Minister...  https://t.co/PrTYynFT2F
825855990415323136 2017-01-29 18:59:46 -0400 <bagua9527> @realDonaldTrump how are those tax returns coming?
825855990159523844 2017-01-29 18:59:46 -0400 <seun_nool> @KellyannePolls @realDonaldTrump must go by any means necessary
825855988116905984 2017-01-29 18:59:45 -0400 <tgm755> @realDonaldTrump happy voter am I..thank you
825855987420688384 2017-01-29 18:59:45 -0400 <GodvsFalsegods> @realDonaldTrump @TheBrodyFile @CBNNews You are president of many unrighteous people who hate Jesus.
825855985889734658 2017-01-29 18:59:45 -0400 <ReenaVadehra> @realDonaldTrump Did #PresidentSteveBannon tell you to say that?
825855982630612993 2017-01-29 18:59:44 -0400 <TaxPayer8787393> @realDonaldTrump @TheBrodyFile @CBNNews You know what would be enjoyable, your resignation
825855981712203777 2017-01-29 18:59:44 -0400 <marstp> @wakey1160 @trumpbigregrets @realDonaldTrump Use this link to resist hate and idiocy:  https://t.co/drZHxw03ya
825855980340654080 2017-01-29 18:59:44 -0400 <SilverFox0916> When your "leader" isn't playing with a full deck and you don't realise or care you probably don't have a full deck either @realDonaldTrump
825855979841605632 2017-01-29 18:59:43 -0400 <Cinnycerthia> Humanity strikes back at @realDonaldTrump. Join the #WorldToTrump open letter that’s sweeping the planet! #Trump  https://t.co/wFRraLpyYI
825855979531165696 2017-01-29 18:59:43 -0400 <Stinkshovel> @braaaaiiinnns @tonyposnanski @JordanUhl @realDonaldTrump doesn't help, a levite walks by. Doesn't help. The Good Samaritan walks by. Stops.
825855977257840640 2017-01-29 18:59:43 -0400 <balljr> @smerconish @realDonaldTrump haven't we learned that online polls are silly and easily manipulated? Please stop and deal with real issues
825855976167309312 2017-01-29 18:59:43 -0400 <tabrash1101> @realDonaldTrump 911.  How soon people forget.
825855975353643008 2017-01-29 18:59:42 -0400 <drrfrankel> @realDonaldTrump I wouldn't want to be in a position having to tell a family that a member died of terrorism b/c we didn't vette completely!
825855974367956992 2017-01-29 18:59:42 -0400 <AndreMilsner> @realDonaldTrump fool
825855974216966147 2017-01-29 18:59:42 -0400 <koe_9> @realDonaldTrump @JordanUhl @azalben @tonyposnanski @hankgreen @jules_su where are you all at? 😂😂 Leave the country you commies
825855973902389248 2017-01-29 18:59:42 -0400 <Chaneldaniel9> @realDonaldTrump Stay strong President Trump.
825855973071917058 2017-01-29 18:59:42 -0400 <klouwd9> @realDonaldTrump Safe borders and human decency are not mutually exclusive
825855972602175490 2017-01-29 18:59:42 -0400 <colin_havens> @realDonaldTrump you're embarrassing us. I'm ashamed to say president trump
825855972161835008 2017-01-29 18:59:42 -0400 <iannonelisa> If it wasn't already, it's becoming very clear that @realDonaldTrump has no idea what he's doing.
825855971201282050 2017-01-29 18:59:41 -0400 <sjgorrit> @realDonaldTrump . Tell the protesters  this  https://t.co/L9svcKb29A
825855970676965376 2017-01-29 18:59:41 -0400 <WellingtonPaya1> @realDonaldTrump @TheBrodyFile @CBNNews Fake 45
825855970374922242 2017-01-29 18:59:41 -0400 <vanessastoddar4> @realDonaldTrump Sadly weak? You are sadly weak...
825855969271873538 2017-01-29 18:59:41 -0400 <OliverOCA15> @realDonaldTrump @TheBrodyFile @CBNNews Resign before you kill us all
825855968810524674 2017-01-29 18:59:41 -0400 <gingermama> @realDonaldTrump you need to resign and delete your account
825855968160399361 2017-01-29 18:59:41 -0400 <meredithmusing> @Glointhedark48 @MalcolmNance @realDonaldTrump @MaxBoot @SenJohnMcCain @LindseyGrahamSC I wish that weren't an exaggeration.
825855966252040201 2017-01-29 18:59:40 -0400 <now_justice> @realDonaldTrump Oh hon you looking in the mirror again and not realizing it's you?!  You are the problem.
825855966147133440 2017-01-29 18:59:40 -0400 <bhardee1964> @realDonaldTrump @seanhannity @FoxNews YOU and Hannity are idiots!!!!!!get interviewed by real news NBC
825855964800774145 2017-01-29 18:59:40 -0400 <haliesuzy> @realDonaldTrump YOU'RE a horrible mess. Malignant narcissist much?
825855964058353665 2017-01-29 18:59:40 -0400 <SeeYouInNJ> @realDonaldTrump If it's not about religion, then why only people from muslim-majority nations with no history of terror attacks here?
825855962913267715 2017-01-29 18:59:39 -0400 <JeriahDCreative> @realDonaldTrump December 7th 2015 - "Donald J. Trump is calling for a total and complete shutdown of Muslims entering the United States"
825855962313588737 2017-01-29 18:59:39 -0400 <dubsteppenwolf> @realDonaldTrump do you have stairs in your house
825855961889796096 2017-01-29 18:59:39 -0400 <knck1es> @realDonaldTrump they both served. And you did not.
825855960958717952 2017-01-29 18:59:39 -0400 <noah_servigon> @realDonaldTrump i didn't know u were good friends with @michaeljackson that's so cool!!!!!
825855960484831232 2017-01-29 18:59:39 -0400 <kimatlsu> @realDonaldTrump Stupid, Desperate for attention, and for sale to the highest bidder is no way to go through life.  https://t.co/lB9JY4EytH
825855960262574080 2017-01-29 18:59:39 -0400 <mstoneman> Maybe their common lack of nation-wide majority support explains @SpeakerRyan 's missing backbone.   @realDonaldTrump
825855959260135424 2017-01-29 18:59:39 -0400 <cwflor> @POTUS @realDonaldTrump absolutely block the worst offenders  https://t.co/sReUxqbZk5
825855959192977408 2017-01-29 18:59:38 -0400 <TodayMustBeDone> @realDonaldTrump @POTUS  Thanks. I would enjoy seeing your tax returns. Also #NoBanNoWall and #notorture
825855958538735616 2017-01-29 18:59:38 -0400 <sonofskywalker_> @realDonaldTrump You better hope not. Otherwise, you're screwed.
825855958337347585 2017-01-29 18:59:38 -0400 <janetgrisham52> @realDonaldTrump it Truth
825855957993455616 2017-01-29 18:59:38 -0400 <RealChaseTx> @sodamncheesy @RealJamesWoods @POTUS @realDonaldTrump shutting down terminals &amp; preventing folks from catching flights isn't normal activity
825855957963923456 2017-01-29 18:59:38 -0400 <Jeffvega15> @realDonaldTrump @realDonaldTrump  I think we now can safely say the American people hate you.
825855957808906240 2017-01-29 18:59:38 -0400 <WmPowell2021> At first, I thought it was #MaxBoyce having a good winter - only later did I realise it was in fact @realDonaldTrump spin doctor #Bannon..😯  https://t.co/Ubm4boc1TT
825855957586546688 2017-01-29 18:59:38 -0400 <newsone> What do you think prompted @TinaCampbell to announce her support for @realDonaldTrump J. Trump?  https://t.co/Swzq7KFFMX  https://t.co/MjYT2IS05u
825855957037113345 2017-01-29 18:59:38 -0400 <sonmanvb> DeBlasio is making sure @Republicans take over the rest of @congressdotgov &amp; @realDonaldTrump gets a second term! Thank him for me  https://t.co/Zi6Q2CwAQB
825855956865126402 2017-01-29 18:59:38 -0400 <pegdif58> @Mikel_Jollett @hadthelimit @realDonaldTrump and with women he hates women
825855954814124032 2017-01-29 18:59:37 -0400 <jimsliwa> @realDonaldTrump @POTUS no matter how much wine I consume us ur policies and behavior are best described as insane or asinine not sure which
825855954373722112 2017-01-29 18:59:37 -0400 <jessups02> @realDonaldTrump no you won't  and nor do you care... You're FIRED!!
825855954025488385 2017-01-29 18:59:37 -0400 <Loveabides999> @realDonaldTrump @TheBrodyFile @CBNNews So grateful Mr. President!!! Refreshing to see someone actually WORKING in D.C.#MAGA
825855953232879616 2017-01-29 18:59:37 -0400 <Cydney_J> @realDonaldTrump you are, quite easily, one of the worst people alive on this planet.
825855950800171008 2017-01-29 18:59:36 -0400 <urthebestcat> @realDonaldTrump resign
825855948879060993 2017-01-29 18:59:36 -0400 <LosGatosMalos> @realDonaldTrump U said 1/20/17: "To all Americans in every city near and far: You'll never be ignored again." You're ignoring us RIGHT NOW.
825855948707229697 2017-01-29 18:59:36 -0400 <Weareallsad2> @DariusSyrossian @Blaaazer7 @markasyden @realDonaldTrump Yip, Islam. Cute on the outside and questionable on the inside. Better Vetter
825855947868364800 2017-01-29 18:59:36 -0400 <sarahray40> @realDonaldTrump illegitimate president!
825855947096653824 2017-01-29 18:59:36 -0400 <TetsuoYarbrough> @realDonaldTrump  Governing a free people is a discussion, not a lecture.
825855945527980034 2017-01-29 18:59:35 -0400 <dccJUSTICIA> @realDonaldTrump Mr. President, I congratulate you, I really like how you deal with all conflicts. I'm Argentinean
825855942436741121 2017-01-29 18:59:34 -0400 <missrnccc123> @robbystarbuck @realDonaldTrump Thank you. Who are you.
825855942222811136 2017-01-29 18:59:34 -0400 <espinelgmj> @realDonaldTrump @TheBrodyFile @CBNNews  Luke 18:11-12 The Pharisee stood by himself and prayed: ‘God, I thank you that I am not like others
825855941174247425 2017-01-29 18:59:34 -0400 <UPTOWNGIRL2008> @realDonaldTrump  Spot on! MSM is SO BIASED!Conway: Newspapers should be gutted for dishonest coverage via @NYPost    https://t.co/vDk16tJorr
825855939806887937 2017-01-29 18:59:34 -0400 <tony1945> @amnaahasanii @Trump_Regrets @Iran @realDonaldTrump Trump has business interests in Saudi Arabia -- that's the explanation
825855938968092672 2017-01-29 18:59:34 -0400 <HippieChick0311> You're so power hungry yet you let Bannon call your shots @realDonaldTrump. We all know this! Shame on you, #cuck #StopPresidentBannon
825855938326261761 2017-01-29 18:59:34 -0400 <williamlegate> @pammielu @realDonaldTrump coverup? do you have any evidence to support your silly theories?
825855936648663040 2017-01-29 18:59:33 -0400 <dianelj26> @realDonaldTrump Wake up numb nuts! Your own cabinet is planning on impeaching you sonn.
825855935205736453 2017-01-29 18:59:33 -0400 <Randy22401> @realDonaldTrump most people don't  like you and you had a small crowd at your inauguration compared to previous presidents.
825855933838422017 2017-01-29 18:59:32 -0400 <AllysaMentor> @realDonaldTrump you were wrong about the green card issue, please ask for advice when you need it...thx
825855932173209601 2017-01-29 18:59:32 -0400 <UrieBay> .@realDonaldTrump: Hint - when the Kochs, Cheney,  @mmflint and the @Pontifex are united against you, you're WRONG.  https://t.co/368sxTq5MR
825855931170881536 2017-01-29 18:59:32 -0400 <claramaewash> @realDonaldTrump @TheBrodyFile @CBNNews  When we accept Jesus we become REFUGEES! SHAME SHAME SHAME!
825855930973700098 2017-01-29 18:59:32 -0400 <the_popcorngirl> @Lori_Earp @ZackPearlman @realDonaldTrump @GOP @TheDemocrats you don't speak for me, I do NOT back this sorry excuse for a man.
825855930436718593 2017-01-29 18:59:32 -0400 <gunawandvd> @fadjroeL @PEDOMAN_id @KBRIWashDC @POTUS @realDonaldTrump @POTUS44 Apa masih berlaku untuk Fadli Zon? 👇👇  https://t.co/JJDnjjbzNJ
825855930394742784 2017-01-29 18:59:32 -0400 <JaneAnoni> @realDonaldTrump you are wrong. You are so wrong and your legacy will only be about being wrong.
825855930239590400 2017-01-29 18:59:32 -0400 <4N0RDC> @wisski01 @JustinCaffier @realDonaldTrump @TheBrodyFile @CBNNews In America,  we spell comma with two m's. Coma is what we just woke from.
825855928343863302 2017-01-29 18:59:31 -0400 <Jesslyndenver> @realDonaldTrump @TheBrodyFile @CBNNews you have disappointed me with your actions! You are the biggest deplorable of them all #NoBanNoWall
825855928134205440 2017-01-29 18:59:31 -0400 <NOMARZANO> @davewaybees @realDonaldTrump REAL TRUTH HAS SHOWN ITS HEAD. THANK YOU.
825855926552952832 2017-01-29 18:59:31 -0400 <john_n_holly> When .@realDonaldTrump goes low, we get high. #MuslimBanprotest #darkdaysofTrump #MuslimBan #NoBanNoWall #ImpeachTrump #TheResistance
825855926049599493 2017-01-29 18:59:31 -0400 <jerryhogg> @KirkWJohnson @realDonaldTrump Thankyou for taking the time to share with us Kirk. Very powerful message...and absolutely right of course.
825855925810524160 2017-01-29 18:59:31 -0400 <PaulLomax> The organ grinder and his monkey: #PresidentBannon &amp; @realDonaldTrump l. In that order.  https://t.co/HQuHglXOuf
825855924954812417 2017-01-29 18:59:30 -0400 <ingridadan1234> @realDonaldTrump You are the one almost starting a world war!!
825855924728381440 2017-01-29 18:59:30 -0400 <TeresaBerkowitz> @realDonaldTrump @TheBrodyFile @CBNNews DJT launches international crisis &amp; best he could get is a softball interview on CBN. Tight Leash.
825855924317327360 2017-01-29 18:59:30 -0400 <derekstrong3> McCain and Graham weak on immigration? FAKE NEWS @realDonaldTrump  https://t.co/moJK8RSjei
825855923872743429 2017-01-29 18:59:30 -0400 <davidthekick> @AynRandPaulRyan @flavors36 @SDSunchaser @realDonaldTrump why doesn't the ban affect any of the countries where DT owns hotels?
825855923637858304 2017-01-29 18:59:30 -0400 <jungleallday> @realDonaldTrump are you hinting around about going to war with your own senators? It sounds like you're initiating civil war.
825855923562352640 2017-01-29 18:59:30 -0400 <Unitingtheunite> @realDonaldTrump Russia is harboring our biggest traitor. Now you sell our souls to them. You are now our biggest traitor.
825855922920525824 2017-01-29 18:59:30 -0400 <JudyJetsonLife> @realDonaldTrump @TheBrodyFile @CBNNews If DJT is #45...What does that make #PresidentSteveBannon
825855922685767680 2017-01-29 18:59:30 -0400 <shanen83> @realDonaldTrump @POTUS I mean you have already gone this far...THIS would make us JUBILANT  https://t.co/4elOqpJkT4
825855922413019136 2017-01-29 18:59:30 -0400 <jkrealty> @SMS_West @pooperprincess @jking065 @CraigRBrittain @realDonaldTrump @ok @enough  followers that he won the election.
825855921389760514 2017-01-29 18:59:29 -0400 <RogersLaurob927> @realDonaldTrump @TheBrodyFile @CBNNews Is that on Netflix or Hulu?
825855919959465985 2017-01-29 18:59:29 -0400 <DonD06> @realDonaldTrump Thank you President Trump for all your doing.  https://t.co/h8JfQFashH
825855917128241152 2017-01-29 18:59:28 -0400 <BeyondMon> This breaks my heart into pieces!! Fuck you @realDonaldTrump and everyone that voted for your orange ass!!
825855916083990529 2017-01-29 18:59:28 -0400 <Heeeatheerrr> @realDonaldTrump #imwithyou #americafirst 🇺🇸T🇺🇸R🇺🇸U🇺🇸M🇺🇸P🇺🇸
