832741416539336705 2017-02-17 18:59:59 -0400 <SharonS12661730> @jules_su @realDonaldTrump of course he believes him. Trump is a fat racist too
832741343105470464 2017-02-17 18:59:42 -0400 <sissel9lw> @realDonaldTrump @POTUS  LOSER NOW!  https://t.co/lGuHyzInhU
832741342421749760 2017-02-17 18:59:42 -0400 <jhgeorgi> Condemn @realDonaldTrump's reported plan for 100k Guard troops to round up unauth immigrants:  https://t.co/wlGckSNOqV h/t @KamalaHarris
832741342111424512 2017-02-17 18:59:42 -0400 <JusticeTwit> @ABC @ABCPolitics @ABCWorldNews @ABCInvestigates @DavidMuir @GStephanopoulos = #1NewsSource @realDonaldTrump = narcissist manchild.  https://t.co/zcUl6BtbR7
832741341411102720 2017-02-17 18:59:42 -0400 <Nationalist1776> @Mike_P_Williams @realDonaldTrump @NBCNews @ABC @CNN You're calling him ill for speaking the truth have you looked yourself on the mirror?
832741341167620097 2017-02-17 18:59:41 -0400 <debraaclark> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN  You, you Orange Menace, are the enemy of the American people.
832741340223975428 2017-02-17 18:59:41 -0400 <rkrs61> @hoytless @Mike_P_Williams @tonyposnanski @realDonaldTrump just get used to it he is going to be there for awhile
832741339053699073 2017-02-17 18:59:41 -0400 <opfournine> @riverleadkins @realdonaldtrump hey look it's meryl streep
832741338709839874 2017-02-17 18:59:41 -0400 <ddusbiber> No @realDonaldTrump the press is not America's enemy.It is an important check and balance.Quit the petty name calling #donaldtrump#DoYourJob
832741338441515008 2017-02-17 18:59:41 -0400 <81e378203466437> @realDonaldTrump  Most pathetic press conference ever! Period!!
832741338353262592 2017-02-17 18:59:41 -0400 <Funnyflower30> @realDonaldTrump you are delusional. Your ego and need for adulation is going to destroy our country. SAD!
832741337711702016 2017-02-17 18:59:41 -0400 <WaymothP> @realDonaldTrump I am proud to have voted for you Mr President Trump never mind the snowflakes they will all melt away soon
832741337711603712 2017-02-17 18:59:41 -0400 <HumanityStrong> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN  https://t.co/Ha1Pp5n9nh
832741337166336001 2017-02-17 18:59:41 -0400 <OlgaKay> @rosieflee @diana_rose_tx @Fusion @realDonaldTrump okay Rosie, you are scarring me. There are videos of him lying side by side.
832741335069290497 2017-02-17 18:59:40 -0400 <StageYaneu> @realDonaldTrump @POTUS @WhiteHouse WE ARE NOT ENEMIES OF THE STATE,  TRUMP!  IT IS JUST YOU ARE CRAZY!  CRAZY TO EVEN THINK THESE THINGS!
832741334544896002 2017-02-17 18:59:40 -0400 <deathblow1969> @haldash @realDonaldTrump I've always said he will resign. It's too much for him. Either that or its gonna be a poop storm like never before
832741334469402626 2017-02-17 18:59:40 -0400 <hvazquez83> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN Nice!!!!
832741333575962630 2017-02-17 18:59:40 -0400 <patpenddiet> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN You sir, are full of sh*t! I am a member of the American public and I take issue with this
832741332976218117 2017-02-17 18:59:40 -0400 <EVANYVELAZCO> @realDonaldTrump CNN se ha cegado all pto de ir contra su propio Presidente,CNN desapareceara ante pruebas de divulgacion de noticias falsas
832741332498083840 2017-02-17 18:59:39 -0400 <someVegan> @realDonaldTrump ...or abridging the freedom of speech, or of the press; or the right of the people peaceably to assemble, and...
832741332116312065 2017-02-17 18:59:39 -0400 <KathyCMarra> .@POTUS In 2020 Campaign Mode= Must REIMBURSE the Taxpayers for these Costs .@OfficeGovEthics @USGSA Inspector General .@realDonaldTrump  https://t.co/e1Z6FPizMG
832741331696889857 2017-02-17 18:59:39 -0400 <janinesitten> @realDonaldTrump if they're smart, they'll run for the hills.
832741330774208517 2017-02-17 18:59:39 -0400 <cvfeatherstone> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN Whew! What a relief not to worry about ISIS anymore. Now, how do I stop consorting w/ CNN?
832741330056908800 2017-02-17 18:59:39 -0400 <garthkirkwood> @piersmorgan You're right! @betseyross We do love @realDonaldTrump and his team! @KellyannePolls #MAGA
832741329708806144 2017-02-17 18:59:39 -0400 <derya555> .@realDonaldTrump   What @nytimes is fake news, I just bought a subscription, I'll see them in court.  #NiceTry @NBCNews @ABC @CBS @CNN
832741329104957440 2017-02-17 18:59:39 -0400 <brustew216> @realDonaldTrump idiot!
832741329054560256 2017-02-17 18:59:39 -0400 <ChelsieTheBard> I fell like if we looked for @realDonaldTrump's birth certificate, it'd be in a gold-encrusted jar of Tang. #TYTLive
832741327221567488 2017-02-17 18:59:38 -0400 <stormcloude> @Ash48SPN @realDonaldTrump I think he's got the beginning stages of dementia. It explains why he won't release his health records.
832741326064013312 2017-02-17 18:59:38 -0400 <schlickstuff> @realDonaldTrump well if Rush says it's true, it must be true! Why didn't you just say that from the very beginning? #delusional
832741326034608128 2017-02-17 18:59:38 -0400 <GayForSeth> @CassieCasanova @Yatin_Amin @jimmymaravola @realDonaldTrump @POTUS first of all, you can not think of one think?
832741324851851266 2017-02-17 18:59:38 -0400 <GinnySkaug> @realDonaldTrump scary
832741324826693636 2017-02-17 18:59:38 -0400 <BillRolls> @realDonaldTrump are you fucking kidding me. How embarrassing you are not acting like the president
832741324369571840 2017-02-17 18:59:37 -0400 <maesvoboda1> @Mike_P_Williams @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN if you don't like your president why not move to another country
832741323019022336 2017-02-17 18:59:37 -0400 <RaRagirlinOhio> @realDonaldTrump I totally agree! Love Ambassador John Bolton!  https://t.co/EJQ9Q1hd3g
832741322997919744 2017-02-17 18:59:37 -0400 <movies22> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN TRUTH!
832741322725392384 2017-02-17 18:59:37 -0400 <jiml50> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN Wrong...take the media away we would have a dictator as president. Love good reporting.
832741322012233728 2017-02-17 18:59:37 -0400 <HuffPostComedy> Seth Meyers rips @realdonaldtrump over racist news conference question ➡️ by @lee_moran  https://t.co/KuwXXTAxU5  https://t.co/tqm4bIO2MX
832741320070414336 2017-02-17 18:59:36 -0400 <fantas276> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN YOU are an enemy of the people. God forbid you're questioned
832741318606585857 2017-02-17 18:59:36 -0400 <WhatsPmomSay> @realDonaldTrump I have to say one thing you have accomplished is waking up folks like me who were complacent. #resist
832741318094839808 2017-02-17 18:59:36 -0400 <adamstpierre> No @realDonaldTrump- you are the enemy. @nytimes @NBCNews @ABC @CBS @CNN will expose you as such.
832741317692121089 2017-02-17 18:59:36 -0400 <DailyRushbo> @realDonaldTrump @LIMBAUGH: Trump Presser Was EFFECTIVE Because His Supporters NEEDED IT  https://t.co/e984bymYnO  https://t.co/B7L572cWLz
832741317490782209 2017-02-17 18:59:36 -0400 <SouthviaMidwest> @snookiesgrands @FoxNews @realDonaldTrump @Boeing @POTUS he's not SUPPOSE to. shouldn't he be running the country? for fucks sake
832741316505112580 2017-02-17 18:59:36 -0400 <Danishova> @laurenacooley @realDonaldTrump Hell no .
832741315234238464 2017-02-17 18:59:35 -0400 <spangreen> Today @realDonaldTrump managed to make a sexist joke talking about an airplane.  https://t.co/bhsXxIVfCP
832741315188133888 2017-02-17 18:59:35 -0400 <trillnachos> @realDonaldTrump 😂😂😂😂😂
832741314944974848 2017-02-17 18:59:35 -0400 <barbarasakowitz> @realDonaldTrump  The fake media are sore losers because their Hillary lost the election Therefore they are out to destroy our President!
832741314131218432 2017-02-17 18:59:35 -0400 <victorhauk> @DineshDSouza @Trump4Hope @realDonaldTrump seeing as how they believe themselves superior 2 office of president...oh, wait, what about obama
832741313585909762 2017-02-17 18:59:35 -0400 <khusrawvdaa> @realDonaldTrump @Pamela_Moore13 @nytimes @NBCNews @ABC @CBS @CNN  its been 15 mins i am looking comments, no support for trump . Thats sad
832741312717848576 2017-02-17 18:59:35 -0400 <pcochran16> @realDonaldTrump You called it right. It was a rant of the mad king.
832741312717729794 2017-02-17 18:59:35 -0400 <Auld_Mac> Understand that every time @realDonaldTrump says 'American People' he is actually referring to a very distinct subset of them.
832741312415686660 2017-02-17 18:59:35 -0400 <annmariabell> @realDonaldTrump A little man with little hands who lost by ~3,000,000 votes. #TheResistance #ResistTrump  https://t.co/66RHT5lr14
832741311870443521 2017-02-17 18:59:34 -0400 <PicoDeGallos> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN  https://t.co/ZykZApUx5e  https://t.co/zLzMxRMFnL
832741310888939520 2017-02-17 18:59:34 -0400 <mrbluesky4ever> @realDonaldTrump @nytimes Were you for the leaks before you became against the leaks?   Are the leaks real or is this fake news.  ✌🏿
832741310419185664 2017-02-17 18:59:34 -0400 <HappyHafxican84> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN  bawhahaha sometimes you are funnier than SNL the sad thing you are a world leader
832741310314401793 2017-02-17 18:59:34 -0400 <KathyKoveos> @realDonaldTrump you sound like a broken record when you self promote. SAD
832741310108831746 2017-02-17 18:59:34 -0400 <Randy_Rambo> @MattGrimson @sohocub @realDonaldTrump "Sick" is an ambiguous term. Example: "Please call me a doctor because I am sick," or "That's sick."
832741309873950729 2017-02-17 18:59:34 -0400 <onlychrissevers> Ahh, I just got it. @realDonaldTrump is Damon Killlian made president. Or is #Trump president made gameshow host?  https://t.co/M8z23DEsEz
832741308879953922 2017-02-17 18:59:34 -0400 <SBrianBarger> @alt_fec @realDonaldTrump Thank God you were not a framer of the constitution....but you don't know what that is so, well, never mind.
832741308129087489 2017-02-17 18:59:34 -0400 <ElijahLynn> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN The list keeps on growing, @FoxNews will inevitably be soon.
832741307676139520 2017-02-17 18:59:33 -0400 <MrsEliP> @realDonaldTrump Stop reacting to all the BS. Get to work.
832741307344883712 2017-02-17 18:59:33 -0400 <jack61pop> @realDonaldTrump you have a serious problem and I hope the truth come out about you and Putin I really believe he has something on you
832741307164524544 2017-02-17 18:59:33 -0400 <pixarcana> @realDonaldTrump @NetworksManager it was one of the best press conferences I've ever seen. So glad to see you stand up to the fake news.
832741305998462982 2017-02-17 18:59:33 -0400 <richer_kathy> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN  https://t.co/WsGuxLUlMA
832741304014499840 2017-02-17 18:59:33 -0400 <KRUDLER62> @azalben @realDonaldTrump staggering thing here is that it's as high as 39% What do these people need to see before giving up on this clown?
832741303653789696 2017-02-17 18:59:33 -0400 <Dmurphstar> Condemn @realDonaldTrump's reported plan for 100k Guard troops to round up unauth immigrants. h/t @KamalaHarris  https://t.co/zDr8IlLUVC
832741302815043584 2017-02-17 18:59:32 -0400 <7thdaughter1> @JeffElder I took the survey for shits and giggles then at the end #Trump is begging for money. Is he broke? @realDonaldTrump
832741302366138370 2017-02-17 18:59:32 -0400 <randyshann> @_Basil_C @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN You're believing this crap?
832741301858627584 2017-02-17 18:59:32 -0400 <sneakin> Well, @charliesheen would make an excellent pied-piper to @realDonaldTrump.  https://t.co/SeZJGnEtQV
832741300688527364 2017-02-17 18:59:32 -0400 <RDT65n16> @AmyMek @POTUS @VP @foxandfriends @FoxNews @realDonaldTrump @BretBaier  YES! LET THIS MAN'S VOICE RING THRU AMERICA@
832741299707052032 2017-02-17 18:59:32 -0400 <elitesweetpetit> @ElleBarrington @jlokuta6553 @rolandscahill @realDonaldTrump Most people wish they had an involved father like him. They don't have that.
832741298113171456 2017-02-17 18:59:31 -0400 <crynearson22> Alright,   . @realDonaldTrump it's time for you to be honest with yourself and look in the mirror. You clearly cannot handle the job.
832741296338907138 2017-02-17 18:59:31 -0400 <kriegschrei> @realDonaldTrump um, no.  It was a hot mess.  You are borderline unintelligible.
832741295336652800 2017-02-17 18:59:31 -0400 <BEYNCEcallmeDVA> Idky people be in a frenzy when @realDonaldTrump says the news is fake.... 98% of whats on tv/paper/radio is fake.
832741295093342208 2017-02-17 18:59:30 -0400 <minticooki> @realDonaldTrump  Why is that gob of old gum on the nation's shoe not overdosed yet? A little illicit fentanyl to add to his fix? Anyone?
832741294820712448 2017-02-17 18:59:30 -0400 <morala31> @realDonaldTrump  You people are all about Hate. The very thing you all protest you are doing! Give the man a little time. Love not hate!
832741294321475584 2017-02-17 18:59:30 -0400 <Maureen700907> @Mike_P_Williams @tonyposnanski @realDonaldTrump Trump is completely bonkers, and those who put him in that seat shall reap their rewards..
832741293180620801 2017-02-17 18:59:30 -0400 <aynkennedy> @realDonaldTrump and these gems  https://t.co/u5VvFnw1BC
832741292023095296 2017-02-17 18:59:30 -0400 <aerhoades> @realDonaldTrump @nytimes @NBCNews @ABC @CBS  Don  the underground powers that be control them. Stop them now!!! Destroy the underground!!
832741291876233218 2017-02-17 18:59:30 -0400 <jfhatman> @puppymnkey @realDonaldTrump @rushlimbaugh A pill head thought the press conference was great. Enough said.
832741290940854272 2017-02-17 18:59:30 -0400 <raymondsoltysek> @emlaughsallot88 @joe_warmington @realDonaldTrump (you'll notice I used to / too correctly there)
832741290857082880 2017-02-17 18:59:29 -0400 <henry_arguelles> @realDonaldTrump It was as effective as your ability to galvanize the American people.
832741288613183489 2017-02-17 18:59:29 -0400 <safe14u2> @tonyposnanski @realDonaldTrump she was the one that brought it up. If she knows who to get a hold of, set it up.
832741288294305792 2017-02-17 18:59:29 -0400 <classiestlassie> @realDonaldTrump Effective in proving you are unstable and unfit to do anything except eat applesauce in a retirement home
832741286142619649 2017-02-17 18:59:28 -0400 <MariaRosapow> @realDonaldTrump  thank you President Obama for starting the Dreamliner
832741286008401920 2017-02-17 18:59:28 -0400 <holydouchebags> @fergie824 @Stuart_Olson3 @tonyposnanski @realDonaldTrump how would a reporter have the ability to set up a meeting like that? Why ask?
832741285521809410 2017-02-17 18:59:28 -0400 <CissieTyler> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN  Don't use me as part of ur  #Lies  I am a American through and through and I luv the news
832741285119287297 2017-02-17 18:59:28 -0400 <POTUS07> @realDonaldTrump you should stoooooop talking about fake media &amp; focus on the job we waiting for you to do... #stopcomplaining #stopwhining
832741284859174914 2017-02-17 18:59:28 -0400 <rd_walley> @realDonaldTrump   Are you really this crazy Mr trump the press is our link to reality
832741284389466113 2017-02-17 18:59:28 -0400 <hunterwynne> @realDonaldTrump please make ECISD cancel school on Monday
832741283441569792 2017-02-17 18:59:28 -0400 <runawaysentence> @realDonaldTrump RESIGN
