832741416539336705 2017-02-17 18:59:59 -0400 <SharonS12661730> @jules_su @realDonaldTrump of course he believes him. Trump is a fat racist too
832741416157655042 2017-02-17 18:59:59 -0400 <xpconinc> @realDonaldTrump Call your buddy Putin. He has no more problems with media in russia
832741415947956224 2017-02-17 18:59:59 -0400 <amwhalen> Condemn @realDonaldTrump's reported plan for 100k Guard troops to round up unauth immigrants. h/t @KamalaHarris  https://t.co/7O5FpHEqSr
832741414328889345 2017-02-17 18:59:59 -0400 <HumanityStrong> @realDonaldTrump  https://t.co/cW0oHYfioo
832741412441579520 2017-02-17 18:59:58 -0400 <zrunn> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN kind of odd how almost every news org is fake according to you.
832741411585925121 2017-02-17 18:59:58 -0400 <Jocelin_da_G> @realDonaldTrump it's widely known that Rush Limbaugh lost his mind a long time ago. Yet, that's the source you're going with. Sad
832741411132895233 2017-02-17 18:59:58 -0400 <ClubBayern> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN  https://t.co/623FquoSL5
832741411074105344 2017-02-17 18:59:58 -0400 <AdvokatossinO> @realDonaldTrump Нет поддельных СМИ. Есть лживые журналисты, вот про них и надо говорить.
832741409467805696 2017-02-17 18:59:58 -0400 <IndyMee1> @realDonaldTrump Liberal left cannot accept reality I seriously think they need a psychological evaluation.  Living in a bubble they are!
832741408368902144 2017-02-17 18:59:57 -0400 <veluzwilkins> @mskristinawong And how did @nytimes GAIN 276k new subscriptions in just the last 3 mo of 2016?? @realDonaldTrump  @NBCNews @ABC @CBS @CNN
832741406858891267 2017-02-17 18:59:57 -0400 <jimma1981> @TenneyNaumer @AbeShinzo @realDonaldTrump plz not apologize to us. I respect Trump by trying to change the world. I'm one of Japanese.
832741405923565568 2017-02-17 18:59:57 -0400 <Jennife26446947> @realDonaldTrump Yes, I  thought  it was a great conference, your so........cool, and real and  so for America Mr. Trump, thanks.
832741404329652226 2017-02-17 18:59:57 -0400 <pvbpc16> @realDonaldTrump If you look in the mirror you will truly know who the FAKE is.
832741403478413312 2017-02-17 18:59:56 -0400 <diana_rose_tx> @rosieflee @OlgaKay @Fusion @realDonaldTrump it's the wine...he's driven me to drink...🍷
832741402719244288 2017-02-17 18:59:56 -0400 <marleneramsey09> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN thank you to the US press for hold this lunatic accountable. My enemy is POTUS.
832741402068922369 2017-02-17 18:59:56 -0400 <riseup1025> @realDonaldTrump effective only because for 77 minutes you rambled and for hours press was busy deconstructing so no mention of Russia
832741401586708480 2017-02-17 18:59:56 -0400 <kfree59> @realDonaldTrump @nytimes @NBCNews @ABC @CBS if you can't take the heat, stay out of the kitchen Snowflake #PresidentBannon
832741401549033474 2017-02-17 18:59:56 -0400 <SofiaKurs> @realDonaldTrump Your information is as fake as your tan. #factcheck
832741401125269506 2017-02-17 18:59:56 -0400 <JerryBushman> @realDonaldTrump Now we must take a moment of silence to say good-bye to the environment
832741398872928256 2017-02-17 18:59:55 -0400 <kberg_tsrli> @realDonaldTrump They're the sources of REAL LEGITIMATE NEWS and America's friend. Why aren't you? Stop trashing my beloved America. Commie?
832741397895671812 2017-02-17 18:59:55 -0400 <techyes32> THANK YOU FOR ALL YOU DO @KeithOlbermann -  @realDonaldTrump is a threat to all that is decent in this world
832741397618778112 2017-02-17 18:59:55 -0400 <Jay_White0509> @realDonaldTrump many Americans watched it free of commentary, it was a disaster. Total clown show Mr. Ringleader
832741397199335425 2017-02-17 18:59:55 -0400 <Wisernow2019> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN no trump you are the only fake news
832741396503158784 2017-02-17 18:59:55 -0400 <LeVintique> @Stareagle @realDonaldTrump Amen to that, good God can it possibly get any worse? Someone needs to put him in his room and lock the door!
832741396268281861 2017-02-17 18:59:55 -0400 <mfpendle> @realDonaldTrump Yes, very effective. Now we all know what a batshit insane liar you are!
832741395035156481 2017-02-17 18:59:54 -0400 <MayLadyAGH> @305Pirate @KeithOlbermann @realDonaldTrump haha, in a very bad way.
832741394049540096 2017-02-17 18:59:54 -0400 <twxrkxd> @realDonaldTrump stop
832741393529331712 2017-02-17 18:59:54 -0400 <christeneledoux> Ya, think?   #dumptrump #notmypresident #nuclearwinter #Europe hates you @POTUS @realDonaldTrump #TrumpLies    https://t.co/t7m0gwOPTK
832741391583178752 2017-02-17 18:59:53 -0400 <TheStockCarBoy> @realDonaldTrump  https://t.co/1ri7098ThV
832741390199042048 2017-02-17 18:59:53 -0400 <irishgrainne> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN You=the enemy. A free press, reporting with integrity, is essential to our democracy.
832741388441706499 2017-02-17 18:59:53 -0400 <thelittleidiot> and @realDonaldTrump is violently flailing like a man who knows that his world is about to come crumbling down.
832741387842027521 2017-02-17 18:59:53 -0400 <ChristieBalla11> @realDonaldTrump If Limbaugh is all you got, you have no ethos. Try logos! You are also all out of pathos.
832741386835329024 2017-02-17 18:59:52 -0400 <mallydobb> @realDonaldTrump rush Limbaugh apparently never graduated college and is/was a DJ. By definition he is FAKE NEWS.
832741386038427648 2017-02-17 18:59:52 -0400 <WenMaMa2> Wow👏#1 4 Ivanka, so awesome 👏 💥💥She deserves   @IvankaTrump @realDonaldTrump @LindaSuhler @arian0027 @munsue @UTHornsRawk @PhdFor @LouDobbs  https://t.co/hIFNycvo6m
832741385484673027 2017-02-17 18:59:52 -0400 <Lily_v_Shtupp> @realDonaldTrump закрой piehole, вы бессмысленное засранец
832741383190372352 2017-02-17 18:59:51 -0400 <j52962> @realDonaldTrump Rush Limbaugh is not to be believed.
832741382452154368 2017-02-17 18:59:51 -0400 <superstar7579> @DanRebellato @realDonaldTrump Glad I'm not so insecure that I define my self esteem by how many Twitter "followers" I have.  Get a job!
832741381303005185 2017-02-17 18:59:51 -0400 <hmmwhynot123> @realDonaldTrump  https://t.co/1SOH0QOSFV
832741379860205569 2017-02-17 18:59:51 -0400 <channa647> @realDonaldTrump very weird and unpresidential
832741379025563648 2017-02-17 18:59:51 -0400 <kmacx502> @TheRealJimSanto @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN Prof. Irwin Corey should have sued DJT for stealing his act
832741377343631360 2017-02-17 18:59:50 -0400 <BOriginalDesign> Soo, I didn't tweet but @realDonaldTrump posts his politics on this unprofessional platform I had no other way to stay in touch...sigh 🤦🏻‍♀️
832741375468769280 2017-02-17 18:59:50 -0400 <ThePiscesGod> @Mike_P_Williams @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN Reputable? These are THE most biased media sources around.
832741375456190464 2017-02-17 18:59:50 -0400 <shelby826> @realDonaldTrump Rush Limbaugh is a joke- and you are a bigger one. SAD#DayofFacts
832741374336249857 2017-02-17 18:59:49 -0400 <shadowkatt18> @realDonaldTrump  the FAKE is limbaugh but you already know that
832741373761576961 2017-02-17 18:59:49 -0400 <tanyamillar23> @realDonaldTrump What about the general public who watched it/have issues -  are we fake,  too?
832741372297879552 2017-02-17 18:59:49 -0400 <gabriel_mana> @RenfroeLance @mskristinawong @realDonaldTrump good one
832741371253395456 2017-02-17 18:59:49 -0400 <mtnfreeks2> @realDonaldTrump How 'bout that great deal you made w China? Illegal.
832741371198869504 2017-02-17 18:59:49 -0400 <61_reality> @realDonaldTrump @nytimes @NBCNews @ABC @CNN thank you Mr. President for making these liberal rags upset..
832741370485997568 2017-02-17 18:59:48 -0400 <_djtaytaybones> @realDonaldTrump it steps away from the iPhone, then walks out of Oval Office and descends back into the cesspool it came from...
832741370402004992 2017-02-17 18:59:48 -0400 <waterlilys> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN If you tell a lie long enough, it becomes the truth. Joseph Goebbels
832741369902817280 2017-02-17 18:59:48 -0400 <HappyOldSoul> @ScorpioHitzIT B/C it's a lie. He lies everyday &amp; his credibility is nil. Why believe 1 good thing he says out of 40 bad? @realDonaldTrump
832741369873461248 2017-02-17 18:59:48 -0400 <Don_Carr> @realDonaldTrump 2/4 "Were it left to me to decide whether we should have a government without newspapers or newspapers without a government
832741368057393153 2017-02-17 18:59:48 -0400 <SCINTLE> @realDonaldTrump I go to the library and get THReatened by Illegal ALiens. Please Recind DACA NOW. Protect US citizens from Illegals!
832741366861950976 2017-02-17 18:59:48 -0400 <MooreWaynea> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN I know, right?  That pesky first amendment with it's freedom of press.  What a nuisance :\
832741364676702213 2017-02-17 18:59:47 -0400 <jmhm1> @realDonaldTrump FINALLY some truth: you are no prez and you certainly cannot control the ship #weakestprezever
832741363624075264 2017-02-17 18:59:47 -0400 <Momqueen95> @bdgrabinski @realDonaldTrump Funny, disgusting, and horrifying at the same time. Kudos my friend. 😂😝😨👍
832741363426799619 2017-02-17 18:59:47 -0400 <caseyatbat4> @realDonaldTrump not so sure where "Fake" comes in when they are quoting YOUR fake BULLSHIT!
832741362718085120 2017-02-17 18:59:47 -0400 <punkdinok> @tonyposnanski @kharyp @realDonaldTrump Rush is goddamn fool - no respect
832741362596405248 2017-02-17 18:59:47 -0400 <camaswaguy> #FalseFactATweep @realDonaldTrump is in fact real.
832741362462253057 2017-02-17 18:59:47 -0400 <craydaysinusa> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN @POTUS  In my days those that complained like this in school were called wusses.
832741362407665665 2017-02-17 18:59:47 -0400 <sir_velo> Psychological projection - Wikipedia. @realDonaldTrump, it's pretty obvious, old boy. Take a rest.  https://t.co/Lhl0Q8wcJs
832741362000941057 2017-02-17 18:59:46 -0400 <RaySherlockMCR> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN In more simple terms- YOU ARE A GOBSHITE! 💋
832741361795358720 2017-02-17 18:59:46 -0400 <AhlamElgendy3> @realDonaldTrump If u can please jump off what ever cloud ur on.. we'd really appreciate it! #LyingTrump #resign #notmypresident
832741358175604736 2017-02-17 18:59:46 -0400 <Blalanawurah> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN most of us did not vote for you. Most of us are not fools you will never have us.
832741357672296452 2017-02-17 18:59:45 -0400 <cindybrooks> @realDonaldTrump who cares how long you've known someone?  Don't be such a #schoolgirl.
832741357592670208 2017-02-17 18:59:45 -0400 <Lynnsmith63Lynn> @realDonaldTrump Obama signed EO NSA can spy on U &amp;Americans release to 18 Agencies, hence leaks! U need to sign EO to reverse ASAP😱
832741357080891392 2017-02-17 18:59:45 -0400 <zepplinrulz> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN I have believed in fake news since I saw Jimmy Stewart in Mr. Smith Goes to Washington.
832741356904722437 2017-02-17 18:59:45 -0400 <GODSSON40249215> @realDonaldTrump MEDIA IS OBSESSED WITH MR. TRUMP AND TWISTING TRUTH
832741356065861632 2017-02-17 18:59:45 -0400 <tyler_d4> ⚡️ “@FoxNews' @ShepNewsTeam defends @CNN, criticizes @realDonaldTrump's attitude toward media” #PressOn    https://t.co/s8u6xTIfXE
832741355679997952 2017-02-17 18:59:45 -0400 <TerraMarQue> We The People will defend them all from @realDonaldTrump . Thank you for your continuing reports @AngryWHStaffer  https://t.co/dk6JzOsItr
832741355398967296 2017-02-17 18:59:45 -0400 <07989Orla> @realDonaldTrump I'm not American...watched live broadcast and 100% impartial and I'd say you're 99% batshit crazy. #NotFakeNews #BoxOfFrogs
832741353901613057 2017-02-17 18:59:45 -0400 <grayre> Condemn @realDonaldTrump's reported plan for 100k Guard troops to round up unauth immigrants. h/t @KamalaHarris  https://t.co/IxPcc6Pmub
832741353700237312 2017-02-17 18:59:44 -0400 <firasng> @realDonaldTrump #ImpeachTrump #ImpeachTrump #ImpeachTrump #ImpeachTrump #ImpeachTrump #ReallyMakeAmericaGreatAgain
832741352341336064 2017-02-17 18:59:44 -0400 <BySeanMalcolm> Was told the perfect @realDonaldTrump analogy: “He’s like a third-grader trying to bullshit a book report because he doesn’t know anything."
832741351892541442 2017-02-17 18:59:44 -0400 <kimeee715> @realDonaldTrump @nytimes @NBCNews @ABC @CBS@CNN watched the news conference it was a train wreck don't need the news to tell me what I saw
832741351351463938 2017-02-17 18:59:44 -0400 <TrashyChic> @realdonaldtrump @POTUS @mike_pence @VP @SpeakerRyan @KellyannePolls @SeanSpicerWH @PressSec  https://t.co/29vyZor366
832741351070392320 2017-02-17 18:59:44 -0400 <Srusherjones> @NewsHour @realDonaldTrump @AbeShinzo @periscopeco It's great to see Hair Sreenivasan as co-anchor!! Please keep him on the PBS Newshour
832741349774352384 2017-02-17 18:59:44 -0400 <PooleBrenna> @MarkPygas @realDonaldTrump this one was hilarious.
832741347580784641 2017-02-17 18:59:43 -0400 <wantsomepudding> @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN oh! and the judiciary.  doomed. believe me.
832741346024632322 2017-02-17 18:59:43 -0400 <fcmonk13> @realDonaldTrump Maybe you can ask Rush if drugs are cheaper than candy bars since he gobbles tons of both.
832741345043189761 2017-02-17 18:59:42 -0400 <MichielDillon> @lvwatson108 @bessbell @realDonaldTrump Bess is. You are not.
832741344229543937 2017-02-17 18:59:42 -0400 <ouzodaki> @crehage @realDonaldTrump Is the election already over? Oh dear lord! @realDonaldTrump hasn't even touched the subject #TheResistance
