974797458822909952 2018-03-16 19:59:59 -0400 <pugdad> @realDonaldTrump @JustinTrudeau  https://t.co/O7INjXu7sS
974797370138349568 2018-03-16 19:59:38 -0400 <NYC_Deplorable8> @cirizarryster @catruth1 @Harriseven @rhedhandedjill @iTearorByte @TinBoxT @lanaess21 @Cannadablissed @realDonaldTrump Nope! But he have checks and balances, and we have a well armed populous! That will never happen here unless people turn over their weapons.
974797364887281665 2018-03-16 19:59:37 -0400 <sharn_0831> @RVAwonk Vanessa Trump is finally coming to her senses... dat to be connected 2 dis disgusting and sickening family- d Trumps: @realDonaldTrump @DonaldJTrumpJr @IvankaTrump @FLOTUS @EricTrump - s no honor at all!!!! Good for @MrsVanessaTrump
974797362643300352 2018-03-16 19:59:36 -0400 <LeeGoreGrowl> @realDonaldTrump can't even close a deal for his idiot son. So Sad.
974797362278387712 2018-03-16 19:59:36 -0400 <Qwarktastic2> @heretical_1 @StormMela @imthe420nerd @vcreedy @Lovie_19 @Cruellaisdevine @Dax_x98 @realDonaldTrump @VP @mike_pence @_MonkeyJean_ @HelenResists @ChrisLutolf @ChocoHarveyMilk @TheMilliennial @Nofearnofavors4 @madamelane67 @BossBird17 @canderson1031_v @lisa_vee @ColoKare @vhwoodland @ecosmartbydsign @rachel_maria65 @Darsabrat @bbResistancebb @cat42758 @HillckHill @MyKidsMomBB8 @julieannewells @TruthMelody88 @Lakerfrom86 @TR_4U2 @chp3120 @Brightside86 @BolynsProgeny @josephtabler @MiloseG @speakup500 @Evilcabaal @TrudeauMacron @MikeMorehead77 @DonitaCarr1 @wustenratte @renvitros22 @imfranonymous @velvetus1 @negombosa @lmardennh @nevermore_007 Thanks for the mention Russell.
974797356804669440 2018-03-16 19:59:35 -0400 <Archivist1000> @MaryEll06877613 @juliettekayyem Remember his LIE about @FWhitfield ... he is a LIAR just like @realDonaldTrump
974797355626127360 2018-03-16 19:59:35 -0400 <antypynky55> @small1ldy1 @wordsmithviv @Jimgray7582 @realDonaldTrump @TheJusticeDept Let’s hope so
974797354485284864 2018-03-16 19:59:34 -0400 <Taraaashton_42> @realDonaldTrump how much you pay them to make this horrid video?  https://t.co/KwPKAziZCX
974797354317631489 2018-03-16 19:59:34 -0400 <francesryab> @shitholeharrow @realDonaldTrump @DonaldJTrumpJr I'm not speaking about 50% of marriages don't involve the president's son.That's WTF I'm talking about. I don't buy into deflection. Scandal after scandal under this Putin loving family and she decided to jump ship.  Something isn't right, and she is leaving to protect her kids.
974797349875625984 2018-03-16 19:59:33 -0400 <fourtwentytoday> #QAnon #SaveTheChildren #PedoGateNews #DeepState   @realDonaldTrump  https://t.co/RwCqxYLPS1
974797346151256065 2018-03-16 19:59:32 -0400 <SedonaBorn> @BlueRobotDesign @realDonaldTrump   https://t.co/RzB6SfcqIL
974797337741504512 2018-03-16 19:59:30 -0400 <raina1220> We, Japanese are disappointing at USA who has never apologized for Great Tokyo Air raid Massacre. #CarolineKenne @realDonaldTrump
974797336244240384 2018-03-16 19:59:30 -0400 <Youngaejy> @mountain_goats @realDonaldTrump   https://t.co/h5PZ82sy9n
974797334700683264 2018-03-16 19:59:30 -0400 <yeahokaynowwhat> @realDonaldTrump As usual, blaming all your problems on other people. Try appointing some people who a.) bring value to the role you're appointing them to b.) don't have conflict of interests c.) have clean criminal backgrounds. That'd take care of 85% of your problems.
974797334654738432 2018-03-16 19:59:30 -0400 <bownie92> Does anyone actually like @realDonaldTrump though? 🤔
974797333593509888 2018-03-16 19:59:29 -0400 <Sternl63> @ThomasWictor @realDonaldTrump Me too.
974797331928363008 2018-03-16 19:59:29 -0400 <rlee904> @realDonaldTrump Trump is azzzzz hole
974797331479650304 2018-03-16 19:59:29 -0400 <LauraR77> @TomFitton @Joanie513 @realDonaldTrump not only PARDON HIM, but rehire him
974797330179346432 2018-03-16 19:59:29 -0400 <ctvernon> @realDonaldTrump See what happens when get people a $3.00/week increase in income?
974797326844915712 2018-03-16 19:59:28 -0400 <sausman1> @NBCNews We, The American People, elected @realDonaldTrump the CHANGE OUR GOVERNMENT.  That is what he is doing LOVE MY PRESIDENT!!
974797326299496448 2018-03-16 19:59:28 -0400 <dharmadude> @DanielBRichard @EdanClay @realDonaldTrump I'm down! #BoycottRussia
974797324378624001 2018-03-16 19:59:27 -0400 <2percenk> @lopezfinewine @realDonaldTrump
974797324164698114 2018-03-16 19:59:27 -0400 <LindaTWhite1> @realDonaldTrump You're lying again.
974797323199922176 2018-03-16 19:59:27 -0400 <gabe9969> @realDonaldTrump presedant is cleaning house hopefully he can get someone to investigate those crooks in Californias child support  ripping off veterans after  paying $80.000 or more only for them to say I still owe $80.000  ten years ago it was $30.000. so I can never drive they took my license.
974797321207799809 2018-03-16 19:59:26 -0400 <dwaynecobb> Dem: Russia hacking utilities an act of war @realDonaldTrump  @GOP     https://t.co/arjlRa2HvS
974797317042827264 2018-03-16 19:59:25 -0400 <Buscusriot> @nadinecarroll @Doranimated @realDonaldTrump Also, once again, the length and quality of information the Trump campaign received is irrelevant; the fact he took the meeting with a foreign entity to advance is electoral prospects IS ILLEGAL. You are really having trouble with some basic stuff here.
974797314975059969 2018-03-16 19:59:25 -0400 <BonnerConrad> @realDonaldTrump Declare a state of emergency or martial law and send in the Guard. Arrest state officials inciting sedition. Particularly, the illegal attorney just placed into a consulting position live on every news station...that is open comempt of Federal law. Stop talking and act.
974797300361986049 2018-03-16 19:59:21 -0400 <PJ_Hancock> @tedlieu @realDonaldTrump @POTUS @Lawrence showed us what kind of person Kelly was long ago. Just watch @Lawrence and save yourself time.
974797299695149057 2018-03-16 19:59:21 -0400 <bellef63> @RepGaramendi @realDonaldTrump I want to retweet this over and over and over!
974797294368370689 2018-03-16 19:59:20 -0400 <jimiare> @realDonaldTrump If you don’t fire McCabe you will lose us as supporters
974797290773864448 2018-03-16 19:59:19 -0400 <Kathleen2752> @BeauLaVergne @walterowensgrpa @LouDobbs @ByronYork @realDonaldTrump "Waltered" lol!
974797290547351552 2018-03-16 19:59:19 -0400 <TulsaTeresa> How many of the positions @realDonaldTrump plans to replace require Senate confirmation? It’s John Bolton I’m most concerned about as NSA. @JeffFlake please announce as independent and vote against selections that put USA at risk. Economic advisor horrid, too.
974797289972817922 2018-03-16 19:59:19 -0400 <FVilleneuve> @realDonaldTrump  true if you consider only maple syrup! False if you take all your stupidities you are sending us via our the daily news
974797284130074629 2018-03-16 19:59:18 -0400 <hamboky> One more nasty @GOP shit gone!  Enjoy @RNCData RUBES and @realDonaldTrump hillbillies  https://t.co/9n4wrq3Lrw
974797283157073920 2018-03-16 19:59:17 -0400 <SoAustinTx> @realDonaldTrump Keep promoting the Republican Party. It motivates the Dems to vote and take back the House!
974797280267194368 2018-03-16 19:59:17 -0400 <MonicaVanzant> @realDonaldTrump That makes sense since they the worst nominees in US history.
974797277125578758 2018-03-16 19:59:16 -0400 <StormyVNV> #Loveit #WillandGrace thumping @realDonaldTrump @GOP Cake I MAGA Y LMAO!!!!
974797269173178369 2018-03-16 19:59:14 -0400 <LoulouResists> Where the Hell is @realDonaldTrump or @VP ??? These are OUR citizens Still Struggling in deplorable conditions. Doesn’t ANYONE in this disgusting administration give a goddamn about Puerto Rico 🇵🇷 ??????  https://t.co/4IDFzAWims
974797268791582720 2018-03-16 19:59:14 -0400 <KatLens8> This tRump administration is the worst! Fleecing the tax payers! @realDonaldTrump @POTUS @stevenmnuchin1   https://t.co/4ebKAB9XFm
974797265306046464 2018-03-16 19:59:13 -0400 <GramsWallach> @dandcaldwell @Paulaminger1 @AMVETSHQ @realDonaldTrump sadly true and he promised to change the system.  I fully supported him but I call BULL SHIT.  SHULKIN NEEDS TO GO.
974797263997300736 2018-03-16 19:59:13 -0400 <Dushan41> @kylegriffin1 Did Rex have his phone when he was taking a dump? Maybe Trump would be answering his phone while doing the same when he's told he's been indicted for obstruction, conspiracy, and corruption Trump has been unmasked as Putin's clone @realDonaldTrump #TrumpColluded  https://t.co/hG09nydTGM
974797262890057728 2018-03-16 19:59:12 -0400 <mandorgan1890> @GovMikeHuckabee @realDonaldTrump I can’t wait to hear your outrage about this then........  https://t.co/0PKfKpM7ot
974797259434004480 2018-03-16 19:59:12 -0400 <SteveInROC> @realDonaldTrump McCabe needs to be fired and forfeit his pension. It is  unacceptable for him to benefit from his crimes against the US. His 20yr career needs to be investigated for other crimes also. He should be in prison.
974797244657471488 2018-03-16 19:59:08 -0400 <onlypolk> @realDonaldTrump Mr President, you're doing a great job.  Thank You.
974797239221739522 2018-03-16 19:59:07 -0400 <palomacreative> @IanMargol @marcorubio @realDonaldTrump @WPLGLocal10 This part of the damage  https://t.co/57B1iEl5Gn
974797226785558528 2018-03-16 19:59:04 -0400 <debbyrne52> @marlitorr68 @realDonaldTrump They are chain migration. They were commies and the background is sketchy. Melanoma Trump fraudulently obtained an EB-1.
974797224701038593 2018-03-16 19:59:03 -0400 <mickeytidewater> #InternetBillOfRights   @realDonaldTrump   @FCC   We need it now.  Protect American citizens  https://t.co/1cBaQzBrqy
974797220871512064 2018-03-16 19:59:02 -0400 <CynicalWord> . @PRyan @SpeakerRyan is a #TreasonWeasel Along with @GOP who don’t stand up to #RussianCollusion @realDonaldTrump may karma kick his ass!  https://t.co/rikqwECa9W
974797219609104384 2018-03-16 19:59:02 -0400 <hj13441> @LouDobbs @SebGorka @realDonaldTrump They need to start prosecuting some of these traitors. All these Democrats have done nothing but sell out the United States of America ! If you have enough money you can buy our politicians it seems. They need to be punished to the full extent of the law.
974797219520917506 2018-03-16 19:59:02 -0400 <phx_guy> @realDonaldTrump Treasonous Trump, deflecting again
974797217973366784 2018-03-16 19:59:02 -0400 <AmusingMuse2000> @The_Moccasin_ @LauraLeeBordas @o4america @mikkiconnors @MAGr8A_ @BriteEyes8 @_eayfx_ @Yoridoo @FIVEMILECRIB @marylene58 @SplinterPc @dizzypamtex @MsSpy007 @JHWalz32 @Rome_Fell @KittyLovesGod @nfulmer0827 @FoundinNV @SomNicer @EnglandNeedsUs @Feisty_FL @BanchaSomchai @foxnewspolitics @realDonaldTrump @RealJamesWoods @RealAlexJones @PrisonPlanet Most def...bring it
974797214605369345 2018-03-16 19:59:01 -0400 <JohnFavere> @realDonaldTrump @realScottWagner @TomCottonAR  https://t.co/drs8ahZCGo
974797213753737216 2018-03-16 19:59:01 -0400 <lingdu127> @realDonaldTrump 有中国人没？
974797210830417927 2018-03-16 19:59:00 -0400 <JohnDediePolSci> @NicolleDWallace @SteveSchmidtSES IMO if @SarahPalinUSA is NOT @SenJohnMcCain VP pick, we don't get @realDonaldTrump . Steve you own some of this. She appealed to the worse in people.
974797210176118790 2018-03-16 19:59:00 -0400 <Christielynn_07> One @LakeHighlandsHS #MRSCsquad student has been selected to attend the Nat’l Student Leader Conf on political action &amp; pub policy in DC...she needs $ help getting there! @Advocate_LH @lh_chamber @TrusteeSolis @karenclardy @lynnsdavenport @realDonaldTrump  https://t.co/Jz3kYi4rQR
974797207105916928 2018-03-16 19:58:59 -0400 <jchenelly> @dandcaldwell @AMVETSHQ @realDonaldTrump That said, Dan, not sure what you’re saying about the President. But if little old me criticizing the President is the United States is all it takes for Shulkin to lose his job, doesn’t that prove my point?
974797206883586048 2018-03-16 19:58:59 -0400 <DD93778941> @Chicago1Ray @32InGodWeTrust @BelBlok @crt39437 @realDonaldTrump Well he should be in prison
974797206313230337 2018-03-16 19:58:59 -0400 <SeanFoxontheroa> @speculawyer @MalcolmNance @realDonaldTrump   You see this Donald??? This is what a country thinks about when it's attacked
974797204350296064 2018-03-16 19:58:59 -0400 <Grahamc75> @5ushi @BarackObama Hey @realDonaldTrump WEAK @BarackObama failed to retweet this video. Sad! I bet you can do what LOSER Obama couldn't!
974797200416002049 2018-03-16 19:58:58 -0400 <birdiealways> @MplsMe @RESIST24_7_365 So almost all the others listed combined! What a LOSER 45 @realDonaldTrump YOU ARE A TRUE AND COMPLETE loser!
974797197878362112 2018-03-16 19:58:57 -0400 <unseen1_unseen> @fran_franw @GeorgePeterBon2 @POTUS @realDonaldTrump 100% better than spicer.
974797197177966592 2018-03-16 19:58:57 -0400 <dmnordby> @realDonaldTrump Thought you were going to fix America's infastructures? I know it's a walking bridge but still, isn't it still part of it?
974797193667334144 2018-03-16 19:58:56 -0400 <VAGlamazon> @realDonaldTrump @DiamondandSilk Hope you remember their names when calling their families this time
974797193025654784 2018-03-16 19:58:56 -0400 <cocoeyes2> @realDonaldTrump Wishful thinking😀
974797189854650368 2018-03-16 19:58:55 -0400 <lvsfgiants> @RepGaramendi @realDonaldTrump Agree
974797186016989185 2018-03-16 19:58:54 -0400 <FairnessDoc2021> ★ This Old Trump Tweet Is Coming Back to Haunt Him — Because, Well, Just Read It! ★  https://t.co/lvoDd505MU ☛ @realdonaldtrump @foxnews #Lie #Deny #Deflect #Discredit #Con #Blame #Hypocrite #Pathological #Unbearable #Incompetent #Ignorant #Asinine
974797183068327937 2018-03-16 19:58:53 -0400 <ItsAllLaughable> @realDonaldTrump You've never prayed or thought a day in your life.
974797182980317189 2018-03-16 19:58:53 -0400 <ItsAllLaughable> @realDonaldTrump What about the country?  Country over party, Donald. You have an obligation to protect the interests of ALL of your constituents, not just Republicans Donald.
974797179264143360 2018-03-16 19:58:53 -0400 <MikePucci1> @acoad1111 @TrumpTheFelon @GovMikeHuckabee @realDonaldTrump What planet are you from?
974797178672566272 2018-03-16 19:58:52 -0400 <wanderingdave> Ok I feel a lot better now. Having a twitter account to vent on is a lot cheaper than seeing a therapist. Right @realDonaldTrump ?
974797173861658624 2018-03-16 19:58:51 -0400 <jeffrey_feff> @justsusy @TheRealMikeOtt @realDonaldTrump Did god ask trump to slap dem titties and fuck that porn star two months ago?
974797172377051137 2018-03-16 19:58:51 -0400 <Icanhelpheal> @realDonaldTrump Send in FBI or MILITARYto remove government officials from Office who are not obeying federal laws and are encouraging an insurrection
974797170611249152 2018-03-16 19:58:50 -0400 <Abomination1349> @Freeminds66 @SfaLumberjack21 @Trenaway11 @Jim252525 @Sb51Antinomy @DebFlanigan @pricklypear12 @Bryan700 @suzanne_weimer @solomongrundy6 @CaptMxAmerica @WayneDupreeShow @medlas @MikeDiaz285 @ThePatriot143 @SaveAslave @_chrismattingly @rightatheart @boltladypls @realDonaldTrump Easier said than done, but I’d love to see it.
974797164336549889 2018-03-16 19:58:49 -0400 <GailMil03406005> @LouDobbs @JudicialWatch @realDonaldTrump MyCabe should be prosecuted for his traitor crimes &amp; not allowed to get away with it like all the rest has..But Washington is Full of Lies!
974797161748721665 2018-03-16 19:58:48 -0400 <Harleyryder51> @ClintonMSix14 @JLube27 @Lrihendry @realDonaldTrump @steph93065 @StacyLStiles @SKYRIDER4538 @SandraTXAS @MAGAGwen @SaysMissy @writemombritt @stacy_redvirgo @Hoosiers1986 Too funny! It was God wanting the group wiped out. Story is vague but you have a sense of humor. Are you sure you liked Hillary better then Trump? President Trump is doing his best to save our Country. #LiberalismIsAMentalDisorder because sh*t isn't free!
974797160486236160 2018-03-16 19:58:48 -0400 <MAGA_IzarMom> YOU GOTTA GET THIS KID IN, CALIFORNIA!! @IngrahamAngle @TuckerCarlson HE'S GKING FOR MAD MAX's seat!! @POTUS @realDonaldTrump @chuckwoolery   https://t.co/IplBHZKzRR
974797160406536192 2018-03-16 19:58:48 -0400 <ekcj1234> @DearAuntCrabby @escudvi205 @JeffFlake @realDonaldTrump 🤣🤣🤣
974797158074363904 2018-03-16 19:58:47 -0400 <Reverend_Ducati> Hey @realDonaldTrump Why exactly hasn't Sessions fired McCabe?  What does it take to get fired from the FBI these days?  Zero accountability.  https://t.co/L72zqaCtsf
974797157998919680 2018-03-16 19:58:47 -0400 <martyinnb> @LouDobbs @ByronYork @realDonaldTrump Yes. He pleaded guilty because he was guilty. He acknowledged that he, in fact, did the acts alleged in the statement of the case. It has nothing to do with who was investigating him.
974797157172592640 2018-03-16 19:58:47 -0400 <Youngaejy> @Wenbeauty @realDonaldTrump That's part of his job. At least according to never-stop-campaigning Obama.
974797156795039744 2018-03-16 19:58:47 -0400 <jaybluuee> @rick_negan @johncardillo @realDonaldTrump Sessions sucks.
974797154463174657 2018-03-16 19:58:47 -0400 <SteveChojnicki1> @PoliticalShort #CORRUPTION @Comey TELLS @FBI DO ZERO - $IBM contributes to both @HillaryClinton &amp; @SenWarren ALLOWS @GinniRometty @IBM FORECLOSURE SCAM FOR  @Fanniemae ON MIDDLECLASS #HUMA HAS EMAILS ON THIS @WarrenBuffett #MAGA #Collusion #PayToPlay @realDonaldTrump ;  https://t.co/fYUhAmfdcs  https://t.co/kSJQmyuIah
974797151610994688 2018-03-16 19:58:46 -0400 <KopsMiss> @realDonaldTrump  https://t.co/abNdDWJ8Oa
974797145961259008 2018-03-16 19:58:45 -0400 <SHAWNTJUSTICEI2> @thelaughingdirt @Lenardhscott101 @realDonaldTrump Vehicle
974797145516793856 2018-03-16 19:58:45 -0400 <Margare26669823> @realDonaldTrump I didnt know the white house was a gun free zone 😂😂  https://t.co/7AbpAqCcYg
974797142626848779 2018-03-16 19:58:44 -0400 <jldemarte> @realDonaldTrump Wondering how many republicans are standing by their man in hopes that either they'll be moved up in position as he kicks out the original best of the best he chose, or if they're hoping he'll finally miraculously turn into the pres they secretly want him to be.
974797140223406083 2018-03-16 19:58:43 -0400 <DonnieLilFinger> Ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, OK...THIS is the last gut buster of the day on Twitter TWIT @realDonaldTrump !!!  https://t.co/8jcMQA3rXV
974797140160491520 2018-03-16 19:58:43 -0400 <realKateoreilly> @realDonaldTrump Hey hey, we've all heard about Russia attacking the power plants, aren't you gonna say anything about that?
974797139984470016 2018-03-16 19:58:43 -0400 <Jim65783> @realDonaldTrump this is a slap in the face to each and every American that voted for you. You have lost many voters because of this. Drain the swamp means nothing. It was another lie by another politician. That’s all it was and that’s all you are. It’s a shame.  https://t.co/BAmUe9D9Vx
974797131704872961 2018-03-16 19:58:41 -0400 <JsmallSAINTS> “Let’s talk about this plan for America of yours, I think it’s really good, except it sucks...” @realDonaldTrump @Avengers @MarvelStudios  https://t.co/xZbAxVPd3Y
974797131025350656 2018-03-16 19:58:41 -0400 <rgfullmer> @Lrihendry @realDonaldTrump   https://t.co/pP7uRQ7ma7
974797124939460608 2018-03-16 19:58:40 -0400 <SwissMiss1122> @Cernovich @JackPosobiec @realDonaldTrump If this is true, FIRE SESSIONS!
974797124620705792 2018-03-16 19:58:40 -0400 <negotiamini> @judihayes @rychemom @maggieNYT @MichaelCohen212 @realDonaldTrump Makes sense, thanks!
974797123031130113 2018-03-16 19:58:39 -0400 <PotentialViews> .@realDonaldTrump promised to only sign a DACA amnesty if it ended chain migration and visa lottery. Now he's working with Congressional Leaders to exchange a DACA amnesty to the spending bill for some border funding. No DACA in the spending bill!! #NoDACA
974797117377204230 2018-03-16 19:58:38 -0400 <ChefTimJones> @realDonaldTrump   https://t.co/QQuBqgwFf7
974797116303343616 2018-03-16 19:58:38 -0400 <PatriotsArise> @President1Trump @4horsemenapoca @realDonaldTrump Link deleted?
974797114701164544 2018-03-16 19:58:37 -0400 <DonChiavon> @rachgrif24 @scolderscholar @heidislilgirl @BrewOnThis @tonguepiercer @klanca79 @NickPauken @realDonaldTrump @USNavy And speaking of creepy and obsessive, BrewOnThis or whatever his name is is all that and a rageaholic, too. He’s stupid, angry, and lousy with impotence.
974797102919294977 2018-03-16 19:58:34 -0400 <SHAWNTJUSTICEI2> @thelaughingdirt @Lenardhscott101 @realDonaldTrump Truck
974797102684323840 2018-03-16 19:58:34 -0400 <LoganBurrage> @realDonaldTrump Bomb those motherfuckers! #fucknorthkorea
974797102067978240 2018-03-16 19:58:34 -0400 <JFC1138> @KellyO @realDonaldTrump Easier than carrying the Happy Meal upstairs. 🍔🍟🍔🍟🍔🍟😎
974797100243456000 2018-03-16 19:58:34 -0400 <Mschade2020> @BillSammon @JeffJordon2 @Corp_Drop_Out @JonAnthony7 @DeaverChristian @mikeymellow @JeffHar18906046 @Ladybounty2000 @JoeMomma833 @lharrisartist @EdwinKovatto @woodywood1999 @BeantownDoug @Debyl122 @mafia2222001 @SOUTHERNjamespb @rawideasinc @AbleMarksman @Thisistrishous @Texanna52 @TaggartRehnn @gary_provenzano @silveriaalison @YerOpinion @coke_usa @riseup1moretime @saltycomment @kaysintBB @scary_times01 @cafebacon007 @therealwombat1 @Riopedre31 @SteelersVII @gaudenti_diana @LisetteFahrun @Beutifulgame @jennyjonsin @rhonda_harbison @helen_poppet @SteveBrockman8 @someone_1958 @kwn1170 @NurseDrama @willardwonka79 @wolflayla420 @Homerx59 @FrankBenXXX69 @Kenneth__Gee @BirdsGetStarted @realDonaldTrump   https://t.co/06qiONIGLs
974797094404804608 2018-03-16 19:58:32 -0400 <KagcaravanLisa> @RuschYrusch @GwendolynBlev76 @WSCP1 @bdclq @MartinB45719553 @mike4354 @realDonaldTrump @Sequencer16 @LekkerLie @JesusIsTrueKing @Rightwingmadman @likakik @mxzrm @RedPilledinNY @DimitriNosarev @KidsNeedJustice @The2ndA @Corp125Vet @AliciaTolbert @zingars @DilaraEsengil @JcDeplorable @Ledsteplin @Lost_Literati @justice69hall @bronxhoops2033 @DaveSchreiber3 @TBruceTrp773 @aligiarc @SavujryMagistry @LadyDoc4Trump @rocksiphone @TrotAlex Yes!
974797093222039552 2018-03-16 19:58:32 -0400 <Lindsey_McBride> @PhilipRucker You have to be a fundamental scumbag to enable @realDonaldTrump and Kelly keeps proving that he is.   Trump is toxic and he debases everyone in his orbit. @jdawsey1
