1094385455339110402 2019-02-09 18:59:59 -0400 <Rajmathur321Raj> @realDonaldTrump I don't think that your very bright
1094385425635033088 2019-02-09 18:59:52 -0400 <dfevans335> @hussarguitar @PaulLeeTicks @realDonaldTrump Almost looks like "Finding Trumpo" ...  Nemo had that little fin ... Trump has those little, tiny, itty bitty hands. Hmmmm???  Still, Nemo was such a good character. Trump?? Nah!!
1094385424590548993 2019-02-09 18:59:52 -0400 <jonathanjewel> @realDonaldTrump You really dont know the meaning of stable genius do you?
1094385424133435392 2019-02-09 18:59:52 -0400 <RWilbourn> @realDonaldTrump Idiot
1094385423714058243 2019-02-09 18:59:52 -0400 <BrianCo9930> @EdKrassen @realDonaldTrump Eddie, when you come up with the $40 trillion + to get the GND started, let us know
1094385423403515904 2019-02-09 18:59:52 -0400 <JamesAr19476462> @DennisMJordan @RussellASmith5 @realDonaldTrump @GOP Yes it was the greatest con every rammed thru with no oversight  They even admitted it just before the Mid-Terms we will have round 2 of tax cuts this time it will be for the mid Americans   They should have taken everyone’s withholdings back to Zero, then no surprises
1094385422728351747 2019-02-09 18:59:52 -0400 <Penaten123> @realDonaldTrump get this straight u r lying these immigrants are coming legally to a port of entry they are not going over or around the wall. WE THE MAJORITY, WANT BORDER SECURITY BUT  done right NO MORE DAM WALLS
1094385420023054337 2019-02-09 18:59:51 -0400 <eloiseat6> @realDonaldTrump PS. I hope we never see the likes of you and your criminal spawn again, except behind bars.
1094385418357731328 2019-02-09 18:59:51 -0400 <mini_poli_me> @Shalaholic @Blue__America @Gary_Sanginario @viaCristiano @rolandscahill @realDonaldTrump In 5 years.
1094385415979708421 2019-02-09 18:59:50 -0400 <huskiefan_geer> @realDonaldTrump Does it matter? You didn’t openly label yourself as a racist now did you?
1094385415602270213 2019-02-09 18:59:50 -0400 <wilkin_molly> @Airvooocht @realDonaldTrump Florida isn’t going to be much of a money maker @marcorubio and Rick Scott. If the Everglades are used as oil fields and the pollution from Okeechobee  poisoning the coast tourism is gonna super suck. Good job 👏🏻
1094385414847295489 2019-02-09 18:59:50 -0400 <sangdamnmad> @realDonaldTrump Be best Donald!
1094385414658355201 2019-02-09 18:59:50 -0400 <MogTx> @UnleashedTrade @tedlieu @realDonaldTrump All the property owners of high property tax states will be happy to find out that they are not real people. As will all the spouses that pay alimony. They will be happy to not be real either.
1094385414553649153 2019-02-09 18:59:50 -0400 <TonyiaDillingh1> @ChrisJZullo @realDonaldTrump WOW. And I bet he farted sideways in elementary school too.
1094385413396025346 2019-02-09 18:59:49 -0400 <VibeSoHigh> @GOVTWINE @JacobAWohl @realDonaldTrump 🤔🤔🤔
1094385412200718337 2019-02-09 18:59:49 -0400 <cgauthier592> @TommyTempel @DeepStateExpose @realDonaldTrump You must be born on American soil, just having a parent who is a citizen is not enough.
1094385409998626816 2019-02-09 18:59:49 -0400 <lau56> @steveshears @realDonaldTrump He seems to be the least popular POTUS in history, however.
1094385406911619072 2019-02-09 18:59:48 -0400 <weeki1> @realDonaldTrump By eliminating planes they are supporting your 'travel ban' !  @TheDemocrats 😂😂😂
1094385406844522496 2019-02-09 18:59:48 -0400 <LowellFisher11> @eugenegu @realDonaldTrump As a MD you’d make a better MD than economist or financial Advisor.
1094385406584541184 2019-02-09 18:59:48 -0400 <4penasUmCara> @Isab3arzinha @realDonaldTrump Tem nada demais aí
1094385406328651777 2019-02-09 18:59:48 -0400 <karenmhayman> @realDonaldTrump You continue to be an embarrassment.
1094385404961267712 2019-02-09 18:59:47 -0400 <enufs_enuf> @eugenegu @realDonaldTrump Warren lied repeatedly for years, so it's up for making fun of and 100% on her.
1094385403778514944 2019-02-09 18:59:47 -0400 <jimhabib> @realDonaldTrump Wow ! The dirrange Prez of the U.S praising a dictator killing machine...WTF!!
1094385402616733697 2019-02-09 18:59:47 -0400 <DizioJoe> @krassenstein @realDonaldTrump Never answered my tweet Brian.made any money off your investments in theast two years.
1094385402536955909 2019-02-09 18:59:47 -0400 <Joe_Mengele> @krassenstein @realDonaldTrump  https://t.co/nIwC3fQZl7
1094385401320488960 2019-02-09 18:59:47 -0400 <AcreJudi> @realDonaldTrump 45 I can’t wait until you are impeached and in jail.
1094385401274425344 2019-02-09 18:59:47 -0400 <JeffreyWoolfe7> @realDonaldTrump Eugene is paid by George Soros to say the things he says he’s the apittame of Antifa, and we all know that Cherokee nation has already acknowledged that Pocahontas is a liar and she lied just to advance her career.
1094385400972496896 2019-02-09 18:59:46 -0400 <immrhodes123> @TomFitton @realDonaldTrump @JudicialWatch Trump and honest should never be in the same sentence!
1094385400880263168 2019-02-09 18:59:46 -0400 <Robinfan82> @realDonaldTrump What is really funny is the notion that you are going to be running in 2020! I am not sure you can run an effective campaign behind bars, Fat Nixon!
1094385399928156161 2019-02-09 18:59:46 -0400 <RickBritt61> @realDonaldTrump Eric IS writing your tweets isn’t he?
1094385398225223681 2019-02-09 18:59:46 -0400 <700breck> @JacobAWohl @realDonaldTrump And what’s your educational background?
1094385395654160385 2019-02-09 18:59:45 -0400 <baldassginger> @SportsTalkBarry @realDonaldTrump Immigration scene
1094385395444240384 2019-02-09 18:59:45 -0400 <guy_beckett> @realDonaldTrump What do you know about “legitimate wins”?
1094385395213623296 2019-02-09 18:59:45 -0400 <Deviolga3> @realDonaldTrump oh my God, shut UP!!
1094385394945327104 2019-02-09 18:59:45 -0400 <llgreen18> @hillking29 @diannrt5 @RepSwalwell @3ChicsPolitico @HouseGOP @HouseJudiciary @realDonaldTrump You need help, seriously
1094385394865467393 2019-02-09 18:59:45 -0400 <JoeOCon95309752> @realDonaldTrump Politics is completely disgraceful  Animal instincts on human terms It is so sad that the rule of mankind has turned to this anarchy is government  The lives effected
1094385393581973504 2019-02-09 18:59:45 -0400 <chazborn> @TomFitton @realDonaldTrump @JudicialWatch  https://t.co/7nVyIXe0Qx
1094385390511894528 2019-02-09 18:59:44 -0400 <MFideas> @realDonaldTrump Obviously, you have no clue what the Green New Deal is about. Also, eliminating all planes, cars, cows, oil, gas, &amp; the military isn’t possible. You’re an idiot in a suit (Not even a nice suit.) spouting off whatever you think will anger your followers. #tRumpIsAClown #impeachhim
1094385389689847813 2019-02-09 18:59:44 -0400 <scottlewny1> @krassenstein @realDonaldTrump @AOC Here is your tweet. I only changed a few words. - “You are already endorsing her plan without having the slightest clue of its ramifies. Typical.”
1094385389362589696 2019-02-09 18:59:44 -0400 <hazel_steampunk> @realDonaldTrump You're a sick man.  https://t.co/O5AyETbGKO
1094385388553068549 2019-02-09 18:59:43 -0400 <GodcallsBS> @realDonaldTrump 😇BORING! ALREADY HEARD THIS SCHTICK.   BTW--YOU WON'T BE RUNNING, YOU'LL BE IN PRISON.  https://t.co/2HBhaiXntH
1094385387940839429 2019-02-09 18:59:43 -0400 <shardik_ncp> @realDonaldTrump Over half the country refers to you as a racist con man.
1094385387504586757 2019-02-09 18:59:43 -0400 <lovrofbooks> @realDonaldTrump You are a classless piece of crap to throw out a thinly veiled reference to the Trail of Tears. You show yourself as less than human daily. Cannot wait til you are locked up.
1094385387378757633 2019-02-09 18:59:43 -0400 <BDamatin> @realDonaldTrump BEWARE OF WHAT YOU WISH FOR , WARREN WILL BEAT YOU !  https://t.co/GZOBVtBfTw
1094385386325979137 2019-02-09 18:59:43 -0400 <bigwallofhair> @realDonaldTrump As a Christian, I am appalled that so many of my fellow Christians are standing behind you. You are a racist and a sexist. God created all of us...all races, all sexes, all socio-economic backgrounds.
1094385384442744832 2019-02-09 18:59:43 -0400 <JamesAd11074494> @eugenegu @realDonaldTrump The bastards did
1094385382999781376 2019-02-09 18:59:42 -0400 <Dkmorris0204> @realDonaldTrump @AnthemRespect  https://t.co/kLh2ZuBnTb
1094385381817180160 2019-02-09 18:59:42 -0400 <Dandrews87iclo1> @ToddCopeland5k @kritter1963 @RL9631 @realDonaldTrump @seanhannity I thought it sounded unreal! That would be amazing if it were true!
1094385381053734913 2019-02-09 18:59:42 -0400 <ronjhowell> @JWilsonMyView @Ilhan @realDonaldTrump @RashidaTlaib @RepAOC I totally concur!
1094385380474802177 2019-02-09 18:59:42 -0400 <abeck812> @realDonaldTrump So not elimate... but improve planes and cars, limiting cows...cause there are other things to eat...why do we need oil and gas? Also...we have by far the largest military in the world.
1094385379690627072 2019-02-09 18:59:41 -0400 <jomareun> @realDonaldTrump This is coming from the same dude who doesn't give a rat's ass about the environment. You have no say in this.
1094385378415521792 2019-02-09 18:59:41 -0400 <kahlua057> @realDonaldTrump  https://t.co/hWMcLzJt2l
1094385378008563715 2019-02-09 18:59:41 -0400 <CameronJay4> @realDonaldTrump BeBest!
1094385374078685186 2019-02-09 18:59:40 -0400 <dondavej> @realDonaldTrump You are a moron🤡
1094385372602216453 2019-02-09 18:59:40 -0400 <jimtheantitrump> @dbongino @realDonaldTrump Lol sold on amazon
1094385372493172736 2019-02-09 18:59:40 -0400 <BobHelman2> @realDonaldTrump All I know is we have to get you out of the people's house.  And put you in the big house with walls all around you. And all those nice guards that you like to make sure you dont get out for 20 years or so.
1094385372325400578 2019-02-09 18:59:40 -0400 <nlefevre> @realDonaldTrump You'll get the Irish people to pay for the seawall to protect your golf course against rising oceans.  https://t.co/FTxdlVBVhI
1094385366692438016 2019-02-09 18:59:38 -0400 <Ng46445026> @Silencedugud @Pete3491 @JacobAWohl @realDonaldTrump Love him. Thanks
1094385366189129729 2019-02-09 18:59:38 -0400 <AlohaPeaceLove> @realDonaldTrump We know you don't do science but you just sound profoundly stupid.
1094385364372987904 2019-02-09 18:59:38 -0400 <KSeidenfus> @realDonaldTrump what the actual fuck is this?
1094385364301697024 2019-02-09 18:59:38 -0400 <TheOffishallEli> So @realDonaldTrump says that walls save lives. But....  https://t.co/evQ8Fn59YH
1094385361579429889 2019-02-09 18:59:37 -0400 <rjoseph7777> Donald Trump Lamely Tries to Rescue 'FAILING' Sean Hannity's Arse Kissing Hour on FOX News  https://t.co/7jQj7yqorP @dscc @dccc @realDonaldTrump #GOPRussia #FBR #TrumpRussia #Mueller #Resist #MAGA #VoteBlue #Patriot #AmericaFirst
1094385361482993664 2019-02-09 18:59:37 -0400 <vitdidvonsven> @realDonaldTrump How's that been working for you so far?
1094385361042661376 2019-02-09 18:59:37 -0400 <gatodelsol11> @tedlieu @PeteSouza @realDonaldTrump We’ve been lied to?  Well there’s a surprise!  (NOT!!)
1094385359977439238 2019-02-09 18:59:37 -0400 <Lieblos> @realDonaldTrump You cannot rewrite history. You, my friend, are riding on President Obama’s coat tails. Just hoping you get thrown out before you ruin it all.🤥🤥🤥
1094385359180447745 2019-02-09 18:59:36 -0400 <JLSxpress> @realDonaldTrump Oh dam look at all of the snowflakes bellow, must be their mommy is not home...
1094385359008366592 2019-02-09 18:59:36 -0400 <tuckbill34> @realDonaldTrump Is it possible that the Wohl's and Krassenstein's are all the same guy?
1094385358706491392 2019-02-09 18:59:36 -0400 <levinforpres1> @LadyRaven3 @lepke2112 @eugenegu @realDonaldTrump Ok.. so where is he wrong? The FBI AND DOJ began a counter intelligence investigation with no predicate. They used OCONUS lures, illegal unmaskings, leaks, media manipulation, and lied to the FISC. So please tell me? Where is the man wrong?
1094385357922144256 2019-02-09 18:59:36 -0400 <JuanHGonzalez1> @realDonaldTrump Sorry, but so far I know the only Green Deal you know of is the scamming of your own contractors and illegal help in your businesses. I know learning about the “real Green Deal” takes some reading, learning and no alternative reality.
1094385357204770818 2019-02-09 18:59:36 -0400 <Liveoveaugh> @pradeepraturi1 @realDonaldTrump Uhhhhh....don't think you know squat. He is the most dangerous person on the planet!
1094385355867021315 2019-02-09 18:59:36 -0400 <vander4333> @MaryLou39506562 @4everNeverTrump @realDonaldTrump Learn your hstory  https://t.co/zxaxvfLuGi
1094385355103494144 2019-02-09 18:59:36 -0400 <FlawlessLoveMin> @PressSec @realDonaldTrump Foolish woman. #yousosad
1094385354516226048 2019-02-09 18:59:35 -0400 <vividrose0o3> @realDonaldTrump  https://t.co/zfdkqHnHCg
1094385354411597829 2019-02-09 18:59:35 -0400 <KenHarr20381548> @tomcoates @realDonaldTrump I have reported you as a bot, because no one can be that stupid
1094385354231242752 2019-02-09 18:59:35 -0400 <UniklyQuenell> @KDudeJames @realDonaldTrump Buddy you need to get your GIF game up and stop being so sensitive. Shade thrown at a person is not the same as mocking. It is truth wrapped in sarcasm; pick up a dictionary. Better yet pick up a B.I.B.L.E. and ask yourself W.W.J.D. Certainly He would not be a Mike Pence fan. Ijs
1094385353769865216 2019-02-09 18:59:35 -0400 <CodreanuMircea> @realDonaldTrump AOC.  A big ignorant joke
1094385349609095170 2019-02-09 18:59:34 -0400 <DJ_PsychGuy> @realDonaldTrump It’s cold=Climate Change is fake.  Has big brain,knows more than scientists&amp;generals but can’t spell simple words.  Is a Christian,never goes to church&amp;has cheated on all his wives &amp; kids.  Has on the record lied THOUSANDS of times.  If you believe him it says a lot about YOU.
1094385349428736005 2019-02-09 18:59:34 -0400 <llj69> @eugenegu @realDonaldTrump Give me a break, Gu  ru!🤣😂
1094385349239795712 2019-02-09 18:59:34 -0400 <Ntay4_> @realDonaldTrump How is this racist in anyway??? It’s a JOKE... 🙄
1094385347612557312 2019-02-09 18:59:34 -0400 <iglarfkr> @realDonaldTrump I think you suck, but this is a pretty good tweet. Congrats, Mr. Trump.
1094385347574812678 2019-02-09 18:59:34 -0400 <bmppbill> @realDonaldTrump she couldn’t ride with the lone ranger.  forkedtoungueitis!
1094385346069127170 2019-02-09 18:59:33 -0400 <SchrodyBach> @realDonaldTrump #TrumpDistraction  https://t.co/vgvJ1s9Zid
1094385346069041152 2019-02-09 18:59:33 -0400 <suzannehollist1> @ChrisJZullo @realDonaldTrump So did Obama orClinton serve, I think not
1094385343925837824 2019-02-09 18:59:33 -0400 <joepatch52> @realDonaldTrump I don't think you'll see her campaigning, unless it's on TV in your prison cell.
1094385343762231296 2019-02-09 18:59:33 -0400 <Kiddingright4> @realDonaldTrump Read something!! Or have one of your puppets read it to you. But stop talking about shot you don’t know. #ResignTrump
1094385343741083648 2019-02-09 18:59:33 -0400 <239Pounds> @BeatonJenny @BlueBlu71147833 @realDonaldTrump Neither did Tiffany's.  https://t.co/e56ISyV7aS
1094385343648849921 2019-02-09 18:59:33 -0400 <mrobbin55> @Turnip2020 @realDonaldTrump 113K is pretty good for an unknown veggie! 😜
1094385340880748544 2019-02-09 18:59:32 -0400 <redjamom> @IngrahamAngle @realDonaldTrump @FoxNews  https://t.co/ylND7WpLDx
1094385340595535875 2019-02-09 18:59:32 -0400 <Bill34273840> @realDonaldTrump “Waa Waa people are always so mean to me”. Your ignorant, bullying and name call is your answer.
1094385338217304065 2019-02-09 18:59:31 -0400 <sjdayny1> @realDonaldTrump @WhiteHouse Or your ridiculous statements made here on Twitter.  When will you learn that saying something that you know to be a falsehood , will not transform those words into truth?
1094385337898598401 2019-02-09 18:59:31 -0400 <redshoe9> @SteveSax5 @markdonna2012 @realDonaldTrump I wish she would tweet back.   “See you at inmate visiting hours Donnie.”
1094385336044716032 2019-02-09 18:59:31 -0400 <MBWilbur> @realDonaldTrump Well to be fair, you started it with @BarackObama.
1094385332697645056 2019-02-09 18:59:30 -0400 <EchoCharlie308> @realDonaldTrump  https://t.co/d76ZqBNQUL
1094385331615481858 2019-02-09 18:59:30 -0400 <tbarnett500> @realDonaldTrump Average tax refund down 8% so far this season  https://t.co/8VCZxa4eJl
1094385329581084672 2019-02-09 18:59:29 -0400 <KarynSpence> @IngrahamAngle @realDonaldTrump @FoxNews Two people who no one gives a damn about..
1094385329199550464 2019-02-09 18:59:29 -0400 <JenniferSayle> @realDonaldTrump I love it!!!!
1094385328926924806 2019-02-09 18:59:29 -0400 <fwilson6> @realDonaldTrump ethnic cleansing contractors.
1094385326385115136 2019-02-09 18:59:29 -0400 <Shane10164430> @PineappleTrevor @HollyNiotti @Veritas_2016 @NumbersMean @realDonaldTrump Debunked long ago Trevor. We’re in 2019, where have u been???
1094385322790658048 2019-02-09 18:59:28 -0400 <NancyPcb74> @realDonaldTrump Wall ad nauseum.
1094385322257833984 2019-02-09 18:59:28 -0400 <Pete3491> @SchrodyBach @JacobAWohl @realDonaldTrump Do you have a cat?  Any son that lives in his mom's basement should have a cat.
1094385320194236416 2019-02-09 18:59:27 -0400 <GodDammitSammyD> @DeepStateExpose @realDonaldTrump Is it difficult for you when literally all your friends and family laugh at you constantly? Or have you just gotten used to it?
1094385317992263680 2019-02-09 18:59:27 -0400 <ValTilley> @me59711030 @realDonaldTrump I think you meant stupidity at it's best !
1094385317807828992 2019-02-09 18:59:27 -0400 <Smoney52> @eugenegu @realDonaldTrump Being an MD I would assume you know the definition of racist ... apparently not
1094385313974288384 2019-02-09 18:59:26 -0400 <RichardSoden12> @realDonaldTrump We need to eliminate President Dump.
1094385311478661120 2019-02-09 18:59:25 -0400 <BarbHuber9> @realDonaldTrump I think you might be on TRIAL before you will will see her on the campaign trail.  You do realize how racist you sound, don't you? You know you can't debate issues with her so you resort to your childish name calling. Typical weak response from the Bully-in-Chief.
1094385310836740096 2019-02-09 18:59:25 -0400 <HeatherKing555> @realDonaldTrump If it’s a hoax, why are so many of Trump’s inner circle pleading guilty and/or being indicted?
1094385310702714880 2019-02-09 18:59:25 -0400 <clarson28> @realDonaldTrump @POTUS No one is against border security. It may be that you’ve claimed over and over that Mexico was going to pay for it. At any rate, get a bill proposed and have a vote. Let’s move on one way or the other.
1094385309167558656 2019-02-09 18:59:25 -0400 <rbari11> @realDonaldTrump Where there's walls there's ladders &amp; or tunnels.  The wall is a waste of money.
1094385307179376640 2019-02-09 18:59:24 -0400 <chazborn> @realDonaldTrump  https://t.co/5eDGvT1x0e
1094385306860695552 2019-02-09 18:59:24 -0400 <SCOTTMAURICE> @realDonaldTrump Racist as normal trump
1094385305963048960 2019-02-09 18:59:24 -0400 <KAPphoto> @realDonaldTrump Speeding towards Brawndo level stupid. #ResignNow #ResignOrBeImpeached #ITMFA
1094385305287839745 2019-02-09 18:59:24 -0400 <ViceRoyMinstra> @realDonaldTrump Are you out of your mind?  Instead of looking only at Fox during the Obama years you should have been paying a bit more attention to see how that now defeated Republican Congress treated Obama officials. Your people now simply can’t defend their record or actions.
1094385304792903680 2019-02-09 18:59:24 -0400 <Jeffhull71> @realDonaldTrump You talk about how bad it was that Joshua Trump got bullied, but here you are, a supposed adult, still doing the same thing as the bullies did to Joshua, onto others. Grow up and become a Man. You've had 60+ years to learn how.
1094385304495054849 2019-02-09 18:59:23 -0400 <i_focusi> @david_edelstein @mikeymendelsohn @realDonaldTrump I wouldn't say greatest, but at least he has a sense of what the government should and should not be doing. How was the economy under Obama?? How were the unemployment rates compared to now?
1094385304096534528 2019-02-09 18:59:23 -0400 <sharonresister> @realDonaldTrump Please just resign.
1094385301722669056 2019-02-09 18:59:23 -0400 <JohnCheemboh> @realDonaldTrump Even if she is not 1/128th native it is still racist to call her Pocahontas.
1094385301122891776 2019-02-09 18:59:23 -0400 <707_irl> @PoliticalDoodle @tgagemurphy @realDonaldTrump Brain? Intellect? Conscience? Empathy? Wisdom? Likability?
1094385300711849987 2019-02-09 18:59:23 -0400 <jerrynoah10> @realDonaldTrump Are you going to run again as our first Orange American? Orange jumpsuit too!!!!  https://t.co/hwKd8uImin
1094385300250550272 2019-02-09 18:59:22 -0400 <TimmyMieldezis> @david_blancas @JeffreyGuterman @realDonaldTrump @FBI Are you laughing at my name? That's odd.
1094385299524734978 2019-02-09 18:59:22 -0400 <vcapisecca> @realDonaldTrump They only do it because they know there is no repercussion for what they do as everyone knows they can do whatever they want and get away with it so why would they change
1094385299189317632 2019-02-09 18:59:22 -0400 <TinFoilAwards> @Ng46445026 @CreativeFoodTrs @JacobAWohl @realDonaldTrump 39 followers username that ends in eight random digits  Vladimir thanks you for your service.
1094385296890679296 2019-02-09 18:59:22 -0400 <DemocratWin2022> @IngrahamAngle @realDonaldTrump @FoxNews  https://t.co/uyH7z1ypGH
1094385294994857984 2019-02-09 18:59:21 -0400 <l_gonzalez316> @eugenegu @realDonaldTrump Did the russian put an ak47 on your head and forced you to vote? No, right? Then what are you a five year old kid that can't make his own choices? Oh wait, are you also offended!
1094385294894383105 2019-02-09 18:59:21 -0400 <the_dome_guy> @krassenstein @realDonaldTrump @AOC She hasn't accomplished anything
1094385293397053440 2019-02-09 18:59:21 -0400 <tbarnett500> @seanhannity @realDonaldTrump Average tax refund down 8% so far this season  https://t.co/8VCZxa4eJl
1094385292495257600 2019-02-09 18:59:21 -0400 <KateHoldsCourt> @realDonaldTrump Hey, Don? This "Pocahontas" business? Nobody cares but you. It's making you look like you're scared she could take you, Don. It's making you look Weak. My advice as a voter? Drop it and never mention it again.
1094385292004360193 2019-02-09 18:59:20 -0400 <nateroth> @eugenegu @chance4gardener @realDonaldTrump Festivus?  The “Seinfeld” made up holiday?
1094385290280558593 2019-02-09 18:59:20 -0400 <MarinCollective> @realDonaldTrump Mr President please don't let El Chapo bribes to politicians be sealed we know here in California all the Democratics have been on his payroll for many years ..
1094385287856353281 2019-02-09 18:59:19 -0400 <Wek1958> @realDonaldTrump If ignorance were a source of renewable energy, what you spew on a continual basis would power the planet forever.
1094385287600488448 2019-02-09 18:59:19 -0400 <shawn_anand> @AppSame @TheDemocrats @realDonaldTrump LoL, great hat and yes indeed!! We need to get those votes and the independents, that will surely spike from there!
1094385287218806784 2019-02-09 18:59:19 -0400 <ConderTommy> @realDonaldTrump Burr must have been so busy he missed all the guilty verdicts.
1094385286962995201 2019-02-09 18:59:19 -0400 <egosvenezolanos> #Venezuela #ONU @ONU_es @vaticannews_es @CNN @TIME @ABC @bbcmundo @VTVcanal8 @prensateleSUR @OEA_oficial #EEUU y #Francia luchando para tumbar a @NicolasMaduro el pobre pueblo de #Francia pasando hambre y #EEUU con más de 43 millones de pobres y muertos de hambre @realDonaldTrump
1094385286035828736 2019-02-09 18:59:19 -0400 <mrnetop> @realDonaldTrump That’s Madam Senator to you!!!!
1094385285469659136 2019-02-09 18:59:19 -0400 <GadgetDon> @Natashathewritr @tartarusorbust @calforus @eugenegu @drgabycora @realDonaldTrump @JeffBezos He's an American citizen. He &gt;&gt;&gt;IS AN AMERICAN&lt;&lt;&lt;
1094385284140158977 2019-02-09 18:59:19 -0400 <ChilyBeka> @realDonaldTrump Another tweet showing how much strong women scare you 😂😂😂😂
1094385283498471424 2019-02-09 18:59:18 -0400 <IamMactheKnife> @ManInTheHoody @realDonaldTrump I miss him....:(
1094385283087454208 2019-02-09 18:59:18 -0400 <JeffreysDelbert> @realDonaldTrump They've gotten lost in their own delusional dimension
1094385283032743936 2019-02-09 18:59:18 -0400 <MarlinMan53> @UROCKlive1 @realDonaldTrump  He is finding out what a LOSER he really is. He has failed at so many things. This will be his biggest failure yet. AND his daddy is around to bail him out this time.
1094385282953158656 2019-02-09 18:59:18 -0400 <debitra49> @realDonaldTrump Grow up!
1094385282315620352 2019-02-09 18:59:18 -0400 <Pierssy> @realDonaldTrump  https://t.co/gxzhOW9aFR
1094385282147708928 2019-02-09 18:59:18 -0400 <janda2015> @realDonaldTrump Coming from a man who has ZERO thoughts of his own. AOC is at least trying to start a new way of thinking.....trying to save The Earth....not roll back every regulation that requires Companies to pay for the damage they cause to the Environment and people’s health!
