849773645945864192 2017-04-05 19:59:59 -0400 <AuntSnoozie> @SenBobCasey @patricklee6669 @realDonaldTrump That's my Senator
849773550181298176 2017-04-05 19:59:37 -0400 <DaniFeatherby> Hey, @realDonaldTrump. Hate to tell you, but "who" uncovered your treason... Doesn't absolve you of the treason.  https://t.co/PzpKaxGQiQ
849773549468438533 2017-04-05 19:59:36 -0400 <krooney61> @rayann2320 @rj47972891 @realDonaldTrump He has been running his own foreign policy for a while now, he doesn't care how many Syrians die as long as it hurts Russia in some way.
849773548826759168 2017-04-05 19:59:36 -0400 <CaptdaveK6> @WriterDMac @funder @Politics_PR Apparently he doesn't remember or thinks that we don't.   Those tweets last a good long time.  @realDonaldTrump you're a bad joke!
849773547958538240 2017-04-05 19:59:36 -0400 <llblake111> @richierich1968 @Monimor2 @realDonaldTrump @Twitter Umm have y'all looked at a map lately???  You're a damn sight closer to the middle east &amp; RU than us!!  They're in ur backyard...#refugees
849773546561785857 2017-04-05 19:59:36 -0400 <RainSaturday1> @FoxNews @realDonaldTrump WeLL SiR, Syria crossed that red line.... U told Obama to stay out of Syria.... WHAT R U going to do??
849773545530040321 2017-04-05 19:59:35 -0400 <IceguyCT> @politico @realDonaldTrump @michaelcrowley My #MAGA3X Pres is way to lazy to fight for others n America. Making the 🌎 a better place takes time n commitment that's not n Trump's DNA
849773543164448769 2017-04-05 19:59:35 -0400 <ScopingItOut> @GlennThrush @realDonaldTrump @realdonaldtrump will be answering for all his crimes very soon. He thinks he has won. Not. He will lose everything.
849773541037834241 2017-04-05 19:59:34 -0400 <WendyKrause5> @foxania @seanvoysey @karenan29064381 @LadyMordanian63 @realDonaldTrump Hillary won the Popular Vote because over 65 million knew by Trump's actions + words that Trump was full of 💩.
849773537577644033 2017-04-05 19:59:34 -0400 <jucatalmo> @ppkamigo @rmapalacios @realDonaldTrump PPK Y PARA NOSOTROS HABRA AYUDA PARA QUE SE CUMPLAN LAS FECHAS QUE INDICA EL MINISTRO BASOMBRIO Y NO SE CONCRETA EL PAGO CTS PNP,
849773536327606273 2017-04-05 19:59:33 -0400 <Nick_Kerttula> @realDonaldTrump @KingAbdullahII over and over and and over and over and over...
849773527217696768 2017-04-05 19:59:31 -0400 <john_korakas> @StopTrump2020 @realDonaldTrump @AdamSchiffCA @MarkWarner @SenatorSchumer @maddow TRUMP: BETTER GET CHINA 2 GET NO KOREA UNDER CONTROL ASAP!
849773526819233793 2017-04-05 19:59:31 -0400 <ACMadk> I'm asking @SenateDems to support @SenJeffMerkley's filibuster of @realDonaldTrump's right-wing #SCOTUS nominee. h/t @BoldProgressive
849773524483022848 2017-04-05 19:59:30 -0400 <StickToNothing> @hollyhaygood @Shemsdin7 @neider_george @FlatEarthCity @DougieP2016 @RiseOfFoles @Sportmigos @jimnase @Ppl4get @jimcramer @mikefreemanNFL @flatearthkitty @flatoday_jdean @FlatEarthCosmos @FlatEarthReal @AndrewBrandt @McFaul @roybelly @jemelehill @MikeClayNFL @MikeVickDaily @BigBENGTheory7 @EminemsRealMrs @NatalieEgenolf @JustinVerlander @TeamLeBron_ @ShawnO0219 @Kaepernick7 @ColinCowherd @EvCoRadio @Babchik @JasonLaCanfora @JasonBabin93 @Bighugh53 @JClarkCSN @JohnBolaris @2big2fail @PhysicalPolitik @FlatSlugbrains @socialstocksnow @oohlooksquirrel @GloriouslyLang @rob_aden @WeAreWakinUp @CharliePoet @bikinatroll @ToppysaurusRex @Fer_Yer_Service @FlatRealm @realDonaldTrump Why do you believe the earth is flat?  https://t.co/sBijM4QPEc
849773523916779520 2017-04-05 19:59:30 -0400 <TdowlingTim> @realDonaldTrump @KingAbdullahII Huh totally random tweet what about Syria and North Korea or the demotion of #presidentbannon #WorstPresidentEver #releaseyourtaxes #resign
849773521370787840 2017-04-05 19:59:30 -0400 <dinorahpat> @BBCWorld @BBCNews @realDonaldTrump unbelievable!
849773515528077313 2017-04-05 19:59:28 -0400 <VikkiScorsone> @realDonaldTrump Get a life. Focus on being president considering the election was rigged and the electoral college is a disaster.
849773512730587137 2017-04-05 19:59:28 -0400 <Historicalbuff> @Trump45awesome @Cernovich @realDonaldTrump Paul~ I think McCain is involved in this one.
849773507869364224 2017-04-05 19:59:26 -0400 <blackchiney2678> @tedlieu @realDonaldTrump Hell Fucking Yes
849773502400004102 2017-04-05 19:59:25 -0400 <El_Arabeee> @realDonaldTrump marico metete para venezuela y mata al maldito de @NicolasMaduro y todos sus chavistas para que se acabe este peo weon.
849773498448961536 2017-04-05 19:59:24 -0400 <CarignanPaul> @realDonaldTrump @foxandfriends You are embarrassing and unqualified
849773493793247232 2017-04-05 19:59:23 -0400 <ElRedentor73> @RACIELY @alexiarivadenei @LassoGuillermo @Lenin @realDonaldTrump @ONUMujeresChile @MisionONUCol Wow. Creo que hay que medicarte. Estas totalmente enajenada de la realidad. Suele pasar con los oligarcas perdedores como tu. Busca ayuda. 🤔
849773493361278984 2017-04-05 19:59:23 -0400 <rexobirol> @DonnaRo86165010 @MrEdTrain @realDonaldTrump @DonaldJTrumpJr @IvankaTrump Don't know enough about his son yet, but his daughter is too liberal. I don't even like the high profile in the WH.
849773491922632704 2017-04-05 19:59:23 -0400 <ralphargen> @selectedwisdom Recognize the liar in Chief @realDonaldTrump BS shows his only skill blaming others for his incompetence.  https://t.co/LbBnHjFqRA
849773489410134016 2017-04-05 19:59:22 -0400 <lucyfgallagher> @greenngold4me @realDonaldTrump This is one of the most horrific pics that I can imagine running across, meandering thru Twitter. Shocking &amp; shattering. And I thank you...
849773483236237313 2017-04-05 19:59:21 -0400 <specialkCO0111> @jaketapper @realDonaldTrump @POTUS  Trump is an idiot that can't control himself. The right answer was "no comment on Bill" but he has to get involved
849773482095255552 2017-04-05 19:59:20 -0400 <timothyzach> @mitchellreports @realDonaldTrump I see a new cast member in Orange is the new Blac... Crap, I cannot use the race card, @CNN already did!!!
849773480816115712 2017-04-05 19:59:20 -0400 <kentbernard64> @FoxNews @VP They didn't do more after Obama and gave up ChemWeapons. Assad not threatened @realDonaldTrump or felt protected cause TrumpPutin relations
849773480514002944 2017-04-05 19:59:20 -0400 <Nick_Kerttula> @realDonaldTrump @KingAbdullahII I'll just reply to myself...
849773479813668864 2017-04-05 19:59:20 -0400 <JoeyJgb151515> @RepAnnaEshoo @realDonaldTrump Another  dope who will be voted out soon
849773479540994048 2017-04-05 19:59:20 -0400 <Tarpo> First day back to work and I didn't once hear anything about the pathetic sad @realDonaldtrump. What a loser. Was a good day
849773472909799424 2017-04-05 19:59:18 -0400 <KentuckyKyle03> @williamlegate @RogueZionist7 @realDonaldTrump Gotta keep in mind, poor lil' Gregory is one of the #PoorlyEducated that Trump loves so much!
849773469629808640 2017-04-05 19:59:17 -0400 <HmmWhatWhy> BBC News - Mar-a-Lago: The price of Trump's 'Winter White House'  https://t.co/etSJlRaoGT Yet another example of @realDonaldTrump #hypocrisy
849773467524268033 2017-04-05 19:59:17 -0400 <evolvedfrombear> @BBCWorld Besides @realDonaldTrump , who didn't come close to winning the popular vote, no other govt entity has claimed Mar-A-Lago as a White House
849773466496749573 2017-04-05 19:59:17 -0400 <CUBASIKASTRONO> @Mike_P_Williams @realDonaldTrump @FoxNews @FBI When CNN refused to report  on an issue b/c it is not in their fake news narratives, they fail not just to th public but to the journalism
849773461010616321 2017-04-05 19:59:15 -0400 <GodinezMona> @tweetietate @realDonaldTrump @KingAbdullahII He did interrupt the King while he was speaking to state that he inherited a mess. Not just the USA but the world. SMH 🙈🙉🙊
849773460880375812 2017-04-05 19:59:15 -0400 <ProducerBex> @yunama @realDonaldTrump he's putting a bandaid on our bleeding heart. way to go djt
849773459269963777 2017-04-05 19:59:15 -0400 <mwolf1124> @Ecs555Grier @UsVsThemBlog @McFaul @FBI @realDonaldTrump Oh come on. Try us.
849773454555582469 2017-04-05 19:59:14 -0400 <posnanskisucks> @JordanUhl @realDonaldTrump @KingAbdullahII Uhl is the quintessential backdoor man!!!!!
849773449602113536 2017-04-05 19:59:13 -0400 <nena_pj> .@SpeakerRyan .@GOP .@VP .@AC360 .@SenSanders .@realDonaldTrump .@SenJohnMcCain .@LindseyGrahamSC  https://t.co/DIN6OJsQeD
849773446917746688 2017-04-05 19:59:12 -0400 <19Slackaholic94> @realDonaldTrump "@POTUS "  https://t.co/h8bflRslmG
849773445474697216 2017-04-05 19:59:12 -0400 <Terrysagirl> I wonder if Putin will break up with @realDonaldTrump over this? Will the honeymoon be over?  #Syria #TrumpRussia  https://t.co/Cqpy9HBZtj
849773443071356928 2017-04-05 19:59:11 -0400 <JMHSRV> @realDonaldTrump   In 1985 the coal industry employed a over 178,000 miners. 2016, just 56,000. in 2016 renewable energy provided 6 x more
849773441796513794 2017-04-05 19:59:11 -0400 <JodyVotes> @LisaBloom @mmpadellan @jillharth @realDonaldTrump @oreillyfactor  We already no that Donnie nor Bill are good people.  No confusion among anyone with morals.
849773436528451584 2017-04-05 19:59:09 -0400 <Leney_3> @SenSchumer Chuck, do something ... @realDonaldTrump is in over his head. He's too dumb, morally corrupt and his family is running the show.
849773431583387652 2017-04-05 19:59:08 -0400 <sogoodcharlotte> @hardball @HardballChris @realDonaldTrump I guess this is one area where the @realDonaldTrump dictatorship differs from North Korea...
849773429200793600 2017-04-05 19:59:08 -0400 <lindabthompson4> @realDonaldTrump DID YOU EVER APOLOGIZE TO ALL THE WOMEN YOU SEXUALLY ASSAULTED AND VERBALLY ABUSED ?  JUST ASKING --- omg you are so mentally ill
849773426579562497 2017-04-05 19:59:07 -0400 <DennisJP_> @HuskerMasochist @PaulLeiser6 @FauxPelini @realDonaldTrump @KingAbdullahII Those normies just don't understand
849773424285188096 2017-04-05 19:59:07 -0400 <sctparken> @Alyssa_Milano @realDonaldTrump not like Obama did anything to help!
849773423769210880 2017-04-05 19:59:06 -0400 <DingerHack> @realDonaldTrump @KingAbdullahII You are dangerous for the world Donnie and you will be stopped by getting fired. #ImpeachTrump #Trumprussia #TrumpTreason #Embarassment
849773423391719424 2017-04-05 19:59:06 -0400 <Nick_Kerttula> @realDonaldTrump @KingAbdullahII to prove a stupid point...
849773423119282176 2017-04-05 19:59:06 -0400 <mersennefan> I'm asking @SenateDems to support @SenJeffMerkley's filibuster of @realDonaldTrump's right-wing #SCOTUS nominee. h/t @BoldProgressive
849773420195835909 2017-04-05 19:59:06 -0400 <rosiebita> @TeaPainUSA @realDonaldTrump Don't forget the "bad hombres" = brown people
849773416856997888 2017-04-05 19:59:05 -0400 <brianbassplayer> @realDonaldTrump @KingAbdullahII BS. You only want corrupt concessions for your businesses there. There is nothing else in your so-called brain even remotely relevant..
849773406027358209 2017-04-05 19:59:02 -0400 <BotorNaut> @colbertlateshow Didn't catch the show. Is he referring to @realDonaldTrump, #Bannon, #Sessions, #Flynn, #Putin, #Assad, someone else? Too many 2 choose from
849773403527622656 2017-04-05 19:59:02 -0400 <janeyresists> @realDonaldTrump @KingAbdullahII Um, how about letting in some refugees to help out Jordan?
849773397085048832 2017-04-05 19:59:00 -0400 <didyoupootoday> @realDonaldTrump I will not be able to give you contact details. But try to find me. If you can... it will be the start of a new chapter
849773395432439808 2017-04-05 19:59:00 -0400 <kadicoffee> @FluffyMcduff @realDonaldTrump @KingAbdullahII many people met with Epstein in New York, many many celebrities know Epstein and you are making something out of nothing
849773392551194625 2017-04-05 19:58:59 -0400 <grey_sister> Another FAILED business for @realDonaldTrump His 'midas' touch has turned to shit, ppl fleeing him in droves! #Trumprussia #TrumpLies  https://t.co/r1mlKIVNOZ
849773387404779521 2017-04-05 19:58:58 -0400 <locations131> @ForTrump2020 @Cali_Deplorable @THEMOCOLLINS @JordanUhl @realDonaldTrump @KingAbdullahII Good to hear. I'll warn the next liberal that I meet. Wonder if the victims in Syria are having as much fun as you.
849773387144712192 2017-04-05 19:58:58 -0400 <HooksieBali> @realDonaldTrump - despite what you think, you don't think.
849773381524258816 2017-04-05 19:58:56 -0400 <OurPerfectUnion> @MonicaCrowley Russia, Obama, Clinton, DINOS, RINOS control DINO Filibuster against @realDonaldTrump @POTUS @VP &amp; the People  https://t.co/cDskuFPFNq
849773381352390656 2017-04-05 19:58:56 -0400 <PKWalk> @SenStabenow Keep resisting and opposing @realDonaldTrump, Michigan that went RED in 2016 will vote you out in 2018. #MAGA #confirmgorsuch #AHCA
849773380547096576 2017-04-05 19:58:56 -0400 <BigSisTexan> @washingtonpost Despicable - and when they can't get health care, will @realDonaldTrump still consider himself pro-life?
849773376445063173 2017-04-05 19:58:55 -0400 <irishcolin91> Lets start a #Kickstarter campaign to help #NKorea build a misleading that will reach #Mar-a-lago preferably while @realDonaldTrump is there
849773374507233281 2017-04-05 19:58:55 -0400 <ms_trese37> @THEFXR1 @sidhecat @JohnBertos @emsie76 @PrisonPlanet @realDonaldTrump @foxandfriends lol 🤣🤣🤣
849773374414913536 2017-04-05 19:58:55 -0400 <minzi8mango> Doesn't @realDonaldTrump realize that repealing rules helping people/environmt or defunding @pbs and @NPR will make him just more unpopular  https://t.co/SZ7Am62C1v
849773372003110913 2017-04-05 19:58:54 -0400 <jazzamac86> @sahouraxo @realDonaldTrump don't let the deepstate force your hand
849773370795204609 2017-04-05 19:58:54 -0400 <Nick_Kerttula> @realDonaldTrump @KingAbdullahII So, I'm gonna do it too...
849773369524408321 2017-04-05 19:58:53 -0400 <Nc0615> @realDonaldTrump the prob w t young libs is they havent luved through a war. All the men who when t i dianapolus went down &amp;all t men &amp;women
849773343804801024 2017-04-05 19:58:47 -0400 <MsFarRight> @Cernovich &amp; whom did they want RINO Jeb Bush, without vision&amp;courage of @realDonaldTrump who became POTUS b4 his inauguration.Those Rinos😧😢  https://t.co/2EN5ruLckB
849773341959389189 2017-04-05 19:58:47 -0400 <ItsAmyFarrahF> Adóptame, pls! me pinto de naranja y todo. Hasta le hago propaganda al muro, anda. :( @realDonaldTrump @POTUS
849773341401636865 2017-04-05 19:58:47 -0400 <pascalrosa1> @realDonaldTrump @KingAbdullahII Wonderful ! 👍
849773340810244097 2017-04-05 19:58:47 -0400 <leantation> @CaelabSmith29 @realDonaldTrump I got hacked so im using my back up
849773340357046272 2017-04-05 19:58:47 -0400 <DrKickAzz> @OutFrontCNN @MariaTCardona Believe me, @realDonaldTrump isn't man enough to apologize for his rude behavior! #abadman #terribleperson
849773332262158336 2017-04-05 19:58:45 -0400 <AlynPruett> So @realDonaldTrump is now talking tough about Syria after years of arguing otherwise - so what can you do that is better for the world?
849773328437051392 2017-04-05 19:58:44 -0400 <Edward_linan> @ppkamigo @realDonaldTrump Presidente porque no aprovecha en decirle, que agilice la extradición de Toledo.
849773326528532480 2017-04-05 19:58:43 -0400 <Bleueyez2u> @carolangelfire @williamlegate @realDonaldTrump @KingAbdullahII He didn't give billions..... And he wasn't the only one.
849773326369161216 2017-04-05 19:58:43 -0400 <RadFinch> @tarastrong @realDonaldTrump I just resent all his actions. He just puts on hate for everyone and gets away with it. We need to wake up and keep spreading #love.
849773320216207360 2017-04-05 19:58:42 -0400 <This_is_DMS> @realDonaldTrump signs everything to repeal/roll back anything signed by Pres. Obama. Trump seethes with jealousy.  https://t.co/flATgw9cec
849773309998891008 2017-04-05 19:58:39 -0400 <gaiaagent> @realDonaldTrump @WhiteHouse You know, of course, that Egypt is Moslem.  Why are you nice to some and not to all?
849773308996464640 2017-04-05 19:58:39 -0400 <Gina02301885> @realDonaldTrump @PressSec @GOP    Hey Donny, remember this? Stop blaming other ppl for Everything. Ur a 💩🤡  https://t.co/g513Pi49x1
849773308254056448 2017-04-05 19:58:39 -0400 <GrgeBailey> @VanJones68 @realDonaldTrump Oh Poor Van, So Sad you really think people tune into CNN State Television...
849773301396328448 2017-04-05 19:58:37 -0400 <concerned1_4all> @realDonaldTrump @KingAbdullahII Turn Syria into a permanent snow globe. Or turn the region into a parking lot time to set an example!
849773301207412741 2017-04-05 19:58:37 -0400 <Nick_Kerttula> @realDonaldTrump @KingAbdullahII and over and over and over and over and over...
849773301140508679 2017-04-05 19:58:37 -0400 <cyberma01> @ErinBurnett What's a little piece of "owl poop" 4 @MelaniaTrump when she deals with @realDonaldTrump 's BULL SHIT EVERY DAY!!!!!
849773300070928384 2017-04-05 19:58:37 -0400 <MonicaLogallmon> @thehill @realDonaldTrump i'm sure he settled for the same reason you settled. Bc you're guilty!!! Grifter king con. Can't wait till you are gone!
849773298451927040 2017-04-05 19:58:37 -0400 <PrinceHornet110> @realDonaldTrump @RoguePOTUSStaff His mouth moves, and out comes - whatever  https://t.co/snTshpoZm5
849773293913743362 2017-04-05 19:58:35 -0400 <OurTurnToRescue> @caporael @POTUS @realDonaldTrump stop asking and get out into the streets! :)
849773290101014528 2017-04-05 19:58:35 -0400 <CathyCathyFox> @Odel_Roo @dum_phuk @realDonaldTrump @DrShajulIslam Check my timeline
849773289883004928 2017-04-05 19:58:34 -0400 <Nebraskaknows> @TrevCampbell @realDonaldTrump @KingAbdullahII @hazardeden10 Ask him about the Ryder Cup...he may have a chance...myself #Arsenal...just 'cause...
849773287966097408 2017-04-05 19:58:34 -0400 <denisemmalosh> I'm asking @SenStabenow to support @SenJeffMerkley's filibuster of @realDonaldTrump's right-wing #SCOTUS nominee. h/t @BoldProgressive
849773283616710656 2017-04-05 19:58:33 -0400 <qxzito1> @realDonaldTrump ain't right.  In every sense.  just FYI.  https://t.co/yW3XQwWGPp
849773281267920896 2017-04-05 19:58:32 -0400 <OldeHippi> What are you doing to help the children in Syria?????? @POTUS @realDonaldTrump
849773280601001984 2017-04-05 19:58:32 -0400 <segundoherrer18> @DailyLiberal1 @realDonaldTrump you know what they say birds of a feather stick together I think you could say that about pussy Grabbers too
849773280298807296 2017-04-05 19:58:32 -0400 <rodneyxcollier> @BobandkittyShow @hardball @HardballChris @realDonaldTrump Lock him up! Lock him up! Lock him up! Lock him up! Lock him up! Lock him up! Lock him up! Lock him up! Lock him up! Lock him up! Lock ...
849773275093839872 2017-04-05 19:58:31 -0400 <crespi_padilla> @CarlosLoret Eso quiere decir que ni @realDonaldTrump quiere a @lopezobrador_, bueno México no quiere a ambos!
849773265342148608 2017-04-05 19:58:29 -0400 <audreyfahey> @realDonaldTrump @KingAbdullahII Trumps IQ of 156 is considered genius. Most Genius's have been known to go crazy. Look familiar???
849773265170116608 2017-04-05 19:58:29 -0400 <birthPangs> @realDonaldTrump incased you missed it!  https://t.co/0qv3yqwNmU
849773264637280256 2017-04-05 19:58:28 -0400 <clay_severeide> @realDonaldTrump Don't blow it. Keep mouth shut and ears open. Impeach Trump!
849773260132671488 2017-04-05 19:58:27 -0400 <Michael_E_Gold> From The Economist Espresso: Spar-a-Lago: @realDonaldTrump meets #XiJinping   https://t.co/dk0LFNWDhL
849773258450841601 2017-04-05 19:58:27 -0400 <hicksca> @POTUS @realDonaldTrump Please......  https://t.co/Qq32zDOETk
849773245783986176 2017-04-05 19:58:24 -0400 <McgarityAnnette> @AJStoan @MrMokelly @realDonaldTrump Umm, it is not "sew" it is "sow".
849773243871481857 2017-04-05 19:58:24 -0400 <JustinDRosario> Screw You, @realdonaldtrump! Obamacare Just Saved My Life!  https://t.co/8UOzR06gl6
849773242009223169 2017-04-05 19:58:23 -0400 <cricket1305> @realDonaldTrump even though it's a stupid FB thing, I truly believe what it says.  https://t.co/APptRSTodT
849773229270941696 2017-04-05 19:58:20 -0400 <Nick_Kerttula> @realDonaldTrump @KingAbdullahII and over and over and over....
849773225550729216 2017-04-05 19:58:19 -0400 <BrljVQ2mevhDpwS> @realDonaldTrump Chem. attack in Syria is very strange. Assad+Rus+Iran seems 2b winning conv. war. Why piss it off with mil. useless attack?
849773225252933632 2017-04-05 19:58:19 -0400 <opustestaceum> @Cernovich @realDonaldTrump I could not care less about Assad. No more pointless, endgameless Middle East wars.
849773223478689797 2017-04-05 19:58:19 -0400 <w0rdmerchant> @GlennThrush @realDonaldTrump @maggieNYT Stop repeating unsubstantiated bullshit.
849773221876555776 2017-04-05 19:58:18 -0400 <gomezdr> @Militarydotcom @POTUS @realDonaldTrump That's nice now let's kill him. Anything less would be uncivilized.
849773218470608896 2017-04-05 19:58:17 -0400 <denisemmalosh> I'm asking @SenGaryPeters to support @SenJeffMerkley's filibuster of @realDonaldTrump's right-wing #SCOTUS nominee. h/t @BoldProgressive
849773216994390017 2017-04-05 19:58:17 -0400 <cat22335577> @realDonaldTrump @FoxNews fake news once again.  Stop with your lies. No one believes you!!
849773213131427844 2017-04-05 19:58:16 -0400 <HarrietBrown> If you were still wondering just how uninformed &amp; superficial @realDonaldTrump is, his comments on #Syria today should take care of that.
849773211713712128 2017-04-05 19:58:16 -0400 <ajust0419> @2016vp2016 @sharitari10 @realDonaldTrump @CNN @BBCWorld @TheSyriaCmpgn @SenateDems @HouseDemocrats @maddow @jaketapper @SenateGOP @HouseGOP Just 7?
849773211176882177 2017-04-05 19:58:16 -0400 <jkr3333> @LouDobbs @jensen2373 @realDonaldTrump Send Us Texans in to show them how to get it out of the Ground!!! They have Oil
849773205858512896 2017-04-05 19:58:14 -0400 <CUBASIKASTRONO> @Mike_P_Williams @realDonaldTrump @FoxNews @FBI It is not us ,me or the supporters of the POTUS, but they themselves, like CNN which refused to do inform the public on a certain issue..
849773204151390208 2017-04-05 19:58:14 -0400 <gashauler72> @MericanDaddy @Cernovich @realDonaldTrump Lol
849773203215884288 2017-04-05 19:58:14 -0400 <Kathryn420nv> #NoWall a total waste off Taxpayer money. #WALLS solve nothing. @realDonaldTrump don't be #stupid. Put tax dollars toward #infrastructure  https://t.co/PpLLeuxoFz
849773202586783745 2017-04-05 19:58:14 -0400 <GravesGraves18> @LynnePatton @IvankaTrump @IvankaTrumpHQ @CBSThisMorning @GayleKing @realDonaldTrump @POTUS @WhiteHouse @DiamondandSilk @KatrinaPierson @JudgeJeanine @CBSPolitics @CBSNews @nbcsnl @SNLUpdate A big joke
849773202544803841 2017-04-05 19:58:14 -0400 <TwistedTamales> @billbong9059 @bk_pitt @realDonaldTrump I think you need to lay off the bong water for a couple of days. It's really affecting your ability to reason
849773194638655488 2017-04-05 19:58:12 -0400 <Lglwry> @Snaketalk_666 @TeaPainUSA @realDonaldTrump   https://t.co/fB3THuUpJA
849773183968436226 2017-04-05 19:58:09 -0400 <TheUnrealDougP> Powerful @arwaCNN!! Families murdered by poison gas World &amp; @realDonaldTrump express outrage but will soon look away  https://t.co/x8XiKKnNwO
849773178285162497 2017-04-05 19:58:08 -0400 <Geri_inlightof> @CNNPolitics @CillizzaCNN @realDonaldTrump When you're in trumps pocket with pseudo- promises the puppet dances.
849773176708050944 2017-04-05 19:58:08 -0400 <CarignanPaul> @realDonaldTrump Your embarrassing again
849773175059513344 2017-04-05 19:58:07 -0400 <Nick_Kerttula> @realDonaldTrump @KingAbdullahII and over and over and over...
849773173872709633 2017-04-05 19:58:07 -0400 <VolumeRose> @girlweena @PaulOttoNeumann @Phucktrump2 @RobertHoward69 @Polyesther123 @Justin12393LEE @TRafaelCimino @realDonaldTrump I was generally lawless, though.
