1146931695918227457 2019-07-04 19:59:59 -0400 <moriya2k2> @PamSGray @realDonaldTrump 92 million, apparently.
1146931657385086976 2019-07-04 19:59:50 -0400 <kpen> @realDonaldTrump can you please send a bill to Ms. McCain for the personal use of Air Force Air Craft to transport her family and the late John McCain across the country for a funeral that the tax payers didn’t want to pay for?
1146931657330626560 2019-07-04 19:59:50 -0400 <tealkra> @RepSwalwell @realDonaldTrump Swalwell, go away, you are  anoying people.
1146931656575660032 2019-07-04 19:59:50 -0400 <Trumpets48> @lesleyabravanel @realDonaldTrump No warnings were issued for DC........ But do continue to spread lies, please.  https://t.co/Deck3SadoW
1146931655984029697 2019-07-04 19:59:50 -0400 <TroyAle52891286> @fearlesswidow @SenSchumer @realDonaldTrump  https://t.co/vuOSaD4bOA
1146931654595948545 2019-07-04 19:59:50 -0400 <darpanseth> For a second I thought &amp; read it as @realDonaldTrump tweeted this ! :) see I expect he might agree ...
1146931653299855361 2019-07-04 19:59:49 -0400 <eyescreamqueen> Literally raining on your shit show of a presidential parade. The biggest joke of a “president” the worlds ever seen. Go home @realDonaldTrump
1146931653064835072 2019-07-04 19:59:49 -0400 <cliffhangernlv> @MHZgraphics @charliekirk11 @realDonaldTrump For your eyes only.  https://t.co/yQgCaULFaC
1146931652951719938 2019-07-04 19:59:49 -0400 <JasonsHereNow> @briggl44 @realDonaldTrump @SpeakerPelosi Yes, all the people flying to South America and then forcing their way into our country are seeking asylum.  Lol.  First, an asylum  applicant must establish that he or she fears persecution in their home  country.
1146931652804796416 2019-07-04 19:59:49 -0400 <SpicysFiles> This is obscene. I want our (my) tax dollars back @RonWyden @SenJeffMerkley @RepBonamici This was a Trump political rally so @realDonaldTrump needs to pay for the whole thing.
1146931650082824192 2019-07-04 19:59:48 -0400 <Lightonahill540> @realDonaldTrump Thank you President Trump   Thank you for celebrating our nation our history.
1146931648979542022 2019-07-04 19:59:48 -0400 <Christi22657596> Cc: @realDonaldTrump This one is most definitely for you.
1146931645640953856 2019-07-04 19:59:47 -0400 <Lulu4Ukon> @windthin @realDonaldTrump In a weird way I feel like a small part of me thinks it was worth spending 92 million $ just to be able to laugh at this epic flop of an event.
1146931645498482689 2019-07-04 19:59:47 -0400 <BoyerConray2> @realDonaldTrump AWESOME 👏🇺🇸👍❤️🇺🇸 Thank you Sir!!! Love ❤️ you and so thankful for your service to our country ... and for Melania ❤️🇺🇸❤️
1146931645464944641 2019-07-04 19:59:47 -0400 <jojomac724> @skullyjde512017 @maziehirono @realDonaldTrump Never will I get used to this insane presidency.
1146931645397655552 2019-07-04 19:59:47 -0400 <CIWELD4U> @realDonaldTrump Awesome
1146931639227957248 2019-07-04 19:59:46 -0400 <nancykest> @realDonaldTrump Thank you, President Trump! Great July 4th! We are a blessed and great nation!
1146931638007402503 2019-07-04 19:59:46 -0400 <EPolkosnik> @MustangGirl3 @USAFMEDIC21 @POTUS @realDonaldTrump Thank You Donald Trump for your LOVE for the country and its People! 🇺🇸🇺🇸🇺🇸🙏🙏🙏🙏
1146931637168562178 2019-07-04 19:59:45 -0400 <bgran03> @tedlieu @realDonaldTrump @GOP @votevets Thats because no one likes you enough to celebrate with
1146931636963020807 2019-07-04 19:59:45 -0400 <haiduc1229> @TomArnold @travisakers @GOP @GOPChairwoman @realDonaldTrump She erased the tweet. Or someone did.
1146931635314728960 2019-07-04 19:59:45 -0400 <screwfacecapone> @LouDobbs @realDonaldTrump @MailOnline So which of those wars did you serve in?
1146931634597326848 2019-07-04 19:59:45 -0400 <rubenandrew6> @realDonaldTrump It is gonna be raining like h***
1146931633938845696 2019-07-04 19:59:45 -0400 <MalaMaryG73> @realDonaldTrump .  Pay for it yourself.
1146931633548865536 2019-07-04 19:59:45 -0400 <checkerstoday1> @kryptokoi @realDonaldTrump @POTUS @FLOTUS Beautiful First Lady fantastic President
1146931632974249984 2019-07-04 19:59:44 -0400 <SueRutford> @ComfortablySmug @realDonaldTrump Dream on, Smuggie.
1146931632084938753 2019-07-04 19:59:44 -0400 <DJchambers777> @SenSchumer @realDonaldTrump But @SenSchumer the poem doesn't say come Illegally, Remember WHEN YOU SAID IT WAS A CRIME for them to come Illegally, stop being so hypocritical.
1146931632068165632 2019-07-04 19:59:44 -0400 <TomP2010> @DavidBrodyCBN @realDonaldTrump @MSNBC @POTUS  https://t.co/21AFge5r3l
1146931631669829633 2019-07-04 19:59:44 -0400 <BarbaraJSmith18> @realDonaldTrump So great to see an American President out with the public on Independence Day. Thankyou, Mr. President 🇺🇸🇺🇸🇺🇸🇺🇸♥️♥️♥️
1146931630579126272 2019-07-04 19:59:44 -0400 <RobertR19207719> @Herbert_L_Reed @realDonaldTrump Obama was and is a corrupt POS ,talk about an UnAmerican
1146931629803237376 2019-07-04 19:59:44 -0400 <ReaganWorld> @realDonaldTrump thankyou you would have made my father proud today..He loved  America as you do..
1146931629321072640 2019-07-04 19:59:44 -0400 <manitoulinrick> @RyannMcEnany @kayleighmcenany @realDonaldTrump A very disturbing exploitation of the military by a president who never served. And how dare he encourage young people to sign up for the military when he used bone spurs as an excuse to stay out of it.
1146931629153144832 2019-07-04 19:59:44 -0400 <TheAmazingFluff> @PolishPatriotTM @JackPosobiec @realDonaldTrump  https://t.co/T9y0KxKv1z
1146931628842917888 2019-07-04 19:59:43 -0400 <TonySnyder6> @StephenMCarter4 @realDonaldTrump No longer your president, Trump is.
1146931627739586560 2019-07-04 19:59:43 -0400 <Drawmark> @DavidBrodyCBN @realDonaldTrump @MSNBC @POTUS I’d just ignore the haters @DavidBrodyCBN, but it must be hard for you to turn the other cheek when your tongue is embedded so deep in Trumps ass.
1146931625139286017 2019-07-04 19:59:43 -0400 <hermitme1> @realDonaldTrump No thanks to you
1146931624401149952 2019-07-04 19:59:42 -0400 <NBratches> @realDonaldTrump @POTUS Omg it was fantastic!
1146931624086577152 2019-07-04 19:59:42 -0400 <Doyle1876> @PamelaGeller @realDonaldTrump Yep. Great history. I never knew they had "airports" in 1776. Moron  https://t.co/QfYsBztQ8c
1146931623713284096 2019-07-04 19:59:42 -0400 <KristinaJulia2> @TamBrewer1 @HalJordanSpe @realDonaldTrump I know, not even ONE, wth!
1146931621632888833 2019-07-04 19:59:42 -0400 <Martinez4AZ> A remake of #IndependenceDay but with @realDonaldTrump as President instead of President Whitmore. #FourthofJuly #Murica #July4th
1146931621607727105 2019-07-04 19:59:42 -0400 <RSuzanneKelly> @DavidBrodyCBN @realDonaldTrump @MSNBC @POTUS You don’t seem to understand.  The very sound of his voice makes the vast majority of us seize up and projectile vomit.  BUT we throughly enjoy reading his thoughts on random shit.  Now that’s hilarious.   Here he is explaining his take on the homeless.  Enjoy!  https://t.co/HiM0lM53BN
1146931621246799872 2019-07-04 19:59:42 -0400 <kostapek> @RWPUSA Syphilis presents certain phonetic challenges that are unlikely to end well for @realDonaldTrump and a TelePrompTer.
1146931621179924485 2019-07-04 19:59:42 -0400 <kenziesmom131> @Herbert_L_Reed @CarolHo64974250 @realDonaldTrump AMEN..  Proud to call @realDonaldTrump my President.
1146931620764692480 2019-07-04 19:59:42 -0400 <Key2Personality> @charliekirk11 @realDonaldTrump Ok. Zoom out.
1146931617883205632 2019-07-04 19:59:41 -0400 <ultralimitedCBR> @RealBBFan @JasonFebery @realDonaldTrump @IvankaTrump
1146931617493131264 2019-07-04 19:59:41 -0400 <SteveMTalk> Sorry .@Swerdlick @CNN that was a terrible attempt at an analogy. #Obama speaking to our children as a captive audience to push his agenda doesn't compare with #TrumpParade #SaluteToAmerica #SaluteToService PLEASE! @theMRC @MalzbergShow @realDonaldTrump @BarackObama
1146931617417424897 2019-07-04 19:59:41 -0400 <mjasfca> @Guinevere06 @realDonaldTrump That's not what Independence Day is all about. #ResignNow
1146931616650018817 2019-07-04 19:59:41 -0400 <low266> @SenSchumer @realDonaldTrump Your going to jail.
1146931615756668933 2019-07-04 19:59:40 -0400 <Darkerdesigns66> @FreedomWorks @realDonaldTrump @SecAzar #Medicare4All
1146931614464794625 2019-07-04 19:59:40 -0400 <CarolinaGirlDJT> @jeepathecreepa @real_defender @realDonaldTrump It was racist to vote for a black president just because he was black
1146931611650314240 2019-07-04 19:59:39 -0400 <Br3ntB> @realDonaldTrump #DerangedDonald #NeedtoImpeach #LiarInChief #tweedledumb #CadetBoneSpurs #CorruptGOP #BoycottTrumps4thOfJuly
1146931611570544641 2019-07-04 19:59:39 -0400 <kcookson1724> @TWIT_ANTHONY @realDonaldTrump 😝😂😜🤣
1146931610845102080 2019-07-04 19:59:39 -0400 <Connie72960> @realDonaldTrump Thank you Mr. President. God bless you and God bless America!🇺🇸🇺🇸🇺🇸
1146931609138077696 2019-07-04 19:59:39 -0400 <gingertealkp> @RyanHillMI @realDonaldTrump  https://t.co/00HcM9pxQ1
1146931606780862464 2019-07-04 19:59:38 -0400 <turningvirtue> @realDonaldTrump hahahahahahahahahahahahahahahahahahahahaha #LoserTrump
1146931604855672832 2019-07-04 19:59:38 -0400 <Ferenchak> @LouDobbs @realDonaldTrump @MailOnline You show disdain for US Generals while licking the boots of a draft dodging fraud.... on the 4th of July.  That’s a good look dude!
1146931604247449600 2019-07-04 19:59:38 -0400 <budbukbum1> @SunGanu @yogyKS @MakrandParanspe @jgopikrishnan70 @realDonaldTrump @narendramodi So she played Australian boomerang.
1146931603257643009 2019-07-04 19:59:37 -0400 <Anothersege> @realDonaldTrump Congratulations to all and everyone God blessed America and Americans
1146931602292916225 2019-07-04 19:59:37 -0400 <macymoney18> @GOPChairwoman @GOP @realDonaldTrump That's a Fake Picture.
1146931602020159488 2019-07-04 19:59:37 -0400 <TazMom4> @realDonaldTrump Do you even know what it says on the Statue of Liberty? Do you have a clue what it means?
1146931601982545936 2019-07-04 19:59:37 -0400 <bvtucci> @Polish333 @charliekirk11 @realDonaldTrump They actually showed that exact same crowd on RSBN while scanning the event. Its real.
1146931601139470336 2019-07-04 19:59:37 -0400 <MichPhilo> @TWIT_ANTHONY @realDonaldTrump  https://t.co/tlgLQ3MyzJ
1146931600871100422 2019-07-04 19:59:37 -0400 <marybodnar1> @Fowl_OW @ZanEFC1333 @Mulan2020 @realDonaldTrump Not only photographic proof, but the pics &amp; the report was put out by Trumps Inspector General!!
1146931599436648459 2019-07-04 19:59:36 -0400 <Wayward888> @realDonaldTrump  https://t.co/XoptDf14d3
1146931598782337024 2019-07-04 19:59:36 -0400 <gingertealkp> @real_defender @realDonaldTrump Glory Glory Hallelujah 🇺🇸🇺🇸🇺🇸  https://t.co/OW84965bnB
1146931595154268160 2019-07-04 19:59:35 -0400 <AOFerrall> @IvyIvyb98 @realDonaldTrump  https://t.co/WPp3N3adSG
1146931594546036742 2019-07-04 19:59:35 -0400 <DogMomOfThree3> If you were not moved to tears during @realDonaldTrump speech at #SaluteToAmerica you must be a Democrat.  God Bless America 🇺🇸
1146931593736409089 2019-07-04 19:59:35 -0400 <CashCcash9922> @FriendOfThurlow @StevenAeons @gtconway3d @realDonaldTrump Get over it.   Geez  #VoteBlue2020
1146931592847343616 2019-07-04 19:59:35 -0400 <ckendrick24> @realDonaldTrump God will always prevail over you!
1146931592348282880 2019-07-04 19:59:35 -0400 <AtheneGreyOwl> Supporters getting soaked, covering themselves in their maga flags to stay dry just to watch their pathetic leader bark nonsense to them from behind a glass bubble because he's too much of a bitch to get wet. @realDonaldTrump you are a special kind of pathetic. #SaluteToAmerica
1146931592348217346 2019-07-04 19:59:35 -0400 <Ostler1882> @Meatrecruiter @LouDobbs @realDonaldTrump Not sure, I was in a foxhole most of the time, just trying to survive.
1146931590876016641 2019-07-04 19:59:34 -0400 <Kyleall34257276> @DaleWhi19193528 @realDonaldTrump Great speech way to capture the American vision
1146931590062333952 2019-07-04 19:59:34 -0400 <Bert7058> @fatherhoops @realDonaldTrump I second that🙋🏻‍♀️
1146931589953314816 2019-07-04 19:59:34 -0400 <mdjaxon> @tonyposnanski @LouDobbs @realDonaldTrump @MailOnline ...with a rusty saw blade.
1146931585129648128 2019-07-04 19:59:33 -0400 <kmcquil1> @realDonaldTrump You just move on to your little party to honor yourself.
1146931584613773312 2019-07-04 19:59:33 -0400 <deena_wallis> @horrorpalooza @maddow @realDonaldTrump Me
1146931584337162240 2019-07-04 19:59:33 -0400 <elizanab3> @realDonaldTrump lolololololollololl
1146931583611367425 2019-07-04 19:59:33 -0400 <bigyoda> @DavidBrodyCBN @realDonaldTrump @MSNBC @POTUS I don’t know who you are, but “amazing patriotic speech” 😂😂😂😂.  A bunch of one and two syllable words with long awkward pauses is far from “amazing” .  Catch up buddy.
1146931582210576389 2019-07-04 19:59:32 -0400 <arthur_boone> @realDonaldTrump Rain rain and more rain. The trump rally showing his bald head. Photos prove trump is bald with a bad comb over.
1146931581082382336 2019-07-04 19:59:32 -0400 <x_matter> @bradrus14142792 @realDonaldTrump 😂😂😂😂😂😂😂😂😂😂🤗
1146931580990054400 2019-07-04 19:59:32 -0400 <b52761187> @LouDobbs @realDonaldTrump @MailOnline Oh wow, really????? Get out of my country, TRAITOR!!!!
1146931579866034176 2019-07-04 19:59:32 -0400 <SianChetley> @littledeekay @realDonaldTrump I think you meant "Salute to my Micro-Penis!"
1146931579274612748 2019-07-04 19:59:32 -0400 <paintsoundpress> @majia1 @LisaJoy9 @johnpavlovitz @realDonaldTrump And family reunification or chain migration is how her parents came in recent years. It's the "Do as I say, not as I do." administration.
1146931579077500928 2019-07-04 19:59:32 -0400 <BeBestBro> @realDonaldTrump "Clearing"  https://t.co/DQEnig3asx
1146931578473463809 2019-07-04 19:59:31 -0400 <Themom519> @RyanHillMI @realDonaldTrump #FakeNews
1146931578125180928 2019-07-04 19:59:31 -0400 <BloodhoundBunch> @Coloradogal100 @SusanaSolorio50 @WhiteHouse @realDonaldTrump Do they have open carry also? I like my guns, I like Az (except the heat, could you turn on the AC?)
1146931577638793217 2019-07-04 19:59:31 -0400 <Mhera_> @tedlieu @realDonaldTrump @GOP @votevets Socks in the bottom drawer, interesting.
1146931577160720385 2019-07-04 19:59:31 -0400 <DeeMariefromSC> @realDonaldTrump #CadetBonespursparade #DraftDodger it doesn’t look so clear. God n the angels are crying over all the evil you have wrought #TraitorTrump #WorstParadeEver #WorstPresidentEver #LockHimUp  https://t.co/cnlbmfCNBa
1146931576716103680 2019-07-04 19:59:31 -0400 <richardpreal> @TimMurtaugh @realDonaldTrump Okay Dude. I get that you’re getting paid for this. The rest of us ignored this masturbatory event... perfect for this fool ‘excessively self absorbed or self indulgent’. Second definition: Tedious. Sad.
1146931573171769344 2019-07-04 19:59:30 -0400 <MommyRoxTahoe> @realDonaldTrump
1146931572731334656 2019-07-04 19:59:30 -0400 <SafariDean> @JOE_Vandeleur @nelsonwendella @TheOfficerTatum @realDonaldTrump Same back at you! Hopefully the republic can see the lying conman for who he is!
1146931572580474881 2019-07-04 19:59:30 -0400 <guesswho158> @realDonaldTrump where were u 46 years ago? Soaking ur feet?
1146931572140064769 2019-07-04 19:59:30 -0400 <AmericanMomcat> @realDonaldTrump Thank you for your inspired and inspiring speech! Beautiful tribute! #MAGA #KAG #GodBlessTheUSA #GodBlessOurPOTUS
1146931571108339712 2019-07-04 19:59:30 -0400 <mini22mini22> @realDonaldTrump So sad that the main take-away from this event was the fact that the PREZ adhered to his speech and didn't go off script.  Several of the points Trump made were hippocrital to his actual conduct.  This speech, I felt, did not unite or inspire our country.
1146931569137000448 2019-07-04 19:59:29 -0400 <vcspalon> I appreciate and miss Barack Obama so much. His speeches were so impressive inclusive and passionate. While @realDonaldTrump was...  BORING!  #TrumpParade
1146931568407171074 2019-07-04 19:59:29 -0400 <k_8651> @WINDOCTORRX @RepAdamSchiff @realDonaldTrump  https://t.co/bznxGW7wCR
1146931567094370311 2019-07-04 19:59:29 -0400 <roth412> The speech was very good! Very respectfull of the military and history. Left out re-election @realDonaldTrump #HappyFourthOfJuly #HappyBirthdayAmerica #thankyou #TrumpSpeech
1146931565567578112 2019-07-04 19:59:28 -0400 <Constitution_76> @DailyCaller @realDonaldTrump We ❤️ you, @Potus @realDonaldTrump &amp; @FLOTUS!!!!
1146931564812464128 2019-07-04 19:59:28 -0400 <PNWUU> @realDonaldTrump YOUR DOJ lawyer said as much in conference with the district court judge!!
1146931564523261953 2019-07-04 19:59:28 -0400 <hosmer_monica> @realDonaldTrump Beautiful tribute
1146931563617234945 2019-07-04 19:59:28 -0400 <pbren36680> @needabunker @MyCrashIs @TimMurtaugh @realDonaldTrump Of course. How stupid are you? Never saw a president who wrote his own speeches. He can however formulate a coherent sentence unlike BHO.
1146931563113979907 2019-07-04 19:59:28 -0400 <becomingearth1> @realDonaldTrump  https://t.co/3nxaSeUtqQ
1146931562937823233 2019-07-04 19:59:28 -0400 <PaulaStuart777> @bluepoet3 @TheEliasRework @realDonaldTrump How many of those poor misbegotten people do you think are there because their jobs depend on it?
1146931562354749440 2019-07-04 19:59:28 -0400 <mrsolsonsays> @GOPChairwoman @realDonaldTrump Where are you celebrating?
1146931558223425537 2019-07-04 19:59:27 -0400 <Adam_42_> @charliekirk11 @realDonaldTrump Yes, God bless America and the obelisk that was raised to represent it...how fitting 💀💀💀
1146931557200015360 2019-07-04 19:59:26 -0400 <NihadAmer1> @realDonaldTrump Mr President,, God's magic,, Congratulations
1146931555568275456 2019-07-04 19:59:26 -0400 <stacy_redvirgo> @RedheadTrump It was an awesome Presentation by @realDonaldTrump !! I hope libs watched it for themselves and don’t listen to what the MSM That wouldn’t air, tells them.
1146931555111075840 2019-07-04 19:59:26 -0400 <RickDeacon1> @SenSchumer @realDonaldTrump Maybe you should shut up and do your job . Secure the borders NOW .
1146931553743908864 2019-07-04 19:59:26 -0400 <Jscott1145> One of @realDonaldTrump finest. @GOP @GOPChairwoman @GOPLeader
1146931553483857921 2019-07-04 19:59:25 -0400 <jford5002> @Lrihendry True! I counted, too!  No "I's" from @realDonaldTrump  #MAGA
1146931553165074439 2019-07-04 19:59:25 -0400 <Summerawaits> @adasomg @realDonaldTrump Lmao. You're a joke.
1146931552397512710 2019-07-04 19:59:25 -0400 <Cardealer12Rich> @XtasyMadeMeGay @realDonaldTrump Assholes
1146931550287740929 2019-07-04 19:59:25 -0400 <Nightshade53> @realDonaldTrump Sorry Not many people
1146931550015111170 2019-07-04 19:59:25 -0400 <barbersdaughter> @realDonaldTrump Thank you Mr. President!!
1146931549272592384 2019-07-04 19:59:24 -0400 <RealColinMurray> @realDonaldTrump Ha ha! Awesome timing too! Yes, the Losers eventually Go the Way of The Dodo. Don’t They?  Happy Independence Day
1146931549083824128 2019-07-04 19:59:24 -0400 <catlucente> @Edwards17Flip @rainbowsfmily @PepeLaRanaKek @Rockprincess818 @steph93065 @realDonaldTrump Actually, most of them come by plane &amp; overstay their visas. But you won’t hear that from Trump. He’s desperate for his frigging antiquated wall—that Mexico was supposed to pay for, &amp; continuing his fallacious propaganda against brown-skinned Latinos. Doesn’t want Muslims, too!😡
1146931547527888896 2019-07-04 19:59:24 -0400 <bv4everblue> @realDonaldTrump how can you #MAGA when you just gave an hour long history lesson on how great our country has been all along? 🤦🏻‍♀️🤦🏻‍♀️ Don’t try, and fix what’s not broken, leave the 4th of July holiday alone!! smdh!  https://t.co/nMsCzvWu45
1146931546911383562 2019-07-04 19:59:24 -0400 <LydiaButterfie2> @amychan75 @kayleighmcenany @realDonaldTrump BTW the only ones that have crap coming out of their mouths are democrats
1146931546013741057 2019-07-04 19:59:24 -0400 <VotingBlueInTX> @maziehirono @progressivepush @realDonaldTrump But, we aren’t welcoming immigrants. We have thousands locked in cages!
1146931544277188608 2019-07-04 19:59:23 -0400 <funsize1492> @realDonaldTrump  https://t.co/96t65eN9Yo
1146931543719448579 2019-07-04 19:59:23 -0400 <gizmosis51> @realDonaldTrump Even God doesn't think you deserve a parade
1146931543673147392 2019-07-04 19:59:23 -0400 <bernadettelapi1> @realDonaldTrump Thank you Mr.President for the beautiful commemoration of what July 4th means to the United States.
1146931543207641089 2019-07-04 19:59:23 -0400 <saharawaterhole> @betsy_klein @realDonaldTrump @PressSec Dotard Donald doesn’t care about California.
1146931542620438528 2019-07-04 19:59:23 -0400 <Peggymkiefergm1> @Juniper2082 @PalmerReport @realDonaldTrump But this ass hole have the Marine Corps Band to play int the rain. In dress blues hypocrite
1146931541467127808 2019-07-04 19:59:23 -0400 <pina_insurance> @BetteMidler @realDonaldTrump You are sick!
1146931539663605761 2019-07-04 19:59:22 -0400 <lakelady568> @realDonaldTrump   Ty! Enjoyed The celebration of America!🇺🇸❤️
