1146931695918227457 2019-07-04 19:59:59 -0400 <moriya2k2> @PamSGray @realDonaldTrump 92 million, apparently.
1146931695872073730 2019-07-04 19:59:59 -0400 <KristinaJulia2> @TamBrewer1 @realDonaldTrump ☮️☮️☮️☮️☮️☮️☮️☮️☮️☮️
1146931695423250433 2019-07-04 19:59:59 -0400 <f45_5> Thank you @realDonaldTrump we enjoyed your Independence Day speech &amp; tribute to our great Military with plane fly overs of the different branches of Our forces. Entertaining, educational and Patriotic. 👍🏻🇺🇸❤️🇺🇸🦅
1146931695389761536 2019-07-04 19:59:59 -0400 <MadddWWWorld> @Cos2mwiz2 @LibsInAmerica @mdtoorder @realDonaldTrump @waltshaub Dead bodies shown in cartoon form with waves crashing off their bodies isn’t protesting Trump no matter what she says. It’s a very disrespectful way to get your point across no matter which side you’re on. Especially if you put a smile on your face.
1146931694521466880 2019-07-04 19:59:59 -0400 <DagneyTaggart3> @luvmygrandgirls @realDonaldTrump If you're talking about today's event, it was around 2 million. If your talking about price to build some of the aircraft, that's 92m is close
1146931693787504646 2019-07-04 19:59:59 -0400 <michaelstack10> @realDonaldTrump Baloney. Resign grandpa.
1146931693045059589 2019-07-04 19:59:59 -0400 <nomadicpundit> Dear Democrats,  FYI putting down Trump's 'Salute to America' is putting down our military, law enforcement and Patriots everywhere! It won't bring back former Democrats like me either! #SaluteToAmerica #TrumpParade @realDonaldTrump
1146931692705333248 2019-07-04 19:59:59 -0400 <jed51196> @PatrickGman @realDonaldTrump There would be no freedom without brave men and women in the military fighting for it.
1146931691069550593 2019-07-04 19:59:58 -0400 <DivelyRonald> @JoeFarinella2 @realDonaldTrump The President is a sick individual like you probably are
1146931690901819393 2019-07-04 19:59:58 -0400 <mandolinwalt> @charliekirk11 @realDonaldTrump It is packed every single 4th of July. I was there 12 years ago during a thunderstorm. It was still packed.
1146931690612375552 2019-07-04 19:59:58 -0400 <grainman1> @realDonaldTrump To see the draft Dodger parade?
1146931689488359425 2019-07-04 19:59:58 -0400 <Scott03Walls> @deplorableFonz @realDonaldTrump Dude brah, I don't approve of Trump either but the least you can do is check your spelling and grammar before you post something. Like, damn.
1146931689425428480 2019-07-04 19:59:58 -0400 <ldog562> @Welshsprout @EveScottGarner @bolderpusher112 @bobbiejaneV @doug_in_nc @SadandMadUSA @kneadinghands @RonniLaurie @kristyshl @DocHollywoodM @zazzybritches @Lanieygr @KITTYBAYOUTSFAN @ScientisticONE @kscancion @MFrance923 @yolalindayola @janejane24 @Brandossius @Helen504 @LoverOfBooks123 @Jessie09JZO @BandieraNancy @madmamavotes @edieconstantine @bri4change @IBda14U @ChuckKeller14 @Lucy72794184 @hillofkansas @WTFUDOINPTUS @wandainparis @3Writeandwrong3 @Ronni03414325 @Ldogls @62WalterP @SafiMaasai @KSlatteryResist @Freebearphil @McGeezer67 @Catastrophany @media_auntie @lister_lester @CosimaElgin @TzuJack @keanothedog @UN_Armida @realDonaldTrump @POTUS @BetteMidler The doctor of law  But none of these are worth the paper it's written Really for the Donald it was all obviously a publicity stunt.  I mean quid pro quo.
1146931689039388673 2019-07-04 19:59:58 -0400 <KarenSchmall1> @realDonaldTrump The celebration at the Lincoln Memorial was wonderful
1146931687093415936 2019-07-04 19:59:57 -0400 <carolirene89> @realDonaldTrump TRUMP 2020!
1146931685499396096 2019-07-04 19:59:57 -0400 <AngeloS36884384> @kheck10 @charliekirk11 @realDonaldTrump THATS A BIG NO!!!!!
1146931684677279744 2019-07-04 19:59:57 -0400 <shams93music> @BetteMidler @realDonaldTrump The that thing lasted like 30 minutes probably the most expensive 30 minutes in US history
1146931683805007872 2019-07-04 19:59:57 -0400 <EricSpracklen> @DonaldJTrumpJr @realDonaldTrump 100% Grassroots support! People love this Check it out!  https://t.co/KAAa2DwtHT
1146931681367953408 2019-07-04 19:59:56 -0400 <for_built> @lava_like @ChildericsHeir @realDonaldTrump You would think that POC (like me) would be insulted by that weak camera trick. 3 black people in the whole building and they put them behind numb nuts...
1146931680869064704 2019-07-04 19:59:56 -0400 <FranklyPhysiol> Is @realDonaldTrump the tyrant who he is referring to?  If so, maybe Trump is predicting the future!
1146931680491593734 2019-07-04 19:59:56 -0400 <kaicee118> @BelkissObadia @lang51b @realDonaldTrump Well when were the last pictures?
1146931679552032768 2019-07-04 19:59:56 -0400 <chuck2057> @LauraHopeLS In @realDonaldTrump world they don't need the hoods. They are part of his inner circle.
1146931678289334273 2019-07-04 19:59:55 -0400 <rothfarms> @Kaplinsky87 @realDonaldTrump We dont want her!
1146931673394626562 2019-07-04 19:59:54 -0400 <KarolRhodes13> @criscarito1 @realDonaldTrump Applying for asylum is not illegal.
1146931672664821760 2019-07-04 19:59:54 -0400 <HTTOrganizers> @DavidBrodyCBN @realDonaldTrump @MSNBC @POTUS I'm betting he slips, talks trash about Dems and makes it a campaign
1146931672295718912 2019-07-04 19:59:54 -0400 <wiseguycfo> @WBordush @ShiraLurie @CTVNews Welcome aboard. Just proof read before sending. Lol. But yes. @ShiraLurie was completely biased and an embarrassment to a national broadcaster.  Again sorry to our American friends. @realDonaldTrump #July4th  #canadalovestheusa
1146931671599656960 2019-07-04 19:59:54 -0400 <lalauraru777> @WhiteHouse Thank you @realDonaldTrump   I wish my Mother was still alive to have seen your patriotic 4th, salute to troops &amp; Americans throughout history.
1146931669049499648 2019-07-04 19:59:53 -0400 <CausticPatriot> @SenSchumer @realDonaldTrump Maybe @SenSchumer should remember we r a nation of laws &amp; the social contract of the governed 2 surrender some freedoms 2 the authority in exchange 4 protection of their remaining rights!!! 🖕
1146931667845566464 2019-07-04 19:59:53 -0400 <dewhitehouze> @realDonaldTrump From SoCal..  https://t.co/A8HG1qOxd1
1146931666201411584 2019-07-04 19:59:52 -0400 <calledtolove> @realDonaldTrump How about the children in your concentration camps Mr president, or should I should I say Mr Hitler?  How dare you treat any person but especially children like this, how about you send your child there for a week? Fun sleep over camp?
1146931666130264065 2019-07-04 19:59:52 -0400 <RationalCalm> @BillyBoysDaddy @realDonaldTrump Looks like a big turn out.
1146931665425461249 2019-07-04 19:59:52 -0400 <lady_sharron> @TheOfficerTatum @realDonaldTrump You hit it right on the thumb.
1146931664209268739 2019-07-04 19:59:52 -0400 <jlsinternet> @RepSwalwell @realDonaldTrump Wasn’t that parade great...God Bless America. just loved it and it’s not over. Thank God the likes of Swalwell stayed away, probably out begging for your money.
1146931663093428225 2019-07-04 19:59:52 -0400 <novice90> @SenSchumer @realDonaldTrump we all know you (and other democrats) want America to suck- we get it..
1146931662514769921 2019-07-04 19:59:51 -0400 <BrianWeikart> @SenSchumer @realDonaldTrump So you’re cool if he sends everyone to New York. I’ll bet the Electoral College becomes your next outrage.
1146931659377393664 2019-07-04 19:59:51 -0400 <irispraytan> .@realDonaldTrump Wow, What a POWERFUL Speech!! Devil Dogs on a Leather leash 😂😂👍 Full Speed ahead 🥁🥁🥁 .. Q Scarf..
1146931659373207557 2019-07-04 19:59:51 -0400 <TweetMsw> @DavidBrodyCBN @NormOrnstein @realDonaldTrump @MSNBC @POTUS Here's the bad news, you supposedly believe in Christ and you support a man who betrays his teachings which makes you a laughingstock.
1146931659050299397 2019-07-04 19:59:51 -0400 <jzlong2130> @MarkVSerrano @Paula_White @realDonaldTrump Go straight to HELL... and don’t look back
