1217234940099801094 2020-01-14 18:59:59 -0400 <DellaMWC> @melisianyc @realDonaldTrump Exactly!!!
1217234930767450112 2020-01-14 18:59:57 -0400 <FengfishMichael> @LacortePatricia @FogCityMidge @SpeakerPelosi @realDonaldTrump That’s because the puppet masters were on a break , remember someone has to pull her strings . A great commercial for term limits.
1217234930016624645 2020-01-14 18:59:57 -0400 <TarenceTf> @realDonaldTrump You were so innocent you blocked witnesses and withheld documents because you were so terrified that they would exonerate you, right?
1217234928116436992 2020-01-14 18:59:56 -0400 <sabbysully2> @realDonaldTrump Call Tim Apple.
1217234927009353733 2020-01-14 18:59:56 -0400 <daveangarola> @itsJeffTiedrich @realDonaldTrump I love all the Maga cults who troll @itsJeffTiedrich.  You don't troll unless his tweets are working.  Such low IQ cults.
1217234926988222464 2020-01-14 18:59:56 -0400 <briandlerner> @gtconway3d @SenCoryGardner @realDonaldTrump He is a coward and a Trump Puppet.
1217234926745071622 2020-01-14 18:59:56 -0400 <dziadzi_tom> @Scaramucci @realDonaldTrump Oh Anthony Anthony Anthony. When did we lose you to the dark side?
1217234925994291201 2020-01-14 18:59:56 -0400 <Big_Evil6> @jem3790 @real_defender @realDonaldTrump 😂😂😂 Your best material is a fake lame photo??? Come at me bro when you actually get some experience in this mad house called Twitter or they fix your circuits whatever happens first
1217234925843140608 2020-01-14 18:59:56 -0400 <suezq801> @tedcruz @realDonaldTrump has been and is doing it right now ass 🤡 #hypocrite
1217234924786409472 2020-01-14 18:59:55 -0400 <jimjeffords74> @realDonaldTrump Best president in my lifetime and has more support now than 2016!
1217234924207366144 2020-01-14 18:59:55 -0400 <bokyjugger> @dvillella @realDonaldTrump Isnt it good if Trump and Putin are on the same side?   Why dems want war, and demonize everything Trump says good about Russia
1217234922554916864 2020-01-14 18:59:55 -0400 <dumbass_donny> @WhiteHouse Don't forget all the kids @realDonaldTrump separated from their parents!  Quite a goal eh?  #WorstPresidentEver #ImpeachedForLife #TrumpIsAMoronicIdiot
1217234921510576128 2020-01-14 18:59:55 -0400 <RandalGerman> WHAT TIME IS IT?  ----&gt; It's #TrumpRallyMilwaukee Time. Watch LIVE: With @RSBNetwork  We Love our @POTUS @realDonaldTrump #TrumpCard   https://t.co/KN5ezJBH9p
1217234921367863296 2020-01-14 18:59:55 -0400 <chaddyleonard> @judgeyourself99 @JeffreyGuterman @realDonaldTrump Hahahah
1217234920801755137 2020-01-14 18:59:54 -0400 <IMOvoice2u> @TheClearCider @realDonaldTrump There is nothing good from this man. Not even fake teeth. It’s all rotten.
1217234920747257856 2020-01-14 18:59:54 -0400 <Landofdemdumdu1> @RawStory @realDonaldTrump Well if those same people were loving on Trump wouldn't you dems be saying Trump is a traitor? I thank God world leaders hate him. You libs hating Trump just proves I made the right vote
1217234920348758019 2020-01-14 18:59:54 -0400 <maby69> @realDonaldTrump Les américains sont aussi ignorants que vous ?
1217234920004890624 2020-01-14 18:59:54 -0400 <jallen1985> @SpiroAgnewGhost @realDonaldTrump Except not for Bolton. This is only reminding him of all the time Trump wasted meddling with politics instead of starting wars.
1217234919803494400 2020-01-14 18:59:54 -0400 <sunshinek67> @realDonaldTrump  https://t.co/sgOkVn8f9F
1217234919627395074 2020-01-14 18:59:54 -0400 <mmlm1953> @Brooke_Kelly87 @realDonaldTrump I follow back. @mmlm1953
1217234919191195648 2020-01-14 18:59:54 -0400 <loves_dandelion> @realDonaldTrump They were trying to put a hit on Ambassador Yovanovitch  https://t.co/U9PVUfacnJ
1217234918310383618 2020-01-14 18:59:54 -0400 <GypsyWoman777> A LOOK AT THE NEW SECRET GROUP WORKING TO DEFEAT PRESIDENT TRUMP IN 2020  https://t.co/nJelHizFHs @realDonaldTrump “Chess Move”? @DonaldJTrumpJr @tedcruz @JohnCornyn @LindseyGrahamSC
1217234918100623367 2020-01-14 18:59:54 -0400 <Barbaramh42> @CheriJacobus @realDonaldTrump What are you trying to say?
1217234916955639809 2020-01-14 18:59:53 -0400 <RobertQc> En route pour Milwaukee, Wisconsin pour un #TrumpRally . Au plaisir de vous voir bientôt!  @realDonaldTrump  https://t.co/skSBgr9eUq
1217234916766695424 2020-01-14 18:59:53 -0400 <The_Oracle2018> @realDonaldTrump As in Biblical Times, the Apple will be Man’s downfall.
1217234914837327872 2020-01-14 18:59:53 -0400 <rinzlerBradley> @realDonaldTrump The right of the people to be secure in their persons, houses, papers, and effects, against unreasonable searches and seizures, shall not be violated, and no Warrants shall issue, but upon probable cause, supported by Oath or affirmation,
1217234914153771008 2020-01-14 18:59:53 -0400 <sandyrazo1964> @realDonaldTrump Why not let us see who &amp; what Junior &amp; Kushner talked to on WhatsApp?
1217234914099089408 2020-01-14 18:59:53 -0400 <NDallas87> @RepresentingE @Jooka08464330 @realDonaldTrump Windows 10 has the 100% memory error that they've never fixed. Rendered my computer useless until I changed to a solid-state drive.
1217234913755303937 2020-01-14 18:59:53 -0400 <bethjournals> @dlg31464 @gtconway3d @RudyGiuliani @realDonaldTrump LOL, you are kidding, right?
1217234913000226816 2020-01-14 18:59:53 -0400 <HarryShannon> @realDonaldTrump  https://t.co/76qAfvATfD
1217234909372260352 2020-01-14 18:59:52 -0400 <HurtonMarius> @mememoreme @AndrewFeinberg @RudyGiuliani @realDonaldTrump Which one, the corrupt one?
1217234908541849601 2020-01-14 18:59:51 -0400 <Anumprinz> @acetress @ikeinla @realDonaldTrump Louder!
1217234907564519424 2020-01-14 18:59:51 -0400 <MichaelWeddle15> @ninaturner @shaunking @realDonaldTrump  https://t.co/8MiL9YjtHd
1217234907543625728 2020-01-14 18:59:51 -0400 <TBuchyn> @realDonaldTrump They did. You chose not to participate.
1217234906608275461 2020-01-14 18:59:51 -0400 <BartelGrant> @time_sensative @HappyChichester @GOP @realDonaldTrump Becauseee I know its a fact.  https://t.co/bZEbDr2q7B states that in states the cost of coverage varied how it went up. In Texas, it went up
1217234906335600640 2020-01-14 18:59:51 -0400 <Drimplants> @realDonaldTrump The constant name calling from you demonstrates how childish you are its like having a petulant narcissistic, mentally challenged 8 year old as president, thank god your days are numbered
1217234906155307010 2020-01-14 18:59:51 -0400 <sjstiers> @realDonaldTrump Uhh, how many positions in your administration are vacant?  Stop being a bratty child.
1217234905404465153 2020-01-14 18:59:51 -0400 <della17956787> @Miirrum @FidTradZ101 @realDonaldTrump AMEN!!!!!!!!!! LOVE IT!!!!!!!!!
1217234904766992384 2020-01-14 18:59:51 -0400 <JudyC57625988> @realDonaldTrump Produce your tax returns, let witnesses testify, and produce requested documents, Mr. Innocent, and then ask Apple to violate their privacy rules.
1217234903835856898 2020-01-14 18:59:50 -0400 <gotpartyfavorz> @HoodlumRIP @realDonaldTrump He's responsible for Apple's success. Everybody knows that. In #MAGA world it's Steve who?
1217234902388629504 2020-01-14 18:59:50 -0400 <Justme32502116> @NewGopforUSA @realDonaldTrump He is forever IMPEACHED. Now we need to hold a trial with witnesses and documents and send in the Sgt of Arms to get him out of our house and lives.....
1217234901889691649 2020-01-14 18:59:50 -0400 <samtosane> @Tom1967_1970 @SenateGOP @realDonaldTrump @SpeakerPelosi You've never heard that congress could detain someone.  I learned that in civics class in H.S.
1217234900039815168 2020-01-14 18:59:49 -0400 <HelenMother> @realDonaldTrump Civics lesson; the House impeaches and the Senate does the trial.  You are impeached forever; what a country!
1217234900010405888 2020-01-14 18:59:49 -0400 <JRzMMA> @Curious22887676 @realDonaldTrump  https://t.co/e1uXMi7Pw7
1217234899142434816 2020-01-14 18:59:49 -0400 <Ceviche_CR> @itsJeffTiedrich @realDonaldTrump Lets see what Andy Dick has to say.
1217234899029102593 2020-01-14 18:59:49 -0400 <jeffgree2020> @realDonaldTrump No it wasn't. You obstructed justices and blocked witnesses. Testify! If your innocent prove it.
1217234898878173184 2020-01-14 18:59:49 -0400 <No1CookieLady> @Aony6377 @cooluser51 @adasomg @realDonaldTrump You do realize that our current system of health care costs trillions more that what Bernie is proposing, right? How do we afford it now? By killing people? And the Green New Deal cost doesn't touch the subsidies the fossil fuel corporations currently get.
1217234898521677824 2020-01-14 18:59:49 -0400 <Carolyn09210547> @realDonaldTrump @mschlapp Have fun fat Donny it's almost over for u lock him up!!!!!
1217234897699581952 2020-01-14 18:59:49 -0400 <ginajpate> @BMcAdory9 @DeanGilkerson @realDonaldTrump @BreitbartNews He keeps making us safe!  TRUMP 2020! 😀😺🗽🇺🇸
1217234897280159745 2020-01-14 18:59:49 -0400 <uvamomfran> @realDonaldTrump #ImpeachedForLife
1217234896659283968 2020-01-14 18:59:49 -0400 <USATamiW> @Scaramucci @realDonaldTrump Every Halloween movie Friday the 13th Leprechaun The Omen Easy Rider
1217234896218836993 2020-01-14 18:59:49 -0400 <triipsx> @realDonaldTrump yeah you buggin
1217234895719690240 2020-01-14 18:59:48 -0400 <StuartH06> @realDonaldTrump 🤣🤣🤣🤣  https://t.co/bArNwOlWx1
1217234895606558720 2020-01-14 18:59:48 -0400 <Strangelove8762> @OliverMcGee @RudyGiuliani @SpeakerPelosi @POTUS @realDonaldTrump  https://t.co/ukLv6gcyRT
1217234895292051456 2020-01-14 18:59:48 -0400 <ChadMoseley3> @realDonaldTrump If you mean lopsided as in you lost...then, yeah, I guess you might think that.
1217234895035977729 2020-01-14 18:59:48 -0400 <jay81063909> @realDonaldTrump Yeah that’s right
1217234894998269954 2020-01-14 18:59:48 -0400 <egheitasean> @TheRealShenna @realDonaldTrump Whoops...  https://t.co/EbZUITOnhA
1217234894843080704 2020-01-14 18:59:48 -0400 <Marymac6> @SuchALadaay @realDonaldTrump You bet and it sure has you all triggered!
1217234894813876230 2020-01-14 18:59:48 -0400 <Mom2Tomas> @TimothyONeal81 @BarrettSallee @realDonaldTrump Where did you copy that from, Timmy? 😂  You chumps are ALL so predictable.  Where did you say you emigrated from?
1217234894587338753 2020-01-14 18:59:48 -0400 <LynchL37851127> @realDonaldTrump And Now the HOUSE PEOPLE AND  SHOE HEEL  SCHUMER THINK THE SENATE IS A SEARCH AN DESTROY YOUR ACQUITTAL BY TRYING TO REWRITE THE IMPEACHMENT ARTICALS IN THE SENATE! NOT THE JOB OF THE SENATE TO COLLECT EVIDENCE AND ADD TO THE ARTICALS!! SORRY DEMS:THEIR ARTICALS HAVE NO MERRIT!!
1217234894377500672 2020-01-14 18:59:48 -0400 <gadjetjoe> @sicilliandi @realDonaldTrump The only impeached President in HISTORY to be reelected!  https://t.co/1aXG6CEEL9
1217234894272622593 2020-01-14 18:59:48 -0400 <bejoan5> @katpic57 @realDonaldTrump No denying it!!
1217234894083911681 2020-01-14 18:59:48 -0400 <RotNHellJack> @CovfefeKatie @alexdatig @realDonaldTrump @SpeakerPelosi @AdamSchiff Which one does @GavinNewsom &amp; @JenSiebelNewsom live in and how far down the block is @MayorOfLA and @WakelandAmy I’m sure their tents are clean and top notch. Rats and fleas wouldn’t dare!
1217234894075678720 2020-01-14 18:59:48 -0400 <YoniMarten> @angieandmurry @realDonaldTrump @jack @Twitter Twitter won't touch him out of fear they'll be his next target. Yet another double standard for us ordinary folk, as opposed to the almighty Tangerine Fuhrer.
1217234893945606144 2020-01-14 18:59:48 -0400 <USAFforever> @real_defender @realDonaldTrump  https://t.co/ZkceLLSoPP
1217234893572321280 2020-01-14 18:59:48 -0400 <BigEasyTiger> @realDonaldTrump They did and you obstructed their efforts.
1217234893400420352 2020-01-14 18:59:48 -0400 <NJ_2_FL> @JordynTrump1 @realDonaldTrump @SpeakerPelosi True. 🤬🤬
1217234893366677504 2020-01-14 18:59:48 -0400 <Thenewcolossus1> @realDonaldTrump Putin must think you’re a real dork
1217234893312102401 2020-01-14 18:59:48 -0400 <InTheSuck> @realDonaldTrump Nope. Not going to work bud.. It’s clear that call wasn’t so “perfect”. You’re an idiot, and it was only a matter of time..  https://t.co/0uBNJb3bkj
1217234891399667713 2020-01-14 18:59:47 -0400 <FBangles> @SenateGOP @realDonaldTrump @SpeakerPelosi We want witnesses to testify. Illigitimate government funded by Russian  oligarchs   https://t.co/CZOAPuzkbG
1217234891219394562 2020-01-14 18:59:47 -0400 <Marys_PRC> @AndrewPollackFL @realDonaldTrump #VinceVaughn you have all@of our supports. Don’t allow #Hollywood to bully you. God bless you!
1217234891135311874 2020-01-14 18:59:47 -0400 <Dave72825349> @realDonaldTrump I think you Baby Huey are doing all the crying...
1217234890720022528 2020-01-14 18:59:47 -0400 <black56red56> @realDonaldTrump  https://t.co/Xmbbp0W4aq
1217234890443370496 2020-01-14 18:59:47 -0400 <GreatKatzby03> @SenTedCruz @RepDanCrenshaw @realDonaldTrump The fact that you are carrying this guy’s water after he treated you like he did says more about you then it does about Trump. Sad.
1217234890380529665 2020-01-14 18:59:47 -0400 <FLAContention> @PatriotNotPol @Scaramucci @realDonaldTrump lol at the idea of Donald Trump being a force of  good.  He's got a documented record of lying, cheating, and stealing going back for decades and has never cared a lick about anyone but himself and a couple of his children.  His biggest accomplishment is giving himself a tax cut.
1217234890212564992 2020-01-14 18:59:47 -0400 <jorcas00> @realDonaldTrump Why don't you unlock it yourself Don Jenious Trumpy? 🤭
1217234890044764160 2020-01-14 18:59:47 -0400 <CaliBear4Life> @realDonaldTrump Do you know what this means
1217234889252200448 2020-01-14 18:59:47 -0400 <JoshuaJaskolka> @charliekirk11 @realDonaldTrump All republicans who like to shoot the shi* online with fellow republicans like I do, just realize we all must vote for all republicans on the ticket. No excuses when it’s voting time. We need to go out in record numbers.
1217234888669175808 2020-01-14 18:59:47 -0400 <LucindaMJones> @realDonaldTrump This doesn’t make any sense! YOU blocked all the witnesses and withheld all relevant documents. OMG! #TrumpLies #ThePresidentShouldBeDrugTested
1217234886714544129 2020-01-14 18:59:46 -0400 <BoissonnaultMb> @realDonaldTrump Cannot construct a proper sentence. Runs the most powerful country in the world....into the ground. #IdiotInChief #CriminalTrump #BLOTUS
1217234886144274432 2020-01-14 18:59:46 -0400 <dopplerdiane> @realDonaldTrump Well you have Rudy “the crackhead” and #MoscowMitch, #LeningradLindsey and a few others sketchy characters helping your case.
1217234884017774592 2020-01-14 18:59:46 -0400 <FletchRexxx> @realDonaldTrump Cryin' &gt; Check Nervous&gt; Check Shifty&gt; Always&gt;Check Donald J Trump... Projection 101. SAD! #ImpeachedForLife  #Impeached45
1217234883371651072 2020-01-14 18:59:45 -0400 <LeethalMe> @realDonaldTrump that's bull shit.  the head of Apple security stated at CES that photos backed up to icloud are scanned for illegal activity. #privacy #FBI
1217234881039818752 2020-01-14 18:59:45 -0400 <SkYoZzz> @realDonaldTrump faut qu'on parle
1217234880901341185 2020-01-14 18:59:45 -0400 <cujothekitten> @realDonaldTrump We China now boys
1217234880645468162 2020-01-14 18:59:45 -0400 <YoungFanni> @JeffreyGuterman @realDonaldTrump What about it is fascist?
1217234878934212608 2020-01-14 18:59:44 -0400 <Budz442Bud> @karencollinsnyc @awprokop @Zeddary @realDonaldTrump Hopefully justice will be swift for these traitors so we don’t waste taxpayer money  https://t.co/MdparqZAU5
1217234878921613312 2020-01-14 18:59:44 -0400 <vogs5> @realDonaldTrump Since insulting nicknames are your thing, I think “Deranged Donald” fits quite nicely. @SpeakerPelosi @AdamSchiff @SenSchumer
1217234878045085701 2020-01-14 18:59:44 -0400 <StratfordX> @JamesOKeefeIII @realDonaldTrump @MSNBC Are you in any way suggesting that Donald Trump staffers don’t do that LOL
1217234877885579264 2020-01-14 18:59:44 -0400 <kpweaver27> @chiefsintexas @Lorayne_H @SteveTweetstoo @Scaramucci @realDonaldTrump A screenshot, by the way. I'm sure you will still deny it though it's what Trump fans do  https://t.co/TOlLi5cnMG
1217234877071941632 2020-01-14 18:59:44 -0400 <StrokerAce90> @Bovvered2 @DanScavino @realDonaldTrump @greggutfeld ^That looks to be the work of Barack Hussein Obama^  https://t.co/O2h2HToRFf
1217234875922599936 2020-01-14 18:59:44 -0400 <Candice10863042> @realDonaldTrump Hey Trumpie, mind if we unlock you phone?  You’re a criminal element.
1217234874505093125 2020-01-14 18:59:43 -0400 <ZuefleN> @gtconway3d @RudyGiuliani @realDonaldTrump This is absolutely fork nuts !!! Wow !!
1217234871308951554 2020-01-14 18:59:43 -0400 <JAVMIAMI305> @realDonaldTrump Exposing Schiff , Pelosi , Biden's would be worth it
1217234870591725568 2020-01-14 18:59:42 -0400 <RealDylanKnight> @joseMDNoliveira @GeorgeMorrisWV @realDonaldTrump Yeah man you’re not talking to a Clinton or Obama supporter. Neoliberals are trash, including Obama and Clinton. You know who is marginally worse? Reagan. Bush. Bush again. Trump.
1217234870365118464 2020-01-14 18:59:42 -0400 <vinifra2> @gtconway3d @realDonaldTrump The only reason the house "trial" was lopsided is: Because you BLOCKED all relevant witnesses (luckily some defied you) and documents! Now they are coming to tell their story at the Senate trial. Start packing your stuff, the Florida swamp is waiting for you. @realDonaldTrump
1217234870033797121 2020-01-14 18:59:42 -0400 <cynica1idealist> @charliekirk11 @realDonaldTrump Dems don’t care about Americans. They have doubled down on illegals and the poison of California will spread across the country. Texas is already purple - Dems will have the White House long term and the GOP will struggle to win another election. Demographics are everything.
1217234869744521218 2020-01-14 18:59:42 -0400 <William29104842> @realDonaldTrump DT is in the courts trying to get Obamacare repealed...with nothing to replace it with....
1217234869224235010 2020-01-14 18:59:42 -0400 <Justinscake> @OHIndependent @HillaryClinton @realDonaldTrump Cult45 don't see their actions as destroying #America they think they're Maga even tho Everything trump programs them to do makes us worse.Thats what bothers me.They'd rather hav a civil war than to stop Russian interference n our election.
1217234869178130432 2020-01-14 18:59:42 -0400 <misoverstanding> @realDonaldTrump The trial does not take place in the House. You were impeached in the House, and now the trial will happen in the Senate. Aren’t you looking forward to hearing the witnesses clear your name?
1217234866724622336 2020-01-14 18:59:42 -0400 <rwarrentaylor> @realDonaldTrump No
1217234865994838017 2020-01-14 18:59:41 -0400 <_4N0TH3R_> @HiJake757 @mattchillin55 @NATty_l1ght @realDonaldTrump I gotta agree with @HiJake757 on this one, plus there’s phone related information already available without even needing the phone in hand
1217234865793458181 2020-01-14 18:59:41 -0400 <DavidWaldodhc> @realDonaldTrump The problem is where does that stop? If they do it for law enforcement against killers, drug dealers &amp; the like, they can do it against law abiding citizens!
1217234864954494976 2020-01-14 18:59:41 -0400 <trumpetthetrump> @realDonaldTrump Tax and Dismantle.
1217234864853979138 2020-01-14 18:59:41 -0400 <John_Rewellatr> @ananavarro Yes, now it's not even allowed to question what this great "leader"  @realDonaldTrump decides and who he kills without being discredited as dictators or terrorists. That must surely be the sign of a great leadership and a working democracy. 👍🏻
1217234863675199488 2020-01-14 18:59:41 -0400 <MOB_to_POLLS> @realDonaldTrump Tim Apple appreciates your commentary.
1217234863394344961 2020-01-14 18:59:41 -0400 <Puckbunny13> @realDonaldTrump I always wonder what nickname Trump gave himself. 🧐
1217234862974722048 2020-01-14 18:59:41 -0400 <mshemispheres> @POTUS @realDonaldTrump @GOP @VP @SenateFloor @senatemajldr
1217234862299648000 2020-01-14 18:59:40 -0400 <afroponylicious> @charliekirk11 @realDonaldTrump The best of humanity right there.  https://t.co/I0C8QY2TfQ
1217234860974080000 2020-01-14 18:59:40 -0400 <roguecats7> @realDonaldTrump #byeboy  https://t.co/lM29qkagoz
1217234860449959938 2020-01-14 18:59:40 -0400 <forbiddencomma> @StrangeAF @Citizen567 @dougmillsnyt @Acosta @realDonaldTrump Someone put this tweet in a museum
1217234859808165893 2020-01-14 18:59:40 -0400 <ladyathos> @realDonaldTrump First, you release yourself tax returns
1217234859703382016 2020-01-14 18:59:40 -0400 <TalbotKA> @realDonaldTrump Can you do anything without calling people names? #bully
1217234858717646848 2020-01-14 18:59:40 -0400 <joanna4800> @realDonaldTrump Or tax returns
1217234858243698688 2020-01-14 18:59:39 -0400 <jay_jensen2> @briantylercohen @realDonaldTrump 👍
1217234858021474306 2020-01-14 18:59:39 -0400 <chayaorhannah> @JennyGuice @realDonaldTrump The dumbest person on Twitter RN.
1217234856889016320 2020-01-14 18:59:39 -0400 <MichaelAMurdoc1> @charliekirk11 @realDonaldTrump Cult leaders always play to a sellout crowd. When truth is not important.🤣🤣🤣
1217234854842195968 2020-01-14 18:59:39 -0400 <JawsWilemon> @realDonaldTrump Because the House doesn't hold the trial, fat boy.
1217234854535929861 2020-01-14 18:59:39 -0400 <craigsmale> @realDonaldTrump House Democrats release new documents from indicted Giuliani associate  https://t.co/SzQg6bPNUe
1217234854397517830 2020-01-14 18:59:39 -0400 <CarolMillsjtmr> @JennyGuice @realDonaldTrump What crack are you on? The Lord I know doesn’t believe in any of the hateful things he does &amp; says!
1217234852463943681 2020-01-14 18:59:38 -0400 <AdriannaPennino> @Hansnfranz @realDonaldTrump The judge orders a warrant to look at your phone all the time. This is common.   That would be like arguing getting a warrant signed by a judge to search a home is a slippery slope.  Slippery slope are fake news. Humans fear it so much, they ALWAYS intervene.
1217234852128399360 2020-01-14 18:59:38 -0400 <KristenM777> @realDonaldTrump Liar  https://t.co/KeF7BuzNSt
1217234851914567685 2020-01-14 18:59:38 -0400 <MonkeyMyBack> @realDonaldTrump @WhineNot  https://t.co/08FaZmUhWB
1217234851499167746 2020-01-14 18:59:38 -0400 <Yuki94793092> @realDonaldTrump  https://t.co/YhPGq3Wdh3
1217234850287169542 2020-01-14 18:59:38 -0400 <ScottMFoltz1> @realDonaldTrump  https://t.co/hmudQJR1PW
1217234849662001153 2020-01-14 18:59:37 -0400 <Todayshowviewer> @Joe81355634 @WhiteHouse @realDonaldTrump Joe, you obviously don’t know what stereotype means or how to spell hypocrite.  Trump is the hypocrite because he claims to be the rule of law president while he and his associates regularly disregard the law.
1217234848236163072 2020-01-14 18:59:37 -0400 <SCarlson48> @realDonaldTrump More lies from #IMPOTUS.  He’s worried about the Lev Parnas information that was sent today to the House Judiciary Committee.
1217234847925723137 2020-01-14 18:59:37 -0400 <poliagno1> @realDonaldTrump Incredibly diverse crowd you've got there, Trump.
1217234847917395968 2020-01-14 18:59:37 -0400 <LuckyGiGi5> @realDonaldTrump  https://t.co/LXJysnJoC2
1217234847535718401 2020-01-14 18:59:37 -0400 <JerrySa99706833> @BarbaraRedgate @My3Dogzz @KerriKupecDOJ @GenFlynn @realDonaldTrump @POTUS @SidneyPowell1 America sees what they have done. My prayers are that their evil will be brought to light. A very BRIGHT LIGHT.
1217234847091118080 2020-01-14 18:59:37 -0400 <muh_thoughts> @AngelaBelcamino @realDonaldTrump He even has hands scaled for a typing on a tiny cellphone keyboard 🤷🏻‍♂️  https://t.co/5GDK3w8uhr
1217234846919135232 2020-01-14 18:59:37 -0400 <EverettesPride> @alexanderbrooks @Tscorianne @Vancouver_guy84 @real_defender @realDonaldTrump OH MY  https://t.co/PL3e3iRzgc
1217234843462963200 2020-01-14 18:59:36 -0400 <SweetFaith_fla> @Mina001 @charliekirk11 @realDonaldTrump Amen!
1217234843408273409 2020-01-14 18:59:36 -0400 <james94795994> @realDonaldTrump For what it’s worth I’m an independent who until this impeachment farce had an open mind on what’s best for our country will now vote republican. You dems just blew it!
1217234840665411584 2020-01-14 18:59:35 -0400 <maryfairyface> @realDonaldTrump Because the impeachment hearings were not a trial.
1217234839881093121 2020-01-14 18:59:35 -0400 <Wayne_K_Smith> @realDonaldTrump You should learn how it government works if you want to lead it
1217234839847436289 2020-01-14 18:59:35 -0400 <ChrisAable> Both U.S. and foreign Intelligence Sources indicate there was no signs that Iran was going to bomb four U.S. embassies.  So who did @realdonaldtrump get the "intelligence" from?   Who could benefit from being believed by the...  https://t.co/1jikrSh9kZ
1217234839675572224 2020-01-14 18:59:35 -0400 <luckyforus12> @SenatorBraun @realDonaldTrump @FoxNews There’s 400 bills of which 275 have bipartisan support in the Senate that McConnell has sat on. Has nothing to do with impeachment. The GOP continues to lie. Did Trump teach that to you?
1217234839448875010 2020-01-14 18:59:35 -0400 <tseamew> @realDonaldTrump  https://t.co/ogPWamwUVK
1217234838186381312 2020-01-14 18:59:35 -0400 <jamesrivas> @real_defender @realDonaldTrump 😢 there’s no crying in politics!!
1217234837175537664 2020-01-14 18:59:34 -0400 <NylieeG> @realDonaldTrump Another quid pro quo!
1217234836823343104 2020-01-14 18:59:34 -0400 <wachipitu> @realDonaldTrump Da fuck you going on now?
1217234836563415040 2020-01-14 18:59:34 -0400 <KallaWM> @realDonaldTrump So what you're saying is that Apple will abide by the Constitution when YOU won't. And they didn't even take an oath to do so. Sad.
1217234835955232770 2020-01-14 18:59:34 -0400 <notagaincara> @JohnBechard @realDonaldTrump Maybe a federal psychiatric prison or a toxic waste dump?
1217234835862888448 2020-01-14 18:59:34 -0400 <qnj2> @sabeeh_bkc @TheOmarHabeeb @BarhamSalih @UNIraq @hrw_ar @AmnestyAR @UlricShannon @sblhickey @JeanineHennis @EUAmbIraq @realDonaldTrump @SecPompeo @statedeptspox خل يزور موقع gom.b
