829842313807482881 2017-02-09 18:59:59 -0400 <MadalynAnders11> @realDonaldTrump 😂😂😂😂😂😂😂😂You suck!!!😂😂😂😂
829842309214793728 2017-02-09 18:59:58 -0400 <LambertGeorgesh> @Best_Plumbers @TheRealJeffRuby @realDonaldTrump @findadvisor okey
829842308782714881 2017-02-09 18:59:58 -0400 <zuma49> @realDonaldTrump it's on those jerks now. They're willing to sacrifice our safety, to harness any little bit of power they can...idiots
829842308770193409 2017-02-09 18:59:58 -0400 <stephatically> "SOMEONE TOLD ME 'NO' FOR THE FIRST TIME, EVER! MY FRAGILE SNOWFLAKE EGO CANNOT HANDLE THIS!" -@realDonaldTrump
829842308761792512 2017-02-09 18:59:58 -0400 <seasweetie62> @realDonaldTrump Just let it go.
829842308107534336 2017-02-09 18:59:58 -0400 <whatnotnotwhat> @realDonaldTrump CAN YOU HEAR ME BETTER IF I USE ALL CAPS? IS THIS THING ON? HELLO? HELLO?  You're a national embarrassment. SAD!
829842307897778176 2017-02-09 18:59:58 -0400 <djuna73> @realDonaldTrump Right now the biggest security threat to our nation is YOU!
829842307583197184 2017-02-09 18:59:58 -0400 <AprilPray> @mikd33 @realDonaldTrump dude, are those your drawings? Those are great. I *bigly* enjoyed them.
829842307109236737 2017-02-09 18:59:58 -0400 <ltinsley1209> @realDonaldTrump All this Losing, your gonna get sick of being such a loser. #LosingLikeaChamp #MakeAmericaLose
829842307054571520 2017-02-09 18:59:58 -0400 <canawhoopash> I just love how @realDonaldTrump uses #twitter as a communication mechanism.  https://t.co/cEnPnxtft2
829842306878599168 2017-02-09 18:59:58 -0400 <trixifone> @michaelianblack Do you think @realDonaldTrump is emotionally lip-synching to Elton John about now?
829842306450722816 2017-02-09 18:59:58 -0400 <Isqzark> @JordanUhl @realDonaldTrump and another one delinked
829842306257866752 2017-02-09 18:59:58 -0400 <SiobhanMoore90> i hope someone calls @realDonaldTrump a waaaaaaaambulance 😭😭
829842306094211072 2017-02-09 18:59:58 -0400 <Craigglesworth9> @realDonaldTrump ROFL. 😂😂😂😂😂😂😂
829842305930530817 2017-02-09 18:59:58 -0400 <fadari> @realDonaldTrump HAHAHAHAHAHAHAHA!!!!
829842305842544641 2017-02-09 18:59:58 -0400 <SchulerDouglass> @realDonaldTrump YOU WILL LOSE! Look at that, I have caps lock too.
829842304592646144 2017-02-09 18:59:57 -0400 <JosephStrandlof> @realDonaldTrump so ashamed of the left ! Hang in there Mr. President
829842304466825217 2017-02-09 18:59:57 -0400 <IrishBarrister> @Nate_Cohn Where does @realDonaldTrump think he has been all this time?  Or is he going to sue the court...in court?
829842304374444033 2017-02-09 18:59:57 -0400 <sylviaahern> @realDonaldTrump  https://t.co/A8gXqX8QtP
829842304311652352 2017-02-09 18:59:57 -0400 <kellylferraro> @realDonaldTrump Alternative facts?
829842304026472449 2017-02-09 18:59:57 -0400 <BucketyFeel> @realDonaldTrump  When you are in court, maybe you can try the insanity plea.
829842303774838785 2017-02-09 18:59:57 -0400 <SimplyCLLC> @realDonaldTrump start tightening the vetting qualifications while the court drags it's heels. Get something done!
829842303741222916 2017-02-09 18:59:57 -0400 <ratchet1191> @realDonaldTrump  https://t.co/mePzq9mk9B
829842303661592576 2017-02-09 18:59:57 -0400 <minniepeople> @seanhannity @POTUS @realDonaldTrump NO, NO IT IS NOT
829842303581831169 2017-02-09 18:59:57 -0400 <Johnnir1> @realDonaldTrump my husband said u looked like u were on sedatives?? I would think. Gosh resign before they impeach you. So hard for ur kids
829842303418253312 2017-02-09 18:59:57 -0400 <MsGiggles1986> @mskristinawong @realDonaldTrump why should we care about Canada we have our own problems
829842303355269120 2017-02-09 18:59:57 -0400 <ShawnYoung19> @realDonaldTrump if you did I would subscribe to you if that was the case
829842302961119232 2017-02-09 18:59:57 -0400 <donnie299> @seanhannity @POTUS @realDonaldTrump Constitution allows the President to keep us safe.  No one has the same rights of legal US Citizens.
829842302902423552 2017-02-09 18:59:57 -0400 <Kodie2038Donna> @vclark32 @realDonaldTrump 1 citizen becomes a statistic, these Judges and lawyers are done!
829842302856204288 2017-02-09 18:59:57 -0400 <peppwave> @realDonaldTrump you've been to court. Multiple times. Hasn't worked out so well. But keep trying. It's fun watching you lose.
829842302684233728 2017-02-09 18:59:57 -0400 <mamBamusmc> @realDonaldTrump  But when did you ever put your life on the line for our country?
829842302583480320 2017-02-09 18:59:57 -0400 <KarchaInSD> @realDonaldTrump Are they going to lock you up?
829842302503903234 2017-02-09 18:59:57 -0400 <Lori_Azim> Why hasn't #GOP started #impeachment? Remember Eric Cantor? Losing power to angry @realDonaldTrump voters in 2018 terrifies them #resistance
829842302264700928 2017-02-09 18:59:57 -0400 <marisarose1212> @realDonaldTrump humpty trumpty sat on his wall, humpty trumpty had a "bigly" fall
829842301946048519 2017-02-09 18:59:57 -0400 <lynchburgbaby> @realDonaldTrump. Shh I'm hunting wabbits.
829842301476360196 2017-02-09 18:59:57 -0400 <AzitaA> Only an idiot believes a CONSTITUTIONAL decision is Political @realDonaldTrump   https://t.co/t8Qe0lcLYP
829842301178507266 2017-02-09 18:59:56 -0400 <CubsFanSince84> @realDonaldTrump you're the biggest loser of all. Stealing an election isn't winning...
829842301010706432 2017-02-09 18:59:56 -0400 <MikeStaresinic> @realDonaldTrump @Ahmed_Abrass hahaha Donald, you can't be serious! Get off Twitter and get to work!
829842300884942849 2017-02-09 18:59:56 -0400 <TriciaHill7> @realDonaldTrump YOU LOST!
829842300712923136 2017-02-09 18:59:56 -0400 <dasme7134> @realDonaldTrump the idiot has lost again
829842300578717697 2017-02-09 18:59:56 -0400 <BlessednFlorida> @realDonaldTrump Can you start signing slightly different exe orders that could stay at least a few days and keep them coming.consecutively?
829842300247224324 2017-02-09 18:59:56 -0400 <Rockne808> HUGE! #NoBanNoWall  https://t.co/KsDp8OTp6L via @CNN @realDonaldTrump  https://t.co/SPeYK32zgO
829842299307905024 2017-02-09 18:59:56 -0400 <PointStolen> @realDonaldTrump ALL CAPS
829842299274158081 2017-02-09 18:59:56 -0400 <HspncElvis> Here comes the 3am twitter rant. @realDonaldTrump
829842299140055044 2017-02-09 18:59:56 -0400 <jjinmi> AFTER the #DumpDeVos and swamp confirmations thus far, my faith in democracy is restored for now. #NoBanNoWall @realDonaldTrump @POTUS44
829842299106504704 2017-02-09 18:59:56 -0400 <KristineWinger1> @realDonaldTrump I'm sorry what did you say???😂😂😂😂😂
829842299035086848 2017-02-09 18:59:56 -0400 <Mikeroyce34> @DavidGMcAfee @realDonaldTrump most people on trumps twitter arent his supporters if u have noticed
829842299022692354 2017-02-09 18:59:56 -0400 <Mike9056> For someone that is supposedly a winner @realDonaldTrump you sure lose alot.
829842297965707264 2017-02-09 18:59:56 -0400 <ElaineM24248549> @realDonaldTrump shame on you Donald, no respect at all, would love to back in time to check out that childhood of yours
829842297927954432 2017-02-09 18:59:56 -0400 <LukeNot4Sale> @realDonaldTrump LOL CAN U COUNT THO?!?
829842296942292993 2017-02-09 18:59:55 -0400 <donzi46> @realDonaldTrump Isn't the 9th circuit court a court? Or is it a so-called court, Mr. President.
829842296824819714 2017-02-09 18:59:55 -0400 <notisthis> .@realDonaldTrump lol u suck
829842296732577792 2017-02-09 18:59:55 -0400 <WildThing4040> @francie57 Right! Tho knowing these fools they'd love to have him! @realDonaldTrump @SenatorSessions
829842296682250240 2017-02-09 18:59:55 -0400 <mikejarecki> Not 1 but 3 'so-called' judges reject @POTUS ban. Ouch! #Unanimous #percuriam (@realDonaldTrump look it up) @AILANational #MuslimBan
829842296384393220 2017-02-09 18:59:55 -0400 <DarronRanston> @realDonaldTrump But you're the threat to that security... #NotMyPresident
829842295822417920 2017-02-09 18:59:55 -0400 <Mike50555640> @DavidGMcAfee @realDonaldTrump The Judicial branch attacking the constitutional powers of the Executive branch powers is the serious mistake
829842295746871297 2017-02-09 18:59:55 -0400 <yank05> @realDonaldTrump trying to start a holy war.  you and bannon and his ties to vatican right wingers still fighting the crusases.
829842295415504896 2017-02-09 18:59:55 -0400 <ChrisCrocker> 😅 @realDonaldTrump   They're all going to laugh at you!  https://t.co/x5lFUqJJuz
829842294811529216 2017-02-09 18:59:55 -0400 <smeadow> @owillis This made me chuckle. @realDonaldTrump
829842294555697153 2017-02-09 18:59:55 -0400 <Gidiyorum1903> @realDonaldTrump yeah many times you have in court and lost stop bullying grow up and be man
829842294417141760 2017-02-09 18:59:55 -0400 <MrPoolToYou> @realDonu1dTrump @seanhannity @POTUS @realDonaldTrump Hmm Judge Clifton is a conservative appointed by Bush 🤔
829842294161408000 2017-02-09 18:59:55 -0400 <DavidD_OKC> @realDonaldTrump what happened to all that "winning" you promised your #redhats ??? You do realize we are laughing at you don't you?
829842294098448384 2017-02-09 18:59:55 -0400 <BBwriterchick> Success @realDonaldTrump @POTUS I don't think so, abysmal failure with catastrophic loss of life. Stick with toy soldiers. #DraftDodger  https://t.co/MMLwPgAeUq
829842293565833216 2017-02-09 18:59:55 -0400 <charleslafrance> @realDonaldTrump You were just there a minute ago....didn't you get the memo?
829842292882157568 2017-02-09 18:59:55 -0400 <RiseUp1987> @Acosta @realDonaldTrump #FakePresident
829842292538085376 2017-02-09 18:59:54 -0400 <mlanger> @realDonaldTrump Oh, Donny, you're so cute when you tweet in all caps. Makes us laugh even harder at you.
829842292315873280 2017-02-09 18:59:54 -0400 <jennsinger> @azalben @realDonaldTrump that's what happens when you pay people to tell you you're perfect your entire life. Welcome to the real world.
829842292215209984 2017-02-09 18:59:54 -0400 <drgroovy77> @realDonaldTrump how does it feel to be denied? #NoBanNoWall #9thcircuit #constitution #TheResistance #lovewins #lovetrumpshate @cnn @fox  https://t.co/ZkxolHm23W
829842291649036288 2017-02-09 18:59:54 -0400 <Ianskyler> @realDonaldTrump drink your juice Shelby!
829842291535802368 2017-02-09 18:59:54 -0400 <WldCard> Also, how long until @realDonaldTrump starts tweet-bitching about the individual judges again? Or judges as a whole?
829842291393253379 2017-02-09 18:59:54 -0400 <wellsborgs> @realDonaldTrump loser hahaaa
829842291019882497 2017-02-09 18:59:54 -0400 <lenajhessey> @ksolie @realDonaldTrump yes send them all back
829842290835349504 2017-02-09 18:59:54 -0400 <ajasoko> @realDonaldTrump I am a Hispanic male and an American, I support President Trumps decision on banning possible killers coming to America.
829842290696912897 2017-02-09 18:59:54 -0400 <salenth> @realDonaldTrump Following you on Twitter is like hearing the tantrums of a 7 year old.
829842290671628288 2017-02-09 18:59:54 -0400 <Tlombor> @realDonaldTrump  Didn't you just lose to a court?
829842290508177410 2017-02-09 18:59:54 -0400 <alfie322> @realDonaldTrump Sounds like the ACLU will need more donations. How about every time you get into a petty twitter argument we send more 💵
829842290013327360 2017-02-09 18:59:54 -0400 <TheDoseTweets> .@realDonaldTrump SEE YOU IN COURT!! Narrator: He would not be seen in court. He already lost in court. #travelban
829842289509834753 2017-02-09 18:59:54 -0400 <markkrick> @realDonaldTrump wait, you deleted all these tweets? Why? Will they be out on the Extras of your Impeachment DVD?  https://t.co/n71ATcj0Bo
829842289300221952 2017-02-09 18:59:54 -0400 <Idealogicaltwo> @realDonaldTrump You just lost in COURT. Go on, go ahead, go to the Supreme Court &amp; you will LOSE BIGLY.
829842288788590597 2017-02-09 18:59:54 -0400 <kashbach> @realDonaldTrump earth to DJT You have already been there twice.
829842288389951489 2017-02-09 18:59:53 -0400 <inkjetblue> @marklevinshow @realDonaldTrump @AnnCoulter @MichaelCohen212 WE need to assemble the greatest Voluntary Constitutional minds ever arranged.
829842287949660162 2017-02-09 18:59:53 -0400 <tetc1999> @realDonaldTrump  All Caps because you didn't get your way......
829842287945515010 2017-02-09 18:59:53 -0400 <goofeymom3> @realDonaldTrump  It's only at stake because your the president...America has always been  and is still great 🇺🇸
829842287769296897 2017-02-09 18:59:53 -0400 <nightrunner3000> @realDonaldTrump @POTUS  When the flights start 2 come in just make sure that you put them in the Neighborhoods of the 9th circuit court PPL
829842287731445760 2017-02-09 18:59:53 -0400 <pitt_1111fusion> @realDonaldTrump 😢 poor Tumpy...
829842287358271489 2017-02-09 18:59:53 -0400 <cognac2003> @realDonaldTrump I hope it is your impeachment.
829842287324602368 2017-02-09 18:59:53 -0400 <1racalamb> @seanhannity SOOO get rid of TSA we don't need it ! #MAGA @realDonaldTrump
829842286779445248 2017-02-09 18:59:53 -0400 <LanceLib> @realDonaldTrump Your a Drama Queen
829842286682980352 2017-02-09 18:59:53 -0400 <alt_labor> YOU TURKEYNECK MOTHAFUCKA @realDonaldTrump
829842286540443648 2017-02-09 18:59:53 -0400 <MaureenDowdTwit> @realDonaldTrump Being President doesn't make you king. You can't do whatever you want; there are two other branches of government, Bozo!
829842286523461632 2017-02-09 18:59:53 -0400 <circleglider> @JoshMBlackman @realDonaldTrump could also easily rewrite/reissue Executive Order to be legal &amp; constitutional.
829842285810565120 2017-02-09 18:59:53 -0400 <tom_kurian> @realDonaldTrump aren't you a draft dodger?
829842285768478720 2017-02-09 18:59:53 -0400 <spiritualbutnot> @realDonaldTrump when will you realize that you are the greatest threat to our national security?
829842285730918401 2017-02-09 18:59:53 -0400 <WhiskeyAndSoba> @CulinaryBroDown @realDonaldTrump Perfect.
829842285663707137 2017-02-09 18:59:53 -0400 <rlrackley111200> @realDonaldTrump just WIN for the people of this country have we all forget September 11...!!
829842285546319872 2017-02-09 18:59:53 -0400 <CarlaJackson> @realDonaldTrump You lost again sir! Read the #Constitution!
829842285227552769 2017-02-09 18:59:53 -0400 <Schuerer_Berlin> Und @realDonaldTrump schäumt schon.... 🙊  https://t.co/GioUp8Yt25
829842285013716993 2017-02-09 18:59:53 -0400 <Ryan4man> @realDonaldTrump dork
829842284870897665 2017-02-09 18:59:53 -0400 <Bigleague76> @seanhannity @POTUS @realDonaldTrump 0 TIES TO 9/11.  WANT TO MAKE USA SAFE? BAN SAUDI ARABIA &amp; EGYPT! COME ON SEAN! U SMARTER THAN THIS!!
829842284770258944 2017-02-09 18:59:53 -0400 <Mruane70> @realDonaldTrump ohb!
829842284585775104 2017-02-09 18:59:53 -0400 <ArgentinaPatito> @realDonaldTrump 😂😂😂😂looks like the saw you coming!
829842284573290496 2017-02-09 18:59:53 -0400 <A_US_Patriot> @DavidGMcAfee @realDonaldTrump Yes a thousand fold
829842284485152768 2017-02-09 18:59:53 -0400 <pepperbites> @realDonaldTrump hey Trump what about your investment in Dakota Access? Kind of a conflict of interest don't you think
829842283818217472 2017-02-09 18:59:52 -0400 <andrewwehrung> @realDonaldTrump You must mean Alternative Court. Cause real court already decided.
829842283621150721 2017-02-09 18:59:52 -0400 <peekaboo54> @realDonaldTrump ...learn the lesson that YOU are NOT above the law ...Stop the blame game and IF you believe your own words - rewrite order
829842283390459904 2017-02-09 18:59:52 -0400 <whiskeychess> @realDonaldTrump TRUMP SMASH! TRUMP NO LIKE NO! #NoBan #growup
829842282497048579 2017-02-09 18:59:52 -0400 <2whmitmayconcrn> @azalben @realDonaldTrump at least he can afford to lose
829842282174152706 2017-02-09 18:59:52 -0400 <Bagatino> @realDonaldTrump Do an end run. Have the Dept Of Homeland enforce your order without the judges
829842282056663041 2017-02-09 18:59:52 -0400 <N734NJ>  https://t.co/R47gpXKhB5 CRY SOME MORE. #tf2   @realDonaldTrump
829842281603674112 2017-02-09 18:59:52 -0400 <TheMadamEditor> IT'S THE ATTORNEY GENERAL BITCH @realDonaldTrump  https://t.co/y59uASFYle
829842280899031040 2017-02-09 18:59:52 -0400 <hangingchad78> @realDonaldTrump who's your pick for #HOTY 2017
829842280773197824 2017-02-09 18:59:52 -0400 <ChadMcGregor75> I believe the prediction will hold true with @realDonaldTrump . "Donald, YOU'RE FIRED, in 2017." #Pence17
829842280479617025 2017-02-09 18:59:52 -0400 <macacomia> @realDonaldTrump you are like a petulant child when you don't get your way.  Grow up and act like an adult.
829842280177614848 2017-02-09 18:59:51 -0400 <Willwmh> @realDonaldTrump WE HAVE TO SHITCAN THE liberals IN OUR GOVERNMENT &amp; COURTS!  IF WE GET ATTACKED...IT'S BECAUSE THE liberals FACILITATED IT!
829842280152457217 2017-02-09 18:59:51 -0400 <PolitiSense> @realDonaldTrump #Resist #MAGA  https://t.co/N8x5jWWwmH
829842280106205184 2017-02-09 18:59:51 -0400 <JudyFlanaganEsq> @realDonaldTrump ha ha ha.  Gotcha!  And stop screaming, you're hurting my ears! #NoBanNoWall
829842280072765440 2017-02-09 18:59:51 -0400 <ths77chris> @realDonaldTrump @beemtoaustin WAAH! WAAAH! This losing is VERY UNCOMFORTABLE!  😭😭😭
829842280047575040 2017-02-09 18:59:51 -0400 <WendyDavitto> @realDonaldTrump THIS IS NOT A ONE MAN SHOW! THERE ARE CHECKS &amp; BALANCES! I KNOW U WANT TO BE A DICTOR BUT WONT HAPPEN HERE! #EndTheMadness
829842279909072896 2017-02-09 18:59:51 -0400 <benryanwriter> @realDonaldTrump Gurl, you're gonna lose so hard. #NoBanNoWall
829842279691063296 2017-02-09 18:59:51 -0400 <demandy1130> Poor @realDonaldTrump, he's having a terrible, horrible, no good, very bad day
829842279426727936 2017-02-09 18:59:51 -0400 <FRANKOAMERICANA> @realDonaldTrump I apologize on behalf of all the conservatives in California.  Hopefully we can get our legislaters heads screwed back on.
829842278336360448 2017-02-09 18:59:51 -0400 <Louislibessart> @realDonaldTrump I think your seat is at stake you chimp
829842278239891456 2017-02-09 18:59:51 -0400 <floatyaboat> lol @realDonaldTrump  https://t.co/njeSW8gi6L
829842277505892352 2017-02-09 18:59:51 -0400 <skenneth00> @realDonaldTrump I'm sure someone else has pointed this out... That poll adds up to 101%... #fakenews
829842277497335808 2017-02-09 18:59:51 -0400 <SVinsonhaler> @realDonaldTrump another example of legislating from the bench.
829842277421953030 2017-02-09 18:59:51 -0400 <bmin> @realDonaldTrump "You?" Me? The people in this thread? Everyone on Twitter? The American people? Decent humans around the world? Who?
829842277333889025 2017-02-09 18:59:51 -0400 <JohnAStewart7> @realDonaldTrump #LiLD stop fretting. U had a bad idea, get over it. Get on to the real governing of this great country. Suck it up.
829842277166088192 2017-02-09 18:59:51 -0400 <MphsGrl64> @simonhedlin @realDonaldTrump#45,  So far you got a Navy Seal killed &amp; 30 civilians, women and children #losing
829842277010964480 2017-02-09 18:59:51 -0400 <RogueKristin> @realDonaldTrump You just lost. Loser. Sad.
829842276776046594 2017-02-09 18:59:51 -0400 <TREJOpoker> @DoreeeV @FoxNews @realDonaldTrump We have 3 branches of the government. All with equal power.
829842276738297857 2017-02-09 18:59:51 -0400 <jaw914> @realDonaldTrump No, it is not. The refugees from the nations the ban applied to are not a security risk.
829842276616531968 2017-02-09 18:59:51 -0400 <Lexi_b> .@realDonaldTrump lmao why are you like this? Calmateeeeee
829842276612456451 2017-02-09 18:59:51 -0400 <mrwindh> @realDonaldTrump You lost man! Face it! Behave! Learn! And quit!
829842276402753536 2017-02-09 18:59:51 -0400 <freetofly543211> @BethW_NoTrump @POTUS @realDonaldTrump I was all LOL...then I remembered he has the damn nuclear codes...sleep well Mr. Trump.
829842276146958336 2017-02-09 18:59:51 -0400 <oneblkgentleman> @realDonaldTrump  lol
829842275853332480 2017-02-09 18:59:50 -0400 <TeeTayMe> @realDonaldTrump is the real, live loser!  FAIL!! Lost the pop vote by 3mil.. Even with the treason. Sad!!  https://t.co/3mgaTwnbfh
829842275756683264 2017-02-09 18:59:50 -0400 <mimimcgre> @realDonaldTrump HA HA HA, YOU LOST Weak!
829842275333087233 2017-02-09 18:59:50 -0400 <deburle> @realDonaldTrump we are looking forward to that.
829842275215761408 2017-02-09 18:59:50 -0400 <C_Holler> Ja, ja... deine Mudder, @realDonaldTrump!
829842274762768384 2017-02-09 18:59:50 -0400 <AsakaJ> @Smith_JeffreyT Ha! soon @POTUS @realDonaldTrump will know that intelligence is key. A call 2 @POTUS44 might come in handy r8 about now.
829842274431401984 2017-02-09 18:59:50 -0400 <cswin> @SusanHi91963832 @PKWalk @FoxNews @realDonaldTrump the people killing children in schools are white American male terrorists. Let's ban THEM
829842273978376192 2017-02-09 18:59:50 -0400 <kev_nichy> @realDonaldTrump 💩
829842273819099137 2017-02-09 18:59:50 -0400 <JVHARVEY> @realDonaldTrump Lmao your a joke! And the most stupidest #President this nation has ever seen! Please end this show soon!!!!
829842273193979904 2017-02-09 18:59:50 -0400 <candacehw> @realDonaldTrump You are putting the nation at risk with your foolish time and money wasting proclamations.  Hire Obama back.
829842272933990400 2017-02-09 18:59:50 -0400 <karynshau8> @realDonaldTrump @SenatorSessions  YUCK , I want to puke , This man that has suppressed minorities for so long...
829842272904704000 2017-02-09 18:59:50 -0400 <MattASMayo> @BadLegalLLP @realDonaldTrump @POTUS oh, lol, nm.  https://t.co/FpGJ2wd5iA
829842272623722497 2017-02-09 18:59:50 -0400 <JDogJr2> @realDonaldTrump You just left court, oh smart one.  You cannot rewrite the Constitution because your Nazi buddy thinks it's a good idea!
829842272325767168 2017-02-09 18:59:50 -0400 <SummerMck> @realDonaldTrump if it weren't for f*cking up and losing, you wouldn't be doing anything. #dumberthanwethought
829842272200118272 2017-02-09 18:59:50 -0400 <DonTheCon2016> So-called President @realDonaldTrump is losing bigly  https://t.co/lq2iYDjfNk
829842271742865408 2017-02-09 18:59:49 -0400 <87KNfQhsD1fJmKJ> @realDonaldTrump They r Trying to intimidate you but it's not going to work Supreme Court Here we Come .WE THE PPL HAVE SPOKEN AMERICA FIRST
829842271705010176 2017-02-09 18:59:49 -0400 <Bell_SLC> @realDonaldTrump Dude, @us9thcircuit, you got an ALL CAPS presidential tweet. You are soooo gonna get it now.
829842271583494144 2017-02-09 18:59:49 -0400 <bheater> @realDonaldTrump You're like the world's worst No Fear t-shirt.
829842271411515392 2017-02-09 18:59:49 -0400 <karynafish> @realDonaldTrump lol
829842271256399872 2017-02-09 18:59:49 -0400 <anthonynacc> You lose @realDonaldTrump  https://t.co/Gyp8s5W6v8
829842271185022977 2017-02-09 18:59:49 -0400 <UNrealTara> @realDonaldTrump The security of our nation is @ stake as long as u continue pretending 2 be #POTUS #LOSER #9thcircut #noban #TheResistance
829842271159910401 2017-02-09 18:59:49 -0400 <kelleytrebor> @realDonaldTrump I prefer presidents who win. #loser
829842271134765060 2017-02-09 18:59:49 -0400 <LonnieJameslee> @realDonaldTrump ?????  https://t.co/riauMcsrN3
829842271063441416 2017-02-09 18:59:49 -0400 <DRMLMM> @realDonaldTrump thank God for the judicial brch exec. brch is deplorable and majority of the legislative branch are self serving hypocrites
829842271034019843 2017-02-09 18:59:49 -0400 <BioarchMark> @realDonaldTrump Yes, he died on a machine because you were too stupid to actually go to briefings and listen to what will happening.
829842271008858113 2017-02-09 18:59:49 -0400 <delburnsmusic> @realDonaldTrump hahahahahahabahabahahahshsjaoshohohobo
829842270815916032 2017-02-09 18:59:49 -0400 <ECMKat1> @chelseahandler @MichaelSkolnik @WhiteHouse @realDonaldTrump Isn't America great!!!!
829842270409093120 2017-02-09 18:59:49 -0400 <ChrisStingray> @realDonaldTrump You need to see a shrink. Seriously, the joke is over. Time to step down as President. #travelban #ImpeachTrump
829842270329389058 2017-02-09 18:59:49 -0400 <PrincessBibiRF_> Let's not go after these Flawed Judges on Twitter @realDonaldTrump that would impede your Supreme Court Judge.  https://t.co/iLFT8OpZJL
829842269968723969 2017-02-09 18:59:49 -0400 <The_Rosson> @realDonaldTrump you just lost in court, again.
829842269947695105 2017-02-09 18:59:49 -0400 <jamie39042> @realDonaldTrump @SenatorSessions now get in there and read write the executive order and get this travel band setup for our borders
829842269440077824 2017-02-09 18:59:49 -0400 <JSylchak> @realDonaldTrump political death match Trump Vs Nancy Paluzzi Mike Pence Vs Jill Stein. Sean Hannity Vs Alec Baldwin.
829842269104640006 2017-02-09 18:59:49 -0400 <jenni2con> @realDonaldTrump make a constitutional law and the courts will be happy to approve it. Discuss it with congress. Equal protection 45. Simple
829842268978761728 2017-02-09 18:59:49 -0400 <lhinerfeld> @realDonaldTrump do judges need to issue trigger warnings before they rule now? #nomuslimban #Winteriscoming #resist
829842268894986245 2017-02-09 18:59:49 -0400 <miavitale10> There, fixed it for you, @realDonaldTrump. #factsareimportant  https://t.co/DjcmzCqKrj
829842268530032640 2017-02-09 18:59:49 -0400 <AdamLanceGarcia> @realDonaldTrump Yeah, they're defending it against YOU.
829842268085424128 2017-02-09 18:59:49 -0400 <blunted215> sup bitch @realDonaldTrump  https://t.co/WQSOOaHfH1
