991467300313358336 2018-05-01 19:59:59 -0400 <greatriverlady> @realDonaldTrump #liarliarpantsonfire  https://t.co/FRlhpGefG8
991467231056945152 2018-05-01 19:59:43 -0400 <ToddSeward5> @MsRuthedelaRosa @realDonaldTrump For what? Do you even know? Have you read Muellers questions? Not one on collusion in there, not one. Hahahahahahahaha! But there are piles of Democrats that are going to be doing the Weiner shuffle soon.
991467229991579648 2018-05-01 19:59:42 -0400 <TinaMorphis> @sherrilee7 @realDonaldTrump I hate him with every fiber of my being.
991467229811265538 2018-05-01 19:59:42 -0400 <jared_miceli> Which is those “ballless” Republicans will lose their jobs. Terrified of Trump? HA! @realDonaldTrump is a PIECE OF SHIT!  https://t.co/zGiS1XOfq9
991467228263575554 2018-05-01 19:59:42 -0400 <smartlyjoan> @kaitlancollins @paladine @MarquardtA Proves what we knew + there’s no human @realDonaldTrump won’t throw under the 🚌
991467225696661504 2018-05-01 19:59:41 -0400 <LethimTakeFifth> So the quack Doc now says “  Obese @realDonaldTrump dictated the #StellarHealthLetter! It moves the truth in a different direction. Then they STOLE the letter” 😂 #MafiaSOP #cnn #msnbc #foxnews #maga #NYTimes #wapo  https://t.co/e3GVOyVIPQ
991467221175209984 2018-05-01 19:59:40 -0400 <duneknight> @realDonaldTrump Mr President now would be the time to fire Mueller. Don't have the interview, unless it's with Lester Holt again.
991467220394967040 2018-05-01 19:59:40 -0400 <clh9797> @asmithfilms @realDonaldTrump @ArmyWP_Football Maybe
991467219866529792 2018-05-01 19:59:40 -0400 <joseph_pahls> @realDonaldTrump Mr. President they will stop at nothing he's obstructionist to try to unseat a sitting president. But we normal people in America we will continue to support you and elect you're Republican candidates to continue making America great again. God bless you Donald Trump.
991467219186929664 2018-05-01 19:59:40 -0400 <Marcis2cents> @realDonaldTrump It’s also very hard to leak information that is lies…hmmmm🤔🙄
991467216158773249 2018-05-01 19:59:39 -0400 <twpbaby> @LiberalVenom @realDonaldTrump None but white supremacists take comfort or encouragement from his thought, word, or deed.
991467216129282048 2018-05-01 19:59:39 -0400 <jim_sidewalk> @laurajollyfl @DavidJollyFL @realDonaldTrump Of course he never read Greek mythology. He doesn’t read anything he doesn’t absolutely have to (such as the TelePrompTer for his SOU address).
991467215760191488 2018-05-01 19:59:39 -0400 <Anna_63> @TheftTax @icansavetheworl @realDonaldTrump Don’t worry, your day of trolling will be over when trump is gone from office.
991467214753714181 2018-05-01 19:59:39 -0400 <JamesBrianFree1> @bonniemolluso @67bamaman @realdavidhash @downtowndale @realDonaldTrump Lol, you should have done the stand up. If you don't like him now, you for sure aren't going to like him in a few weeks.
991467214657142785 2018-05-01 19:59:39 -0400 <PleaseThink1776> @llggs5 @freedom_moates @NRA @realDonaldTrump @VP @ChrisCoxNRA @GregAbbott_TX @tedcruz @SenTedCruz @RepRichHudson @MarkGeistSWP @DLoesch @charliekirk11 @DiamondandSilk @GovRicketts @JohnCornyn @KyleKashuv No one is going to take all your guns. Majority is against those who refuse to consider any sensible gun law reforms and those taking NRA/Russian money. 2nd Amendment is not unlimited.
991467212644012032 2018-05-01 19:59:38 -0400 <BarbaraReibman1> @realDonaldTrump These people want a better home for their families. Opportunity to work and make a living.  We all came from other countries looking for a better life. Your family came from Germany. I know times were different but how do we turn away women and children in need?
991467212325249024 2018-05-01 19:59:38 -0400 <jonest426> @CNN @realDonaldTrump tax cut at work. More for BIG business, LESS for the middle class.
991467210123104256 2018-05-01 19:59:38 -0400 <smackarack> @realAlanMuller @PoxNewsCEO @realDonaldTrump Hey this guys got a lot of work to do I want you to go fishing to do something and let him do his job
991467202850246656 2018-05-01 19:59:36 -0400 <ElaineRonson> Demonstrating once again @realDonaldTrump’s knack for surrounding himself with ‘the best people’. #Bornstein  https://t.co/kw1cvMgRoZ
991467195631747072 2018-05-01 19:59:34 -0400 <CodyAda98833107> @realDonaldTrump #fakenews
991467195367673857 2018-05-01 19:59:34 -0400 <JacquelineDTho5> @2021_free @realDonaldTrump @MBuhari @WhiteHouse @CNNPolitics No b4 they got the 💰 called tax reform.
991467193937399808 2018-05-01 19:59:34 -0400 <TheMightyKyle> @realDonaldTrump You're going to die in jail.
991467192939147264 2018-05-01 19:59:34 -0400 <welovetherays> @sue_spb1159 @realDonaldTrump I like it!
991467192188157952 2018-05-01 19:59:33 -0400 <tedlieu> Thank you @realDonaldTrump for keeping @EPAScottPruitt in your #CabinetOfCorruption! He is so awesomely corrupt. The lobbyist arranged Morocco junket, which could be a quid pro quo, is just the latest example.   Pruitt is the corrupt gift that keeps on giving. Helps Dems in Nov!  https://t.co/b9zjLlyRmo
991467188509986816 2018-05-01 19:59:32 -0400 <adonvski> @Skylar7923 @rbuford6 @Top_Sergeant @kls_62 @realDonaldTrump @ArmyWP_Football @WhiteHouse Glad you like, they’re only there to entertain the children in the audience. Now that I know it’s working I’ll keep putting them to keep your attention.
991467187025129473 2018-05-01 19:59:32 -0400 <DocNickie> @SarcasticMrB @realDonaldTrump @POTUS   https://t.co/l8kQ1wDI0x
991467186232397824 2018-05-01 19:59:32 -0400 <sandraw61630249> @RepSwalwell @realDonaldTrump LOL everyone trying to get five minutes of fame on the back of our Great President.
991467185355796481 2018-05-01 19:59:32 -0400 <GhostlyScratch7> @realDonaldTrump have you subscribed to the Dooo
991467181106909184 2018-05-01 19:59:31 -0400 <Turk187187> @RepSwalwell @realDonaldTrump Like anyone believed that letter was serious.... Pleazzze How much should a person donate to get a child a job with you... Asking for a friend....  https://t.co/pTh1zTZePd
991467180154859520 2018-05-01 19:59:30 -0400 <a_jayniss> @realDonaldTrump Looks like you should try finding some new lawyers. Maybe it was Giuliani?   https://t.co/w47RMaZvoC
991467179269918721 2018-05-01 19:59:30 -0400 <Erikper92039720> @hughhewitt @realDonaldTrump You're a turd. That's evidence!
991467179156688903 2018-05-01 19:59:30 -0400 <jltoutmoon> @realDonaldTrump  https://t.co/g9a9ZTTWkg
991467175461388288 2018-05-01 19:59:29 -0400 <TacticalCheeze> @fieldnegro @billbong9059 @JTM_YVA @realDonaldTrump Haha you're great
991467174370799616 2018-05-01 19:59:29 -0400 <bigdinkel> @kanyewest @realDonaldTrump won’t find schools with the best technology
991467173943136256 2018-05-01 19:59:29 -0400 <reenie527> ICYMI @realdonaldtrump  Proverbs 12:18 “There is one whose rash words are like sword thrusts, but the tongue of the wise brings healing.” #FakeChristian
991467167840460800 2018-05-01 19:59:28 -0400 <lwilliams6710> @realDonaldTrump So they are great but could you help us get some health care for the employees of these great business ??????
991467165499867137 2018-05-01 19:59:27 -0400 <idontevenknower> @SecretaryZinke @POTUS @realDonaldTrump @NatlParkService Uh you don’t build wilderness. It occurs naturally.  You build cities.  We don’t want cities in our parks.
991467164002586625 2018-05-01 19:59:27 -0400 <lyd312> @matthewjdowd @FoxNews @realDonaldTrump Give me your tired, your poor, your huddled masses yearning to breathe free. -Emma Lazarus, on the Statue of Liberty base at Ellis island.
991467163209818112 2018-05-01 19:59:26 -0400 <A_Team_Tim> @Rightwingmadman @realDonaldTrump If you look at the letter Rod R wrote appointing him as SC, it is so open ended and has no boundaries that Mueller could, literally, do almost anything he wants.  It’s time for him to wrap it up. He ain’t gonna find what the leftist were hoping for cuz it ain’t there
991467162400428032 2018-05-01 19:59:26 -0400 <silvanet> message to @realDonaldTrump -- you're cooked.  https://t.co/GJ8Gh2cJrd
991467157182730240 2018-05-01 19:59:25 -0400 <CyndyStachowiak> @realDonaldTrump   https://t.co/5FIwG0PFGm
991467155186167808 2018-05-01 19:59:25 -0400 <1excommunicated> @ErikaMcdougall @JuliaLaPorta @realDonaldTrump Forgotten laws...  https://t.co/OUWuCFNJVi
991467150668804096 2018-05-01 19:59:23 -0400 <anniefofani> @JWilla_ @jeremyscahill @DrJillStein @realDonaldTrump russian intel about what? libya? russiagate is a cult. clinton lost, get. over. it.
991467150018662400 2018-05-01 19:59:23 -0400 <politialyc> @thunderbella @blainekell6 @Chieki @DMParnellart @AntiGOPActivist @BB_Halce @PoserHeath @laquialene69 @LuLuRoche @GDThor1 @Cha51brolll19 @MamaRose2017 @lucyjbri @My_Eyes__Only14 @Kimmi1965 @mark777day @cybersharque @borinquen1492PR @KalenaAnna @Meanmom2C @SagArcher @rosato1030 @dawnresist @maryjane00003 @AMluvinit2 @TDeLynne @SiriusLeeSpeak @42Gnome @kylegriffin1 @granisnark12 @Petersfamilyguy @gastonchilders3 @hollyoptix @MarciaBunney @SassyMsViolet @donnasfineart @rugbynred @Rasa171a @krassenstein @BearmanShannon @bettypge69 @zazzybritches @AVoiceForAllGA @Gonzobaggins @theycallmebob @RoseRod83327780 @sandybeach1028 @realDonaldTrump @GOP @HouseGOP My funniest is also one of my most embarrassing, I held in my gas so long that when it finally ripped out it stopped the entire class and made everyone laugh till their ribs hurt even the teacher couldn't stop laughing I had to run out of the class in shame,was a celebrity later
991467148483661824 2018-05-01 19:59:23 -0400 <VarndellRobin> @therbert03 @realDonaldTrump BEST PRESIDENT EVER!!!  https://t.co/ADXvuVegMk
991467148215312384 2018-05-01 19:59:23 -0400 <KingRene5> @madisongesiotto @realDonaldTrump ❤❤❤❤
991467144675196929 2018-05-01 19:59:22 -0400 <WayneParcheman> @AmbDermer With all due Respect Ambassador it's a joke how both our leaders uses scapegoating as a way to deflect from scandals in their administrations @realDonaldTrump uses Immigration and #Netanyahu uses Iran every year...seek peaceful solutions Peace not War the same for Iran
991467143723184129 2018-05-01 19:59:22 -0400 <thornton_mandy> Of course @realDonaldTrump  &amp; his @vp would be honored to have a criminal at his event.  https://t.co/81H1rfux5z
991467134755790855 2018-05-01 19:59:20 -0400 <Babak_1992> 1-5months ago,when Iranians protested against Mullahs,I asked both Reps and Democrats on twitter to cover #IranProtests.@POTUS supporters did their best to be our voice!They retweeted our tweets,mentioned their friends and asked @realDonaldTrump to support us!But Democrats😶
991467133891526656 2018-05-01 19:59:19 -0400 <Dotlamb216> @Rightwingmadman @realDonaldTrump Haha. no.  https://t.co/ss7wnoa09U
991467133216395265 2018-05-01 19:59:19 -0400 <Nefcon4> @realDonaldTrump @WhiteHouse Have you ever once really took a look at this bloated buffoon you heap unwarranted praise on?
991467132000047105 2018-05-01 19:59:19 -0400 <rebellegrrl> @BrittaGirl1969 @realDonaldTrump I know right?
991467130657878016 2018-05-01 19:59:19 -0400 <AugieLaTorre> @realDonaldTrump @ArmyWP_Football @WhiteHouse Umm, Mr. President , don’t worry, all you have to do is answer honestly to Mueller’s questions and you’re in the clear.  https://t.co/JxLuBn7ez9
991467126971092998 2018-05-01 19:59:18 -0400 <fredjhoffman51> @realDonaldTrump JAIL JAIL JAIL
991467125238886400 2018-05-01 19:59:17 -0400 <ezzel_diane> @realDonaldTrump @WhiteHouse Job Well Done👍
991467124282535938 2018-05-01 19:59:17 -0400 <Citizen_USA1> @WomenforTrump @FoxNews @BretBaier @marthamaccallum @realDonaldTrump Blankenship, without a doubt. #WVSen
991467122357424128 2018-05-01 19:59:17 -0400 <bonsaikc> @JohnPaul_USA @VP @realDonaldTrump And your moral compass points due south.
991467120495034369 2018-05-01 19:59:16 -0400 <mcl_debbie> @Top_Sergeant @realDonaldTrump @ArmyWP_Football @WhiteHouse You are exactly right!!! 🇺🇸
991467115843551237 2018-05-01 19:59:15 -0400 <sglockenspeil> @BrianKarem @realDonaldTrump "We are accomplishing the unthinkable" - Trump Tweet    Maybe the most truthful thing he ever put out for public consumption.
991467114153177088 2018-05-01 19:59:15 -0400 <noelle20102> @realDonaldTrump I am PISSED OFF! TELL THE BORDER PATROL/ICE TO STOP HEARING CLAIMS FOR ASYLUM!!!!!!!!!!!!!!!!!! WE HAVE MORE THAN ENOUGH LEGAL CITIZENS TO WORRY ABOUT AND THESE PEOPLE DO NOT SPEAK ENGLISH! NO MORE OF THIS SHIT! DENY ALL !
991467109875159045 2018-05-01 19:59:14 -0400 <AuthorKimberley> Obama was presidential. You are not. Obama is intelligent. You are not. Obama is classy. You are not. Obama will be remembered as an accomplished president, You, @realDonaldTrump, will be remembered as illegitimate and for conspiring with Russians to steal the 2016 election.
991467106003767296 2018-05-01 19:59:13 -0400 <taxlawyer317> @hertston @realDonaldTrump As an attorney, I can state with absolute certainty that this is true!
991467105060048901 2018-05-01 19:59:13 -0400 <Minniecoggs> @realDonaldTrump @WhiteHouse Awesome honor,  but when will you laud James Shaw, who showed bravery at the Waffle House shooting?
991467104808321025 2018-05-01 19:59:13 -0400 <Bob_Ortega> Both @realDonaldTrump and @VP Pence (just yesterday) repeated their assertions about the violence and danger along the border. The facts show otherwise.  https://t.co/pKNBZuFvKd
991467104665825280 2018-05-01 19:59:12 -0400 <dcpoll> @RepSwalwell @realDonaldTrump OMG, Rep Swalwell 😂😂😂
991467104405786624 2018-05-01 19:59:12 -0400 <MrBlifil> @realDonaldTrump Guarantee you Tim Cook has seen the pee pee tape.
991467103155826688 2018-05-01 19:59:12 -0400 <christysevans> @realDonaldTrump That’s still a crime.
991467100265951233 2018-05-01 19:59:11 -0400 <dukenukemrulzs> @JacobAWohl @realDonaldTrump @WhiteHouse   https://t.co/wWZkfCfcrm
991467099007660033 2018-05-01 19:59:11 -0400 <khourymurphy5> So THUG ish. Like your raid on your doctor's office🤗 @realDonaldTrump  https://t.co/IHJoyQHHXn
991467095786274816 2018-05-01 19:59:10 -0400 <mebeandreaaolco> Trump asks court to dismiss emoluments lawsuit against him - CNN Politics @realDonaldTrump is making a mockery of the Office of the @POTUS! Why &amp; when will he ever stop? Too bad the @GOP are cowards &amp; lets this madman continue this insanity. #VoteBlue2018   https://t.co/enfDk5F0P5
991467094763102208 2018-05-01 19:59:10 -0400 <CJCiano_Collins> Kanye West suggests African-American slavery was 'a choice' #KanyeWest @realDonaldTrump   https://t.co/D9Y53O43wm
991467093399760897 2018-05-01 19:59:10 -0400 <JCCIII_> The reason we shouldn’t be excepting any asylum-seekers right now is b/c corporate greed has destroyed this country so even the average American cannot afford to live. @POTUS you should take control of this constitutional crisis  @TuckerCarlson @AnnCoulter  @realDonaldTrump #MAGA
991467089469861889 2018-05-01 19:59:09 -0400 <Lukuion> @realDonaldTrump @MBuhari @WhiteHouse Is he from one of the countries you labeled a "shithole", Donald? Or is Nigeria alright?  Did he marvel at your big white house when he must live in a mud hut himself, as you've said of Africans before?  You're shameful, and President Buhari shouldn't have had to tolerate you.
991467088282902529 2018-05-01 19:59:09 -0400 <maniacal_zebra> @RoryGilligan1 @claes69 @jlover27 @realDonaldTrump @MBuhari @WhiteHouse I love how Trumpies come up with a lame and provably wrong tweet, then rush to block you before you you can correct them.  Bwahahahaha! 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
991467086282182657 2018-05-01 19:59:08 -0400 <jake_oestreich1> @realDonaldTrump @WhiteHouse Fuck boy
991467086093398021 2018-05-01 19:59:08 -0400 <angel_leigh> @Merlemangino @wait4itt @BalserTofer @DebiLewis12 @thequard3 @geovazquez31 @realDonaldTrump You're in Connecticut, if you own a home wait until you get screwed with the 10k state cap thanks to Trump's tax scam that takes effect this year
991467085736824832 2018-05-01 19:59:08 -0400 <melody_olivarez> @realDonaldTrump you do realize everytime you spout fake news u seem more of a liar and guilty
991467084491063297 2018-05-01 19:59:08 -0400 <BillBhourd> @AltmanJamey @realDonaldTrump This is what will happen (“if”). trump will never get one...this will possibly get him so angry he will stroke out. Definitely a scenario that is in play.
991467083123838976 2018-05-01 19:59:07 -0400 <barbtries> @BonzaiO69 @NBCNews @VP @realDonaldTrump Pence will say that too if he hasn't already.  https://t.co/urWPEfVPGY
991467080162664448 2018-05-01 19:59:07 -0400 <sparkman52> @realDonaldTrump and his ever dwindling support group; I give you today’s “Oh, yes he can” retort when we say “He can’t go any lower” #NotStable #DefinitelyNoGenius #NotHealthy  https://t.co/TYHO1QiMFS
991467078669434887 2018-05-01 19:59:06 -0400 <paulrlanni> @WayneDupreeShow Another reason to applaud the @realDonaldTrump Presidency!
991467074634637312 2018-05-01 19:59:05 -0400 <Spacedog409> @RepSwalwell @realDonaldTrump You mean he’s not genetically superior?!
991467067156193280 2018-05-01 19:59:04 -0400 <BigEasy5> @realDonaldTrump your kids are very quiet these days. What’s up Numb Nuts?
991467066703187968 2018-05-01 19:59:03 -0400 <ChristineHemme3> @justdawn_ @Acosta @realDonaldTrump What? Dems are ridiculous!! 🤣
991467064408846337 2018-05-01 19:59:03 -0400 <RayGorman11> @toyeayoola @RealAlexJones @realDonaldTrump Yes for f@@ks sake don’t let those polite Canadians cross the border
991467063981027328 2018-05-01 19:59:03 -0400 <lizardhead61> @BehneMatthew @shrewofFate @pk2k14 @coolghost101 @realDonaldTrump Based on what? Let’s see - making fun of a disabled person and a prisoner of war - wow, what a stellar guy Trump is. Lying to get on the Forbes list, not renting to black peoples, not paying contractors, cheating on his pregnant wife with a porn star and paying her off, etc etc
991467063578279936 2018-05-01 19:59:03 -0400 <Mirth_Quake> @PoxNewsCEO @realDonaldTrump He's not very bright most times.
991467057265848320 2018-05-01 19:59:01 -0400 <Bwahlberg> @IsabeauMann @realDonaldTrump Nope.  We’ve regularly had one Democrat Senator and have had Democrat governors for quite some time now.  Lots of libertarians here and our Dems are more centrist (look at Testers voting record, he’s a very bipartisan Senator).
991467049288282113 2018-05-01 19:58:59 -0400 <molson52> @CobraGT44 @omimargo @HoarseWisperer @realDonaldTrump 😂😂😂😂 How’s your portfolio doing?  Do you have one?  How about your health care....is it the lowest you’ve ever seen? Still waiting on the enormous tax break?
991467047635763200 2018-05-01 19:58:59 -0400 <blainekell6> @Chieki @mark777day @thunderbella @Cha51brolll19 @DMParnellart @AntiGOPActivist @BB_Halce @PoserHeath @laquialene69 @LuLuRoche @GDThor1 @MamaRose2017 @lucyjbri @My_Eyes__Only14 @Kimmi1965 @cybersharque @borinquen1492PR @KalenaAnna @Meanmom2C @SagArcher @rosato1030 @dawnresist @maryjane00003 @AMluvinit2 @TDeLynne @SiriusLeeSpeak @42Gnome @kylegriffin1 @granisnark12 @Petersfamilyguy @gastonchilders3 @hollyoptix @MarciaBunney @SassyMsViolet @donnasfineart @rugbynred @Rasa171a @krassenstein @politialyc @BearmanShannon @bettypge69 @zazzybritches @AVoiceForAllGA @Gonzobaggins @theycallmebob @RoseRod83327780 @sandybeach1028 @realDonaldTrump @GOP @HouseGOP   https://t.co/J6BOzMS5r8
991467046805352448 2018-05-01 19:58:59 -0400 <MammaLon> @WelshGoodLife @4USAtoday @DemocracyinthUK @realDonaldTrump Thank you Wendy💕I hope your nights are blessed! Good to meet you deplorable!
991467039570178049 2018-05-01 19:58:57 -0400 <kevin_cracknell> @realDonaldTrump is the worst.  https://t.co/ANEa4PAb9A
991467031072575489 2018-05-01 19:58:55 -0400 <BettyOl35044615> @PennyKrasenics @realDonaldTrump You're a sad case...We are prospering again, Obama did all the damage...#Iran Deal
991467030648832000 2018-05-01 19:58:55 -0400 <lank1one> @timheidecker @realDonaldTrump For your health
991467030455828480 2018-05-01 19:58:55 -0400 <RonBeall1> @realDonaldTrump doesn't  even know what the Intelligence community knows..Oh intelligence, that explains it.  https://t.co/7ZqBtRFAVD
991467025997299712 2018-05-01 19:58:54 -0400 <Andrew7313> @realDonaldTrump I can't tell if Trump is smoke screening or just doesn't understand what's happening...
991467024449789955 2018-05-01 19:58:53 -0400 <BoxxOfMeng> @JoniJohnsen @realDonaldTrump Oh Joni....😂😂
991467022729887744 2018-05-01 19:58:53 -0400 <Anna_63> @icansavetheworl @TheftTax @realDonaldTrump Sad troll accounts who believe in conspiracy theories &amp; push them on others are sick ..
991467018753904641 2018-05-01 19:58:52 -0400 <UrielsUniquity> @PaulReggio1 @realDonaldTrump Well...there was no one to fill the role of HonestyInChief...so we got fucked by all of them. Maybe now Americans have it figured, eh?
991467011438981121 2018-05-01 19:58:50 -0400 <gthiel93> @DannyZuker @realDonaldTrump But tiny digits will find a way remember I alone
991467010289799168 2018-05-01 19:58:50 -0400 <Lindatrucker> @realDonaldTrump We pray you will overcome all that comes against you. I am appalled at this total madness. I think a lot of your supporters have reached a boiling point. God bless you.
991467005596188674 2018-05-01 19:58:49 -0400 <ThatGirl71187> @JacobAWohl @realDonaldTrump @WhiteHouse What are you smoking to actually believe this?
991467004132388865 2018-05-01 19:58:49 -0400 <AlienGurudeva> Best birthday present I could ask for today, would be for @realDonaldTrump to address the Nation announcing that he was: A liar A Traitor A Criminal  And he was sorry for using Russia to obtain the presidency and was resigning immediately.   That’s what Birthday wishes are for.
991466996305973251 2018-05-01 19:58:47 -0400 <k_fernholz> @JTMYVA @realDonaldTrump   https://t.co/uMbluYxJJ9
991466990060621824 2018-05-01 19:58:45 -0400 <bpog> @thehill Yes because @realDonaldTrump is such a kind hearted loving guy!  https://t.co/Ll9PTaHE8K
991466989460783106 2018-05-01 19:58:45 -0400 <liberty_sister> @RepSwalwell @realDonaldTrump Jason Mamboa is 239 pds
991466986373812224 2018-05-01 19:58:44 -0400 <jorje551> @realDonaldTrump We have a made up, fake president who is not living in reality &amp; doesn’t read or understand policy. We have en idiot in the White House.
991466984242999297 2018-05-01 19:58:44 -0400 <ampincivero> And just when you thought Kanye couldn't sink any lower than supporting Trump, #KanyeWest is trending because he apparently said that "slavery was a choice"?! #ILiterallyCantEven #ImpeachTrump #TellKanyeToStopTalkingPlease #StopTheStupid @kanyewest @realDonaldTrump  https://t.co/U82W6tF4tF
991466982007558145 2018-05-01 19:58:43 -0400 <PrimaMeka> @Sir_Jayxx4 @Shugah @pammyjean7 @JimKlunk @heierup @KarenCurnock @PARISDENNARD @realDonaldTrump @VP We aren't required to vote Democrat.  I choose not to. Nice try though.
991466981311336450 2018-05-01 19:58:43 -0400 <lindsey8s> @RepSwalwell @realDonaldTrump   https://t.co/nZjdFTBlfx
991466978366967818 2018-05-01 19:58:42 -0400 <Quips4Kicks> @realDonaldTrump Then we’ll go with conspiracy!  Happy?
991466976705961985 2018-05-01 19:58:42 -0400 <leviathia> @realDonaldTrump You leaked them!  Con-man!
