1046187864743178241 2018-09-29 19:59:58 -0400 <jeanetteek1> @Psychoman1976 @rising_serpent @realDonaldTrump Test for the FBI?
1046187690616655876 2018-09-29 19:59:17 -0400 <MargoLogan> @WHarpine At the point you enter certain careers, careers related to children, yes, folks are mandatory reporters. Do not go into a profession that requires you to report abusers of children if folks can't make such a report. @realDonaldTrump @ChuckGrassley
1046187690411139072 2018-09-29 19:59:17 -0400 <lorian_j> @realDonaldTrump Excuse me?  You had two military deferments then were excused for "bad feet"...I thought that meant bone spurs or fallen arches; not that they have a habit of landing in your mouth.
1046187689387724800 2018-09-29 19:59:17 -0400 <golddust51> @realDonaldTrump
1046187686766280704 2018-09-29 19:59:16 -0400 <ZeitlerAllen> @realDonaldTrump @FoxNews  https://t.co/8w3T8PYLQU
1046187683465351170 2018-09-29 19:59:15 -0400 <Nealhgentry> @NickRapscallion @LibValuesCanada @PadfootsPatrnus @realDonaldTrump It seems to me you guys probably work for the same socialist propaganda group. The mo is always the same. I'm not here to call names or attack anyone... I'm just here to spread facts America Is Awesome!
1046187681393381376 2018-09-29 19:59:15 -0400 <AmericanHybrid_> @SteeveLouis7 @gilanji @realDonaldTrump Just ignore &amp; block.
1046187681334677504 2018-09-29 19:59:15 -0400 <peggynysom> @realDonaldTrump You lie! Did you really send the FBI to investigate? Naw. You put limits on the FBI which is a Vladdy Putin tactic.  https://t.co/usJhr4DmAx.  You will not kill democracy! RESIGN OR BE IMPEACHED.  YOUR POWER PARTY IS GONNA END VERY, VERY SOON!!!
1046187680655167488 2018-09-29 19:59:14 -0400 <SteveMartinson9> @realDonaldTrump It isn't an investigation when one of the accusers is not being interviewed. It isn't an investigation when you limit who the FBI can talk to in a search of truth. This isn't an investigation. It is a sham.  Once again, you are lying to our country. History will vilify you.
1046187680520916992 2018-09-29 19:59:14 -0400 <pat01599670> @Swee2thMc @dpgumby @realDonaldTrump No he lied and claimed bone spurs which was a classic Trump lie.
1046187677891141633 2018-09-29 19:59:14 -0400 <adsitar> @realDonaldTrump @FoxNews  https://t.co/libQQoWYIv
1046187675341000704 2018-09-29 19:59:13 -0400 <PennyGood1> @EdLElliott @auggiemartinez_ @The_Trump_Train @realDonaldTrump This isn't about Democrats! It's about Kav &amp; the kind of character he has. Dems didn't try to stop Gorsuch. Quite an insult to Judge Garland;superbly qualified, Repubs had earlier told Dems he was fine. Kavanaugh did not display the temperament we need in a Justice. Not at all.
1046187668982444037 2018-09-29 19:59:12 -0400 <Roxanneresists> @WeSupport45 @realDonaldTrump @SenFeinstein @RepAnnaEshoo  https://t.co/nJXEqxIlWP
1046187666973315072 2018-09-29 19:59:11 -0400 <ladyhawkerfinds> @SagArcher @realDonaldTrump Thanks for the visual, Sage. 💜 GPA = Grandfather went AWOL. Not sure how that came across.
1046187665840893952 2018-09-29 19:59:11 -0400 <slbwhitaker> @Gdad1 @JamesACorder1 @realDonaldTrump Then it's not an investigation. Afraid of what they will find?
1046187661717729280 2018-09-29 19:59:10 -0400 <Le_Boulange> @GarrettHaake @rognes @realDonaldTrump @tedcruz Yeah but Texans are 2 ignorant to get it.. they have the logical reasoning powers of a wet lettuce.. it’s all knee jerk reaction and no thought process with them
1046187660497358848 2018-09-29 19:59:10 -0400 <CryinRyan5> @standfortruth10 @darhar981 @AndyOstroy @realDonaldTrump @POTUS @MightyBusterBro @leach_deanna @DrLee4America @GartrellLinda @pinkk9lover @wraithvenge @Dawn_DeMore1 @Golfinggary5222 Well said...... as truth always is !!!
1046187659645804545 2018-09-29 19:59:09 -0400 <BeckyDorrell1> @WeSupport45 @realDonaldTrump @SenFeinstein @RepAnnaEshoo BLAH BLAH BLAH BLAH BLAH BLAH BLAH BLAH BLAH BLAH BLAH BLAH BLAH BLAH BLAH BLAH!!! STFU!!!
1046187658781831170 2018-09-29 19:59:09 -0400 <WordsOnIce> @YourAnonNews @Judge_Kavanaugh @realDonaldTrump  https://t.co/jXFUHopfVq
1046187658354077697 2018-09-29 19:59:09 -0400 <landonkey31> @Swee2thMc @dpgumby @realDonaldTrump He lied about the bone spurs
1046187656445452288 2018-09-29 19:59:09 -0400 <DivaADC> Always obstructing @realDonaldTrump @POTUS #ObstructionOfJustice #AntiWoman #BelieveChristineBlaseyFord #BelieveSurvivors #BlueWaveComing2018 #WomenRiseUp
1046187652872097793 2018-09-29 19:59:08 -0400 <jmb8111> @realDonaldTrump TOTAL PHONY?  YOU'RE the total phony!
1046187652754624512 2018-09-29 19:59:08 -0400 <suzrau> @realDonaldTrump Maybe bone spurs got him 5 deferments.
1046187651596869633 2018-09-29 19:59:08 -0400 <cooldog95228> @RobinsonClair @BeeMissa @realDonaldTrump You and your 8 followers all believe this, Daniel? 😂😂😂 gtfo bot
1046187648795242496 2018-09-29 19:59:07 -0400 <laurie_maccini> .@realDonaldTrump Such a stupid and lackluster rally. And so full of BS lies. Your audience is so, so bored.
1046187647675322368 2018-09-29 19:59:07 -0400 <footebrowne> .@realDonaldTrump Do you still like Kim? You've been played again #Moron, #Sucker, #Dotard #HorribleDealMaker
1046187644168929280 2018-09-29 19:59:06 -0400 <AbiGailKitKat> @realDonaldTrump President Donald Trump must talk about his violation of the #EmolumentsClause, where he uses the presidency as his personnal Golden Goose. Total crook!
1046187640947703809 2018-09-29 19:59:05 -0400 <DaveButler22> @ChrisMurphyCT @AKimCampbell Really? Vietnam? Should @realDonaldTrump really go there? I mean, afterall, he, um, didn't go there.
1046187639320317953 2018-09-29 19:59:05 -0400 <SheralynDuncum> @VP @LindseyGrahamSC @SpeakerRyan  @Jim_Jordan @JeffFlake @GOP how can you stand up for the hate and lies @realDonaldTrump is spitting tonight on Tax payers dime
1046187636786847744 2018-09-29 19:59:04 -0400 <maginnisjpm> @realDonaldTrump The great imposter has spoken.
1046187636560400386 2018-09-29 19:59:04 -0400 <jlswls2012> @WeSupport45 @realDonaldTrump @SenBlumenthal @DNC We demand Trump resign do to stolen Presidency.
1046187632126914560 2018-09-29 19:59:03 -0400 <ERTBen> @NASA @TaritaC @PaulManafort @realDonaldTrump
1046187631669891072 2018-09-29 19:59:03 -0400 <J_Hurstman> @realDonaldTrump The fraud sitting in the Oval Office calls someone else a “phony”.  This is epic irony.
1046187631174914048 2018-09-29 19:59:03 -0400 <Swrobles> @GOP @realDonaldTrump Baloney.
1046187629992009728 2018-09-29 19:59:02 -0400 <AlexVita9> @LauraGoss18 @realDonaldTrump Laura? Trump ever since he started campaigning tosses out bullying cruel insults out like no one ever has and lies several times daily to the American people he was elected to serve. He incites evil acts. We pay his Health Care &amp; Secret Service costs for life. We deserve better!
1046187627215540226 2018-09-29 19:59:02 -0400 <guntisanne> @RSBNetwork @Cernovich @realDonaldTrump I wish I could be there a great President
1046187624938057728 2018-09-29 19:59:01 -0400 <KRISTINEGAINER> @realDonaldTrump Why don’t you try doing something constructive for the country..you know..your job!! Instead of gossiping on twitter like a dorky 13 year old girl..??!
1046187623528763394 2018-09-29 19:59:01 -0400 <CheryleJ0806> @FBI I believe if you get a lead that touches on any of these “do not touch” issues, you are obligated by your own rules, process and oath to follow them up. @SenateGOP @SenateDems @WhiteHouse @realDonaldTrump @TheJusticeDept @attorneygeneral @senjudiciary @JudiciaryDems
1046187623121920005 2018-09-29 19:59:01 -0400 <ANNSISCO1> YES @realDonaldTrump STFU !!
1046187622035587072 2018-09-29 19:59:00 -0400 <VinnMo> @realDonaldTrump @PressSec
1046187619279933440 2018-09-29 19:59:00 -0400 <mybucket1105> @GOP @realDonaldTrump  https://t.co/IseDQPEoNe
1046187616423555074 2018-09-29 19:58:59 -0400 <ElementofLoyal> @realDonaldTrump Federal judge rules that lawsuit by Democratic lawmakers against Trump over foreign payments to his business can proceed
1046187616352251904 2018-09-29 19:58:59 -0400 <DavidChancey4> @Thinkb4Voting @realDonaldTrump Are you in the FBI?
1046187614552895488 2018-09-29 19:58:59 -0400 <Flaget1960> @realDonaldTrump And what did U do in the Vietnam War, Mr. President?
1046187613525147649 2018-09-29 19:58:58 -0400 <Nancee1> @TessCarlstrom @BlueRobotDesign @realDonaldTrump It doesn’t make a bit of difference what state they live in, 65.8 million AMERICANS chose Hillary. The rest chose Putin’s puppet.
1046187612241780736 2018-09-29 19:58:58 -0400 <kakusantai01> @AbeShinzo @shinzoabe @realDonaldTrump @unitednations トランプ氏は、他の要人には見せない笑顔を安倍さんの前では見せますね。  多くのこれを見た方は、同じ思いだと思います。
1046187610924875776 2018-09-29 19:58:58 -0400 <bobike8> If FBI does not interview at least 50 kids that knew Kavanaugh during high school they have failed to get to the truth!!!! @realDonaldTrump
1046187609725292545 2018-09-29 19:58:58 -0400 <Stacy2713> @Brad_S_Brewer @PeriwinkleDsgns @realDonaldTrump @POTUS @DonaldJTrumpJr @EricTrump @LaraLeaTrump @IvankaTrump @TrumpTower You can order from the gift shop on line! They deliver promptly and I am always impressed with they way they package it’
1046187605480501248 2018-09-29 19:58:57 -0400 <rupoed> @realDonaldTrump told @FBI it can't seek records of when Mark Judge worked at grocery store that would confirm Blasey Ford account: report - via @ABC #KavanaughHearings #StopKavanaugh  https://t.co/WyXPkannAm
1046187602565566465 2018-09-29 19:58:56 -0400 <TerriFraracci> Just another smoke and mirrors presentation from @GOP &amp; @realDonaldTrump, the #SmokeAndMirrorsPresident.  They have no bottom. They do not care. They will do anything to push #Kavanaugh through to protect 45, &amp; so themselves. Full stop.  #VoteGOPOut
1046187602200719360 2018-09-29 19:58:56 -0400 <CheekAmeera> @av8rphil @real_farmacist @realDonaldTrump They said they don't recall, not that they weren't there, and those statements weren't made under penalty of perjury.
1046187601693212672 2018-09-29 19:58:56 -0400 <goldentowers2> @realDonaldTrump Instead of investigating Swetnick's claims, the White House counsel’s office has given the FBI a list of witnesses they are permitted to interview, according to several people who discussed the parameters on the condition of anonymity.   https://t.co/JXh1IJiZuY  https://t.co/fWwq2CTZ0U
1046187598518132736 2018-09-29 19:58:55 -0400 <trumpisgarbage1> @realDonaldTrump crime doesn't pay no matter what your boss in russia says. eventually the law catches up with criminals like you. you'll be in prison before the end of your first term as a dictator.
1046187597989650433 2018-09-29 19:58:55 -0400 <LtlRon> @realDonaldTrump @IvankaTrump REAL family values🙄
1046187597570150400 2018-09-29 19:58:55 -0400 <TravelingMan225> @Fahrenthold @RBReich @realDonaldTrump Should have done this on DAY ONE, but better late than never. At least, there is lots of evadance.  UNDENIABLE EVADANCE.
1046187596982804480 2018-09-29 19:58:55 -0400 <lordmalignance> @JerryFalwellJr @realDonaldTrump Satan very much commends this strategy! Evangelicals should stop Pretending to care a whit about ethical teachings and just Openly elect Evil people. Sins are Tickets to Hell, and false prophets like @JerryFalwelljr are serving Satan Very well by luring his followers with them.
1046187596773232646 2018-09-29 19:58:54 -0400 <lovetorunman> Would love to see a debate between @realDonaldTrump and Pocahontas!!
1046187595586293767 2018-09-29 19:58:54 -0400 <clydecrusilla> @realDonaldTrump How could Connecticut elect a Vietnam liar...@SenBlumenthal
1046187591995928577 2018-09-29 19:58:53 -0400 <coxson4> @realDonaldTrump How about the fact that you ducked out of serving?? #drschollinserts
1046187588711661568 2018-09-29 19:58:53 -0400 <RedHotRob63> Can't believe I just reached 100 followers!!  Might not seem like much to most of you, but to me, a loyal @POTUS @realDonaldTrump supporter and believer..this is HUGE!! Keep up the good fight!! Thank you all!! #ComfirmKavanaugh #MAGA #KAG
1046187583384903680 2018-09-29 19:58:51 -0400 <roseburgreds_ot> @realDonaldTrump @FoxNews As you try to bathe yourself in religious mantra I ask the American people to beware of false prophets he has aligned himself with dark forces to try and rip this country apart
1046187579719090177 2018-09-29 19:58:50 -0400 <RisingVets> @JerryFalwellJr @realDonaldTrump #deplorable #WWJD not this
