1046187864743178241 2018-09-29 19:59:58 -0400 <jeanetteek1> @Psychoman1976 @rising_serpent @realDonaldTrump Test for the FBI?
1046187864227291137 2018-09-29 19:59:58 -0400 <peggynysom> @WeSupport45 @realDonaldTrump @SenFeinstein @RepAnnaEshoo We see you  https://t.co/o6HdAzfKdR
1046187862163480576 2018-09-29 19:59:58 -0400 <cherbear718> @realDonaldTrump You have a lot of nerve discussing anyone’s service when you evaded service with “rich boy” syndrome.
1046187858229428224 2018-09-29 19:59:57 -0400 <bobbybagaboodle> @realDonaldTrump He sucks. Freddie cruger look alike.
1046187857898065921 2018-09-29 19:59:57 -0400 <SouthDakotaSlim> @JerryFalwellJr @realDonaldTrump Boy are you weird!
1046187855712673792 2018-09-29 19:59:56 -0400 <dee_mayf> @georgebounacos @realDonaldTrump @FoxNews Bingo
1046187855398100992 2018-09-29 19:59:56 -0400 <AllenThayer1> @realDonaldTrump Just like your golf course that's on a Civil War battleground site. A lie. All the Trump University students who were fleeced. And the Tump family illegally making money because Donald is in the White House. #trumpliesmatter #TrumpCrimeFamily #TrumpResign
1046187850490892290 2018-09-29 19:59:55 -0400 <clocmbs> @marklevinshow @realDonaldTrump quoted "Stone Cold" @steveaustinBSR "the rattlesnake"  https://t.co/IvgneafdFD
1046187850264272896 2018-09-29 19:59:55 -0400 <Voicesfrommykat> @realDonaldTrump You lie constantly
1046187848385232896 2018-09-29 19:59:54 -0400 <theGoat33> @realDonaldTrump Hey kettle, it’s pot
1046187848100130818 2018-09-29 19:59:54 -0400 <trcfwtt> @JodiRankin1 @Swee2thMc @dpgumby @realDonaldTrump He even claimed they miraculously healed on their own.  https://t.co/CrGDBob9B2
1046187846376329216 2018-09-29 19:59:54 -0400 <novacane08> @UnfollowTrump At least he served mr bone spurs  @realDonaldTrump
1046187844237238272 2018-09-29 19:59:53 -0400 <oceansfourlife> @realDonaldTrump Well this tweet didn’t work out to well for ya did it?
1046187843582914560 2018-09-29 19:59:53 -0400 <gcd_> @realDonaldTrump This coming from the phony who had daddy pay a dr to come up w/ “trumped” up, phony “bone spurs”.
1046187835831853056 2018-09-29 19:59:51 -0400 <supcupcake> @HernandoDeSot11 @horning_kenneth @VortexVixen45 @jcpenni7maga @realDonaldTrump @CNN @TuckerCarlson @FoxNews @foxandfriends @MSNBC @FBI @CIA @ForrestCSmith @RampsMAGARants @HH_kathy @Golfinggary5222 @ArizonaKayte @PatrioticVa @TombStoneBub @SiddonsDan @jimlibertarian @LazyMeatball @smalltownandrew @MollyV178 @45IsMyGuy2020 @FireUpMAGAKAG @SunshineLK10 @grizzlemeister @Hank63R HAHAHAHA! That's great!!!!
1046187834019913728 2018-09-29 19:59:51 -0400 <T4RAHS> @realDonaldTrump Can someone call Mueller please?? FFS! This moron is obstructing justice once AGAIN by denying an FBI investigation into Julie Swetnick’s allegations. Can I get a side of democracy with these fries please? #godhelpus #TFA #BelieveWomen @MichaelAvenatti #KavanaughConfirmation
1046187833696956416 2018-09-29 19:59:51 -0400 <GypseyBarke> Huge admission on part of White House!  Not only is Kavanaugh guilty of the things this third woman could attest to, but also Trump knows he’s guilty &amp; so he is putting his hand over her mouth so she can’t scream for help!!  @KenDilanianNBC @CNNPolitics @realDonaldTrump
1046187830131785728 2018-09-29 19:59:50 -0400 <RoheyFaye> I wonder if @realDonaldTrump is going on therapy 😏 he seems calm these days! A calm President is always appreciated! Keep calm and reseaonable @POTUS and be peaceful and don’t forget to be a role model &amp; give back the children of Palestine their aid 4 school &amp; basic needs ✌🏽😍
1046187828256886785 2018-09-29 19:59:50 -0400 <NerdBurdick> @JerryFalwellJr @realDonaldTrump Interesting! I'll tell you what, Jerry....I will LITERALLY give my vote in 2020 to Trump if he survives and wins a genuine street fight in his home turf of Queens, NYC.   No proxies, no Secret Service stepping in, just two street fighters in a honest asphalt brawl.  Deal?🤔
1046187828227399680 2018-09-29 19:59:50 -0400 <the_yoeman> Watch what happened at 37:10 in @DiamondandSilk's broadcast: LIVE: President @realdonaldtrump rally in Wheeling, WV  https://t.co/SmCUlFtkTR
1046187826738487297 2018-09-29 19:59:49 -0400 <KNoel714> @realDonaldTrump So presidential, such a role model for our youth.
1046187824783876096 2018-09-29 19:59:49 -0400 <Firehorse77> @sandbox100 @RealKyleMorris @drawandstrike @realDonaldTrump @FBI It’s not the field agents - they are 100 percent professional! So much respect for them! It’s those at the mgt level who meddle in dirty politics!
1046187824133885952 2018-09-29 19:59:49 -0400 <KenBoggess> Running scared @realDonaldTrump
1046187821910970368 2018-09-29 19:59:48 -0400 <JosephMarionRa2> @realDonaldTrump If he is a Democrat @SenFeinstein then he has an excuse, lack of honor. Stolen Valor is nothing to a Democrat, check out Purple Heart John Kerry. Is there ONE Republican who claims to be anything other than an American wanting to protect &amp; preserve our Constitution? Him/her slime
1046187816722616320 2018-09-29 19:59:47 -0400 <DianneY22708521> @realDonaldTrump How in world do you think it is ok to comment on anyone’s service to our country? You avoimded the draft for years, so no service from you. You were helped to win the election of President of the US and still are not doing service to our country. So ashamed
1046187816680648704 2018-09-29 19:59:47 -0400 <hollytastically> @Angela411975 @CapitoforWV @realDonaldTrump No need to come down on us collectively. There are plenty of us who think @SenCapito and @realDonaldTrump are sacks of shit.
1046187815648874502 2018-09-29 19:59:47 -0400 <MathewMcdonal19> @realDonaldTrump Typical
1046187815023849472 2018-09-29 19:59:46 -0400 <PoliticalAnt> @FoxNews @POTUS .@realDonaldTrump was publicly laughed at by world leaders at the #UNGA and I am very certain that they laugh at him even harder in private. In other words, thanks to him, the United States is respected less than it was before he got in office.  You know I am right.
1046187808614944768 2018-09-29 19:59:45 -0400 <WayneGrey3> @realCfjjitesji @realDonaldTrump In what way do these men not care about shootings and school rapes?  The most meaningless assinine thing I ever heard. It's like saying Democrats are not hypocrites.
1046187803258834944 2018-09-29 19:59:44 -0400 <BreakoffBetty> Man, I love this guy! @realDonaldTrump
1046187801937612800 2018-09-29 19:59:43 -0400 <NJMDiesel> @YourAnonNews @Judge_Kavanaugh @realDonaldTrump  https://t.co/oxfJe3w4BV
1046187801082040320 2018-09-29 19:59:43 -0400 <BactiveorBquiet> @realDonaldTrump This from Cadet Bone Spurs! 🤣😂🤣😂🤣😂😂🤣😂😂🤣😂😂😂🤣😂
1046187800301899776 2018-09-29 19:59:43 -0400 <mark_selby723> @UPYOURS555 @ABC @SenFeinstein @BarackObama @JudicialWatch @wikileaks @POTUS @GOP @feinstein @realDonaldTrump @HillaryClinton I bet there is dust growing and a big hole in the ground under the vault!  LMAO  Where does all the gold and silver come from that gets sold as mint coins all the time on television?? Just wondering
1046187797881782273 2018-09-29 19:59:42 -0400 <dadums56> @BronxGirl1357 @realDonaldTrump Mrs. Yardley’s third son would NEVER say, intimate, aver, insinuate, write, allude, et al., such an outlandish idea such as you put forth. POTUS is, and always shall be, responsible to the citizens of the USA.  Where, in my Tweet, did you get such an idea? Pray tell.
1046187797508485123 2018-09-29 19:59:42 -0400 <Detspray> @RamboReality @realDonaldTrump Good Luck with that and look who's talking about Vietnam a known Draft Dodger
1046187796304670722 2018-09-29 19:59:42 -0400 <carogonza> @realDonaldTrump 🤣🤣🤣🤣🤣🤣Sure #CadetBoneSpurs
1046187790411714562 2018-09-29 19:59:41 -0400 <dreamsocean> @realDonaldTrump Seems that many constraints have been put on this investigation - what’s the point of that - iscthisxwhat America  has become ? What have you done to us .
1046187789161762816 2018-09-29 19:59:40 -0400 <Francophile1962> @WilderDanni @TechnyGal @realDonaldTrump Ohhh, the HRC card! Of course!!! What a surprise!🙄 If the Clintons (no apostrophe) had cut the heads off of corpses and made them into bongs, that has no bearing on Trump raping the country blind. Why are you defending 45 rather than working to have Clintons brought to justice?
1046187784933965826 2018-09-29 19:59:39 -0400 <PeaZy87> @MarkPHillJCLord @Michael93335728 @tracees46 @WhiteHouse @POTUS @realDonaldTrump Can I have some of what you’ve been smoking?
1046187781913866240 2018-09-29 19:59:39 -0400 <LibreVerdad1> @realDonaldTrump Supreme Criminal Of The United States
1046187775261896705 2018-09-29 19:59:37 -0400 <RoseBud79004902> @DonaldJTrumpJr @realDonaldTrump As much as we loved Ronald Reagan,America loves Donald Trump even more ! The man is brilliant!
1046187773785460736 2018-09-29 19:59:37 -0400 <Sunyasue> @MisterReputable @OQuin_Resister @av8rphil @real_farmacist @realDonaldTrump Talking about yourself?
1046187770069307392 2018-09-29 19:59:36 -0400 <Mauldin4GA> @realDonaldTrump Like you have room to talk... draft dodger
1046187767628267520 2018-09-29 19:59:35 -0400 <M1GrandRedneck> @realDonaldTrump I hope they investigate her as well.
1046187764973211648 2018-09-29 19:59:35 -0400 <LacySheila> @BlackAmericanF1 @realDonaldTrump @SenFeinstein @DNC @CoryBooker I smell it!!!
1046187761898848257 2018-09-29 19:59:34 -0400 <Mysweetdolce> @WhyPresident @realDonaldTrump @FoxNews @MichaelAvenatti @FBI  https://t.co/DVRn0UBVuQ
1046187759180951553 2018-09-29 19:59:33 -0400 <smilingfireowl> @GOP @realDonaldTrump Covering for rappist is just your thing i guess
1046187758052679685 2018-09-29 19:59:33 -0400 <NoemiDeanne> @realDonaldTrump Rapist Trump: You will go down in history as the leader of the free world who illegitimately forced through an attempted rapist onto the Supreme Court so he could get you pardon for treason against the United States!
1046187756433670144 2018-09-29 19:59:33 -0400 <astra3333> @realDonaldTrump @FoxNews How come its never a big rally in new york or Vermont?
1046187751777988608 2018-09-29 19:59:31 -0400 <ksplanet> @realDonaldTrump @FoxNews No one likes you. Even your parents hated you. They knew.  #NotMyPresident
1046187749315883008 2018-09-29 19:59:31 -0400 <DonaldCooley2> @SheriffClarke @realDonaldTrump And this delay allows the Dems more time to create more sex abuse stories.
1046187748095397888 2018-09-29 19:59:31 -0400 <suedonym123> @realDonaldTrump Pot.  Kettle.  Mr. Bone Spurs.
1046187745180299265 2018-09-29 19:59:30 -0400 <paynt> @jimmyp12975 @kelly2277 @Safeway @realDonaldTrump @FBI and you are a bot
1046187745083904005 2018-09-29 19:59:30 -0400 <PamDenny4> @realDonaldTrump I was so depressed by the events of this week,  as regards Judge Kavanagh. Je is a good man who does not deserve tj8s abuse.  It was so good to see you at the WV rally.  Gives me hope!  Go Marsha Blackburn!
1046187742537953285 2018-09-29 19:59:29 -0400 <houndog121> @guyla_laird @4BlyndJustyse @goodoldcatchy @MichaelAvenatti @realDonaldTrump He appeareared to show himself as a "poor little rich kid" who foe the 1st time in his life hasn't just gotten things immediately as he has grown accustomed to having. He went the entire spectrum of emotions and made it seem like beer was #1 in his life. He mentioned beer most.
1046187740797300736 2018-09-29 19:59:29 -0400 <laurafiredragon> @YourAnonNews @Judge_Kavanaugh @realDonaldTrump Omg boofs for evil... I can't even... 😂
1046187740554055680 2018-09-29 19:59:29 -0400 <baggerthehammer> @JerryFalwellJr @realDonaldTrump Maybe you should read Jeremiah chapter 23.
1046187736934338561 2018-09-29 19:59:28 -0400 <softcrush> @realDonaldTrump We love ❤️ Judge Kavanaugh so much it hurts.   He was born for the Supreme Court...and believe the lamp unto your feet showed you the way, and helped you make this most decent pick. 😇  #Godsend
1046187735948685313 2018-09-29 19:59:28 -0400 <PoliticalAnt> .@realDonaldTrump was publicly laughed at by world leaders at the #UNGA and I am very certain that they laugh at him even harder in private. In other words, thanks to him, the United States is respected less than it was before he got in office.  You know I am right.
1046187731276230658 2018-09-29 19:59:27 -0400 <ThomasLyles> @CarolMillerWV @realDonaldTrump Funny, Carol. This week your Congressional Republican pals just rammed #TaxScam2 through the House when they knew that VOTERS KNOW that the first tax law benefits large corporations and the wealthy (like you!) over middle class families! #NotBetterOffNow   https://t.co/mGestbHA5K
1046187726175961088 2018-09-29 19:59:25 -0400 <dulaman65> @realDonaldTrump You didn't go to war neither Mr. Bone Spurs.
1046187726024970240 2018-09-29 19:59:25 -0400 <ragequit94> @realDonaldTrump thinks there's a conspiracy against him.
1046187723676160001 2018-09-29 19:59:25 -0400 <KopsMiss> @realDonaldTrump  https://t.co/GjK6sd7m0i
1046187721683869697 2018-09-29 19:59:24 -0400 <TantumVero> @ryangrim Another similarity to @realDonaldTrump.  His supporters think "he must be smart because he's a billionaire."  The problems are:  A) He would be a billionaire if he did nothing for 40 years; he inherited $100+  B) It is quite possible he's NOT a billionaire  Kavanaugh is Trump
1046187717019807744 2018-09-29 19:59:23 -0400 <tigerpepper111> @realDonaldTrump POTUS, also investigate all players involved in this plot against J Kavanaugh, including senate members, Ford and her lawyers for lieing...  https://t.co/GiAY9e7t0A
1046187716910538752 2018-09-29 19:59:23 -0400 <dmmccs> @realDonaldTrump Release the stolen babies and children NOW!!!! #trumpconcentrationcamps
1046187716566704128 2018-09-29 19:59:23 -0400 <pattyjarbuckle> @realDonaldTrump Would love to see pictures of you helping first responders on 9/11. I’ll wait.
1046187716256452608 2018-09-29 19:59:23 -0400 <miserable_gamer> @realDonaldTrump That's right, you tell 'em Captain Bonespurs!! Nothing worse than someone telling lies about military service, serving or dodging!
1046187715967025153 2018-09-29 19:59:23 -0400 <UROCKlive1> @TheRynheart @realDonaldTrump They have to do something to stop these uppity women from thinking they have a right to have any say about how things are.
1046187715769696256 2018-09-29 19:59:23 -0400 <JennyDawny> @realDonaldTrump @FoxNews There will be long lines leaving the small rally, Trump.  https://t.co/npmZ2ZmcJg
1046187711764344833 2018-09-29 19:59:22 -0400 <Deingirl> @KumbuskyPhil @Top_Sergeant @realDonaldTrump LMAO!! This is the best!!
1046187711160340480 2018-09-29 19:59:22 -0400 <Drruthc> @NancyPelosi @ReverbPress @realDonaldTrump Power. It has a curse. When the means utilized to ensure the sustenance of power are beyond ethical parameters — power is no longer controlled: it is controlling. Addiction to power is ripping our democracy apart. Its curse? The downfall of democracy.
1046187709251940352 2018-09-29 19:59:21 -0400 <ExMaharajh> This guy, Patrick Morrissey (@MorriseyWV), seems pretty awesome. West Virginia has a good one there. I'm tired of worrying about people like Flake, Collins, and Murkowski. I need prizefighters like this guy to help @realDonaldTrump #MAGA
1046187706085191686 2018-09-29 19:59:21 -0400 <reFocusZone> COOL 1-minute video scanning attendees in a looong line waiting to get into the @realDonaldTrump rally in #Wheeling, West Virginia (filmed hours before Trump’s speech at 7pm)   https://t.co/11vBdjtHuQ #TrumpRallyWV #WV #MAGA #news #SCOTUS #ccot #Midterms2018 Red Wave
1046187705296543747 2018-09-29 19:59:20 -0400 <theGoat33> @realDonaldTrump Ouchers - my bone spurs - Ouchers
1046187703077928961 2018-09-29 19:59:20 -0400 <hcraig0062_h> @JasonQAnon1 @StormIsUponUs @realDonaldTrump @Agent17Agent171 @QmMajor @mflynnJR @AdamLeeBrown4 @MiKaylaThoksape @MagniFieri @qspiracy @GoodTRUMPsEvilQ @prayingmedic I want that shirt!!!!!!
1046187702192869376 2018-09-29 19:59:20 -0400 <JoanRobuck> @FNC_Ladies_Rule @WattersWorld @JesseBWatters @FoxNews @realDonaldTrump @DonaldJTrumpJr @kimguilfoyle @kayleighmcenany @RealDrGina WE LOVE TRUMP AND JESSE!  PLEASE APPOVE KAVANAUGH!🇺🇸🙏
1046187701693763584 2018-09-29 19:59:19 -0400 <EarthAngel4u975> @realDonaldTrump And what about YOUR service Captain Bone Spurs?  https://t.co/g0KqN7Y9so
1046187696253628416 2018-09-29 19:59:18 -0400 <fire12andice11> @realDonaldTrump COMING FROM A FAKE POTUS AND FAILED BUSINESSMAN!   https://t.co/F5GqNxQo74
1046187695037448193 2018-09-29 19:59:18 -0400 <DavidChancey4> @vimack1943 @realDonaldTrump Bot
1046187692957093889 2018-09-29 19:59:17 -0400 <nhart543> @_Sheila_Jones_ @torditobonito @Dana27457545 @kashmere2u @realDonaldTrump @FoxNews We know you can't.
1046187691245752320 2018-09-29 19:59:17 -0400 <pat_is_foxy> @JerryFalwellJr @realDonaldTrump People like you are why church attendance continues to drop to all time lows. Nothing but hypocrisy and ignorance of Jesus’s true teachings.
