863181995425312768 2017-05-12 19:59:59 -0400 <Steve11607807> @realDonaldTrump @sianbennett12 How can anyone take this man seriously
863181902827728896 2017-05-12 19:59:37 -0400 <JWillette1805> @lilNecie @clemsongirl719 @carolynbowen89 @SusanChance2 @Cernovich @realDonaldTrump Aw, snowflake blocked me cause she can't defend herself.
863181897505132544 2017-05-12 19:59:36 -0400 <lanatwotwo> @scienceovermyth @Vladeon @Supertoaste @GeorgeTakei @realDonaldTrump And TiVo/DVR !
863181891901562880 2017-05-12 19:59:34 -0400 <glo1115> @realDonaldTrump If cancer cure would be allowed to be released, we would not be in this situation. @realDonaldTrump  #bringoutCancerCure
863181888260853761 2017-05-12 19:59:33 -0400 <CryptoSmiles> Dear @realDonaldTrump supporters: do you have a line, or will you blindly continue to follow his minions over the cliff? Asking for a friend  https://t.co/I9jLrfjH7k
863181887455592449 2017-05-12 19:59:33 -0400 <easternstarock> @Bipartisanism Look @ @realDonaldTrump voters FB posts= concoctions of Russian trolls (evidence support affected) #TrumpRussia #dumptrump #idiocracy #sad
863181883051474944 2017-05-12 19:59:32 -0400 <_mattcaldwell> @realDonaldTrump Wow buddy more lies. In an interview today he said he's not sure. Try again. #FactNews #Trump
863181882833461248 2017-05-12 19:59:32 -0400 <dimarie32> @realDonaldTrump I'm good with that. How about all of you?  A little chicken cooked in a country that despises us. ....
863181882581712896 2017-05-12 19:59:32 -0400 <subschneider> @KrsaMaeFshr @DonaldJTrumpJr @EricTrump @realDonaldTrump @FLOTUS So you lied about teaching your children to live everyone and support hate. Thanks for proving my point.
863181879725379584 2017-05-12 19:59:31 -0400 <MOrtabasi> @SenCoryGardner WE ARE WAITING FOR YOU TO DO THE RIGHT THING. Or are you just @realDonaldTrump's pawn?  https://t.co/s4CNxaq6gv
863181875887656961 2017-05-12 19:59:31 -0400 <Kimberl04757685> FOLLOW THE MONEY, INDEED. RICO RICO..THIS SHOULD BRING DOWN PRESIDENT IN MONEY LAUNDERING @realDonaldTrump  https://t.co/Pmf1Hf6fLV
863181873492639744 2017-05-12 19:59:30 -0400 <tvitin> @DevinSavageOfcl  AMEN! @DRUDGE @thedailybeast @POTUS @realDonaldTrump
863181872519630848 2017-05-12 19:59:30 -0400 <Babydol28> @SteveReed @RosenauSterling @wwat0510_wanda @CNN @realDonaldTrump Nice try buttercup
863181867364823040 2017-05-12 19:59:28 -0400 <Naughtaclue> @realDonaldTrump @FLOTUS Are all your kids' mother's invited?
863181862927298561 2017-05-12 19:59:27 -0400 <TashkaTik> @RJSzczerba @realDonaldTrump &amp; trump's "most prestigious" law firm is 2016 "Russia Law Firm of the Year." Ya just can't make this sh## up! If on SNL, trump wd be p.o.'d.
863181861736022016 2017-05-12 19:59:27 -0400 <Skippysigmatic> @realDonaldTrump drag her
863181861383786500 2017-05-12 19:59:27 -0400 <KnotMySuperbowl> @williamlegate @realDonaldTrump @FLOTUS You again? So you hate Mother's Day?
863181858934145024 2017-05-12 19:59:26 -0400 <JaneBangert> @Mizzo07R @blu_haize @Pugable @AmazingDouglass @Lawrence @realDonaldTrump 👍🎉 so my peeps say to repeat daily. It's empowering and has showed me a lot about patriotism vs politics!  Stay on point. Issues America🇺🇸
863181855566311424 2017-05-12 19:59:26 -0400 <Ryck2222Ryck> @realDonaldTrump In ends when you're in prison
863181854618398720 2017-05-12 19:59:25 -0400 <mdparentisme> @floydwebb @PhiMu4ever @josephamodeo @realDonaldTrump Propaganda has always been everywhere. All 1 needs is critical thinking.Trump sells black &amp; white 2 limited ppl who can t conceive greys
863181852860833792 2017-05-12 19:59:25 -0400 <Kathlee57006424> @realDonaldTrump   https://t.co/bNrERUDVhW
863181848037400576 2017-05-12 19:59:24 -0400 <bernardjduffy> @ReutersBiz @generalelectric One would think GE would look at their own Backyard before commenting on @realDonaldTrump
863181848016539648 2017-05-12 19:59:24 -0400 <LizKincaid1> @realDonaldTrump Smells like someone is guilty... Predator Trump
863181845311217664 2017-05-12 19:59:23 -0400 <lynnehfnp> @realDonaldTrump So is the Fake President!
863181843054579712 2017-05-12 19:59:23 -0400 <dmolina680> @Madsonovich @gmarieritter @realDonaldTrump @POTUS This is getting better by the minute...
863181840424808448 2017-05-12 19:59:22 -0400 <Ginawmson> @realDonaldTrump The fake media works overtime everyday
863181833189588992 2017-05-12 19:59:20 -0400 <ChikTandoori> @ALT_uscis @realDonaldTrump The most favorable odd to the USA
863181832749232131 2017-05-12 19:59:20 -0400 <themoulinrogue> @realDonaldTrump Colbert's too filthy for TV but it's fine to talk about grabbing women by the pussy when you think it's not being recorded?
863181831771967489 2017-05-12 19:59:20 -0400 <sonoflars55> @realDonaldTrump That would be because the Fake President is working overtime today.
863181831075618816 2017-05-12 19:59:20 -0400 <pdlgardner> @realDonaldTrump Does sitting in your bathrobe watching and shouting at the television really count as being "very active"?
863181827305033729 2017-05-12 19:59:19 -0400 <deedees55> @realDonaldTrump So who is this James Clapper?  FBI?  independent counsel?  Yeah,  i didn't think so
863181821676314624 2017-05-12 19:59:18 -0400 <KapNKhronic420> @realDonaldTrump I voted for you sir please do not start losing votes cause Session got a big head, you have a economy to fix.  https://t.co/xHcAryWIro
863181821210656769 2017-05-12 19:59:17 -0400 <jinglebell3831> @advodude @realDonaldTrump I love you!!!❤
863181818761068544 2017-05-12 19:59:17 -0400 <Nuria_amb_seny> @jaydubb63 @crashfrog @SamHarrisOrg @realDonaldTrump @POTUS And in any case, he won. He's in the hot seat and he's burning up. Hope he doesn't bring down the country as he destroys himself.
863181815523282944 2017-05-12 19:59:16 -0400 <MauraLeeLang> He understands nothing and he isn't interested in learning. He's incompetent, insane and a danger to our country. #Unfit @realDonaldTrump  https://t.co/qSOOM4d6i6
863181812687929345 2017-05-12 19:59:15 -0400 <SoulBlossom_Wen> @realDonaldTrump you need to step away from your phone. The screaming is inside your head. You are the one who allowed Putin to bug the WH.
863181812675334144 2017-05-12 19:59:15 -0400 <geoff9cow> That number is going to be huge until #lying @GOP @potus @realdonaldTrump is impeached or quits.  https://t.co/N0X3cFou3S
863181811597406212 2017-05-12 19:59:15 -0400 <AuntMingy> @AndreaKuszewski @realDonaldTrump Yes, he is...  https://t.co/gb0fRVZdQO
863181810687135744 2017-05-12 19:59:15 -0400 <the_real_scott> @realDonaldTrump I think it's a good excuse for DJT stealing the election. WORST PRESIDENT of my lifetime (and I've lived through eleven of them).
863181807180812292 2017-05-12 19:59:14 -0400 <Politics442> @realDonaldTrump  https://t.co/hSj9VOWapk
863181805800837120 2017-05-12 19:59:14 -0400 <GitcheeGu> @realDonaldTrump Love you, President Trump. So incredibly proud of you and your staff. Love Sean Spicer.  He's doing a great job facing off with MSM idiots.
863181805465157633 2017-05-12 19:59:14 -0400 <ErikVeland> Finally winning at something @realDonaldTrump  https://t.co/exBMsz22al
863181804773101568 2017-05-12 19:59:14 -0400 <Trump838366259> @realDonaldTrump I love China.
863181800457125888 2017-05-12 19:59:13 -0400 <AntonyBucket> I'm loyal to the constitution&amp; to my country. I'm patriotic&amp; I am able to pay my share to run the country. I'm not loyal to @realDonaldTrump
863181800453148672 2017-05-12 19:59:13 -0400 <Minister_Janice> @realDonaldTrump So is the fake president
863181800335523840 2017-05-12 19:59:12 -0400 <ericjlind> @realDonaldTrump Stupidest. Tweet. Ever.  So, now you want to tell the world that the president able to record people without their knowledge?  LAAAAAAME.
863181796023861249 2017-05-12 19:59:11 -0400 <Lisayou76304789> @realDonaldTrump FBI doesn't EXPAND an investigation when there is nothing there.
863181794325270532 2017-05-12 19:59:11 -0400 <BillHarkins11> @realDonaldTrump Just like the fake president.
863181788000268290 2017-05-12 19:59:10 -0400 <gottagrowdaily> Mr.President I have been on the train from day 1. Keep makin me proud and keeping those promises. Thank you and Godspeed @realDonaldTrump!!!
863181781293383680 2017-05-12 19:59:08 -0400 <spookysperry> @paulandstorm @realDonaldTrump @neilhimself your response?
863181781226467329 2017-05-12 19:59:08 -0400 <s_sharky214> @RogueAdviceLady @tedlieu @realDonaldTrump If DJT has tapes / recording of what '45' claims Comey said, then bring it on. I say - no tapes exist - where Comey says what DJT claims.
863181780664373250 2017-05-12 19:59:08 -0400 <7639235149> .@realDonaldTrump Come on out.give yourself a Hand.
863181780584718336 2017-05-12 19:59:08 -0400 <vagabondbettie> @realDonaldTrump Talk about your experience in Vietnam.
863181779166941184 2017-05-12 19:59:07 -0400 <jonathanhuston> You got to be president for a while, @realDonaldTrump. Nobody can ever take that away from you.  https://t.co/h2ITRZ9gZr
863181777925492736 2017-05-12 19:59:07 -0400 <jaheenp> @realDonaldTrump You haven't been in the Oval Office for six months yet, and you have more scandals, and lies than most Presidents have in 4 years!!!
863181773789736960 2017-05-12 19:59:06 -0400 <strikerwon> @AlwayanAmerican @mackette52 @realDonaldTrump @POTUS @TGowdySC @JamesComeyFBI "Gowdy is a man of integrity..."  I like Gowdy, too, but he doesn't like Trump. If he doesn't have Trump's back, he won't have mine or ours.
863181772007198720 2017-05-12 19:59:06 -0400 <les_deplorable> @Cortez3Anna @realDonaldTrump liar liar pajamas on fire..,
863181769897644032 2017-05-12 19:59:05 -0400 <rhondapsmith2> @realDonaldTrump My Dad always said A man is only as good as he's word. I guess you're screwed.
863181767410319363 2017-05-12 19:59:05 -0400 <Babydol28> @SteveReed @RosenauSterling @wwat0510_wanda @CNN @realDonaldTrump trea·son ˈtrēzən/ noun the crime of betraying one's country, especially by attempting to kill the sovereign or overthrow the government.
863181766982553604 2017-05-12 19:59:05 -0400 <boydsilverworks> @realDonaldTrump Go get some hand extentions, Mr. Tiny Hands
863181765581688832 2017-05-12 19:59:04 -0400 <PedanticMonkey> @realDonaldTrump Maybe you all should just get your shit together, stop making stuff up and quit lying to everyone.
863181762373013510 2017-05-12 19:59:03 -0400 <PennyM55> @aecontre @mokmuud @SanteTheWitty @Blaaazer7 @carolynbowen89 @SusanChance2 @Cernovich @realDonaldTrump @FLOTUS 😎
863181761198608385 2017-05-12 19:59:03 -0400 <tropicalsoul> @williamlegate @realDonaldTrump Ooooh, I hope he didn't overtax himself. Two whole meetings. He's a regular superman.
863181760623923200 2017-05-12 19:59:03 -0400 <ShawnIGGYmama> @KeithOlbermann @realDonaldTrump That "so called" @POTUS is guaranteeing himself a jail cell &amp; probably sell-offs of trump properties for back taxes!
863181759977971712 2017-05-12 19:59:03 -0400 <hugoobrock> @Lawrence @realDonaldTrump ???. If Trump were 2 buy a 24oz Slurpee &amp; down it, is he capable of having a brain freeze or is it just business as usual? I gots ta know
863181757180399616 2017-05-12 19:59:02 -0400 <EdiePeg> @realDonaldTrump As Bugs Bunny would say, “Whatta Maroon!”
863181754416418817 2017-05-12 19:59:02 -0400 <Kevinctyler2> .@realDonaldTrump you might wanna read this...  https://t.co/a1HjiDH4Tn
863181752801443841 2017-05-12 19:59:01 -0400 <franstravel923> @realDonaldTrump maybe you can joke around it might help
863181747000889346 2017-05-12 19:59:00 -0400 <NancyHume1> @DonaldJTrumpJr @EricTrump @realDonaldTrump  the American people must come to terms and respect President  Trumps  decisions. Simply put
863181743679033344 2017-05-12 19:58:59 -0400 <LisaPatrell> @ALT_uscis @realDonaldTrump I hope
863181741913190400 2017-05-12 19:58:59 -0400 <Vector64China> @realDonaldTrump There is wisdom in fertility but they are extinct. Matthias replaced Iscariot .
863181740763996161 2017-05-12 19:58:58 -0400 <1untamedbrain> @the1776er @SamHarrisOrg @realDonaldTrump @POTUS Of course I did! I'm a Bernie supporter. I think at minimum she shld've been prosecuted for deleting the emails, if not jailed.
863181738754809856 2017-05-12 19:58:58 -0400 <KatGSD17> @realDonaldTrump Unlike you-I keep my promises-I donated AGAIN to the ACLU
863181736871636993 2017-05-12 19:58:57 -0400 <Barrabarra5> @TrueFactsStated @rainebow5360 .@realDonaldTrump &amp; @GOP: @HillaryClinton called-Asking what it feels like to be under a cloud of suspicion &amp;media attn.
863181735831326720 2017-05-12 19:58:57 -0400 <JenConley7> @realDonaldTrump @FLOTUS . .the fact that you did everything you could not to join it.
863181732530372608 2017-05-12 19:58:56 -0400 <tamivanderbeek> @greta @AlanDersh @realDonaldTrump But it sure is a distraction to what is really going on behind the scenes.
863181724318023680 2017-05-12 19:58:54 -0400 <SouSou1106> @TParker1961 @realDonaldTrump not relapse-but because of the healthcare mess, most people do not have access to it. And it's regulated and monitored as well, but kids-
863181723793858560 2017-05-12 19:58:54 -0400 <zmarx_the_spot> @realDonaldTrump @poundsignmatt11
863181721147146241 2017-05-12 19:58:54 -0400 <WandaMiller5102> @ABC @nbc @CNN @MSNBC @POTUS Think about it, @realDonaldTrump has been talked about in the media 7-days/wk every week since he was elected, and before. 12hrs sometimes
863181720488742912 2017-05-12 19:58:53 -0400 <ephmen> @JoyAnnReid @realDonaldTrump dems need to get out more voters not try to win his "culturally anxious" ones.
863181720388083712 2017-05-12 19:58:53 -0400 <NschuhSchuh> @Adam_Puzio @Candiaintright @caljos132 @VeeVee @realDonaldTrump No, he is glueing the american people, not the crazies!
863181715963076608 2017-05-12 19:58:52 -0400 <End_Silence_Now> @Evan_McMullin @LouiseMensch @realDonaldTrump BFFs
863181713228283904 2017-05-12 19:58:52 -0400 <cynnamongirl216> @ThePerezHilton @realDonaldTrump Yes, business as usual for our crazy POTUS
863181712951574529 2017-05-12 19:58:52 -0400 <jmcdonald2005> @ALT_uscis @realDonaldTrump We can hope!
863181710430699522 2017-05-12 19:58:51 -0400 <PTCWebstar> @Teci4U @CNN Don t worry ... German News is reporting about @realDonaldTrump  getting more ice cream than his guests ... I DON T CARE !
863181708127985665 2017-05-12 19:58:51 -0400 <quantumsorcerer> @realDonaldTrump Fake Christian, Fraud Trump, pretending to care about others. Disgusting Hypocrite! Resist! Humiliate! Impeach! Save America from Putins boy
863181707540922369 2017-05-12 19:58:50 -0400 <dj_langster> @realDonaldTrump Well, I've got to give it to you, you do predict the future well.
863181696484683776 2017-05-12 19:58:48 -0400 <couchonroof> @WTFisGoingOnDon @SilveryVeela @HeyImjustsayin @nukumik @RJSzczerba @realDonaldTrump war of 1812 crap we might accept. Remember when y'all came up the Potomac and burned down the white house? Just make it Mar-a-lago this time
863181694081396736 2017-05-12 19:58:47 -0400 <DavidGHinojosa> @realDonaldTrump I predict Kris Kobach will be investigated for fraudulent allegations of voter fraud  #votingrights @NAACP_LDF @MALDEF
863181693406121988 2017-05-12 19:58:47 -0400 <TimHigg88076257> @mogolfn @davey @FYIbits @realDonaldTrump Oh your circuit board must have lit up like a Christmas tree. And u blew it u omit I have a mouth, bots don't have mouth. Rewire that bot
863181690541408257 2017-05-12 19:58:46 -0400 <RhondaSternows1> @mmpadellan @realDonaldTrump I want to hear the tapes with Comey along with tapes of the Russian visitors the next day. Was Putin checking in to see if Comey was fired?
863181688750436353 2017-05-12 19:58:46 -0400 <TwoMatchBan> @realDonaldTrump Or maybe tell the truth. Try it. It is less stressful.
863181685663293441 2017-05-12 19:58:45 -0400 <calimatahari> @realDonaldTrump - want to maybe learn the laws of the land- just a suggestion.  https://t.co/72Pg9J6AYe
863181684090470401 2017-05-12 19:58:45 -0400 <KnowYourObama> @DonaldJTrumpJr @realDonaldTrump trump, you and the rest of the family will be brought to heel. it's not just the left. no one likes incompetence or a traitor or a criminal
863181682320584705 2017-05-12 19:58:44 -0400 <EdaCoop> @100mis @williamlegate @realDonaldTrump Name 2 promises he's fulfilled! He's a wash &amp; made ACA more expensive for ur grands &amp; ur parents &amp; who benefits-his friends Jokes on u-lol!
863181681624309761 2017-05-12 19:58:44 -0400 <Amygdalamisfire> @realDonaldTrump It looks like you better hope there are no tapes. You couldn't look any more guilty posting shit like this 😒🙄
863181681032699904 2017-05-12 19:58:44 -0400 <accidntlmystic> @1stGrumpydude @BrendaDick18 @RogueAdviceLady @tedlieu @realDonaldTrump I'm going to go block the rest of them now.
863181680919453696 2017-05-12 19:58:44 -0400 <Fiona64754471> @realDonaldTrump smiling i wonder what they have planned for us this wk end now more thatn cause its mothers day
863181679233552386 2017-05-12 19:58:44 -0400 <sonmanvb> Yeah but @realDonaldTrump had 2 scoops of ice cream, impeach now  https://t.co/AmL2Zihz5o
863181678671523840 2017-05-12 19:58:43 -0400 <DrRev_Mustafa1> @realDonaldTrump Day 113 of 1462 - Con Man Trump's Admin has NOT produced report on Russian Hacking which was promised w in 90 days of taking office!!
863181673873240064 2017-05-12 19:58:42 -0400 <AnaLeigh87> @realDonaldTrump The saddest thing is you really have no idea how truly pathetic you are.
863181671524388864 2017-05-12 19:58:42 -0400 <Barbara53225478> @realDonaldTrump @FLOTUS She could have done without you.
863181665220218880 2017-05-12 19:58:40 -0400 <MarkDoldon> @realDonaldTrump Again, you are lying.
863181665090273280 2017-05-12 19:58:40 -0400 <sarahkravitz13> @realDonaldTrump What, job too tough for you? You know what they say: can't stand the heat, get out of the kitchen. #ImpeachTrump
863181664838725632 2017-05-12 19:58:40 -0400 <CraigATanner> @realDonaldTrump How much rebar and concrete can you lay in one day?
863181655779008512 2017-05-12 19:58:38 -0400 <Chaos2Cured> @QuabbityAshwitz @lynmacjay @88847aasd @delondra_w @GioBenitez @realDonaldTrump @CongressmanRaja Well done! 👍
863181649135063040 2017-05-12 19:58:36 -0400 <tdishion> #Yes &amp; also that we're paying 4 all the extra time being put 4 #Dems conspiracy theories against @realDonaldTrump. Our economy is suffering!  https://t.co/jwt2JGlnZU
863181648887676928 2017-05-12 19:58:36 -0400 <jinglebell3831> @realDonaldTrump Dream On Dream on Dream until your Dreams come true!!!! MORONIC LIAR!!! Hell awaits!!!
863181648279588865 2017-05-12 19:58:36 -0400 <ThisIsOrca> @Evan_McMullin @LouiseMensch @realDonaldTrump Look at how RED his face is!?
863181646249377793 2017-05-12 19:58:36 -0400 <AThashHardcore> @TRH_BritRoyals @GladysB @NatGeoGenius @BBCWorld @BBCNews @AJEnglish @BW @BBCEngland @XHNews @AusGovNews @NASANewHorizons @realDonaldTrump @WSJbusiness @CNN @nytimesworld @UNICEF @TurnbullMalcolm @metpoliceuk @AThashHardcore
863181641921032192 2017-05-12 19:58:35 -0400 <thoran11> @realDonaldTrump @FLOTUS Your nothing more than a nazi with your storm trooper schiller at your side
863181641765793794 2017-05-12 19:58:35 -0400 <BettySpeaks2020> @realDonaldTrump Long weekend at the White House? I know you have to work really hard to keep those Alt Facts out this fast. Kudos for misinformation.
863181640239116290 2017-05-12 19:58:34 -0400 <ilovemymorkie> @NancyPelosi @realDonaldTrump All that flying back and forth to CA is alot of money.   Perhaps i should start a petition for that to stop.   Fly commercial! .
863181637349068800 2017-05-12 19:58:34 -0400 <SAGordon64> @kgilbert51 @Trump_Regrets @realDonaldTrump I'd suggest getting your news from better sources. Call your Reps in Congress and put the pressure on.
863181631192010753 2017-05-12 19:58:32 -0400 <RexDoctor> Ye #DogWhistle Seekers Look No Farther Than .@realDonaldTrump #Twitter Page! If you're not of—or look like this—there's room 4 U Off Stage!!  https://t.co/scDd31mWQg
863181631133188098 2017-05-12 19:58:32 -0400 <Lisayou76304789> @realDonaldTrump Donald Trump is the biggest liar on the face of the earth.  This is the Presidency NOT the Mafia.
863181630999068672 2017-05-12 19:58:32 -0400 <KristyW76280322> @realDonaldTrump  I bet you $5 you can't come up with legitimate evidence that climate change isn't real. .
863181629271027714 2017-05-12 19:58:32 -0400 <HostetterGmail> @realDonaldTrump @StephenBannon @KellyannePolls We hope interviewing McCabe is courtesy only due to his Hillary camp ties. Partisan!
863181629271027713 2017-05-12 19:58:32 -0400 <PendingAnIdea> @realDonaldTrump they'd do better if you weren't changing your story every 5 minutes
863181627538759680 2017-05-12 19:58:31 -0400 <chiefmon1> @LouDobbs @POTUS @BreitbartNews @realDonaldTrump Holt is amateur. Trump not fazed
863181625592598530 2017-05-12 19:58:31 -0400 <Kimberl04757685> @funder @grantstern follow the money indeed! well, this should bring down @realDonaldTrump
863181624791498753 2017-05-12 19:58:31 -0400 <sweetsilk24> @realDonaldTrump Body language speaks volumes!
863181612028133376 2017-05-12 19:58:28 -0400 <asyouknowBob> @realDonaldTrump Or you might try 'not lying' and 'not changing your story every hour'.
863181611763978240 2017-05-12 19:58:28 -0400 <forgefed> @realDonaldTrump Your goofy threat presumes #Comey will "leak." As @SenJohnKennedy learned Mon., only classified info can be leaked.  https://t.co/AM4T9uwOBh
863181611134664704 2017-05-12 19:58:27 -0400 <lileeann> @realDonaldTrump Not according to the FBI 😠
863181605371863040 2017-05-12 19:58:26 -0400 <Taralynne6303> @realDonaldTrump make the reporters call you Mr. President; they are mean and disrespectful at times; they should get negative Karma points.
863181598044311552 2017-05-12 19:58:24 -0400 <realphilhendrie> @Variety A GREAT idea, @realDonaldTrump @JudgeJeanine! More time to eat, watch cartoons. No questions that you're too dumb to answer. They're so dumb
863181598006673408 2017-05-12 19:58:24 -0400 <Auraosorio33> I wonder if @realDonaldTrump wants to keep his job, he is doing everything possible to get fired. But real reason: he is mentally unstable.
863181594932133888 2017-05-12 19:58:24 -0400 <ReneeGalvan4> @RealDonaldTrump @seanspicer @GOP Who told Trump he was in the clear? Not us, key senators say  https://t.co/9dH5v9O6N8 via @YahooNews
863181590943469568 2017-05-12 19:58:23 -0400 <llamaman58> @realDonaldTrump 😎
863181590079324160 2017-05-12 19:58:22 -0400 <k1p1ssk> @realDonaldTrump Hopefully they will build a rocket &amp; shoot you into space.
863181573574864896 2017-05-12 19:58:18 -0400 <witzorsa> @Cali_Deplorable @Bubbalouwie @kim @PrisonPlanet @realDonaldTrump Love the Churchill pic when I got to have a conversation with his great grandson, with him calling Trump an idiot. 😂
863181572945653761 2017-05-12 19:58:18 -0400 <smarsilia> "John Cornyn" Dear @JohnCornyn. congratulations on the FBI nomination. @realDonaldTrump, John Cornyn is a great nominee for FBI Director!
863181571871911937 2017-05-12 19:58:18 -0400 <Sundee98> @DonaldJTrumpJr @realDonaldTrump If @POTUS weren't the #twatwaffle in chief, we would be making America great again. #maga
863181560782110720 2017-05-12 19:58:15 -0400 <jtolympia> Clear now the reason @realDonaldTrump wanted to #draintheswamp; now he gets to play in the muck. #Comey #trumptapes
863181558328344576 2017-05-12 19:58:15 -0400 <pdlgardner> @realDonaldTrump I'm sure that if there are "tapes" they would vindicate Comey . . . or would, if you don't doctor them. #SoCalledPresident
863181557430988800 2017-05-12 19:58:15 -0400 <littledebskis> @realDonaldTrump when you are no longer in the White House, follow the money #TrumpRussia
863181552838225921 2017-05-12 19:58:13 -0400 <CharlesAvery4> @realDonaldTrump Release them - I dare you Chubby.  Comey has more ethics in his little finger than you have in both your "little" hands.....
863181550183227392 2017-05-12 19:58:13 -0400 <MichaelNair4> Please do something about these unconstitutional gun laws that disarm law abiding citizens in these liberal run states. @realDonaldTrump
863181546878054400 2017-05-12 19:58:12 -0400 <jckgmb> @peterdelevett @hispanic4DTrump @realDonaldTrump thinking the same thing. Not a leftie or HRC fan, Before u start on me
863181544671911937 2017-05-12 19:58:12 -0400 <DrStefool> @Roberta823 @jjondle @JBTtime @AynRandPaulRyan @ehillgarrett @realDonaldTrump @MarchForTruth17 8 years... 🐱
863181543073828864 2017-05-12 19:58:11 -0400 <boydsilverworks> @realDonaldTrump U can't buy manhood and u prove that daily.
863181541685514240 2017-05-12 19:58:11 -0400 <boycats> @dhk111 @realDonaldTrump Did you know that this deal was made back in September? Under Obama?
863181539617554433 2017-05-12 19:58:10 -0400 <sapriata> @realDonaldTrump Di ulas kembali ratarata game game yang udah lama lama
