984581928270483456 2018-04-12 19:59:59 -0400 <charlieangels00> @FoxNews @realDonaldTrump Disgusting
984581927532421120 2018-04-12 19:59:58 -0400 <dwaters59> @realDonaldTrump   https://t.co/ZHMXfhohVx
984581926576156672 2018-04-12 19:59:58 -0400 <ScaryDairy15> @Kimball1Kelly @AZTECAMG @lrinner @TheTrendlerNews @NicolleDWallace @Morning_Joe @morningmika @realDonaldTrump Proof
984581924898340864 2018-04-12 19:59:58 -0400 <johnnyhurtt29> @wayne775 @JTM_YVA @realDonaldTrump Look!  The emperor appears.
984581924831166464 2018-04-12 19:59:58 -0400 <mhopp7> Michael Cohen, attorney to reigning World Twitter Champ @realDonaldTrump, was in the habit of RECORDING CONVERSATIONS.   THERE MAY BE TAPES.   https://t.co/HA2KfHXyut  https://t.co/cNm9SYSlH9
984581921635274752 2018-04-12 19:59:57 -0400 <lilbigmouth1776> @realDonaldTrump   https://t.co/TUEIdM6PvU
984581921412825089 2018-04-12 19:59:57 -0400 <Paul02066176> @Sonny97581034 @PamRollins @JerryTravone @realDonaldTrump What does it say, Sonny? Stop being such a snowflake, “bad” word gestures are just words.
984581920871845888 2018-04-12 19:59:57 -0400 <obgenetics> @CraigBr08658567 @KennyGGee @realDonaldTrump NSS
984581920666345477 2018-04-12 19:59:57 -0400 <PedosVoted4HRC> @cblondiego @LiaS814 @realDonaldTrump Yeah he’s only worth billions of dollars and owns the finest hotels in the world. You couldn’t even afford to stand outside one let alone purchase a night in one.
984581919399702529 2018-04-12 19:59:56 -0400 <Rockin65239956> @realDonaldTrump Dad.  Why did you abandon me?  So what if mom was just a maid, you banged her and should be responsible parent.
984581919022178305 2018-04-12 19:59:56 -0400 <VStewartNYC> @donnie_maga @amyfaistlynch @realDonaldTrump @DilaraEsengil @damartin32 @DontBlowItTrump @Steve_des @RepStevenSmith @2runtherace @therealroseanne @LisaMei62 @CraigManoukian @antischool_ftw @intheMatrixxx @seanhannity @diamondgirl2222 @BuffalosMom @President1Trump @RonPaul4Constit Right.  Conspiracy theory of the day.
984581917449256960 2018-04-12 19:59:56 -0400 <DONOSKIS> @realDonaldTrump @POTUS 😂😂😂 I can only laugh at you... YOU’RE A DISGRACE FOR USA.  https://t.co/EphGEOd0wn
984581917348478976 2018-04-12 19:59:56 -0400 <pastorramonsj> That Pee tape really gets next to @realDonaldTrump
984581917151584256 2018-04-12 19:59:56 -0400 <HydeSmyth> @Jynilyn @realDonaldTrump But how does Trumps behavior model Jesus - does he behave how Jesus behaves??
984581916744716288 2018-04-12 19:59:56 -0400 <Antagonizer11> @duceyco @gvaratta @zenxandi @realDonaldTrump @WhiteHouse Wait.   You measure the quality of your life by the number of tweets you send and followers you have?  That's pretty weird.
984581916354637824 2018-04-12 19:59:56 -0400 <Tam_Resist> @FEDUPVET12 @HudsonRoss1776 @SLSheltonAuthor @DTrumpPoll @charles_parkton @realDonaldTrump Do you know something the JCS don’t know?  https://t.co/RGnEME9YgJ
984581914232311809 2018-04-12 19:59:55 -0400 <ReluctantWarri2> I call BS @realDonaldTrump #peetape  https://t.co/6NGGealdM3
984581913284399104 2018-04-12 19:59:55 -0400 <shirley_robotka> @realDonaldTrump If you DON'T WANT TO FIRE MUELLER, GO AHEAD AND FIRE ROSENSTEIN,  HE NEEDS TO BE REPLACED WITH SOMEONE ON THE PRESIDENTS SIDE
984581912974028801 2018-04-12 19:59:55 -0400 <Real_Don_key> @realDonaldTrump FLIP FLOP ...TICK TOCK.... You almost sound WORRIED....  https://t.co/HH93rZlPSx
984581911384395781 2018-04-12 19:59:54 -0400 <8fuld> @DexterSaysMeow @realDonaldTrump  https://t.co/o0mss2TiOU
984581911367602182 2018-04-12 19:59:54 -0400 <postamx> #Internacional Ahora @realDonaldTrump  quiere regresar al TTP  https://t.co/8hdNO9IMFn  https://t.co/TZ7FUheega
984581911199862784 2018-04-12 19:59:54 -0400 <Sharon41392387d> @President1Trump @PressSec @realDonaldTrump Where was Obama you would have thought these laws were already in effect guess he was ok with sex trafficking
984581910650413056 2018-04-12 19:59:54 -0400 <rightinillinois> @real_farmacist @terrybelle3 @realDonaldTrump I would argue that it would have been naive of them to ignore the messaging.  That is what campaigns are all about.
984581909933101056 2018-04-12 19:59:54 -0400 <Sam16734423> @EllenTrailerDog @CrickettGrrrl @r0g3rd4y @RedTRaccoon @realDonaldTrump Bahaha- omg good one
984581906372194305 2018-04-12 19:59:53 -0400 <cskainr> @RepLeeZeldin @KurtSchlichter @realDonaldTrump And Mueller’s team is leaking like a sieve. He should be fired for that. Sessions said his department was going to comply with the law. It isn’t.
984581904539189249 2018-04-12 19:59:53 -0400 <AuntAnne4> @realDonaldTrump I understood as I was  taught, because of our integrity, we are and remain loyal to our employer or quit the job. Now, I must assume that does not pertain to the Country of Washington-DC..Seems to me that many of the gov't employees do their own thing- no boss, no accountability.
984581902555336704 2018-04-12 19:59:52 -0400 <Fatmac162> @PluckyQ416 @realDonaldTrump Hahaha hahaha.
984581900034490368 2018-04-12 19:59:52 -0400 <cindysuerella> @TheAtrium436 @EscapeGoated @BitcoDavid @realDonaldTrump If u werent a psycopath u might actually care about little children dying in there mothers arms after being POISONED w chemical weapons. He never said "when" but if his email server was unsecure like Hil's no need 2. Theyd no when Superman Trumps Angels were on the way!!!
984581896360419329 2018-04-12 19:59:51 -0400 <with_spunk> @realDonaldTrump You are the only President in history to EVER ask the American people for their thanks. Funny thing, you are the only president in history that doesn’t deserve our thanks at all!
984581895924174849 2018-04-12 19:59:51 -0400 <akaginacaputo> @Trumpism_45 @RepMattGaetz @Jim_Jordan @RepDeSantis @GOPChairwoman @DevinNunes @RepGoodlatte @realDonaldTrump @KellyannePolls @KevinJacksonTBS @LouDobbs @DLoesch @Scavino45 @larryelder @WhiteHouse @4everconstant @MagniFieri @
984581892518367232 2018-04-12 19:59:50 -0400 <JaqSarti> @NRATV @truthcounts4 @nytimes @realDonaldTrump @cspan @dbongino Nation is really messed up still, from the Obamanator❗Soros' boy❗
984581892371615744 2018-04-12 19:59:50 -0400 <xtrpro> @MaxinePWaters @realDonaldTrump You make no sense...WTF are you 12?
984581891390091265 2018-04-12 19:59:50 -0400 <niknamH> Former FBI Director says @realDonaldTrump is “unethical and untethered to the truth” Hardly a controversial claim? Say something we don’t know! @POTUS can say a dozen lies before lunch &amp; #Republican Congress &amp; Senate nor MSM do nothing  https://t.co/GRBbH2tsjb
984581891385946112 2018-04-12 19:59:50 -0400 <kristinaj2010> @realDonaldTrump   https://t.co/jBT0Sg7wKA
984581890152718336 2018-04-12 19:59:49 -0400 <Slevers> Trump meeting stokes fears he may oust Rosenstein - POLITICO If @realDonaldTrump to fire dep AG beginning of his end  https://t.co/RtGX0KZf8L
984581884482113537 2018-04-12 19:59:48 -0400 <jgsDTX> @realDonaldTrump it’s worse now because trump is president. Sad! #WORSTPRESIDENTEVER
984581883852816384 2018-04-12 19:59:48 -0400 <AreYouInsane7> @realdonaldtrump  https://t.co/9RMiTlmsZm
984581883559325699 2018-04-12 19:59:48 -0400 <manalahmmad2> @realDonaldTrump and you
984581882552578048 2018-04-12 19:59:48 -0400 <cheetojesus13> @1GODin3forms @graphixpro1 @lkelley809 @realDonaldTrump You have got to be kidding, every safety net you have liberals have worked for,,,,your cars,food,products you feed your kids. What an incredibly ignorant thing to say.
984581879906078720 2018-04-12 19:59:47 -0400 <TheTruthBox82> @IvankaTrump @StateDept @opicgov @USEMBASSYPERU @realDonaldTrump It’s easy - have a rich famous dad and you can do anything you want.
984581879587393536 2018-04-12 19:59:47 -0400 <ChiaTeapodcast> @John_Henson @NRA @DLoesch @realDonaldTrump John you speak truthfully. The way the public schools are ran and funded. Teachers can't teach anymore because of all the behavioral challenges they face. They likely would get some respect with tragic results if armed
984581879448981508 2018-04-12 19:59:47 -0400 <John95324422> @CerrroneRobert @eileendefreest @RonanFarrow @realDonaldTrump Talk about fake news. Natl inquirer ?  Lol
984581876131213312 2018-04-12 19:59:46 -0400 <sarahdee1962> @WhiteHouse @realDonaldTrump @FLGOPMajority @FLGovScott Well I guess myUSMC3 PurpleHeart 💜 recipient read lastRights 3 X’s Husband&amp; I will NEVER TRUST FLORIDA AGAIN We Bought retirement Homein PASCOCO.💰permitting,building &amp; allowed us to build over Septic Backedup No1’s fault😡
984581875988656128 2018-04-12 19:59:46 -0400 <Spooky_Platypi> @DcoxPhD66 @OnSolo57 @TomWellborn @MimiFrancoPhoto @realDonaldTrump Following you. ❤️ people with logic
