984581928270483456 2018-04-12 19:59:59 -0400 <charlieangels00> @FoxNews @realDonaldTrump Disgusting
984581873392410624 2018-04-12 19:59:45 -0400 <francisfmdesign> @realDonaldTrump that almost sounded adult like.. who wrote it for ya?? I know you forced them to add the Clinton comment. Oh well, you can't help yourself, you sniveling #dolt45... it's ok. It'll all be over soon.
984581872951980033 2018-04-12 19:59:45 -0400 <pkgragg> @The_Trump_Train @caschank @CoryBooker @FoxNews @foxandfriends @dbongino @brithume @seanhannity @PressSec @JudgeJeanine @KatiePavlich @TomiLahren @realDonaldTrump Cory I think mikes married.  Did you wanna ask mike on a date?   Cory you are despicable.  How do you have so much hate? You are so insulting
984581871806943232 2018-04-12 19:59:45 -0400 <Kkraus77> @realDonaldTrump And you just keep believing yourself!
984581871337197568 2018-04-12 19:59:45 -0400 <elainemacw> @realDonaldTrump Thank you for hearing my voice. You're a hothead like me. But you also are able to ajust to changes. Well done you!
984581870989004800 2018-04-12 19:59:45 -0400 <CarlosDavidDaaz> have him call @realDonaldTrump on reports of paid sex with an escort..  https://t.co/PsVoYc8cCb
984581870280232962 2018-04-12 19:59:45 -0400 <boomflupataqway> @realDonaldTrump URINE big trouble  https://t.co/ejntwzLsm3
984581869751734272 2018-04-12 19:59:45 -0400 <dwaters59> @realDonaldTrump   https://t.co/IUfVbS5jSm
984581869005099008 2018-04-12 19:59:44 -0400 <rhiles2760> @AntonioArellano @realDonaldTrump I hope, for the sake of the country, that these people can get control of their party.
984581866589179906 2018-04-12 19:59:44 -0400 <Vigilant_Owl> @robertosan @realDonaldTrump Yeah thats pretty much sums up his investigation, I "Hope" i can find something.
984581865158815744 2018-04-12 19:59:43 -0400 <HouseOfDNY> @realDonaldTrump And as the Repubs always say, "Corporations are people, my friend."  $37:$1 stock buyback to employee bonus
984581864534020107 2018-04-12 19:59:43 -0400 <munoz_nitza> @TomFitton @realDonaldTrump Sessions is a clown he is good for nothing like a zero on the left
984581863262990337 2018-04-12 19:59:43 -0400 <GraceCheron> @DearAuntCrabby @realDonaldTrump Hilarious
984581859622432771 2018-04-12 19:59:42 -0400 <TAINA56> @realDonaldTrump You can't help it, can you? you can never miss a chance to attack someone, unless that someone is Putin of course...
984581858515193856 2018-04-12 19:59:42 -0400 <PhilFromPA1> @thrillgil16 @realDonaldTrump  https://t.co/JE97QbARAl
984581858355699712 2018-04-12 19:59:42 -0400 <sassysandy47> @fernsbags @beehive1027 @hardball @washingtonpost @realDonaldTrump Yeah me too, nothing there 🤔
984581856162140162 2018-04-12 19:59:41 -0400 <annbellipanni> @macewan @DTrumpPoll @realDonaldTrump Going up! When I took it-was 39 😉
984581855117762560 2018-04-12 19:59:41 -0400 <ReallyRealDonny> @crzymom110 @GOPChairwoman @realDonaldTrump Except that pretty much only thing we learn from history is that we don't learn from it. We just like to move the target around.
984581850025750528 2018-04-12 19:59:40 -0400 <BaxterPamela> @FoxNews @realDonaldTrump You best believe it would surely happen! #RussiaGate
984581849824493570 2018-04-12 19:59:40 -0400 <rh3573> @realDonaldTrump WE DON'T BELIEVE YOU'RE FUCKING LIES❗Do you give yourself a Bonner when you look at yourself⁉️ your nothing but a 🤡🐒💩🖕
984581849078001666 2018-04-12 19:59:40 -0400 <CamLMitchell> @MaddowBlog Donald Trump is SO f*cked .. wouldn't it be hilarious if it's his lawyer Michael Cohen who takes him down? 😂😂😂 #TrumpMustGo @realDonaldTrump @MichaelCohen212  @POTUS @PressSec @GOP  #Maddow
984581845550534657 2018-04-12 19:59:39 -0400 <bette888> @realDonaldTrump lots of good reading here  https://t.co/EW5pUj2Clw #maga no to war #propaganda be careful
984581841813458946 2018-04-12 19:59:38 -0400 <pinmoneyclub> @funder @TheDemCoalition @realDonaldTrump We got yer back Scott!
984581841758728192 2018-04-12 19:59:38 -0400 <HelixIvy> @yodacowboy @realDonaldTrump You have your mouth to his butt, ready and waiting, always.
984581833923989504 2018-04-12 19:59:36 -0400 <GoofyKerr> I’m sure @maddow has already written multiple versions of tonight’s show. And yet, we still have an hour left of #MAGA @realDonaldTrump #BreakingNews to occur. 🤪@MSNBC #peetape #lordy #tapegate #TrumpRussia #Moscow  https://t.co/Mk3q1W9QR7
984581833827352576 2018-04-12 19:59:36 -0400 <Papa6611> @ItsMeCathi @realDonaldTrump  We hardly knew ya Donnie....  https://t.co/fcAVtL0e8O
984581832313397249 2018-04-12 19:59:36 -0400 <RU_A_LIBTARD> @Myboy_Pepper @MamaRose2017 @keanothedog @realDonaldTrump The Democrat party-  https://t.co/v2imdT0LnM
984581830220410880 2018-04-12 19:59:35 -0400 <obgenetics> @Vigilant_Owl @JTM_YVA @realDonaldTrump Have fun with that.
984581829863784448 2018-04-12 19:59:35 -0400 <BobKerns> @CHawksRun @PattiKimble @SCSMark @TrishaW04 @CHHolte @nocoinernormie @WendySunshine1 @VictoriaVanHor7 @Sheika_Yerbouti @retiredfirstsgt @badrider71 @MstrKnowItAll @Maxeightyeight @wildwillow65 @thewickedwitch1 @GLSCHWALL @WtfAmerica4 @joe_kidder2 @PhilipdClarke @realDonaldTrump @coopah @LongIslander57 @BetsyGervasi @Irishman727 @JosephIrato @Goss30Goss @wonderfullone @50MaDeuce @TeaPainUSA Nor I. Add to the list, Japan, which is not single payer—they have an absurd number of tiny insurance companies.  But people are covered, affordably, with government fallback.  We underperform any civilized system, single payer or no.
984581826273513473 2018-04-12 19:59:34 -0400 <pixiemenace> @NYDailyNews @realDonaldTrump @FBI That photo! @realDonaldTrump looks like a blow up sex doll.
984581824730058753 2018-04-12 19:59:34 -0400 <Socialsnark1573> @TomFitton @dublelee @realDonaldTrump What? that dishonest shithead didn't give any notice prior to the set-up.
984581820632137728 2018-04-12 19:59:33 -0400 <LuvCoff> Of course Michael Cohen made tapes! The universe NEEDS  Michael Cohen tapes! Uugg... These are the dumbest criminals on earth 🤡🤡 @realDonaldTrump #MichaelCohen #PresidentSnowFlake #MoronInChief #ObstructorInChief #Muller #CohenTapes
984581818497273861 2018-04-12 19:59:32 -0400 <HumanityCf> @realDonaldTrump You don't have the ability to make a statement without mockery and foolishness. Why?
984581816328818689 2018-04-12 19:59:32 -0400 <OWilliams6> @jana7197 @MichelleSkime @BlueVotr @DearAuntCrabby @realDonaldTrump 😲 So true.  What is the name of this movie?
984581814684737537 2018-04-12 19:59:31 -0400 <dwaters59> @realDonaldTrump   https://t.co/X66CX3tsWB
984581814399488000 2018-04-12 19:59:31 -0400 <jibbm1999> @realDonaldTrump  schedule.  https://t.co/RaCzoiJ43m
984581813321584641 2018-04-12 19:59:31 -0400 <ReasonAwareness> @yellowdogbasil @farandwee @POTUS @realDonaldTrump Never followed him, never will. I do follow Obama☺
984581813170507782 2018-04-12 19:59:31 -0400 <stahl756_jon> @realDonaldTrump @mitchellvii  https://t.co/xnzFflfg1J
984581810804920320 2018-04-12 19:59:30 -0400 <Daisymoore01> @real_farmacist @realDonaldTrump #true
984581809567682569 2018-04-12 19:59:30 -0400 <Robert4787> @Misty__Bella @NYDailyNews @realDonaldTrump @FBI @Comey Russian troll.
984581808540082176 2018-04-12 19:59:30 -0400 <PaulaForrest8> @LouDobbs @realDonaldTrump Holy crap! I had no idea that Grassley was a SNAKE in the grass! That's really scarey!
984581806233178113 2018-04-12 19:59:29 -0400 <JulieSmernoff> @FoxNews @realDonaldTrump UNBELIEVABLE!!!! 😤
984581801061568513 2018-04-12 19:59:28 -0400 <CaioSS24> Se dependesse dos últimos acontecimentos e últimos tweets do @realDonaldTrump vai ser tipo o capítulo de hoje #Apocalipse103 só que será EUA e França ao invés da Itália (como na novela) contra Síria, Irã e Rússia! Mas ainda não é chegada a hora, ou é!? 😰  https://t.co/BoP6Xy2mBM
984581799035658240 2018-04-12 19:59:28 -0400 <wassa_meme_off> @saramikaila @realDonaldTrump And the videos of people attacking the marchers just cause some people are bad doesn’t mean all should get  together
984581797496348672 2018-04-12 19:59:27 -0400 <DLighthouseLady> @realDonaldTrump Your 'admin' is a joke You have no care abt American dignity or pride. Majority of Americans lack any ANY spirit bcuz of you.  Except for the spirit to remove you from OUR WH For once, do what's right and  https://t.co/btNRphtiEd
984581796942700544 2018-04-12 19:59:27 -0400 <IPro709> Needs to be held accountable and as long as this govt's  so twisted....no justice will be served.  @realDonaldTrump  (ARCHIVES )  https://t.co/Raw5FyvQtV
984581796644913153 2018-04-12 19:59:27 -0400 <anuglyreckoning> From the "best people" file of @realDonaldTrump  https://t.co/q3Was0yDXF
984581796506537984 2018-04-12 19:59:27 -0400 <TheCoolGirl_> @funder @realDonaldTrump   https://t.co/Ewar3RtnqM
984581795801849856 2018-04-12 19:59:27 -0400 <Billybaldin> @realDonaldTrump No one cares.
984581795705389056 2018-04-12 19:59:27 -0400 <ScaryDairy15> @taylor87908 @luvlabso @lrinner @MikeRisher6 @TheTrendlerNews @NicolleDWallace @Morning_Joe @morningmika @realDonaldTrump   https://t.co/46jFNU6ktv
984581794300280832 2018-04-12 19:59:27 -0400 <ChrisKSchneider> @realDonaldTrump I would trade a "smart!" bomb for a smart President any day.
984581792849121281 2018-04-12 19:59:26 -0400 <BerlinAirlift_> @realDonaldTrump  https://t.co/vocZyqMa4M
984581789573308416 2018-04-12 19:59:25 -0400 <janetkay2012> @Chrisvance123 @GOP @WAGOP @matthewjdowd I’m confused. Did @Comey cost @HillaryClinton the presidency or did he skewer @realDonaldTrump?  Or is he a bipartisan hack with an agenda to aggrandize himself?
984581788851879936 2018-04-12 19:59:25 -0400 <OnSolo57> @DcoxPhD66 @TomWellborn @MimiFrancoPhoto @amanda_idleman @realDonaldTrump But none of what you just said matters in the face of the simple facts; Trump won, Hillary lost.  And more people approve of Trump than disapprove.
984581787912425477 2018-04-12 19:59:25 -0400 <WillettJohnny> @theboyx3 @JTM_YVA @realDonaldTrump Loser
984581786905661440 2018-04-12 19:59:25 -0400 <geneva1945> @realDonaldTrump get a good lawyer yet??  Your ship is sinking faster every day 🤣🤣🤣🤣🤣🤣
984581785861394439 2018-04-12 19:59:25 -0400 <rjharristx> @SenFeinstein @realDonaldTrump said Mexico is going to pay for his wall! Please don't tell me that FAKE PRESIDENT LIED AGAIN. Why does he want us to pay for a wall he promised Mexico would pay for?  #ImpeachTrump  #Russiagate  #LockUpTrump  #RacistPresident  #DraftDodger
984581781536980992 2018-04-12 19:59:24 -0400 <Docalicious> @tribelaw I’m looking forward to @realDonaldTrump being served a subpoena to testify before the grand jury. At the very least he’ll commit perjury &amp; should be indicted since republicans have already shown they will not impeach trump. #DonTheCon #GOPComplicit #TrumpRussia #Traitor
984581781100945416 2018-04-12 19:59:23 -0400 <sandragailpitts> @jwze62 @realDonaldTrump It was the democrats that started the kkk. Learn history
984581780069023744 2018-04-12 19:59:23 -0400 <Cort9999> @tedlieu @realDonaldTrump @EPAScottPruitt Ted - today is Thursday and I still have to ask about the huge surplus you are sitting on while homeless defecate in your streets and parks. I’ll tell you what. I will fly to CA and personally feed your homeless with all that cash since you are apparently to busy trolling @POTUS
984581779884593152 2018-04-12 19:59:23 -0400 <TonyGreyGoose> @tony_tonyt @di_zin @PauletteHamil11 @SocialWorkItOut @realDonaldTrump @PaulSmyth1963 @nikkiwatitdo NASA: Indeed, studies show that solar variability has played a role in past climate changes. For example, a decrease in solar activity is thought to have triggered the Little Ice Age between approximately 1650 and 1850, when Greenland was largely cut off by ice from 1410 to 1720
984581777313419265 2018-04-12 19:59:23 -0400 <FatimaS0815> @DearAuntCrabby @realDonaldTrump #rosemarysbaby  https://t.co/U7tBb9JeDN
984581775446900737 2018-04-12 19:59:22 -0400 <MzMJ106> @KimDotcom @sara63701904 @HillaryClinton @realDonaldTrump 😂🤣😂
984581775090470912 2018-04-12 19:59:22 -0400 <CaroleMoss5> @realDonaldTrump Who wrote this tweet? We know that it was not John Dowd. Ty Cobb?
984581774440390657 2018-04-12 19:59:22 -0400 <lizzyhurlbutt> I use hotel rooms just to change my clothes all the time. #humblebrag @realDonaldTrump @WhiteHouse
984581774251474944 2018-04-12 19:59:22 -0400 <GulliAz> @RetroPuppy @LuciferStrang3 @Panjeep10 @Bornabrit1 @realDonaldTrump I completely agree with you. 👏👏👏
984581773500628992 2018-04-12 19:59:22 -0400 <LauraStojanovi3> Tweet for everything! Words come back to bite @realDonaldTrump! @Comey well played! Who knew it would be his close confident that actually did it to him..sought loyalty in the wrong people. @MillenPolitics  https://t.co/1Il0j2HkTb
984581772578119680 2018-04-12 19:59:21 -0400 <mbrooksmd1> @realDonaldTrump has been using this parable on the stump since the beginning of his campaign. Sadly, too many failed to realize it was his story!  https://t.co/rOqe5J5WZs
984581772477427712 2018-04-12 19:59:21 -0400 <kkarenq> @realDonaldTrump 🖕🖕
984581772414537729 2018-04-12 19:59:21 -0400 <Elaineh532020> @realDonaldTrump Just like Hillary Clinton was a great secretary of state...
984581771839856640 2018-04-12 19:59:21 -0400 <bakerlarry84> @rgothello @FoxNews @DiamondandSilk @realDonaldTrump YES, THEY ARE FAKE.  https://t.co/z0MSyxb8Bf
984581771374317568 2018-04-12 19:59:21 -0400 <expatback> @realDonaldTrump 😂😂😂😂there ARE tapes #thankscohen
984581771021946883 2018-04-12 19:59:21 -0400 <MrCuda230> @NameRedacted7 @barkingstarss @realDonaldTrump @Comey   https://t.co/tkyM2xL1kG
984581770149613568 2018-04-12 19:59:21 -0400 <sammyboyfor> @realDonaldTrump You are the master tactician Mr President keep up the good work.
984581769533034496 2018-04-12 19:59:21 -0400 <Kate4Djt> @Katy52 @RPMMAS @WisePaxCat @realDonaldTrump The problem here is President Trump isnt even talking about firing Mueller. The talking heads on CNN + MSNBC are talking about it but they're the only ones talking about it. Also,u should know that it is up 2  the head of the justice department or the AG.
984581760838139904 2018-04-12 19:59:19 -0400 <Maddiemayyyxox> @realDonaldTrump Shut up
984581760158720002 2018-04-12 19:59:18 -0400 <simplyemc> @SAusra1 @infamousblonde @CraigMi05669722 @den0777 @SRuhle @realDonaldTrump @POTUS Baiting who? Simple discussion of what WAS an intelligent 1 until you decided to reveal your own obvious bigotry! Why is discussing the undercurrent of America's issue with complexion "race" baiting?  Not one HUMAN pushed a selector button while in the womb! Why HATE b/c of it?
984581756744552448 2018-04-12 19:59:18 -0400 <NokisMama> @ThinkForYourse8 @Tweetaholic47 @imhopolitical @realDonaldTrump If you do some research, it’s obvious. If the shoe fits...
984581755385597953 2018-04-12 19:59:17 -0400 <PresDollHands> @realDonaldTrump Talking to you, Donnie  https://t.co/xzHCRe0D3y
984581755217825792 2018-04-12 19:59:17 -0400 <NewCottonMather> @NicolleDWallace @Morning_Joe @morningmika @realDonaldTrump My 6 year old stared into the abyss, and now it stares into her, but she doesn't care because she's 6 and wants cookies.
984581755016568833 2018-04-12 19:59:17 -0400 <whitneydevlin> @NYDailyNews @realDonaldTrump @FBI You better hope Trump wins another term,  because otherwise I have no idea what you would possibly put on your front page!
984581749064765440 2018-04-12 19:59:16 -0400 <tagumbah> @realDonaldTrump Mr President please do not engage in more foreign intervention. You were voted into office and this was 1 of the reasons independents put you in.  The will of the people comes 1st not the globalists agenda.
984581744753078272 2018-04-12 19:59:15 -0400 <SenateLoser> @realDonaldTrump   https://t.co/MTddhOMQx1
984581744568479745 2018-04-12 19:59:15 -0400 <linnylovesbeed> @Hubert1863 @realDonaldTrump Because the swamp will not allow it get your swamp harpoons out
984581744442642433 2018-04-12 19:59:15 -0400 <USMC_SGT03> @deplorabletx71 @HillaryClinton @realDonaldTrump Although he could have and the DOJ is keeping it quiet
984581743377182720 2018-04-12 19:59:14 -0400 <DCompto79967079> @Digger1776 @realDonaldTrump I see you all now.
984581743008100352 2018-04-12 19:59:14 -0400 <wilonab> @realDonaldTrump But she, Hillary Diane Rodham Clinton, former FLOTUS, former New York Senator, former US Secretary of State (could go on) still beat you in the popular vote...
984581740780900352 2018-04-12 19:59:14 -0400 <truth_prosper> how did Obama turn America racist?   The way I figure it, this is another cry from the right. When it was the racial divide of some americans that are in fact racist. They could not stand that a person of colour was elected.   Fact @realDonaldTrump did NOT Legitimately win
984581738817925120 2018-04-12 19:59:13 -0400 <Hollett_Dale> @realDonaldTrump   https://t.co/GTWolhdR5n
984581735798190085 2018-04-12 19:59:13 -0400 <4446Mark> @lbutcher18200 @JohnWay68125795 @liz_cook1333 @Anny_LittleCute @wittenp @ronrevere1 @realDonaldTrump George Bush jr. got in because of the electoral college.
984581734867103744 2018-04-12 19:59:12 -0400 <froggy21Lisa> @mikeallensongs @DebbyB813 @MbeauSox @realdjmcdowell @calabria_davide @realDonaldTrump Uhm. Nice comeback??? I guess. One thing's for damn sure, we don't need you to, we already know we've got it I say "we" cuz I know more folks would be at my party.
984581730953809922 2018-04-12 19:59:11 -0400 <oceansskies> @HuevosDeChivo @realDonaldTrump How wonderful it is that this jamoke isn't running for re-election.
984581730064654336 2018-04-12 19:59:11 -0400 <sertnz> @realDonaldTrump Not sure I agree with you on Ryan. I remember his negative comments toward you during the election.
984581729934389248 2018-04-12 19:59:11 -0400 <radi_ann> @realDonaldTrump @POTUS Money Laundering, Bribery, Extortion, Blackmail, Tax Evasion, obstruction of justice, bank &amp; wire fraud, witness tampering, evidence tampering, emoluments violations, abuse of power and TREASON. Just to name a few felonies. Resign or the implosion begins!
984581728953159681 2018-04-12 19:59:11 -0400 <gopblindldblind> @godemperor18 @hnymann @RealHighWave @simonasaxophona @thebradfordfile @realDonaldTrump 😂😂😂 you made stupid easy 😂😂😂
984581727959027717 2018-04-12 19:59:11 -0400 <SamSidneyTe> @me_idealist @realDonaldTrump Sorry you’ve missed my point. He did the Apprentice thus earned the opportunity to join the SAG union. His supporters &amp; he have railed against the “liberals” &amp; Hollywood. The GOP is anti-union. I would never advocate taking someone’s pension. It’s his hypocrisy.
984581726511955968 2018-04-12 19:59:10 -0400 <carmenza_uribe> @CEDUGOCA @DELAESPRIELLAE @omarbula @realDonaldTrump ojala se los lleven A TODOS!!!! pero YA!!!!🙏
984581725924634624 2018-04-12 19:59:10 -0400 <NeedTermLimit> #Pompeo MAGA #Trump .@junogsp5  Bad News  ‘Witch Hunter’ Mueller Poll shows American People Don’t Approve of FBI Raid on Trumps Personal Attorney’s Office.   Where’s Attorney/Client Privilege Even liberal Dershowitz shameful against .@realDonaldTrump   https://t.co/Mee9fPJP5H…
984581722451922944 2018-04-12 19:59:09 -0400 <crazirockerchic> @EmrldTwohundred @Belle4DJT @realDonaldTrump You actually act like @realDonaldTrump grabbed her by the pussy when in reality he was having a private conversation 20 plus years ago and some perv was snooping and listening to a PRIVATE CONVERSATION between trump and a friend. And what about the child groping Joe Biden??? Lmao
984581720186982400 2018-04-12 19:59:09 -0400 <dublelee> @TomFitton @aduanebrown @realDonaldTrump He gave the Dossier up to take the limelight off of him!
984581715724292097 2018-04-12 19:59:08 -0400 <geoffh33> @funder @realDonaldTrump Scott, can you rethink this using pictures and ideograms, #IdiotInChief  Trump doesn’t read.
984581715682385920 2018-04-12 19:59:08 -0400 <greenpatchgrp> @kylegriffin1 Gee wiz, @realDonaldTrump, ur in a lot of trouble if main stream media leaks the Pee Tape.  A golden opportunity for us all.  Comey will have the last laugh. #LastTimeIDrankTequila I wrote this tweet.
