876590348428029953 2017-06-18 19:59:59 -0400 <mpilotone> @DineshDSouza @realDonaldTrump Mr. Dinesh D'Souza, you are 100% right!
876590239367786496 2017-06-18 19:59:33 -0400 <HyperAlerts> @theblaze .@POTUS @realDonaldTrump's approval rating is better than Obummer and Bubba Clinton's approval ratings at this point in their presidencies.
876590239149465600 2017-06-18 19:59:33 -0400 <amandadeibert> @DanKurth1 @TheDonaldTweet @realDonaldTrump If you are happy with the current state of things I'm super glad you found your bliss... there's an old saying about where it comes from...
876590238591729664 2017-06-18 19:59:33 -0400 <Mau64958373> And no denial from @seanhannity that @realDonaldTrump has caused constitutional crisis. Media equalizer is so insignificant. Nobody cares.  https://t.co/YjfPL5KuqF
876590235676590080 2017-06-18 19:59:33 -0400 <Bethcoo79041459> @realDonaldTrump Maybe start going there instead of your properties when you need time away from the WH. As a taxpayer, I would appreciate it.
876590232719589376 2017-06-18 19:59:32 -0400 <CelebritySoup> @Born_paidd @THEFXR1 @WndHrseStrategy @anirvanghosh @realDonaldTrump @SusanHa51371566 How can U justify the violent, filthy posts on this Twitter feed? That speaks volumes about those who post. It doesn't hurt anyone but them
876590231524343808 2017-06-18 19:59:32 -0400 <hermannj33> @WhiteHouse @realDonaldTrump Happy Father's day Trump
876590231503331328 2017-06-18 19:59:32 -0400 <DaychildElena> @DineshDSouza @realDonaldTrump Serves Obama right, he  deserves no respect. The crap he pulled at the latest minute.  To Sabotage the Trump admin. SHAMEFUL!
876590231343874048 2017-06-18 19:59:32 -0400 <richanddebbie> @SheriffClarke @realDonaldTrump Thank you SIR for your service. You have raised an incredible son
876590226575048704 2017-06-18 19:59:30 -0400 <JodyCElle> @sheryllima @kenklippenstein @realDonaldTrump  Way DOWN, not way DONE"  Jesus, woman, go back to school.
876590226034085888 2017-06-18 19:59:30 -0400 <WeMustDoBetter2> @ItIzBiz @realDonaldTrump My condolences to their familes and friends. God bless their souls. #FITZGERALD
876590224884854785 2017-06-18 19:59:30 -0400 <America3675> @RichardGrenell @theobear777 @realDonaldTrump Awesome!!!!
876590224364773376 2017-06-18 19:59:30 -0400 <SOS911Venezuela> @WhiteHouse @realDonaldTrump Maduro:  The Sheriff Always Gets His Man!  Don't Mess With The US. The Sheriff Is Back.  https://t.co/iPjbKYb4f5
876590218219986944 2017-06-18 19:59:28 -0400 <elizjohn16> @HFemtard @realDonaldTumpr @AlexMLeo @DiamondandSilk @realDonaldTrump And Trump trustObama soooo much that he didn't fireFlynn right away whenYates warned him about blackmail potential,bc u know,old clearance.
876590217356079104 2017-06-18 19:59:28 -0400 <EchoRats> @DonaldJTrumpJr @realDonaldTrump Did he think he was going to Disney World?
876590213321117696 2017-06-18 19:59:27 -0400 <SabijaZ> @DonaldJTrumpJr @realDonaldTrump Every administration throws previous under the bus. Trump just does it everyday.
876590208166309891 2017-06-18 19:59:26 -0400 <Dawnsmartdore> @trumpwrongworld @KMacMusic @realDonaldTrump Yea &amp; I am a girl. Go ahead call me names. I am all female. Trump has brought bullies out of the closet. Lots of exp standing up to dumb men
876590205460807681 2017-06-18 19:59:25 -0400 <Audreysays123> @realDonaldTrump history will say you are the worst president
876590200474013696 2017-06-18 19:59:24 -0400 <JATelco> @Greg_6551 @realDonaldTrump @cindygarrett14 @POTUS @VP @CivilRights @FBI @ABC @NBCNews @CBSNews @MSNBC @CNN @FoxNews @foxandfriends @BreitbartNews @theblaze @infowars @USATODAY @DHSgov I think politics in general needs a new broom, a breath of fresh air. Trumps actions and behaviour suggest he is not that person.
876590200092340225 2017-06-18 19:59:24 -0400 <KSue2759> @jboyle8863 @toms9965 @jaketapper @realDonaldTrump I bet you're one of the clowns that votes for McConnell every time! No wonder people hate this state so bad.
876590195449233408 2017-06-18 19:59:23 -0400 <edemco9> @realshady8kers @realDonaldTrump How can the majority be with the president when the majority didn't vote for him.
876590195444928512 2017-06-18 19:59:23 -0400 <Firedup4god1995> @IanMCohen @aaronclouse73 @DTrumpExposed @BarackObama @POTUS @realDonaldTrump He DID say he'd date her if she wasn't his daughter! What father says that about their own child?! Oh yeah, a pediphile!! Which #45 is! SMH
876590195231133696 2017-06-18 19:59:23 -0400 <Sweat126> @s22strandberg @CNN @realDonaldTrump Then you obviously know that President Trump is a Capitalist.. Which means your projecting hate, not facts
876590191623983104 2017-06-18 19:59:22 -0400 <Douglaskirk49> @KMacMusic @trumpwrongworld @realDonaldTrump Fun fact President Trump has done more in his first four months then Hussein Obama did in eight years
876590190952927233 2017-06-18 19:59:22 -0400 <Jeansimoes10> @realDonaldTrump Keep on trucking. Ignore the vitriol
876590189518479361 2017-06-18 19:59:22 -0400 <hogimus96> @lilscud1974 @TEN_GOP @realDonaldTrump Polls also had Hillary winning in a landslide. Polls are stupid.
876590185450024961 2017-06-18 19:59:21 -0400 <dieeane> @Barbarita101950 @Jspacehelmet @TySlade14 @Shellemarie @WestWingReport @realDonaldTrump trump and his bullshit cabinet can step down, there's some change we can all get behind.
876590182736244736 2017-06-18 19:59:20 -0400 <shossy2> @realDonaldTrump how about at least acknowledging that SEVEN US sailors lives were lost? Is that too much to ask? It's NOT ALL ABOUT YOU!!!!
876590182723715073 2017-06-18 19:59:20 -0400 <drbriggs59> @realDonaldTrump Happy Fathers day! Mr President
876590181276565505 2017-06-18 19:59:20 -0400 <Reverend_Ducati> @CarNan4955 @AndyOstroy @TruckersVote @realDonaldTrump I see.  POTUS didn't take to social media and tweet to your satisfaction.  Nope.  No reason to feel stupid at all.
876590172955041794 2017-06-18 19:59:18 -0400 <gramsaleo> @subschneider @YanchakSteven @mattakabagpuss @IntrovertRN1975 @realDonaldTrump You're proud to serve under a 5 time draft dodger? Wow don't you have really low standards?
876590167665983490 2017-06-18 19:59:16 -0400 <zach_ismyname> @realDonaldTrump Do you even know how math works? Of course not, you think @BetsyDeVosED is a qualified person to lead Dept of (mis)Educstion
876590166965723136 2017-06-18 19:59:16 -0400 <met41656> @Barbara11342824 @iamLucretiaMott @JeffreyGuterman @realDonaldTrump So why is everyone associated with Trump hiring lawyers, including Trump 's own lawyer and the Vice President? Guess they don't want jail
876590166164389888 2017-06-18 19:59:16 -0400 <marmelloz> @14sheilaoshea @realDonaldTrump So, it's OK for the man in the highest, supposedly most respected, position in our country to act in this manner? I expect a lot more.
876590165560401920 2017-06-18 19:59:16 -0400 <ITrustLabor> Thank GOD  the US Navy bilges and pumps waste water better than the "news sources" @realDonaldTrump has supporting him. #WashingtonDC
876590164247695361 2017-06-18 19:59:16 -0400 <kinz8730> @realDonaldTrump Did The First Stripper, @FLOTUS &amp; @IvankaTrump tag team a father's day pole dance for you?
876590162779623425 2017-06-18 19:59:15 -0400 <jonbez66> @realDonaldTrump Happy Creepy Father's Day  https://t.co/wx6xjHsEdn
876590161815117825 2017-06-18 19:59:15 -0400 <littlepigeon926> @realDonaldTrump The media loves making fun of your tweets. You are delusional!
876590158975348739 2017-06-18 19:59:14 -0400 <eunoiak> @sirlthr69 @Unpersuaded112 @realDonaldTrump You know nothing Jon of the Snow.
876590157993877504 2017-06-18 19:59:14 -0400 <candice_ralston> @WhiteHouse @realDonaldTrump All of you need to stop the Rhetoric! It's as insulting as can be to say the least! Use some common sense and integrity for goodness sakes😡
876590155796238340 2017-06-18 19:59:14 -0400 <james1989greene> @WhiteHouse @realDonaldTrump I would like to ask the most powerful man on the planet wot it like to be second best to the north of Ireland we dont surrender to terisam🇬🇧
876590155368419328 2017-06-18 19:59:13 -0400 <MyHelpingAngel> @realDonaldTrump PLAY THE OFFENSE   NOT THE DEFENSE
876590149496438785 2017-06-18 19:59:12 -0400 <mdmstudio1> @Gypsysister58 @elfgail1 @realshady8kers @realDonaldTrump What?   Lol.  Good luck with that
876590148661727232 2017-06-18 19:59:12 -0400 <JerryMcnett> @realDonaldTrump Just sad when the @POTUS keeps trying to convince us that he is doing a good job. Ego much?
876590148284239872 2017-06-18 19:59:12 -0400 <catcall1> @VicenteFoxQue @lunamosity1 @realDonaldTrump Gee, I really, really like this. Your video was terrific.
876590144446357504 2017-06-18 19:59:11 -0400 <toms9965> @jboyle8863 @jaketapper @realDonaldTrump @POTUS Judging from my kids and their willingness to be honest no matter the pressure, yes I am 1000% better father than @realDonaldTrump.
876590144093962240 2017-06-18 19:59:11 -0400 <chipocoloko> @Unpersuaded112 @realDonaldTrump yup!! They can LIE to your face over many years 37 times  and still run victory lap!!  https://t.co/iVFbll0NbG
876590142517121027 2017-06-18 19:59:10 -0400 <ColoradoFierce> @KrissyMAGA3X @TEN_GOP @Nordic_Saab95 @realDonaldTrump No you don't. Liar.
876590140025688065 2017-06-18 19:59:10 -0400 <zaberto> @trywait4me @CNN @realDonaldTrump He doesn't care. He doesn't understand what a personal sacrifice is. But here's to hoping.
876590138150850560 2017-06-18 19:59:09 -0400 <VedEnvy> @culturalmarxian @PaulEga2261 @kurteichenwald @mary_sturino @realDonaldTrump Oh yes I've been there, for real lol. I'm about an hour from Hell
876590137504743424 2017-06-18 19:59:09 -0400 <TheRealTwylaFox> @ppppolls Meanwhile, according to Gallup, @PotUS @RealDonaldTrump isn't doing any worse than @BillClinton at this point in HIS first term.  #FactCheck
876590134321446917 2017-06-18 19:59:08 -0400 <alllenall> @peaceandjoy101 @realDonaldTrump Yeah, his unfavorables are proof of that.
876590130944933888 2017-06-18 19:59:08 -0400 <awlash2246> @janiejoMT @khalifallah @realDonaldTrump You do have part of that statement correct,the church  https://t.co/eWgfskAQyF are how you feel and at this point you must feel stupid???
876590129183379456 2017-06-18 19:59:07 -0400 <tex_rpls> @realDonaldTrump @POTUS Trump @JudgeJeanine @seanhannity @FLOTUS Trump draining the swamp like he said he would. God Bless Trump!
876590128160014336 2017-06-18 19:59:07 -0400 <kes1doc_karen> @realDonaldTrump @SarrahHuckabee #MAGA= Make Attorneys Get Attorneys. ✅😜😜😜😜😜😜👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏
876590127342071808 2017-06-18 19:59:07 -0400 <danibostick> @rschles @realDonaldTrump cover optional. When you're a star, they let you do it! my perp's supporters calld him a man of impeccable character after he pleaded guilty
876590123655331840 2017-06-18 19:59:06 -0400 <djisma69> @IvankaTrump @realDonaldTrump @LaraLeaTrump @EricTrump @TiffanyATrump @DonaldJTrumpJr how sad it is to see people insulting / criticing a woman who have done nothing but love his father...😞
876590123239997440 2017-06-18 19:59:06 -0400 <kinggkaleb> happy fathers day, dad 🇺🇸@realDonaldTrump
876590118244691969 2017-06-18 19:59:05 -0400 <Ingridebap> @enviablewoman @Impeach_D_Trump @realDonaldTrump Bingo!
876590114868264960 2017-06-18 19:59:04 -0400 <kelkelsc> @realDonaldTrump are you ever going to put in a full time week at work.  between fundraising and pandering you arent getting the job done.  get to work
876590112347475970 2017-06-18 19:59:03 -0400 <JGrossund> @jackschofield @realDonaldTrump @Rasmussen_Poll @538 He's #1!  The Very best worst President ever. Hugely bad.  The worst. No one will ever top his banality, narcissism and outright stupidity!
876590103623118848 2017-06-18 19:59:01 -0400 <ramonaa1yahooco> @tedlieu @realDonaldTrump Don't you know by now this administration can do whatever it wants.
876590102360858624 2017-06-18 19:59:01 -0400 <jackschofield> @MMaggio0810 @realDonaldTrump @Rasmussen_Poll @538 You clearly don't understand the science behind statistics and polling. Look it up. You don't have to be a dumbass all your life...
876590095213535232 2017-06-18 19:58:59 -0400 <bembeblue> @realDonaldTrump Get the fucc out!
876590093217267713 2017-06-18 19:58:59 -0400 <tonyinacoma> @ChuckGarland4 @CalvinBryne @kenklippenstein @realDonaldTrump marriage equality was a VERY important issue, and if you had done your research in how the inequality negatively impacted families across
876590092055216128 2017-06-18 19:58:58 -0400 <JosJules> @DiamondandSilk @realDonaldTrump because it's their job to break scandals.
876590092000911360 2017-06-18 19:58:58 -0400 <ann_omynous> @act2roadie @Jmalco @Q_Continuum_XXX @Ireland0828 @Carol_From_PA @realDonaldTrump When was it written?
876590091032047616 2017-06-18 19:58:58 -0400 <chigh> @realDonaldTrump Ha ha!  🔥👖🔥
876590088901341184 2017-06-18 19:58:58 -0400 <latuka316> @DonaldJTrumpJr @realDonaldTrump Man can you get beyond yourself?
876590086468415488 2017-06-18 19:58:57 -0400 <Awakeat1111> @realDonaldTrump Fake news. Someone must have your phone because you didn't write this.
876590085411569664 2017-06-18 19:58:57 -0400 <Speak4Tomorrow> @realDonaldTrump prepares to throw his staff under the bus. His lawyer helps. #MAGA #ImpeachTrump #TrumpRussia #Kleptocracy #Treason  https://t.co/PA8Iu6Q9GI
876590078461652992 2017-06-18 19:58:55 -0400 <AnnCoakley4> @jackschofield @realDonaldTrump @Rasmussen_Poll @538 No one can beat Obama for people hating a Prez. We had 2 put up with him for 8 looong years! Grow up &amp; accept that Trump is our President!
876590077123719170 2017-06-18 19:58:55 -0400 <NeilMS17> @stevenacurtis @RoseLeon111 CROOKED @realDonaldTrump NEVER wanted the job in the first place... But EVEN he underestimated the number of STUPID PEOPLE out ther...  https://t.co/09nWDuh9Ur
876590077115338752 2017-06-18 19:58:55 -0400 <MyHelpingAngel> @realDonaldTrump Are Republicans being threaten to not united w/you? Track that down. Eliminate evil that holds others from their freedom to do as they wish.
876590076234526720 2017-06-18 19:58:55 -0400 <CONSTTUTION1789> @SheriffClarke @realDonaldTrump Well done!
876590075122860032 2017-06-18 19:58:54 -0400 <Asis97Lewis> @realDonaldTrump U never served why?
876590074737164288 2017-06-18 19:58:54 -0400 <SOS911Venezuela> @WhiteHouse @realDonaldTrump Maduro:  The Sheriff Always Gets His Man!  Don't Mess With The US. The Sheriff Is Back.
876590071977324544 2017-06-18 19:58:54 -0400 <CrackedPestle> @realDonaldTrump ...7 dead sailors, about whom you have said nothing. Shame on you.
876590070857203712 2017-06-18 19:58:53 -0400 <camel_toejockey> @darinnstacy @downwithtrump12 @ielusivemusei @realDonaldTrump @1mimi4ever @AGW_IS_A_HOAX Trump in office 5 months, gramps. Clown obama had 8 yrs to screw the U.S. up.  The below doesn't include how he screwed up foreign policy.  https://t.co/pKVd9VZrxh
876590069959671808 2017-06-18 19:58:53 -0400 <WATERFORD1948> @benelongtime @ZZiillaa @PaulineHansonOz @realDonaldTrump I agree 100% what a total disappointment.
876590065274716161 2017-06-18 19:58:52 -0400 <TellinTheTruth9> @VictorGThompson @keksloo @IanMCohen @aaronclouse73 @DTrumpExposed @BarackObama @POTUS @realDonaldTrump Obama wasn't more loved by America.. he was the most loved president by Hollywood celebrities, MTV crowd and the media. Big difference.
876590060275200000 2017-06-18 19:58:51 -0400 <debbiegar2> @realDonaldTrump Your Agenda need only be Deficit Neutral NOT Revenue Neutral! Get rid of Bird Rule &amp; Get Senate MOVING! NOW is THE TIME! Newt is experienced
876590056235974656 2017-06-18 19:58:50 -0400 <AmandasSky> @realDonaldTrump Happy Father's Day Mr.President! I tell everyone I know you cuz i'm from S.Jersey in Texas!Your my uncle,don't you know?drain this toiletGOP
876590055149776896 2017-06-18 19:58:50 -0400 <TJ_KAG> @myfairAmanda @realDonaldTumpr @AlexMLeo @HFemtard @DiamondandSilk @realDonaldTrump What is it like to live in your fantasy world?
876590049508433920 2017-06-18 19:58:48 -0400 <GarthwaiteGayle> @jules_su @realDonaldTrump Jules not too bright r u
876590048975761408 2017-06-18 19:58:48 -0400 <blackwood1961> @thehill @realDonaldTrump IS grotesque.
876590047734112256 2017-06-18 19:58:48 -0400 <headtoteo> @realDonaldTrump It's genuinely frightening that you can't see how self-damning the above tweet is, but also gives me hope that you'll soon be out of office.
876590046949900291 2017-06-18 19:58:48 -0400 <AKBKMR> Apparently there weren't enough characters for @realDonaldTrump to put "not" if front of "being investigated."  https://t.co/g9WqQy9c96
876590042386493441 2017-06-18 19:58:47 -0400 <Oxsplace> @IvankaTrump @SluvsO777 @realDonaldTrump @LaraLeaTrump @EricTrump @TiffanyATrump @DonaldJTrumpJr Oh how they laughed and laughed. November 9th wasn't so funny for a few 😂 Congrats! Your all doing great job 👍🏻👋🏻
876590040650047488 2017-06-18 19:58:46 -0400 <cecilthunder> @realDonaldTrump Get your facts straight, Mr President.  https://t.co/bBmjeKaLdm
876590033775603712 2017-06-18 19:58:44 -0400 <Triglide16James> @realDonaldTrump @southern4MAGA His support is much stronger
876590032898977793 2017-06-18 19:58:44 -0400 <PhilBl55> @me_keego @jd_barnes51 @ColleenLong @elfgail1 @realshady8kers @realDonaldTrump Jobs numbers worse since DT took over from BHO so there's that.
876590029811978240 2017-06-18 19:58:44 -0400 <lexantigua> @realDonaldTrump Yeah. In Russia 🤣🤣
876590028557885440 2017-06-18 19:58:43 -0400 <VaMercedeslady> @TrumpsGucciGirl @LauraButler6 @realDonaldTrump They robbed the pension funds, way to go Jerry Brown
876590027400196096 2017-06-18 19:58:43 -0400 <alllenall> @peaceandjoy101 @realDonaldTrump Which family?  He has three of them.
876590026431266817 2017-06-18 19:58:43 -0400 <twentytwestions> @realDonaldTrump Lock him up!
876590025789526016 2017-06-18 19:58:43 -0400 <madlib99> @realDonaldTrump You know that most of us are here to laugh at you...right?
876590025416339457 2017-06-18 19:58:42 -0400 <jerrycannon5> @realDonaldTrump Good news about the investigation, Donny. If you have done nothing wrong then there is nothing to worry about!
876590024300670979 2017-06-18 19:58:42 -0400 <showtoutl> @realDonaldTrump A very happy Father's Day mr President. Long live the commander in chief.
876590020353765376 2017-06-18 19:58:41 -0400 <kit12231124> @DonaldJTrumpJr @realDonaldTrump Jr. What qualifies you to say anything at all.  Common.  Give it to me. Enlighten us all. 🌤
876590014024601600 2017-06-18 19:58:40 -0400 <mhwillie> @realDonaldTrump Yes we know, because although it's your first visit, others before you have enjoyed their time there. This is all paid for you by US.
876590011008679937 2017-06-18 19:58:39 -0400 <eunoiak> @sirlthr69 @Unpersuaded112 @realDonaldTrump Pedantic (I guess you don't have autocorrect errors in Candida). And arrogant.
876590009796747264 2017-06-18 19:58:39 -0400 <GinoKusa> @KMacMusic @trumpwrongworld @realDonaldTrump Notice how he pivots to terrorist when he is confronted with a financial fact? Typical Trump bot
876590004415283200 2017-06-18 19:58:37 -0400 <em1692> @trentster @delaney_ball @BagOfToys @realDonaldTrump Assoc w/race separatists, objectifies wmen, mocks disabled, insults allies, embraces dictators &amp; by ass kissers. NOT EARNED
876590000921554946 2017-06-18 19:58:37 -0400 <mjodvody> @realDonaldTrump In other words, other than the cluster F&amp;?k you've created, there isn't one single thing you promised that's done.  Sad
876589996387565568 2017-06-18 19:58:36 -0400 <WyattEarp1943> @Mac4RFW @WSJ @FreemanWSJ @SenSanders @realDonaldTrump @TheDemocrats The dems are troublemakers and nothing but
876589991757058048 2017-06-18 19:58:34 -0400 <hilton_philip> @realDonaldTrump @HillaryClinton @BarackObama @CIA @USArmy @NASA  My MUM visited #Area51 just before it became public Saw strange lights LOL  https://t.co/XVW1VRuDTP
876589991115325449 2017-06-18 19:58:34 -0400 <edmeyer_able> #USSFitzgerald @realDonaldTrump I bet they're impressed by your poll numbers  https://t.co/iu10uzV3Al
876589988472901633 2017-06-18 19:58:34 -0400 <Tennesseine> .@TedNugent invited Obama to "suck on [Nugent's] machine gun." @realDonaldTrump invited all Americans to assassinate Clinton.  But yeah..us.
876589986698735617 2017-06-18 19:58:33 -0400 <FlashbackBaby> @GottaLaff That is some slimy shit. When @realDonaldTrump "drained the swamp" all of the pond scum and bottom feeders were left to run the government.
