1114679175972044801 2019-04-06 19:59:59 -0400 <Mountai65363978> @funder @realDonaldTrump Orange idiot
1114679159874306048 2019-04-06 19:59:56 -0400 <John_Crowe16> @marc_lotter @realDonaldTrump @MSNBC 🖕
1114679159639429120 2019-04-06 19:59:56 -0400 <flashoverman> @Autarkh @realDonaldTrump Patriots will keep you safe! #MAGA
1114679156837625857 2019-04-06 19:59:55 -0400 <Kuvaris21> @CassandraRules @realDonaldTrump Don't turn your back on something you love. Shame on Trump. #ProtectJulian #YDSB
1114679155713560576 2019-04-06 19:59:55 -0400 <JVP409> @Maurgran5 @SteelOneLA @GuillaumeTC @markmobility @realDonaldTrump No he isn't stupid, this was done intentionally!  Make no mistake about that!
1114679152945377280 2019-04-06 19:59:54 -0400 <OLDFLACO> @realDonaldTrump  https://t.co/dbU145vGqv
1114679152123174912 2019-04-06 19:59:54 -0400 <Frizzer> @realDonaldTrump How many witches were arrested, indicted, imprisoned again? Keep talking, Ace. Keep talking. Pretty soon even your supporters will see what a boob you are.
1114679149292150788 2019-04-06 19:59:53 -0400 <frank_ujah> @realDonaldTrump The words Trump means : Life, love ❤️, Security, concerns, Best, otoku na do, great, Father. The best president ever lived.
1114679149065584640 2019-04-06 19:59:53 -0400 <smithbillkim123> @realDonaldTrump WILLIAM SMITH HERE--HAVE GREAT IDEAS---AND SOME NOT SO GREAT---BUT IF WE DO NOT TALK ABOUT IT-IT IS NOTHING---AND YOU MISSED THE BOAT--LITTLE PEOPLE CAN THINK TOOOOOO--PLEASE LETS TALK IN FLORIDA NEXT TIME-PLEASE
1114679147626934272 2019-04-06 19:59:53 -0400 <JillEdmondson> @realDonaldTrump You mean:  "Their country of oranges." 🍊🍊🍊🍊🍊
1114679147362639872 2019-04-06 19:59:53 -0400 <sherry_walthers> @CNN @donlemon @realDonaldTrump Trump won't show his taxes because it will prove that most of his money comes from Russia. Putin owns Trump. And Trump is not as rich as everyone thinks.
1114679141427818496 2019-04-06 19:59:51 -0400 <rdcs86> @ananavarro @markmobility @realDonaldTrump @TifaniRoberts Excuse me liar! He was talking about MS-13
1114679137929711616 2019-04-06 19:59:50 -0400 <lil_fussy> @JeffJrichards91 @realDonaldTrump He is  probably suffering from a lack of Powerful Common Sense
1114679137850015744 2019-04-06 19:59:50 -0400 <Chifu3nt3z> @realDonaldTrump Just one more year of this crap…
1114679137732583426 2019-04-06 19:59:50 -0400 <kinatsap1> @mikek37024 @e2pilot @EdKrassen @krassenstein @realDonaldTrump The only thing radical is people not pushing for more investigation into the Krasshole bozos.  https://t.co/JbYzulf8v7
1114679135882940417 2019-04-06 19:59:50 -0400 <america_sue> @realDonaldTrump Deporting the released ones back to cou triues of origin right Sir 300 a day! Women and children too the womaen are gang helpers too
1114679134939172871 2019-04-06 19:59:50 -0400 <GaryEHennig> @realDonaldTrump A question for Donald Trump. I am in hopes that someone will be able to ask it. Why if drugs and terrorists and dangerous people are your goal why are we not building a wall on our Canadian border? Statistics prove that border to be more dangerous than the Mexican border.
1114679134884630528 2019-04-06 19:59:50 -0400 <bkohatl> @bedleman1111 @EdKrassen @realDonaldTrump Virginia had a Republican Pro-Trump Governor, it was his private, for profit prison they were locked up in. A 13-year-old boy in Albuquerque was arrested by a campus cop for BURPING in class, taken to a private for profit juvenile hall, strip and cavity searched, locked in jail.  https://t.co/h8cwBRFzJ9
1114679133290881024 2019-04-06 19:59:49 -0400 <1EyeSmart1> @oscarmom355 @Haegster @brianklaas @realDonaldTrump Ouch! Steep! As a Texas physician, I am too familiar.  Our Republican governor, Rick Perry declined the Medicaid Expansion portion of the ACA, leaving millions of Texans without affordable healthcare. The effect on the middle-income class, disastrous.    https://t.co/dhj6TkN7su
1114679133286670336 2019-04-06 19:59:49 -0400 <AndrewLanden99> @realDonaldTrump @DHSgov @CBP @ICEgov Inspirational.  That said, the checkpoints 100 miles into the country make no sense whatsoever.  Why aren't they on the border helping with this national emergency?
1114679130203852800 2019-04-06 19:59:49 -0400 <lipkinlip> @Twilight_zonne @realDonaldTrump Wow what a comeback
1114679129620668416 2019-04-06 19:59:48 -0400 <TWP_Videos> @SpankyHamm @realDonaldTrump He's gonna build a Death Star on our nation's border.  https://t.co/Jszyto2HPB
1114679126965747713 2019-04-06 19:59:48 -0400 <le_dylon> @Troyythe3rd @realDonaldTrump Strength
1114679125632012288 2019-04-06 19:59:47 -0400 <OwlLove34> @lapierre_darren @Acosta @realDonaldTrump #NotMyPresident  https://t.co/SpGxfiFUuQ
1114679121349685249 2019-04-06 19:59:46 -0400 <DetroitStrong55> @realDonaldTrump When you jumped in bed with Putin?
1114679120376553473 2019-04-06 19:59:46 -0400 <Terence_Wilson1> @RyanTreeFiddy @lesleyabravanel @realDonaldTrump But what are you calling me out on? You made assumptions... I haven’t... other than the typical because you made an assumption about me
1114679119420071937 2019-04-06 19:59:46 -0400 <StrangeThing508> @realDonaldTrump Hope they help with the drugs coming in at the point if entry, that would be a big win
1114679119005007872 2019-04-06 19:59:46 -0400 <TruBluBrewCru> @realDonaldTrump The system will never be without problems.  As time marches on, and the world changes, there will be issues that crop up.  It can get smoother, more efficient and humane by working slowly, constantly reassessing what is working, and what is not.  There is no quick fix.
1114679117381754880 2019-04-06 19:59:45 -0400 <roy_millwood> @jamestherabe @malteseh @ananavarro @markmobility @realDonaldTrump @TifaniRoberts Gang members “humans” that just happen to hack people to death with machetes as a means of intimidation and terrorism. Yeah, Trump is mean to call them animals. 🙄
1114679116161331201 2019-04-06 19:59:45 -0400 <diamondman1951> @realDonaldTrump The surges started when you became president
1114679115351592960 2019-04-06 19:59:45 -0400 <jrk999> @mike_pence @realDonaldTrump ICK
1114679114584219648 2019-04-06 19:59:45 -0400 <pamrohr> @realDonaldTrump Thank you for keeping your promises. We are very thankful you are our President and we pray for you daily.
1114679114038820864 2019-04-06 19:59:45 -0400 <DonHashon> @funder @realDonaldTrump Trump's supporters are one or more of the following:  - Racist - anti immigration  - immoral flirts - fiscal criminals  - Nazist - White supremacists - womanizer - adulterous lifestyle - congenital liar  - sadistic person - poorly educated if educated - hater ...
1114679113640337409 2019-04-06 19:59:45 -0400 <TreyBest6> @ananavarro @markmobility @realDonaldTrump @TifaniRoberts Wrong, trump called the people who shot him an animal and you know that but you have Trump derangement syndrome so bad that basic honesty comes 2nd to making him look bad. Hack.
1114679110335381504 2019-04-06 19:59:44 -0400 <John_Crowe16> @WhiteHouse @realDonaldTrump 🖕
1114679109030834176 2019-04-06 19:59:43 -0400 <tony333a> @realDonaldTrump There's no doubt some of Trumps' followers are stupid enough...but surely many must wonder how much longer they can support such a liar.  https://t.co/yNQb9Ky4LI
1114679108594798595 2019-04-06 19:59:43 -0400 <__Boudreaux__> @Thevoicefree1 @CassandraRules @realDonaldTrump Essentially is
1114679107793694730 2019-04-06 19:59:43 -0400 <HuskerKevin78> @funder @realDonaldTrump A lot.
1114679106652856320 2019-04-06 19:59:43 -0400 <EchoWarrior101> @realDonaldTrump I pray this every day - for you!  https://t.co/KCAroJLfBS
1114679106636013568 2019-04-06 19:59:43 -0400 <Wayward888> @realDonaldTrump  https://t.co/yPHE9mVAa6
1114679105495027712 2019-04-06 19:59:43 -0400 <Kiwi68Kiwi684> @funder @realDonaldTrump #tinydicktater
1114679104790568961 2019-04-06 19:59:42 -0400 <RkfromNy> @ktgirard @MikalFreeman @JohnIsUnited @jganschster @DavidWohl @realDonaldTrump Now u r back to economy .. just now u were spewin at me .. before u were on emoluments . Before that u were begging me to think u r ameriKan !! LOL. Get a grip and FOCUS ..! LOL
1114679104412868608 2019-04-06 19:59:42 -0400 <MakatiMister> @CassandraRules @realDonaldTrump Assange is charged with some serious crimes. Sexual assault? Rape? I think he needs to face those charges.
1114679102445846529 2019-04-06 19:59:42 -0400 <DooleyJacky> @mike_pence @RJC @realDonaldTrump  https://t.co/SPMDdZ2F2P
1114679102412394497 2019-04-06 19:59:42 -0400 <925_master> @Bar0n_TheGrey @JenHutcherson @Sirwerd @Rain_Senova @markmobility @abigaildisney @realDonaldTrump  https://t.co/9YybNzPJvL
1114679102320119810 2019-04-06 19:59:42 -0400 <Marquissimo1> @realDonaldTrump  https://t.co/RPdOkXRU3c
1114679101405708293 2019-04-06 19:59:42 -0400 <Madd_Serv> @JohnSCatton1 @raymysterio305 @ProLifeTexanUSA @EinsteinMaga @maxxx__power @MenaKyle @Zigurd @Corp125Vet @FifeTx @will10459 @edwood_not @Marc751e2f95 @heyk1967 @Bamafanaticfan1 @GaryDehart7 @Beg1Girl @DeplorableChoir @4meJustice @RealTT2020 @GenFlynn @BarbaraRedgate @JosephJFlynn1 @flynn_neill @adjunctprofessr @battleofever @realDonaldTrump @POTUS @ReneeCarrollAZ @Dawn_DeMore1 @Cowgirls4Trump @KatTheHammer1 @LaunaSallai @gspatton007 @HarveyStaub1 @RoseDC11 @karli_bonne @Lathenerd @busylizzie48 @KaraMar111 @MazurikL @FLMel69 @pbs0033 I believe hanging is the penalty for treason.
1114679100986273794 2019-04-06 19:59:42 -0400 <moonbeam4664> @Lrihendry @realDonaldTrump Oh yeah we will all be very happy when the border gets torn down and all the drugs..gangs human traffickers flood into our country..oh and don't forget  the  94 trillion dollars that are going to come out of where? Your taxes..get  used  to socialism where the dems control u.
1114679099254034432 2019-04-06 19:59:41 -0400 <DebraLZimmer2> @charliekirk11 @RealMattCouch @realDonaldTrump If I was President Trump I wouldn't even except that Award if it was offered. I think it's  "Value" is worthless now. Just my opinion...
1114679099039965184 2019-04-06 19:59:41 -0400 <AngelGoulet> @realDonaldTrump  https://t.co/19ZncbNKZf #Netanyahu
1114679095126822912 2019-04-06 19:59:40 -0400 <AnnieGranny8246> @realDonaldTrump It’s a no win situation for the haters.  Remember “Love Trumps Hate”? 😁❤️❤️❤️
1114679093528813569 2019-04-06 19:59:40 -0400 <thatconserveguy> @Bc1906Trader @beachbumtrader1 @ChidiNwatu @marc_lotter @realDonaldTrump @MSNBC Don’t you have better things to do on this wonderful Saturday afternoon than blowing up my phone with notifications about your incoherent ramblings?
1114679092224430080 2019-04-06 19:59:39 -0400 <19snoopy55> @usmaan_aisha @RogueSNRadvisor @realDonaldTrump 440V might just clear out the cobwebs......
1114679092035575810 2019-04-06 19:59:39 -0400 <coope2014> @VicenteFoxQue burns under Trump's skin the only way he knows best! 😂 @realDonaldTrump
1114679091456770051 2019-04-06 19:59:39 -0400 <Eagle1million> @charliekirk11 @realDonaldTrump When you put it that way, .....!
1114679091397943296 2019-04-06 19:59:39 -0400 <Cindi1218> @realDonaldTrump Sod off, old man. We don't work with NAZIs. EVER.
1114679089397297152 2019-04-06 19:59:39 -0400 <LOPEXNbesitos> @realDonaldTrump This was an evil way to gold dig people out of their tax money. Their evil is slowly coming apart, they can't sleep at night trying to find another lie to keep the power. They wanted to divide America,  if they can't hv it lets destroy it by flooding the BRDR
1114679088092938245 2019-04-06 19:59:38 -0400 <Mark80652495> @realDonaldTrump Call it Obama's Wall.  The emergency will disappear real fast.
1114679085656150017 2019-04-06 19:59:38 -0400 <leanone62> @realDonaldTrump Donald J Trump= Liar
1114679082262781952 2019-04-06 19:59:37 -0400 <royaldmd1> @Striper651 @USNavyMomPA @realDonaldTrump How would a Bot with no followers know anythingabout anything? Oh right. You don't.  You're a Bot! Now you're a Blocked Bot!  https://t.co/oCmSX8BYwP
1114679081138655232 2019-04-06 19:59:37 -0400 <Tarzan_08> @Bdwal359 @verawishful1 @FarnesworthUSA @sabine_durden @realDonaldTrump America is the greatest cuz it dies the most good in this world. You obviously can’t or refuse to see it.  That’s why   Liberalism is a mental disease.
1114679079150555136 2019-04-06 19:59:36 -0400 <captain15> @realDonaldTrump Put our troops on the border to protect us. Line them across the entire border. Make it impossible for anyone to come across the border except at appropriate check points.
1114679077711925248 2019-04-06 19:59:36 -0400 <califmom24> @realDonaldTrump You aren’t cleared!  Barr is hiding the truth about the report.  Until it’s released to the public to prove your innocence,you’re very guilty.
1114679076965556224 2019-04-06 19:59:36 -0400 <catizme> @jganschster @DavidWohl @realDonaldTrump Only real Americans want what's best for our citizens not illegals.
1114679075363098624 2019-04-06 19:59:35 -0400 <BrySol1> @realDonaldTrump Did you break twitter again?
1114679073333227520 2019-04-06 19:59:35 -0400 <MandyxD2020> @realDonaldTrump  https://t.co/Yp4RbxUH7e
1114679072569745408 2019-04-06 19:59:35 -0400 <WATERNGENEMY> @real_bob4 @eugenegu @realDonaldTrump a mistake he has not owned up to, like all the others. Central Park five, the Casino incidents. There’s plenty.
1114679072070619136 2019-04-06 19:59:35 -0400 <ZipRealtyTucson> @realDonaldTrump We will never forget how you sucked up to Putin and Kim and how you and your family used Russian info to throw the election in your favor. Without Electoral college you would not have one.
1114679071776989184 2019-04-06 19:59:35 -0400 <airforcepam> @realDonaldTrump  The Question should be WHY did they support you You have NO MORAL VALUES the Jewish Faith teaches And you &amp; your Dad were Prejudicial Against Jewish people in renting &amp; selling apts
1114679071588270080 2019-04-06 19:59:35 -0400 <PJMathai1> @robemerson7176 @steph93065 @realDonaldTrump @ByronYork @SpeakerPelosi What constitutes a crisis ? Now only the democrats knows whether or not a real border crisis exists..right. They want to decide every  Issue and create an atmosphere where Mr. Trump becomes dysfunctional...but sorry Demo. He knows it long before you invented it !
1114679070954942465 2019-04-06 19:59:34 -0400 <JewelODesert> @steph93065 @realDonaldTrump Awww... how sad for you. Someday you'll grow up and understand. 🙄  https://t.co/R3fa9QjPxW
1114679069621223424 2019-04-06 19:59:34 -0400 <shelbydoll1> @realDonaldTrump These people are illegal. WHY ARE YOU LETTING THEM IN???????
1114679068262162433 2019-04-06 19:59:34 -0400 <shellyraedkn> @realDonaldTrump Release the full report.
1114679067977056261 2019-04-06 19:59:34 -0400 <Farmboy_32> @realDonaldTrump Ignore them rise above them and further the agenda this country needs
1114679064780869632 2019-04-06 19:59:33 -0400 <GerrybombS> @realDonaldTrump haters who hate, so that their followers will be taught to hate, so they can be re-elected and even more people will hate the person who creates the hating....
1114679063426236416 2019-04-06 19:59:33 -0400 <BrentCbus> @DrKarenClaud @Pennijj @Steven_Scibetta @realDonaldTrump #metoo
1114679061908000768 2019-04-06 19:59:32 -0400 <3boysOhBoy> @jamestherabe @malteseh @ananavarro @markmobility @realDonaldTrump @TifaniRoberts Lynchburg VA March 2017: 3 MS13 gang members stabbed a 17 kid 16 times, ran him over then cut off his hands.
1114679060985049088 2019-04-06 19:59:32 -0400 <gnomorenomoore> @BIBLETHUMPER1 @Real_EllieBrown @realDonaldTrump It was your gloating over not being swayed with emotions and leaning on facts and logic....  jesus is about emotion and love... not in anyway tied to a physical fact or historical logic and yet.... your live for jesus is in contrast with your support for the trumpocolypse
1114679060905385984 2019-04-06 19:59:32 -0400 <ewaks> @realDonaldTrump Isn’t this created by you? America first policy has shut down a lot of work in these countries. They are just going to where the work is.
1114679060406214656 2019-04-06 19:59:32 -0400 <proudKAGwarrior> @realDonaldTrump Mr. President, we support you. Make the treasonous liars pay!
1114679058875461634 2019-04-06 19:59:32 -0400 <PaulGCornish> @jhansonlpn @realDonaldTrump Is that number Trump's weight, the length of his eventual prison sentence, or just how much he's got left in the bank?
1114679055339536384 2019-04-06 19:59:31 -0400 <TommyStrongbo> @mike_pence @realDonaldTrump 1. No Wall 2. No Healthcare 3. 1 New Israel Embassy
1114679054672834560 2019-04-06 19:59:31 -0400 <inyouwin> @charliekirk11 @realDonaldTrump @ArthurSchwartz @SergioGor @GOPLeader How soon can we get AIPAC owned traitors out of Congress ?   https://t.co/4SoHn0o2CC
1114679053901025280 2019-04-06 19:59:30 -0400 <rdrock180> @tonyposnanski Except the quote is out of context. @realDonaldTrump was talking about MS-13 gang members but democrats have altered the msg in a pathetic attempt to frame POTUS as a “racist”.  https://t.co/6OtqDrnpdF
1114679051128639489 2019-04-06 19:59:30 -0400 <swon26> @realDonaldTrump @SpeakerPelosi ...Release the caged children NOW! Find their parents. You're evil Democrats have COMPASSION! You don't know the meaning of this word. Fight REAL DOMESTIC TERRORISTS your "find people too" white supremacists who're murdering INNOCENTS Americans because of YOUR dangerous rhetoric.
1114679050998620160 2019-04-06 19:59:30 -0400 <bpkbeachlady> @funder @realDonaldTrump Dark triad for one. Also Beginnings of dementia or syphilis eating his brain. Rethuglicans should really think about this.
1114679050599931904 2019-04-06 19:59:30 -0400 <LoisKZ> @realDonaldTrump Everything with you is me, me, me. Where's all your ire against the Russians hacking our voting systems? Too bad you didn't take your oath seriously "preserve, protect and defend the Constitution of the United States". What a self serving ignoramus.
1114679049392201728 2019-04-06 19:59:29 -0400 <ResistMonsters> @realDonaldTrump @ChrisCJackson @maddow Trump’s take on sexual assaults at his property
1114679048586833920 2019-04-06 19:59:29 -0400 <jaxx613> @Othy135 @realDonaldTrump Funny the latter costs 20x more
1114679048284725249 2019-04-06 19:59:29 -0400 <alissakmclean> @reincorpwelfare @TerriDF @Pulsa48 @BarackObama @DNC @realDonaldTrump @CocaCola If the choices are a moderate Democrat who will do SOMETHING or a Republican who will continue to appoint oil executives to run the EPA, YOU VOTE FOR THE MODERATE DEMOCRAT! How is this hard?
1114679047307583489 2019-04-06 19:59:29 -0400 <bnutzman2> @EmanuelEfunbote @realDonaldTrump His mother and father were born here.
1114679046246420480 2019-04-06 19:59:29 -0400 <lil_501> @realDonaldTrump Why have you ever even mentioned it? If you really never had anything to worry about, you wouldn't be screaming and flapping your arms every day about it.
1114679045491437569 2019-04-06 19:59:28 -0400 <Ha60La> @PamBennettSails @funder @realDonaldTrump He has also  (at least to me) appeared to be somewhat subdued during a couple of his recent appearances…as if medicatied.  Definitely something's up
1114679045231267840 2019-04-06 19:59:28 -0400 <DontAtMeBro76> @ShawnQuinn83 @jcsoto82 @danadoggirl @ChatByCC @realDonaldTrump @dbongino @foxandfriends None of that means jack when it comes to democrats or socialism. Being a Trump fanatic tells me you have a misunderstanding of both.
1114679044925210624 2019-04-06 19:59:28 -0400 <JamesMu23947737> @realDonaldTrump I agree 100% get our borders under control. THANK YOU AGAIN POTUS  https://t.co/PLls9onb4T
1114679043591372801 2019-04-06 19:59:28 -0400 <20thesis15> @realDonaldTrump is NOT your friend, NOT a friend to POC, NOT a friend to the Hispanic community, sick ppl, lgbtq community, or most of all, poor ppl.   Progressive Jewish group protests Trump's Republican Jewish Coalition speech   https://t.co/oJjKEHBWbH
1114679041267777536 2019-04-06 19:59:27 -0400 <smithbillkim123> @realDonaldTrump WILLIAM SMITH HERE---HAVE GREAT IDEAS---AND SOME NOT SO GREAT---BUT IF WE DO NOT TALK ABOUT IT-IT IS NOTHING---AND YOU MISSED THE BOAT--LITTLE PEOPLE CAN THINK TOOOOOO--PLEASE LETS TALK IN FLORIDA NEXT TIME-PLEASE
1114679039350968320 2019-04-06 19:59:27 -0400 <CrownedGodzilla> @RonMarcsimo777 @EdKrassen @realDonaldTrump Just how did Obama improve the economy?  I certainly didn't feel it.
1114679038771994624 2019-04-06 19:59:27 -0400 <Willys7Tfab> @smalltownandrew @marburell @realDonaldTrump You knew it was going to get worse come election time. Don’t be surprised if accounts disappear as time closes in.  These billion dollar liberal Globalist sites will do anything to get Trump out!    Facebook, Twitter, etc , need to be investigated and held accountable.
1114679038038040576 2019-04-06 19:59:27 -0400 <SchindeleTodd> @Suzdee1 @realDonaldTrump I like it !!
1114679037753004032 2019-04-06 19:59:26 -0400 <Spify007> @BulgerJean @TheRokinHellcat @Shimmy4404 @Lrihendry @realDonaldTrump @dbongino @foxandfriends At least I read! Something other than twitter. Key phrase was News Article. Not a snopes or internet news either. Where do you get you info?
1114679036675014661 2019-04-06 19:59:26 -0400 <plum915664> @CMattocks1 @realDonaldTrump This is not politics. This is the rantings of an insane person with below average intellect
1114679034426855424 2019-04-06 19:59:26 -0400 <ghhshirley> @realDonaldTrump Do your supporters know about this?   https://t.co/RjuHWrKnT4
1114679034074542081 2019-04-06 19:59:26 -0400 <Shumankaman> @realDonaldTrump How about you focus on a real problem...  oh like Russia... or North Korea, or illegal security clearances   #TrumpCrimeFamily #TrumpResign  #DailyDeflection    #TrumpLies #Impeach45 #TrumpRussia #MAGA #Resist #MoronInChief
1114679031222493185 2019-04-06 19:59:25 -0400 <MidWest_Girl123> @SenatorRomney For once you are supporting our President @realDonaldTrump and the American People! 🇺🇸❤️ Thank you!
1114679030572253185 2019-04-06 19:59:25 -0400 <barrykelley66> @realDonaldTrump Democrats are all disgusting by allowing Catch and release!
1114679025492844544 2019-04-06 19:59:24 -0400 <Cochina8> @realDonaldTrump What about Canada border...you gonna close that one too? Are you aware of how many people cross there?
1114679024729518080 2019-04-06 19:59:23 -0400 <Debbie55958983> @hivewife @stamos_tpusa @realDonaldTrump @RepAdamSchiff Just curious if you’d be asking for the same detail if they said he was guilty!.... thought not
1114679022649135105 2019-04-06 19:59:23 -0400 <_centrist__> @realDonaldTrump As long as we have an oppressed Mexico, we will have problems at the border. No wall, political party or policy can fix, unless we cure the problem.   Dismantle the Cartels &amp; corruption, make Mex at the same Economic standard as US or Canada. Say goodbye to issues at the border
1114679019113308161 2019-04-06 19:59:22 -0400 <Lwigui> @realDonaldTrump Do you ever read anything?
1114679019079970819 2019-04-06 19:59:22 -0400 <PierreGardy5> @realDonaldTrump Politics of convenience.
1114679018022789120 2019-04-06 19:59:22 -0400 <GarykBoyle> @realDonaldTrump You'll do a purge without anyone seeing that full report hey Stalin Trump?
1114679017934925824 2019-04-06 19:59:22 -0400 <Lizzyjack> @ChuckTod_Goatee @KVitalone @AMeisner32 @JohnIsUnited @jganschster @DavidWohl @realDonaldTrump Totally different things. Thanks for playing.
1114679013614571521 2019-04-06 19:59:21 -0400 <SeeOrryRoberge> @realDonaldTrump I believe Canada backs the country of origin laws already in place between USA and Canada because our system works. Just review our arrangements and see that the same equal partnership down on your Mexico, USA border is common sense. I don’t know how else to say it?
1114679012679274497 2019-04-06 19:59:21 -0400 <MWSecretShopper> @mike_pence @realDonaldTrump THANK YOU BOTH For your leadership 👍❤️🇺🇸 #ArmchairActivist
1114679011450527744 2019-04-06 19:59:20 -0400 <loriannmartins1> @realDonaldTrump You have the worst adjectives.
1114679008283770880 2019-04-06 19:59:19 -0400 <LivLaughLuv21> @doggiedaysms @realDonaldTrump This is what I tw'd back in Jan. &amp; now there's a plaque on the replacement fencing in Calexico. Like I said, so predictable.   https://t.co/jlOblp6JUl
1114679007990013954 2019-04-06 19:59:19 -0400 <NicoleNaditz> @realDonaldTrump @POTUS I don’t understand. I thought you said the report completely exonerated you. Was *that* “fraudulent?” How guilty are you???
1114679007310532608 2019-04-06 19:59:19 -0400 <kglarson> @KarenAugustus @ananavarro @markmobility @realDonaldTrump @TifaniRoberts That little boy? NO. And no one would say he’s an animal, including Trump. And as much as I despise Donald Trump, people trying to make him into an evil monster by promoting lies (Ana) are just as bad.
1114679006962561024 2019-04-06 19:59:19 -0400 <Mojomydog1> @realDonaldTrump I wonder if these NUTS would like a vessel or more to start dropping off 1000' S of illegal immigrants from around the world 🌎 at various ports on the East Coast ? The Demy/Libbys would love the extra votes. Don't let that happen President Trump 'cause the DNC,HillyBitch,Soros😵
1114679006769631232 2019-04-06 19:59:19 -0400 <JimTexasjaj> @FoxNews @TuckerCarlson @seanhannity @IngrahamAngle @realDonaldTrump @SpeakerPelosi @SenSchumer @SenateDems @HouseDemocrats @GOPLeader @SenateGOP @HouseGOP @SenTedCruz @JohnCornyn @RepMcCaul @GregAbbott_TX @NikkiHaley @Gerryinpa  The Democrats will fall like bowling pins; strike!  https://t.co/ni73cQiP3M
1114679006756925441 2019-04-06 19:59:19 -0400 <BusdriverDG> @realDonaldTrump IT IS NOT ILLEGAL TO ASK FOR ASYLUM!!!!!!!!!!!!!
1114679005284831234 2019-04-06 19:59:19 -0400 <rekkaj1450> @gondwetamara1 @Michael77149858 @ida_skibenes @realDonaldTrump I just thought it was funny there Tammy.... calling me "unevolved" isn't very classy or educated.... I guess you don't practice what you preach. Not surprising I must admit.
1114679003812483072 2019-04-06 19:59:18 -0400 <Cynethryth5> @realDonaldTrump What's expensive is your foolish government shutdown &amp; threats of a border closure. Those ideas of yours are horrible, costly &amp; foolish. Democrats are looking for an intelligent, ethical, &amp; humane solution, not your cold-hearted violence. NO ONE has allowed open borders. YOU LIE.
1114679003418431488 2019-04-06 19:59:18 -0400 <ChaskaDaisy> @realDonaldTrump Our Congress has been infiltrated by unhinged Democrat activists, who want to destroy America.  I don’t see how it’s okay with citizens, that we pay these people to go against EVERYTHING we stand for as Americans.
1114679002743103488 2019-04-06 19:59:18 -0400 <ohcitiZen397> @realDonaldTrump You’re right we should not forget how many people in your campaign had rushing contacts before the election
1114679001883250689 2019-04-06 19:59:18 -0400 <DanielWeisheit1> @Seamusss2 @mmpadellan @realDonaldTrump I will have more flexibility after the election. It was all over the news. Oooops! Can you say.... Dang, he got me!!😂👍
1114679001811910656 2019-04-06 19:59:18 -0400 <cardhodess> @RobertCharlesL8 @realDonaldTrump Thank you for your service. I’m so sorry for your losses. That was a terrible, terrible war.
1114679001782652928 2019-04-06 19:59:18 -0400 <david24261> @Cassandra235813 @frfrankpavone @realDonaldTrump @POTUS Of course we pray for the people in our civil government, but we have to promote principles and not specific candidates or parties.
1114679001241382913 2019-04-06 19:59:18 -0400 <ruebarbranch> @funder @realDonaldTrump So many things.
1114679001170071552 2019-04-06 19:59:18 -0400 <CurtisWashingt1> @realDonaldTrump Donny boy, you always accuse others of the things you are doing. So now you mention treason....
1114679000016621568 2019-04-06 19:59:17 -0400 <WalterPolitics> @kaywangler1 @RickKarle @TTuberville @AuburnFootball @realDonaldTrump @darrenrovell @ClayTravis @GregSankey @SEC Russians can vote in American elections?
