924787933823033345 2017-10-29 19:59:59 -0400 <PhilM75070> @MADE__USA @JrcheneyJohn @realDonaldTrump @POTUS @VP Gowdy for AG!
924787894518255621 2017-10-29 19:59:50 -0400 <jonathanjstone0> @realDonaldTrump Hey #SnowflakeInChief...  https://t.co/b2QYsRdVtT
924787891854864386 2017-10-29 19:59:49 -0400 <KimiMom3> @marleneroseb @LynnDe6 @staceyncgirl @rltech07 @realDonaldTrump @Project_Veritas Founder of Project Veritas is James O'Keefe commissioned by Breitbart and found guilty of misrepresenting an organization. No thanks!!
924787891745775617 2017-10-29 19:59:49 -0400 <JillAmyD> @LauraLoomer @HillaryClinton @realDonaldTrump Please do it Laura.
924787890600624129 2017-10-29 19:59:49 -0400 <jezebelmary> @RestingMyWings @realDonaldTrump And Fox will still be trying to focus on kneeling, or uranium or something else.  I might even tune in just to see how they ignore it.
924787889132703744 2017-10-29 19:59:49 -0400 <Rivera_29996> You turned your back on my island so i'll kneel for your anthem🖕 @realDonaldTrump
924787887505321984 2017-10-29 19:59:48 -0400 <greeneyes7320> @realDonaldTrump We are all use to you excuses Donnie, it’s everybody else’s fault.
924787886150553601 2017-10-29 19:59:48 -0400 <ezzel_diane> @SLandinSoCal @realDonaldTrump The corrupt Democrats!
924787885802434563 2017-10-29 19:59:48 -0400 <feb101957> @JacobAWohl @realDonaldTrump Obama saved us from the shat storm your last POTUS created and your new numb skull takes credit.
924787883751469058 2017-10-29 19:59:47 -0400 <3littlecheeps> @realDonaldTrump Shameful for a president to be grasping at straws and spewing debunked fake information - #noshame #noclass
924787877770350594 2017-10-29 19:59:46 -0400 <CChuckerson> @realDonaldTrump Give it up dotard!!! You are and your treasonous campaign are going down!!!
924787877069901825 2017-10-29 19:59:46 -0400 <Wordofbeak> @RepStevenSmith Whatever @POTUS @realDonaldTrump   is able to do, the American people needs to dismantle whole Shadow Government.  https://t.co/G35zEM3uvB
924787874645540865 2017-10-29 19:59:45 -0400 <MarineVietnam> @realDonaldTrump NBC has liar Brian Williams discussing this on one of their ads. Can the fake news get any worse?
924787874427428864 2017-10-29 19:59:45 -0400 <SonngBirdd> @ParilloGary @ErnestBrewerJr2 @realDonaldTrump No love of this country for sure! 😭
924787873257107456 2017-10-29 19:59:45 -0400 <commissaurous> @realDonaldTrump Uhhht you and your crew are about to get busteddss
924787869947957251 2017-10-29 19:59:44 -0400 <Phreaddie> @Red_White__Blue @JkwalkerAuthor @FoxNews @realDonaldTrump @MMFlint Your 10 aren't you? It was SCHEDULED for a limited run. (Didn't realize 'moron' was contagious)
924787867012009984 2017-10-29 19:59:43 -0400 <tinytnt29> @realDonaldTrump You are aware that the world is laughing at you &amp; your delusions. Trying working &amp; leave Hillary &amp; 44 ALONE!They, unlike you are guilty of 0
924787865749303296 2017-10-29 19:59:43 -0400 <lvretriever1> @realDonaldTrump You’re toast!!
924787864956751873 2017-10-29 19:59:43 -0400 <Rhurley12Rob> @realDonaldTrump  https://t.co/lOrmz7qQUL
924787862788218882 2017-10-29 19:59:42 -0400 <ReneeGalvan4> @realDonaldTrump @SHSanders45   @StephenMillerAL @DanScavino @GOP @SenateDems @MikePenceVP @AFLCIO CAN ONLY HOPE THIS WILL BE THE OUTCOME  https://t.co/IOBhIA720Q
924787860766711809 2017-10-29 19:59:42 -0400 <snaffle1> @SLandinSoCal @realDonaldTrump All that$$ wasted on FAKE stories No wonder the countries DEBT EXPLODED under Obamas rein !!
924787857788506112 2017-10-29 19:59:41 -0400 <infinity1120> @realDonaldTrump   https://t.co/fKlV9sI3x3
924787855062216705 2017-10-29 19:59:41 -0400 <shoegal0517> @realDonaldTrump I mean, maybe you need to learn from Borat. #not  https://t.co/bCk7grPRp5
924787847030280192 2017-10-29 19:59:39 -0400 <asdfjklkaitlyn> I can’t wait to see what @realDonaldTrump’s hair looks like in prison.  https://t.co/NWd4RVN5To
924787846678044672 2017-10-29 19:59:39 -0400 <John_R_Maun> DO SOMETHING  .@realDonaldTrump Happy #IndictmentEve!!! #MuellerTime
924787844706684930 2017-10-29 19:59:38 -0400 <CherylGreco2> @GeraldoRivera @realDonaldTrump Deserves full blame for too much else; the Jones act AGAIN as precious resources pile up, people dying &amp; now from waterborne disease - care?
924787842211045376 2017-10-29 19:59:37 -0400 <blahblahisall> @nowallnodaca @ThomasShannan @realDonaldTrump Trey Gowdy &amp; Co investigated her for 2 years.  Ask them why!
924787842164944896 2017-10-29 19:59:37 -0400 <Dennystud> @realDonaldTrump Charges pending, finances to be looked at, so let's start pointing fingers ... typical Trump
924787840726298624 2017-10-29 19:59:37 -0400 <whattheshihtzu> @RArmstrong79 @fitserbmomma @ToddnaVon @SledgeH90949539 @Patsme @realDonaldTrump That's classy, very "Christian" of you!
924787840512389120 2017-10-29 19:59:37 -0400 <RagesFury> @LatchemRick @girlbakespiesri @bbusa617 @realDonaldTrump @YahooFinance Nothing was misrepresented. The last citation was clearly "No evidence of collusion".  Feinstein was "Not at this tim" You are all spin...
924787838369050626 2017-10-29 19:59:37 -0400 <paulabelle1971> @realDonaldTrump You are already in office, why in the hell are you still going on about Hillary Clinton? Grow up.
924787836389294081 2017-10-29 19:59:36 -0400 <Worped4> @UpNorthSense @therealcornett @ARealPrincesa @RogerJStoneJr @KeithOlbermann @realDonaldTrump They choose to report on Trump’s tweets rather than the far more deep rooted corruption of the democratic party.
924787835839897601 2017-10-29 19:59:36 -0400 <gagliani66> @RedNationRising @realDonaldTrump @HillaryClinton And the republicans we gave control of both houses sit like deer in the headlights.
924787833474310144 2017-10-29 19:59:35 -0400 <Jozi1018> @realDonaldTrump I can’t believe you still want to blame Hillary for something you did! They’ll be knocking on your door and you’ll still be in denial!
924787832568377345 2017-10-29 19:59:35 -0400 <booker1225> @realDonaldTrump Your presidential representation is a bomb???  https://t.co/d4jllYTrhR
924787831968448512 2017-10-29 19:59:35 -0400 <Sputtter> @SLandinSoCal @ElkonJames @realDonaldTrump   and IMPEACHED!!!! We are NOT gonna be paying for this asshole the rest of his life!!!! No way!
924787831792431104 2017-10-29 19:59:35 -0400 <deemat727> @realDonaldTrump @mitchellvii Rosenstein is part of the resistance. they are trying to cover up their crimes. will Jeff do anything?
924787831674933249 2017-10-29 19:59:35 -0400 <envirocat19611> @PotentBrew @realDonaldTrump Nobody really gives a crap about tax return, but let's swap Obama's college transcripts and we might have a deal.
924787831532175361 2017-10-29 19:59:35 -0400 <ayeboah47> @realDonaldTrump @AprilDRyan What about releasing your taxes now, your past due.
924787831502913536 2017-10-29 19:59:35 -0400 <ericeatsout> Happy #IndictmentEve, @realDonaldTrump!
924787830886297600 2017-10-29 19:59:35 -0400 <VonnieCalland> @ijvo1951 @will_c_fischer @realDonaldTrump @WhiteHouse Disgusting. Where are the #antifa angels?
924787830131511300 2017-10-29 19:59:35 -0400 <michaelmarkey9> @skydart @realDonaldTrump Dito!
924787830009757696 2017-10-29 19:59:35 -0400 <SpannaGattinara> @Merxheim @realDonaldTrump Let’s face it:  anybody who’s still arabid Trump supporter at this point has an axe to grind- usually a racist one....
924787829917536261 2017-10-29 19:59:35 -0400 <olerunkbitch> @jamesalandarby @CharMac50 @valerieonmaui @OralCarter_RI @SLandinSoCal @realDonaldTrump Just the opposite here. Gotta get out.
924787826692108288 2017-10-29 19:59:34 -0400 <Tomwinchester56> @realDonaldTrump This is Halloween......what do you expect...lol
924787824276230144 2017-10-29 19:59:33 -0400 <Panhead1956> @realDonaldTrump stopped the channel on bill maher cable program. perfect, what a desperate joke, especially now that hillary is going down.
924787823261122561 2017-10-29 19:59:33 -0400 <Alradio1957> Sounds like the @realDonaldTrump administration bailed out this two-man company with a $300 million no-bid contract!!  https://t.co/PUmscIBlSE
924787821893898240 2017-10-29 19:59:33 -0400 <MerEspaillat> @VinicioSenador @realDonaldTrump Por más periodismos pagados, Dios va delante de Él.. no pudran en el Nombre de Jesús .
924787818202914816 2017-10-29 19:59:32 -0400 <galleryshops> @realDonaldTrump @FoxNews YOU'RE GOING DOWN!!!
924787814746787840 2017-10-29 19:59:31 -0400 <Rosalinka> @realDonaldTrump Oh please you are soo crooked!  https://t.co/HMoj7GI4lS
924787814255935488 2017-10-29 19:59:31 -0400 <DStewart541> @realDonaldTrump has 20 MILLION fake bots following him!  https://t.co/AqEZXDQhR2
924787814226710533 2017-10-29 19:59:31 -0400 <ATLatimerr> @realDonaldTrump Release the 9/11 files now.
924787811940749312 2017-10-29 19:59:30 -0400 <ok2525me> LOL I think you are right!  What happened to the man w/the #bestbrain, #bestwords &amp; hardest worker? @realDonaldTrump #youareaJoke #justquit  https://t.co/9ST4vYSbMp
924787811491905538 2017-10-29 19:59:30 -0400 <opositorisima> Hacemos un llamado a @Almagro_OEA2015 @ONU_es @OEA_oficial @cidh @realDonaldTrump Q ni MUD @AsambleaVE NO Nos representan son del regimen  https://t.co/4R9pN4uDlk
924787810762080256 2017-10-29 19:59:30 -0400 <Not_Fade__Away> @realDonaldTrump DO SOMETHING said the Golfer in Chief  https://t.co/smlqKOgvJB
924787810174996480 2017-10-29 19:59:30 -0400 <DaddySports> @realDonaldTrump C'mon man, it was scheduled to close. Don't you have people to check even these little things?
924787806484008961 2017-10-29 19:59:29 -0400 <papaldh> @CNN @MSNBC @FoxNews @realDonaldTrump  Is this right, Bob Mueller was head of FBI during Uranium One deal. Now Bob is investigating Russian  https://t.co/PHrfng6kMh
924787803921068032 2017-10-29 19:59:28 -0400 <alexandersviews> @realDonaldTrump All this Hillary Stuff on the verge of the indictments???  Is this coincidental? NOT!!!
924787803627708416 2017-10-29 19:59:28 -0400 <mitchellafinke> @FoxNews @realDonaldTrump @MMFlint @realDonaldTrump @FoxNews #FakeNews #goaway #impeach #reaign #NotMyPresident #lockHIMup  https://t.co/iuKB77igFz
924787802054758400 2017-10-29 19:59:28 -0400 <drsistrunk> @TheRickyDavila @realDonaldTrump   https://t.co/UClhFaWCqA
924787799492104192 2017-10-29 19:59:27 -0400 <SouthernDem74> @DeplorableKat @SheriffClarke @realDonaldTrump @AmericaFirstPAC @JoeTalkShow   https://t.co/fVQkpKYE4Q
924787799118794752 2017-10-29 19:59:27 -0400 <FireFly57> @DearAuntCrabby @realDonaldTrump 🤣🤣🤣  https://t.co/VRATJl9nlg
924787797109690373 2017-10-29 19:59:27 -0400 <SalSr5> @Nazzee5 @realDonaldTrump Do us a favor layoff the booze before u type
924787794727391232 2017-10-29 19:59:26 -0400 <bfkelley3> @realDonaldTrump You did this. You are trying to undercut the healthcare system. Impacting the very people that voted for you. STOP lying to America
924787793628422144 2017-10-29 19:59:26 -0400 <sunta61> @MariaMAGAUSA @realDonaldTrump A bot? with on- line translator help?
924787792990949376 2017-10-29 19:59:26 -0400 <BrettTinnin> @realDonaldTrump That indictment god you nervous... Keep trying to deflect...
924787792974172160 2017-10-29 19:59:26 -0400 <xtey92a> @AmericanHotLips @realDonaldTrump #stopKillingInterns
924787792756006913 2017-10-29 19:59:26 -0400 <TechchartKk> @occunurse40 @USNJack @VP @VP  @realDonaldTrump @POTUS The @TheJusticeDept doesn't start doing it's job after all this. You have three yrs left. Don't be like clinton you should listen to the people. Don't make her mistakes. @seanhannity @IngrahamAngle @StephenBannon
924787792579846145 2017-10-29 19:59:26 -0400 <Knight4Honor> Wow! A must watch! @POTUS did you see this? You are like the star! @RealDonaldTrump and a cast of coconspirators! #Hillary is missing!  https://t.co/NLysZOUS3l
924787792068120576 2017-10-29 19:59:26 -0400 <Coffee_or_Else> Have a nice night, @realDonaldTrump! Tomorrow is going to be an interesting day.  Will it be Manafort or Page? Flynn or Kushner? Exciting!!!
924787792043036672 2017-10-29 19:59:26 -0400 <BuzzsGFwooof> @realDonaldTrump   https://t.co/HwbNQJDW0r
924787791937937408 2017-10-29 19:59:25 -0400 <kmm1801> @DemResistance @realDonaldTrump Same polling company that polled election LMAO
924787790642122752 2017-10-29 19:59:25 -0400 <linmp1031> @JLVazquez06 @realDonaldTrump @POTUS   https://t.co/zwGvGA6fue
924787788683255808 2017-10-29 19:59:25 -0400 <ttgreat> @RT_America @realDonaldTrump Why ???? All Responsible 4 JFKs Death Should be Released !! Held Accountable, I don't Care how Old they are ! Unbelievable Statement.
924787782454796291 2017-10-29 19:59:23 -0400 <Turbo_tee> This is outrages @realDonaldTrump @jeffsessions do something about this!  https://t.co/S5Azx6x5DU
924787776398221316 2017-10-29 19:59:22 -0400 <Clydewild1> @LauraLoomer @HillaryClinton @realDonaldTrump Surprise his ass
924787776322760704 2017-10-29 19:59:22 -0400 <ChurchraySamuel> @realDonaldTrump this systems main objective is to educate / and create joe citezens of America and to protect humanity and the Earth
924787776318574597 2017-10-29 19:59:22 -0400 <str8streetsmart> @realDonaldTrump   https://t.co/bX6LXhhRa1
924787773227364352 2017-10-29 19:59:21 -0400 <GHKilly> @billymflynn @JasingleyJu @realDonaldTrump Billy you are one of my fav’s, love your tweets!
924787772354785280 2017-10-29 19:59:21 -0400 <ErinLSnyder> @dcwomenkicknass @realDonaldTrump If so, it's the coffin that smells like urine.
924787772153401344 2017-10-29 19:59:21 -0400 <revansCAAD8> @LouDobbs @realDonaldTrump AMEN Lou!
924787772136873986 2017-10-29 19:59:21 -0400 <TrueBlueLiberal> The Maryland Attorney General is investigating a sleazy young slumlord who's related to @realDonaldTrump by marriage: https://t.co/8pAGXy5445
924787770580541440 2017-10-29 19:59:20 -0400 <Karen4Planet> @EdKrassen @realDonaldTrump needs to face consequences for his actions... for once!
924787764108976128 2017-10-29 19:59:19 -0400 <dampedspring> @MariaBartiromo @LouDobbs @POTUS @realDonaldTrump @MorningsMaria @FoxBusiness @dagenmcdowell The fact that you are proud of being an agent of propaganda continues to amaze me
924787756819210242 2017-10-29 19:59:17 -0400 <homenotalone> It's been 9 hours since a tweet @realDonaldTrump - the Valium kick in?  #MuellerIsHere #IndictmentEve
924787753941905408 2017-10-29 19:59:16 -0400 <raylene_resists> @VicenteFoxQue @realDonaldTrump It's not even half great.
924787753438543872 2017-10-29 19:59:16 -0400 <JEFSantaMonica> This is said repeatedly, but 45's lying tweets speak to his base and they think it's disrespect. It isn't. Stop Lying @realDonaldTrump  https://t.co/L5sTXQHJeq
924787752830464000 2017-10-29 19:59:16 -0400 <attwitsend> @realDonaldTrump @DonaldJTrumpJr @jaredkushner @IvankaTrump #MerryMuellerEve  https://t.co/8r1H3BmAJE
924787752109051904 2017-10-29 19:59:16 -0400 <ShittyKitty74> @realDonaldTrump Tweet come on. U know u wanna? #resist
924787749680320512 2017-10-29 19:59:15 -0400 <mh_otter> @stubby_tail @IRdotnet @LeslieLee327 @realDonaldTrump Actually...  https://t.co/MS9E7WpKbD
924787748447322112 2017-10-29 19:59:15 -0400 <VeganBabs> @FoxNews @realDonaldTrump @MMFlint Yea and Michael Moore out tweeted the very un-presidential Twitter in chief 🤣🤣🤣
924787744429223936 2017-10-29 19:59:14 -0400 <TBaird1971> @realDonaldTrump Whaaaa whaaaa whaaaa
924787744286691329 2017-10-29 19:59:14 -0400 <KleimanUp> @realDonaldTrump Congrats Mr Pres... finally made $$$ my #Twitter stock! Keep it going... u doing GREAT. Another money maker is #FairTax =)
924787744173363201 2017-10-29 19:59:14 -0400 <Salinas0812J> @JacobAWohl @realDonaldTrump This is jacob Jacob puts on chapstick Why does Jacob put on chapstick  To get ready for trumps dick  https://t.co/FukCMbcWPG
924787743774961665 2017-10-29 19:59:14 -0400 <ladyluc32725646> @maxh1022 @REVMusicNY @realDonaldTrump Then get the hell out of America,
924787743271636992 2017-10-29 19:59:14 -0400 <carrieluckas> @realDonaldTrump DO SOMETHING! 🙄🙄🙄🙄  https://t.co/tafG6XmyG8
924787742952820736 2017-10-29 19:59:14 -0400 <Foreverfreedo15> Sleep well @realDonaldTrump can’t wait to see your Tweets in the morning #Mueller #ImpeachNow  https://t.co/2oACL9aJgB
924787740977266689 2017-10-29 19:59:13 -0400 <teksut1963> @RedVinesRedWine @Don_Vito_08 @realDonaldTrump 30,000 deleted emails does not constitute debunked.
924787735742775296 2017-10-29 19:59:12 -0400 <harrykw1> @realDonaldTrump And the DOJ, FBI, Special Prosecutor, isn’t embarrassed by their lack of investigation into HRC and instead their phony Trump/ Russia scam.
924787732236312576 2017-10-29 19:59:11 -0400 <RayneNGrace> @realDonaldTrump ask Mueller to resign or fire him for his conflict of interest and involvement in Russian Collusion with Uranium One.  https://t.co/WJufgc2o0G
924787731665846272 2017-10-29 19:59:11 -0400 <NancyLevcovich> @realDonaldTrump Tic toc Donny, tic toc
924787730428678144 2017-10-29 19:59:11 -0400 <gizmosis51> @realDonaldTrump You are aware this was before you started your make the wealthy wealthier plan, right? If not then you shouldn't be "president".
924787729644314624 2017-10-29 19:59:11 -0400 <MarkMil753> @NadineNardine @MariaMAGAUSA @realDonaldTrump As low as you can go?
924787729115774977 2017-10-29 19:59:11 -0400 <Spam4Trump> @realDonaldTrump  Thou shalt DO SOMETHING. Thou shalt arrest Paul Manafort, Mike Flynn, Jared Kushner, Don Trump Jr., and Donald Trump.
924787728104931328 2017-10-29 19:59:10 -0400 <SoCalindy> @realDonaldTrump you truly are an idiot...and most likely a criminal
924787726804770816 2017-10-29 19:59:10 -0400 <jjones8665> @FoxNews @realDonaldTrump @MMFlint Old news.
924787726653812736 2017-10-29 19:59:10 -0400 <joanne00350> @realDonaldTrump @JoeyMannarino  https://t.co/g73m05NkTu
924787724724391937 2017-10-29 19:59:09 -0400 <Gerry_Mander1ng> @EdKrassen @IRdotnet @realDonaldTrump @Joy_Villa Endorsements can given by anyone, ESPECIALLY the president of the USA. What a self-important douchebag this guy is
924787724640538626 2017-10-29 19:59:09 -0400 <gregholman3> @Art_Mofo @realDonaldTrump And you are still an idiot
924787723981991936 2017-10-29 19:59:09 -0400 <TargoveKaren> @MariaMAGAUSA @realDonaldTrump I feel sorry for you to live with your hatred, bittyand anger.  You must be a very unhappy person inside
924787722291761153 2017-10-29 19:59:09 -0400 <lovinthesea> @ShawnMc56440918 @realDonaldTrump Hahahahahahahahshaha!
924787721310126080 2017-10-29 19:59:09 -0400 <ZombieMinkLem> @realDonaldTrump You’re going to be impeached, convicted, indicted, and imprisoned soon. Looking forward to all the perp walks leading up to it.
924787720337182720 2017-10-29 19:59:08 -0400 <Robined03039352> @realDonaldTrump Donny, the heat is on.
924787719385092096 2017-10-29 19:59:08 -0400 <Taffy914> @infernal_bunies @realDonaldTrump Yes they bombed us first and then we nuclear bombed them back big time. Japan could be -keeping friends close and enemies closer.
924787718998994944 2017-10-29 19:59:08 -0400 <MiddletonDreams> I keep having visions of @realDonaldTrump running around the White House in his underwear manically screaming, "DO SOMETHING"!
924787717694779394 2017-10-29 19:59:08 -0400 <LouisGolia> @DavidCornDC @JoeNBC u got it ass backward, states &amp; cities that r sanctuary cities all run by the Dems r in violation of the immigration laws.@realDonaldTrump
924787717610835968 2017-10-29 19:59:08 -0400 <melissa_ballet> And what if our "leader" @realDonaldTrump is an amalgam of all 6?  Sigh  @JoyAnnReid  https://t.co/6zFs6ec5jp
924787715174002688 2017-10-29 19:59:07 -0400 <mitchellafinke> @FoxNews @EricTrump @realDonaldTrump @FoxNews #FakeNews #goaway #impeach #reaign #NotMyPresident #lockHIMup  https://t.co/Hp5l8vxXBN
924787714872004608 2017-10-29 19:59:07 -0400 <STEPHCONSTANT4> @realDonaldTrump Is the big orange Cheeto baby having a meltdown? Boo fucking hoo. Ur turn coming. Tic tic tic.....  https://t.co/qIyLtZOCvz
924787712732942336 2017-10-29 19:59:07 -0400 <Willmar62> @EdKrassen @IRdotnet @realDonaldTrump Not so familiar with US laws I see. Might want to take another look. Lots of felonies for what's been discussed.
924787711759831040 2017-10-29 19:59:06 -0400 <trayraymc> If we peeked in the White House windows is this what we would see @realDonaldTrump #tantrumtime  https://t.co/0NcQcXO6mv
924787710556082179 2017-10-29 19:59:06 -0400 <Realityblah> @realDonaldTrump Dude, it looks like you are straight losing your mind all over Twitter.  Someone is a little stressed about tomorrow....
924787706365906944 2017-10-29 19:59:05 -0400 <cmurphy307> @realDonaldTrump at least you are fun to laugh at, you are useless in every other regard.  Looking forward to your arrest though.  https://t.co/zigo7gjRcA
924787701899038720 2017-10-29 19:59:04 -0400 <teninchwheels> @realDonaldTrump get off the golf course. Sort this out.  https://t.co/YKNOF3ZVwb
924787700766531586 2017-10-29 19:59:04 -0400 <EdsonSme703> @realDonaldTrump Why are you tweeting on a Sunday are you afraid of what is coming Monday???
924787698677587968 2017-10-29 19:59:03 -0400 <tjeffrey> @realDonaldTrump All of this “Russia” talk has been going on since you became so-called President.
924787695192301570 2017-10-29 19:59:02 -0400 <furious_o_fart> @DearAuntCrabby @realDonaldTrump We need to RT this over and over again! Remind Trump’s base what a weak, flaccid leader he is! Just go play golf Donnie, WE’RE WATCHING!!😂😂
924787692373544960 2017-10-29 19:59:02 -0400 <cuban1111> @Draintherats @realDonaldTrump For what?
924787690754555904 2017-10-29 19:59:01 -0400 <nerak2nosbig> @TomFitton @trumpiowa @realDonaldTrump We need to find out? We already know it’s criminal, just wanting the blow by blow details will take as long as JFK files
924787684467339264 2017-10-29 19:59:00 -0400 <ValentineMagic> @realDonaldTrump .. When ?..., 🙏🇺🇸☮🌍❤️  https://t.co/eRKznsV9jt
924787683955826689 2017-10-29 19:59:00 -0400 <ejhcurtis> @shamysf525 @realDonaldTrump   https://t.co/01i6mHAOQB
924787683402149888 2017-10-29 19:59:00 -0400 <Sheldor63> @GodsDesign17 @SLandinSoCal @realDonaldTrump And called for the confiscation of guns. Blamed the opposition for what They were doing. Lied repeatedly hoping it would stick .  Democrats
924787683259334656 2017-10-29 19:59:00 -0400 <cocoabrownj> @realDonaldTrump had a meltdown on Twitter this morning. This isn't anything new. He is scared of #Mueller. @donaldjtrumpjr also. #SCARED  https://t.co/WpmrDpJgHz
924787682944757760 2017-10-29 19:58:59 -0400 <MJFree01> @realDonaldTrump  https://t.co/xP7ULiguha
924787681367818241 2017-10-29 19:58:59 -0400 <tanya66b> @DGB_JAIID @realDonaldTrump 🎶MONDAY, MONDAY, so good to me 🎶 🎉#Resistance 🎉 #FBR
924787678540730368 2017-10-29 19:58:58 -0400 <KonasMama> For someone who said he would fix everything himself, @realDonaldTrump saying "DO SOMETHING" rings pretty false.He needs help. Lots of help.
924787678465417218 2017-10-29 19:58:58 -0400 <vw_ginna> @BombayFred @Jerusal53393006 @Greatlordchanka @JoeGeorge1st @AliCologne @eugenegu @TheOfficialPORP @danibostick @realDonaldTrump Hahahaha! I just screamed laughing! Thanks ! 😂👍🏻
