975522234398838791 2018-03-18 19:59:59 -0400 <toddjacobus> @waltercronin @realDonaldTrump “you’re” - not “your” x 2
975522185837268992 2018-03-18 19:59:48 -0400 <joanneD2505> @Manda_like_wine @clairejt I think this might have been an early @realDonaldTrump home
975522185681883137 2018-03-18 19:59:48 -0400 <The_Real_View_> @na52g @realDonaldTrump Hey @na52g... WOW, they sure are stupid and naive in "Cinci"! Exposed, Proven, Fact-Filled Evidence of Lies and Deception by McCabe...and this moron from "cinci" takes shots at the president? I can slow it down and   read  the   proof   for    you     slowly,   if    u'd   like?
975522180913037317 2018-03-18 19:59:46 -0400 <CentristRn> 😂😂😂😂😂Guess hell be canning Rosenstein next @RepAdamSchiff @Comey @RepMaxineWaters @HillaryClinton @StormyDaniels  @BarackObama @PreetBharara And last but doesnt count   ↪ @realDonaldTrump  https://t.co/3edNdDiP22
975522179306704896 2018-03-18 19:59:46 -0400 <GentileEugene> @realDonaldTrump BS.  LET YOUR SERIGATES DEAL WITH IT.
975522177423470592 2018-03-18 19:59:46 -0400 <clabarbiera> @ftesqthebull @realDonaldTrump and let’s credit the prior administration for putting ISIS on the run, and one of the largest tax cuts in history, shall we?
975522166367166464 2018-03-18 19:59:43 -0400 <CraigMcKain> @Kiwegapawa @joanne48640679 @Carnibeerivore @Matters26382652 @L8rL @flamethrower82 @MikeDomansky @lazyzimms @dynamex @DJBurn77 @Aporter31471 @Marco15Trump @velvet_chainsaw @tammytrue8 @chighbe @MollySam1986 @IndeCardio @RuthHalleran @PatriotRLR @GrownupInRoom @RealTrumpfan @LevequeThots @Xiandy01 @texasGSDgirl @mmenzel765 @Ntbornlstnight @cgm807 @afrommi @DeepwaterPierat @SibiliaJoseph @normagenie @chilover20 @katiapetrova571 @BobSmit84841642 @robyns323 @CorruptionAgent @Trump_This_Week @John_Mar_016 @RachelBranch305 @WaylonLambert @NancyPelosi @POTUS @YouTube @jeffsessions @TheDemocrats @RealAlexJones @DICKS @katyperry @realDonaldTrump @SenSchumer Yeah, i usually reply to them to go get some followers, they might listen cos we aint, or the likes but never seem to get a reply so i natch think BOT. You on the other hand have the expertise to find out if they are.  https://t.co/CpUQ9jXXcl
975522163850645504 2018-03-18 19:59:42 -0400 <Keithho24605599> @MAGAKrissy @gr8tjude @realDonaldTrump Cary needs to crawl back into the hole he crawled out of and go back making those freaky faces because he is a freak🤪
975522163380846592 2018-03-18 19:59:42 -0400 <DootDootDoot29> @timagogo @humanbeing71025 @realDonaldTrump Wanna back up these claims? If not you’re just another Russian bot
975522162722459650 2018-03-18 19:59:42 -0400 <JimmyJimtie> .@realDonaldTrump, it’s time to end the political games and resolve the crisis you created. Fix DACA before it’s too late. #DefendDreamers  https://t.co/CefV1zmBBU
975522156711989250 2018-03-18 19:59:41 -0400 <TurtleHerderTEB> @Katy52 @DaddyBurke @realDonaldTrump I agree trump supporters dumber than a bag of hammers I don’t wanna spread rumors but I heard that the Geico caveman did not even vote for trump. So I never wanna hear anyone talking shit about that guys intelligence
975522151750164480 2018-03-18 19:59:39 -0400 <Baldred> @DaysDeplorable @Pro_2A_AZ @halcyondon @michellmybell1 @tcunderdahl @redpillarchive @tklforgiven @h2ofizz @Jesus_Saves1611 @surgerysleeper @BruceEnberg @Sibelius7 @malo_j @andyguy @rhymes_with_cat @TalonsPryde @Rhetticent @tsracewife @TertiusIII @terrymorse @AprilLigeia @Kopernikus1966 @JohnJotink @R0samond @GreekVikingX @chrismardell @ProbingOmega @Atheist_Geek48 @KitemanArgues @zythophiliac @umfpt @PebbleFeather @theomegagambit @TakeThatDarwin @infidelbyfaith @AdvanceHumanism @The1Voyce @nona80_swanette @dougpasnak @Loriniowa @paulr140 @Jesus_is_G_d @penn_rogers @geraldpayne25 @CollinOctantis @___________68__ @Jakerosso @Nerd_Scalisi @KrasMikael @realDonaldTrump Not my country
975522150051393537 2018-03-18 19:59:39 -0400 <ScottAulde> @MelissaHoughto6 @AnnaBD20 @realDonaldTrump @foxandfriends @BettySwernofsky @Mar714 @JulianAssange @GOP @SpeakerRyan @SenTomCotton @DevinNunes @JohnCornyn Yes, wholeheartedly.
975522149111861254 2018-03-18 19:59:39 -0400 <grumpycham> @CurtisCBallII1 @realDonaldTrump haha Thank you!
975522148554104834 2018-03-18 19:59:39 -0400 <sgrant525> I guess congratulations are in order to Putin for winning the Russian election so soon after winning the American election. It's not easy to rig so many elections in that short a time.  @realDonaldTrump must be proud of his benefactor.
975522147476164608 2018-03-18 19:59:38 -0400 <NewsBuzz_com> @realDonaldTrump @foxandfriends   https://t.co/f5Tgh80fCd
975522145164906496 2018-03-18 19:59:38 -0400 <peggylynn11> @realDonaldTrump @foxandfriends Fox &amp; Friends?  Don't you mean #BLOTUS &amp; Complicit Fake News?  If you open your pie hole you're lying.  #BLOTUS #trumprussia #grifter #nepotism #trumpcrime Family #stormydaniels #PutinsPuppet
975522144376541184 2018-03-18 19:59:38 -0400 <Luther_Lions71> @advo_manda @FoxNews @DonaldJTrumpJr @ChelseaClinton @realDonaldTrump IT 2. New movie idea featuring Bruce Jenner 🤣🤣🤣🤣🤣🤣
975522143399182336 2018-03-18 19:59:37 -0400 <TrayFuqua> Ha, @realDonaldTrump is a pure idiot.  https://t.co/KsRBPdAoZO
975522141939449856 2018-03-18 19:59:37 -0400 <davidtoneal> @John_A_Thompson @ColumbiaBugle @realDonaldTrump @foxandfriends If you mean "legal" votes, he's the President now.
975522141276864512 2018-03-18 19:59:37 -0400 <JasonStokley076> @tarsinker @AdamRAlb @Grammitude55 @realDonaldTrump Oh my gosh. Check out “Adam’s” account. They’re not even trying to be real anymore.
975522141214072834 2018-03-18 19:59:37 -0400 <Johndoe21334811> @NobullShitlord @joeyd1121 @need2burn @TerriKalagayan @Leester37 @kevinwilk @realDonaldTrump Wow that was dumb comment corrupt would mean indictments or guilty pleas trump has that all by himself.  https://t.co/YPKgnxgARc
975522140492623872 2018-03-18 19:59:37 -0400 <OlwenSearles> @realDonaldTrump  https://t.co/vLNd95r5QQ
975522138605150210 2018-03-18 19:59:36 -0400 <noTrumpette> He has routinely filed false security clearance forms by omitting information!! Same criminal MO continued in Oval Ofc! When will he be fired and Ivanka??? @realDonaldTrump  https://t.co/GcXI7T2hgG
975522138475171843 2018-03-18 19:59:36 -0400 <CoasterPrsn> @willyboobs @Robertgsr44 @glennwa1 @Michell96806425 @realDonaldTrump Nothing? Really? What's with the guilty pleas? What's with the indictments? He's found more than jack sh!t. Mueller is a methodical investigator who will have bullet proof results when he is done.
975522137397235718 2018-03-18 19:59:36 -0400 <GnatAndCamel> @archistruct @JaredVeronick @John_A_Thompson @ColumbiaBugle @realDonaldTrump @foxandfriends Idiot. Last thing you want is majority rule without restriction. We dont want 2 wolves and 1 sheep voting for tonight menu.
975522135169949696 2018-03-18 19:59:36 -0400 <Cynthia34370123> @realDonaldTrump there are a lot of people that use  Narcotics for chronic pain don't make it harder than it i.s now people  have to pick up a prescription o norco  every month for pain. They are able to work and work out without the meds they cant ..Get rid or Oxy
975522133026721792 2018-03-18 19:59:35 -0400 <manontrembla> @Alyssa_Milano @realDonaldTrump 👍👍💗
975522132439351296 2018-03-18 19:59:35 -0400 <MontriciaHubba1> @GadflyMorse @phoenx7 @HAGOODMANAUTHOR @YouTube @wikileaks @JulianAssange @CNN @MSNBC @TheJusticeDept @seanhannity @DA_Stockman @nytimes @WhiteHouse @washingtonpost @SenFeinstein @JudicialWatch @RepDevinNunes @DevinNunes @POTUS @realDonaldTrump @RepAdamSchiff @saneprogressive @DNC @pewjournalism @LeeCamp @RedactedTonight @AdrianChen @TheDemocrats @GOP @USAGSessions @KimDotcom Love or hate: @GrrrG raphics  A Ben Garrison Political  Cartoon is easily identifiable and iconic.
975522131952979968 2018-03-18 19:59:35 -0400 <jhudd2> @SenBobCasey @realDonaldTrump Its a sham. Its all because Hillary lost!  Sore losers
975522131030171648 2018-03-18 19:59:35 -0400 <ReneeGalvan4> @RealDonaldTrump @SHSanders45  @StephenMillerAL @DanScavino @GOP @SenateDems @MikePenceVP @AFLCIO @CREWcrew @SpeakerRyan @OfficeGovEthics @SenateMajLdr  Papadopoulos says that Trump personally encouraged him to arrange meeting with Putin,...  https://t.co/nugU4uidLw via @YahooNews
975522129344192512 2018-03-18 19:59:34 -0400 <LDWade815> @THunterJ @realDonaldTrump @deepdoody2 I wouldn’t say the worst but she did run her campaign with a little too much arrogance. She thought it was a done deal but she didn’t really connect with voters
975522129075634176 2018-03-18 19:59:34 -0400 <richard_pauza> @Leigh2Jennifer @dougf1974 @d_hureau @1975CandaceW @imnottayediggs @realDonaldTrump Projecting.
975522123958636544 2018-03-18 19:59:33 -0400 <maaacoy13> @coachNicodemo @realDonaldTrump Almost as bad as using then rather than than.
975522123467735040 2018-03-18 19:59:33 -0400 <9ontheturn> @Tigerstrat57 @AreLights @njterrie @GORDORICH @wonderfullone @MarilynT4 @tinypants311 @ctlss @JustWhatNowWhy @graceslick77 @AlciniaH @abronxchick @pannlewis44 @DianaMiller5 @BillShedd @birdieglad @veterans_i @Tazbruin25 @JonJusth @KgKathryn @Pal2Pals59 @tess_tess2 @KelliSmith15 @B52Malmet @SoCallls @Backstorymom1 @theleidy @MzDivah67 @jawja100 @realDonaldTrump @MichelleObama @POTUS44 Where's Joe Arpaio? I'm sure he's got some racist words and treatment he'd be willing to give to Ms. Gonzalez.
975522120066371586 2018-03-18 19:59:32 -0400 <rshep350> @realDonaldTrump  https://t.co/ZTfSVAzzt7
975522118980030464 2018-03-18 19:59:32 -0400 <Diane6866> @Maddymendy @JacobAWohl @realDonaldTrump   https://t.co/1VDCgUkjy1
975522117528600576 2018-03-18 19:59:31 -0400 <SoCalValleyGal> @BillZankich @tweettruth2me @realDonaldTrump Trump is so caviler about throwing out the terms on mental illness. I always ask people define mental illness.
975522112164237313 2018-03-18 19:59:30 -0400 <rmwojo> @realDonaldTrump You are the biggest liar on this earth.... It's proven that Russia interfered with the election, now they have to prove that you knew about it!  https://t.co/IXufUQVp17
975522111669272581 2018-03-18 19:59:30 -0400 <koechlingphoto> @realDonaldTrump As incredible as it may seem to you, some people are capable of taking note of conversations, remembering those conversations and writing them down at a later time. Some people can do that. McCabe is one of those people.
975522111174447105 2018-03-18 19:59:30 -0400 <jimmylemons> @BillboTex @realDonaldTrump @POTUS last 6 weeks I lost 100s of followers and am not able to follow anyone
975522110423556097 2018-03-18 19:59:30 -0400 <SlantEyedShawn> @realDonaldTrump  STILL waiting to see that BIGLY congratulations from you to your master putin for pulling off another rigged election in your hometown of Russia.  Come on donnie, don't keep is waiting too much longer. We've got alot to comment on it as soon as you post it!!!
975522110071279618 2018-03-18 19:59:30 -0400 <buckleylad88> @realDonaldTrump  https://t.co/fJOyuI5S32
975522108284506113 2018-03-18 19:59:29 -0400 <jconradpjjf> @AidenWolfe Congrats to Putin.  He has us right where he wants us.  Thanks @realDonaldTrump Nice work.
975522105574834177 2018-03-18 19:59:28 -0400 <suzyhager12> @LibsInAmerica @realDonaldTrump I'll buy one.  Anyone trump fired will be heros in the end
975522104236847104 2018-03-18 19:59:28 -0400 <MarieLorenz> @ItsKayBee @ThePerezHilton @realDonaldTrump @MELANIATRUMP Countless people.  The networks didn’t want to have an association with them yet here we have this guy, who’s skin matches the funky yellow press conference curtains at the White House by the way, caught up in all kinds of inappropriate sexual acts and nobody bats an eye.
975522101829558278 2018-03-18 19:59:28 -0400 <johnreuel1955> @realDonaldTrump Why is Muller investigating a innocent man? Don't they know he's innocent? He said it enough times. Someone needs to investigate Mr. Trump to prove he's innocent, not find illegal things he might have done.
975522101435117568 2018-03-18 19:59:27 -0400 <RobertOMonks> @realDonaldTrump Your whole criminal career is coming to an end.
975522101389070336 2018-03-18 19:59:27 -0400 <life_of_reiley> @realDonaldTrump   https://t.co/dK0yjROXfj
975522099728207872 2018-03-18 19:59:27 -0400 <Zack_JackBlack> @realDonaldTrump Real Americans put country before party. Real Americans will die for our country. You are in a lot of trouble &amp; you can’t fire your way out
975522098218024960 2018-03-18 19:59:27 -0400 <estregeegee> #DementiaDonny @realDonaldTrump everything you make is MADE IN CHINA...  https://t.co/AMqdM166tY
975522095294795776 2018-03-18 19:59:26 -0400 <SherryWall20> @cnn @msnbc @maddow @CNNPolitics @ABCPolitics @ABC @CBSNews @NBCNews @CBSTweet @CBS @nbc @realDonaldTrump @cnnbrk @TamronMSNBC @ABCNetwork @HuffPost @washingtonpost @NewYorker @nytimes @CNBC @jaketapper @brianstelter @BarackObama @DNC @ABCPolitics @CBSPolitics @NPR @nprpolitics  https://t.co/AnuzhPgz5M
975522092497166337 2018-03-18 19:59:25 -0400 <Jackie51561079> @RRN3 @realDonaldTrump The truth shall set us free!
975522088684605446 2018-03-18 19:59:24 -0400 <CurvyNervyGirl> @realDonaldTrump And we have exhibit G! Thanks, Agolf Twitler!
975522085022961664 2018-03-18 19:59:24 -0400 <martinjenne01> @connorsdale1 @realDonaldTrump No never
975522084678877184 2018-03-18 19:59:23 -0400 <azmoderate> @realDonaldTrump @foxandfriends Got it wrong again Donnie. Like the man said 👇👇👇👇  https://t.co/a6FN8fo7Ad
975522083177459712 2018-03-18 19:59:23 -0400 <RobertL22391374> @realDonaldTrump child molesters are bragging about killing and torturing children there address 4298 stage rd Jericho vt 05465
975522081977839616 2018-03-18 19:59:23 -0400 <KY_tshirtg> @60Minutes The fact these kids state “you won’t take our movement” worries me!  It seems these kids are after fame.  You can not blame @realDonaldTrump or @NRA for what happened. Find out why the kid did what he did! Maybe focus on school bully
975522079264079873 2018-03-18 19:59:22 -0400 <DMCPittsburgh> @GOP @realDonaldTrump HahahahahahahaHahahahahahahaHahahahahahahaHahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha
975522078563581953 2018-03-18 19:59:22 -0400 <JohnJSilva2> @realDonaldTrump Lying again Adolph. Democrats in the Law Enforcement? Since when? What country are you talking about? Your so corrupt, even patriotic Republicans can’t look the other way. The Republicans are going to be the ones that put you away.
975522078249095168 2018-03-18 19:59:22 -0400 <smitty_one_each> @LADowd @realDonaldTrump @realmyiq2xu2 Twitter restricted a YouTube link to "Whole Lotta Love" by Led Zeppelin, in response to POTUS equating McCabe, Comey, and Flake? What the what?
975522066148544513 2018-03-18 19:59:19 -0400 <Marvel63736723> @TheWeek @DamonLinker Keep dreaming. In 2016 Republicans were supposed to be wiped out with Trump at the top, remember? You idiots were even predicting Hillary winning TX. So stop whining about EC "vagaries" and accept your president @realDonaldTrump already.
975522063510274049 2018-03-18 19:59:18 -0400 <ReaperKat> @realDonaldTrump You mean the Republicans on the House Intel! They were s joke anyway.  Protesting you arcany cost. Come Nov they will all lose their seats. Mueller has NOT said there isNO collusion.  https://t.co/m2Zr7GIqvn
975522059412484096 2018-03-18 19:59:17 -0400 <LisbethFarnum1> @thehill Don, honey, you ain’t getting jack from now on. @realDonaldTrump pound sand, sweetie.
975522055297761280 2018-03-18 19:59:16 -0400 <SwanRose2013> @realDonaldTrump NONE IF THIS IS FAIR!! THEIR JUST TRYING TO FREAK YOU OUT!! BITCHY PEOPLE!! I TOLD U THE DEMOCRATS WERE MEAN!! Look at all the terrorist activity that erupted DURING TGEIR OBAMA reign, mass murders &amp; ANTIFA!! All cuz of democrats 👅👅👅👆
975522053720825856 2018-03-18 19:59:16 -0400 <TheLeftIsRight5> @DTPOTUSMAGA @realDonaldTrump @POTUS Doesn’t take long for the insults to come out when you can’t argue with facts. But keep up the good fight. Lock him up! Lock him up! Lock him up!
975522053288841216 2018-03-18 19:59:16 -0400 <gtvansiclen> @SenBobCasey @MaggieJordanACN @realDonaldTrump The closer they get, the more scared they become. Animal trapped in a corner.
975522049832742912 2018-03-18 19:59:15 -0400 <NewsBuzz_com> @realDonaldTrump   https://t.co/V7lAEAhjSn
975522048947642368 2018-03-18 19:59:15 -0400 <FurForceFive> @fenrir_71 @unzulaenglich @skrbelly1 @kylegriffin1 It’s painfully clear that @realDonaldTrump has bluffed, blustered, bullied &amp; bribed his way through life. He’s a dolt, a lousy businessman, he can’t negotiate a deal, &amp; he’s disloyal the the #USA.   Thankfully, #MuellerIsAPatriot. 🇺🇸 @HouseGOP @HouseDemocrats #ImpeachTrump
975522047836213249 2018-03-18 19:59:15 -0400 <1RuffRican> I never thought the amount of work that @realDonaldTrump [@POTUS] was doing was gonna be destroyed by the corrupt members of the @gop @SenateGOP @HouseGOP you’ll never get a chance like this ever again cc:\ @GOPChairwoman  https://t.co/ESAql3xGEF
975522047190122496 2018-03-18 19:59:15 -0400 <weems_sue> @realDonaldTrump Melt down! Time for the men in white jackets!
975522045181112320 2018-03-18 19:59:14 -0400 <TabiGrazes> @realDonaldTrump No need to discredit #Mueller...as he does a fine job himself of looking like a puppet with zero proof of anything, while he waste American tax dollars.
975522043734122497 2018-03-18 19:59:14 -0400 <ceesp0trun> @DaveUnspun @Scaramucci @mattforde @realDonaldTrump Our president is a disgrace!
975522042652086273 2018-03-18 19:59:13 -0400 <acedoda> @GodGetslastWord @Mimi9060 @POTUS @realDonaldTrump More fake news
975522042530410496 2018-03-18 19:59:13 -0400 <GrandmaSueZ> As public employees, aren’t they supposed to be transparent? Not secret?  Is this LEGAL? Oh I forgot. It’s #CadetBoneSpurs @realDonaldTrump ‘s administration. So it’s okay.  https://t.co/C4u891Ei4T
975522041511194624 2018-03-18 19:59:13 -0400 <Pete_NY1> Of course you didnt find evidence of #Collusion @ConawayTX11 . You ADMIT NOW @HouseIntelComm was not charged with that task.  So what exactly did we pay you all to do...besides lie about what you were doing &amp; issue a PHONEY conclusion?  @realDonaldTrump  @FoxNews  @seanhannity  https://t.co/ST8Eya6ftJ
975522039351205888 2018-03-18 19:59:13 -0400 <EddieLeeFunn> @Alyssa_Milano @realDonaldTrump Well, there IS that whole Stormy Daniels thing...
975522037417611265 2018-03-18 19:59:12 -0400 <EssiesRoots> @AlexVilaTrains @1975CandaceW @d_hureau @imnottayediggs @realDonaldTrump Me too!
975522034578083841 2018-03-18 19:59:12 -0400 <uknowme2NC> @OSALOVELY yeah @realdonaldtrump is a disgrace to our country! he is a traitor! i take solace in the fact that near the end of his life on earth he is loathed by millions of people! he deserves it!
975522034276093953 2018-03-18 19:59:11 -0400 <kompromat666> @realDonaldTrump looking forward to you keeping your promises:  Mexico will 100% pay for the wall. And you are looking forward to taking Mueller under oath. @PressSec  https://t.co/3QW8BsDliQ
975522034171236353 2018-03-18 19:59:11 -0400 <Baldred> @DaysDeplorable @Pro_2A_AZ @halcyondon @michellmybell1 @tcunderdahl @redpillarchive @tklforgiven @h2ofizz @Jesus_Saves1611 @surgerysleeper @BruceEnberg @Sibelius7 @malo_j @andyguy @rhymes_with_cat @TalonsPryde @Rhetticent @tsracewife @TertiusIII @terrymorse @AprilLigeia @Kopernikus1966 @JohnJotink @R0samond @GreekVikingX @chrismardell @ProbingOmega @Atheist_Geek48 @KitemanArgues @zythophiliac @umfpt @PebbleFeather @theomegagambit @TakeThatDarwin @infidelbyfaith @AdvanceHumanism @The1Voyce @nona80_swanette @dougpasnak @Loriniowa @paulr140 @Jesus_is_G_d @penn_rogers @geraldpayne25 @CollinOctantis @___________68__ @Jakerosso @Nerd_Scalisi @KrasMikael @realDonaldTrump Not my country
975522029079269377 2018-03-18 19:59:10 -0400 <shift_in2_turbo> @realDonaldTrump This. F******. Guy.
975522027141558272 2018-03-18 19:59:10 -0400 <tweettruth2me> @SoCalValleyGal @realDonaldTrump 🙄
975522026814394368 2018-03-18 19:59:10 -0400 <morverns> I’m sure he already has! @realDonaldTrump  https://t.co/Y6LqMtVLNd
975522021202423808 2018-03-18 19:59:08 -0400 <OlwenSearles> @realDonaldTrump @foxandfriends We watch you lie every time your lips move. Even truth becomes sour once it leaves your small maw.
975522017880498181 2018-03-18 19:59:08 -0400 <kinleygroup> @realDonaldTrump @foxandfriends Drain The Swamp! MAGA🇺🇸🇺🇸🇺🇸
975522011710664704 2018-03-18 19:59:06 -0400 <realgody> @realDonaldTrump The Rusia involvement probe should look into both campaigns,  for the good of the country, not only one. Otherwise this is a witch hunt.
975522010066546688 2018-03-18 19:59:06 -0400 <CobYanRa> @HillaryClinton  is never give up as @realDonaldTrump  said ! she is fighter ! Hey she end up give up when Trump #LockHerUp  ! maybe next week ! ? or next month ?  https://t.co/nGnSQB8UR5
975522009433235458 2018-03-18 19:59:06 -0400 <4YearNightmare> I assume when Jackass @RealJamesWoods says "cuts it", he's referring to Jeff Sessions BREAKING WIND. Sessions didn't decide to fire Andrew McCabe. He was ORDERED to by petty and vindictive @realDonaldTrump. "Stealth ninja"? Hard to be stealthy with the fart smell surrounding him.  https://t.co/JLQ4J6WEqy
975522008896122880 2018-03-18 19:59:05 -0400 <Jeanie11117> @realDonaldTrump " https://t.co/5MaERvyWfW.MAGA.Agenda.against.'Sr.Executive.Service'.&amp;.other.corrupting.Shadow.Govt.forces"."JFK-I.would.break.the.CIA.into.1000.pieces.".👒.Remember?.
975522007700840449 2018-03-18 19:59:05 -0400 <IL_Voter> .@realdonaldtrump Dear Dimwit How about releasing those federal and state income tax returns you promised us?
975522004848619521 2018-03-18 19:59:04 -0400 <atheistyolo> @MattyDolphinz @JCBwellUS @fsa1996 @SenJohnMcCain @maddow @realDonaldTrump McCain lost because he told his supporters Obama wasn’t a Muslim terrorist.
975522001900187648 2018-03-18 19:59:04 -0400 <rosarioalcala> @AdamSchiffCA Mind blowing!Both brilliant and diabolical. I bet @realDonaldTrump and @GOP will just deny it. This little shit should be jailed!
975521999064850434 2018-03-18 19:59:03 -0400 <asyouknowBob> @realDonaldTrump What kind of #Moron doesn't understand that people WITHOUT dementia are capable of remembering conversations long enough to write them down AFTERWARD?  You're unfit for office, and you are generalizing from YOUR OWN incompetence and inability.    #Resign
