1167587803661651969 2019-08-30 19:59:59 -0400 <animalthe> @realDonaldTrump Nice to see toddlers going to camp
1167587792672690176 2019-08-30 19:59:57 -0400 <lexsion> @TrumpStudents @realDonaldTrump @GreggJarrett How about the classified info Trump just posted on Twitter? Cool?  PS. The @DOJ_EOIR / DOJ found NOTHING against Comey. He didn't DID NOT revealed classified info to the media.
1167587792391507968 2019-08-30 19:59:57 -0400 <DVCJD1> @darkmiahm @dcarpenter70 @BlueRobotDesign @realDonaldTrump What exactly are they setting up? According to the local paper this is the actual crowd. If you have proof of this "set up", please post it.
1167587790391054336 2019-08-30 19:59:56 -0400 <Alejand28603440> @itsashlyperez @mike_pence @realDonaldTrump @AmericanLegion God bless President Trump.Abortion, homosexual marriage are not biblical.
1167587790252412928 2019-08-30 19:59:56 -0400 <imowired> @realDonaldTrump @GreggJarrett We are going crazy with this 2 tired justice system and the intent of Demokkkrat and RINO traitors of America trying to destroy us through their ongoing COUP, Open Borders and other crimes!
1167587789585580032 2019-08-30 19:59:56 -0400 <mikegonzalez2k> @ewarren It's so pathetic how much effort @realDonaldTrump puts into losing.
1167587789296340993 2019-08-30 19:59:56 -0400 <kuehlemj> @realDonaldTrump  Chicago mayor Lori Lightfoot said that blacks and Browns are only good for selling weed and they finally have an opportunity to profit at what they're good at what a shame she put that stereotype out in public
1167587789052862464 2019-08-30 19:59:56 -0400 <BCJandZ> @charliekirk11 @realDonaldTrump Are the Federal Police cops or just "yes" men. We already k ow.
1167587788964925440 2019-08-30 19:59:56 -0400 <TonyDra21041341> @ChrisJZullo @realDonaldTrump U serious?
1167587788428128257 2019-08-30 19:59:56 -0400 <Country99165644> @Imagecaptured @realDonaldTrump @GreggJarrett Did you read the report? I read every word.
1167587787597647872 2019-08-30 19:59:55 -0400 <pumbarger> @kathpass @RealJack @realDonaldTrump  https://t.co/O2DnAveZGC
1167587787517902851 2019-08-30 19:59:55 -0400 <MandyWanzz> @BlueRobotDesign @realDonaldTrump Preach!!!!
1167587786108653568 2019-08-30 19:59:55 -0400 <Mark_Jones_4780> @TheRightMelissa @EdwardTHardy @realDonaldTrump The FISA report that’s coming....oh lort....been hearing about it coming for how long now? Q whackos are the worst.
1167587785416593409 2019-08-30 19:59:55 -0400 <DwainCoquat> @realDonaldTrump We seek justice!
1167587783906488320 2019-08-30 19:59:55 -0400 <GrampsCramper> @realDonaldTrump @ByronYork @LouDobbs Shit Trump, you however have passed the laugh test. Over and over again.
1167587783587713024 2019-08-30 19:59:54 -0400 <sgerard> KATE STEINLE is Still dead by an illegal immigrant who was deported 5 times (sanctuary protcted) case JUST dismissed @GavinNewsom this death is ON YOU &amp; evry POS sanct city. @SpeakerPelosi @KamalaHarris @realDonaldTrump,@LindseyGrahamSC @KellyannePolls @Jim_Jordan @Alyssa_Milano
1167587783285886976 2019-08-30 19:59:54 -0400 <joeintucker2> @SenSchumer @realDonaldTrump No need to worry Chuckie, I'm sure that the liberal democratic Governor and Mayor of San Juan spent all the federal relief dollars in such a great way that the island is totally modernized and well protected from any storms, now or in the future.
1167587781440196608 2019-08-30 19:59:54 -0400 <Integrity4usa1> @realDonaldTrump @GreggJarrett It sounds like Comey is the new Hillary for you.  You sure like to tweet about him a lot.
1167587780362477570 2019-08-30 19:59:54 -0400 <niki_dyer> @outlazymedia @realDonaldTrump LMAO 😂
1167587778856660992 2019-08-30 19:59:53 -0400 <agentgraves13> @real_defender @realDonaldTrump I think he's gotten plenty of rest and relaxation since taking office
1167587778370179072 2019-08-30 19:59:53 -0400 <ShoreLee5> @realDonaldTrump @RepPeteKing ABUSE OF POWER? How about deporting children with cancer?  https://t.co/Q4toVc2sIe
1167587776394645504 2019-08-30 19:59:53 -0400 <gscucci> @realDonaldTrump @GreggJarrett Your scrapping dude. Take two Adderall and go to bed.
1167587775761108992 2019-08-30 19:59:53 -0400 <politicalmablog> @ScottFordTVGuy @realDonaldTrump Sorry about your daddy issues.
1167587775614455819 2019-08-30 19:59:53 -0400 <RaymondSternot> Veterans say the Trump administration's confusing new rule may be 'targeting' immigrants who serv...  https://t.co/NnkXzAapnO @realDonaldTrump @HouseGOP @SenateGOP @SenateDems @HouseDemocrats because our heel spur draft doging DICKTater thought it be a good idea!
1167587774989574144 2019-08-30 19:59:52 -0400 <Star1Bluff> @realDonaldTrump @GreggJarrett Why didn’t your DOJ charge him? Mr. President, you risk losing your base if you do not stand up for all Americans and deliver EQUAL JUSTICE UNDER LAW! And how do you respond to your DOJ stonewalling “Judicial Watch” on getting documents concerning Hillary e-mail scandal?
1167587773383139328 2019-08-30 19:59:52 -0400 <Morsal_Shabibi> @realDonaldTrump @GreggJarrett  https://t.co/c7dzolxmC9
1167587772548505600 2019-08-30 19:59:52 -0400 <MarcGeo47244369> @realDonaldTrump @ByronYork @LouDobbs Did you go to Camp David because the cable is down at the WH? Did Melania finally clamp down on the parental controls? You're a joke and a fool🤪
1167587771621531648 2019-08-30 19:59:52 -0400 <ChristinaRedma8> @realDonaldTrump @GreggJarrett I’m hoping that AG Barr is building a treason charge case against Comey and his cohorts.
1167587771478925312 2019-08-30 19:59:52 -0400 <FrankRiveraMar1> @TimInHonolulu @FrankFigliuzzi1 @realDonaldTrump Yup
1167587771344728065 2019-08-30 19:59:52 -0400 <Dachelet> @realDonaldTrump @GreggJarrett Just shut up already and get out of my weekend!
1167587770522636294 2019-08-30 19:59:51 -0400 <MsCBBoots> @CutestBabyInUSA @AmericanRising @charliekirk11 @realDonaldTrump @POTUS They were sleeping during the last election, they didn't even think they needed a "fix". They learned tho and you can be sure the fraud will be rampant. I worry 🥺
1167587770350690304 2019-08-30 19:59:51 -0400 <littleblondie35> @JanetPenix1 @itsJeffTiedrich @realDonaldTrump It seems like the Democrats whine most all the time either whining or hating or denying!
1167587770300321792 2019-08-30 19:59:51 -0400 <cindy_everitt> @realDonaldTrump , now this is a leader
1167587770115579904 2019-08-30 19:59:51 -0400 <afrommi> @TRUMPSUSA1st @Spaniard8888888 @MSNBC @realDonaldTrump Right now there are those children who are here being treated whom Trump is sending them out of the country w/o treatment b/c it cost money I know a couple. Advocates are trying hard but those advocates are Dems not Trumpsters or @GOP
1167587769704689664 2019-08-30 19:59:51 -0400 <LorettaO9> @realDonaldTrump @ByronYork @LouDobbs "Lou Dobbs"??? Bwahahahahahahaha
1167587768253505536 2019-08-30 19:59:51 -0400 <peanutpub> @realDonaldTrump  https://t.co/snELHI4TCV
1167587766781337601 2019-08-30 19:59:50 -0400 <MagliolaJr> @realDonaldTrump ENJOY YOUR VACATION BOSS!!!
1167587765996773377 2019-08-30 19:59:50 -0400 <leonard23221752> @real_defender @realDonaldTrump Bot
1167587765892059137 2019-08-30 19:59:50 -0400 <waymac_007> @TrueEO @mog7546 @seanhannity @realDonaldTrump Trump always wants to sue those who are right!
1167587765527207936 2019-08-30 19:59:50 -0400 <Fidelis712> @Nikole12293925 @realDonaldTrump Hahaha crazy, delusional lemmings.
1167587764495368194 2019-08-30 19:59:50 -0400 <OhSuzieQueue> @realDonaldTrump @GreggJarrett Speaking of documents.. #ReleaseTrumpsTaxes
1167587763492917249 2019-08-30 19:59:50 -0400 <bettycoar> @realDonaldTrump Lol bye bye
1167587761504837638 2019-08-30 19:59:49 -0400 <NHoulan> @realDonaldTrump @GreggJarrett And they should charge you with treason
1167587761416810501 2019-08-30 19:59:49 -0400 <Craig25501580> @itsJeffTiedrich @realDonaldTrump He is the greatest leader of all time. He is the commander in chief of the most powerful nation on the planet. Mr. Trump has made America great again. He has earned the right to do as he may please. Show some respect, hippy
1167587761060233216 2019-08-30 19:59:49 -0400 <Trumpismdecoded> @realDonaldTrump Is this for real! WTF! Allowing enemy to low your ability is the worst possible thing!  Releasing classified info for personal rub is lunacy!  He is helping our enemies to satisfy his ego!  Unfit to be the president !!!
1167587760737325057 2019-08-30 19:59:49 -0400 <JABS_CHI26> @realDonaldTrump 🙄🖕🏼🙄🖕🏼🙄🖕🏼🙄🖕🏼🙄🖕🏼 @realDonaldTrump
1167587760565174272 2019-08-30 19:59:49 -0400 <CrookedHillDems> @charliekirk11 @realDonaldTrump  https://t.co/G1B497m3JL
1167587759814369280 2019-08-30 19:59:49 -0400 <gebassoc> @realDonaldTrump Tell someone who cares....
1167587759793610753 2019-08-30 19:59:49 -0400 <cruellasworld> @realDonaldTrump @GreggJarrett  https://t.co/nlaGDEXtMQ
1167587759252312064 2019-08-30 19:59:49 -0400 <shawneeinsd> @americastruth1 @kaitlancollins @realDonaldTrump He’s a walking clusterfuck #TrumpIsADisgrace
1167587758963118085 2019-08-30 19:59:49 -0400 <PatAllan4> @realDonaldTrump @fox PS.....you weren't elected.
1167587758468001792 2019-08-30 19:59:49 -0400 <scram680> @realDonaldTrump @ByronYork @LouDobbs @realDonaldTrump why isn’t Camp David in a rf dead spot?  If it were we could all enjoy a long weekend.  Labor Day is supposed to be a day to celebrate “the worker”, it does not mean we have “labor” through a weekend of your utterly foolish tweets. #bebest
1167587758153465856 2019-08-30 19:59:48 -0400 <RoaringLionDem> @real_defender @realDonaldTrump @GreggJarrett That’s the day you will reach puberty. Which is NEVER. #MAGAt
1167587757331554304 2019-08-30 19:59:48 -0400 <BBbmarsh> @RepMarkMeadows @realDonaldTrump @Jim_Jordan Are you forgetting about all of the hearings that you held that caused political turmoil.
1167587757197279234 2019-08-30 19:59:48 -0400 <ChandletJeff> @CBCAElite1 @mamendoza480 @AngelFamilies @realDonaldTrump @GOPLeader 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡  https://t.co/SjCZxAc2t6
1167587756937240577 2019-08-30 19:59:48 -0400 <DeborahGiacole2> @TotaLuv2Tweet @MichaelAvenatti @HighheelsDes @gigi030308 @lvaccola @TexasTea18 @JR_Watson19 @pipelinereview @TrumpRisa @ChienneLuv2 @SCNorman1 @my6girls2012 @RobbieWilsdorf @ElinOlson8 @Thenews21 @Grantfaulkner4 @AlHolmes66 @lynn521tr @Global_Barista_ @CreteHasHimNow @Bella_Gardenia @MFRJonez @avery1twins2 @DanSchultz2 @really121212 @TheVegasTake @TalkerStr8 @cautioncontent @Summer_Of62 @BrsJake @goforglam @topsecretk9 @MAstoilet @whoya @LiberalBeGone @bearbeer1111 @reversemtgfl @JLee77178796 @GaviPredescu @Samepage79 @ProspectWatch @AZDartGuy @StormyDaniels @BillyHumphreys1 @DDBall4life @MairNona @TotaIuv2tweet @realDonaldTrump @donaldtrumpjr @peterjhasson Completely agree Susan. This is exactly like a weirdo cult. Who knows what they are capable of?!  Their tweets always link to trump and Biff which is interesting.
1167587755368599555 2019-08-30 19:59:48 -0400 <CindyBattisti> @DavidWohl @realDonaldTrump Yeah so did your dad!! #aguidetobeingaparent  https://t.co/KsumhrGkHs
1167587755297259527 2019-08-30 19:59:48 -0400 <DonnaCastel> @UnionsWe @Rainbow68527860 @swebs @wearewhiterose_ @TheTotalWipeout @Hdurand7 @AZSCOTTZ @MaryV2020 @MurphyFringe @shannonrusso73 @Donnalee222 @Amy_Cook2020KAG @FaleroJr @laura_stietz @broyles_me @YourTimesCome @MawsGotSense @jse_amor @mevans5219 @LRaulRamirez1 @no_silenced @Kathalini @LearnedToCode @sbnauman @Stonekeeper3 @BridgetKF30 @alidose @freetobegigi @momgwen5 @lauriep2020 @Lisa26994642 @bobkatt41 @BoDavidson7 @InTheElections @liger57 @David_in_Dallas @realDonaldTrump @Al__Bizri @antonio22201467 @brasskerri5 @SueCFlorida @Quebec99335648 @BrianKirkland5 @208Juliet @GreenheartShawn @MiniSue0331 @DeepStateExpose @Donald_JSr @BethicaLoney @donb_anon Great idea! 💪🏻😉
1167587754273923075 2019-08-30 19:59:48 -0400 <WelituD8> @realDonaldTrump @ByronYork @LouDobbs Mr. President, you'll win again in next election, because the justice is with you! Best wishes to american people from Brazil. 🇧🇷🤝🇺🇸💚🌹
1167587753707679744 2019-08-30 19:59:47 -0400 <ChemicalsOil> @realDonaldTrump @GreggJarrett Green shirts laughing at you not with you
1167587753283866624 2019-08-30 19:59:47 -0400 <HessionPari> @LouDobbs @TomFitton @JudicialWatch My son was @realDonaldTrump supporter until last year. When I asked him what happened, he said “show me one person who is in jail”.
1167587751857967104 2019-08-30 19:59:47 -0400 <Re102059> @JeffreyGuterman @realDonaldTrump @GreggJarrett So disrespectful! Never voting democrat again!!! Have in the past! Done!!!!
1167587751136378881 2019-08-30 19:59:47 -0400 <therealmonette> @realDonaldTrump Actually Comey didn’t do anything illegal. But so many people and experts say you should be impeached for high crimes and misdemeanors. Full stop!
1167587750935220225 2019-08-30 19:59:47 -0400 <OhMilkSteak> @Trumpette0301 @Aimhighffw @KyleInRealTime @daltonposse @realchucklutz @BrentPiaskoski @robbystarbuck @williamlegate @realDonaldTrump Yes I agree, shes a terrible person. As is everyone else involved.
1167587750704549895 2019-08-30 19:59:47 -0400 <Gibstra> @realDonaldTrump @ByronYork @LouDobbs Why are we discussing this while Comey walks free? Time to expose the deep state. #Doit
1167587750612262913 2019-08-30 19:59:47 -0400 <Neilgrimsley> @55378O08 @johnrobertsFox @BretBaier @realDonaldTrump you do reasize that phrase is used backwards .. you can have your cake n eat it too... you cant eat your cake and have it too
1167587749655973888 2019-08-30 19:59:46 -0400 <loutrebrule> @Garrulous_Mute @realDonaldTrump @ByronYork @LouDobbs  https://t.co/IBI5trjS37
1167587749030817793 2019-08-30 19:59:46 -0400 <polarpixies> @realDonaldTrump  https://t.co/El2fTpQyE4
1167587749022633985 2019-08-30 19:59:46 -0400 <MichaelBConway1> @realDonaldTrump @WhiteHouse  https://t.co/I27cmRQx4E
1167587748791881728 2019-08-30 19:59:46 -0400 <AlexisBobbie> @realDonaldTrump  https://t.co/74EmNpQc7d
1167587747294568448 2019-08-30 19:59:46 -0400 <Fleshmanchez> @realDonaldTrump Got any more classified images to tweet?
1167587746514259969 2019-08-30 19:59:46 -0400 <DDilenschneider> @realDonaldTrump @ByronYork @LouDobbs Tweets the guy who just showed a(n allegedly) classified photo to the Iranians...
1167587745872646146 2019-08-30 19:59:46 -0400 <al_barwick> @realDonaldTrump @ByronYork @LouDobbs Comey revealed your obstructing justice and prompted the Mueller Report that will precipitate you being indicted when you leave office in 2021.  Your contempt for Comey is old news, he won't be indicted because there was no crime committed!
1167587745436459009 2019-08-30 19:59:45 -0400 <PCharmly> @realDonaldTrump Know what's scathing? The #EpsteinTrumpScandal  You won't get away with it.
1167587745079840768 2019-08-30 19:59:45 -0400 <committeesleep> @realDonaldTrump Your incompetence is staggering. My toddler exhibits more self control than you.
1167587743360327680 2019-08-30 19:59:45 -0400 <jlazewatsky> @realDonaldTrump @ByronYork @LouDobbs There is very little you say that would pass the laugh test. Or the truth test.
1167587740336054272 2019-08-30 19:59:44 -0400 <paytreeit2010> @RealBobo697 @realDonaldTrump You couldn’t
1167587737421135872 2019-08-30 19:59:43 -0400 <Resister4life> @realDonaldTrump Just washed the dishes!  https://t.co/2WaqjxF9dv
1167587736800440329 2019-08-30 19:59:43 -0400 <Pammybarrett> @lrwinMFletcher @YouTube @realDonaldTrump Uh because LEFTIST SOCIALIST COMMUNIST HATE THEY LOST ~ #MAGA
1167587736645263362 2019-08-30 19:59:43 -0400 <SylvanusBCorey> @realDonaldTrump @GreggJarrett They could have charged you with upwards of 10 counts of obstruction of justice.
1167587735311409152 2019-08-30 19:59:43 -0400 <nooobl> @realDonaldTrump @ByronYork @LouDobbs وش تحس فيه
1167587735235899393 2019-08-30 19:59:43 -0400 <McnairMel> @DavidWohl @realDonaldTrump Stop using America in your tweets  The majority of people in this country hates Trump and will vote him out.
1167587734703288320 2019-08-30 19:59:43 -0400 <generalk581> @DeanObeidallah @realDonaldTrump And the working class, middle class have lost ground and are suffering financially and otherwise under Trump.
1167587733818228737 2019-08-30 19:59:43 -0400 <SlavenkaP> @realDonaldTrump You just released classified information in your tweet and claim to have the right to do so.  It’s obvious that to deal with you, one must sometimes break the rules for the truth to be known
1167587733071638530 2019-08-30 19:59:42 -0400 <Portrait1Artist> @realDonaldTrump donnie donnie donnie..what your not at another donnie property billing the tax payers millions for the stay?..wow..must been slip up benedict donald!
1167587731532333058 2019-08-30 19:59:42 -0400 <sergeant_1st> @realDonaldTrump @ByronYork @LouDobbs Blathering Nonsensical Idiot says what?
1167587731532333056 2019-08-30 19:59:42 -0400 <CrispyHairboi> @realDonaldTrump ok.
1167587730639003653 2019-08-30 19:59:42 -0400 <kdwb86> @FrankFigliuzzi1 @realDonaldTrump Obama had very limited cell phone access because of security issues. Look what this moron does with his!!
1167587729594605568 2019-08-30 19:59:42 -0400 <rogerdodger1180> @realDonaldTrump @GreggJarrett Q:“Does it exonerate...”  Republicans now: “Comey should read the entire report. The narcissism you see affects the process. The bottom line, there’s alot one can do that’s bad which doesn’t lead to prosecution.”  Republicans before: “I don’t need to read the report. Innocent!”
1167587728248229889 2019-08-30 19:59:41 -0400 <LDWade815> @realDonaldTrump This is the laziness president in American history
1167587728243994624 2019-08-30 19:59:41 -0400 <Deplora26124312> @GreggGobose @realDonaldTrump What are the chances they fucked each other or at least played tonsil hockey?
1167587727996588032 2019-08-30 19:59:41 -0400 <lisadunny99> @realDonaldTrump Have a good trip Mr President and stay safe.
1167587726369132544 2019-08-30 19:59:41 -0400 <2MuchDebt> @GovMikeHuckabee @realDonaldTrump Yes, liberals are that hateful/sick and much much worse.
1167587724997431296 2019-08-30 19:59:41 -0400 <ferngalindo73> @DavidWohl @realDonaldTrump 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
1167587722598502401 2019-08-30 19:59:40 -0400 <PatriciaJenki15> @realDonaldTrump I think you should head to MarLago!  You could help FEMA throw paper towels.
1167587720534863878 2019-08-30 19:59:39 -0400 <Regina57072617> @maa83491761 @ernestofaraujo @BolsonaroSP @realDonaldTrump @jairbolsonaro Melhor a França assumir a Amazonia né?
1167587720216096779 2019-08-30 19:59:39 -0400 <CarlaJHansen1> @jennerific713 @realDonaldTrump @GreggJarrett So is his other daughter is a democrat too.  She mentioned it few months ago.  Updated.
1167587719679217664 2019-08-30 19:59:39 -0400 <Matt41346063> @realDonaldTrump @seanhannity @TuckerCarlson @SpeakerPelosi @AOC @TheRickWilson @RepMaxineWaters @FoxNews
1167587719553437696 2019-08-30 19:59:39 -0400 <Morsal_Shabibi> @realDonaldTrump @GreggJarrett  https://t.co/k9RoiUUHp2
1167587719549206529 2019-08-30 19:59:39 -0400 <MAGA2017always> @realDonaldTrump @GreggJarrett  https://t.co/skFvEcASXd
1167587718915866624 2019-08-30 19:59:39 -0400 <CamperCarol2> @leeF787 @realDonaldTrump He is stocking up on paper towels to throw at hurricane survivors.
1167587715300282368 2019-08-30 19:59:38 -0400 <KriTims1> After further research I used to believe that Melania spoke 5 languages fluently. At this point in time, I am more likely to believe that she, along with everything else around #DirtyDonnie is fake @realDonaldTrump
1167587715208097794 2019-08-30 19:59:38 -0400 <SteveG1425V2> @realDonaldTrump wants to mulligan the Presidency and cheat like he does at golf   https://t.co/SWiA4Fht15
1167587714855768064 2019-08-30 19:59:38 -0400 <Nostradonny> @ChadSteen80 @realDonaldTrump Whatever nutjob.  https://t.co/KpD8XJafOK
1167587713803063296 2019-08-30 19:59:38 -0400 <Crusader1992> @realDonaldTrump Who cares?
1167587713748365312 2019-08-30 19:59:38 -0400 <dyerson_s> @realDonaldTrump @GreggJarrett Donald is about to test the Glass House Hypothesis.  Keep doing what you're doing, Donnie.  It guarantees you stay under water until 2020.  You can SCUBA right up to the jailhouse door!
1167587712536383489 2019-08-30 19:59:38 -0400 <BabyTrump11> @realDonaldTrump @ByronYork @LouDobbs What a load of...  https://t.co/s9oGJZakeW
1167587712133750785 2019-08-30 19:59:37 -0400 <jjaycedar> @realDonaldTrump When are you and your daughter moving  your manufacturing plants back to the Continental USA and hiring Union employees?
1167587710648950785 2019-08-30 19:59:37 -0400 <Survive_45_> #Traitors any @GOP whose focus isn’t on the crimes of @realDonaldTrump in the #russian interference!
1167587709776318464 2019-08-30 19:59:37 -0400 <Gwyns_here> @realDonaldTrump Thought they weren’t “your” news anymore.
1167587709461942272 2019-08-30 19:59:37 -0400 <hudsoncordelia1> @realDonaldTrump @ByronYork @LouDobbs Just How Insane Are You, Trump?
1167587708631281664 2019-08-30 19:59:37 -0400 <AnnLHamilton> @realDonaldTrump @ByronYork @LouDobbs Speaking of the laugh test...   https://t.co/YrmvjvGRRA
1167587708333625345 2019-08-30 19:59:37 -0400 <mild_takes> @zoocoo01 @realDonaldTrump The First Lady and Loyal Americans, along with President Trump, want to #keepamericagreat, and true Patriots support them!!! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸  https://t.co/opfBADPnXf
1167587707817615360 2019-08-30 19:59:36 -0400 <christianllamar> @realDonaldTrump @GreggJarrett DOJ should have thrown the BOOK at Comey. Instead we have to look at a snarky snarky man who’s arrogant and thinks he’s blameless/clean.
1167587707717148673 2019-08-30 19:59:36 -0400 <Qtrmiler50> @realDonaldTrump @GreggJarrett Unless Barr has bigger stuff up his sleeve for criminal Comey, I will be beyond disappointed, I’ll be just plain PISSED OFF!  He is the absolute poster boy for deep state corruption. Barr not prosecuting means our system is on life support and will be pronounced dead eventually!
1167587706974679040 2019-08-30 19:59:36 -0400 <Morsal_Shabibi> @realDonaldTrump @GreggJarrett  https://t.co/H41r9Ys4jt
1167587706567843841 2019-08-30 19:59:36 -0400 <h0agh> @4everNeverTrump @realDonaldTrump Now I look into it more it is likely a satellite image. Rest of my comments still stand though.
1167587706085527553 2019-08-30 19:59:36 -0400 <Morsal_Shabibi> @realDonaldTrump @GreggJarrett  https://t.co/HImEgg5K3O
1167587706026676224 2019-08-30 19:59:36 -0400 <amyalaska1955> @realDonaldTrump @ByronYork @LouDobbs Too bad you cant bring charges against innocent people like you pardon guily ones.
1167587705955520513 2019-08-30 19:59:36 -0400 <Kbreu3> @realDonaldTrump @GreggJarrett  https://t.co/JGptuCIT7s
1167587702721536000 2019-08-30 19:59:35 -0400 <leftcoastlefty5> @realDonaldTrump @GreggJarrett  https://t.co/RHleFUxn7d
1167587696321191936 2019-08-30 19:59:34 -0400 <4UKU_BPUKU> @Zdevil1 @realDonaldTrump So just because the economy is good Trump should do something that damages the same economy. Understood. Also, an increase of minimum wage isn't "minimum impact". It affects every single underskilled worker. And by "affects", I mean that they lose their literal jobs.
1167587695603920896 2019-08-30 19:59:34 -0400 <geobre9296> @realDonaldTrump  what are you trying to do with this country
1167587695054524416 2019-08-30 19:59:33 -0400 <247gonefishing> @roberthayes706 @thehowie @realDonaldTrump Obviously not. He wants trump to tell us about the storm. 😉😉
1167587694668582913 2019-08-30 19:59:33 -0400 <thisiscrap56> @realDonaldTrump You're full of s***
1167587694312140800 2019-08-30 19:59:33 -0400 <Barleymasher> @real_defender @realDonaldTrump Right, his little twitter fingers will be busy slinging insults while others are providing the leadership Trump so obviously lacks.
1167587693972226053 2019-08-30 19:59:33 -0400 <Lostfou50820869> @realDonaldTrump Enjoy Mr President, love you.
1167587692210769922 2019-08-30 19:59:33 -0400 <TolleyMonte> @realDonaldTrump Its any Bed Bugs there Son .....  https://t.co/Gi3csMN6gO
1167587691589976064 2019-08-30 19:59:33 -0400 <HowardA_Esq> @realDonaldTrump Wow, you voluntarily went someplace that does not have a trump-brand golf course?  Well, there's a first time for everything.
1167587691174813696 2019-08-30 19:59:32 -0400 <jay_clarity> @realDonaldTrump Not winning.
1167587688985354242 2019-08-30 19:59:32 -0400 <MrDonEden> @realDonaldTrump @GreggJarrett For fuck’s sake, give it a rest. It’s really great to know that you are obsessed with James Comey to a far greater degree than you give a shit about the people in Florida that are going to be affected by the hurricane.
1167587687794126851 2019-08-30 19:59:32 -0400 <voysnwldrns> @realDonaldTrump @ByronYork @LouDobbs Why are you so obsessed with Comey. If they are lies in the memos, why do you care?
1167587686938492929 2019-08-30 19:59:31 -0400 <ThreeKobolds> @realDonaldTrump  https://t.co/GnorqG5FMc
1167587686653333505 2019-08-30 19:59:31 -0400 <bettycoar> @realDonaldTrump @ByronYork @LouDobbs You guys need some serious help.  Dobbs need old folks home maybe you and tRump could get a deal and bunk together
1167587685416013825 2019-08-30 19:59:31 -0400 <AriesMarquis> @DavidABartley @stewiewithatuba @Lairdriver @Zoe_of_Elyon @TheRightMelissa @realDonaldTrump Oh, so what you are saying is, these politicians are just holding parties as name only...? 🤔
1167587682521927681 2019-08-30 19:59:30 -0400 <running_good> @Keith30114774 @realDonaldTrump @GreggJarrett Sure, 30114774 troll farm boy.
1167587682408681477 2019-08-30 19:59:30 -0400 <BrianH8467> @realDonaldTrump Your first time there I see
1167587682270228481 2019-08-30 19:59:30 -0400 <droneguy65> @realDonaldTrump @ByronYork @LouDobbs Your obsession with Comey is unhealthy ... it’s almost like you BLAME him for your election!
