1096197394574790656 2019-02-14 18:59:59 -0400 <andreaharbison> @realDonaldTrump Liar
1096197284193292288 2019-02-14 18:59:33 -0400 <RH201ST> @contes_nikki @emdolfan @parkkamijihyo @funnymissdina @lawrmcfa @realDonaldTrump This is MY country. Take your authoritarian crap and go to russia.
1096197282846908421 2019-02-14 18:59:33 -0400 <gojoe_joe> @NOW1SOLAR @realDonaldTrump @WhiteHouse He to thought himself a fine gent.  https://t.co/mwtUaJWMNg
1096197281487949825 2019-02-14 18:59:32 -0400 <Fussy_Logic> @realDonaldTrump ...  “... where there has been a loss of life as a result of GUN VIOLENCE“ BAN Assault Weapons BAN Bump Stocks BAN High Capacity Magazines BAN Silencers Require universal background check for any firearm purchase
1096197280393236480 2019-02-14 18:59:32 -0400 <buzzlovko> @realDonaldTrump Um, dude. You realize we aren’t speaking, right?
1096197278296100864 2019-02-14 18:59:32 -0400 <DeepwaterPierat> @Kenwhite4444 @JacobAWohl @IlhanMN @realDonaldTrump Hit the link in Wohl's original tweet
1096197270524121090 2019-02-14 18:59:30 -0400 <Titanica8> @realDonaldTrump Faux News.
1096197269211234306 2019-02-14 18:59:29 -0400 <jefferyhauch> @realDonaldTrump Interesting.
1096197266635919360 2019-02-14 18:59:29 -0400 <rhysdjbevan> CNN is done with @realDonaldTrump 😂😂😂
1096197265901924354 2019-02-14 18:59:29 -0400 <rbelcastro2> @realDonaldTrump  Dear Mr President , Plz do not sign this bill. The Americans  know there is a crisis @the border.  I will keep  you  and staff to make the best decision  for 'we the people '. May God  bless you and bless our United  States .  God speed  - A veteran
1096197265755119618 2019-02-14 18:59:29 -0400 <QTWIQ1> @kimusastrong @robjh1 @V_actually @realDonaldTrump @USSupremeCourt @GOP @SenateGOP @SenateDems @LindseyGrahamSC @mattgaetz @seanhannity @dbongino @SaraCarterDC @TheDemocrats Yes we do
1096197265264390144 2019-02-14 18:59:29 -0400 <brad1eyandrews> @AndrewPollackFL @realDonaldTrump To those liberals and media blinded hate, you disgraced yourselves at a time a man went through hell and who’s life will never be the same
1096197264421371905 2019-02-14 18:59:28 -0400 <edna_debeer> @realDonaldTrump listen to this money and do your job.  The national emergency is gun violence! Outlaw semi automatic and automatic weapons now!
1096197264421330949 2019-02-14 18:59:28 -0400 <LordStanleys> @LindseyGrahamSC @realDonaldTrump He/AMI has pictures of you, right?
1096197264081485824 2019-02-14 18:59:28 -0400 <tomasrabago1> @brianschatz @realDonaldTrump is so bad at his job , its become a national emergency . #NationalEmergency !
1096197262143881216 2019-02-14 18:59:28 -0400 <princesspeech17> @maziehirono @DebbieGBUK @realDonaldTrump He is pathetic.
1096197261745446917 2019-02-14 18:59:28 -0400 <Guillerrillero> A ver que dice @IvanDuque y su @CancilleriaCol sobre los que necesitan ayuda humanitaria realmente, y que ha abandonado por hacer la guerra a #Venezuela y arrastrarse a @realDonaldTrump  @dw_espanol @AFPespanol #JuventudChavistaInvencible
1096197261204353030 2019-02-14 18:59:28 -0400 <Avis_avidity> @jmauget @JustinCJordan @jwgoods @DowntotheCrumb @CFB_Solon @carmeniannelli @DanielHafner7 @ChatByCC @realDonaldTrump Lets not pretend, we lack a functional brain. Although I must admit some of us are very good at it. I truly admire the tenacity it requires to go through such an act and unfortunately certain individuals are unable to snap out of it. Such a tragedy
1096197261141262336 2019-02-14 18:59:28 -0400 <GuyFair1> @realDonaldTrump Stop spewing your tired old lies. Your time is better spent losing some weight, Mr. Obese and Chief.
1096197260667277313 2019-02-14 18:59:27 -0400 <DEEGILES0410> @therealdg6 @krassenstein @realDonaldTrump  https://t.co/KdLXO1nJpe
1096197259988029440 2019-02-14 18:59:27 -0400 <tricoman> @realDonaldTrump @WhiteHouse Dont sign
1096197259228778497 2019-02-14 18:59:27 -0400 <SeriousMeYes> @realDonaldTrump Trump trolls supporting Putin's puppet. Not surprised if they are mostly Russian ones.
1096197258402504709 2019-02-14 18:59:27 -0400 <MaryMaryShine> @krassenstein @realDonaldTrump 🤣🤣🤣 He sure pushes your buttons.
1096197257664389120 2019-02-14 18:59:27 -0400 <Believe2255> @DT_Resistor @mttziblue @IngrahamAngle @Comey @realDonaldTrump The wall will stop those who are coming in thru unprotected areas. Not foolproof of course. Nothing is. Perhaps if obama or clinton had finished the job you might feel differently...idk.
1096197257517588480 2019-02-14 18:59:27 -0400 <mishe_chelle> @WhiteHouse @realDonaldTrump 😂 omg where? Seriously stop lying
1096197255780921346 2019-02-14 18:59:26 -0400 <RitaMarietwo> @realDonaldTrump "There is no fool like an old fool," @realDonaldTrump.  You would bethe old fool in this case. You cheated so you could win an election.  You know it, your family knows &amp; was involved in it and the citizen of U.S. know it.  #ResignFool
1096197252253732864 2019-02-14 18:59:25 -0400 <KenC04299813> @realDonaldTrump don't sign it sir!! They playing games so don't play. Exec order and to hell with Congress!!
1096197250416549888 2019-02-14 18:59:25 -0400 <w_terrence> .@realDonaldTrump you remember this video ? BUILD THAT WALL ! Do you what you have to do!   Declare a National Emergency if they don’t want to give you enough money.  I rather 25 billion go to the wall than 125 billion a year to illegals.   Who’s with me?   https://t.co/rscuqe9jAI
1096197249938251776 2019-02-14 18:59:25 -0400 <HomesickCajun> @realDonaldTrump @WhiteHouse Please don't sign the bill! I live near the border, this bill is garbage! Send the "committee" back to the drawing board. This bill is unacceptable!
1096197247010852864 2019-02-14 18:59:24 -0400 <FacianeII> @TomiLahren @CharCharbag @realDonaldTrump He shouldn’t sign the deal though
1096197246931034112 2019-02-14 18:59:24 -0400 <matthewworkman> To any GOPers who used to fill my inbox with emails about how Obama/Clinton/Whoever is going to declare a national emergency and take our personal property: I await your missives re; @realDonaldTrump 's imminent emergency declaration.
1096197246792523777 2019-02-14 18:59:24 -0400 <kelvis4519> @Librty1776 @ChatByCC @betseyross @realDonaldTrump The media and the Democrats call it Trump's wall. They couldn't be further from the truth. Almost half of the country voted for Trump who promised us the wall. I'll bet half of the people that didn't vote for Trump want the wall. It's the people's wall.
1096197244578078720 2019-02-14 18:59:24 -0400 <Ferhemig> @realDonaldTrump @_AnakinVader Nobody believe you.
1096197243575648257 2019-02-14 18:59:23 -0400 <Luckylaurie2> @LoisWeston2 @TheNoahRing @GlennFHoward @realDonaldTrump Everyone from South and central America will be here before the wall gets built and @ICEgov agents hands will be tied to get them out. What is @POTUS  thinking signing this?
1096197243089051649 2019-02-14 18:59:23 -0400 <RicTorresII> This encouragement of a fake Declaration of Emergency by @realDonaldTrump is direct evidence that @senatemajldr really is full of 💩. He could care less about the Constitution, the Senate or the Rule of Law by endorsing this move. We need to @KYDitchMitch in #2020.
1096197242623422464 2019-02-14 18:59:23 -0400 <PunjabNagy> @maziehirono @realDonaldTrump Like every other weak bully, Trump pretends to be strong...and similarly weak people  fall for his pretense.   @GOP @TheDemocrats #TheResistance @realDonaldTrump @WhiteHouse
1096197240912261121 2019-02-14 18:59:23 -0400 <knuthf> #ULTIMAHORA AP Interview: @NicolasMaduro says he will not resign, promises to rebuild the economy if @realDonaldTrump takes the hands of Venezuela
1096197234834591744 2019-02-14 18:59:21 -0400 <NuclearHerbs> @gsvaillancourt @Shep_Beetermyer @astrachanideas @SpeakerPelosi @realDonaldTrump I see you didn't bother to read the tweet I was actually responding to.
1096197230959169537 2019-02-14 18:59:20 -0400 <KaiSherman3> @realDonaldTrump happy VD day!  https://t.co/k1QS8Q0nlu
1096197230749454337 2019-02-14 18:59:20 -0400 <mtodmoore> @TomiLahren @realDonaldTrump Done with party if @realDonaldTrump signs this bullshit of a bill!
1096197230476869633 2019-02-14 18:59:20 -0400 <Bengalmom14> @RepAdamSchiff #Schittforbrains is declaring an investigation to bypass the special counsel, to investigate @realDonaldTrump for a crime that doesn't exist, by claiming an authority that he doesn't have.  If that sounds like nonsense, it's because it is. It's also plainly unconstitutional.
1096197230057451520 2019-02-14 18:59:20 -0400 <bgtrpi> Naturally. @realDonaldTrump needs Russian help to get re-elected.
1096197229914730496 2019-02-14 18:59:20 -0400 <Mavericksgrand1> @realDonaldTrump Agreed
1096197229264670720 2019-02-14 18:59:20 -0400 <MercyNyarOduma> @EricTrump So are Americans sick of selfish egomaniac decisions that daddy has been making. Growing up us highly advices. @realDonaldTrump you are in the most powerful position in the world, act like it...we are tired of keeping up with the trump's tantrums
1096197228753047552 2019-02-14 18:59:20 -0400 <Twillbeauty> @realDonaldTrump I want to thank all Democrats for the work you have done in dealing with #45, who is unfit for duty, unqualified to lead, and uneducated on how our Constitution works. Not an easy task, but the country will survive these trying times. Him impeached will be a great achievement.
1096197228576813057 2019-02-14 18:59:20 -0400 <rostek_della> @realDonaldTrump Wrong! You fired them because you're afraid to be found out. Anyone having power over you gets disgraced by "YOU" only. Mark my words....the truth will surface. You should try to make America great...oh right...again.
1096197227138080769 2019-02-14 18:59:19 -0400 <toddkoltes> @Rosie @GeraldoRivera @realDonaldTrump @POTUS He’s guilty how, Rosie? What evidence do you have? Oh, just that you hate him so he’s guilty! I got it.
