1096197394574790656 2019-02-14 18:59:59 -0400 <andreaharbison> @realDonaldTrump Liar
1096197393828196353 2019-02-14 18:59:59 -0400 <haha_hardawn> @realDonaldTrump @WhiteHouse  https://t.co/ocaqoKBnaa
1096197392955658241 2019-02-14 18:59:59 -0400 <LoopyLeah> @TheBeatWithAri here is an idea.. #45 hour go to the #gop and get the super pacs and donors... The richy rich ppl and let their assets pay for #thewall. No president in history has been able.l to act and talk the way @realDonaldTrump.  #resist #theressitance💙  #bluewave 🌊 #fbr
1096197387188617217 2019-02-14 18:59:58 -0400 <TomDickens19> @JenniferBurt @TheRightMelissa @Anubis1412 @realDonaldTrump And free healthcare helps people with mental illness seek help. Why Americans are against free heathcare is beyond me, all we're doing now is enriching the insurance companies.
1096197386819518464 2019-02-14 18:59:58 -0400 <MarnieEU> @LindseyGrahamSC @realDonaldTrump Can’t wait for a Democratic President.  BRING. IT. ON.
1096197385661775872 2019-02-14 18:59:57 -0400 <CALILINDAK> @realDonaldTrump do a long term CR, and then declare an emergency...too many traps in that bill...not acceptable...
1096197385473142784 2019-02-14 18:59:57 -0400 <GeoTheDude1> @ChrisHaley42 @AllenSiders @TomiLahren @realDonaldTrump National Emergency isn’t going to work. Trump only did this to avoid his base getting angry at him for signing the funding bill. Now if he does declare a national emergency not only does he have to now prove it, but now it’ll be something the Dems use.
1096197385053761536 2019-02-14 18:59:57 -0400 <computerfix3r> @ConserValidity @BeitlerRod @PibbleGal @timruss2 @realDonaldTrump A large pct of people prefer to stay uninformed and believe their feelings because facts will make them question their life. Abused women are like this with their abusers. He is beat by the MSM and D's and sccepts it.
1096197380041404416 2019-02-14 18:59:56 -0400 <ggfromcal> @TomiLahren @realDonaldTrump Just stop.
1096197378883891200 2019-02-14 18:59:56 -0400 <T_Fretton> @realDonaldTrump @WhiteHouse You are so uninteresting
1096197378779082752 2019-02-14 18:59:56 -0400 <cholt55> @realDonaldTrump @JerryFalwellJr  https://t.co/kGXuEgzUff
1096197378535612416 2019-02-14 18:59:56 -0400 <CR_Carlos74> @SpeakerPelosi @realDonaldTrump The Obama years were a lawless act and Gross abuse of the presidency!
1096197378418200578 2019-02-14 18:59:56 -0400 <bearshooper77> @TomiLahren @realDonaldTrump What would your feelings around a president using a national emergency for gun control legislation?
1096197378363834373 2019-02-14 18:59:56 -0400 <SourdifJ> Obese @realDonaldTrump
1096197376270839809 2019-02-14 18:59:55 -0400 <candylamb47> @dcexaminer @realDonaldTrump Really?
1096197375713005569 2019-02-14 18:59:55 -0400 <Jennihor1980> @EmeraldRobinson @realDonaldTrump Is it online so I can read through it?
1096197374802677760 2019-02-14 18:59:55 -0400 <BMLewis2> Who among us did not already know @realDonaldTrump was obese? And bald?
1096197374668693504 2019-02-14 18:59:55 -0400 <suckmybeard> @realDonaldTrump You didn't write this. You don't know what somber means
1096197373762646017 2019-02-14 18:59:54 -0400 <TOPPINRAY> @realDonaldTrump we can do that if you leave
1096197372730736640 2019-02-14 18:59:54 -0400 <Gemstonepark> If @realDonaldTrump believes this, I can tell where the IRS is auditing him for his past. @davidlaz  https://t.co/ZM2zNx5Npz
1096197371850117121 2019-02-14 18:59:54 -0400 <FatBoyWillie1> @realDonaldTrump @WhiteHouse Hope they brought their crayons !!
1096197371715825670 2019-02-14 18:59:54 -0400 <briddle46> @SenSchumer @realDonaldTrump You and Ms Pelosi must have the same social media person!  She tweeted, I believe, the exact same thing!  You both are wrong!
1096197371459973124 2019-02-14 18:59:54 -0400 <mattfeth> @realDonaldTrump Now we all see why you forced so many out at the FBI. It’s called covering your own arse. All you did was delay your own downfall. Once the #MuellerReport comes out, you will be #Impeached or be forced to resign! #ResignTrump #TrumpResign
1096197370377916417 2019-02-14 18:59:54 -0400 <FredStarSmith1> @SpeakerPelosi @realDonaldTrump Shift Trade deficit.  Mexico Pays.  USMCA.  Done!  President Trump is taking care of illegal activity on our southern border and you threaten him by infringing upon Americans' 2nd Amendment!!!  You have lost your mind.
1096197369287315457 2019-02-14 18:59:53 -0400 <resistarizona> @realDonaldTrump You're going to prison for treason .. McCabe is an American hero ..
1096197368452530176 2019-02-14 18:59:53 -0400 <veronique_1106> @realDonaldTrump @WhiteHouse Go ahead &amp; declare your state of emergency. You'll be legally stopped &amp; your family crime syndicate &amp; your breathren racists @GOP in the Senate will be gone in 2020. Then, we can declare real states of emegencies for single payer plans &amp; rational gun laws. Go ahead, babe, do it.
1096197368293150721 2019-02-14 18:59:53 -0400 <ida_amore> @krassenstein @BitchingSnarky @realDonaldTrump Yes I will
1096197368192618496 2019-02-14 18:59:53 -0400 <Flamer_Liberal> A major victory for justice and the rule of law in America: the Senate just confirmed President @realDonaldTrump’s outstanding nominee William Barr as Attorney General #WalkAwayNow #AmericaFirst #WalkIn #DrainTheSwamp #SleazyDems  https://t.co/kbb5RyDLAp
1096197364753227776 2019-02-14 18:59:52 -0400 <juadog> @LindseyGrahamSC @realDonaldTrump What's he got on you?
1096197364363063296 2019-02-14 18:59:52 -0400 <wesrosiles> @TomiLahren @realDonaldTrump It’s not a power move.... it’s a baby temper tantrum
1096197363750891522 2019-02-14 18:59:52 -0400 <nwhepcat> @JeffreyRoyer @williamlegate @realDonaldTrump Dammit. Well do you at least have some stock tips, Lotto numbers?
1096197363599900672 2019-02-14 18:59:52 -0400 <DocBrown5k> @realDonaldTrump No mention of gun control in his SOU address. POTUS not sincere about gun violence. Trolling for votes .
1096197362408554498 2019-02-14 18:59:52 -0400 <ddeenniissee59> @HurricaneTaco @lamoraCO @JosephWright67 @Jocelynbeard @IngrahamAngle @realDonaldTrump Oh I wasn’t intending to make it seem like I was fighting her at all. I apologize if it came off that way. I was just curious why she thought his base didn’t believe what he was saying.
1096197361922179074 2019-02-14 18:59:52 -0400 <45Week> @realDonaldTrump And just a little over 4 years later @realDonaldTrump demonstrates just how much of a #hypocrite he is. #25thAmendmentNOW #GopFrauds #GOPTRAITORS #ImpeachTheMFTraitor #lawlessness #TrumpIsTheNationalEmergency #TrumpisaDisgrace
1096197361414692864 2019-02-14 18:59:51 -0400 <GarryMiller99> @firmeister @Alex_And_Err49 @michaelcap13 @realDonaldTrump You're right. They don't think before they stick there FOOT in there mouth!!!!🙈🙉🙊
1096197361410420737 2019-02-14 18:59:51 -0400 <issac_lacy> The LEFT have been abusing their positions  HARRY REID asked federal agencies to give TRUMP FAKE DEBRIEFING in 2016!  When will the Shell protecting the Swamp Crack!  MY PICK IS IN THE ICE! DRAIN THE DAMN SWAMP! @realDonaldTrump  https://t.co/2YdVXQlhyx
1096197359531450368 2019-02-14 18:59:51 -0400 <armond07210443> @realDonaldTrump No, they were fired for investigating Russian interference in the ‘16 election, which, instead of being a patriotic concern, you saw as a personal threat. Not just because you thought it delegitimized your election, but because you’re up to your eyeballs in complicity. Disgusting
1096197358277275649 2019-02-14 18:59:51 -0400 <GlennFromMason> With advice like yours no wonder ppl see Trump as the male version of Sarah Palin RT @TomiLahren: If a national emergency is a tool in the @realDonaldTrump toolbox....let’s go full Tool Time on these Democrats and use absolutely every asset at our disposal to build the damn wall!
1096197356272435202 2019-02-14 18:59:50 -0400 <ladybug2u> Great question!! What say you @realDonaldTrump ?!? #disgracetoournation
1096197355924279296 2019-02-14 18:59:50 -0400 <HsiTwit> @krassenstein @realDonaldTrump Not good enough..
1096197354980589568 2019-02-14 18:59:50 -0400 <melsbrew> @realDonaldTrump Broward County Sheriff Pals with Hillary Clinton, Joe Biden, &amp; Bernie Sanders. Scott Israel, is throwing objectivity to the wind &amp; making a full-throated plea for gun control. He's associated with Hamas &amp; CAIR terrorist groups!  https://t.co/oIR8wTwUjU   https://t.co/jqr20KWw3d
1096197354552741889 2019-02-14 18:59:50 -0400 <LolaSweet> If @realDonaldTrump declares a national emergency, Congress should move to impeach within 15 minutes of the announcement. That is an egregious abuse of power. And we the people need to look at what he is trying to hide behind the media blast that will follow. #ItsTheRussiaThing
1096197352044544000 2019-02-14 18:59:49 -0400 <workinggourmet> @LindseyGrahamSC @realDonaldTrump Senator, you will never be a profile in courage.
1096197350853394432 2019-02-14 18:59:49 -0400 <George36813439> @librarychick76 @Joy_Villa @realDonaldTrump &amp; Who are you ? Awesome Dress Congratulations on Winning a Grammy. #MAGA  #BuildTheWall  #TRUMP2020
1096197350756962304 2019-02-14 18:59:49 -0400 <Maryanneragone1> @realDonaldTrump  https://t.co/3q8XLLXCMC
1096197349947396096 2019-02-14 18:59:49 -0400 <LizzieBoredom> @FrankCarfora @realDonaldTrump I didn’t?
1096197348894625792 2019-02-14 18:59:48 -0400 <theREALbenORR> @Badges21969682 @3YearLetterman @SpeakerPelosi @realDonaldTrump  https://t.co/XauDaYuXgR
1096197348785614848 2019-02-14 18:59:48 -0400 <Robert82354342> @TomiLahren @realDonaldTrump  https://t.co/Lwd1XHXs0D
1096197346050871296 2019-02-14 18:59:48 -0400 <AiLarge> @SenSchumer @realDonaldTrump 1. If Trump declares national emergency, he can control everything--not just the funding. He will control all the flow of information, including DA investigations &amp; Mueller's. Don't let him declare that. Besides, that money is earmarked 4 the Pentagon's purposes, not4DonaldTrump.
1096197345212055552 2019-02-14 18:59:48 -0400 <Stache2020> @TomiLahren @realDonaldTrump  https://t.co/uc08iCAgD5
1096197343660163072 2019-02-14 18:59:47 -0400 <mrstrat2> Words out. @realDonaldTrump
1096197343148494854 2019-02-14 18:59:47 -0400 <FactsandTruth_> @TomiLahren @realDonaldTrump If trump builds the wall he almost certainly wins in 2020 but this isn’t the way to do it.
1096197342695440384 2019-02-14 18:59:47 -0400 <ClaudetteFrech1> @T_S_P_O_O_K_Y @MADE__USA @realDonaldTrump @FoxNews We under Comrade Obama are seeing that Dems and Republicans not to include Trump are colluding to make us a communist country! Obama is using MAO tactics to achieve this! I’ve been yelling this for months! Americans must open their eyes!
1096197342380855296 2019-02-14 18:59:47 -0400 <Sagitarius_A_84> @aja1969 @SpeakerPelosi @realDonaldTrump You should’ve put sheep 🐑 on your profile pic😂
1096197342028591105 2019-02-14 18:59:47 -0400 <SaybleTerri> @realDonaldTrump Wait, this was a bipartisan deal! Quit making the riff larger. @realDonaldTrump actually enjoys stirring up trouble.
1096197340082319361 2019-02-14 18:59:46 -0400 <waterkiwi2> @fawfulfan @realDonaldTrump @DonaldJTrumpJr @IvankaTrump @EricTrump  Good idea to scale back your business. You are all off to Federal Prison shortly. Hard to run a company from there, and your brand STINKS!  TOXIC!  @SenateGOP @HouseGOP  tRUmp is also TOXIC for the republican party.
1096197338924830721 2019-02-14 18:59:46 -0400 <HelinKen> @Badges21969682 @3YearLetterman @SpeakerPelosi @realDonaldTrump Badges #NeverLetteredInShit
1096197337960062982 2019-02-14 18:59:46 -0400 <ctom58> @SenGillibrand @realDonaldTrump Stupid when has he attacked women!! Name one time
1096197336932462593 2019-02-14 18:59:46 -0400 <candoranon> @rEcoLynch @torgman1 @aaronsojourner @realDonaldTrump Who is right, who the results prove 2 b so. Trump couldn't have achieved what he has in business, life, or WH, by being a laggard. As 4 economy, never been less unemployment EVER! We've never had so many good jobs; cant even fill. Wages up,businesses growing. Proof in the pudding
1096197333556039680 2019-02-14 18:59:45 -0400 <DerferDarren> @SenSchumer @SenateDems @realDonaldTrump The more you talk the more I realize why term limits are needed Senator. It’s not supposed to be a lifetime appointment. Why don’t you just resign or at least never run for office again.
1096197333270913024 2019-02-14 18:59:45 -0400 <Sophieresists> Hey, @realDonaldTrump !  How about you give us our country back now?!
1096197333245747202 2019-02-14 18:59:45 -0400 <Cosmo606> @LindseyGrahamSC @realDonaldTrump This is going to backfire on you and I cannot wait to watch!
1096197331148554242 2019-02-14 18:59:44 -0400 <txsonofthor> @AndrewPollackFL @realDonaldTrump I will always support you and your son. #FixIt You know what needs fixing and what is better ways to get it done.
1096197330599137281 2019-02-14 18:59:44 -0400 <AmericaPlease1> @realDonaldTrump @POTUS @realDonaldTrump All Star games are this weekend.  My hubby and I would Love to be in section 116.  Tickets are 15,000.00.  Could you spot us 2.  Much appreciation.
1096197330204848129 2019-02-14 18:59:44 -0400 <shellylynn51> @TomiLahren @realDonaldTrump wth move was that..the one where he is gonna ruin the US by signing this horrible bill
1096197328933916672 2019-02-14 18:59:44 -0400 <Secretary_Ford> @Grace4NY @TeamPelosi @realDonaldTrump 🤣🤣🤣🤣🤣🤣
1096197328283660288 2019-02-14 18:59:44 -0400 <oceanwoodforest> @TheRealTBone @realDonaldTrump Just this one guy, this McCabe, gave HIllary a pass.  Really?  He had that much power and lack of oversight?  This one guy could brush it all under the rug and did?  He very quietly when no one was looking stuck it all in the shredder?  That makes no sense.
1096197328220827648 2019-02-14 18:59:44 -0400 <vodkaking420> @patroitsforever @Need2Impeach @realDonaldTrump Its not
1096197325721137152 2019-02-14 18:59:43 -0400 <2000lbsofmid> @TX_82ndAirborne @LindseyGrahamSC @realDonaldTrump lol go read the list of past national emergencies and tell me this one is the same
1096197324794146820 2019-02-14 18:59:43 -0400 <mermaid_marissa> @realDonaldTrump SHOW YOUR TAXES. @realDonaldTrump #realdonaldtrump
1096197321765912577 2019-02-14 18:59:42 -0400 <corvhale> Anyone have the courage to lock these dems up?@realDonaldTrump
1096197321619050497 2019-02-14 18:59:42 -0400 <PeterDawsonUSA> @DailyCaller @realDonaldTrump A day after the Senate Inte;l committee announces no evidence of Trump Russian Collusion, Dems like Menendez &amp; Media like CNN fight to keep the lie alive !
1096197321057075200 2019-02-14 18:59:42 -0400 <BrianCo9930> @JeffreyGuterman @realDonaldTrump Jeffrey, now is not the time or place to push political agendas. Now is a time to reflect on these lost souls.
1096197319484166145 2019-02-14 18:59:41 -0400 <mdgarciaaustin> @RedNationRising @bocavista2016 Fact! @realDonaldTrump We support your decisions Sir! #WWG1WGA
1096197318750146560 2019-02-14 18:59:41 -0400 <robertmonfee> @realDonaldTrump There were ppl in the FBI planning a coup of the freely elected President of the United State of America. Disgraceful.
1096197318360031232 2019-02-14 18:59:41 -0400 <DevilsA63435154> @Badges21969682 @Grant_Aleman @3YearLetterman @SpeakerPelosi @realDonaldTrump He also has recently restored UNLIMITED printing privileges — soon to be 100 pct color! Suck on that!
1096197317462581249 2019-02-14 18:59:41 -0400 <memnosoncos> @diamgrl @SpeakerPelosi @realDonaldTrump 😂
1096197313486237696 2019-02-14 18:59:40 -0400 <JavaRizZ> @ChatByCC @realDonaldTrump Whatever Lori
1096197313440112640 2019-02-14 18:59:40 -0400 <Morty6of7> @realDonaldTrump @WhiteHouse DON’T SIGN IT, MR. PRESIDENT!!  DON’T LET THE DEMS &amp; ESTABLISHMENT REPUBS DO THIS TO YOU!  WE NEED YOU IN 2020!!!!!🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️
1096197311200481281 2019-02-14 18:59:40 -0400 <speechgal2018> @realDonaldTrump This is how a REAL president behaves. We miss you President Obama! Also did you notice how many more followers he has than you?!?!?!
1096197310466412550 2019-02-14 18:59:39 -0400 <TB12foreva> @realDonaldTrump Trump is owned by the NRA. He’s a yes man
1096197308281245696 2019-02-14 18:59:39 -0400 <JerryGodby1> @realDonaldTrump @WhiteHouse @tedcruz @GovMikeHuckabee @RushLimbaughEIB @seanhannity @LindseyGrahamSC @DonaldJTrumpJr @IvankaTrump @IngrahamAngle PLEASE SPEAK WITH PRESIDENT TRUMP REGARDING THIS MATTER!  70% of AMERICANS DO NOT WANT HIM TO SIGN THE BILL! WE WANT OUR PRESIDENT TO BE THE STRONG MAN WE ELECTED!
1096197306599256064 2019-02-14 18:59:38 -0400 <Rhorud09> @Librty1776 @ChatByCC @betseyross @realDonaldTrump the debt problem began years and years ago.  You should read Truth is a Lonely warrior by James Perloff esp on the Fed reserve and why it was creaed.  They knew it owuld be this way.  OUr tax dollars working against us.
1096197305399738369 2019-02-14 18:59:38 -0400 <msvictoria53> @realDonaldTrump 😂😂😂
1096197305030594560 2019-02-14 18:59:38 -0400 <Gary92652341> @realDonaldTrump @WhiteHouse CROOKS !!!!
1096197304544096262 2019-02-14 18:59:38 -0400 <DisneyKid1955> @zoeynknuckles @SenJeffMerkley @maddow @realDonaldTrump Once again, there is no national emergency at the Mexico/US border.  This is a patently unconstitutional stunt to appease his synchopants. Funds will be diverted from critical projects for Trump's Folly.
1096197303914975233 2019-02-14 18:59:38 -0400 <FocoDelgado> @alanfair12 @Snowfla00508295 @USMCLiberal @SenTedCruz @realDonaldTrump @HoustonChron I absolutely agree with you. I would like to ask these morons that believe that Global Warming is an american sin, how many times the Earth was freezed, when just only dinosaurs and no chemical was used in the planet. Some scientist wants our money and lie to get it.
1096197303369646080 2019-02-14 18:59:38 -0400 <BBabyb57> @bcenquirer @realDonaldTrump 👆👀👇 We are Witches and Pagans of the Twisted👈Path, and we...work with and honor the Gods👈&amp;👉Goddesses of many... 👇👀  https://t.co/JTPp2oidLs
1096197302270742529 2019-02-14 18:59:37 -0400 <briangolfguy> @El_Jefe_PR You make a great case for @realDonaldTrump getting elected again... you don't even want your own words to come true...
1096197301167566849 2019-02-14 18:59:37 -0400 <zooyork03> @tedlieu @realDonaldTrump @senatemajldr @GOP @WhiteHouse @USSupremeCourt   Emergency, by definition: "a serious, unexpected, and often dangerous situation requiring immediate action". Serious and dangerous can be debated, but unexpected &amp; immediate, not even close.   THERES NO NATIONAL EMERGENCY!
1096197300806836225 2019-02-14 18:59:37 -0400 <aaron_idtap> @TomiLahren @realDonaldTrump The climate is the next national emergency then healthcare then guns. I hope you Republicans are ready for the blue wave of national emergencies
1096197300085555200 2019-02-14 18:59:37 -0400 <daverburgess> @themadrush @realDonaldTrump  https://t.co/GOrmFE9InQ
1096197299267661824 2019-02-14 18:59:37 -0400 <TripwithBrit> @Deplora39854337 @RSun82 @SpeakerPelosi @realDonaldTrump Can you please use punctuation? I know Russia is your first language and English is your second but use periods occasionally.
1096197298445418496 2019-02-14 18:59:36 -0400 <wendydcoe> .@realDonaldTrump ⬇️ this is the #DemonRats on full display
1096197294620332032 2019-02-14 18:59:36 -0400 <digbywainwright> @realDonaldTrump hello you obese man.  How does it feel to be fat?  You are a Goof!
1096197293206843394 2019-02-14 18:59:35 -0400 <Fleetermouse> Trump will sign border security bill, declare national emergency, White House says. Go for it Mr. President, @POTUS, Congress is full of frauds and morons. Build the wall. Screw the Democrats, they are all whores. # @realDonaldTrump  @LouDobbs  @DLoesch  https://t.co/aI8G70Ps9c
1096197292120371201 2019-02-14 18:59:35 -0400 <SolomonCleopat1> @TomiLahren @realDonaldTrump The Curse of Ham is the curse upon Canaan,Ham's son, that was imposed by the biblical patriarch Noah. The curse occurs in the Book of Genesis and concerns Noah's drunkenness and the accompanying shameful act perpetrated by his son Ham, the father of Canaan (
1096197284906188801 2019-02-14 18:59:33 -0400 <ForbesSuzan> @realDonaldTrump Thank you for your compassion
