930948523884929024 2017-11-15 18:59:58 -0400 <LivecchiPat> @Scavino45 @POTUS @realDonaldTrump @WhiteHouse yes, SAFE &amp; SOUND 🇺🇸🗽🇺🇸🗽✝️👍🙏🏻
930948367106150400 2017-11-15 18:59:21 -0400 <pameladoucoure> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/mwK8Ic1X5A
930948363327016962 2017-11-15 18:59:20 -0400 <AlexDeGruven> @realDonaldTrump @CNN While you were in the Philippines, we had a brief respite from your inane blathering and lies. Can you go back? And stay there? I'm sure Duterte could use a cabin boy.
930948362957815808 2017-11-15 18:59:20 -0400 <IrishGoddessMEM> @AltUSPressSec Considering he worked for @realDonaldTrump who acts like a 13 year old girl, I don’t find this surprising.
930948362190323713 2017-11-15 18:59:20 -0400 <emk725> @realDonaldTrump @POTUS hahahahaaaa....  https://t.co/Sedikowp2I
930948361275940864 2017-11-15 18:59:20 -0400 <St_KiKs> @realDonaldTrump @lasty52 @nytimes Chinese President is playing you for suckers just like Putin had, then again, can’t blame you as sociopaths are easily flattered 😂
930948360743165952 2017-11-15 18:59:20 -0400 <iwgphx> @realDonaldTrump As a pussy grabbing pervert do you support the pedophile or not?
930948360487555072 2017-11-15 18:59:19 -0400 <TGAND4> @isteintraum Who wants to tell her that her dad bragged about walking in on teenage beauty pageant contestants when they were undressed?   cc @realDonaldTrump        @DonaldJTrumpJr        @IvankaTrump
930948359132651520 2017-11-15 18:59:19 -0400 <cathyforbes71> Idiot @ingrahamAngle tweets about her own biased publication @Lifezette and idiot @realDonaldTrump retweets it.... it's like a cat chasing it's tail (all 3 have brains the size of a walnut)  https://t.co/x1yls99k3f
930948357308198918 2017-11-15 18:59:19 -0400 <dinodogstar> @GOP @realDonaldTrump The  #FakeNews diversionary tactic-as-SPIN is meant to dis-empower &amp; discredit the legitimate news press, to facilitate the effort to CONTROL &amp; EDIT the "news' that @FoxNews &amp; other Right-wing media outlets want to SILENCE or revise. #KillTheMessenger @CNN @CNNPolitics @maddow  https://t.co/YrXK4Cp4ig
930948352971280384 2017-11-15 18:59:18 -0400 <pccoder> Commander in #dotarddonald @realDonaldTrump taking everyone’s healthcare.
930948351058694150 2017-11-15 18:59:17 -0400 <EstateHuntersFL> @TheBrandSherpa @SLandinSoCal @realDonaldTrump @WhiteHouse Oh you mean like 20 fucking years ago? Do you still think slick willy wasnt a serial sexual predator too?
930948349527605248 2017-11-15 18:59:17 -0400 <HoangTri6> @realDonaldTrump SEE YOU NEXT YEAR!
930948347820683264 2017-11-15 18:59:16 -0400 <KT_trink> @jalidav1 @Jetspeed979 @KyleSGibson @MagaUSA1 @FoxNews @realDonaldTrump @BarackObama @HillaryClinton You haven challenged anything. Who are you kidding? I️ brought up points and you bring up the election. You hit nothing. Just like the idiot in WH and rest of you clowns on twitter. You had no argument- you throw out memes and then cry.  So, go away now. You’re boring
930948346411438087 2017-11-15 18:59:16 -0400 <afubarrafter> @realDonaldTrump They are laughing their butts off at your bungling ineptitude. Like this insane move with your pal, Putin.  https://t.co/70Abtpemov
930948346210078720 2017-11-15 18:59:16 -0400 <DianneDsearle82> @realDonaldTrump @nytimes Omg OLD MAN , your a joke! Your on a Twitter roll since you landed!! What a joke!! Your the FAKE!
930948345014771712 2017-11-15 18:59:16 -0400 <rodlockwood> @realDonaldTrump @nytimes Trump is a loser!!!!!!
930948343605448705 2017-11-15 18:59:15 -0400 <affluentadvisor> @Dyke67ny @Scavino45 @realDonaldTrump @POTUS @WhiteHouse what pronoun do you prefer?
930948343546744833 2017-11-15 18:59:15 -0400 <spensergirlFLA> @realDonaldTrump @foxandfriends Please go back..forget to return
930948342183616512 2017-11-15 18:59:15 -0400 <jojothetiger55> @realDonaldTrump @nytimes The world leaders view you as a clown. Laughing at you behind your back.
930948341705437192 2017-11-15 18:59:15 -0400 <bgtrpi> A cogent explanation of what it means to be a real patriot, not a phony like @realDonaldTrump #realPatriotism  https://t.co/xMa9FvhRgQ
930948339335614464 2017-11-15 18:59:14 -0400 <casareilly> @realDonaldTrump @CNN Americans in Costa Rica complaining in hotels that only have CNN- it is awful especially Lemon and his frequent guest Clapper
930948336101789697 2017-11-15 18:59:14 -0400 <daBookdragon> @LivenAndLearn_n @hollygdw @SMeesam @KathyHibdon @FoxNews @realDonaldTrump @DNC THis is to much a lie even for my nonpartisean ass. All I hear from those who still foolishly support Trump are the same tireoriginal though tired rhetoric and lack of original thought over and over again. I consider ya'll zombies so I made this.  https://t.co/qVYL9FFWMi
930948335590092806 2017-11-15 18:59:14 -0400 <RosieBud521> @morten @Patrici81767862 @realDonaldTrump Pres Trump is the best POTUS ever!  I love waking up knowing Trump is my president. The world respects us again instead of being laughing stalks with the purple-lipped moron.  Nobama's legacy is worst potus ever. He only race baited and empowered MUSLIMS.
930948330548596737 2017-11-15 18:59:12 -0400 <mging10> @realDonaldTrump How did you come to that conclusion?
930948330418573312 2017-11-15 18:59:12 -0400 <Dyanegmil> Do not do this for your pleasure @realDonaldTrump#SaveTheElephants
930948329663447040 2017-11-15 18:59:12 -0400 <thesecondellen> @CoolRanchPepsi @realDonaldTrump @CNN @seanhannity Must have had a night of indigestion after all that chocolate cake.
930948329361551361 2017-11-15 18:59:12 -0400 <david_j_cruz> @Nposanti @realDonaldTrump Yes
930948326450536449 2017-11-15 18:59:11 -0400 <DrDourbine> @BobEisenhauer @POTUS @realDonaldTrump @SenateMajLdr @SpeakerRyan Yet US &amp; Israel gallingly brag about being "democracies."
930948324798189568 2017-11-15 18:59:11 -0400 <jason_decarlo71> @usblm @realDonaldTrump How funny would it be if trump tweeted this out to troll them 😂
930948324454227973 2017-11-15 18:59:11 -0400 <dewaynehines66> @JacobAWohl @realDonaldTrump @nytimes Trump is a great president I'm so glad oboma Hillary are out of office
930948322340298753 2017-11-15 18:59:10 -0400 <PackASuitcase> @ABCWorldNews Liars get dry mouth. Impeachment causes dry mouth. Bob Mueller causes dry mouth. *probably the first bottle of water he has ever opened for himself. @realDonaldTrump scared yet? #ArticlesofImpeachment
930948317248458754 2017-11-15 18:59:09 -0400 <LishaM01> @DonaldJTrumpJr @realDonaldTrump You really just need to feel loved from daddy right?  You are IRRELEVANT to him and to America!
930948316883427328 2017-11-15 18:59:09 -0400 <Foggy_Blues> @clemsongirl719 @MargaretTrucks @Kalnory @Julia_Anne_79 @jaketapper @POTUS @realDonaldTrump @CNN If not now, then we will have to ensure there is a rule from here on. We’ve always counted on the integrity of the president. Trump has none
930948313582571522 2017-11-15 18:59:08 -0400 <CivicCentaur> @realDonaldTrump @nytimes What "foreign policy" do YOU propose, Besides to boast and bluster, preen and pose? Your FAILING presidency blights our land, While giving aid and comfort to our foes. #TrumpsATraitor #ImpeachTrumpNow
930948313494499328 2017-11-15 18:59:08 -0400 <BunnyBrindle> @rosecc21 @ColMorrisDavis @realDonaldTrump I had to google RUE :).  I'm thinking his weakness is not just on the right...I'm thinking it has spread to the top of his orange head.
930948307362254848 2017-11-15 18:59:07 -0400 <rhonlyn3> @mbells05 @battle7512_greg @realDonaldTrump Jeezus, 10 yrs for shoplifting sunglasses!?
930948304694898690 2017-11-15 18:59:06 -0400 <Nancy89682353> @handi817 @sassybarbara12 @realDonaldTrump @MooreSenate Incest is big with that crowd too along with domestic violence. I know because I’ve counseled the victims.
930948303583264768 2017-11-15 18:59:06 -0400 <nola24073693> @realDonaldTrump @CNN There you go Trump...  talking about yourself again..  PROJECTION and, AMERICA IS FORCED TO DEAL WITH YOU.
930948300328509440 2017-11-15 18:59:05 -0400 <Tzacher2001> @realDonaldTrump @thekentuckyfan Yes
930948300211212288 2017-11-15 18:59:05 -0400 <sundancejrjr> @realDonaldTrump Do you think you are the first "president" to make a call and get someone home?  Hardly, but you are the first to publicize you desire/need for thanks/likes...I've seen this movie #Toy
930948300148301824 2017-11-15 18:59:05 -0400 <HappyAndGratefl> @realDonaldTrump says the guy who spent millions going to Asia and doing nothing, but siding with Putin!
930948296276938752 2017-11-15 18:59:04 -0400 <rodlockwood> @realDonaldTrump @nytimes Trump is a loser!!!!!
930948294070726661 2017-11-15 18:59:04 -0400 <locations131> @realDonaldTrump CONSIDERING THE FACT THAT MOST OF YOU AND YOUR DAUGHTER’S MERCHANDISE IS MANUFACTURED IN CHINA, IT’S NOT EXACTLY A GREAT FEAT, DONALD. YOU EMPLOY HALF OF CHINA.
930948290027409408 2017-11-15 18:59:03 -0400 <farrjoal> @thehill Horrible thing to say about your father! @IvankaTrump @realDonaldTrump
930948289477906432 2017-11-15 18:59:03 -0400 <MinooOsborne> @EssexPR @guyverhofstadt @realDonaldTrump You’re welcome!
930948288639127552 2017-11-15 18:59:02 -0400 <ODChivers> @realDonaldTrump @nytimes You idiot!  It's a NEWSPAPER not a PERSON!
930948281349300229 2017-11-15 18:59:01 -0400 <CenterBeautiful> @realDonaldTrump @nytimes Every time you denigrate the press, an essential pillar of democracy, you're following in the footsteps of another leader ... who led his nation to a very very very terrible part of human history. #TrumpIsUnfit  https://t.co/Tjy1PlC9ro
930948279357108225 2017-11-15 18:59:00 -0400 <dspector13> @realDonaldTrump Bullshit. You are a laughingstock. Putin and Xi played you like the cheap out of tune violin you are. Duterte is a fit companion for you.
930948278325145600 2017-11-15 18:59:00 -0400 <CRTGAMER1> @realDonaldTrump @CNN Even the shamelessly liberal New York Times was forced  admit that the  Chinese people love President Donald Trump. Chinese call him “Donald the Strong.” They heap praise on his family. They  fawn over his rapid-fire tweets.    https://t.co/pRby1N02uU via @YouTube
930948274378420225 2017-11-15 18:58:59 -0400 <YouGetItRight> @realDonaldTrump @nytimes When it come to the foreign policy, you are the "champion". Nobody, alive, can possibly disqualify you there. It takes a real lack of grey matter to do such a great job on that field, so you are without a competition.
930948273082421248 2017-11-15 18:58:59 -0400 <LamaKutay> @realDonaldTrump  https://t.co/1B2Jz4nBac
930948272231010304 2017-11-15 18:58:58 -0400 <awakeblessed> @realDonaldTrump Nobody respects you 🙄
930948271853461507 2017-11-15 18:58:58 -0400 <GodfatherJamesB> @SKYRIDER4538 @realDonaldTrump @POTUS @UCLAMBB Those are three lucky SOB's !!!
930948270653919233 2017-11-15 18:58:58 -0400 <Iamtheoldest> @realDonaldTrump @nytimes Shhhhhhh!🙏🏻
930948265692016640 2017-11-15 18:58:57 -0400 <celeste2247> @realdonaldtrump you're  not for real Americans just the 1%  https://t.co/xhziCkpvRe
930948265528270848 2017-11-15 18:58:57 -0400 <docdanz007> What if the problem is that @realDonaldTrump is taking Kim Jong-un literally but not seriously? #NorthKorea #Trump #Covfefe
930948265251569664 2017-11-15 18:58:57 -0400 <Greenpeak15> @realDonaldTrump You make me sick.
930948262651203584 2017-11-15 18:58:56 -0400 <tlcprn48> @realDonaldTrump @CNN dt is the fake. He is also a loser!
930948261300654081 2017-11-15 18:58:56 -0400 <VStewartNYC> @anastasialee090 @POTUS @realDonaldTrump Aside from thousands of tweets &amp; matching outfits w/Vlad what exactly has he accomplished?  https://t.co/vOpsjlI1k3
930948257466994693 2017-11-15 18:58:55 -0400 <DianeRo62762689> @GOP @realDonaldTrump That is a factually accurate statement. It is a fact @realDonaldTrump made fun of Rubio. Now, ironically,Trump awkwardly pauses a speech to get a sip of water. #FactsNotFake Trivial? Sure Unimportant? Maybe, but not fake.
930948254098952192 2017-11-15 18:58:54 -0400 <la15plunkett> @yinyangqueen @SouthFlorida42 @realDonaldTrump there are films ideo body counts of Antifa left wing thugs beating civil war memorial members
