930948523884929024 2017-11-15 18:59:58 -0400 <LivecchiPat> @Scavino45 @POTUS @realDonaldTrump @WhiteHouse yes, SAFE &amp; SOUND 🇺🇸🗽🇺🇸🗽✝️👍🙏🏻
930948521624137728 2017-11-15 18:59:58 -0400 <Shastina_Eloff> @RulerOTurtles @LordPetey @realDonaldTrump Yes it is. There are no stupid questions.
930948518935535616 2017-11-15 18:59:57 -0400 <PlannerMann> @usblm @realDonaldTrump It's a good thing there is no way voter fraud could exist in twitter polls... #twitterpollsmeannothing
930948518910578690 2017-11-15 18:59:57 -0400 <Mjankaus> @bossyEFT @Nitemists @realDonaldTrump And, he read or understood that many would decline, as well they righteously should.
930948518436593664 2017-11-15 18:59:57 -0400 <vatechy> @realDonaldTrump  I don’t know how you keep doing it. You’ve been through hell with the media and RINOS. Most people would have given up by now. Thank you and  God bless.
930948517920628736 2017-11-15 18:59:57 -0400 <CutlerBonni> @realDonaldTrump Kratom can be a tool in fixing the Opioid addiction epidemic #SaveKratom #kratomeducation  https://t.co/3xWbhKf24V
930948515722821632 2017-11-15 18:59:56 -0400 <Deborah_Bolding> @thehill Unfounded! The signitures on this article of parchment is part of the swamp issue. Drain the Swamp! @realDonaldTrump
930948512145125377 2017-11-15 18:59:56 -0400 <emk725> @SenCoryGardner @realDonaldTrump @potus  https://t.co/YTU8T2RmPa
930948511557971968 2017-11-15 18:59:55 -0400 <Iamtheoldest> @realDonaldTrump @nytimes Shhhhhh! Please?
930948511494844416 2017-11-15 18:59:55 -0400 <halkatkov> BUY POPCORN, SIT BACK &amp; WATCH TRUMP GO DOWN IN a HEAP OF SELF-DELUSION   https://t.co/b6Pr26AZmK @cher @chazbono @realDonaldTrump @SpeakerRyan @miafarrow @ronanfarrow @robreiner @bettemidler @RepTedLieu @stephenbannon @KeithOlbermann @mcuban @SarahHuckabee @scottbaio @SenMajLdr
930948507816677377 2017-11-15 18:59:55 -0400 <IIII_Lady> @realDonaldTrump 😟
930948506776424448 2017-11-15 18:59:54 -0400 <kade6767> This is only the beginning of the impeachment of Donald Trump. Hear that Donny? @realDonaldTrump you will be impeached unless you resign. @HillaryClinton the real POTUS. #ImpeachTrumpNow
930948506659016704 2017-11-15 18:59:54 -0400 <iamtherog> @barr08 @realDonaldTrump @AHSFX I contend that asylum is the only good season but also it’s the only season I finished and I have terrible taste in tv
930948505606217729 2017-11-15 18:59:54 -0400 <scwhiterabbit> @realDonaldTrump You know they wont, they are #antiwhite. You should have let them rot.  https://t.co/kunbivAHEh
930948503748014081 2017-11-15 18:59:54 -0400 <quartz808> @realDonaldTrump @nytimes president Trump, Obama only needs one Secret Service.  The other nations knows he  is useless.  Lets save money.  Let Obama pay for the safety of his kids, after all he stole our money.
930948501252575235 2017-11-15 18:59:53 -0400 <PaulaGr1964> @realDonaldTrump @nytimes I stand with you Sir! Thank goodness we have Fox News and Fox Business News. The rest are just rags. And we especially love Lou Dobbs! He tells it straight and honest!
930948500757581824 2017-11-15 18:59:53 -0400 <PeteByron1> @realDonaldTrump @PaisleyPosey I don't think people understand that the countries of the world have been disrespecting us and perceiving us a weak when once we were admired  No more thanks to our @POTUS
930948500300423168 2017-11-15 18:59:53 -0400 <silverbackattak> It'd be a great idea for @realDonaldTrump to invite @Kaepernick7 to talk
930948499943972864 2017-11-15 18:59:53 -0400 <realADWHITMAN> Enjoy your '@realDonaldTrump is MY @POTUS' morning coffee in a Liberal Triggering SMUG MUG!   Available for the next 19 days!   The @AD_WHITMAN Show on  https://t.co/4FBLRDxjrh Buy it here NOW!👇  https://t.co/jk0vl59xWX  https://t.co/adCj9AI5ut
930948498542829568 2017-11-15 18:59:52 -0400 <BabajiWeareone> @realDonaldTrump Delusion is a sign of decaying brain cells or just plain egotism 🙏🏼🙏🏼🙏🏼 the only beneficiary of “Trade” is Y O U 😳😳😳
930948498211594241 2017-11-15 18:59:52 -0400 <LarryD_92> @a_gallegos21 @realDonaldTrump Hahahahaha cry baby
930948497377021952 2017-11-15 18:59:52 -0400 <soobia_ashraf> @realDonaldTrump Did you mean 'they are' instead of their? Grammar and Politics; 2 things you should avoid. -Said your horoscope
930948497364455424 2017-11-15 18:59:52 -0400 <Romey999> @realDonaldTrump @Woman4Trump @CNN 😂😂😂
930948496600981504 2017-11-15 18:59:52 -0400 <Mike_Insalaco> I'm impressed with the humility &amp; sincerity of @LiAngeloBall in his press conference today @UCLA. He's extremely lucky that @POTUS @realDonaldTrump stepped in to help him.  https://t.co/RRnm8Sv0uO
930948494726008832 2017-11-15 18:59:51 -0400 <marthalima122> @KibBitzLaw @ChrisCuomo @realDonaldTrump I'm so sorry you have to deal with this. I'm Cuban and at least once a month I hear "say hello to my little friends", it's demeaning, ridiculous, and ignorant. I don't walk around saying Yee Haw! all day.
930948494222921730 2017-11-15 18:59:51 -0400 <BatlinerIst> @JeffreyusaSmith @Scavino45 @POTUS @realDonaldTrump @WhiteHouse WOW, I WATCHED EVERY SINGLE MINUTE OF YOUR TRIP &amp; IT WAS SPECTACULAR; YOU ARE A GREAT NEGOTIATOR &amp; A STRONG CARING AMBASSADOR FOR AMERICA!! WE WERE ALL SO PROUD OF YOU🇺🇸🦅
930948493832806403 2017-11-15 18:59:51 -0400 <acodemonkey> @IngrahamAngle @LifeZette Oversight of Executive branch? Seems they thumb their nose at them to me. Firing a corrupt FBI Director elicits a Council, but crimes &amp; corruption don't. DoJ/FBI should be investigated to uncover who is complicit. @realDonaldTrump is right as usual, this is bigger than Watergate.
930948493098618880 2017-11-15 18:59:51 -0400 <CenterBeautiful> @realDonaldTrump #UnfitForHumanity  https://t.co/valEvDZPHJ
930948491475550208 2017-11-15 18:59:51 -0400 <JeremiahHorriga> @jimsciutto I have it on good authority the Chinese gave Trump a choice: free these three malefactors or call off the hoax that is climate change. Trump made the humane choice. @realDonaldTrump
930948490410147841 2017-11-15 18:59:50 -0400 <TROYLT61> @RWPUSA @FortuneMagazine @realDonaldTrump has no moral ground to stand on, how can a pervert that brags about walking in on naked teenage girls at pageants and gropes women because he can, say anything about a pedophile @MooreSenate
930948489650900993 2017-11-15 18:59:50 -0400 <pamelawarren11> @realDonaldTrump @trumphop @USATrumpDiva Article is from 2015.
930948487130308608 2017-11-15 18:59:50 -0400 <JaniceDevereux1> @realDonaldTrump They did...
930948483087060992 2017-11-15 18:59:49 -0400 <TheDouBleB223> @realDonaldTrump I thought they already said thank you ?! Maybe I misheard the news or the video. IDK
930948482415837184 2017-11-15 18:59:49 -0400 <kenbrown001> @Awesomemom143 @RhondaEbert1 @maracharese @battle7512_greg @realDonaldTrump Very astute! I never considered that.
930948478582259713 2017-11-15 18:59:48 -0400 <heiberg_tracy> @realDonaldTrump Welcome back, Mister President!
930948465189892096 2017-11-15 18:59:44 -0400 <ksummers1201> Welcome home @realDonaldTrump!  https://t.co/1poqk27kiF
930948463591817216 2017-11-15 18:59:44 -0400 <CokeeBoyMir> @BertyGonzalez4 @JoshuaKnaak @disciplehike @realDonaldTrump You jus as sick as trump if u really believe what you typed😂😂😂🤦🏾‍♂️
930948458743201792 2017-11-15 18:59:43 -0400 <latinarants> @GOP @realDonaldTrump What’s fake about that? There’s a video.
930948456323125248 2017-11-15 18:59:42 -0400 <onecitizen2017> @realDonaldTrump Patting yourself on the back is beneath the presidency.
930948456163807232 2017-11-15 18:59:42 -0400 <steelerjrh> @IvankaTrump is that special place in hell for Roy Moore right by your @realDonaldTrump's side? They seem to be very much the same.
930948455391952896 2017-11-15 18:59:42 -0400 <MelBreezy10> @RealErikTNelson @gettinnoticedmo @realDonaldTrump 🤣🤣🤣🤣
930948451210317824 2017-11-15 18:59:41 -0400 <oedipuswrecks> @realDonaldTrump @nytimes Can't believe you are into big ("bigly") words like "ineffective"? Strange how everyone is wrong apart from you. The Brains Trust you are not. Fact not fake.
930948447548485632 2017-11-15 18:59:40 -0400 <HJT_COB23> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/y6F9al4j6b
930948443291488258 2017-11-15 18:59:39 -0400 <buttttttttttzzz> So when the hell is @Twitter gonna ban @realDonaldTrump in that case?????  https://t.co/80QDAES1xX
930948441567510528 2017-11-15 18:59:39 -0400 <nuckoll_man> @yg_bigj @GregShugar @realDonaldTrump Well I know if my kid made a stupid mistake and shoplifted another country got thrown in jail for 10 years I would be grateful the president of the United States went to bat for me and my child
930948441370480641 2017-11-15 18:59:39 -0400 <RosaGuicciardi> @realDonaldTrump DIOS Y SU GRAN PODER LE DÉ  VISIÓN Y OBSERVE TODO LO HERMOSO QUÉ USTED ESTÁ HACIENDO X ESE PAÍS GRANDE Y HERMOSO PERO LO HAN DAÑADO MUCHO, TODOS LOS QUÉ LO AMAN TIENEN QUÉ LIMPIARLO, NECESITA DE TODOS UNIDOS EN LA UNIÓN ESTÁ LA FUERZA, GRACIAS A DIOS USTED LO AMA DIOS LO CUIDE AM
930948441102077952 2017-11-15 18:59:39 -0400 <bill_osburg> @realDonaldTrump Do you think @realDonaldTrump will EVER man up in his dealings with Putin. Just why is Trump afraid of the man. Very suspicious.
930948438346358784 2017-11-15 18:59:38 -0400 <mochroi> @realDonaldTrump You do know this isn't a scientific poll right?   Way to retweet your BOT friends.
930948434114285568 2017-11-15 18:59:37 -0400 <jillmerc> @CBSEveningNews @realDonaldTrump  @POTUS  Remember this? We do!  https://t.co/sf2apYvxu2
930948433615220739 2017-11-15 18:59:37 -0400 <AntoniaZ> Do Americans Even Care That the @realDonaldTrump Lies This Much?  https://t.co/1cS2zjDSmV via @Esquire #uspoli #fantasyland
930948433166422016 2017-11-15 18:59:37 -0400 <NiceHandTick> @DeplorableJon @RealPamelaAnne @undercover0000 @grailsnail @JRKiefer1 @seancwylie @MooreSenate @realDonaldTrump Well deplorable, living up to your reputation I see.
930948430406541312 2017-11-15 18:59:36 -0400 <braveheartengr> @crusher614 @realDonaldTrump Amen to that Clint!! They (whoever) have no idea how serious of a wrath of hell will fall upon them!
930948429869670400 2017-11-15 18:59:36 -0400 <BoisvertHelene2> @realDonaldTrump OMG!  This is what I would tell him. YOU’RE FIRED!!!
930948428607004673 2017-11-15 18:59:36 -0400 <Zhieneve> @realDonaldTrump @nytimes No sir, you're the weak and ineffective one.  Seriously.  Please, in all due respect to the office you hold, please resign.
930948425822109699 2017-11-15 18:59:35 -0400 <FurterFranklin> @realDonaldTrump I would like to think they would be grateful but I don't.
930948425092284416 2017-11-15 18:59:35 -0400 <DaynamiteDiva> @realDonaldTrump @CNN #Presidenting is hard!
930948422944800768 2017-11-15 18:59:34 -0400 <mtbow1000> @realDonaldTrump U should go golfing with Judge Moore.  U can exchange sex stories......and compare hand sizes.
930948421791477760 2017-11-15 18:59:34 -0400 <CoreyLeVasseur> @realDonaldTrump I try so hard not to get annoyed by you... SO HARD....
930948421086859264 2017-11-15 18:59:34 -0400 <cringy_cherry> @elltask @TwitterSupport @realDonaldTrump Okay. It’s kind of hard to realize what is sarcastic in tweets or not, because you can’t see emotions or anything. Sorry for the bother
930948416754126848 2017-11-15 18:59:33 -0400 <CarelessGatsby> @realDonaldTrump What deplorable self-promotion; no need to use these three college freshmen for your own narcissistic needs.
930948416636702726 2017-11-15 18:59:33 -0400 <IsraelV74880284> @realDonaldTrump Ugh thank you for doing your job!
930948415311269888 2017-11-15 18:59:33 -0400 <LouWho90210> @realDonaldTrump didn't you just use a water bottle today...? You petty fuckin child  https://t.co/Y3AME6KQAv
930948414363373569 2017-11-15 18:59:32 -0400 <GGrabbyishere> @DonaldJTrumpJr @realDonaldTrump   https://t.co/luRKva7dxq
930948408772382720 2017-11-15 18:59:31 -0400 <TaylorBayles96> @JAFL1024 @realDonaldTrump @nytimes Too funny.....but agree
930948404057817088 2017-11-15 18:59:30 -0400 <blinkylover2010> @realDonaldTrump @CNN You are a fucking adult right????? Asking for a concerned world!
930948402820632576 2017-11-15 18:59:30 -0400 <ambell0712> @realDonaldTrump @nytimes You are way more ineffective with foreign policy. The difference is you are supposed to be super effective. #bigorangemoron
930948401692364801 2017-11-15 18:59:29 -0400 <janer1970> @puckofff @DonnaWR8 @realDonaldTrump Disgusting, how can people forget this ?? He needs to get out and get lost!
930948401495076869 2017-11-15 18:59:29 -0400 <write2live> @Rockprincess818 @cjlongoria07 @AntWolfJaxx @usblm @realDonaldTrump Yeah. Are you though?
930948399888719873 2017-11-15 18:59:29 -0400 <relisberg> @realDonaldTrump if THAT was your really big news announcement, praising yourself because no one else would, it was a far-worse trip than we even thought.
930948398441693184 2017-11-15 18:59:29 -0400 <no2_kay> @realDonaldTrump @nytimes Not only is there a cultural divide in America, there is also an intelligence divide. Guess which side’s led by the dumbest president ever.
930948395258302465 2017-11-15 18:59:28 -0400 <sharkow53> @DonaldJTrumpJr @realDonaldTrump I hope I'm around for all the Trump kids "Daddy Dearest" books!
930948395182837761 2017-11-15 18:59:28 -0400 <BrianRoth6> @battle7512_greg @realDonaldTrump Yes a thank you was in order, it was THE ASKING FOR IT THAT WAS PATHETIC CHILDISH AND TO USE @realDonaldTrump 'S words. SAD!
930948394356535296 2017-11-15 18:59:28 -0400 <lauriebidaho> @TriciaEaves @MeetThePress @realDonaldTrump Yep, that's the Truth #AmericaDeservesBetter
930948394167816192 2017-11-15 18:59:28 -0400 <drcorazon2016> La Cámara de Representantes federal se apresta a aprobar mañana la @realDonaldTrump tax reform. Nada para Puerto Rico 🇵🇷!!!!
930948391177039872 2017-11-15 18:59:27 -0400 <Dianne2429> @realDonaldTrump @CNN Ok, Fearless Leader. From now on we’ll just watch RT.
930948390392942592 2017-11-15 18:59:27 -0400 <angelartique> @JacobAWohl @realDonaldTrump Bullshit
930948390250102785 2017-11-15 18:59:27 -0400 <steveppp> @FoxNews @ginamariabq @realDonaldTrump @BarackObama Opinions from conspiracy theorists are usually not meaningful.
930948385598664704 2017-11-15 18:59:25 -0400 <pintoponygirl55> @realDonaldTrump @CNN Nice professionalism DJT.  Seriously.
930948384596168709 2017-11-15 18:59:25 -0400 <rhonlyn3> @jjtalbot13 @battle7512_greg @realDonaldTrump Trump does
930948382679384064 2017-11-15 18:59:25 -0400 <marleymm> @realDonaldTrump You are deluded.
930948381693956097 2017-11-15 18:59:25 -0400 <TimRansberger> @MarkRuffalo @liloneami @realDonaldTrump Bingo
930948380418719744 2017-11-15 18:59:24 -0400 <RogerCortez6> @realDonaldTrump Hi Mr. Trump. Do you believe the women who accused Roy Moore of sexual improprieties? Do you believe the women who accused you of the same?
930948379294695424 2017-11-15 18:59:24 -0400 <StephensGarrick> @realDonaldTrump "Obama handed Trump an economy that was close to what economists consider  full employment. The unemployment rate on Inauguration Day was 4.8%,  and it has fallen since then to 4.4%." So Thank You @BarackObama!  https://t.co/vRzMNZiy3j #MAGA #TrumpRussia #Resist #Indivisible
930948376190996485 2017-11-15 18:59:23 -0400 <FreedomTVR> @realDonaldTrump @nytimes It is actually hard to believe how naive (or dumb) the Failing @realDonaldTrump is when it comes to foreign policy...weak and ineffective!
930948375742119937 2017-11-15 18:59:23 -0400 <ACEnanna2> @SeanManczuk @shandy_fifi @Thea2326 @mmannie123 @JustinStacy91 @JacobAWohl @realDonaldTrump Spoken like a true Christian Sean. How about you grow up and knock it off?
930948372353167361 2017-11-15 18:59:22 -0400 <socmediaisdumb> @realDonaldTrump All those yrs of your “workers” kissing your ass has gone to your head Donnie. Grow up dude!
930948369719144448 2017-11-15 18:59:22 -0400 <lov2bnana> @BNONews @Jr3597 Sure hope @Twitter applies this to an account that promotes hate on a daily basis and frequently incites harassment @realDonaldTrump &amp; @POTUS
930948368704131072 2017-11-15 18:59:21 -0400 <8645AmySaysVote> @realDonaldTrump   https://t.co/60yPLTL3Rx
930948368540372992 2017-11-15 18:59:21 -0400 <rloudon> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/4j9MbotIwF
930948368037117952 2017-11-15 18:59:21 -0400 <chiboyinla> @realDonaldTrump NK is still developing nuke ICBMs, China is still building islands, Russian troops are still in Ukraine and trade deficit is just as big as ever. Talk is cheap. But go ahead and pat yourself on the back.
930948367634616322 2017-11-15 18:59:21 -0400 <oaga2001> @USCIS, @realDonaldTrump @  https://t.co/awalikIsT6
