1215060614948818944 2020-01-08 18:59:59 -0400 <goldiebelle100> @tedlieu @realDonaldTrump This is infuriating!
1215060587073417216 2020-01-08 18:59:53 -0400 <greenmntn> @inittowinit007 @V_actually @realDonaldTrump @DonaldJTrumpJr Talking about the"earthquakes" in Iran, IMHO.  First statement, no intro.  He's telling us.
1215060582082260998 2020-01-08 18:59:52 -0400 <DWP1726> @MikeKellyPA @POTUS @realDonaldTrump LOOK mike, a GOP with a spine  https://t.co/aQibjYQZZ5
1215060580270145536 2020-01-08 18:59:51 -0400 <Mark_Ptolemy> @Mike_Pence @realDonaldTrump What a ridiculous statement. Nothing is safe with that orange Baboon in the White House.
1215060580140310529 2020-01-08 18:59:51 -0400 <RIred61> @mitchellreports @realDonaldTrump @AmbassadorRice Appeasement leads to wars  https://t.co/fEB1ZomJHL
1215060579888640001 2020-01-08 18:59:51 -0400 <ShroudSciuridae> @KamVTV @mitchellreports @realDonaldTrump @AmbassadorRice It was entirely public
1215060579599241222 2020-01-08 18:59:51 -0400 <rachelseel> @eugenegu @realDonaldTrump Yeah. Lot’s of well-deserved shit. Take your MD title off of your twitter name. It doesn’t give you credibility.
1215060579041280000 2020-01-08 18:59:51 -0400 <SBMcCallister> @MarkLedger20 @adamnewman1 @zahnklyberg1 @JulieJassio @realDonaldTrump Do you think you can influence the greedy to see the USA’s taxes as investments that lead to longterm sustainable growth? I provide the mindset change campaign here. Just need someone who can appeal to the investors’ hearts to want to do it.  https://t.co/aTyP8QLJmE
1215060577816498176 2020-01-08 18:59:51 -0400 <MichaelaNewell_> @rjlucci58 @ReclaimAnglesea @ScottMorrisonMP @realDonaldTrump Yeah, so? Sadly arsonists still exist on a dry, dying planet wrecked by increased carbon output. #ClimateEmergency
1215060574247235585 2020-01-08 18:59:50 -0400 <PAPatriotChris> @dfeltner11 @RepMattGaetz @SpeakerPelosi @mattgaetz @realDonaldTrump  https://t.co/ySz5B5qKKg
1215060572879884289 2020-01-08 18:59:49 -0400 <Fltrancecilia> @realDonaldTrump DONALD J TRUMP , PLEASE LEAVE US ALONE , S’IL TE PLAÎT ! 🙏🏼
1215060572418371585 2020-01-08 18:59:49 -0400 <mrmikedh> @LindseyGrahamSC @realDonaldTrump The latest PEW Research poll shows that 64% of countries surveyed said they DO NOT have confidence that Mr. Trump will do the "right thing" in world affairs, so except for Israel, it seems there is no appetite to help someone they don't trust.
1215060571386793984 2020-01-08 18:59:49 -0400 <masterbaster> @JesseLohse @uneeklyme19611 @Cliff_Sims @caro_milanesi @IvankaTrump @realDonaldTrump Each of the items I listed are traits of narcissists.  While we all have levels of narcissism, the full-blown narcissist takes them to extremes and creates an entire dynamic of narcissists/suppliers/victims.  The only way not to see it is to choose not to see it.
1215060571386732546 2020-01-08 18:59:49 -0400 <kevinmixan1> @Sideways8Music @realDonaldTrump He put us troops through???????
1215060569725767680 2020-01-08 18:59:49 -0400 <debraggery> @LindseyGrahamSC @realDonaldTrump are you sharing drugs in the mens' room?   Smokin' in the boys' room?
1215060569537105920 2020-01-08 18:59:49 -0400 <DavidLevy101> @Jackasaurus3 @realDonaldTrump We’re getting bored.
1215060568178155521 2020-01-08 18:59:48 -0400 <KiimberlyPrice> @realDonaldTrump CANADA loves you Trump!!!❤️🇨🇦  I hope our JOKE of a prime minister @JustinTrudeau doesn’t get us negatively involved with this....Or I hope he at least helps the USA anyway he can.   I pray that America remains Strong and Intact through out these tough times ❤️👌🏼  #TrumpSupporter
1215060563492925440 2020-01-08 18:59:47 -0400 <MarkLedger20> @SBMcCallister @adamnewman1 @zahnklyberg1 @JulieJassio @realDonaldTrump At least hypothetically a God complex could at least lead to awareness of responsibility. This Randian based ideology is akin to a God complex true, but in a lobotomised and sterilised state. Take for example a certain celeb who seems to be trying his hand playing "Faith +One".
1215060562649837568 2020-01-08 18:59:47 -0400 <hkiliaan> @samike88 @totemranch613 @realDonaldTrump Then of course, Trump is infinite smarter and more accomplished then Trudeau.
1215060561542746114 2020-01-08 18:59:47 -0400 <hellhound2008> @Sarsura96 @DelenaJackson7 @HatintheRing17 @WhiteHouse @realDonaldTrump I honestly think the people bashing trump should run for president if they think they can do a better job and if they think his job is easy. If not they should shut their mouths.
1215060555880390657 2020-01-08 18:59:45 -0400 <myalavee> @ScottPresler @realDonaldTrump 🤣
1215060554156576770 2020-01-08 18:59:45 -0400 <cmcahall> @Jackasaurus3 @realDonaldTrump  https://t.co/6X74BGuayg
1215060552629678080 2020-01-08 18:59:45 -0400 <GGarlic11> @GavinNewsom @realDonaldTrump Gavin was mayor of San Francisco for EIGHT years and San Francisco is one of the worst cities in the country in terms of homelessness. How can we trust him to do anything when he couldn’t even fix the problem when he was just running one city?
1215060546820636672 2020-01-08 18:59:43 -0400 <hasanheshmat> @UNIraq @UN @UNHumanRights @AmnestyAR @BBCWorld @cnni @FoxNews @ReutersWorld @AFP @USAmbIraq @UKinIraq @SecPompeo @statedeptspox @realDonaldTrump
1215060546405502977 2020-01-08 18:59:43 -0400 <annsmartini> How can you NOT support the President of these great United States of America?@realDonaldTrump MY @POTUS  YOUR @POTUS , OUR @POTUS, IT IS CALLED RESPECT....
1215060541267267584 2020-01-08 18:59:42 -0400 <bmaloney7861> @GavinNewsom @realDonaldTrump Dude this is your own city, I would be embarrassed.
1215060540902596609 2020-01-08 18:59:42 -0400 <shato296484aol> @tedlieu @realDonaldTrump Girl your crazy when your son, Hillary You know the one who sold out uranium from this country. Oh let’s not forget Obama the llama and Kerry, And jerkyJoe Biden. Defection doesn’t help your party.Coming down the line for all of you power trippers. He we go brace yourself we win!
1215060537488347137 2020-01-08 18:59:41 -0400 <AnonymouseInves> @hoopkidjay @JennyGuice @WhiteHouse @realDonaldTrump 80  = killed 224 = injured  https://t.co/3nmPElAPiB
1215060536725057536 2020-01-08 18:59:41 -0400 <JKPitts> @Amy_Siskind Did you see where he is not hosting the dinner for Greece's Prime Minister and Wife tonight? @VP &amp; @SecPompeo are hosting. How sad @realDonaldTrump can't handle the pressure. #RemoveTrump
1215060535139536899 2020-01-08 18:59:40 -0400 <koukla56> @realDonaldTrump @POTUS
1215060534728515584 2020-01-08 18:59:40 -0400 <Djv0608Vaughan> @perez_mhayek01 @GeraldoRivera @realDonaldTrump Also, maybe rolling stone magazine should stick to what it actually knows: music. Though that’s debatable nowadays too🤷🏼‍♂️
1215060534350860289 2020-01-08 18:59:40 -0400 <HowieBye> @ChelleShawk @ScottPresler @WhiteHouse @realDonaldTrump Move to Iran, please.
1215060533549776897 2020-01-08 18:59:40 -0400 <judyhamomd> @AkiraTak97 @DARogers2010 @DJChocolateMLK @jaketapper @realDonaldTrump Add to that, many of us have American relatives or roots. Close proximity makes what happens to one happens to the other
1215060533004554241 2020-01-08 18:59:40 -0400 <judiroques> @WhiteHouse @realDonaldTrump  https://t.co/rMPXEvk79s
1215060532610371585 2020-01-08 18:59:40 -0400 <EL44766671> @RAM0667 @POTUS @realDonaldTrump so when was last Press Conference? My experience not today nor yesterday and actually strong leaders seek opposition to find middle ground
1215060531100430339 2020-01-08 18:59:40 -0400 <bobby_thoughts> @COD5432789 @jhansonlpn @cryptnick_ @juanes956 @williamlitaf @BlueRobotDesign @WhiteHouse @realDonaldTrump Honestly, if you don’t see it, it makes no sense for me to explain it because I see that you’re already in denial...
1215060530584588290 2020-01-08 18:59:39 -0400 <nicaraguens0> @delamadridrob @realDonaldTrump @JorgeSantaCruz1 @lopezobrador_ @julioastillero Estados Unidos es instrumento del gran Dios para cumplir sus planes. Estados Unidos es protector de Israel y garantía de estabilidad, paz y seguridad en un mundo cada día más convulsionado y lejos de la verdad y el conocimiento de Dios, lo que todos necesitamos para cambiar: Dios
1215060525467324417 2020-01-08 18:59:38 -0400 <ghost_simone> @CarolLeonnig @realDonaldTrump @Fahrenthold Wow, it must be a stunning number
1215060525345857536 2020-01-08 18:59:38 -0400 <dinkytown13> @JimKilbane @WhiteHouse @realDonaldTrump Sorry, but I'm stealing that one... ;)  Great post... :)
1215060525098209281 2020-01-08 18:59:38 -0400 <caelanhuntress> @tedlieu @realDonaldTrump He is a Russian agent. When viewed through that lens, everything he does makes sense.
1215060524091822082 2020-01-08 18:59:38 -0400 <MeLpn69> @realDonaldTrump Watters has a show on FOX because he's pretty and can form compete sentences. He's an idiot, just like FOX viewers.
1215060523261353985 2020-01-08 18:59:38 -0400 <m101wagner> @JFKLibrary @realDonaldTrump gets my vote!
1215060522741071872 2020-01-08 18:59:38 -0400 <Queenofspring> @americandream09 @realDonaldTrump @ 1000% &gt;&lt;&gt; 2020 Landslide &gt;&lt;&gt; #POTUS45 &gt;&lt;&gt;
1215060521478696961 2020-01-08 18:59:37 -0400 <MightyQuinnUSA> @atrupar @Acosta So, whatchu gonna do about the madman in the @WhiteHouse, @RandPaul?  @realDonaldTrump is a threat to national national security.  #ConvictAndRemoveTrump
1215060518697873408 2020-01-08 18:59:37 -0400 <rberickson> @gtconway3d @realDonaldTrump No you @gtconway3d needs to go away.
1215060516730757123 2020-01-08 18:59:36 -0400 <PaulKotta> @CheriJacobus @lukacs_georg @realDonaldTrump The corporate media has a well-known conservative bias.   Hell, they probably all play golf together.
1215060511353638912 2020-01-08 18:59:35 -0400 <REIDHANSON> @rcmanassas @AmandiOnAir @realDonaldTrump should have read your response before writing my own which said the same thing..... great minds I guess...
1215060508815937536 2020-01-08 18:59:34 -0400 <Amommyalicia> @LindseyGrahamSC @realDonaldTrump I think you need some hearing aides Senator. The speech was a slurred up joke. Call it what it truly was... come on!!
1215060506983223297 2020-01-08 18:59:34 -0400 <kevinmixan1> @Sideways8Music @realDonaldTrump It’s nothing like killing a general in a country like China. This guy has killed our people already!!!!!! What is so hard to understand on that? I don’t get it. 99.9 percent of people had no idea he was until last week now people defend him and his actions. Do you understand what
1215060505825611779 2020-01-08 18:59:33 -0400 <trump2trumpIRL> Ok ok ok, @realDonaldTrump, The gods help them that help themselves. and also its time 4 a twitter break
1215060505519325186 2020-01-08 18:59:33 -0400 <JonyBagadonuts> @JBaber82 @toddstarnes @MSNBC @CNN @realDonaldTrump Please retweet or link to any American journalists actively rooting for American casualties. Thanks.
1215060505208987654 2020-01-08 18:59:33 -0400 <l78lancer> @AmandiOnAir @mchovden1785 @realDonaldTrump They will blame Obama.
1215060504189849601 2020-01-08 18:59:33 -0400 <RafaelFJI> @vozdeltuit @realDonaldTrump ¿No serán las elecciones?
1215060500251381761 2020-01-08 18:59:32 -0400 <rawheele2002> @realDonaldTrump #TrumpResignNow
1215060499383058432 2020-01-08 18:59:32 -0400 <VniaMaria18> @Estadao @Emais_Estadao Mas é pra lá que sempre viaga. @realDonaldTrump tá cagando andando pra o que essa burguesinha acha.
1215060497986457611 2020-01-08 18:59:32 -0400 <Rick79711176> @pluch1016 @realDonaldTrump It isn’t about a tribal game. It’s about this guys intention. I attempted multiple times to engage him on his stance regarding Republican and democrats viewpoints. Which he has never done. Yet, he preaches and has ppl believing that he is some type of woke conservative
1215060497273380864 2020-01-08 18:59:31 -0400 <TrilbyYates> @realDonaldTrump Pathetic pathological liar!  https://t.co/WC0d8kUvyh
1215060497055260672 2020-01-08 18:59:31 -0400 <EddieNeck> @WhiteHouse @realDonaldTrump Is Nancy committing obstruction with her quid pro quo of not releasing the articles of impeachment because she wants something in exchange 🤔
1215060496992362497 2020-01-08 18:59:31 -0400 <Tania_Tania_C> .@mbachelet @antonioguterres @IntlCrimCourt @GeirOPedersen @franceonu @French_UN @AkEnestrom @GermanyUN @JY_LeDrian @HeikoMaas @SecPompeo @StateDept @realDonaldTrump @KarenPierceUN @EmmanuelMacron @GermanyDiplo @UNGeneva @UNDPPA @UN_News_Centre @rochdi_najat @UN @UN_Spokesperson
1215060496816246784 2020-01-08 18:59:31 -0400 <ElyseChengery> “I’ll never forget the day he told us he was running for President, he was fed up.” “He knew he was the only person who could do this.” “I knew if anyone could do this job it’s my father in law.” @LaraLeaTrump @realDonaldTrump  https://t.co/OtUIZxeFjS
1215060493020418048 2020-01-08 18:59:30 -0400 <JennaResists> @RepJimBanks @realDonaldTrump @SpeakerPelosi They are feeling betrayed because the POS #ManiacInChief put them in grave danger by assassinating Soleimani.  I would imagine they'll feel much safer to have the war powers resolution in place.    What is wrong with you and your party?  #GOPCowards #GOPCorruptionOverCountry  https://t.co/TCl6s584lM
1215060492995026944 2020-01-08 18:59:30 -0400 <shobadika> @TopiDrama69 @gaur_ankit_001 @realDonaldTrump 😂😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣
1215060491430760448 2020-01-08 18:59:30 -0400 <Serafinos> We find you insulting and demeaning to the office of @POTUS @realDonaldTrump holds @SenMikeLee @RandPaul  He did not attack a government of Iran. He took down a known terrorist who was literally in Baghdad against the ban from traveling outside Iran.  Both of you are disgusting  https://t.co/svYtpgBwSg
1215060490386276352 2020-01-08 18:59:30 -0400 <dkcu_f> This is worth a watch. @realDonaldTrump and his father both shitty, racist humans. RT and share.  "How the Trump's Brought Death and Destruction to Coney Island"  https://t.co/0rMg4eKnUW
1215060489778139142 2020-01-08 18:59:30 -0400 <copiousprojects> @senatemajldr @kevinleversee You do not have a 2/3 majority in the Senate which would be required to negate having to negotiate Constitutional procedures.  And it is obvious you are trying to stack the deck even further.  Why?  Because you know @realDonaldTrump is guilty as hell.
1215060488700252161 2020-01-08 18:59:29 -0400 <NIMHrat> @Aloha1776alohA @Lippyaddiction @ItsFluss @wood_ork @OriginalSprax @DBHIROKI @Sean_Herman90 @realDonaldTrump The Qlan's done you bad, Frank.  https://t.co/IPlG0qKrfP
1215060488649871360 2020-01-08 18:59:29 -0400 <vibhorYYZ> @LeoRautins @DonaldJTrumpJr @EricTrump @realDonaldTrump Thanks so much Leo for speaking up and speaking truth to power! If more people used their platforms to call out #racism, #misogyny &amp; #imperialism this world would be a better place!
1215060488444416000 2020-01-08 18:59:29 -0400 <Bu1ldzFN> @x2Pac_ThuGLorD @im_JxC @DylanEnvoy @Repunked @realDonaldTrump @D0N0 @Repunked @ryanrizzo18 @jfjdhdhxjc @LeahJDJD @djdjdkdk3 @HHShkMohd @kk_mr93 @Kiwiz @Sceptic @LGUS @Formula
1215060487794237440 2020-01-08 18:59:29 -0400 <GBarr51> @GeraldoRivera @realDonaldTrump Iran is that same Bully, talking all that mess &amp; always instigating some BS. #Soleimani was a #comptonslap in their face, and your “praise” is just them crawling up &amp; talking shit. They KNOW better. The world officially knows this POTUS talks, but also walks the walk. #WOOOOO#USA
1215060486489890817 2020-01-08 18:59:29 -0400 <Persian37335842> @kappenberger @Mike_Pence @realDonaldTrump All Iranian people and me are agree with you. Terrorist Soleymani and others must be punished. Trump is the only president all around the world that has no fear of devils like them. God bless Trump and god bless united state of America #Punish_Ayatollahs_ForCrimeAgainstHumanity
1215060486431084544 2020-01-08 18:59:29 -0400 <bwazoo_2000> @Preppycrat @gkeller99 @mmpadellan @realDonaldTrump  https://t.co/GHKeHHHCsr
1215060485348917249 2020-01-08 18:59:29 -0400 <JKelela2011> @dfeltner11 @RepMattGaetz @SpeakerPelosi @mattgaetz @realDonaldTrump I bet you’re a lonely old cat lady with a stink house 🤷‍♀️
1215060484510179328 2020-01-08 18:59:28 -0400 <mcm_ct> @nehat_krasniqi The @federalreserve is the primary driver @realDonaldTrump is ancillary and imo the economy and markets will demand more and more of them at which time they will likely run out sufficient ability to convince markets   &amp; I never said amy such thing as your post
1215060483868385281 2020-01-08 18:59:28 -0400 <adadadad909090> @StateDept @realDonaldTrump انه يران دوله قويه وتملك السلاح النووي  لانتسى انها دوله ذكيه
1215060480416452608 2020-01-08 18:59:27 -0400 <cloroquiniobio2> @macedosdai @realDonaldTrump You are gorgeus🥰!
1215060480143679490 2020-01-08 18:59:27 -0400 <HMW7737> @realDonaldTrump 才機十枚導彈難道不能輕鬆攔截
1215060478843588616 2020-01-08 18:59:27 -0400 <boogawooga232> @realDonaldTrump With the mess that our world is facing, Gods love will be revealed. We all have to unite. This whole world just needs to forgive each other through all of the selfishness that has gone on.Through times of trouble God always works. This world could be such a much better place.  https://t.co/EjCTmQGqlj
1215060478449205248 2020-01-08 18:59:27 -0400 <BobbyL_AZ> @Fahrenthold @realDonaldTrump If its true that the taxpayers have to pay for golf carts at courses, where they COULD be comped (meaning owners comp things) - that is just ridiculous.
1215060477379612672 2020-01-08 18:59:27 -0400 <kerrloud> @dcexaminer @janiedelaney @realDonaldTrump @SecretsBedard @jamesgoldston  President @ABC  https://t.co/IUjLmOwyB9
1215060474653552645 2020-01-08 18:59:26 -0400 <NahomyVZLA> @realDonaldTrump       Alert: Maduro High Military Command honors Soleimani: "He was a man who taught the virtue of humanity"
1215060473843986433 2020-01-08 18:59:26 -0400 <SeverancePruner> @CaslerNoel @realDonaldTrump This is why the family name was changed from Dumpf to Trump
1215060470639603713 2020-01-08 18:59:25 -0400 <Br1an420> @mustang_mari @yale79DAV @nlynne24g @AriellaStone417 @RealKiraDavis @realDonaldTrump @TheDemocrats Yes.   And that's just a sample of his character (or lack of it).  Perhaps a better question would be:  Are YOU still making excuses for his disgusting behavior?
1215060469968506881 2020-01-08 18:59:25 -0400 <The_Real_Boorad> @mattgaetz @realDonaldTrump  https://t.co/pNfbH6EWZN
1215060468588564487 2020-01-08 18:59:25 -0400 <PamWolf12896175> @IvankaTrump @realDonaldTrump  https://t.co/VffHCn31Bs
1215060467883892741 2020-01-08 18:59:24 -0400 <blkmendicant> @MsBlaireWhite @realDonaldTrump I'm confused... Can you fight or not?
1215060467279958017 2020-01-08 18:59:24 -0400 <dltav> @professor_rsa @johnpavlovitz @IvankaTrump @realDonaldTrump Oh and by the way, God is watching and you are screwed!
1215060464855666689 2020-01-08 18:59:24 -0400 <RealKevinTrump> @LindaSuhler @RSBNetwork It’s going to be EPIC!   Patriots are on Fire for @realDonaldTrump and more UNITED than ever before!    3 keys to happiness:  1. Support #TRUMP 2. Turn out to vote! 3. Enjoy prosperity and WINNING for 4 more years!  #KAG2020
1215060464352129025 2020-01-08 18:59:24 -0400 <secularcitizen2> @SenateGOP @realDonaldTrump Well, okay, but that gives every other nation justification for taking out the terrorists like G.W. Bush, Dick Cheney, Donald Rumsfeld, Barack Obama, Donald Trump, Mike Pence, Mike Pompeo, and many others. I'm more than okay with it, but are you?
1215060462271967232 2020-01-08 18:59:23 -0400 <code192man> @JulieReichwein1 @realDonaldTrump How long can she get away with this?
1215060460401315841 2020-01-08 18:59:23 -0400 <TemporaAeterna> Porfavó @realDonaldTrump que merece la pena  https://t.co/kO9UlxTmdT
1215060459889422337 2020-01-08 18:59:23 -0400 <GiraffeJournal> @realDonaldTrump You @realdonaldtrump are a fool. Getting out of the Iran Deal led to all that has followed during your Presidency. Disrespecting allies and NATO leaves you standing alone now. You’ve increased Middle East troop levels by 20,000 made it more likely Iran will get a nuclear weapon.  https://t.co/nxccgKBXqJ
1215060459037966336 2020-01-08 18:59:22 -0400 <UsaggUsa> @SenMikeLee what kind of game are you playing? First visas for Chinese ...know this? Is Romney working on you? Another turn coat ...we will remember you in 2022....So sad ...listen to  yourself. @realDonaldTrump
1215060457880309762 2020-01-08 18:59:22 -0400 <perez_mhayek01> @Djv0608Vaughan @GeraldoRivera @realDonaldTrump Willfully obtuse 😂😂😂😂Definitely a Trump voter.
1215060455242244097 2020-01-08 18:59:21 -0400 <jm2_Fab> @SpeakerPelosi @RepSlotkin Should @realDonaldTrump  use the #USA forces as his private army to carry out his private vendettas around the world ?
1215060455040749569 2020-01-08 18:59:21 -0400 <john_iamme> @WasARepublican1 @sidblandallader @sarab1885 @jjcooksxcellent @WhiteHouse @realDonaldTrump I doubt most of them read it.  Someone on their staff got that job.  Most don't even read bills of any length they vote on.  They're briefed by staff.
1215060452721528833 2020-01-08 18:59:21 -0400 <Alexand64216517> @DiazCanelB #Cuba This war that started #EEUU against #Irán will not end in any good for either party, the fact is that you already see the actions and the results on one side and the other What I don't know is where he'll put his face @realDonaldTrump when the ⚰️ he denies arrive  https://t.co/5nZN88CU1n
1215060452499238915 2020-01-08 18:59:21 -0400 <IleneHeppner> @LindseyGrahamSC @realDonaldTrump The speech was a home run? Why because he didn’t fart at the podium? You might want to quit the booze, it’s damaged too many of your grey cells, and you have precious few to spare.
1215060450347487233 2020-01-08 18:59:20 -0400 <Hamidre07178580> @mikandynothem @realDonaldTrump @RitaCosby @DineshDSouza @FIGHT_2_KAG @Jamierodr14 @LaylaAlisha11 @polishprincessh @michaeljohns @TrumpLadyFran @HarveyStaub1 @AMErikaNGIRLLL That many is paid for weapens in past(shah paid to us) and its our money😏🇮🇷✌
1215060450137821187 2020-01-08 18:59:20 -0400 <digitalnapalm> @realDonaldTrump @kbsalsaud So you collected your lap dog money today is what you're saying.
1215060448258580480 2020-01-08 18:59:20 -0400 <moneype75271730> @AngelaBelcamino @realDonaldTrump I concur. He is so reckless and impulsive. We should not trust his quick fingers.
1215060445003993089 2020-01-08 18:59:19 -0400 <Julie55258100> @joncoopertweets @OccupyDemocrats @FLOTUS is a NOBODY. Did @realDonaldTrump pay for it?
1215060444102176769 2020-01-08 18:59:19 -0400 <HassanBwaba> @realDonaldTrump  tu es fou donc tu tres compte qui depuis qu and tu veux diriger tout le monde attension ne toucher pas iran
1215060443473022976 2020-01-08 18:59:19 -0400 <dcexaminer> Most US voters now think @realdonaldtrump will be reelected.   https://t.co/Z2xBlGQulE
1215060443380768768 2020-01-08 18:59:19 -0400 <jam_onme> @WhiteHouse @realDonaldTrump @POTUS is legit on drugs! He's sniffing Sudafed and Adderall- so obvious! Reports on his drug abuse are true!! #Sniffing #TrumpsWar
1215060443192078337 2020-01-08 18:59:19 -0400 <Michael30852379> @GretaGroots @Fahrenthold @realDonaldTrump He truly redefined the terms criminal and treason for all times.
1215060442260942848 2020-01-08 18:59:18 -0400 <Blacksmitheart> @WhiteHouse @realDonaldTrump So word on the street is that Iran will probably conduct covert operations as part of their retaliation. Including assassination attempts.  My question for you dt is, will you now believe America's intelligence community or will you keep trashing them and get briefings from Vlad?
1215060434212007938 2020-01-08 18:59:16 -0400 <45needstogo1> @WhiteHouse @realDonaldTrump  https://t.co/VtJEd1XOmi
1215060431653539840 2020-01-08 18:59:16 -0400 <elsa222us> @RepMarkGreen @SpeakerPelosi @realDonaldTrump Were you not required to swear to defend the Constitution?  Seems like you’ve thrown that job away. Try it. The folks who voted for you want to see you do what you were elected to do. That doesn’t include being a sycophant.
1215060429874970624 2020-01-08 18:59:15 -0400 <halfpt22> @mitchellreports @realDonaldTrump @AmbassadorRice It’s a proven fact missiles were given to Iran as part of the Iran Deal. There’s is what is written &amp; there is what’s done Club K ring a bell? How about the Bonds, Blood Diamonds, Gold also we’re included, Soleimani was woven into the Deal and he was given the weapons #AMFakeNews
1215060427811377152 2020-01-08 18:59:15 -0400 <greg_gump> @realDonaldTrump how much have you spent on travel this year? Last?
1215060426511261703 2020-01-08 18:59:15 -0400 <VoteBlue4_Ever> @RepMarkMeadows @realDonaldTrump Nope - even POTUS Bush Jr thought it was a bad idea .... and y’all heifers just look ignorant protecting all of his ILLEGAL actions! You are unfit for the office your ppl elected you for Mark. #TraitorTrump
1215060425831788544 2020-01-08 18:59:14 -0400 <chip91161> @realDonaldTrump to all those that don’t appreciate what your doing they need them really look at your success and stop listening to msm and the dem leadership.
1215060421998260224 2020-01-08 18:59:13 -0400 <rogueDRock> @WhiteHouse @realDonaldTrump  https://t.co/Zzx5oEc4Zl
1215060417485078528 2020-01-08 18:59:12 -0400 <greenmtnstate> @KennyMhangu @RiegerReport @gtconway3d @realDonaldTrump That's all it is
1215060416881217536 2020-01-08 18:59:12 -0400 <Hannah43623427> @silver_fox9 @ernie_plumley @SpeakerPelosi @realDonaldTrump #TakePelosiGavelAway.     #ImpeachPelosi
1215060416734420994 2020-01-08 18:59:12 -0400 <Unionjeb67> @LindseyGrahamSC @realDonaldTrump BULLSHIT! This was just another act of a desperate conman to get re-elected!! 😤🇺🇸😣🇺🇸😤🇺🇸😣🇺🇸😤!!
1215060415660556298 2020-01-08 18:59:12 -0400 <KhanDilsooz2> @WhiteHouse @realDonaldTrump hhhhhhh  https://t.co/82v5XOK72U
1215060412590252032 2020-01-08 18:59:11 -0400 <Phileswif> @AnnieLaResister @realDonaldTrump @GOPLeader @foxandfriends False.
1215060412443643905 2020-01-08 18:59:11 -0400 <manicsquirrel> @w_terrence @realDonaldTrump Can't tell if this is satire. Needs a Poe's Law disclaimer.
1215060412384731137 2020-01-08 18:59:11 -0400 <coolhandute> @WhiteHouse @realDonaldTrump Mic drop! America first!
1215060411948552193 2020-01-08 18:59:11 -0400 <Joan_of_Snarc> Macy’s &amp; Pier 1 got tired of @realDonaldTrump’s winning.
1215060410761482240 2020-01-08 18:59:11 -0400 <LoveUSOfAmerica> .@realDonaldTrump has no strategy and does things that benefit him politically and personally. Period.  Wish more in .@gop acknowledges this and do something about it.
1215060407372734464 2020-01-08 18:59:10 -0400 <jaguar1960> @LindseyGrahamSC @realDonaldTrump You heard a different speech than the rest of the sane world
1215060406449905665 2020-01-08 18:59:10 -0400 <BreannaLea1212> @TRUMPkittyMommy @WhiteHouse @realDonaldTrump Yes! Great post! It says it all!!! Trump 2020!
1215060406437281792 2020-01-08 18:59:10 -0400 <gitRdone2580> @realDonaldTrump  https://t.co/MT3cJfcx7N
1215060405959188484 2020-01-08 18:59:10 -0400 <sagryb> @GeraldoRivera @realDonaldTrump Yeah, that’s what an American is going to do, praise Iran, you’re a fricken loon, move to @MSNBC_Breaking
1215060405841727500 2020-01-08 18:59:10 -0400 <OhioYallers> @Mike_Pence @realDonaldTrump 🙋‍♀️❤️🇺🇸
