849411256146509824 2017-04-04 19:59:59 -0400 <lorelilee18346> @realDonaldTrump So . . . . It's your problem now. What are you going to do? @jaketapper @donlemon @AC360
849411161887997952 2017-04-04 19:59:36 -0400 <KSigMason> @jillladelus1 @Andy_Suth_UK @angelneptustar @trumpy675 @coffeecatspace @BorisJohnson @ShackProtein @realDonaldTrump There is no "god of Freemasonry." Who a Mason worships is his own choice but most are Christian, like I am.
849411156188033024 2017-04-04 19:59:35 -0400 <uniqueprophet> @realDonaldTrump, @potus, @seanhannity NORTH KOREA IS GETTING BOLDER AND BOLDER. WOW. THE SITUATION IS REACHING CRITICAL MASS  https://t.co/4W9fxnGef9
849411155995099140 2017-04-04 19:59:35 -0400 <Ballyhooville> @realDonaldTrump FYI:President Trump's Approval Ratings Just Hit Another Low - TIME  https://t.co/DvbEesceax
849411155349188608 2017-04-04 19:59:35 -0400 <at1nothere> @realDonaldTrump Yup you will deliver fake news and lies then a whole bunch of BULL SHIT to firtilize lies and fake news
849411154267037698 2017-04-04 19:59:35 -0400 <pagejeter> Nice PR stunt @realDonaldTrump, you idiot. You and your team are incapable frauds.  https://t.co/sKwABwjCLH
849411154116059138 2017-04-04 19:59:35 -0400 <MaureenHolt> @DRUDGE_REPORT @realDonaldTrump Never thought I'd ever see the day when the President retweeted the Drudge Report. 🤦‍♀️
849411135669501953 2017-04-04 19:59:30 -0400 <Baby_Dooley_> @TheYoungTurks @realDonaldTrump Post-truth politics destroys democracy. Listen to this  https://t.co/ZAaESsgmFA #PostTruth #Trump
849411135216463876 2017-04-04 19:59:30 -0400 <lookforsun> @Sn0wluvr60 @bennyr82 @realDonaldTrump I haven't seen any evidence of true interest in Americans except very wealthy, business people and some of his family.
849411132217544704 2017-04-04 19:59:29 -0400 <voiceknight> @realDonaldTrump Ann Coulter has exactly the right plan for healthcare. It's what I know you really want. Let's try to make it happen.  https://t.co/Z54GxEmdTJ
849411131512950785 2017-04-04 19:59:29 -0400 <sasyecat> Way to go @realDonaldTrump this is not the US winning. #GetHimOut  https://t.co/LZlyM8Tl5N
849411127268298753 2017-04-04 19:59:28 -0400 <DennisKoch10> The Kardashians may be gone but The Trumps are a fairly good mid-season replacement. @POTUS @realDonaldTrump #USA #cdnpoli #Trump
849411123036254208 2017-04-04 19:59:27 -0400 <ResistandUnite> @realDonaldTrump Didn't you want to say anything about the horrors in Syria or the mudslide in Colombia?
849411122717446145 2017-04-04 19:59:27 -0400 <WelshWitch07> @hardball @markondefense @realDonaldTrump @realDonaldTrump is putting us all at great risk. We, and the world,will pay the price for his policies. They aren't meant to help anyone
849411119345217538 2017-04-04 19:59:26 -0400 <jacquelinedreal> Exactly @realDonaldTrump you're a joke  https://t.co/9S8LSpd0FM
849411117063577601 2017-04-04 19:59:26 -0400 <DarthWhitey2010> @POTUS @realDonaldTrump @GOP @VP @WhiteHouse Ranger Smith knows an empty gesture when he sees one. So do we.  https://t.co/uuuFsO7ky0
849411113590587392 2017-04-04 19:59:25 -0400 <civicjourn> You are a kleptocrat...@realDonaldTrump
849411112642727937 2017-04-04 19:59:25 -0400 <rrmcp> @JulianAssange @CarmineZozzora @realDonaldTrump Where is OBAMA, really where is  OBAMA... when will he be back, 😂
849411111975780352 2017-04-04 19:59:25 -0400 <Sheeps62> @ChelseaClinton I can't "like" this post since just reading it makes me furious and disgusted with @realDonaldTrump and his awful politics. #staystrong
849411111040557057 2017-04-04 19:59:24 -0400 <wordlass1> @NPR But but... I thought Mexico is paying for this. @realDonaldTrump
849411110205894660 2017-04-04 19:59:24 -0400 <possum404> Hey @realDonaldTrump Let's not forget that it would take 2 or 3 of those $77K checks EACH DAY to cover the cost of Melania staying in NYC!
849411106137309188 2017-04-04 19:59:23 -0400 <medusapeluza> @realDonaldTrump @POTUS @WhiteHouse @POTUS44 Not even your wife's good looks can hide this or make it better! Wow. SAD.
849411103691988992 2017-04-04 19:59:23 -0400 <AlistairPDBain> @thepacman321 @plezurluvr @realDonaldTrump Hey wait a second. You just might convince me to like his ass.  Nah. Only joking 🙃
849411094456262657 2017-04-04 19:59:20 -0400 <BarbaraSommer4> @realDonaldTrump  Just heard news re. No. Korea's firing a missile! The fat boy is testing you! We need You &amp; Gen. Mathis now!
849411094217150464 2017-04-04 19:59:20 -0400 <CharlotteRawl12> @realDonaldTrump #We will make it happen#Every day we learn more about you and Russia#Your guilt is showing#  https://t.co/TPGxsJOO5v
849411092543557632 2017-04-04 19:59:20 -0400 <SharynBShep> @realDonaldTrump You know you'll be impeached, right?
849411091335708673 2017-04-04 19:59:20 -0400 <rolandscahill> @BooniePirate @Kathy_b004 @realDonaldTrump He didn't give up his lifestyle &amp; a messy desk doesn't indicate being busy- it indicates being unorganized
849411080514416641 2017-04-04 19:59:17 -0400 <BloggersRUs> @ButlerEA1 @realDonaldTrump He doesn't get out in the real world much.
849411075607015425 2017-04-04 19:59:16 -0400 <TomNeuendorff> @SenWarren @realDonaldTrump Then why did you vote for him 10 yrs ago, hipocrite
849411075032444928 2017-04-04 19:59:16 -0400 <dshjada> @realDonaldTrump @foxandfriends @realDonaldTrump you are actually running your term based on information from the sole medium you cant stand? @FoxNews @CNN @MSNBC SMH
849411073207918592 2017-04-04 19:59:15 -0400 <dfoh> @realDonaldTrump @nytimes I just have two words for you: single payer.  Get that done and you will be as great as your imagination thinks you are now.  #singlepayer
849411072448745473 2017-04-04 19:59:15 -0400 <PaulOttoNeumann> @mikd33 @realDonaldTrump Haha, look who's talking! 😂
849411071685402626 2017-04-04 19:59:15 -0400 <EzraGarrison> @YoureAFanOfMine @realDonaldTrump Yes! Unfortunately we were the only county (Guilford) in the state who did. Even Wake County, our progressive state capitol, stayed red 😕
849411071366635524 2017-04-04 19:59:15 -0400 <Sportymorty> @williamlegate How abt throwing $millions into floundering coal furnace industry-then there's the troublesome steam ship business. @realDonaldTrump
849411066081759232 2017-04-04 19:59:14 -0400 <FifaNerd1200> @realDonaldTrump Bruh, if you were a "put option" I'd go all in!  https://t.co/kR2iG2gFGB
849411064592728064 2017-04-04 19:59:13 -0400 <cann4ing> @Hobbes3259 @kylegriffin1 @sevenbowie @MSNBC @realDonaldTrump Not the platform, dummy.  They were talking about lifting sanctions. But hey good luck in defending the indefensible.
849411061212119041 2017-04-04 19:59:12 -0400 <PaintedFaces105> @SenWarren @realDonaldTrump 👏🏽👏🏽👏🏽👏🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽
849411050739032064 2017-04-04 19:59:10 -0400 <Burlesque> @JzFloyd1973 @TriciaHill7 @philhuie @MichaelSinger48 @rodblackhurst @DRUDGE_REPORT @realDonaldTrump #RESIST he didn't win the popular vote
849411050558693376 2017-04-04 19:59:10 -0400 <jimately> @realDonaldTrump Anti-mining activists spread false facts about mining while destroying Iron Range economy. Help us today! #Fight4miningmn
849411047769419776 2017-04-04 19:59:09 -0400 <railbuggy65> @realDonaldTrump President Trump haters you have the freedom to leave. Bye
849411038906732545 2017-04-04 19:59:07 -0400 <askcoachparis> @SenJeffMerkley @realDonaldTrump But he will be. Like so many other unbelievable choices they've made, they'll get away with it.
849411037375889408 2017-04-04 19:59:07 -0400 <thatsabigno> @tjqualified @_etgeeee_ @mummy_ann @c_schneeflocke @peplamb @realDonaldTrump @DRUDGE_REPORT but sure, let's explore that. can you supply peer reviewed evidence to support your claim of this nationwide liberal education conspiracy?
849411030216323072 2017-04-04 19:59:05 -0400 <notmyname02> @MOST_Biased @realDonaldTrump Nobody is standing in line for this shitty part time, minimum wage job.
849411019457925122 2017-04-04 19:59:02 -0400 <kdmhabs1963> @Impeach_D_Trump @realDonaldTrump @POTUS
849411015909539841 2017-04-04 19:59:02 -0400 <SPICYPEPE88> @CNN telling people to ignore the susan rice story!!! What idiots. This is why you are #fakenews #draintheswamp #Trump @realDonaldTrump
849411013464256515 2017-04-04 19:59:01 -0400 <VickieLu70> @realDonaldTrump Chump. you didn't mention that when bragging about your yugest win ever w the electoral college, these union ppl booed you. CNN has video.
849411007550296065 2017-04-04 19:59:00 -0400 <DragonFist97> @realDonaldTrump Why do you look the other way while Assad gasses his own people? You wanted the job, now LEAD! All talk, no action. Orange coward.
849411003829932032 2017-04-04 19:58:59 -0400 <shmegegge> . @realDonaldTrump this is you:  https://t.co/mBuYlnA8Tb
849410995437088768 2017-04-04 19:58:57 -0400 <andiandi2011> @realDonaldTrump @FoxNews @FBI Does KellyAnne tweet for you?  You were caught through normal surveillence of Russia,  #Loser
849410991276384256 2017-04-04 19:58:56 -0400 <GloriaF53055748> @williamlegate @realDonaldTrump Do you really know where OBAMA came out from with ALL THOSE FAKE STUFF THE LEFTIES WAS DOING , MYOB
849410978114662405 2017-04-04 19:58:53 -0400 <CarolSm64657338> Right we believe you Benghazi @realDonaldTrump  https://t.co/ObwsXQemaC
849410970535505920 2017-04-04 19:58:51 -0400 <PensiveSpawn> @therightswrong @bndsnoopy61 @SunTzuOnline @ColinKahl @KatCapps @realDonaldTrump 💩💩💩💩💩💩💩💩💩
849410969776398336 2017-04-04 19:58:51 -0400 <possum404> Hey, @realDonaldTrump : That check for $77K was great!  Thanks!  Now, just about 39 MORE of those could cover one of your trips to Florida.
849410967918215168 2017-04-04 19:58:50 -0400 <JRubelski> @realDonaldTrump"urbehavior is so outrageous itappearsun-American.Beyond unorthodox,bc ignorance atthis levelisneither tolerablenorexcusable
849410965955379205 2017-04-04 19:58:50 -0400 <jimately> @realDonaldTrump 4.4 billion tons of ore &amp; 99% of US nickel on MN Iron Range. Rescind USFS land withdrawal for mining! #Fight4miningmn
849410964831088640 2017-04-04 19:58:49 -0400 <helganaddaf> To @realDonaldTrump , @SenateGOP and the one's who are refusing refugees. This is your doing. Their blood is on your hands.😡  https://t.co/CwAGcaj20n
849410955691925504 2017-04-04 19:58:47 -0400 <xyzokayokayokay> @realDonaldTrump #fakenews
849410955318616068 2017-04-04 19:58:47 -0400 <JLANoticias> @LVidegaray viajará a #EstadosUnidos para reunirse con miembros del gabinete de @realDonaldTrump.
849410949354328066 2017-04-04 19:58:46 -0400 <pixiedust5135> @POTUS @realDonaldTrump @DonaldJTrumpJr @jeffsessions @IvankaTrump @StephenBannon #SusanRiceUnmasked #SusanRice @seanhannity @PressSec  https://t.co/1hI1u2JG8W
849410947504644098 2017-04-04 19:58:45 -0400 <patriot_first> @chbacon @realDonaldTrump OMG.....how do you explain dems and Obama blaming all their failures on the Bush administration? Using your logic he was clueless/dishonest.
849410947378798594 2017-04-04 19:58:45 -0400 <MerileeEaton> Is this what you want in America? We are closer than you know. @realDonaldTrump has plans.  https://t.co/YBzwdFPyss
849410939845849089 2017-04-04 19:58:44 -0400 <JoyceSawyer18> @ezlusztig  If we remember who we're dealing with it all makes sense!  @realDonaldTrump is a Narcissistic1 Sociopath2 &amp; a Pathological Liar3  https://t.co/tLkLNyFPAk
849410934422605825 2017-04-04 19:58:42 -0400 <JauntyMagpie> Seriously. Take away @realDonaldTrump's smartphone. We're all creating bigger messes to cover up one shitty tweet.  https://t.co/IxpMOpjPNX
849410928684748800 2017-04-04 19:58:41 -0400 <The__Nurse_> Remember the Democrats never give up the con. Deny deny deny. Same old crap. Investigate #SusanRice now for Spying! @realDonaldTrump #MAGA  https://t.co/m9mZUpeLwo
849410925388066816 2017-04-04 19:58:40 -0400 <TeddyGataKING> @realDonaldTrump The Syria Chemical gas attack happen in real time on your watch. #StepyourPresidentup
849410918974976003 2017-04-04 19:58:39 -0400 <sjbruderle> @realDonaldTrump Except that you don't understand the concepts
849410917913776129 2017-04-04 19:58:38 -0400 <SFAuGrrl> T is for taxes @realDonaldTrump Please release your 2016 returns.  Prove you have nothing to hide.
849410917548871681 2017-04-04 19:58:38 -0400 <Devinator23bear> @POTUS @realDonaldTrump @HillaryClinton @NSAGov @FBI @CIA @NoradNorthcom @EPA @usairforce @USArmy @USNavy @PocatelloPD @ChubbuckPolice @DRUDGE @InfowarsReports @RealAlexJones @DrudgeBuzz @clif_high @geraldcelente @maxkeiser @KeiserReport All day unending poison via these trolls in charge of government. I am losing faith in trump fast as everyday all day only poison spray  https://t.co/xsHwTwo72S
849410908266876928 2017-04-04 19:58:36 -0400 <New2018World> @realDonaldTrump @wwp @WhiteHouse Shameful from a draft dodger!
849410891342852097 2017-04-04 19:58:32 -0400 <CrimeBossTrump> @TenaNYCLA @psychosnowflake @seanspicer was just protecting @realDonaldTrump. So the "fuck stopped there".
849410887853256709 2017-04-04 19:58:31 -0400 <DIACASU> @CNNEE @Almagro_OEA2015 @ONU_es @realDonaldTrump  https://t.co/yHHqW4dz36
849410885160505344 2017-04-04 19:58:30 -0400 <Shirokamiru> @realDonaldTrump.. What's your take?
849410884594270208 2017-04-04 19:58:30 -0400 <jimately> @realDonaldTrump #MAGA with MN Iron Range metals &amp; minerals. Why import them when we have them? Help us start mining PGMs! #Fight4miningmn
849410881758908416 2017-04-04 19:58:30 -0400 <Wineguy_69> @StephensWSJ @WeAreTheMutants @POTUS @realDonaldTrump hey #45..this about sums things up..
849410869750632448 2017-04-04 19:58:27 -0400 <MornMoor> @realDonaldTrump has no balls. I bet he can't even watch what his friends have done. POTUS is a weak old man.  https://t.co/U4aU7fKEhC
849410864759418881 2017-04-04 19:58:26 -0400 <magicmysh> @albertoc527 @realDonaldTrump He will still be blaming Obama 😂
849410863752720384 2017-04-04 19:58:25 -0400 <JohnJDillonSD> @realDonaldTrump U have to educates Americans in those skills 1st. But that won't happen u picked @BetsyDeVos zero experience in Ed.  https://t.co/Ry2uz0r9v2
849410862456688640 2017-04-04 19:58:25 -0400 <alicia_lupercio> @OfficialSPGB @realDonaldTrump if ivanka wasn't my daughter - Google Search  https://t.co/UeCtGSlvQg
849410857952006146 2017-04-04 19:58:24 -0400 <gatalbot> 1st time was a mistake. I'll give them that. But this time @realDonaldTrump has to say something.  https://t.co/QU9f4Dtd6G
849410853669654529 2017-04-04 19:58:23 -0400 <adnildyob> @DavidCornDC When is #EnoughIsEnough to take down this man @realDonaldTrump and his whole corrupt organization?
849410850138075136 2017-04-04 19:58:22 -0400 <mdrfmr56> @WideReceiverMen @SaveAslave @dumptrump33 @EdRedstateblues @Kriquette01 @PrincessBravato Yes this is so you and your 👪  @realDonaldTrump @POTUS @IvankaTrump @DonaldJTrumpJr  @EricTrump @GOP @SenateGOP
849410849194246144 2017-04-04 19:58:22 -0400 <Trevor1776> @realDonaldTrump 7.5 billion people survive on this planet today. 10 billion people is the most people can survive (yr2030-35).We need space exploration.
849410838708486144 2017-04-04 19:58:19 -0400 <dahle44> Bob Woodward calls Trump dossier 'garbage' "Media should also apologize" @LadiesForTrump @realDonaldTrump  https://t.co/MEWl8fAQlT
849410838104608769 2017-04-04 19:58:19 -0400 <Sleepy_in_VA> @SenJohnMcCain @realDonaldTrump @seanhannity - Sen McCain since you can do a better job; you but Pres. Opps forgot you blew it 2008. Retire  https://t.co/m2k0GXCAlR
849410836909232132 2017-04-04 19:58:19 -0400 <annembrooks04> @realDonaldTrump  So easy to fact check your lies!  https://t.co/RkwKSvr9T5
849410833679515648 2017-04-04 19:58:18 -0400 <jamesleejobe> @realDonaldTrump leakers? like the hookers who go wee-wee for you?
849410830596788226 2017-04-04 19:58:17 -0400 <html_lernen> @realDonaldTrump What is with #DrainTheSwamp ? To much crime ...
849410828155600896 2017-04-04 19:58:17 -0400 <NekulturnyTrump> @realDonaldTrump  https://t.co/Um66bCbZHy Me? I'm betting on Impeached in 2017.
849410826675113984 2017-04-04 19:58:17 -0400 <lostingrid71> @kfhall0852 @DonaldJTrumpJr @VicBergerIV @KellyannePolls @realDonaldTrump @Cernovich omFg
849410820677173249 2017-04-04 19:58:15 -0400 <SChance22> @POTUS @realDonaldTrump  @IvankaTrump  bring your shit back home.... how many jobs would that be? Oh Wait.. it's too expensive !  https://t.co/gWKGzcz06J
849410816638152704 2017-04-04 19:58:14 -0400 <changestatusquo> @Draniarb @vickiglynn12 @VolForward @DavidKirklandJr @POTUS @realDonaldTrump @CarmineZozzora @steph93065 @DineshDSouza @SWFLBeachBabe @terrymendozer @ChristieC733 @LeahR77 @AmyMek @BrendanSchaub @joerogan @GenFlynn Lawsuits w/Russians. Partners are often Russian oligarchs. Trump SoHo was one. $3.9M to hush victims from testifying Trumps criminal trial
849410815883169792 2017-04-04 19:58:14 -0400 <JimmB> One more time @JohnKasich and @realDonaldTrump:  TAX CUTS FOR THE RICH DO NOT CREATE JOBS!   They just make the rich RICHER! #BasicEconomics  https://t.co/m1OaNfrRNi
849410814054469633 2017-04-04 19:58:14 -0400 <abcnews> .@realDonaldTrump's funding cut to UNFPA may have 'devastating effects' on women, UN chief says  https://t.co/W8zpaUJJa8
849410811936342018 2017-04-04 19:58:13 -0400 <Devin_Rabey> @Bentley_Beard @MaxLowen11 @realDonaldTrump Ever considered that maybe those women said that because they hate trump or were paid to do that? I think not.
849410807674884099 2017-04-04 19:58:12 -0400 <peteycip> @realDonaldTrump Shh. Calm down child.
849410800808841221 2017-04-04 19:58:10 -0400 <ramdestroyer> @realDonaldTrump Trump when golddiggers are allowed to get close to anybody famous that's a bad bad move we're all horny to 1°it will pass
849410800469061632 2017-04-04 19:58:10 -0400 <bks823> @realDonaldTrump and daughter need to get on the same page  https://t.co/O4LmdcZ3ex
849410791535247360 2017-04-04 19:58:08 -0400 <FL450_420TAS> @SnowflakeDeb @CindyK1968 @NightstarZan17 @JimJsweeneymai @HeartyHippie @Chancedefiant @RobbieRae61 @DonaldJTrumpJr @realDonaldTrump It's actually 67%. According to the Washington Times. But that doesn't count, right Deb?
849410789312270336 2017-04-04 19:58:08 -0400 <casiemayy> @WebsterGladwin @ChrisCorian @realDonaldTrump Keep tweeting, Mr. President. Americans get to stay in the loop that way.
849410788162973697 2017-04-04 19:58:07 -0400 <bexdoesmath> @realDonaldTrump YOU SHOULD BE ASHAMED  https://t.co/f8Ayd0xRq5
849410787668103168 2017-04-04 19:58:07 -0400 <_NaDene_> @realDonaldTrump YOU WANTED THIS JOB SO BADLY  YOU SAID YOU COULD DO IT BETTER THEN ANYONE  HOWS IT FEEL TO NOT BE ABLE TO CLOSE THIS DEAL
849410785667411968 2017-04-04 19:58:07 -0400 <kleforge70> @realDonaldTrump What about Syria?
849410782043529217 2017-04-04 19:58:06 -0400 <IsaFanelli1> @JudicialWatch @SocialSecurity @KellyannePolls @realDonaldTrump @SteveBannon69 @bfraser747 @TheGreatFeather STOP NOW! Use to fund tax cuts  https://t.co/auVZ5O0dqU
849410780000903168 2017-04-04 19:58:05 -0400 <LoLy_Cola> @realDonaldTrump Were all those foreign construction workers you hired for your buildings invited, too? I'm assuming they wouldn't be NABTU members.
849410779925405697 2017-04-04 19:58:05 -0400 <kapgar> @karlerikson @realDonaldTrump On FB, I likely do. But I don't get political there.
849410779774427137 2017-04-04 19:58:05 -0400 <thatsabigno> @tjqualified @_etgeeee_ @mummy_ann @c_schneeflocke @peplamb @realDonaldTrump @DRUDGE_REPORT the topic was your false claim that nsa and fbi said russia had no effect on russia. your response is "VAST LIBERAL EDU CONSPIRACY!!!!!!!!!"
849410779682156545 2017-04-04 19:58:05 -0400 <ChayaLife> @realDonaldTrump @realDonaldTrump @shekitty1 I support Trump, which IS the patriotic thing to do!
849410773961117696 2017-04-04 19:58:04 -0400 <CHHolte> Scary image, but accurate @realDonaldTrump #Trumpenfuhrer @POTUS cuts  off the head of Lady Liberty @Berlincopa  https://t.co/v3IuFmQIzR  https://t.co/M2KHoM1nJU
849410767497687040 2017-04-04 19:58:02 -0400 <JzFloyd1973> @WhatSheSaid_91 @TriciaHill7 @philhuie @MichaelSinger48 @rodblackhurst @DRUDGE_REPORT @realDonaldTrump You are a firecracker would not want to be on your bad side.
849410759734030336 2017-04-04 19:58:01 -0400 <usnewsvote> @realDonaldTrump @cnnbrk @CNNPolitics @washingtonpost @nytimes Pres Trump won't react to the slaughter in Syria, because of Russia - Obvious
849410757024518144 2017-04-04 19:58:00 -0400 <karenbradynj> @realDonaldTrump @WhiteHouse Running this country like the business it is and should be....BRILLIANT!
849410756672192512 2017-04-04 19:58:00 -0400 <RobMitchiner> @bennyr82 @realDonaldTrump And the DT admin blames O for the chemical weapons that were recently dropped. Blame O for everything.
849410755036418053 2017-04-04 19:57:59 -0400 <Dawnnewyorker> @Captainpakistan @bikehelmetride @Panjeep10 @freedoms411 @realDonaldTrump @SCINTLE @VP @michellemalkin @seanhannity @End_H1B_Abuse @4US_Workers @navedsylhet @POTUS @POTUS - I AM SO UPSET ABOUT THIS U HAVE NO IDEA - I &amp; CO-WORKERS HAD TO TRAIN OUR H1B REPLACEMENTS &amp; YOU ISSUE 85,000 MORE H1B VISAS! OMG!!
849410754142973953 2017-04-04 19:57:59 -0400 <preDEEone> There there...@realDonaldTrump  https://t.co/jMU9DklH2s
849410754038173704 2017-04-04 19:57:59 -0400 <Rangel_c21> @Almagro_OEA2015 @Juliococo @ReinaldoProfeta @antenax2 @liliantintori @FreddyGuevaraC @realDonaldTrump  https://t.co/hYrMtEOSgK
849410753711005701 2017-04-04 19:57:59 -0400 <grey_sister> @realDonaldTrump #InvestigateImpeachImprison TIC TOC Donny TIC TOC #TrumpLeaks #Trumprussia #TrumpRussiaCoverUp #TrumpRussiaCollusion  https://t.co/xHxC1vNWs1
849410734983450626 2017-04-04 19:57:55 -0400 <hugh1946> Maybe @realDonaldTrump you should blame Assad or #Putin but you couldn't do that.  It would interfere with your message. #BlameObama  https://t.co/wPQoOHzlwq
849410732471062529 2017-04-04 19:57:54 -0400 <GusMitsis> @hardball @markondefense @realDonaldTrump If we cut aid off, guess what, they will start to do things right. Then we should help.
849410730218717184 2017-04-04 19:57:54 -0400 <jakega5> @williamlegate @realDonaldTrump @WhiteHouse Trump's alright, after he brings down another financial crisis. Trump keeps his nest egg at Alfa Bank in Moscow. Don't worry, he'll be okay.
849410727404343297 2017-04-04 19:57:53 -0400 <jillr8917> These images from Syria are horrifying. What will the US response be, @realDonaldTrump ?
849410723587522560 2017-04-04 19:57:52 -0400 <loves3corgis> @CNN @realDonaldTrump their clock has run out?!?! How about Bashar Al Asad's clock?Or does he just get 2 be the modern day Hitler? Huh tough guy?
849410721888784384 2017-04-04 19:57:52 -0400 <salvadormom> @politico @dsamuelsohn @realDonaldTrump will try to drag the Chinese delegation to the golf course and offer them Chinese dinner from Florida chef.
849410719116296194 2017-04-04 19:57:51 -0400 <KrisODavis> @HoustonStockton @ASchmidtacular @realDonaldTrump Trump is more qualified than most of our previous  https://t.co/F2229FhKMY &amp; management exp
849410718851940352 2017-04-04 19:57:51 -0400 <BizGrowthGB> Nobody like failing @realDonaldTrump. Even people who voted for him don't like him any more. Worst ratings ever for new president  https://t.co/FnK3QNUUp9
