1004150876758466561 2018-06-05 19:59:59 -0400 <ICU4UandlikeU> @SebGorka @realDonaldTrump Is this a trick question DrG?
1004150859280912387 2018-06-05 19:59:55 -0400 <Gulrakruk> However, my mother also supports @realDonaldTrump, so I don't really know what will happen here.
1004150858639204353 2018-06-05 19:59:55 -0400 <normfarry> @GovMikeHuckabee @PressSec @realDonaldTrump You are definitely right on that!!
1004150855858176000 2018-06-05 19:59:54 -0400 <ta5567> @SRuhle @ninaland @realDonaldTrump @stevenmnuchin1 @MickMulvaneyOMB @larry_kudlow @IvankaTrump @WhiteHouse @PressSec The only thing I need to know is that you work for MSNBC.
1004150855589822464 2018-06-05 19:59:54 -0400 <michaelstack10> @realDonaldTrump Poor baby. Wanted to hold a party and no one wanted to attend. Sad.
1004150854109351938 2018-06-05 19:59:54 -0400 <KimHenke1> @realDonaldTrump You CAGE children because they are brown. You tear children from their parents and place them in CAGES.  You are to be reviled.  History will list you as one of the villains.
1004150852238446592 2018-06-05 19:59:54 -0400 <reb_henderson> @DearAuntCrabby @realDonaldTrump Obviously. But "Human Right's" only applies to white people in Dump's adminaboniation!
1004150850644783104 2018-06-05 19:59:53 -0400 <MysteryTrilogyU> @GinoNeef @2020SaintsAlive @SteveHusker @DianeLong22 @Twitstery @BackRoad_NC @lakeboss2 @xode0000 @Stogie2 @SharrDonald @_TheRealBecky1 @David_MagaUSA @the_amish_txtr @cmd1969 @superst14549714 @aseeger3 @NavManKan @utopianindigent @OuttaPancakeMix @TeedIsMe @Kpe1964 @SecretService @Twitstery1 @realDonaldTrump You really want to insult a Gold Star Family? Have any of your relatives died defending this country? If not, shut up. If yes, you should know better.
1004150848858021888 2018-06-05 19:59:53 -0400 <chrbell1> @NFL_DovKleiman @AllbrightNFL @warriors @realDonaldTrump @Eagles @MikeGarafolo @FoxNews Trump wins again MAGA
1004150847893331969 2018-06-05 19:59:53 -0400 <kellyx340> @WajahatAli @RobertRyder @realDonaldTrump I was thinking the same. Couldn’t even have a TelePrompTer??  He did the same in church with Amazing Grace!
1004150847796736000 2018-06-05 19:59:52 -0400 <Doyouhaveaflag> @RepAdamSchiff So if this were true, @realDonaldTrump WHERE are the President Obama children containment camps?
1004150842931310592 2018-06-05 19:59:51 -0400 <DerekAnhorn> @kevindelariva97 @bradripka @realDonaldTrump Maybe some people aren't that selfish.
1004150842201595904 2018-06-05 19:59:51 -0400 <Christi46119463> @realDonaldTrump @foxandfriends Actually, he is a patriot and well respected.  You are a lying criminal.
1004150841857671169 2018-06-05 19:59:51 -0400 <cyn_brooks> @jwheels74 @realDonaldTrump Bam!  https://t.co/W5QCJ2U6XP
1004150840792436736 2018-06-05 19:59:51 -0400 <GoombaFortress> @realDonaldTrump What's more disrespectful, someone exercising their first amendment rights, or a president who thinks they can dictate them?
1004150837189464064 2018-06-05 19:59:50 -0400 <DavidBellNovels> In @realDonaldTrump's defense...I've been doing the same thing in church with my family for years...  https://t.co/LN3SNs0egA
1004150836832952327 2018-06-05 19:59:50 -0400 <valerie2588> @PluckyQ416 @realDonaldTrump @SpicyFiles @ericgarland LOVE, LOVE, LOVE THIS!!  Karma is a bitch 🤜🏼
1004150832856780801 2018-06-05 19:59:49 -0400 <Lisa74579360> @FosteSherman @AstorGoodwin @realDonaldTrump Why would you threaten his daughter and his grand children because you disagree with him that is some crazy person shit.
1004150826988908544 2018-06-05 19:59:48 -0400 <CatherineNacol> @TomGardnerIII @Gisudaraz @Fullcontactpoli @debra12862 @realDonaldTrump Tom, I would just point you to your own tweets today. ❤️
1004150825814577152 2018-06-05 19:59:47 -0400 <cody2781> @realDonaldTrump cheese is like my main/only food group you better stop fucking round with these tariffs!!! #mexicohedidntmeanit  https://t.co/JxL95QXKJi
1004150825630027776 2018-06-05 19:59:47 -0400 <ChuckG17385662> @mikeyj4460 @JesseWooten18 @ImmoralReport @AnnCoulter @realDonaldTrump #Duh
1004150824757530627 2018-06-05 19:59:47 -0400 <maryhilliard45> @KellyannePolls doesn't sing the patriotic national anthem. @realDonaldTrump don't you want to get that son of a bitch out of there? Your words mister, not mine. Selective patriotism.  For dictators only.  https://t.co/DcHNZkkesl
1004150822718984195 2018-06-05 19:59:47 -0400 <Gregwhite111> @CharlieBrad13 @realDonaldTrump Wow Charlie. You really have no idea what you're talking about.
1004150822127788032 2018-06-05 19:59:46 -0400 <maurice_rondeau> @kilmeade @Eagles @realDonaldTrump @NFL @foxandfriends You need to listen to Shep Smith.  The only fair and balanced voice at Fox and the only adult.
1004150821838311424 2018-06-05 19:59:46 -0400 <Serafinos> @xvxaderynxvx @Nonzknows @debra12862 @catherinemccoin @TomGardnerIII @realDonaldTrump Yup &amp; you’re it
1004150821632774144 2018-06-05 19:59:46 -0400 <emv233> @PankratzBrad @RepSwalwell @realDonaldTrump Money has nothing to do with the issue.  At all.
1004150820873605121 2018-06-05 19:59:46 -0400 <kingant1345> @rolandsmartin @realDonaldTrump At the same time he dumps on the FBI. The main line of law enforcement.
1004150819439153157 2018-06-05 19:59:46 -0400 <Rbowen6> @realDonaldTrump We heard Sessions make the announcement.  You own this    https://t.co/BNsMqsBQuW
1004150818759692289 2018-06-05 19:59:46 -0400 <jobelo2> @realDonaldTrump The president have lot to do work hard for America people
1004150817765646336 2018-06-05 19:59:45 -0400 <RonnieRashkenaz> @AprilDRyan @realDonaldTrump You’re a real class act. So much for being unbiased. You need to go to a shrink and get over your trump derangement syndrome &amp; your severe hatred for Trump. As Obama said “elections have consequences”. You’re side lost. Get over it!!
1004150816880590849 2018-06-05 19:59:45 -0400 <GregDrecoll> @realDonaldTrump Liar in chief with more BS.
1004150815299375105 2018-06-05 19:59:45 -0400 <Iwillresist54> @realDonaldTrump This from our president who refused to serve 5 times!!
1004150814405996545 2018-06-05 19:59:45 -0400 <jhane415> @SenJeffMerkley @realDonaldTrump Policy started under Clinton. Democrats obstruct and won’t vote on new immigration laws. Want to complain, complain to democrats in Congress for not doing their job
1004150812187201542 2018-06-05 19:59:44 -0400 <treebee777> @GovMikeHuckabee @PressSec @realDonaldTrump Amen!!!
1004150810479976448 2018-06-05 19:59:44 -0400 <anna43bella> @tucker_al @krassenstein @BrianKarem @krassentein @PressSec @realDonaldTrump You ,like trump, are delusional
1004150809142099973 2018-06-05 19:59:43 -0400 <c4ffeine4ddict0> @realDonaldTrump Stay loyal to the party or else.  https://t.co/L8JQnLK6z9
1004150808269635585 2018-06-05 19:59:43 -0400 <stweetleigh> @SDBurgher @kaslina @real_farmacist @QueenieDebbie1 @anonycraig @BonJS0370 @StaryStaryNlght @TrishCooper14 @Glenn7548 @Mindpollution3 @sascat @EarlSte89810094 @JohnnyRox12 @WendyTruong3 @JohnnieCanuk @cleotiger17 @Betterw05759703 @JonesRj1964 @XCrvene @KatherineFento2 @snudpuckle @catfromcali1 @LilithResists @SagArcher @NurseBotez @gzusscripes1 @wiwa1953 @charliefrantz54 @musiklpn @WendySunshine1 @jorgelgarcia33 @kneadinghands @Marjori87941817 @SpunkybyChance @SybilleAbed @mindylee26 @gentlemanirishN @ForReals100 @Cats4mice @Texanna521 @ChloePolitiCat @LLESGMOMMA @jasonbaum @Robertcarraher1 @SONOFJFK @dreamweaver1001 @jamesjurovic @reallyjustagirl @YerOpinion @realDonaldTrump That’s a nice thing to say from someone who lives in the paradise of San Diego, for sure. Tucson is a nice place. Hasn’t gotten to be a little LA like Phoenix has. Pretty, and homey, and down home. I knew there was a reason I moved here back in 1982!! Heat bothers me now tho dang
1004150807292534784 2018-06-05 19:59:43 -0400 <Tiny1963> @kentparkstreet @realDonaldTrump He seems to think so.
1004150806642388992 2018-06-05 19:59:43 -0400 <TheGoldenBoyNC> @GOPChairwoman @realDonaldTrump ROFL.  Our clout is shrinking faster than your future job prospects, Ronna.
1004150800237629440 2018-06-05 19:59:41 -0400 <DavidMonderer1> @realDonaldTrump Even when we consider your logic, which is often illogical, this one takes the cake!  Sorry, Dotard Donnie, you got to stop talking $h&amp;#t.
1004150800174612481 2018-06-05 19:59:41 -0400 <SimonBlack724> @realDonaldTrump @chrissyteigen ?
1004150800090910720 2018-06-05 19:59:41 -0400 <AgoShangri> @Vorterix @gunsnroses @VRArmy @thirdmanrecords @realDonaldTrump Sabías que @VRArmy es una cuenta de fans?
1004150799344308224 2018-06-05 19:59:41 -0400 <FroggyBottomPnd> @realDonaldTrump God bless Mayor Jim Kenney #PhiladelphiaEagles  https://t.co/3OroMZPPv3
1004150798878584833 2018-06-05 19:59:41 -0400 <frannyjean> @realDonaldTrump Resign, you orange lying twit. Resign.
1004150797708513280 2018-06-05 19:59:41 -0400 <elliemae0404> @FoxNews @mercedesschlapp @MariaBartiromo Is Mercedes the rat leaker in the WH? Heard it on Lou Dobbs. Wow. I wouldn’t pick her as a snitch. Fire her @realDonaldTrump if she is.
1004150795150024705 2018-06-05 19:59:40 -0400 <EbonyFlowers19> More lies from @realDonaldTrump Medicare, Social Security Forecasts Show No Sign Of Trump’s Promised Growth  https://t.co/q0zC5bM4Jh via @TPM
1004150794575405056 2018-06-05 19:59:40 -0400 <HoosierMom92> @InGodIDoTrust @realDonaldTrump Tom Fitton, head of @JudicialWatch, sent a letter to the CA AG in August 2017saying that the number of voters CASTING votes EXCEEDED the number of eligible voters for 11 counties in CA. No response to date.
1004150793786839040 2018-06-05 19:59:40 -0400 <KnittingPurls> Yo, @realDonaldTrump, getting your pardoning pen ready?  https://t.co/JFQMtNSmTc
1004150791366758400 2018-06-05 19:59:39 -0400 <CyndyStachowiak> @JamesSilentchem @shrum_dave @TalbertSwan @iamByronnnn @realDonaldTrump   https://t.co/r5wj5i9IpK
1004150790779494400 2018-06-05 19:59:39 -0400 <ariesjill> @AmoneyResists @realDonaldTrump He is inherently clueless---far too stupid---to have any idea re what evolving that took over time and, with the participation of many nations!  Not to mention, it's all about his being in bed with Bibi.
1004150789802209280 2018-06-05 19:59:39 -0400 <Phishie_Philly> @GOPChairwoman @KingDon_45 @realDonaldTrump Yep! #redwaveisnojoke
1004150789777117186 2018-06-05 19:59:39 -0400 <paulo7_7> @EPN @realDonaldTrump No
1004150786060836864 2018-06-05 19:59:38 -0400 <Pappy_Parappy> @OMGdrGREEN @SadisticLipstik @amysuds @CazzISaidSo @realDonaldTrump   https://t.co/VIvbpRW5vq
1004150785352052736 2018-06-05 19:59:38 -0400 <mackenomics101> @j31101st @BreitbartNews @realDonaldTrump What's the matter Juan?  Facts getting you down?
1004150785205207040 2018-06-05 19:59:38 -0400 <laceecoco> @SenSchumer @realDonaldTrump My question is what are you and our other representatives are going to do about it?  This man is running this country like a dictatorship and he’s getting away with it.
1004150783884087298 2018-06-05 19:59:37 -0400 <drspl5> If @realDonaldTrump pardons Manafort it will add to his obstruction of justice and abuse of power. We have to make the Republicans fear us more than fear their base. Let's figure out how to do that. Me importantly we have to vote them out. We need more offense.
1004150783552774145 2018-06-05 19:59:37 -0400 <ElGuardianAngel> @rcamp72561 @jmoffett9 It,  @realDonaldTrump will not make it to the end. #ResistandSucceed 🌊🇺🇸🇵🇷
1004150782772547584 2018-06-05 19:59:37 -0400 <yvwei1> @realDonaldTrump Liar, Liar, Liar...….
1004150782755733504 2018-06-05 19:59:37 -0400 <TORRECA> @realDonaldTrump But how many days has he spent golfing? 🏌️‍♂️🏌️‍♂️🏌️‍♂️🏌️‍♂️🤔🤔🤔🤔
1004150782617366528 2018-06-05 19:59:37 -0400 <bartap74> @realDonaldTrump Your party controls both houses of Congress and the White House. Nothing standing in your way but your own incompetence.
1004150781992263680 2018-06-05 19:59:37 -0400 <notlexluther11> Donald J. Trump ✔ @realDonaldTrump  Why does the Mueller team have 13 hardened Democrats, some big Crooked Hillary supporters, and Zero Republicans? Another Dem recently added...does anyone think this is fair? And yet, there is NO COLLUSION! 5:35 AM - Mar 18, 2018 124K 118K
1004150781434527751 2018-06-05 19:59:37 -0400 <x2mth> @debra12862 @catherinemccoin @TomGardnerIII @realDonaldTrump He gave up nothing.
1004150780897742848 2018-06-05 19:59:37 -0400 <Dabadguy2332> @AprilDRyan @realDonaldTrump Love seeing #FakeNewsCNN ratings plummet.  Brings a smile to Americans faces . :)
1004150780507508736 2018-06-05 19:59:36 -0400 <cfmoore1960> @realDonaldTrump Of course you would have....and although I dont like the little man, kudos to him for standing up to you (I typed that whilst grimacing). #TickTick Donny boy.
1004150779572187136 2018-06-05 19:59:36 -0400 <katjanecart> @chivaperron @RyanHillMI @realDonaldTrump Never have I been more grateful to live in California. Not miserable at all.
1004150776447602688 2018-06-05 19:59:35 -0400 <VickiEarnest1> @tucker_al @krassenstein @BrianKarem @krassentein @PressSec @realDonaldTrump First of all, there is nothing good about @realDonaldTrump. If you think for a second he cares anything about you or anybody besides himself, maybe you need to take some courses in the psychiatric field instead of just the medical field. You can't see the forest for the trees.
1004150775717777408 2018-06-05 19:59:35 -0400 <Jacobalanshain> @WtfAmerica4 @realDonaldTrump @RogerWicker Explain why he should be incarcerated
1004150775352786945 2018-06-05 19:59:35 -0400 <JeffreyBk2931> @goodoldcatchy @realDonaldTrump I am assuming you are counting till he is reelected
1004150774929207296 2018-06-05 19:59:35 -0400 <LHartsel> @realDonaldTrump Sad
1004150774924902400 2018-06-05 19:59:35 -0400 <l_a_y_n_e_s> @realDonaldTrump you are a disgrace  https://t.co/k5vWVABRti
1004150772811096065 2018-06-05 19:59:35 -0400 <PolarBearCN> @kev2493 @realDonaldTrump "Whenever the President transmits... his written declaration that he is unable to discharge the powers and duties of his office, and until he transmits... a written declaration to the contrary, such powers and duties shall be discharged by the Vice President as Acting President."
1004150770009235457 2018-06-05 19:59:34 -0400 <bdburleson> @_ReaalAmerican_ @realDonaldTrump We are blessed by the ineptitude of our foes.   Shockingly, they are STUPID!
1004150766917963777 2018-06-05 19:59:33 -0400 <kate_peterson> @DonnaWR8 @realDonaldTrump Nope.
1004150765949210624 2018-06-05 19:59:33 -0400 <ChrisWickman4> @CG033054 @realDonaldTrump The GOP leadership who stand quietly by and do nothing to stop the destruction of the party.
1004150764548317184 2018-06-05 19:59:33 -0400 <Zenaphobe> @ColMorrisDavis @realDonaldTrump So much winning!
1004150757455622144 2018-06-05 19:59:31 -0400 <PeterLionAuthor> @Deadspin More #FakeNews.  @realDonaldTrump did NOT forget the words, he’s just used to singing about Mother Russia and was confused.   C’mon #Mueller, a nation turns its lonely eyes to you.
1004150756377874434 2018-06-05 19:59:31 -0400 <Piranha006> @JimFKenney @realDonaldTrump @Eagles Unbelievable Mr. Mayor. Big Eagles fan, Bleed Green but agree with the President of the USA on this one. Mr Mayor, please concentrate on Making Philadelphia Great Again.
1004150755173941248 2018-06-05 19:59:30 -0400 <orgehell> @realDonaldTrump Fake claim! Fake claim!  https://t.co/yYN959oTHw
1004150754830159874 2018-06-05 19:59:30 -0400 <mikeschmidt1995> @greta It's a wonderful time to be alive in America.  @potus @realDonaldTrump
1004150753533939712 2018-06-05 19:59:30 -0400 <delania_mclean> @DearAuntCrabby @realDonaldTrump Just one more step to becoming that tyrant controlled totalitarian regime he feverishly masturbates over.
1004150751772528641 2018-06-05 19:59:30 -0400 <SVSalon> Wimp @realDonaldTrump  https://t.co/eeN5QtcZ5P
1004150751759757312 2018-06-05 19:59:30 -0400 <DsOchoa> Please @realDonaldTrump  R E S I G N &amp;  R E T U R N  to your old life 👍🏼‼️✊🏿✊🏾✊🏽✊🏼✊🏽✊🏽✊🏽✊🏼✊🏾✊🏿  https://t.co/85egkLC29i
1004150751311073280 2018-06-05 19:59:29 -0400 <LiamPgh> @CazzISaidSo @amysuds @realDonaldTrump Your so cleaver. Did you get that from your little sister??
1004150748576444416 2018-06-05 19:59:29 -0400 <LauriTillman> @realDonaldTrump Your stupidity is endless. Your administration implemented this inhuman policy not the Democrates. People seeking asylum should not have their babies ripped away. Taking babies from their parents shows you are just cruel and vile and are disgusting. You have no soul.
1004150748249186304 2018-06-05 19:59:29 -0400 <LibWstCoastProf> @realDonaldTrump   https://t.co/AhNwCC9xDD
1004150747116777472 2018-06-05 19:59:28 -0400 <amysed1> @2Dwborah @CazzISaidSo @realDonaldTrump Life’s too short to be sad
1004150746244354050 2018-06-05 19:59:28 -0400 <drewhh013> @Pappiness @realDonaldTrump Naw just shut up.
1004150745430495232 2018-06-05 19:59:28 -0400 <LilBtch1103> @realDonaldTrump The #TAXSCAM bill YOU signed into law has INCREASED our national debt by $1.5TRILLION.
1004150745183203328 2018-06-05 19:59:28 -0400 <stoptheride2020> @KittyAndPitty @JessicaHOverto1 @realDonaldTrump RNC?
1004150745124491272 2018-06-05 19:59:28 -0400 <circuscatch> @lilmommamonica @NLDPatriot @HouseCracka @RealCandaceO @PrisonPlanet @realDonaldTrump   https://t.co/T0vqYC00J3
1004150744545742848 2018-06-05 19:59:28 -0400 <time_sensative> @realDonaldTrump Imagine how many Americans would still be alive in #PuertoRico if not for your criminal apathy and probable purposeful ethnic cleansing.  Exhibit A  https://t.co/py1hPtLjDM
1004150744067526660 2018-06-05 19:59:28 -0400 <QaicTanya> @realDonaldTrump Are you gonna stop going to Mara Largo ???  We pay for that you trashbag
1004150738329616387 2018-06-05 19:59:26 -0400 <phillippropmgr> @realDonaldTrump recuse yourself from this world   PLEASE
1004150736995995648 2018-06-05 19:59:26 -0400 <aintcreakin> @DonnaWR8 @realDonaldTrump Do you ever get tired of maligning people?
1004150735834112001 2018-06-05 19:59:26 -0400 <rebelknap> @QAnon711 @realDonaldTrump  https://t.co/WIMmY0Y9pq
1004150734294642688 2018-06-05 19:59:25 -0400 <Buddahfan> @LouDobbs @RepDeSantis @realDonaldTrump The Deep State is afraid of him &amp; trying everything in its power to stop him.  Unfortunately due to Sessions so far they have been largely successful
1004150733439057920 2018-06-05 19:59:25 -0400 <JJA1958> @President1Trump @PoliticallyRYT @Judgenap @POTUS @Judgenap is a leftist sleeper, he wants Trump to be entangled in this mess so he uses every opportunity to use misinformation and incorrect legal analysis to confuse and create doubt in @realDonaldTrump base of supporters! #NapolitanoIsARat
1004150731946020865 2018-06-05 19:59:25 -0400 <goHammACNP> @The_UnSilent_ @realDonaldTrump He 100% mouthed “stand beside me”. Cuz, ya know, fuck her...
1004150728309473281 2018-06-05 19:59:24 -0400 <c_a_all_day> @truthforHim1224 @realDonaldTrump @POTUS @FBI @SecretService @Twitter You don't make sense because you are a russian troll
1004150726170308608 2018-06-05 19:59:23 -0400 <KauriCapital> Screwing with your #RightToTry @realDonaldTrump  https://t.co/zELcznjT9g
1004150724211585024 2018-06-05 19:59:23 -0400 <RealChrisHunter> @realDonaldTrump Travis Allen is who we want, Not RINO COX. Allen has energy unlike Cox who will get destroyed against the Gavin Newsom machine. As a business man he cant even manage his campaign funds, hes almost half million in debt. Lets Take Back California! VOTE TRAVIS ALLEN!
1004150721334403072 2018-06-05 19:59:22 -0400 <SmokeNuclear> @realDonaldTrump Hey Twitter, what the hell is up with posting hours old comments first? All these snowflakes crying about Trump. It’s not his fault they ran such a nincumpoop (spelled on purpose) against him. Had she won, we could at least have made some money selling Russia some more uranium.
1004150721250406400 2018-06-05 19:59:22 -0400 <MsBcat> @real_farmacist @realDonaldTrump Ha, you saw that.
1004150721124724736 2018-06-05 19:59:22 -0400 <ReluctantWarri2> @realDonaldTrump Where's the wife?
1004150720017285120 2018-06-05 19:59:22 -0400 <zedmalidocious> @realDonaldTrump You are not a patriot; you are the opposite
1004150719136587776 2018-06-05 19:59:22 -0400 <catsfaith> @buzzman888 @POTUS @realDonaldTrump @ArizonaKayte @vachilly64 @grizz_meister @PamB60 @MAGAGwen @jen4trump1 @bonniemurphy @ChristineMAGAMD @Truthseeker126 @bbusa617 The White House has repeatedly attempted to rebrand the protest as a protest of the American flag instead of against police brutality and racism in the US.
1004150715881844737 2018-06-05 19:59:21 -0400 <JohnOppido> @realDonaldTrump Vote for canidates that Support President Trump &amp; his  https://t.co/0Y9xI2mNJI 2018... Let's 👍🇺🇸👍MAGA... #MAGA  #AmericaFirst  #Trump  #POTUS
1004150715604971521 2018-06-05 19:59:21 -0400 <moochie81> @SRuhle @realDonaldTrump @stevenmnuchin1 @MickMulvaneyOMB @larry_kudlow @IvankaTrump @WhiteHouse @PressSec They are not worth your time but keep trying. I would love to hear the lies they have to tell. 😘you  https://t.co/JH9gI5QXG4
1004150715378364416 2018-06-05 19:59:21 -0400 <THCobbPHC> @Lindsey7571 @PenceConscience @realDonaldTrump My son's a teen but he leapfrogged from producing dub-step to "singing" hardcore; my daughter is 8 and wants to be on "The Stage", so mostly showtunes and pop. Sadly the R&amp;B contribution is mine and I went from Grandmaster Flash to NWA through to early Slim Shady, max.
1004150714623516674 2018-06-05 19:59:21 -0400 <EzerethJ> @realDonaldTrump Military for? Plus over a Half Million for a Military parade in Wash. DC just like other Dictators want.
1004150712870170624 2018-06-05 19:59:20 -0400 <CalifDeplorable> @IvankaTrump @KymberH Your dad @realDonaldTrump is awesome! Thanks for sharing him with the country for eight years to fix it and #MAGA! ❤️🇺🇸👏🏻👏🏻👏🏻
1004150711691743234 2018-06-05 19:59:20 -0400 <hedpsaiko> @blissNthatshow @realDonaldTrump I disagree. He's calling out a weak, egotistical petulant child for being exactly that. Douche did the same thing with the NBA champs last year: as soon as he found out they weren't coming he disinvited them.
1004150705802838016 2018-06-05 19:59:19 -0400 <Dogacracy> @ll2519 @11SBiase @realDonaldTrump Both Rethuglicans. 🤔
1004150704938856448 2018-06-05 19:59:18 -0400 <adrosone> @MystiConnolly @realDonaldTrump You are such haters president is doing a wonderful job
1004150704796196864 2018-06-05 19:59:18 -0400 <22beckyhan> @DearAuntCrabby @realDonaldTrump YES!  But his children were separated and see what happened to them!
1004150703881740288 2018-06-05 19:59:18 -0400 <Kimsthunder> @Dax_x98 @realDonaldTrump Go f*ck yourself.
1004150702015483904 2018-06-05 19:59:18 -0400 <gopika_saigal> @FOX29philly @PhillyMayor @realDonaldTrump @Eagles He is a businessman he don’t know anything about sports. How people felt of Eagles win he probably jealous of them ccrazy it is .......he is just too much show off.
1004150701323358208 2018-06-05 19:59:18 -0400 <baby9er> @realDonaldTrump Thank you @POTUS you are so right.
1004150701059002370 2018-06-05 19:59:18 -0400 <LarryKutcher> @AprilDRyan @realDonaldTrump LIAR...you're a disgrace.
1004150699469533184 2018-06-05 19:59:17 -0400 <Bert7058> @dustbunny_19 @KeishaJake @workbench59 @FranktheOlder @realDonaldTrump @Dr_Kaco @MazurikL @SallyKag51 @RodStryker @HorseShort @Kimbraov1 @michaelbeatty3 Could be his twin...🤣😂
1004150697653424128 2018-06-05 19:59:17 -0400 <mntnlady> @DearAuntCrabby @realDonaldTrump Abso-fricking-lately!!
1004150696478797824 2018-06-05 19:59:16 -0400 <Turtlewomn2dogs> @realDonaldTrump Fake news!  You need a therapist, really, to deal with your very fragile ego. You CAN be helped and there are good therapists out there!
1004150692884254720 2018-06-05 19:59:16 -0400 <tsunamitropical> Stop @realDonaldTrump before we have to repaint the White House.  https://t.co/VS0NhoDXl7
1004150691022229504 2018-06-05 19:59:15 -0400 <jaslyn1701> @treasonstickers @realDonaldTrump People are forgetting:  If Obama instituted such a policy, trump would have signed and executive order reversing it already.  This is totally on trump's administration.
1004150689772101632 2018-06-05 19:59:15 -0400 <Unitedshashe> @DougCausey @SLSmith000 @atzuniga @QuidRises @TheEvilHuman @realDonaldTrump oh, yeah...it's liberals. Read some Maga t-shirts sometime. You'll understand why there is such eye-rolling over Samantha Bee.
1004150689763864576 2018-06-05 19:59:15 -0400 <jlschneider99> @DonnaWR8 @realDonaldTrump You're a stupid fuck.
1004150689440952320 2018-06-05 19:59:15 -0400 <joeylaf> @GOPChairwoman @realDonaldTrump Are you in some alternative universe. We are hated around the world and the 1% is giddy with ALL their found money. This is,what we get when party matters more than country.
1004150685779165184 2018-06-05 19:59:14 -0400 <CollinTaylorInc> @D3Demes @HuntingOregon @eugenegu @realDonaldTrump Same
1004150684072267777 2018-06-05 19:59:13 -0400 <_metafizik> Seems @realDonaldTrump made all of the WH &amp; other nearby @GOP staffers pose as @Eagles fans at his embarrassing sham display of patriotism. Yet again @POTUS #DonTheCon looks foolish pretending &amp; failing at a basic 🇺🇸 tradition.   https://t.co/409su1AHVN via @intelligencer
1004150683195641857 2018-06-05 19:59:13 -0400 <jamesdmanning1> @charliekirk11 Thank God for @realDonaldTrump
1004150682579099648 2018-06-05 19:59:13 -0400 <SandyBarket> WIth @realDonaldTrump "best" is not the same as what most people think...his tastes are...well...perverted.  https://t.co/Zwhd1hwdY8
1004150675784290305 2018-06-05 19:59:11 -0400 <LilBwmaloney> People Are Roasting Donald Trump For Not Knowing The Words To "God Bless America" - BuzzFeed @realDonaldTrump   https://t.co/MXKhnP4Z4K
1004150674005856256 2018-06-05 19:59:11 -0400 <cammiebraden> @realDonaldTrump At what cost to services that Americans rely on?
1004150673372598272 2018-06-05 19:59:11 -0400 <Tdcg1959> @amysuds @CazzISaidSo @realDonaldTrump As do I.
1004150673204809729 2018-06-05 19:59:11 -0400 <cswarren70> ..  @USDEPTJUSTICE @FBI @CIA @HouseGOP @SenateGOP @GOP @Emma4Change @davidhogg111 i am getting scared people-our rights and liberties are being taken away-When did US treat children and immigrants like this?? @realDonaldTrump @MELANIATRUMP @IvankaTrump @SenBobCorker @OrrinHatch  https://t.co/nqSdHZ5CnG
1004150672391114752 2018-06-05 19:59:11 -0400 <SamiaAliSalama> @realDonaldTrump What a sad little man you are! The president of the United States does not know the words to God Bless America! You shame us before the world.
