1117215889391112192 2019-04-13 19:59:59 -0400 <tlorcrg> @realDonaldTrump You should know about lying and cheating!
1117215871439659008 2019-04-13 19:59:55 -0400 <SteveTh70146121> @realDonaldTrump Close it  Write an executive order to ban all immigration and asylum until we get this under control
1117215870520946688 2019-04-13 19:59:55 -0400 <vmdesousa9> @realDonaldTrump Just close all the borders, north and south, and be done with the rest of the world.
1117215869019488257 2019-04-13 19:59:54 -0400 <philtmiller> @realDonaldTrump Nope, You are lying again!! Are you completely oblivious to the coordinated effort to take you out of office? There are people that you trust that are actively working AGAINST you and you are too self absorbed to even see it!! SO WEAK!!!
1117215867325038592 2019-04-13 19:59:54 -0400 <ronrak> @ltnldy805 @realDonaldTrump  https://t.co/1kQXX6nSDl
1117215866389782528 2019-04-13 19:59:54 -0400 <SpeakandTeach> @realDonaldTrump Just like you loved Wikileaks, but now don't know them, or you didnt know who David Duke is, but your father was a Klansman.
1117215866049978369 2019-04-13 19:59:53 -0400 <GeneralSinsMAGA> @siggypop69 @SportsTalkBarry @realDonaldTrump Fake news, that’s Barry’s son and he was a saint minus one bad decision of purchasing marijuanas from an illegal immigrant alien
1117215865668128768 2019-04-13 19:59:53 -0400 <dleopard> @realDonaldTrump @nytimes Not true.
1117215865420824576 2019-04-13 19:59:53 -0400 <JohnnyGad> @realDonaldTrump @nytimes #FakeNews shall always remain Fake.
1117215864120598530 2019-04-13 19:59:53 -0400 <GlennaThill> @realDonaldTrump @nytimes You are the last person anyone should apologize to.
1117215862690340864 2019-04-13 19:59:53 -0400 <thanq19> @realDonaldTrump ,  Drop ‘em all off at @SpeakerPelosi ‘s gated residence with a ladder
1117215860114853888 2019-04-13 19:59:52 -0400 <daily_tomato> @realDonaldTrump This sounds like another one of your lies.  https://t.co/4DNK9VRl3i
1117215859037102081 2019-04-13 19:59:52 -0400 <kidtrillions> @ltnldy805 @realDonaldTrump The fact you ppl believe this is why you’re so broke
1117215858860933120 2019-04-13 19:59:52 -0400 <Luff_him_Bigly> @realDonaldTrump America LOVES you Mr President. Fake news would have you think otherwise.
1117215857825013761 2019-04-13 19:59:52 -0400 <KevinBarnett64> @realDonaldTrump @nytimes They never apologized
1117215857686376450 2019-04-13 19:59:51 -0400 <AlohaJenYoung> @realDonaldTrump 2-underground cash is distributed by illegal operations and not even going back into our economy! I’m a single mom and your putting my kids, safety at risk. Don’t you dare allow more migrants until we take care of our own!
1117215856877023232 2019-04-13 19:59:51 -0400 <wildgodchild> @realDonaldTrump How low will the fake news go?? Thank you Mr President for putting up with the BS!
1117215856725872640 2019-04-13 19:59:51 -0400 <NouveauBougee> @realDonaldTrump But you lie about everything so
1117215856486944770 2019-04-13 19:59:51 -0400 <training_scott> @realDonaldTrump @nytimes They’re reporting on a corrupt occupant in the Oval Office, YOU, Pinocchio!
1117215856361123841 2019-04-13 19:59:51 -0400 <HortenseHilda> @realDonaldTrump King trumpette yes you are cause they let u be King in name only
1117215855505489920 2019-04-13 19:59:51 -0400 <cawilliamson> @realDonaldTrump You are fake and corrupt.
1117215855094452225 2019-04-13 19:59:51 -0400 <Terry_A_Clark> @realDonaldTrump Says Donny as he stomps his feet in the Oval Office, crosses his arms and cries that the cool kids are picking on him again.. 😥😥😥 then Melania comes in and tells him to #BeBest as she walks out wearing jacket that says “I don’t care ..do you?”
1117215854612103168 2019-04-13 19:59:51 -0400 <sorkness_troy> @iamjeuro @SportsTalkBarry @realDonaldTrump  https://t.co/K39ooqcYRI
1117215854326767616 2019-04-13 19:59:51 -0400 <rubyslippers10> @realDonaldTrump What, call YOU to check for the truth?? Hahahahahahahaha, stop.
1117215849935441920 2019-04-13 19:59:50 -0400 <LeeCrand> @kenmartin73 @EatonSenator @realDonaldTrump @Ilhan Thank you, Ken. We here know her. She’s a better American than most born here. She does more to protect our democracy on any given day than most Americans do in their lifetimes. (Spoiler: ‘Keyboard Warriors’ are NOT working to protect anything but their frail egos.)
1117215849440600064 2019-04-13 19:59:50 -0400 <LHPace2> @realDonaldTrump Projecting again....this is getting boring.  #liarinchief #nobodybelievesyou #dumbasaboxofrocks
1117215849339858944 2019-04-13 19:59:50 -0400 <kjd_kimd63> @realDonaldTrump I definitely can do these things if I want to. But I definitely didn't do it. But I can do it. It's totally legal for me to do it, but I totally didn't do these things 🤪
1117215846764621832 2019-04-13 19:59:49 -0400 <TrumpBacke> @realDonaldTrump @nytimes Hmmm, that's a hell of NOs in this tweet. Why don't you at least try to create some fake proof of this? Like a WH video, or by quoting Fox News?
1117215846378528769 2019-04-13 19:59:49 -0400 <dyost55> @realDonaldTrump @nytimes I don't remember that.
1117215846353362944 2019-04-13 19:59:49 -0400 <YTLHapax> @johnnymanziels @JonPetri89 @CassandraRules @realDonaldTrump Trump makes money from the Presidency by forcing the secret service to stay at his properties, foreign diplomats buy his stuff to get favor, and foreign leaders give business advantages.    Just because he doesn't take a salary doesn't mean he shouldn't keep his promises.
1117215846273777665 2019-04-13 19:59:49 -0400 <imlonelyshank> @angelbabesgrany @SportsTalkBarry @realDonaldTrump  https://t.co/ZCsFx8iZlB
1117215845686611970 2019-04-13 19:59:49 -0400 <mal1976retaf> @Sandy_Beach3001 @best2blessings @Irishbillyclub @Una_Alta_Volta @UncleMauiMan @LadyChesapeake @BobThePsychic1 @GiacomoCeraolo @Trumponly @freeBikerBot1 @gillis_lester @Bjshorses1 @Lnr57 @Vazhog @GunderzT @iamqueenfran @the_amish_txtr @TammyChabot @1USMarine4MAGA @Mountainman0491 @n7zzt @NancyLucky @Helen47 @dianne1h @mickrussom @kimsey_n @Creamsickill @Littlleome @republamerican @mefersure @NewzGive @JoeFree76 @bonham_mr @aztattude @cliff_field @Desert_Crow @Gerry_a11 @NotcherBizness @OutlawedMind @happydavid67 @UKnowMikeOxlong @1st04Bravo @liljaebird @jbrady177 @dlr_rrx @Andy9375 @DocEvangelista @lindanix110 @Roe50 @realDonaldTrump Reagan laid the foundation for the fall of the Berlin Wall and the Soviet Union. His comment “Tear down that wall Mr Gorbachev” when Reagan was in front of the Brandenburg Gate (I was there for 2 weeks in 1985) will forever be remembered as one of the greatest speeches ever.
1117215845602734080 2019-04-13 19:59:49 -0400 <scottooooo> @realDonaldTrump See rule one of facist  https://t.co/OFsFfP1fPt verse them
1117215845061578752 2019-04-13 19:59:48 -0400 <thisdanstevens> @realDonaldTrump I appreciate how well you are to con your supporters into believing your lies.
1117215842348011520 2019-04-13 19:59:48 -0400 <Kevin33656341> @realDonaldTrump It only makes sence to care about our borders only a nation of fools belives its wise to just let anyone just waltz right into our country um hello it might be a good idea  to have some idea  as to who is comeing over here and why
1117215842314465281 2019-04-13 19:59:48 -0400 <godfatherwind> @realDonaldTrump Blah Blah Blah
1117215841462964224 2019-04-13 19:59:48 -0400 <windthin> @realDonaldTrump @nytimes Won?  You stole it, like you've stolen everything in your life.  But karma is catching up with you.  And you know it.  https://t.co/QNNzcQCYY2
1117215841374867456 2019-04-13 19:59:48 -0400 <dolfan1905> @SportsTalkBarry @realDonaldTrump Such a good looking lad thoughts and prayers scene
1117215840867356674 2019-04-13 19:59:47 -0400 <lau56> @realDonaldTrump Your own staff ratted you out, Individual-1...and you seem frustrated to me.
1117215838593929216 2019-04-13 19:59:47 -0400 <person796> @ltnldy805 @realDonaldTrump 😂😂😂
1117215838543781889 2019-04-13 19:59:47 -0400 <therightiswron6> @realDonaldTrump @nytimes You lost by 3,000,000 votes
1117215838459711488 2019-04-13 19:59:47 -0400 <JkFlower60> @realDonaldTrump I will never forget YOU took money for this tragedy, when you didn't need it!
1117215835104382976 2019-04-13 19:59:46 -0400 <EllieM72> @realDonaldTrump They don’t need to make you look bad, dude, you ARE bad.
1117215834504683521 2019-04-13 19:59:46 -0400 <Charles74486829> @realDonaldTrump @nytimes How about your FOX new and you posting fake new to all on your poll numbers????? Didnt see you say anything about that fake news
1117215834475122688 2019-04-13 19:59:46 -0400 <MontanaK8ie> @ChatByCC @realDonaldTrump Yes, it’s horrific how he treats Gold Star Families and Veterans. The draft dodging coward owes an apology! That would be a great start! His resignation would be much better!
1117215833380536322 2019-04-13 19:59:46 -0400 <heiressarts> @realDonaldTrump Never, ever, ever, Ever forget that He really, really, really, Really LOVES YOU!
1117215833019826182 2019-04-13 19:59:46 -0400 <LHvyleavy> @realDonaldTrump @nytimes Awww...sounds like someone must have had a lousy golf game today. 😭
1117215832638201856 2019-04-13 19:59:46 -0400 <jayne_westfall> @realDonaldTrump Is this all you have to do on your Saturday night???  HOW PATHETIC 🤬🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊
1117215832352940034 2019-04-13 19:59:45 -0400 <michaelmjr2> @realDonaldTrump @nytimes No sir Mr. Drunpf you are the corrupt one. More gaslighting.
1117215829861515265 2019-04-13 19:59:45 -0400 <gonzostein> @realDonaldTrump I don’t mind the immigrants. It’s your disgusting behavior that is bothersome. I’d gladly trade 1:1 all our Trump supporters for the immigrants.
1117215829035290624 2019-04-13 19:59:45 -0400 <OneWokeWoman> @SpeakerPelosi I'm soooo freaking pissed off Soooo freaking tired of y'all playing nice with @realDonaldTrump PLEASE Get. That. Son. Of. A. Bitch. Outta. Our. WH. #ImpeachTheMotherFucker Before we lose our country forever 🤦  https://t.co/wDy5jSb9Kw
1117215829022605313 2019-04-13 19:59:45 -0400 <therealbirchy> @BabeBachelor @realDonaldTrump  https://t.co/GuXXbvFByk
1117215827881811968 2019-04-13 19:59:44 -0400 <Collins18D> @RyanHillMI @realDonaldTrump  https://t.co/YyW9PTV3pR
1117215827424464897 2019-04-13 19:59:44 -0400 <kylecat10> @sfedroff @thehill @realDonaldTrump Here’s the thing, I’m not trying to hang out with the guy, but no, not everything he says is a lie. that’s ridiculous. He doesn’t “create division or hatred”. You do, when you assume something as asinine as me being a white nationalist!? You resorting to that...
1117215827173023745 2019-04-13 19:59:44 -0400 <EricOosterbeek> @realDonaldTrump @nytimes Collusion is not a crime. It's even worse. Participating with a country that rather sees and trying all to do so, should not be even in close range of a real leader. I want all to learn the history about this and why many where killed just because they disagreed.
1117215826493562881 2019-04-13 19:59:44 -0400 <Norma73583695> @ltnldy805 @realDonaldTrump  https://t.co/dIbyvgap4c
1117215826027917312 2019-04-13 19:59:44 -0400 <ZaldivarRFrank1> @realDonaldTrump @LindseyGrahamSC @foxandfriends And who said that? The people that work for you.
1117215824681623553 2019-04-13 19:59:44 -0400 <LilPolkSalad> @ECHOtheCALL @realDonaldTrump TALENTED @PolishPatriotPM is a helluva lot more authentic sounding than angry @AlecBaldwin.   @realDonaldTrump should bring this guy up at a #TrumpRally!   Way to go, dude! 👏 #MAGA  🇺🇸🇺🇸🇺🇸
1117215824203460608 2019-04-13 19:59:44 -0400 <WhatIfObama2> @realDonaldTrump  https://t.co/Pb9NwgmV8m
1117215822659846144 2019-04-13 19:59:43 -0400 <KyleAKAPasty> @iamjeuro @SportsTalkBarry @realDonaldTrump  https://t.co/ssCOOqWhB0
1117215819803648000 2019-04-13 19:59:42 -0400 <shellylfs> @realDonaldTrump Correction, in 1 year you will be gone!!!
1117215819367366656 2019-04-13 19:59:42 -0400 <SerioLynn> @realDonaldTrump @TigerWoods @TheMasters I thought you would be too busy for golf if you became president?  YOUR WHOLE DISGUSTING LIFE IS A LIE!!!
1117215819077955584 2019-04-13 19:59:42 -0400 <FrankAH3> @realDonaldTrump Something is seriously wrong with you. You really should get checked out. I'm sure there's a diagnosis but I'm not sure there's a cure.
1117215818012659712 2019-04-13 19:59:42 -0400 <Joeleach52> @realDonaldTrump How we know if you are being true full or just just trying to get your quota of lies in for the day?
1117215816381026304 2019-04-13 19:59:42 -0400 <iluispc_perez> @realDonaldTrump @nytimes  https://t.co/WTLLgj4Uc6
1117215813683933184 2019-04-13 19:59:41 -0400 <359841> @jjsmaga7 @robsmithonline @JesseBWatters @FoxNews @realDonaldTrump You are so right we are all Americans and we need to save America from Socialism and the cult of victimization.
1117215812488712192 2019-04-13 19:59:41 -0400 <RafaelRiverame4> @realDonaldTrump yo seguiré el proceso como dijo el oficial yo soy una persona decente y con valores y así somos muchos mexicanos el problema es la sedena y marina que ante lo evidente pues prefieren ahogar en el pozo de la mierda jajaja pobre mi tropa y marinos rafa
1117215810446077960 2019-04-13 19:59:40 -0400 <Sam201810> @realDonaldTrump Ah, poor little guy is frustrated.  How very presidential.  What a complete buffoon.  Do you ever read what you write to see just how incredibly stupid it sounds?  And, you did indeed show your own Border Officials just how corrupt and ignorant you really are.
1117215809716117504 2019-04-13 19:59:40 -0400 <ThompsonTown91> @realDonaldTrump And by the way, how the f&lt;€% can the illegals afford Disneyland anyway??! 🤔 I’ve been wondering this for YEARS. 🙄
1117215809028255744 2019-04-13 19:59:40 -0400 <cwyyell> @HoarseWisperer @realDonaldTrump He sounds and looks frustrated  https://t.co/u1M9D68yf0
1117215807912710145 2019-04-13 19:59:40 -0400 <JosiahHawthorne> @DanHinz65 @Franklin_Graham @realDonaldTrump Thank you.  And remember: as New York’s population increases, so does our economy, our number of House seats, and (I believe) our Electoral College votes.  We make good neighbors. Please send us more people to be good neighbors to.
1117215807447154690 2019-04-13 19:59:40 -0400 <healthcareicare> @Dax_x98 @LSD122070 @realDonaldTrump eveyone has why is this video still being shared
1117215806436196352 2019-04-13 19:59:39 -0400 <jamessweredosk1> @realDonaldTrump @nytimes You absolutely hate honest reporting.   BIGGEST LEADERSHIP FAILURE EVER.   #PUTINSBITCH.   #KIMJONGUNSBITCH
1117215805891129344 2019-04-13 19:59:39 -0400 <HomebodyHeaven> @realDonaldTrump Why so long?
1117215804335038465 2019-04-13 19:59:39 -0400 <joeystan58> @realDonaldTrump time to round up McConnell and McCarthy and get their concerns out in open    Ask for their ooonions   Ideas and plans for all areas    They can’t feel defeated that their ideas aren’t utilized by you 🙏🙏👍🏼👍🏼🇺🇸🇺🇸McConnell has played Paul Ryan attitude 😫
1117215804318191616 2019-04-13 19:59:39 -0400 <PYRAMID45> @realDonaldTrump 1st amendment ,the press isn't going anywhere if it weren't for them the piles of crap your involved in and have done &amp; are still doing would never have been found out. There is also something called the statue of limitations so yeah you know where  that's going..
1117215803491987457 2019-04-13 19:59:39 -0400 <DanKnorowski> @antifashyst @DavidWohl @realDonaldTrump Anyone else notice 159 likes in 14 minutes for D.W? Have to admire the programming of the BOT servers to spew out the likes for Trump's LIARS ON A 24/7 basis.
1117215803282284546 2019-04-13 19:59:39 -0400 <jrose5212> @realDonaldTrump Give it an F'in rest..  someone said you told them  Happy Birthday you would deny it  ,,,,,,
1117215801495445504 2019-04-13 19:59:38 -0400 <Skinny_teacher> @realDonaldTrump You've done nothing but support America and the constitution. Our founders would be proud  of your efforts.
1117215800799010817 2019-04-13 19:59:38 -0400 <JerryBushman> @realDonaldTrump @nytimes No they didn't, no one apologized for predicting you would lose, hell you predicted you would lose. You were gonna blame it on a rigged system
1117215800732024832 2019-04-13 19:59:38 -0400 <Kestner01> Best idea yet by @realDonaldTrump
1117215798211178496 2019-04-13 19:59:37 -0400 <Igot4kids> @realDonaldTrump Gee, I totally believe you after this halfassed Tweet explaining your innocence.
1117215797573820418 2019-04-13 19:59:37 -0400 <05bcrowl> @realDonaldTrump  https://t.co/4rTD0rnXAj
1117215797468962817 2019-04-13 19:59:37 -0400 <ZeusMGA> @realDonaldTrump 😂😂😂🤥🤪🤡  https://t.co/Z9LDYySvZQ
1117215794662916097 2019-04-13 19:59:36 -0400 <SharonLombardo0> @realDonaldTrump You are a wonderful President.  You have been slandered and treated with such uncalled for hatred and animosity.  But I truly believe that God has predestined you to turn America around.🇺🇸🌹
1117215794000121856 2019-04-13 19:59:36 -0400 <Mchris752> @siggypop69 @SportsTalkBarry @realDonaldTrump Different guy
1117215792549048320 2019-04-13 19:59:36 -0400 <MichaelMesser15> @realDonaldTrump @TigerWoods @TheMasters Always watch the Masters..Glad to see Tiger back in form, he was striking the ball really well and making some good putts. We will see if he can hold it together tomorrow. I don't think Tiger gets tired of winning either..
1117215791592747008 2019-04-13 19:59:36 -0400 <phillip_vote22> @therealrogue576 @realDonaldTrump 👍🏻
1117215791018139648 2019-04-13 19:59:36 -0400 <FinalE33> @krassenstein @realDonaldTrump 9000 is being kind
1117215790955057152 2019-04-13 19:59:36 -0400 <McKinnon56> @realDonaldTrump YOU ARE A LIAR  TRAITOR TRAITOR TRAITOR TRAITOR TRAITOR TRAITOR TRAITOR TRAITOR TRAITOR TRAITOR TRAITOR TRAITOR TRAITOR TRAITOR TRAITOR TRAITOR TRAITOR TRAITOR TRAITOR TRAITOR TRAITOR
1117215790879498242 2019-04-13 19:59:36 -0400 <Christi46119463> @GinoPalomino1 @Top_Sergeant @realDonaldTrump @NBCNews Don't you have a date with a sibling or a kkk meeting to go to Gino?
1117215790443442177 2019-04-13 19:59:35 -0400 <nelsonenriquex> @leonline2000 @Coro83908650 Yo no le daría a Capriles más importancia al final el mismo se quemó al entregar las elecciones, estamos claros quien lleva el timón en esta situación (@realDonaldTrump) y a quién designaron para terminar con el régimen (@jguaido) allá los que vayan en dirección contraria
1117215789583671296 2019-04-13 19:59:35 -0400 <NateOmega> @Shrimp_Rick__ @DanDannyrabbit @EdKrassen @realDonaldTrump why would I be shocked?
1117215789319360512 2019-04-13 19:59:35 -0400 <Youmadbromaga> @ViN_Mistry @JimKilbane @realDonaldTrump From Canada i see, tell me how your country is doing, shit health care, taxed to the brink of working for basically nothing and a immigration culture who will destroy any economic growth you have. Gtfoh with your Canadian politics
1117215786903404545 2019-04-13 19:59:35 -0400 <ross7321> @krassenstein @realDonaldTrump I'd take that bet
1117215786177843201 2019-04-13 19:59:34 -0400 <blaccoffee> @realDonaldTrump Okay. If you say so. Are you sure that you are not frustrated? I am frustrated with both sides frankly. On one hand you talk about undocumented immigration in xenophobic ways (1)..
1117215784420487174 2019-04-13 19:59:34 -0400 <CBarrett93> @usa_latinos @ltnldy805 @realDonaldTrump  https://t.co/M0rfLz9516
1117215784017833985 2019-04-13 19:59:34 -0400 <memememe1927> @realDonaldTrump I guess your million dollar golf game is over. Can you stop wasting our hard earned tax dollars in your unnecessary vacations?
1117215782553960448 2019-04-13 19:59:34 -0400 <mikemnyc> @realkarlcox @realDonaldTrump @nytimes Show me one documented piece of data that support’s Drumpf’s assertions… There are none, but you still believe. SAD!
1117215781014704129 2019-04-13 19:59:33 -0400 <ChuckDingwall> @realDonaldTrump @nytimes Cheater you paided off porn stars and playboy bunnies days before the election you worked with Russia to steel the election. You know it how you can look your self in the mirror is amazing
1117215780465065985 2019-04-13 19:59:33 -0400 <ysmithwas> @realDonaldTrump Liar #ShitHolePresident  https://t.co/6OPgxE36hs
1117215779085271041 2019-04-13 19:59:33 -0400 <tommywlly> @itsJeffTiedrich @realDonaldTrump And your talking about somebody else’s hair, bahahahahaha.
1117215778196082688 2019-04-13 19:59:33 -0400 <allen12291958> @ltnldy805 @realDonaldTrump Lol
1117215777667657728 2019-04-13 19:59:32 -0400 <tanker473> @realDonaldTrump @nytimes TO STAND UP AND BE COUNTED.  IT'S TIME TO TAKE OUR COUNTRY BACK FROM THOSE THAT ARE GIVING IT AWAY TO ANYONE THAT WANTS IT.  TO ALL THE MOOCHERS, TO ALL THE CRIMINALS, TO ALL THOSE THAT JUST WANT TO SUCK OFF THE GOVERNMENT TEAT.  IT'S TIME TO OUST THE DEMONTWAT TRAITORS TO OUR
1117215777055215616 2019-04-13 19:59:32 -0400 <real_trump_news> @realDonaldTrump Just resign already
1117215776640053248 2019-04-13 19:59:32 -0400 <dreamlogiks> @sydrasmith @MelodyDashora @IlhanMN @KayKosmos @realDonaldTrump true, she was educating how most Muslims are often unfairly implicated in the actions of terrorists. It would only be logical that 9/11 would be brought up as that has been a major stigma in our country but that was Al Qaeda. It's been a month &amp; they reek of racism.
1117215771279745025 2019-04-13 19:59:31 -0400 <Wes72971> @realDonaldTrump No one believes you!!!
1117215771166433280 2019-04-13 19:59:31 -0400 <fastfaderoute> @IAMGOAT10 @realDonaldTrump  https://t.co/PAbMTjaH18
1117215771162234886 2019-04-13 19:59:31 -0400 <Monaleal> @realDonaldTrump You are an enemy to America. A sleeper. Just like those who massacred 2996. Including the 19 hijackers oh and let's not forget 6000 more were injured an immediate deaths including 265 on the four planes. You cannot make us forget the evil that occurred that day
1117215770029645824 2019-04-13 19:59:31 -0400 <mrssalcido> @MalenaHonaker @realDonaldTrump Nope! Carlos Slim doesn’t give a rat’s ass about his own people either.  He’s mad that Trump didn’t renew the “free phone” manufacturing gig he had under Obama!
1117215767106392066 2019-04-13 19:59:30 -0400 <delays_delay> @realDonaldTrump Gone where? You're not making sense, Donald. You should relax. Enjoy a quiet evening with your family.
1117215767034941440 2019-04-13 19:59:30 -0400 <J05478844> @SportsTalkBarry @realDonaldTrump Your son died because he did NOT accept responsibility for HIS OWN ACTIONS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  An immigrant did NOT KILL YOUR SON.....YOUR SON DIED BECAUSE HE DID DRUGS!!!!!!!!!!!
1117215765810352128 2019-04-13 19:59:30 -0400 <Curiousgrl10> @macsmachine @realDonaldTrump Racist
1117215764560236545 2019-04-13 19:59:29 -0400 <Grubsweatcheers> @realDonaldTrump Liar
1117215764182781952 2019-04-13 19:59:29 -0400 <pb_ml> @realDonaldTrump If you are lying there are people who know and they have a moral obligation to tell us the truth. Silence is complicity and history will judge harshly.
1117215763377598464 2019-04-13 19:59:29 -0400 <bdwife81> @realDonaldTrump @nytimes Speaking of corrupt, your whole entire administration as well as EVERY member of your family is corrupt!
1117215762949783552 2019-04-13 19:59:29 -0400 <johnecarson6228> @realDonaldTrump Lose the border mr big mouth I dare you the American voters dare you your all talk blowhard!! The only thing that is trulyFAKE IS YOU AND YOUR ADMIN YOUR NOT FOR  AMERICA JUST YOURSELVES!!
1117215762916290560 2019-04-13 19:59:29 -0400 <BKomia> Because @realDonaldTrump tweeted, I just saved $1 for [My travel goal]!
1117215761989361666 2019-04-13 19:59:29 -0400 <Judgement63> @RyanHillMI @realDonaldTrump I don’t even know who you are (thank goodness), but you are clearly one angry little man. Turn off #CNN.
1117215761875914752 2019-04-13 19:59:29 -0400 <myjaybrs> @michaelschweitz @joncoopertweets @BarackObama @realDonaldTrump  https://t.co/OoEJ1ar714
1117215761062195200 2019-04-13 19:59:28 -0400 <clproffitt05> @ltnldy805 @realDonaldTrump Indictments are coming grab your popcorn. Obamas the biggest hoax to ever be played on the American people
1117215760621789185 2019-04-13 19:59:28 -0400 <logicus2> @Christ_Will_Iam @realDonaldTrump Fuzzy math... keep MAKING stuff up
1117215760521355264 2019-04-13 19:59:28 -0400 <shorelifecrissy> @MicahBergdale @thehill @realDonaldTrump Moral high ground?👌🏻😂😂😂😂
1117215758667460610 2019-04-13 19:59:28 -0400 <alvinebks> @realDonaldTrump More unbelievable lies! Sad!
1117215757765697538 2019-04-13 19:59:28 -0400 <AkrosBooks> @realDonaldTrump @nytimes 😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁
1117215757279141893 2019-04-13 19:59:28 -0400 <spitfirehk> @realDonaldTrump Don't believe you
1117215757060931586 2019-04-13 19:59:28 -0400 <dickius> @realDonaldTrump You sound frustrated
1117215756494700544 2019-04-13 19:59:27 -0400 <s_carruth> @realDonaldTrump Since your desire to close the border, despite the legal impediments, was a factor in the forced resignation of Ms. Nielsen. why would we NOT believe that you continued to pursue it?  https://t.co/KGMmBDfQuQ
1117215752979873792 2019-04-13 19:59:27 -0400 <psforza80> @realDonaldTrump  https://t.co/ElJM9uK2q5
1117215749276229632 2019-04-13 19:59:26 -0400 <daily_tomato> @realDonaldTrump This sounds like another one of your lies.  https://t.co/3nCMuwfS7i
1117215746772406273 2019-04-13 19:59:25 -0400 <JSpangs44> @Anthony89043629 @krassenstein @realDonaldTrump @nytimes He doesn't owe me 1.
1117215744805232641 2019-04-13 19:59:25 -0400 <Magician247> @nancysue09 @realDonaldTrump @nytimes The world is not laughing and I am proud to have voted for Trump. I don’t believe the lies you do.. I am proud of the great economy and he is trying to make with North Korea. As well as on other things.   https://t.co/SFRToPGL0T
1117215742133301248 2019-04-13 19:59:24 -0400 <kunkelKAG> @Krista17291294 @ltnldy805 @realDonaldTrump You sound jealous
1117215741013561345 2019-04-13 19:59:24 -0400 <hawkeyema27> @realDonaldTrump  https://t.co/6ciTBUVoPG
1117215740669693952 2019-04-13 19:59:24 -0400 <jarrodwoloslpc> @realDonaldTrump @nytimes The fantasy world you live in, is a very strange one. It’s got to be hard to be both the king, and the constant victim of all of your stories.
1117215739134398464 2019-04-13 19:59:23 -0400 <politicalthinkr> @realDonaldTrump Every tweet is a lie.
1117215738501189632 2019-04-13 19:59:23 -0400 <chri5k3nn3dy> @realDonaldTrump But what shall we do about the changes to the dekebone roundabout @IainConnell
1117215736538312704 2019-04-13 19:59:23 -0400 <Jerry47497913> @realDonaldTrump Fake President Corrupt President Lying President Ol Cadet Bonespurs One Term President
1117215734562742273 2019-04-13 19:59:22 -0400 <petermeister15> @DavidWohl @realDonaldTrump Yes ask your son #Dumbo
