984944318975807488 2018-04-13 19:59:59 -0400 <gayscreams> @realDonaldTrump AAAAAAAHHAHAHAHAHAHAHAHA
984944267369046016 2018-04-13 19:59:47 -0400 <nwparsons> @rolandsmartin History shall dictate how this whole #whitehouse with @realDonaldTrump and his #swamp go down. They are no example or action of serving our citizens like #JamesComey and those at the #FBI
984944266341441543 2018-04-13 19:59:47 -0400 <gayscreams> @realDonaldTrump AAAAHAHAHAHAHAHAHAHAHAHAHA
984944266194669569 2018-04-13 19:59:47 -0400 <NoThatCat> #Treason @GOP @realDonaldTrump must #resign  https://t.co/82a5yacMTG
984944262247727105 2018-04-13 19:59:46 -0400 <AmandaD4Peace> @SpyTheLiar @Mkbowshow @realDonaldTrump On which planet??
984944261744484352 2018-04-13 19:59:46 -0400 <mhurley79568998> @realDonaldTrump Fuck you. You’ve given nothing to this country without a payback. Your treatment of lifetime lawmen, is disgraceful. This non-sense where you declare support for the rank and file while disparaging their top leaders, while not understanding our democracy, at all, is nauseating.
984944261010407426 2018-04-13 19:59:45 -0400 <mmooneytake5> So, Mueller has proof that Cohen went to Prague during late summer 2016 (McClatchy Newspapers report)  Did he meet with Russians on behalf of Trump? ...  Did they discuss throwing the election to Trump? What say you @realDonaldTrump ?
984944259961892864 2018-04-13 19:59:45 -0400 <arunningriot> @realDonaldTrump #CohenFlipped #CohenFlipped #CohenFlipped #CohenFlipped #CohenFlipped #CohenFlipped #CohenFlipped #CohenFlipped #CohenFlipped #CohenFlipped
984944259743780871 2018-04-13 19:59:45 -0400 <beneezadick> @realDonaldTrump Wait...didn’t you pardon a convicted lying leaker today?
984944257474560000 2018-04-13 19:59:45 -0400 <TheFaction1776> @Justin_D_Powell @PeterSweden7 @realDonaldTrump @tedcruz @DonaldJTrumpJr @SteveKingIA @AnthonyCumiacm He seems to be the exception to the rule, and as we all know, the powers that be hate Sabo far more than they hate Anthony.
984944257109778432 2018-04-13 19:59:44 -0400 <timothywmurray> @Amy_Siskind This is not accurate.  There is no way that @realDonaldTrump could articulate a mission so complex  (let alone conceptualize it).  The person in question is a more experienced warmonger. @AmbJohnBolton
984944252873519105 2018-04-13 19:59:43 -0400 <dawnomj> @realDonaldTrump @realDonaldTrump  USA is not one word!
984944250751213569 2018-04-13 19:59:43 -0400 <MikeCripps4> @GovMikeHuckabee @realDonaldTrump If Comey had tits and a pussy, Trump would have paid him off by now!
984944248746160128 2018-04-13 19:59:42 -0400 <mntwelch1> #InvestigateDontRetaliate!! #InvestigationNoRetaliation!! It's the cabal! @realDonaldTrump @tracybeanz @true_pundit @LisaMei62 @TrishaDishes @antischool_ftw
984944248083615745 2018-04-13 19:59:42 -0400 <llortadeeph> @Mkbowshow @realDonaldTrump COMING TO A LOCATION NEAR YOU  https://t.co/eVFxZz60lg
984944248058470400 2018-04-13 19:59:42 -0400 <radiomankc> @LarryMUllrich @realDonaldTrump And the paper cup of  laced Kool-Aid is on your desk.  Good luck, Donny Five Angels!
984944245793591296 2018-04-13 19:59:42 -0400 <john196201> @MichaelCohen212 @shemuelleos @realDonaldTrump @ACLJ Prescient as this was tweeted on April 1st.
984944244606586880 2018-04-13 19:59:41 -0400 <SteveKKKing> @SteveKingIA @realDonaldTrump @SecretarySonny You were probably hoping for more Chinese masseuses to import to Iowa?
984944242282958848 2018-04-13 19:59:41 -0400 <260952G> @FoxNews @realDonaldTrump Did Mexico finally agree to pay as Trump promised?
984944242115141632 2018-04-13 19:59:41 -0400 <22JHNative> @tenax666 @grantstern @dianerocks52 @SallyQYates @OccupyDemocrats @realDonaldTrump Trump is the #PissPoorPotus.
984944238696779778 2018-04-13 19:59:40 -0400 <BarbaraBW19945> @realDonaldTrump The slimeball is the guy (hint, hint orange hair) who had an affair with a porn star within a few months of his wife giving birth.  I could go on and on.
984944236574355456 2018-04-13 19:59:40 -0400 <ljtrask> @politvidchannel Pics are like audio tapes, @realDonaldTrump ...you can't undo them.
984944236289282048 2018-04-13 19:59:39 -0400 <Bluereb46> @realDonaldTrump I guess it’s true there’s a law for  the elites then there’s a law for us. NOTHING RIGHT ABOUT that.
984944235974676481 2018-04-13 19:59:39 -0400 <twittchatty> @realDonaldTrump 🤣🤣🤣
984944232875126789 2018-04-13 19:59:39 -0400 <miacusumanonyc> @realDonaldTrump I fucking HATE you. You are a stain on this country. A fucking stain.
984944228647231490 2018-04-13 19:59:38 -0400 <mtaft48> @SnoDragon57 @realDonaldTrump Hello how are you
984944228118675456 2018-04-13 19:59:38 -0400 <leannrich17> @TomWellborn @realDonaldTrump She should have had an abortion.
984944227455926274 2018-04-13 19:59:37 -0400 <CateM5550> @alwaysresist45 @jayray119604 @FeysPerson @A2Pirana @RCdeWinter @realDonaldTrump Let's not forget laundering shady money is a total crime. trump's a self made career criminal, &amp; his time is finally up. It's #MuellerTime . Running for POTUS is the worst mistake trump ever made. He truly is the biggest MORON in the United States of America.. 💞🇺🇸💞😂 #resist  https://t.co/QnGGitWq8p
984944226390560768 2018-04-13 19:59:37 -0400 <gail_lister> @realDonaldTrump   https://t.co/erWfK2Xxgw
984944225128087553 2018-04-13 19:59:37 -0400 <ZaZaTheBore> @MichaelCohen212 @POTUS @realDonaldTrump Hey Mikey, why so silent? FBI got your phone?
984944224717197312 2018-04-13 19:59:37 -0400 <RneebesNeebes> @christysevans @TimBrow84884148 @FoxNews @realDonaldTrump @FBI That's a good plan.
984944223899140097 2018-04-13 19:59:37 -0400 <ladyv65> @jjmoon66 @LarryMUllrich @realDonaldTrump Amen you speak the truth now if only they would 👂 listen!
984944223211401216 2018-04-13 19:59:36 -0400 <A2Pirana> @Alsx96772381 @LilahBean73 @jayray119604 @FeysPerson @RCdeWinter @realDonaldTrump 4 followers!🤣😆😂🤣😅Yeah, you don't know sh-t!
984944222112485376 2018-04-13 19:59:36 -0400 <junebugsandjel1> @realDonaldTrump You really are a pitiful piece of crap!  https://t.co/LNFs9Xsh0v
984944222070456320 2018-04-13 19:59:36 -0400 <EricthePrice> @AliAdair22 You are all over the place with your assumptions.  HRC rigged the primaries, she and her corporate cronies took away the peoples choice that was @SenSanders who would have DOMINATED @realDonaldTrump in the election.  After she cheated Bernie, TYT still supported her.  https://t.co/SKBBQ2ZHrt
984944219201593344 2018-04-13 19:59:35 -0400 <buzzerdrenonv> @LarryMUllrich @realDonaldTrump ......and deservedly so!!!!!    ......and then should be than.
984944217091903489 2018-04-13 19:59:35 -0400 <KayOrnella1> @michaelprivate @Kimb3rlyDavis @realDonaldTrump 12 followers
984944215691026433 2018-04-13 19:59:35 -0400 <ForProgress2> @RepDevinNunes Very, very interesting . . .you say "we'd like to be friends with Russia" as if you and @realDonaldTrump  aren't already #BestBuds with them.  Are you sure your weren't in Moscow for the #GoldenShower show?  Really?  Oh, you weren't invited?  Sad.
984944214373875713 2018-04-13 19:59:34 -0400 <ZotMeister> @realDonaldTrump You call Comey a liar, but yet pardon Libby who put a CIA agent's life in jeopardy and could no longer do her job.  Libby is a traitor and should be in prison.
984944210980851713 2018-04-13 19:59:33 -0400 <Jramirez618> @reason @realDonaldTrump @tomangell There seems to be a conservative renaissance thankfully here to strip power from the federal govt of this power. Trump, Senator MCConnell and former Speaker Boehner to get the ball rolling in that direction.  https://t.co/6uRLJTNE3h
984944208955002880 2018-04-13 19:59:33 -0400 <Sal_S1979> @realDonaldTrump Someone’s projecting again.
984944205859614720 2018-04-13 19:59:32 -0400 <DSmithSD> @BBCJonSopel @IntelCrab @realDonaldTrump Here we go!
984944204240605185 2018-04-13 19:59:32 -0400 <assonetwoman> @NicolleDWallace @Morning_Joe @morningmika @realDonaldTrump Kids know what you teach them and if you want to teach them not to respect the office of the President ,I fear for this country.
984944200432148480 2018-04-13 19:59:31 -0400 <ddogsdad> @realDonaldTrump Please point out the word LIED ANYWHERE IN THE REPORT.
984944196174909440 2018-04-13 19:59:30 -0400 <janice01221> @DearAuntCrabby @realDonaldTrump HARM, he has done NOTHING but HARM!
984944195810013184 2018-04-13 19:59:30 -0400 <POOBAHPOX> @Mrs_FiFi @PoisonIvyResist @MichaelCohen212 you are NO FIXER maybe a resistor but NO fixer you were not smart enough to cover your tracks! SELF PRESERVATION will kick in, &amp; your going to flip and give up the goods on old man Trump, and oh what a story you will tell @realDonaldTrump be afraid be very afraid
984944193494831111 2018-04-13 19:59:29 -0400 <sir_nose55> @DearAuntCrabby @realDonaldTrump WELL, 👇🏿 Mar-a-lago was originally his home. He got into so much financial trouble that the bank "advised" 👉🏿 (Made)👈🏿 him convert it into a Gulf Club.  After becoming POTUS, he negotiated with his self to double the membership Fees.  Mar-a-lago  https://t.co/q6qhz8LBpI
984944192156729344 2018-04-13 19:59:29 -0400 <Prince3eb> @realDonaldTrump   https://t.co/zaRdNs0N4f
984944190479093760 2018-04-13 19:59:29 -0400 <MJ72804966> @realDonaldTrump We are with you, Mr. Trump!
984944189367611392 2018-04-13 19:59:28 -0400 <cubanito5555> @52gopher @realDonaldTrump @WI_Resistance @kals55 @wildwestleft @SpeakerRyan @WausauGreenTea @backhoeman1940 @GOP Anti-American.That's what you are.President is battling the greatest corruption apparatus.He will eventually triumph .He got the truth on his side.
984944188172021760 2018-04-13 19:59:28 -0400 <hnicoleyoung3> .@realDonaldTrump Scooter Libby is gay &amp; was prolly a main squeeze of gay nazi aole Dickless Cheney when Libby was his aide. Friggin GENIUS move pardoning him, tho, b/c it exposes how far back Comey &amp; Mule-er go with slime. It also underscores the need to dump special prosecutors
984944187802923008 2018-04-13 19:59:28 -0400 <TinaParkhurst> @realDonaldTrump Since we know you can't be bothered with numbers that hurt your head, immigration is down. Stop pushing a useless wall. Although you may need it to keep people IN the U.S. if you stay in office much longer.
984944187622621184 2018-04-13 19:59:28 -0400 <ZOMB13K1LL3RS> @realDonaldTrump  https://t.co/cbhz5D8SRg
984944186502844417 2018-04-13 19:59:28 -0400 <RHONDA_USA> @suprdupe love your bio! He had me from, “the escalator”, too! @realDonaldTrump @FLOTUS are a classy couple! He spoke to us!
984944185894686720 2018-04-13 19:59:27 -0400 <JardinAngels> @realDonaldTrump @SpeakerRyan @SenateMajLdr @HouseGOP @SenateGOP @JohnCornyn @LindseyGrahamSC @Comey Other than Donald Trump, Michael Cohen’s clients are: John Barron, John Miller &amp; David Dennison. 😂🤣😂  (from .@AbogadoFg )
984944184858574848 2018-04-13 19:59:27 -0400 <AllegromyUSA> @DoubleT2323 @ryanryeguy89 @realDonaldTrump Check his and his daughter’s clothing lines. Not made in USA
984944183172530177 2018-04-13 19:59:27 -0400 <skipperphoung> @bestdad2000 @realDonaldTrump Well .... It's partly right .....  " Donald Trump will go down .. for a long time"
984944182589403138 2018-04-13 19:59:27 -0400 <cadenceofmylife> @ItsMeCathi @realDonaldTrump I'll pet my pups and kitty on that!
984944181733806080 2018-04-13 19:59:26 -0400 <MikeBAllDay> @realDonaldTrump Finkle is Einhorn?
984944181717151744 2018-04-13 19:59:26 -0400 <trumpsucks1960> @realDonaldTrump Might want to pack your bags   https://t.co/xnIa8NDSRQ #potus #trump #MAGA #news @realDonaldTrump @nikkihaley @seanhannity @DonaldJTrumpJr @Cabinet @newtgingrich @SenJohnMcCain @RandPaul
984944181352321025 2018-04-13 19:59:26 -0400 <CarolATaylor10> @SpadeRanchMules @TheeAndroidRulz @BasedMonitored @PrisonPlanet @Cernovich @Lauren_Southern @bakedalaska @DonaldJTrumpJr @realDonaldTrump @RealJamesWoods @StefanMolyneux @polNewsForever Photo Shop a bit? Lol  trumpfs biggest Wart on American Asses!!
984944181209632768 2018-04-13 19:59:26 -0400 <HalewhatLoretta> @realDonaldTrump Liar, slime ball...it takes one to know one.
984944180249194497 2018-04-13 19:59:26 -0400 <DebbyHouse5> @realDonaldTrump #ResignNOW
984944179330641920 2018-04-13 19:59:26 -0400 <EddieThunder44> @DearAuntCrabby @realDonaldTrump According to Sahara,  his greatest accomplishment was firing Comey. Does that count? 😉
984944173978652673 2018-04-13 19:59:25 -0400 <thewritingraven> @realDonaldTrump Well. Looks like it’s finally time for a complete mental break
984944168232411136 2018-04-13 19:59:23 -0400 <KeeperCooper1> @SenFeinstein telling it like it is @realDonaldTrump ! #Truth about #Trump #LiarInChief  https://t.co/40bTgdh4Oo
984944167867617286 2018-04-13 19:59:23 -0400 <JamesCWhite2> @realDonaldTrump Hell yes. He's a scum bag.I want to know why he ain't in jail awaiting trial for his lying and leaking damnit. I would be.Bullshit justice system.
984944166139514881 2018-04-13 19:59:23 -0400 <kepl17> @realDonaldTrump Trump said leaker. Lol #ReleaseThePeeTape
984944165883609090 2018-04-13 19:59:23 -0400 <NatHale1776> @realDonaldTrump Lookin’ like #Trump found out his relationship with #MichaelCohen may not be attorney-client (kinda hard to have that unless 1 party is actually practicing law, which Cohen may not have been). That could mean NONE of the evidence, including recordings, seized is privileged.../1
984944165539733507 2018-04-13 19:59:23 -0400 <DRoeder5> @Rsimmons6Tammy @realDonaldTrump And take the rest of your lying #Treasonous family &amp; administration with you! @POTUS @DonaldJTrumpJr @IvankaTrump @MELANIATRUMP @FLOTUS @VP @EricTrumpFdn @Trump  @LaraLeaTrump @IvankaTrumpHQ @SecondLady @jaredkushner  #DISGRACEFUL #LIARS #DeathPenaltyForTraitors #PrisonForTreason
984944164432482304 2018-04-13 19:59:22 -0400 <grandma_mickey> @realDonaldTrump Tell it to a judge, liar.    Here's a truth that can be proven: Your hands are TINY compared to Comey's!
984944164390354944 2018-04-13 19:59:22 -0400 <Lauriesutherla5> @NancyPelosi @realDonaldTrump Democrats don't know what the rule of law is. They make it what they want when they want. Dirty, nasty party. Again sound stupid. Hillary Jr.
984944164239327232 2018-04-13 19:59:22 -0400 <aw8sus> @realDonaldTrump But, but there’s all those automotive jobs being lost Right Now #NoTarrifs
984944164025651200 2018-04-13 19:59:22 -0400 <LazuliLady> @realDonaldTrump WE ALL KNOW YOU’RE NOT THE REAL PRESIDENT! PUTIN FLIPPED IT FOR YOU!
984944163463417856 2018-04-13 19:59:22 -0400 <H2omanco> @realDonaldTrump Yes you are. Can't wait for IG report to come out to see how Nancy and Chuck spin that.
984944162591174656 2018-04-13 19:59:22 -0400 <ejm845> @realDonaldTrump witch hunt my ass ur as good as impeached  https://t.co/rwp082c444
984944162045767681 2018-04-13 19:59:22 -0400 <PDujari> @NicolleDWallace @Morning_Joe @morningmika @realDonaldTrump I can’t believe the awful comments people have left about this tweet. Never attack someone for parenting differently than you would. Everyone has a different situation. As for @Morning_Joe for ppl who say they don’t like the show they sure follow it! 🤦🏻‍♀️
984944159969697792 2018-04-13 19:59:21 -0400 <leonardbartolo2> @Sallygirlygirly @realDonaldTrump everything GOLDEN EVEN the SHOWERS w a peace o shait
984944158258450438 2018-04-13 19:59:21 -0400 <N650AS> @TomFitton @JudicialWatch @realDonaldTrump Comey is about to find out what taking on the President of the United States.....means.....What an idiot.....sheltered for all those years by the Crooked Clinton Crime Family.
984944156756905984 2018-04-13 19:59:21 -0400 <msdefarge> @jenweather @mousecove @Diderotin @browns_brewer @jssdrummer @JohanClimacus @LarryMUllrich @realDonaldTrump Same face edited hair
984944154340929536 2018-04-13 19:59:20 -0400 <karlaent> @realDonaldTrump And you lie, lie, lie every minute of the day. So what? Big baby. Just #resignNOW
984944154265321472 2018-04-13 19:59:20 -0400 <iamjohnnyhvegas> @realDonaldTrump   https://t.co/ml0LISjZJJ
984944154093543424 2018-04-13 19:59:20 -0400 <arunningriot> @realDonaldTrump #CohenFlipped #CohenFlipped #CohenFlipped #CohenFlipped #CohenFlipped #CohenFlipped #CohenFlipped #CohenFlipped #CohenFlipped #CohenFlipped #CohenFlipped
984944153908805637 2018-04-13 19:59:20 -0400 <AlexVickeryHowe> @shadowbantwice @Alibrahimy21 @realDonaldTrump I love you too, random person pretending to be a lobster because you’re too cowardly to use your real name. 🍭🌼🌷
984944153808261123 2018-04-13 19:59:20 -0400 <AuntSnoozie> @tedlieu @MikeAndy128 @realDonaldTrump @POTUS This brings an unholy grin to my face!!!
984944153233641474 2018-04-13 19:59:20 -0400 <smublvd01> @Anonypus @realDonaldTrump Ha..you sound bitter, an desperate..but mainly like a moron....enjoy your tax cut
984944151702614016 2018-04-13 19:59:19 -0400 <spayer> @VABVOX @realDonaldTrump Girlfriend cheating on HIM?
984944150800814081 2018-04-13 19:59:19 -0400 <jonveverett> @realDonaldTrump on Syria, only thing to do is cut off the head of the snake to end it all, results need to be handled anyway.
984944148586221569 2018-04-13 19:59:19 -0400 <LovesChloe_x100> Let the #tapes begin. @realDonaldTrump is despised. You know it, I know it and so does Congress. #speakupGOP  https://t.co/SGDXB2ipIK
984944144966615040 2018-04-13 19:59:18 -0400 <Pat11129853> Footage Of Abused Children Captured On Jeffrey Epstein’s Pedo Island  https://t.co/FOwvKMkcwd via @yournewswire         #IBOR #FridayThe13th #GreatAwakening  #ReleaseHRCVideo  #TrueLiesQNN  #QAnon  .@realDonaldTrump  .@TrueliesQNN .@TrueLiesPat
984944144287182849 2018-04-13 19:59:18 -0400 <jakehirsch77> @ActorAaronBooth @McClatchyDC @realDonaldTrump @MichaelCohen212 would not lie.  Ever.
984944141435105280 2018-04-13 19:59:17 -0400 <amywarr26606315> @realDonaldTrump Stormy
984944138696130562 2018-04-13 19:59:16 -0400 <Christwo4E> @realDonaldTrump   https://t.co/qE4e0c9Cfu
984944136666021889 2018-04-13 19:59:16 -0400 <richj1940> @realDonaldTrump U ought to be ashamed of your self u should look in a mirror
984944136410292224 2018-04-13 19:59:16 -0400 <CNNLOSTCAUSE> Congrats! You are amazing and happy to have you on @realDonaldTrump side! Thank you !  https://t.co/DlhQI4F0Z1
984944133306449920 2018-04-13 19:59:15 -0400 <elrubio1027> @WhiteHouse LIES, LIES &amp; MORE LIES @realDonaldTrump @WhiteHouse  https://t.co/dWNWW87NeK
984944133122023425 2018-04-13 19:59:15 -0400 <polleynamedmatt> it’s entirely possible that @realDonaldTrump is a bad apple. i just am getting a bad feeling about this guy.
984944131020439552 2018-04-13 19:59:14 -0400 <lauriedickson30> @murguiacristina @realDonaldTrump Poor girl
984944130903171072 2018-04-13 19:59:14 -0400 <Why__President> @jenweather @mousecove @Diderotin @browns_brewer @jssdrummer @JohanClimacus @LarryMUllrich @realDonaldTrump   https://t.co/2Xjq5wSe7W
984944129741393920 2018-04-13 19:59:14 -0400 <shadowconn> @mmoates @realDonaldTrump Wow . .soo not surprised.  We all knew the swamp ran deep......  we just weren't sure how deep.
984944129292447744 2018-04-13 19:59:14 -0400 <stonedmud> @realDonaldTrump  Have the brits bomb targets in syria,while u.s. and israel hit Iranian targets. french can help the brits.
