1070105467538423808 2018-12-04 18:59:59 -0400 <sixthgentexan> @StephenHWard1 @GOPChairwoman @realDonaldTrump “Permanent Residents”
1070105400828153856 2018-12-04 18:59:43 -0400 <1776MAGA1> @realDonaldTrump They should be paying us for sharing our knowledge &amp; tech for them to use to clean up their own damn messes &amp; they should thank America for setting the standard &amp; example we have been adhering to for nearly 50 years &amp; going now..crazy ..walk through Detroit put our monies there
1070105398257115136 2018-12-04 18:59:43 -0400 <deetmar61> @realDonaldTrump Making it all about you guys.  Looks like the Handmaids Tale, classless
1070105396499677184 2018-12-04 18:59:42 -0400 <daisydemonfann1> @j_fusilier @jVtW7TY1fmedhOE @PatriotM1A_ @Patriqtscott @realDonaldTrump @POTUS @VP @WhiteHouse @SecPompeo My mom is on SS, with widow's benefits, and doesn't even get $1400/mo.
1070105395585155072 2018-12-04 18:59:42 -0400 <MJaySFH> @realDonaldTrump To Tariff Man's 81k "like" bots...  https://t.co/UMV87OOd0d
1070105395044196358 2018-12-04 18:59:42 -0400 <lookn4reverence> @realDonaldTrump Why do you need their votes? You said Mexico is going to pay for it. Promises made promises kept, remember.
1070105392867356672 2018-12-04 18:59:41 -0400 <motion_sickniss> @Maddacci @realDonaldTrump Oh it’s ending alright. But somehow I don’t think you’ll like it.
1070105392682684416 2018-12-04 18:59:41 -0400 <MorganProvost> @realDonaldTrump Law &amp; Order Full Theme (High Quality)  https://t.co/QxdIfjcT93 via @YouTube
1070105391214678016 2018-12-04 18:59:41 -0400 <elpuerco> @RepSwalwell @realDonaldTrump Way to troll🔥Rep. Swalwell. 👏🏽👏🏽
1070105389046337536 2018-12-04 18:59:41 -0400 <igcmatt> @charliekirk11 @realDonaldTrump I'm wondering if they're saying they want Trump in a hipster Parisian coffee shop
1070105385732849664 2018-12-04 18:59:40 -0400 <TrumpsterSteve> @LeAnn4Trump @POTUS My thoughts:  2020 @realDonaldTrump   2024 @nikkihaley   2028 @DonaldJTrumpJr   2032 @IvankaTrump   WE MUST GET @realDonaldTrump ELECTED IN 2020 AND KEEP HIM AND HIS FAMILY SAFE FROM THOSE THAT WANT THEM KILLED!!!
1070105378065657856 2018-12-04 18:59:38 -0400 <BobMarleyBaller> @realDonaldTrump Maybe someday you'll understand that WE all understand that you're taxing US when you do that. Mr Tariff.
1070105374018146306 2018-12-04 18:59:37 -0400 <DisabledResist> @realDonaldTrump Could somebody explain to Donald that the 4 largest drops in the stock market happened on his watch.
1070105372726312960 2018-12-04 18:59:37 -0400 <MMlw9453> @BernardKerik @RealDeanCain @realDonaldTrump @BillClinton @BarackObama Aren't you in jail?
1070105368783712257 2018-12-04 18:59:36 -0400 <TwitwithIndy> @realDonaldTrump @EmmanuelMacron I am saying this two years early that 2nd Presidential term for McD is IMPOSSIBLE and a full 1st term seems less and less likely
1070105367600861185 2018-12-04 18:59:35 -0400 <Edonthelake> @krassenstein @IntrovertDeb @realDonaldTrump Is anybody checking on who are making Millions and Billions on the stock market swings? Trump lies about one thing market goes up truth comes out market goes down! How many of the top 1% are cashing in? And is this an opportunity for inside trading?
1070105366862524416 2018-12-04 18:59:35 -0400 <Gee6Mcgee> @realDonaldTrump Um.  Don, this is not how a person says this kind of thing.  Perhaps something like: “I will be spending time today with the Bush family to offer condolences in their time of grief and to pay my respects to President George H.W. Bush” would have been a better choice?
1070105366225186818 2018-12-04 18:59:35 -0400 <kenny3911> @realDonaldTrump @EmmanuelMacron You're too kind! The only reason he reached the same conclusion is because his people rose up against him! He's a globalist moron! Thank God for Trump! MAGA! KAG!
1070105363364614144 2018-12-04 18:59:34 -0400 <drivenRio> @maydaymindy9 🖐🏼 I’m in! Hey @realDonaldTrump , suck it Donald.
1070105361460285440 2018-12-04 18:59:34 -0400 <mikedsmith83> @realDonaldTrump Awww com on
1070105360994893824 2018-12-04 18:59:34 -0400 <USABookClub> @realDonaldTrump IS my @POTUS! 🇺🇸   https://t.co/UDLTrSOabV
1070105360457850880 2018-12-04 18:59:34 -0400 <MakeItRayn0r> @realDonaldTrump Ya know, except that tariffs aren't paid by importers. They're paid by domestic consumers using the imported goods. The money comes from US (pun), you tiny-handed troglodyte.  I mean, really, man. Is there a single concept related to the world that you actually understand? One?
1070105359497420801 2018-12-04 18:59:33 -0400 <Gregory_Cal_Ore> @JeffMerkley @realDonaldTrump Don't worry Jeff you'll never be in that position!
1070105357274505216 2018-12-04 18:59:33 -0400 <TealdiF> @lucasllach @realDonaldTrump Justo acabo de comprar este libro y veo que el autor me comenta un tuit ( no el mejor mío justamente jaja ) . Un placer @lucasllach  https://t.co/EomvrP8S4A
1070105356846727174 2018-12-04 18:59:33 -0400 <CharisseBuchan3> @realDonaldTrump American taxpayers can and SHOULD pay to clean up our air and water. Hint.... Flint, Michigan.
1070105354841677829 2018-12-04 18:59:32 -0400 <Lmcclend> @realDonaldTrump Tariffs are hurting farmers and corporations.
1070105353755467778 2018-12-04 18:59:32 -0400 <MusicChemistry> @ibrautigam @realDonaldTrump Irene, there will def be jail time for some. Def not Trump though. For those who conspire against him, who try to take power by force, by illegal means, by lying and deceit.   You will see. Things aren’t always as they appear. One day you’ll be proud that Trump is our president.
1070105353432383488 2018-12-04 18:59:32 -0400 <Sam4justicenow> @realDonaldTrump  https://t.co/DJUDMb2b5j
1070105352564166657 2018-12-04 18:59:32 -0400 <WinnieTheGrizz> @realDonaldTrump @EmmanuelMacron None likes you.
1070105349145927680 2018-12-04 18:59:31 -0400 <MostSupremeChad> @realDonaldTrump  https://t.co/lUeWVPvcyW
1070105348273569792 2018-12-04 18:59:31 -0400 <StopSpendingUSA> @winningwiththeG @realDonaldTrump When the Dem slogs get out of the way
1070105348206292992 2018-12-04 18:59:31 -0400 <joycejonesnlv> @realDonaldTrump Another hour. Another Tweet. Grammar✔ Math✔ lies✔  I provided you a start chart for arithmetic, your math is bad. Please can you not lie so much. #TuesdayThoughts  https://t.co/WjhzYmsEZF
1070105342518784000 2018-12-04 18:59:29 -0400 <jonathanBrookm> @realDonaldTrump Destroying the US economy and the stock market one tweet at a time.
1070105341931581440 2018-12-04 18:59:29 -0400 <doricita99> @realDonaldTrump Wow.
1070105339096432640 2018-12-04 18:59:29 -0400 <RallySim> @realDonaldTrump You literally opened more coal mines increasing air and water pollution
1070105338534289408 2018-12-04 18:59:28 -0400 <madmamavotes> @realDonaldTrump No Donald, you do not. You pulled out of the Paris climate control, you refuse to accept climate change as a real threat and your Science Advisor, Michael Kratsios, has a degree in Political Science FFS. You are a fool, playing at the pretense you know what you are doing. Resign!
1070105338056036352 2018-12-04 18:59:28 -0400 <brossh777> @realDonaldTrump @JenniferRElkins Isn’t it strange how pundits &amp; procrastinator’s want answers right now after ignoring the China issues for decades. Now the issues are so old the repair will take time. Pres. Trump is up to the task. Will Businesses &amp; Congress participate and allow Pres. Trump to deal with China?
1070105334310727685 2018-12-04 18:59:27 -0400 <MikeTrail3> Thank you @realDonaldTrump for showing your supporters just how much you care about their retirement.  You will certainly ensure that they will never have to worry about retiring
1070105334163722240 2018-12-04 18:59:27 -0400 <CindyGross> @realDonaldTrump "Amazing. Every word of what you just said was wrong." -- Luke Skywalker
1070105334050508800 2018-12-04 18:59:27 -0400 <msmarquis56> @realDonaldTrump Please provide evidence based facts not just emotional statements. What specifically will change and what are the goals
1070105333413134336 2018-12-04 18:59:27 -0400 <scorpiosteve> @realDonaldTrump Are you doing grade school mathematics ?
1070105330296582144 2018-12-04 18:59:26 -0400 <skrappi41> @realDonaldTrump @EmmanuelMacron Are you Really that much of an idiot?? Someone please pull tRump in a room, and sit him down, explain S-L-O-W-L-Y why they're protesting,  and no, Emmanuel Macron is Not in agreement with you..   https://t.co/odiPmZ6lb3
1070105329751519232 2018-12-04 18:59:26 -0400 <liverworse> @realDonaldTrump Keep up the pretty little lies. It won't be long now.
1070105329239756808 2018-12-04 18:59:26 -0400 <amestr144> @realDonaldTrump You don't give a damn about the environment or science. Sadly our beautiful national parks &amp; wildlife are expendable to you &amp; your cronies in the oil &amp; gas industries. #LiarInChief #TrumpHatesTheEnvironment   https://t.co/KGdnEOPf2k
1070105326693666817 2018-12-04 18:59:26 -0400 <Beerman_28> @reggiejackson78 @MelissaJPeltier @frankhowell7911 @AndrewBolduc @mamendoza480 @AnnCoulter @realDonaldTrump Cant*
1070105326534475778 2018-12-04 18:59:26 -0400 <FrancoisGman> @SenJeffMerkley @realDonaldTrump Where the heck were you during Obama’s administration when things were done the same way?! oh yeah using tear gas FOR EIGHT YEARS and not one shot of it on the news and no fake outrage from ANY DEMOCRATS over the border as they cheared on obama saying STRENGTHEN the border!?
1070105325531881472 2018-12-04 18:59:25 -0400 <LiberalResist> @realDonaldTrump @EmmanuelMacron  https://t.co/4BlCVgvHn3
1070105324533755906 2018-12-04 18:59:25 -0400 <katywh20> @realDonaldTrump How are you cleaning up the environment by ending subsidies for electric cars?
1070105322294034432 2018-12-04 18:59:25 -0400 <USAindependet> @QueenA91567967 @realDonaldTrump 👍
1070105320217829376 2018-12-04 18:59:24 -0400 <rham427> @realDonaldTrump  So Donnie boy how are those subpoenas got you feeling? It would be a real shame if you were impeached. Personally I think it would be much better for the country if you were found guilty of treason. You know what happens to those found guilty of treason?
1070105319769079808 2018-12-04 18:59:24 -0400 <Unfreakin> This is not news - it is what a US president is expected to do.  @realdonaldtrump is an unhinged loser who should never have been allowed to darken the doors of the @WhiteHouse.   https://t.co/P0uu06y5NG
1070105317910962177 2018-12-04 18:59:24 -0400 <SteveQ99> @whatznextfolks @AnnaApp91838450 @BreitbartNews @realDonaldTrump @bonniemurphy @ReneeCarrollAZ @ROHLL5 @clovis1931 @buzzman888 @Love_The_Donald @RealMAGASteve @MissILmom @bbusa617 #WalkAwayFromDemocrats #BuildTheWall #StoptheInvasion  SMALL JUSTICE for Kate Steinle, young american woman died at hand of thrice deported illegal alien  @marklevinshow @realDonaldTrump @VP @SarahPalinUSA @ASavageNation
1070105315713187840 2018-12-04 18:59:23 -0400 <connie9030> @charliekirk11 @realDonaldTrump 1 degree in 30 years?  Screw it.  Wear a hat.
1070105314131890179 2018-12-04 18:59:23 -0400 <PAyers19> @realDonaldTrump GOP disagrees with you on Saudi Prince. He was connected to khashoggi butchering! Thank God GOP is sticking together and waking up!!!! Hahahahaha and the stock market continues to fall! You’re going down chubs!!!
1070105314064781312 2018-12-04 18:59:23 -0400 <mousephantbooks> @realDonaldTrump @EmmanuelMacron Wrong. he's not your friend, and, you have no idea what's being protested.  Oh, hey: hows that whole #MuellerIsComingForYou thing working out? Have you picked out a prison?  Rikers is nice, back in NYC. Good times...
1070105313905233920 2018-12-04 18:59:23 -0400 <3andeye> @realDonaldTrump #Maga #maga #maga
1070105313443893249 2018-12-04 18:59:22 -0400 <AJSnarffington> @ProudResister @realDonaldTrump @NBCNews Without the media pushing 45 in our faces in 2015-16 we would not be in this mess we are in now! Their profit was DEFINITELY not our gain!
1070105311795507200 2018-12-04 18:59:22 -0400 <DownatthePound> @realDonaldTrump Blah Blah Blah! The BS is getting so thick here on Donald Trump's twitter feed I need to tweet to #DontheCon with gloves on!
1070105307764772864 2018-12-04 18:59:21 -0400 <TrentonL> @VAMPlREFOREST @realDonaldTrump #ThatDidntAgeWell
1070105304388448256 2018-12-04 18:59:20 -0400 <DavidHedz> @AynRandPaulRyan @realDonaldTrump We accept your resignation as POTUS  and declare that hereafter you shall only be known as "Tariff Man". #legallybinding #securrrity  https://t.co/z4cg5d4RCm
1070105302245105665 2018-12-04 18:59:20 -0400 <patcllew> @RWPUSA @realDonaldTrump Do you believe that story from the GOP committee, I DON'T! Next, they'll say they lost the 2018 elections bc they were hacked, oh, boy, give me a break!
1070105301205073920 2018-12-04 18:59:20 -0400 <spankytake> @realDonaldTrump It's all interconnected, you simp
1070105300135362560 2018-12-04 18:59:19 -0400 <KristopherFreda> @realDonaldTrump Mr. Donald Trump can I please get a commutation of the probation and post-prison supervision stipulations that a judge in Oregon ordered? Please I feel like it's against my 8th amendment rights (cruel punishment) of the Constitution...please Mr. President?
1070105299812380673 2018-12-04 18:59:19 -0400 <fxnels2> @charliekirk11 @realDonaldTrump “They can have him” being chanted throughout the U.S.
1070105298470354947 2018-12-04 18:59:19 -0400 <TerryLOsborne> @realDonaldTrump #Trump the fickle, mercurial, &amp; capricious president anyway of saying wishy washy the great deal maker part arthur of the art of the deal biggest negotiation tactic is being wishy-washy hell sometimes works in a business it doesn't when you're trying to run a country who knew?
1070105298055061505 2018-12-04 18:59:19 -0400 <nepeddlar> @realDonaldTrump We’ll be glad to see 45 leaving the planet...
1070105297186893829 2018-12-04 18:59:19 -0400 <wildwillie13> .@realdonaldtrump @potus Mueller 'Tying Up Loose Ends' for Russia Probe: Report Then #MuellerIsComingForYou   https://t.co/t526LIxtNN
1070105297157419009 2018-12-04 18:59:19 -0400 <ShonGreenblatt> @realDonaldTrump 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️
1070105294930292736 2018-12-04 18:59:18 -0400 <nuttyimknot> @SpicyFiles @BrianFrosh @AGKarlRacine @realDonaldTrump @DonaldJTrumpJr @EricTrump @IvankaTrump @Trump @TrumpDC Saving this to consume during cold nights ahead. Thanks to my favorite citizens @SpicyFiles @LincolnsBible and @ninaandtito
1070105286835388421 2018-12-04 18:59:16 -0400 <87rubber> @MilesHilarius @williamlegate @realDonaldTrump @EmmanuelMacron Unless your name is Koch
1070105282099978240 2018-12-04 18:59:15 -0400 <marwan__saeid> @SSuwailm @realDonaldTrump يقول صياحكم وصلت للبيض الأبيض والرئيس دونالد ترامب راح يفتح ملف لاحتجاجكم ويقدم للكونغرس 😂😂😂😂😂💔
1070105281336610816 2018-12-04 18:59:15 -0400 <PremiumNutz> @tbeaux29 @karlcramer @TwitterMoments @realDonaldTrump Great meme...that’ll be what the guy behind him in prison is doing!
1070105280887681024 2018-12-04 18:59:15 -0400 <LiberalResist> @realDonaldTrump  https://t.co/4BlCVgvHn3
1070105279008653312 2018-12-04 18:59:14 -0400 <RsleuthRichard> @MikeHorsburgh @realDonaldTrump He has, and you turned your head
1070105278090080256 2018-12-04 18:59:14 -0400 <rachel2crafty> @mannymatilda @briantbarnette @HillReporter @realDonaldTrump @EricTrump And me my coffee...out my nose! Ouch
1070105273086304256 2018-12-04 18:59:13 -0400 <debbieshadow1> @RealTT2020 @mchristensen61 @realDonaldTrump @GenFlynn @Corp125Vet @Dawn_DeMore1 @KatTheHammer1 @BarbaraRedgate @AnnaApp91838450 @HLAurora63 @gspatton007 @j_ankrom @Beg1Girl @EdElam5 Can he now be arrested for blatantly lying ?
1070105272591507457 2018-12-04 18:59:13 -0400 <Thoughtdogbuns1> @The_Trump_Train @realDonaldTrump For caving to N. Korea? The are still building nukes, and now China and Russia are helping them skirt sanctions, meanwhile a guy who murdered his own brother now has a more legit claim to power and his human rights abuses continue. I dont think Obama should have got it either.
1070105271454892032 2018-12-04 18:59:12 -0400 <GDT0429> @GovStephenBull @infogorp @realDonaldTrump @GovStephenBull is either a bot, a minion or one of the trumps
1070105271194783745 2018-12-04 18:59:12 -0400 <stevebenefield2> @benshapiro @realDonaldTrump should have simply tweeted that he wanted a shitty economy. Same result as declaring himself a “tariff man”
1070105270121062400 2018-12-04 18:59:12 -0400 <Kimberl60775684> @InfoPeace1 @realDonaldTrump You are going to chastise and you can't even look it up? Center for Immigration.  https://t.co/IrRxP8haZH . Please read it bipartisan and focused on our citizens. It's also on the white house .Gov website too.
1070105268682256384 2018-12-04 18:59:12 -0400 <norcal1971> @realDonaldTrump @EmmanuelMacron #DonaldTrump best president ever!
1070105268116185088 2018-12-04 18:59:12 -0400 <mikecetta> @realDonaldTrump Signed the Liar and Chief
1070105266283175937 2018-12-04 18:59:11 -0400 <NativeInTheCity> @NYCMayor @TheJungleUS @realDonaldTrump Congratulations, The Jungle sounds genuinely interesting as drama. Mr. Mayor, if the “racist travel ban” was REALLY RACIST, then these gentlemen wouldn’t even be allowed to perform here. Also, I wish you’d put half as much effort into cracking down on placard abuse/corruption.
1070105265851285504 2018-12-04 18:59:11 -0400 <3Doodle> @realDonaldTrump
1070105265347813376 2018-12-04 18:59:11 -0400 <Oregon_birds> @realDonaldTrump I’d rather pay for clean air and water ANYWHERE than a WALL on our southern border.
1070105263888203776 2018-12-04 18:59:11 -0400 <DebiDkruse> @realDonaldTrump Offer something at the WH. The Bushes might like that one last time.
1070105261262716929 2018-12-04 18:59:10 -0400 <norangehitler16> @realDonaldTrump This Clown is going down. he pissed away over a trillion with his tax cuts for Billionaires now he wants you working schmucks to pay for a Trump wall, and his farmer bailout that he caused.
1070105258964193280 2018-12-04 18:59:09 -0400 <MattandPumpkin> @StephenHWard1 @GOPChairwoman @realDonaldTrump They can’t. @GOPChairwoman is just lying.
1070105257471033344 2018-12-04 18:59:09 -0400 <Tomolsotwit31> @RepSwalwell @realDonaldTrump Because he is not innocent and neither is Trump.
1070105257173237760 2018-12-04 18:59:09 -0400 <GrouchyMarkx> @realDonaldTrump The ignorance of who ever is writing these tweets is stunning. But what is truly remarkable is the gall of this administration in thinking THESE remarks will be acceptable to anyone who can read and think.  Just insulting beyond reproach.....
1070105256699277313 2018-12-04 18:59:09 -0400 <S_W_O_L_E> @larryL1952 @AndyOstroy @realDonaldTrump @EmmanuelMacron Says the guy with the face of the guy he hates on his profile picture. Step out of your parents basement buddy.
1070105256170741761 2018-12-04 18:59:09 -0400 <CalvertCarocut> @realDonaldTrump Elegance and precision?  baahahahahahahah!!!!!!!
1070105254417629192 2018-12-04 18:59:08 -0400 <Annie_c54> @realDonaldTrump Clean air, water and other pollutants don't stop at the border.  It's a worldwide problem requiring worldwide cooperation.
1070105253087985664 2018-12-04 18:59:08 -0400 <SteveNagy12> @SteveScalise @realDonaldTrump  https://t.co/knmbzfZBsL
1070105251812794368 2018-12-04 18:59:08 -0400 <Rachjr1> @Rosavecchia @JMA8213 @dreamr9876 @raaamises @Pharmaciststeve @puppyluvr312 @rlamartini @usaf_ave @KCRebel702 @EqualityCouple @MoogieMonsters @RobertDRoseJr1 @Delta33_1976 @Brenda82964799 @ravensspirit68 @process_x @Deeenst @Shasta77777 @reversechapter @AmaraAdvocate @aander1987 @tal7291 @ThomasKlineMD @DanLairdMD @dr4liberty @JoeAllenNewman @03_jensen @TheATIPUSA @marykayconsult3 @jeffsessions @realDonaldTrump @CDCgov @US_FDA @DEAHQ @POTUS I have a list of fuck yous to our government agencies
1070105248830763008 2018-12-04 18:59:07 -0400 <amIdopey> @realDonaldTrump How do you STILL not understand how it works, HOW?!!
1070105246620217344 2018-12-04 18:59:07 -0400 <jpcourt> @POTUS @realDonaldTrump #TheMobTakesTheFifth cc #RogerStone
1070105242631528448 2018-12-04 18:59:06 -0400 <mathwinmartin> @realDonaldTrump @EmmanuelMacron 1. France remains fully committed to the Paris agreement. 2. You are the only world leader to have abandoned the Paris agreement. 3. Discouraging US investment in renewables will cause long term damage to the US economy. 4. You don’t give a damn.
1070105242581299200 2018-12-04 18:59:06 -0400 <raymondelaw> @realDonaldTrump You got the "we" part right meaning the top 1%.  WE have not seen shit.
1070105239125155840 2018-12-04 18:59:05 -0400 <oldandugly1955> @axlsgirl13 @Dangchick1 @realDonaldTrump  https://t.co/wDi92HeEwD
1070105236520488961 2018-12-04 18:59:04 -0400 <steventhobrien> @realDonaldTrump @EmmanuelMacron By worst polluters do you mean the US and Australia? We are the worst major economy polluters per capita. You have aligned us with Syria and Nicaragua on being completely backwards on this issue. You support coal, and China is absolutely eating our lunch on the future economy.
1070105229922775041 2018-12-04 18:59:03 -0400 <lastofhope1> @DrkSoulThoughts @POTUS @realDonaldTrump I guess when you have been without any morals or scruples that long the dirty clothes line is VERY long
1070105229822124032 2018-12-04 18:59:03 -0400 <PJMedia_com> It might be reaching a bit if the mainstream media tries to use the @weeklystandard's demise as a dig against @realDonaldTrump. #journalism  https://t.co/pXLtVIM3Yf
1070105229360812034 2018-12-04 18:59:02 -0400 <thetandb> @BeavDaniel @mamapainterhard @AntonioDrumsX @realDonaldTrump That is not simple, that is simple minded. Tariffs on product increase the price of domestically manufactured products for obvious reasons. #STUPID
1070105227699748864 2018-12-04 18:59:02 -0400 <Beerman_28> @reggiejackson78 @MelissaJPeltier @frankhowell7911 @AndrewBolduc @mamendoza480 @AnnCoulter @realDonaldTrump I usually just read those who I follow and don’t post much so I don’t have much for followers. I would think there are many more like me so can just expect low follower counts to be bots.
1070105224730345473 2018-12-04 18:59:01 -0400 <lavibrante> Trump asegura que China acepta reducir los aranceles a los vehículos de EEUU - Más info:  https://t.co/WvNaReItUc #noticias #lavibrante #ediciondigital #radio #tv #radionline #radiocolombia #tvcolombia #tvonline #tvdigital #news #aceptareducir #losaranceles @realDonaldTrump  https://t.co/UEixBFUcI3
