1160702433443512322 2019-08-11 19:59:59 -0400 <daniellynn0001> @w_terrence @realDonaldTrump Trump re-tweeted this.
1160702368188698624 2019-08-11 19:59:44 -0400 <Kraken_Addict> @tedlieu @realDonaldTrump @POTUS #HaHa your standards and logic bounce right off the greatest president ever! #3DChessPlayerYouAreNot
1160702366213189632 2019-08-11 19:59:43 -0400 <Rosalieloehr4> @realDonaldTrump I love trump....  like the show designated Survivor just like President Trump seems like he's the only honest one when No Agenda trying to do his job for the American people
1160702364032086016 2019-08-11 19:59:43 -0400 <mrszac65> @KGirl47083620 @nelsonwendella @realDonaldTrump @ErinBurnett @senatemajldr @LindseyGrahamSC @RepMarkMeadows @SpeakerPelosi @RepJerryNadler  https://t.co/j6BaY71V5i
1160702358973747200 2019-08-11 19:59:41 -0400 <pattracy2> @realDonaldTrump You believe in neither Dimwit Donald.
1160702358139166722 2019-08-11 19:59:41 -0400 <Barrettchirps> @tedlieu @hughhewitt @realDonaldTrump @POTUS Dear @tedlieu,  are you ignorant of the facts or allergic to them?  POTUS didn’t call Mexicans rapists, he called MS-13 rapists. If you’re going to tweet you should be more accurate so you don’t appear to be a political hack appealing to your base at the expense of the truth.
1160702356188798976 2019-08-11 19:59:41 -0400 <qveenfrancis> That's you're father trying to silence anyone who doesn't agree with him.  You want to help @realDonaldTrump, tell him to look in the mirror while you give him that speech @EricTrump, he's the one who needs to hear it!! You and him both are one big a** joke 😂😂😂
1160702355593146370 2019-08-11 19:59:41 -0400 <generalk581> @charliekirk11 @realDonaldTrump And you can’t spell
1160702354687062016 2019-08-11 19:59:40 -0400 <FreeandClear70> @MaxBoot @realDonaldTrump how ignorant are you?!
1160702353177219072 2019-08-11 19:59:40 -0400 <DeborahDenson> @realDonaldTrump  https://t.co/w283XhWi4v
1160702353030438912 2019-08-11 19:59:40 -0400 <Debbie92909110> @TheRightMelissa @realDonaldTrump You are a sharp as a whistle🙃🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🙃  https://t.co/LYD36mfxrg
1160702352950775808 2019-08-11 19:59:40 -0400 <Bobs99977902> @GavinNewsom @realDonaldTrump Take my Money!!!! Lets do this!! What do I need it for. Oh wait I have to pay more for clean water awww heck just take it!!
1160702352590036993 2019-08-11 19:59:40 -0400 <RCIPhD> Cannot expect anything else from the Moron-in-Chief @realDonaldTrump
1160702350715228160 2019-08-11 19:59:39 -0400 <rob_willeford> @OliverMcGee @BetoORourke @DNC @nytimes @POTUS @realDonaldTrump You are a serious fuckstick
1160702348924215296 2019-08-11 19:59:39 -0400 <LivingWithTony> @realDonaldTrump So far you're just tweeting, golfing, and watching TV, so...
1160702344696422400 2019-08-11 19:59:38 -0400 <hollyjayewiley> @frump_mr @realDonaldTrump @ErinBurnett Like yours??
1160702344503259137 2019-08-11 19:59:38 -0400 <DeversTripp> @realDonaldTrump Sure Jan.  https://t.co/3cyg1y4Kdw
1160702340447571968 2019-08-11 19:59:37 -0400 <ea_neil> '[#CrookedLyingRacist] @realDonaldTrump is ruining our markets': Struggling farmers are losing a huge customer to the trade war — China -   https://t.co/Z446yEXKNI
1160702340288192512 2019-08-11 19:59:37 -0400 <cjweber59> @realDonaldTrump @ErinBurnett You are SUCH an embarrassment to this country.
1160702339889713152 2019-08-11 19:59:37 -0400 <DonnaBenoit6> @PaulLeeTicks @realDonaldTrump And remember, it was BIG water 😂
1160702339583553539 2019-08-11 19:59:37 -0400 <JacksonTimothyJ> @realDonaldTrump I keep hearing from you and all the politicians and talking heads on TV say, "we want to make sure that people who shouldn't have guns can't get them". So who would that be? Law abiding citizens who liberal judges think are a threat to society by not supporting liberal policies?
1160702338580959232 2019-08-11 19:59:36 -0400 <rhonda67796061> @WilliamPorter3 @realDonaldTrump Your just jealous, I don’t blame u for your attitude,it’s not your fault, but it’s not to late to get help either
1160702334772666368 2019-08-11 19:59:36 -0400 <lynnegillis> @realDonaldTrump So much for working to unify the country.
1160702333585485824 2019-08-11 19:59:35 -0400 <gigispeaksmind> @realDonaldTrump Um...Did your servants hide this from you? Well, here it is. The world respect America‘s principles. NOT YOU. You’re a bad joke WORLDWIDE.  https://t.co/fxX6dbcVoz
1160702333124325377 2019-08-11 19:59:35 -0400 <Bio100> @deminvesttoo @realDonaldTrump @ErinBurnett Oh, Stevie, look at how many people just love your screenshot of a Complaint. Where on earth did you find that?
1160702332591628288 2019-08-11 19:59:35 -0400 <DavidJHarrisJr> President @realDonaldTrump RT’d @w_terrence Video about Epstein! And the Left goes insane!!!   https://t.co/Nb23mGf5iW
1160702331085828096 2019-08-11 19:59:35 -0400 <thomf11954> @SexCounseling @MatthewJshow @realDonaldTrump Obviously you took the same history class as @TomiLahren @kilmeade and @DavidWohl where the text starts on the day of trump’s poorly attended inauguration
1160702330536439810 2019-08-11 19:59:35 -0400 <FreeToSpeak10> @tedlieu @realDonaldTrump Ted, idiot man.  Trump cut ties long ago, Clinton spent much more time with him, I see you never mentioned that. Did you forget?
1160702328598609927 2019-08-11 19:59:34 -0400 <LaurenPZ24> @realDonaldTrump You do realize that you sound crazy, right?
1160702328246341633 2019-08-11 19:59:34 -0400 <citizenobserver> @realDonaldTrump "Does anybody really believe he is mentally fit to be president? We are “playing” in a very big and complicated world." Look in the mirror. #DotardDonnie
1160702326358888449 2019-08-11 19:59:34 -0400 <CanuckCritter> @realDonaldTrump So glad to see the @FLOTUS #BeBest campaign is rubbing off on you. 🙄 #TrumpBodyCount #WhiteSupremacistInChief #ImpeachDonaldTrumpNOW #RacistInChief
1160702325993795584 2019-08-11 19:59:33 -0400 <CConradTweets> @JoelTobeck @realDonaldTrump @ErinBurnett Ha! So true. How are ya mate? Tough AB games last 2 matches Haven’t found the groove with the young and old mix
1160702324047826944 2019-08-11 19:59:33 -0400 <TAINA2121> @realDonaldTrump Will you stop making it about yourself?? You're like a broken record. STOP.#growup
1160702324026814464 2019-08-11 19:59:33 -0400 <DoggyMichael> @elianatrue @realDonaldTrump Another fake pro-trump account
1160702321686269953 2019-08-11 19:59:32 -0400 <bennoba> @BrianKarem @realDonaldTrump You are defending a media that has just spent the last three years lying about Trump Russia collusion. You are not credible.
1160702321225011202 2019-08-11 19:59:32 -0400 <EdnaK_> @BrianHines195 @steph93065 @mattgaetz @LindaSuhler @CNN @realDonaldTrump Are you asking if Australia receives federal funds from the US government? I'm confused.  https://t.co/virMxK6kKU
1160702318024777729 2019-08-11 19:59:32 -0400 <KathySchrader3> @realDonaldTrump Well...Toledo isn't Dayton. And we didn't defend airports in the revolutionary war. “Right now in a number of states the law allows a baby to be born from his or her mother’s womb in the ninth month,” said Trump...really???
1160702315428532224 2019-08-11 19:59:31 -0400 <jaimyf> @realDonaldTrump @ErinBurnett Be best Donald... be best.
1160702314774028288 2019-08-11 19:59:31 -0400 <PoliCentered> @realDonaldTrump Is @realDonaldTrump getting his orders for the trade war with CHINA from Putin???  China approves wheat, soy imports from RUSSIA. (Just like Putin wanted - who cares about US farmers).  DJT isn’t #MAGA   https://t.co/DlC9OlGIYG
1160702312886784000 2019-08-11 19:59:30 -0400 <Gardengoul1> @realDonaldTrump @ErinBurnett  https://t.co/E6BoWLW8Lu
1160702310739324928 2019-08-11 19:59:30 -0400 <robkuhnjr> @realDonaldTrump Selling new hats?
1160702310588137473 2019-08-11 19:59:30 -0400 <ccanchola> @realDonaldTrump Yawn...
1160702310340710400 2019-08-11 19:59:30 -0400 <RadioPatti> @Libertycube256 @Mike93105758 @dagank4 @realDonaldTrump FYI, William Blackstone is not an American.
1160702310093213696 2019-08-11 19:59:30 -0400 <dulcedinemIirae> @realDonaldTrump @ErinBurnett IMPEACHMENT WILL BE WAY MORE POPULAR - “sad”
1160702309011247104 2019-08-11 19:59:29 -0400 <JillRyanNikita> @realDonaldTrump Joe Biden isn’t President. You are supposed to be. I believe all the democrats running are more mentally fit than you. Appears dementia has set in and it will only get worse. You will be that person who will need to be locked up because you won’t know anything or anyone!!!
1160702308830928896 2019-08-11 19:59:29 -0400 <thegodfather127> @realDonaldTrump Read your daily briefing stop watching tv do some work
1160702301864189952 2019-08-11 19:59:28 -0400 <JohnMejohntu> @realDonaldTrump Couldn’t find the remote again, Conald? @billmaher, maybe you could dedicate the first few minutes of your show to the #audienceofone to tell him how to find the power button on his flat screen.
1160702301650087937 2019-08-11 19:59:28 -0400 <RCPBermuda> @realDonaldTrump What the hell are you talking about?
1160702300593315840 2019-08-11 19:59:27 -0400 <jdleblanc3> @littledeekay @realDonaldTrump hey donny...pres regan called. he wants his MAGA slogan back
1160702297061543937 2019-08-11 19:59:27 -0400 <heartsnark> @UROCKlive1 @realDonaldTrump @ErinBurnett Trump's petty toddler insult tweets might not propagate around the MAGA echo chamber like his meansprited hate tweets, which really resonate. And the MAGAs who have real life obligations probably don't camp on twitter all day, but the catch the hate rants on Fox News prime time.
1160702295597834240 2019-08-11 19:59:26 -0400 <favola36> @realDonaldTrump Pot-kettle... 🤬
1160702295287320577 2019-08-11 19:59:26 -0400 <DavidRas666> @realDonaldTrump @foxandfriends Why is there discussion of red flag law and registration of firearm, but not for mooslums? If you're going to fight, let's get it done. If @ScottPresler can clean up 12 tons of trash in Baltimore, you can clean up 12 million radical Islamist. Leave #2a alone!  https://t.co/kDbGflmai4
1160702289839054854 2019-08-11 19:59:25 -0400 <TrishRowley1> @realDonaldTrump You watch a lot more @MSNBC than anything else.
1160702288882753537 2019-08-11 19:59:25 -0400 <BaronChau91> @realDonaldTrump Because we have yet to see what you’re talking about........Delusional Donald  https://t.co/7WBaB7WqrV
1160702287783878657 2019-08-11 19:59:24 -0400 <BigOh1203> @OhSoChill_ @Strandjunker @glamelegance @realDonaldTrump I’m sure you are not the only folks that came up with that thought.  Who cares who said it first.  It’s been used in some form or fashion for a while now. Can we all get along !  #Resistance
1160702287402196992 2019-08-11 19:59:24 -0400 <juliethomas5_21> .@realDonaldTrump, isn't this nice? Your buddy sends condolences.
1160702285162459136 2019-08-11 19:59:24 -0400 <Samylaine04> @qanon76 @w_terrence @realDonaldTrump  https://t.co/ODQW05WW7v
1160702284164161536 2019-08-11 19:59:24 -0400 <mohamed73580923> @realDonaldTrump السلام عليك عزيزي ترمب كيف حالك اي اخبارك لماتاتي معيلمناقشة دعم امريكا وخاص اقتصاد امريكا لما ترفع سقف تجارة امريكا الي 120 ترليون دولار  اي مايعادل 120 الف مليار دولار الموضوع بسيط وبخطوات سليسه ومدروسه التجاره معناها ايه تبادل وتعاون بين الدول من سلع وخدمات
1160702283602190338 2019-08-11 19:59:23 -0400 <littlelia71> @realDonaldTrump You’re in a position that you are totally incapable of handling..... but we are stuck with you.
1160702283434381312 2019-08-11 19:59:23 -0400 <timlink> @realDonaldTrump You have on your rose colored glasses again.   We have lost the respect of the nations that matter, You are wasting money on the military, we are not in a land war. Your trade deals are choking our farmers, and they supported you. They don't want your socialist handout!
1160702281588850688 2019-08-11 19:59:23 -0400 <RegencyRfg> @vtbirkenstock @ny_landscaper @realDonaldTrump @DHSgov @AppropsDems @HouseAppropsGOP @LindseyGrahamSC @JohnCornyn @tedcruz Another flaw:  We didn't see the company owner's perp walked out in front of the news cameras.  Didn't they break the law? Arrests of those financially benefiting from undocumented labor would set a fine example.
1160702281156845569 2019-08-11 19:59:23 -0400 <Qutie41020> @realDonaldTrump @ErinBurnett  https://t.co/lemgR49RVa
1160702280766840838 2019-08-11 19:59:23 -0400 <ImADog55> @DearAuntCrabby @realDonaldTrump And Obama said e had 57 states
1160702280661757952 2019-08-11 19:59:23 -0400 <LulaPuch> The evil one's found another soul mate in @realDonaldTrump  https://t.co/kp6hTF7Nej
1160702280062160896 2019-08-11 19:59:23 -0400 <SoinPamela> @amikegreen2 @AlvedaCKing @diana_west_ @POTUS @realDonaldTrump Did you listen to her message?@amikegreen2 She was closer to her uncle and father than many of those you may listen to. She's also closer to our POTUS than you. She speaks the truth. It's up to us to listen.
1160702278895980544 2019-08-11 19:59:22 -0400 <TheJesterRules> @realDonaldTrump Yes, MAGA and vote for anyone else but you in 2020...
1160702278472355840 2019-08-11 19:59:22 -0400 <IIamthatiamgod> @realDonaldTrump @ErinBurnett WHAT A POTUS!!! LOL.
1160702274647318528 2019-08-11 19:59:21 -0400 <kelticca> @realDonaldTrump Global approval rating of U.S. leadership sits at its lowest level for the past 3 yrs, Liar in Chief. Median global approval of U.S. leadership is at 31%. You're unpopular across globe, America's standing keeps dropping. Your approval is below 30% worldwide, in Germany only10%.
1160702273862950912 2019-08-11 19:59:21 -0400 <NIOCTIB_1> @realDonaldTrump @ErinBurnett I really think that how is it possible a crack pot like u is the president of the greatest country in the world .
1160702273699438598 2019-08-11 19:59:21 -0400 <pj35556960> @GeraldoRivera @realDonaldTrump If they had returned to their country of citizenship or became a U.S. citizen they wouldn't be getting arrested.  It is sad to see just how many chose to continue to being criminals.
1160702268347314176 2019-08-11 19:59:20 -0400 <TrumpDay2> @SamVietnamvet69 @Airvooocht @realDonaldTrump 🤣 You mean more than the $4bil + a month the Trump China tariffs are already sucking out of the pockets of Americans? (Yeah, those tariffs China is supposed to be paying.) We didn't really want the billions coming from China to buy crops that are worthless now. Just farmers.
1160702266472640512 2019-08-11 19:59:19 -0400 <heyy_lippy> @realDonaldTrump @ErinBurnett What the hell is wrong with you?  Seriously. I’ve never seen a more hateful person in my life.    You (seemingly) have everything..money, power, family...&amp; yet you are the most miserable person.   Goes to show, you can ‘have it all’ but it means nothing when you’re broken inside.
1160702265432297472 2019-08-11 19:59:19 -0400 <Chasinthetruth> @realDonaldTrump By accident...lol, omg all you do is lie.
1160702264299937793 2019-08-11 19:59:19 -0400 <SteveCrocker8> @realDonaldTrump @POTUS @realDonaldTrump should want the deal as well, since none of your deals have yet to be ratified which make you a FAILURE.
1160702263045677057 2019-08-11 19:59:18 -0400 <mewmewmew13> @realDonaldTrump @ErinBurnett I’ve never lowered myself to watch a “reality show”...lowball entertainment.
1160702262945013760 2019-08-11 19:59:18 -0400 <JeffKrisko> @GOPChairwoman @realDonaldTrump he copied and pasted publically available data, like it's not doxxing to bring up that you were bullied into dropping the Romney from your name by Trump
1160702259895910405 2019-08-11 19:59:18 -0400 <kennyraytheman> @realDonaldTrump Sieg heil,baby!!!!
1160702257807204357 2019-08-11 19:59:17 -0400 <Kiltman55> @AndyOstroy @realDonaldTrump The Obama administration weaponized the FBI, DOJ, and probably other agencies to have a coup against a duly elected president and cleared Hillary from all her crimes. Democrats are a bunch of crooks at the highest levels. I can say more but I will stop for now. MAGA!
1160702257375191041 2019-08-11 19:59:17 -0400 <301Eden> @realDonaldTrump If you are playing in that world just about anyone can qualify
1160702257194819584 2019-08-11 19:59:17 -0400 <SherryFrizell> @SteveKingIA @SenJoniErnst @realDonaldTrump @SteveKingIA Dude!  You really need to sit down and shut up!    Oh yeah, the only thing Drumpf has lifted is skirts.  #NotMyPresident
1160702255881867265 2019-08-11 19:59:17 -0400 <Maria42180774> @realDonaldTrump Are you kidding?? America has lost all respect since you are the spurious president!
1160702254921351168 2019-08-11 19:59:17 -0400 <robertfnemzin> @realDonaldTrump Where am I ?
1160702254917271554 2019-08-11 19:59:17 -0400 <RealMisu> @realDonaldTrump @ErinBurnett I do have Jeff to thank if I hadn't investigated foreign corps who is CEO agent I never would have known Baker was involved ...wow does that mean all these poker players actors running on my stolen $$$
1160702253709217794 2019-08-11 19:59:16 -0400 <Scott31544838> @Zippy_McAwesome @edsinnh @Lrihendry @realDonaldTrump More maturity from the left NOT
1160702253428162561 2019-08-11 19:59:16 -0400 <creativeian> @realDonaldTrump One. You met with one. You also invited one back that lost both parents. Bill tells the truth. You’ve defiled the WH enough. TIME TO LEAVE. Your Presidency happened by accident
1160702253163958272 2019-08-11 19:59:16 -0400 <AntoniaHadassah> @GOP @LaraLeaTrump Let's Not Talk About Jesus Christ. #JesusIsLord not @realDonaldTrump Father In-Law You Must Except That Jesus Is Lord.  Your never going to full fill the glass with Jesus's Blood when you deny him. @LaraLeaTrump I'm Sure That @IvankaTrump Knows.
1160702252593668096 2019-08-11 19:59:16 -0400 <ce9461> @realDonaldTrump Funny you can never prove it.  https://t.co/sJ3W4CPNBx
1160702251955998720 2019-08-11 19:59:16 -0400 <bev101> @realDonaldTrump I can see your little hands just waving in the air
1160702251574419457 2019-08-11 19:59:16 -0400 <auburn1159> @real_defender @realDonaldTrump @ErinBurnett If u like jerry springer have at it, but zero long range accomplishments - NO lobbyist reform, No campaign finance reform, No election reform, No Visa merit based reform, No infrastructure stimulus, No Healthcare stabilization, just scandal after scandal
1160702248076349440 2019-08-11 19:59:15 -0400 <TomBettge> @realDonaldTrump This is pure bullshit.  People around the world are laughing at America.
1160702247237488640 2019-08-11 19:59:15 -0400 <TakeThatEnglish> @AocVote @XOflect @84_morpheus @DineshDSouza @realDonaldTrump @SpeakerPelosi @SenWarren @AOC @RepCummings @ShannonBream @foxnewsnight of*
1160702247140880385 2019-08-11 19:59:15 -0400 <pahkidd> @be_rad82 @ArtStann @MADE__USA @realDonaldTrump Thank you. I obviously did go to that site. I appreciate the info and the site name.
1160702245274603528 2019-08-11 19:59:14 -0400 <hatetrumpsyou> @TommyRandolph @tedlieu @realDonaldTrump @POTUS Precisely why AG Barr came out of retirement.  As he put it, the congress needs to 'stay in their lane.'  The branches of government are co-equal and are there to keep a check on each other.  AG Barr will not allow the congress to politicize the executive branch.
1160702243760484352 2019-08-11 19:59:14 -0400 <MinnieB55992330> @PaulLeeTicks @realDonaldTrump @ErinBurnett Trump’s grandma‼️
1160702242900631552 2019-08-11 19:59:14 -0400 <PKekbar> @neal_katyal You're just mad that @realDonaldTrump retweeted an American Patriot who happens to be a gay(?) black dude.  Don't forget to @w_terrence next time, bruh.  #QAnon @POTUS #NothingIsEverGoodEnoughForYouDolts
1160702241008947200 2019-08-11 19:59:13 -0400 <Popinja91574427> @realDonaldTrump When you mention African American unemployment as lowest you should say since Republicans ended Slavery. Or else Media will say you lied
1160702238400098305 2019-08-11 19:59:13 -0400 <bneavmills1> @w_terrence @realDonaldTrump Why don't you ask Bill Barr how this could happen on his watch? That might reveal some answers that Trump might not like.
1160702236424626178 2019-08-11 19:59:12 -0400 <JasonBrougham> @HaskinsTray @ksharri1 @El_Stenia_Es @iansalsman @RealCandaceO @realDonaldTrump Done. We did exactly that on our honeymoon. We had an awesome time, no problems at all with passports. We didn’t apply for refugee status in Mexico though is that what you did?
1160702235187171328 2019-08-11 19:59:12 -0400 <kearns_beth> @DamagedGlenn @needtruthhope @realDonaldTrump You spelled that wrong, I think you meant “ruining” a country and to be fair, he is doing a great job of that
1160702234935644160 2019-08-11 19:59:12 -0400 <JesusCh14797754> @littledeekay @realDonaldTrump  https://t.co/jkD7b8eM9Y
1160702234184867840 2019-08-11 19:59:12 -0400 <DaveSchreiber3> @paulacblades001 @stevenkgordon @TheSharpEdge1 @Imaginer77 @realDonaldTrump Steve's face looks just like the part of a womans anatomy billy likes to stick his cigars. #POS
