964288210854653952 2018-02-15 18:59:59 -0400 <JeriCubs16> @realDonaldTrump you have no redeeming qualities. None.
964288209831321601 2018-02-15 18:59:59 -0400 <TheRealSwanee> @jaketapper @jeffzeleny @TheLeadCNN @realDonaldTrump idiot
964288207318802432 2018-02-15 18:59:58 -0400 <DyanSimmons3> @boomboomroom @realDonaldTrump Please move to Canada!
964288206685528064 2018-02-15 18:59:58 -0400 <Gilgamark> @club4growth @realDonaldTrump @POTUS #LikeDrunkenSailors #ByeByeBlackburn  https://t.co/fCUiu4RHr3
964288206580670464 2018-02-15 18:59:58 -0400 <crymeariver6666> @realDonaldTrump  LIAR
964288204559011840 2018-02-15 18:59:58 -0400 <studiowilson> @ears2you @RepMcGovern @realDonaldTrump I think calling law enforcement every time some guy seems disturbed is a terrible and ineffective way of dealing with school shootings.
964288203774558213 2018-02-15 18:59:58 -0400 <Infusions52> @realDonaldTrump @DHSgov Liar liar liar
964288202424102912 2018-02-15 18:59:57 -0400 <AJeanRuggiero> @ElFaithLord @realDonaldTrump . Thanks BOT, i need no help from you when it comes to denouncing Maga Idiot @realDonaldTrump , his minions @senategop, @HouseGOP  and these  2 degenerates: @SpeakerRyan @SenateMajLdr. What a bunch of LOSERS.
964288201052643329 2018-02-15 18:59:57 -0400 <jonvandine> @realDonaldTrump you make problems
964288198544302080 2018-02-15 18:59:56 -0400 <Christi46119463> @realDonaldTrump @DHSgov You obviously didn't read it then, or just lie as always.  If you knew anything, you would know that fa.ily unification only includes immediate family and even that takes years.  You do love watching non white families being ripped apart though.
964288197344808960 2018-02-15 18:59:56 -0400 <Rebecca1Hoover> @realDonaldTrump You don't care about the people killed and injured or their families. We can all see this is more acting from you and lacking in sincerity. We see what you do. Lying and greedy sleazeball.
964288195985682433 2018-02-15 18:59:56 -0400 <grossi_gemma> @realDonaldTrump So why did you cut mental health services in the budget if you want them provided?  If you think it’s important fund it!
964288195889377280 2018-02-15 18:59:56 -0400 <AwFoxy> @realDonaldTrump @DHSgov I LOVE DONALD J. TRUMP!
964288193175547904 2018-02-15 18:59:55 -0400 <jmskroll> .@realdonaldtrump So government directly supplying food instead of food vouchers is okay, but government directly supplying healthcare (as is done in most other countries) is nanny-state, communist, federal overreach? @GOP, your hypocrisy is showing, again. #GOPLogic #Impeach
964288191925809153 2018-02-15 18:59:55 -0400 <IVoteBluePA> STOP! It's about MONEY, NOT the 2nd Amendment! Don't be fooled by @realDonaldTrump phoney lip service.  Trump and Republicans support gun-show loophole &amp; stopped background check law. #Trump and #GOP helped that killer get his AR-15 to kill those kids. #NRABloodMoney  https://t.co/Ht1ks12OHe
964288191414128645 2018-02-15 18:59:55 -0400 <thefakequinlan2> @realDonaldTrump                https://t.co/gZkUfyA2YT
964288190579265536 2018-02-15 18:59:54 -0400 <MrMagooIsAngry> @realDonaldTrump Whoa whoa.   I thought those jobs were going to Americans?  Did you just throw them under the bus too?
964288187479744512 2018-02-15 18:59:54 -0400 <Face_Troll784> @NASA @NASAMoon Great but it kind of sucks that @realDonaldTrump wants to cancel the Wide-Feild Infared Survey Telescope
964288187202809856 2018-02-15 18:59:54 -0400 <bryanhoule27> @AntiGlobalist__ @risetoflyy @NoScience4War @We_R_an0nym0us @Rambobiggs @infowars @realDonaldTrump   https://t.co/0AxEseXDYK
964288186959605760 2018-02-15 18:59:54 -0400 <BlowhardPrez> @realDonaldTrump #MuellerTime
964288185584050181 2018-02-15 18:59:53 -0400 <HaroldLang16> @realDonaldTrump @DHSgov President Trump puts America first.
964288184262815745 2018-02-15 18:59:53 -0400 <Tiddybeth> @tedlieu @realDonaldTrump Ted hi from the UK. This is nailbiting for me. I imagine Trump in a bathrobe eating a cheeseburger and just sayin "What" as a slice of tomatoe hits his chest!
964288184115978240 2018-02-15 18:59:53 -0400 <PoliticalMangu> @realDonaldTrump Fuck you and your proclamations. #FuckTheNRA#FuckTheGOP. We need to make this loud and clear - we need to vote like hell and get the GOP out of the power they have - and NRA funded Democrats too.
964288183373565952 2018-02-15 18:59:53 -0400 <ZDentonZ> @realDonaldTrump Tool
964288182740111360 2018-02-15 18:59:53 -0400 <101build> @jo_revelette @realDonaldTrump @DHSgov Was that so he would qualify to purchase one??
964288182706737152 2018-02-15 18:59:53 -0400 <notComey> BEFORE @realDonaldTrump VISIT #PARKLAND  Do you have a HOT WIFE? Does your teen look like a MODEL?  Before you let @Potus come close give her a hug, please remember THOSE FAMOUS WORDS UTTER BY @realDonaldTrump ...   #Parkland #flordiashooting #ParklandShooting #ParklandStrong  https://t.co/90DqwT95B9
964288180248895488 2018-02-15 18:59:52 -0400 <girlygerl> @realDonaldTrump Your FAKE act pretending you care is sick and without feeling.  You reversed laws meant to stop people from purchasing these assault weapons.  God will punish you for your taking money from the NRA to protect the assault weapons being sold.  You have no soul.
964288177656786947 2018-02-15 18:59:51 -0400 <KarrenKuk> @realDonaldTrump you are a pathetic moron.   https://t.co/8oL7xJzkeS
964288177258356736 2018-02-15 18:59:51 -0400 <Dumb_fat_ass> @Arachno_Dude @POTUS @realDonaldTrump I’m bout to turn into the parallax and not sacrifice myself to save earth
964288175056154624 2018-02-15 18:59:51 -0400 <sooperay> @OliverMcGee @realDonaldTrump LeBron the clown still mad about throwing away thousands of dollars to the failed candidate he endorsed/voted for and losing so many times in the NBA Finals.
964288173839962112 2018-02-15 18:59:50 -0400 <eustist> @ScottDinflorida @AaronDelays @realDonaldTrump @DHSgov Then you too have blood on your hands. Try washing that out...
964288172216766465 2018-02-15 18:59:50 -0400 <kath013> @realDonaldTrump you killed those children @ Parkland, Fl. When u turned over Obama's mandate that would have prevented Cruz from buying a gun &amp; shooting them.  I think you are a terrible President bc you don't listen!
964288167997161472 2018-02-15 18:59:49 -0400 <spark_polliwog_> @SenSchumer @BadHombreNPS @realDonaldTrump He needs immigration for the midterms.
964288167967895555 2018-02-15 18:59:49 -0400 <superMattyD> @realDonaldTrump YOU repealed regs, through your “de-regulation” process &amp; made it easier for people w/ mental health issues &amp; fugitives 2 acquire firearms. You also proposed cutting millions from the background-check system. AND how can we believe your words when you took $30+MILLION from @NRA ?  https://t.co/EHMWtePKbh
964288167913377793 2018-02-15 18:59:49 -0400 <Beverly42836800> Come on Twitter. Sassy Gay Republican is suspended?!  @realDonaldTrump  This censorship is beneath you.  You have a responsibility to all users. Conservative as well as Liberal voices must be heard. What could Sassy have said to violate your rules? I follow him. He's interesting.  https://t.co/oqdDfGq9o9
964288167665811456 2018-02-15 18:59:49 -0400 <NewAbnormal19> @AdviceWall_ @realDonaldTrump We are not indifferent, just the opposite really.  We are grief stricken and angry as all hell at our leaders who offer up meaningless and useless "thoughts and prayers" and then deflect by only speaking about mental health and not gun control. Your Tweet makes 0 sense.
964288165530906624 2018-02-15 18:59:48 -0400 <nunziosmom> @realDonaldTrump remember saying this “This American carnage stops right here...I’ll be able to make sure that when you walk down the street in your inner city, or wherever you are, you’re not going to be shot. Your child isn’t going to be shot.” YOU ARE COMPLICIT
964288165363306496 2018-02-15 18:59:48 -0400 <InfBloodComics> @otepofficial @realDonaldTrump Keeping my fingers and even my toes crossed this piece of shit goes down NOW!!!
964288163937075201 2018-02-15 18:59:48 -0400 <Shannon26744713> @realDonaldTrump Tweeted after your rant that was not about this.
964288162939002887 2018-02-15 18:59:48 -0400 <dina_holbert> @realdonaldtrump walls are closing in and fast but not fast enough for our protection #STAYVIGILANT #TheResistance #Fightback #RemoveNunes #FlipItBlue2018 #BlueTsunami2018 i will not accept the #TrumpCrimeFamily crimes and lies.  Not today not ever!  https://t.co/IUdO1NZ0o6
964288162280321024 2018-02-15 18:59:48 -0400 <Aaronjm4> @ConstanceBarri6 @villainsvintage @free_illuminati @realDonaldTrump I have a few mental disorders, and I am fine and for sure will never shoot up a school. Most people are born with them, you can't promote that. Please don't call us crazy. People with that type of mental disorder LITERALLY can't help how they act.
964288160611016704 2018-02-15 18:59:47 -0400 <MadisonBeebee> @realDonaldTrump @DHSgov Remember days later, at another rally, u wished u were closer to a protester being escorted from his rally so that he could “punch him in the face.” You’ve endorsed violence &amp; hate.  U cld care less abt immigration.
964288160304893955 2018-02-15 18:59:47 -0400 <Shtzngiggles2> @Trumpism_45 @realDonaldTrump Haaaaahaha!
964288160158179330 2018-02-15 18:59:47 -0400 <Lauren1736> We know it’s not your fault this has beenon going a very long time! but America and @realDonaldTrump need to stand up and do something it’s not too late to get these gun laws under control but it is too late for the innocent children and adults who have lost there lives!😢😢😢  https://t.co/jjmBOrKCl1
964288159319240704 2018-02-15 18:59:47 -0400 <seli_mt> @realDonaldTrump Innocent kids like myself, kids with hopes and dreams and bright futures, died yesterday at the hands of a man who should not have had AN ASSAULT RIFLE in the first place. Want to make a difference and help the American people?  Enforce gun control.
964288158920622080 2018-02-15 18:59:47 -0400 <TekavecCarol> @realDonaldTrump Ban AR-15 guns and high capacity magazines! That would do more to honor the victims than words on a page or yet another lowerd flag.
964288157524086785 2018-02-15 18:59:47 -0400 <seasicko> @realDonaldTrump You want to be believed as sincere? You’re detached. I think for a first step you need to put yourself in the situation of these victims. Take it seriously and sit down in a classroom, with actual students, perhaps even some survivors, and go through a live active shooter drill.
964288155867320322 2018-02-15 18:59:46 -0400 <Nathan_B3ll> @Zamova @realDonaldTrump What would change with gun 'reform' besides limiting, legal gun owners, rights?
964288153048768512 2018-02-15 18:59:45 -0400 <botsworth_iii> @NancyPelosi @realDonaldTrump @HouseGOP @SenateGOP Stop! You are mad
964288152742584320 2018-02-15 18:59:45 -0400 <Wowbow3203> @makebunnybunny @cristal_deaton @owillis @realDonaldTrump Ma'am l, I have not even tried to be disrespectful to you. Now, it's a proven fact that guns stop gun violence. I'll pull my sources if it means that much to you. And joined coming to "Git muh guns" because they'd be shot dead before they got anywhere near my front porch.
964288151987605505 2018-02-15 18:59:45 -0400 <stevethdemocrat> @girlsreallyrule Direct line from @realDonaldTrump to shooter-the hat gives it away-eh donny boy. He is one of YOURS! OWN IT!! #resist
964288150020423681 2018-02-15 18:59:45 -0400 <goonerluke> endorsing big macs in 2002 and stuff crust pizza in 1995 is the only legit money this 2bit con-man @realDonaldTrump ever made. biggest 🤡 NYC ever shit out  https://t.co/PBmMrRnrYe
964288147482820608 2018-02-15 18:59:44 -0400 <BarbaraDarlin> .@realDonaldTrump Your Presidency - BOUGHT by. the .@NRA #NRA and Russia.  .@FoxNews .@foxandfriends   https://t.co/o3IzBUI0lH
964288146761568257 2018-02-15 18:59:44 -0400 <Patrice_Brost1> @realDonaldTrump Here's your boyfriend's 'deadly catch'  https://t.co/fObz6oyAUr
964288146736402432 2018-02-15 18:59:44 -0400 <klpc713> @realDonaldTrump You have no honor to give.
964288145742290944 2018-02-15 18:59:44 -0400 <li_han_sen> @kevin_hannigan5 @realDonaldTrump I hope to never see another mass shooting
964288143204737024 2018-02-15 18:59:43 -0400 <markfforest> White House refused to release photo of Trump signing bill to weaken gun law - CBS News #Trumpfail asshole @POTUS won’t even own his actions. @realDonaldTrump @WhiteHouse @cnn @NBCNews   https://t.co/EExC7mD2y6
964288140553936896 2018-02-15 18:59:42 -0400 <JONHNNYBOSCO> @realDonaldTrump Very good Mr Presidente 👏👏👏👏
964288139400499206 2018-02-15 18:59:42 -0400 <KingJudd13> @KerryRaskin @sportygirlplays @realDonaldTrump It’s not cowardly and im sorry about your mother but you do want us to ban alcohol or vehicles because that persona used them illegally
964288139358547973 2018-02-15 18:59:42 -0400 <DarylMcdaniel7> @AaronDelays @realDonaldTrump @DHSgov It is sad that you are the REAL FUCKING imbecile!  Gun control means only the good guys aren’t armed.  The criminals are the only ones who would have firearms under gun control.  Open up the mental institution again, that’s what we need.
964288138737831937 2018-02-15 18:59:42 -0400 <mandell_linda> @realDonaldTrump I’m guessing you didn’t write that, you POS.
964288138729402368 2018-02-15 18:59:42 -0400 <humanekt> @nprpolitics I have an idea @realDonaldTrump: How about @GOP passes a bill that picks the number of children who must DIE in their schools before you'll f-ing DO SOMETHING to stop the gun #epidemic in this country? How about it? How many? HOW MANY?? We hit that number, YOU act. Whaddya think?
964288137676640257 2018-02-15 18:59:42 -0400 <PhoenixVee888> @realDonaldTrump: TWO WORDS Mr. Trump!!! GUN CONTROL!!! UNDERSTAND???  https://t.co/48MQkFRlY7
964288137345339393 2018-02-15 18:59:42 -0400 <ioskelton> @realDonaldTrump How dare you not make any reference to access to weaponry you disingenuous doggerel!!!!!!
964288137311719424 2018-02-15 18:59:42 -0400 <phiLLy0806> @realDonaldTrump I am tweeting this as a concerned American. I am a 20 year old college student who would like to offer insight concerning the recent school shooting and mass shooting in general. Why not hire veterans and retired police officers and arm them to guard the schools?
964288135688572928 2018-02-15 18:59:41 -0400 <THEFXR1> @bellamoss777 @krassenstein @IloveJamesCh @realDonaldTrump Somehow it always finds it's way back to blame Trump.  I blame people like yourself for that. School shootings, hurricanes and forest fires a thousand miles away; All Trump?   Because that is what you hope, not what you see.  3 other Fingers pointing where?
964288135315124225 2018-02-15 18:59:41 -0400 <StEfF4055> @Serafina2112 @lemaster1959 @AlysPopTown @customwww @realDonaldTrump But the truth is no one truly knows who each other is. I don't know who you are that is why I am not judging you. And you don't know who I am. You can only truly know who someone is through love not through hate. So you don't truly know who Trump is.
964288134363209733 2018-02-15 18:59:41 -0400 <rv240> @realDonaldTrump Why don’t you do something about it instead of bloviating like the fool you are!
964288133956325376 2018-02-15 18:59:41 -0400 <noah_bunch64> @realDonaldTrump ur a joke
964288132677013505 2018-02-15 18:59:41 -0400 <VenusAbrahim> @NPR @realDonaldTrump is so stupid, like really stupid.
964288131829813248 2018-02-15 18:59:40 -0400 <JannetteSpain> @AaronDelays @realDonaldTrump @DHSgov You're still a dam moron
964288130558898176 2018-02-15 18:59:40 -0400 <David_Rabinow> @ThomasJosephMil @JackieSharp @realDonaldTrump Per thousand!!!!
964288128864239617 2018-02-15 18:59:40 -0400 <LancasterKat> @SaintsMan4Life2 @FoxNews @SenBlumenthal @realDonaldTrump Yes. That Chris Kyle. How much of an expert do you think he was with firearms?
964288128746967040 2018-02-15 18:59:40 -0400 <Squirrel1110> @realDonaldTrump WE ARE SO SICK OF YOUR CRAP!!!!
964288127522230273 2018-02-15 18:59:39 -0400 <LJ_Crossbow> @realDonaldTrump @DHSgov   https://t.co/xdbxFHN1xF
964288126796664833 2018-02-15 18:59:39 -0400 <BlueBearBernie> @realDonaldTrump   https://t.co/8MQfPcPkM9
964288126305779712 2018-02-15 18:59:39 -0400 <Tacoferrari> @CNN @realDonaldTrump
964288124485382144 2018-02-15 18:59:39 -0400 <ECNORTON1> @realDonaldTrump @DHSgov THIS PLAN IS ABSURD!!!
964288123302809600 2018-02-15 18:59:38 -0400 <rivers12568> @cellinoatt @FoxNews @SenBlumenthal @realDonaldTrump How unempathetic and egocentric do you think people are?  This cynicism is why we can't build bridges, because one side will always assume the worst of the other.
964288122279227392 2018-02-15 18:59:38 -0400 <BarbaraFred74> @Seattle_Cowboy @realDonaldTrump @SpeakerRyan  Ban sale of AR 15. #GunReformNow  #GunReformNow  #GunReformNow  #EnoughIsEnough
964288122174386176 2018-02-15 18:59:38 -0400 <therealsuzn> @RedTRaccoon @realDonaldTrump OMG....Somebody make sure @POTUS sees this video!!!
964288121889107968 2018-02-15 18:59:38 -0400 <johnrampart> The @GOP will forever bear a tarnished legacy of there support of @realDonaldTrump and carnage cause by lack of #GunControlNow !!#ImpeachTrump #dumpGOP
964288121276858368 2018-02-15 18:59:38 -0400 <jonvandine> @realDonaldTrump you are a worthless human who only cares about himself
964288119951544320 2018-02-15 18:59:38 -0400 <LaunchpadDj> @clieharriet @SomeNewsMedia @realDonaldTrump Opinions lie in this matter BECAUSE AMERICA’s RIGHTS SHOULD BE RESPECTED. NO ONE THAT SITS ON THEIR BIG BUTT INSULTS TRUMP, NOT ON MY OR ANY OF HIS SUPPORTERS WATCH
964288118143696896 2018-02-15 18:59:37 -0400 <benj_politics> @ShafPatel @realDonaldTrump I can give you $30 million... On direct and in direct contributions ... And probably much more through other ads etc..   Not $50 million paid.  Make sure your tweets are accurate and verified.   https://t.co/kNYvD9bDh6
964288117518807041 2018-02-15 18:59:37 -0400 <OliviaC019> @realDonaldTrump Nothing else matters today except proposing new gun laws. Ban the AR15 Assault rifles. Now. Today. It's a start.
964288116969365511 2018-02-15 18:59:37 -0400 <AntinkLynn> @realDonaldTrump This Congress is self serving. Not American people serving. Shame
964288116856147969 2018-02-15 18:59:37 -0400 <MychKoutala5> @realDonaldTrump Just like you blame victims of victims of abuse for not reporting.
964288106949152774 2018-02-15 18:59:34 -0400 <drdrbrockman> 2/2 And @realDonaldTrump's plan didn't fare too well, either.  https://t.co/nK2S9wTStz
964288104269012992 2018-02-15 18:59:34 -0400 <johnnytate48> @realDonaldTrump @DHSgov Take DACA off the table by extending it for 1 year. Then push for Immigration bill without it,
964288103807684608 2018-02-15 18:59:34 -0400 <dameocrat> @realDonaldTrump You should get your wallstreet, and military buddieis to contribute to your mental health charity, since the schools, medicaid, and medicare are being gutted at your behest.  Wishes ain't going to solve anything, and you're a government official.
964288103455195136 2018-02-15 18:59:34 -0400 <Douglas88285838> @JackieSharp @ThomasJosephMil @realDonaldTrump Than you need to give up all your rights...silly girl
964288101198659584 2018-02-15 18:59:33 -0400 <DlisHome> @POTUS @realDonaldTrump #CadetBoneSpurs @VP @GOP @SenateMajLdr @SpeakerRyan @SenJohnMcCain @RepRohrabacher @RepMimiWalters @DarrellIssa @FLOTUS @SarahHuchabee @PressSec  https://t.co/fuMP3iKqe9
964288097608331264 2018-02-15 18:59:32 -0400 <talltimboy> @ed_grimly @gridiron_guru67 @egolladay57 @deaconJDC @SenatorTomUdall @realDonaldTrump @POTUS I recognize that. Wow. About half actually and that’s not including unreported. I’m not looking at it right now but do you think the sample is good enough to give an accurate representation of average idealogy? I may be confused but I believe the sample was a little over 900?
964288096991932416 2018-02-15 18:59:32 -0400 <libertygurl09> @SenSchumer @realDonaldTrump POTUS  by making him think u really wanted a deal! Cuz YOU didnt! YOU need this issue going in2 the mid terms thinking it will help you win seats! But guess what. Even some of ur base and moderate Democrats have gotten sick of ur sleaze n will vote R..So good luck. U need it..3/3
964288096857677825 2018-02-15 18:59:32 -0400 <DestielHihi> @realDonaldTrump  https://t.co/JtV2wFRcX7
964288096454897665 2018-02-15 18:59:32 -0400 <BlowhardPrez> @realDonaldTrump #ShitholeTrump
964288095913988097 2018-02-15 18:59:32 -0400 <pissymissy29> @realDonaldTrump Do something about it! No need for your condolences. Just your actions on gun control.
964288093946826752 2018-02-15 18:59:31 -0400 <loraxiswatching> @realDonaldTrump Apparently your bonds and the bonds of the #GOPComplicit are WAY stronger to the #NRABloodMoney. You want to know what these families need? #gunreformnow. Fuck your #thoughtsandprayers. No one needs an assault weapon @RepChrisCollins
964288093615517697 2018-02-15 18:59:31 -0400 <DinahBynes> @realDonaldTrump UNLESS PERPETRATOR IS ANYTHING OTHER THAN WHITE....then it’s all about keeping America Safe and building a wall! GUESS YOU DON’T CARE ABOUT KEEPING AMERICA SO SAFE AS LONG AS ITS BEING TERRORIZED BY WHITE MALES COMMITTING MASS MURDERS B/C U JUST BLAME MENTAL ILLNESS!  https://t.co/z2VcfwcHnV
964288093107965952 2018-02-15 18:59:31 -0400 <MarkLlo74629732> Carrying the alarms  goes of at the school  and the local police station warning  the police  and the security  urgently  and makeing  that life or death situation  wether you apprehend  the killer or killers by security  or both and the local  police and take @realDonaldTrump
964288092759785474 2018-02-15 18:59:31 -0400 <sticksnet> How can Republican Party be PRO-LIFE and PRO-GUNS?  What about all the BABIES that died yesterday at #Parkland?  #Hypocrites #GunReformNow #FloridaShooting #ValentinesDay  @Lawrence @maddow @KatyTurNBC @NicolleDWallace #MSNBC #CNN @livenewscloud @realDonaldTrump @ChrisMurphyCT  https://t.co/nbpxgHyzLu
